l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,l_discount,s_nationkey,p_brand,c_nationkey,groupcol,aggcol
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,4,HOUSEHOLD,TRUCK,5,0.07,0.05,8,Brand#23,13,260,2
F,F,R,DELIVER IN PERSON,0,Manufacturer#5,1-URGENT,4,HOUSEHOLD,TRUCK,1,0.06,0.05,14,Brand#54,13,260,10
O,O,N,NONE,1,Manufacturer#2,2-HIGH,0,HOUSEHOLD,AIR,2,0.03,0.08,2,Brand#21,16,261,37
O,O,N,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,0,HOUSEHOLD,AIR,1,0.02,0.04,14,Brand#44,16,261,25
O,O,N,NONE,4,Manufacturer#2,2-HIGH,0,HOUSEHOLD,SHIP,4,0.01,0.01,10,Brand#21,16,261,13
O,O,N,TAKE BACK RETURN,4,Manufacturer#1,2-HIGH,0,HOUSEHOLD,FOB,3,0.02,0.04,20,Brand#14,16,261,30
O,O,N,NONE,0,Manufacturer#2,2-HIGH,0,HOUSEHOLD,REG AIR,6,0.07,0,16,Brand#21,16,261,12
O,O,N,NONE,0,Manufacturer#3,2-HIGH,0,HOUSEHOLD,MAIL,5,0.03,0.03,16,Brand#35,16,261,22
O,O,N,DELIVER IN PERSON,0,Manufacturer#4,5-LOW,0,BUILDING,RAIL,1,0.02,0.03,16,Brand#42,15,262,33
O,O,N,NONE,0,Manufacturer#2,5-LOW,0,BUILDING,RAIL,2,0.01,0.05,5,Brand#21,15,262,44
O,O,N,TAKE BACK RETURN,2,Manufacturer#3,5-LOW,0,BUILDING,AIR,3,0.02,0.06,8,Brand#35,15,262,33
O,O,N,DELIVER IN PERSON,3,Manufacturer#2,5-LOW,0,BUILDING,MAIL,4,0.03,0.07,22,Brand#23,15,262,4
F,F,R,NONE,4,Manufacturer#2,3-MEDIUM,4,BUILDING,MAIL,1,0.06,0.06,4,Brand#25,4,263,41
F,F,A,COLLECT COD,0,Manufacturer#4,3-MEDIUM,4,BUILDING,MAIL,2,0,0.03,14,Brand#43,4,263,24
O,O,N,COLLECT COD,3,Manufacturer#2,3-MEDIUM,0,AUTOMOBILE,RAIL,4,0.01,0.02,23,Brand#24,16,264,41
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,3-MEDIUM,0,AUTOMOBILE,REG AIR,1,0.02,0.04,0,Brand#35,16,264,4
O,O,N,DELIVER IN PERSON,1,Manufacturer#4,3-MEDIUM,0,AUTOMOBILE,SHIP,2,0.07,0.01,24,Brand#43,16,264,49
O,O,N,DELIVER IN PERSON,0,Manufacturer#1,3-MEDIUM,0,AUTOMOBILE,AIR,3,0,0.07,0,Brand#14,16,264,49
F,F,R,NONE,3,Manufacturer#1,3-MEDIUM,0,AUTOMOBILE,FOB,1,0.01,0.01,7,Brand#15,5,265,2
F,F,R,COLLECT COD,4,Manufacturer#4,3-MEDIUM,0,AUTOMOBILE,FOB,3,0.08,0.04,4,Brand#44,5,265,4
F,F,A,COLLECT COD,0,Manufacturer#2,3-MEDIUM,0,AUTOMOBILE,RAIL,4,0.07,0.1,15,Brand#21,5,265,4
F,F,A,NONE,4,Manufacturer#4,3-MEDIUM,0,AUTOMOBILE,RAIL,2,0.08,0.09,11,Brand#41,5,265,42
O,O,N,TAKE BACK RETURN,0,Manufacturer#2,2-HIGH,3,MACHINERY,SHIP,4,0.02,0.09,16,Brand#23,23,266,5
O,O,N,TAKE BACK RETURN,3,Manufacturer#5,2-HIGH,3,MACHINERY,FOB,3,0,0.03,19,Brand#53,23,266,23
O,O,N,TAKE BACK RETURN,3,Manufacturer#1,2-HIGH,3,MACHINERY,TRUCK,7,0,0.03,22,Brand#11,23,266,45
O,O,N,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,3,MACHINERY,AIR,5,0.06,0.04,12,Brand#35,23,266,1
O,O,N,TAKE BACK RETURN,4,Manufacturer#1,2-HIGH,3,MACHINERY,MAIL,1,0.01,0.07,10,Brand#15,23,266,25
O,O,N,TAKE BACK RETURN,4,Manufacturer#3,2-HIGH,3,MACHINERY,RAIL,6,0.04,0.09,4,Brand#34,23,266,34
O,O,N,TAKE BACK RETURN,0,Manufacturer#5,2-HIGH,3,MACHINERY,REG AIR,2,0.06,0.04,0,Brand#54,23,266,26
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,2-HIGH,2,BUILDING,SHIP,1,0.01,0.07,6,Brand#45,12,267,38
F,F,R,NONE,0,Manufacturer#2,2-HIGH,2,BUILDING,REG AIR,2,0,0,0,Brand#25,12,267,8
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,1-URGENT,0,BUILDING,FOB,1,0.08,0.04,18,Brand#14,0,268,14
F,F,R,COLLECT COD,3,Manufacturer#2,1-URGENT,0,BUILDING,REG AIR,3,0,0,23,Brand#22,0,268,16
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,0,BUILDING,AIR,4,0.03,0.03,12,Brand#45,0,268,13
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,0,BUILDING,SHIP,2,0.01,0.01,6,Brand#13,0,268,16
F,F,R,TAKE BACK RETURN,4,Manufacturer#3,5-LOW,2,BUILDING,AIR,4,0.08,0.06,4,Brand#32,9,269,41
F,F,R,NONE,1,Manufacturer#5,5-LOW,2,BUILDING,MAIL,1,0.02,0.06,2,Brand#55,9,269,47
F,F,R,NONE,3,Manufacturer#2,5-LOW,2,BUILDING,RAIL,2,0.05,0.01,7,Brand#25,9,269,15
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,5-LOW,2,BUILDING,TRUCK,3,0.07,0.03,24,Brand#13,9,269,46
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,5-LOW,2,BUILDING,MAIL,5,0.01,0.08,7,Brand#41,9,269,24
F,F,A,NONE,3,Manufacturer#2,2-HIGH,3,MACHINERY,SHIP,2,0,0.05,22,Brand#22,23,270,21
F,F,A,COLLECT COD,0,Manufacturer#4,2-HIGH,3,MACHINERY,RAIL,1,0.06,0.09,14,Brand#43,23,270,6
F,F,N,NONE,3,Manufacturer#2,2-HIGH,4,FURNITURE,MAIL,6,0.06,0.05,19,Brand#22,20,271,19
F,F,R,COLLECT COD,1,Manufacturer#5,2-HIGH,4,FURNITURE,RAIL,4,0.05,0.05,1,Brand#55,20,271,24
F,F,A,TAKE BACK RETURN,4,Manufacturer#3,2-HIGH,4,FURNITURE,FOB,1,0.06,0,11,Brand#33,20,271,36
F,F,R,DELIVER IN PERSON,0,Manufacturer#5,2-HIGH,4,FURNITURE,REG AIR,3,0,0.08,14,Brand#54,20,271,35
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,2-HIGH,4,FURNITURE,SHIP,2,0.02,0.08,19,Brand#53,20,271,28
F,F,A,NONE,4,Manufacturer#4,2-HIGH,4,FURNITURE,SHIP,5,0.06,0.09,10,Brand#41,20,271,40
O,O,N,TAKE BACK RETURN,0,Manufacturer#3,4-NOT SPECIFIED,4,HOUSEHOLD,REG AIR,5,0.07,0.09,5,Brand#33,10,272,38
O,O,N,COLLECT COD,1,Manufacturer#4,4-NOT SPECIFIED,4,HOUSEHOLD,MAIL,1,0.06,0.04,24,Brand#44,10,272,11
O,O,N,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,4,HOUSEHOLD,SHIP,4,0.02,0.08,18,Brand#22,10,272,12
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,3,0.06,0.05,14,Brand#33,10,272,21
O,O,N,COLLECT COD,3,Manufacturer#4,4-NOT SPECIFIED,4,HOUSEHOLD,REG AIR,2,0.03,0.05,23,Brand#45,10,272,32
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,3-MEDIUM,1,FURNITURE,SHIP,1,0.08,0.01,24,Brand#24,1,273,30
O,O,N,TAKE BACK RETURN,4,Manufacturer#2,2-HIGH,2,HOUSEHOLD,RAIL,3,0.05,0.09,4,Brand#24,9,274,44
O,O,N,COLLECT COD,2,Manufacturer#2,2-HIGH,2,HOUSEHOLD,REG AIR,1,0,0.03,21,Brand#23,9,274,40
O,O,N,NONE,4,Manufacturer#1,2-HIGH,2,HOUSEHOLD,MAIL,2,0.01,0.1,20,Brand#15,9,274,23
O,O,N,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,4,AUTOMOBILE,TRUCK,1,0.06,0.09,12,Brand#35,13,275,16
F,F,A,NONE,0,Manufacturer#5,3-MEDIUM,4,BUILDING,AIR,4,0.01,0.05,15,Brand#54,13,276,25
F,F,A,TAKE BACK RETURN,2,Manufacturer#3,3-MEDIUM,4,BUILDING,FOB,2,0,0.07,21,Brand#35,13,276,37
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,3-MEDIUM,4,BUILDING,MAIL,1,0.01,0.02,19,Brand#54,13,276,48
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,3-MEDIUM,4,BUILDING,TRUCK,5,0.06,0.03,10,Brand#42,13,276,44
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,3-MEDIUM,4,BUILDING,FOB,6,0.07,0,23,Brand#11,13,276,24
F,F,A,NONE,4,Manufacturer#1,3-MEDIUM,4,BUILDING,RAIL,3,0.03,0.08,11,Brand#15,13,276,11
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,0,BUILDING,REG AIR,7,0.03,0.07,18,Brand#15,16,277,31
O,O,N,DELIVER IN PERSON,0,Manufacturer#1,4-NOT SPECIFIED,0,BUILDING,TRUCK,2,0.07,0.03,14,Brand#15,16,277,24
O,O,N,TAKE BACK RETURN,4,Manufacturer#1,4-NOT SPECIFIED,0,BUILDING,RAIL,4,0.01,0.05,10,Brand#12,16,277,37
O,O,N,TAKE BACK RETURN,0,Manufacturer#3,4-NOT SPECIFIED,0,BUILDING,SHIP,5,0.03,0,14,Brand#32,16,277,34
O,O,N,DELIVER IN PERSON,2,Manufacturer#5,4-NOT SPECIFIED,0,BUILDING,FOB,3,0.01,0.02,8,Brand#55,16,277,15
O,O,N,TAKE BACK RETURN,3,Manufacturer#4,4-NOT SPECIFIED,0,BUILDING,FOB,1,0.07,0.09,22,Brand#45,16,277,33
O,O,N,DELIVER IN PERSON,1,Manufacturer#3,4-NOT SPECIFIED,0,BUILDING,REG AIR,6,0.07,0.08,24,Brand#34,16,277,28
F,F,R,COLLECT COD,3,Manufacturer#2,5-LOW,1,BUILDING,AIR,3,0.07,0.09,6,Brand#22,17,278,14
F,F,A,TAKE BACK RETURN,2,Manufacturer#3,5-LOW,1,BUILDING,AIR,4,0.08,0.07,8,Brand#34,17,278,42
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,5-LOW,1,BUILDING,FOB,2,0.03,0.09,17,Brand#11,17,278,5
F,F,R,NONE,3,Manufacturer#3,5-LOW,1,BUILDING,SHIP,6,0.06,0.01,22,Brand#35,17,278,6
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,5-LOW,1,BUILDING,AIR,1,0.07,0.05,19,Brand#25,17,278,36
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,5-LOW,1,BUILDING,TRUCK,7,0.02,0.1,17,Brand#42,17,278,11
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,5-LOW,1,BUILDING,AIR,5,0,0.09,22,Brand#43,17,278,26
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,2-HIGH,2,FURNITURE,SHIP,2,0,0.1,15,Brand#35,8,279,48
O,O,N,COLLECT COD,2,Manufacturer#3,2-HIGH,2,FURNITURE,REG AIR,3,0.05,0.05,18,Brand#35,8,279,16
O,O,N,DELIVER IN PERSON,4,Manufacturer#3,2-HIGH,2,FURNITURE,SHIP,4,0.05,0.01,4,Brand#31,8,279,49
O,O,N,NONE,4,Manufacturer#1,2-HIGH,2,FURNITURE,SHIP,1,0.07,0.09,10,Brand#15,8,279,3
F,F,A,NONE,0,Manufacturer#3,1-URGENT,1,HOUSEHOLD,MAIL,3,0.05,0.02,16,Brand#31,17,280,28
F,F,R,DELIVER IN PERSON,2,Manufacturer#2,1-URGENT,1,HOUSEHOLD,AIR,2,0.05,0.01,8,Brand#21,17,280,42
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,1,HOUSEHOLD,SHIP,4,0.01,0.02,9,Brand#21,17,280,9
F,F,A,COLLECT COD,0,Manufacturer#4,1-URGENT,1,HOUSEHOLD,AIR,1,0.04,0.07,5,Brand#44,17,280,2
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,1-URGENT,1,HOUSEHOLD,RAIL,5,0,0.08,19,Brand#45,17,280,22
O,O,N,COLLECT COD,2,Manufacturer#5,1-URGENT,2,MACHINERY,AIR,1,0.02,0.06,21,Brand#52,21,281,36
O,O,N,NONE,1,Manufacturer#1,1-URGENT,2,MACHINERY,AIR,3,0.08,0.01,24,Brand#12,21,281,38
O,O,N,COLLECT COD,3,Manufacturer#4,1-URGENT,2,MACHINERY,SHIP,4,0.06,0.09,19,Brand#45,21,281,6
O,O,N,NONE,0,Manufacturer#4,1-URGENT,2,MACHINERY,RAIL,2,0.01,0.03,14,Brand#44,21,281,29
O,O,N,TAKE BACK RETURN,0,Manufacturer#4,3-MEDIUM,4,HOUSEHOLD,AIR,5,0.03,0,16,Brand#42,20,282,25
O,O,N,DELIVER IN PERSON,1,Manufacturer#3,3-MEDIUM,4,HOUSEHOLD,MAIL,3,0.06,0.06,2,Brand#31,20,282,33
O,O,N,DELIVER IN PERSON,3,Manufacturer#1,3-MEDIUM,4,HOUSEHOLD,FOB,2,0.03,0.07,23,Brand#14,20,282,12
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,3-MEDIUM,4,HOUSEHOLD,MAIL,1,0.06,0,0,Brand#54,20,282,20
O,O,N,NONE,1,Manufacturer#4,3-MEDIUM,4,HOUSEHOLD,AIR,4,0.07,0.06,3,Brand#41,20,282,6
O,O,N,DELIVER IN PERSON,1,Manufacturer#2,5-LOW,1,FURNITURE,SHIP,4,0.03,0.03,24,Brand#24,2,283,46
O,O,N,DELIVER IN PERSON,1,Manufacturer#1,5-LOW,1,FURNITURE,SHIP,6,0.06,0.03,24,Brand#15,2,283,39
O,O,N,NONE,2,Manufacturer#5,5-LOW,1,FURNITURE,SHIP,5,0.07,0.04,18,Brand#51,2,283,48
O,O,N,COLLECT COD,2,Manufacturer#3,5-LOW,1,FURNITURE,REG AIR,1,0.07,0.03,21,Brand#32,2,283,31
O,O,N,NONE,2,Manufacturer#4,5-LOW,1,FURNITURE,TRUCK,2,0.07,0.05,12,Brand#44,2,283,21
O,O,N,DELIVER IN PERSON,2,Manufacturer#2,5-LOW,1,FURNITURE,FOB,7,0.01,0,12,Brand#22,2,283,26
O,O,N,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,1,FURNITURE,AIR,3,0.01,0.1,17,Brand#24,2,283,9
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,2-HIGH,2,FURNITURE,RAIL,1,0.05,0.01,15,Brand#43,12,284,8
F,F,R,COLLECT COD,0,Manufacturer#5,2-HIGH,2,FURNITURE,AIR,2,0.08,0.02,16,Brand#52,12,284,26
F,F,A,TAKE BACK RETURN,0,Manufacturer#5,3-MEDIUM,3,AUTOMOBILE,REG AIR,7,0.02,0,14,Brand#55,6,285,22
F,F,A,NONE,0,Manufacturer#4,3-MEDIUM,3,AUTOMOBILE,AIR,5,0,0.1,0,Brand#44,6,285,22
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,3-MEDIUM,3,AUTOMOBILE,AIR,6,0.08,0.1,12,Brand#13,6,285,31
F,F,R,COLLECT COD,2,Manufacturer#2,3-MEDIUM,3,AUTOMOBILE,REG AIR,3,0.02,0.03,18,Brand#23,6,285,19
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,3,AUTOMOBILE,REG AIR,4,0.05,0.09,7,Brand#34,6,285,7
F,F,A,TAKE BACK RETURN,1,Manufacturer#5,3-MEDIUM,3,AUTOMOBILE,TRUCK,2,0.03,0.07,1,Brand#54,6,285,5
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,3-MEDIUM,3,AUTOMOBILE,SHIP,1,0.07,0.03,16,Brand#43,6,285,19
F,F,R,NONE,1,Manufacturer#4,2-HIGH,1,HOUSEHOLD,REG AIR,4,0.02,0.02,24,Brand#41,1,286,26
F,F,A,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,1,HOUSEHOLD,SHIP,3,0.02,0.1,7,Brand#21,1,286,17
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,2-HIGH,1,HOUSEHOLD,TRUCK,1,0.06,0.06,21,Brand#51,1,286,41
F,F,A,NONE,2,Manufacturer#1,2-HIGH,1,HOUSEHOLD,AIR,2,0.05,0.03,18,Brand#13,1,286,18
F,F,R,NONE,2,Manufacturer#5,4-NOT SPECIFIED,4,HOUSEHOLD,FOB,1,0.07,0.09,8,Brand#52,20,287,33
F,F,R,NONE,3,Manufacturer#4,4-NOT SPECIFIED,4,HOUSEHOLD,FOB,2,0.04,0,23,Brand#41,20,287,25
O,O,N,NONE,2,Manufacturer#4,1-URGENT,4,AUTOMOBILE,SHIP,4,0.05,0.03,12,Brand#45,4,288,50
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,1-URGENT,4,AUTOMOBILE,FOB,2,0.08,0.05,0,Brand#52,4,288,29
O,O,N,COLLECT COD,3,Manufacturer#1,1-URGENT,4,AUTOMOBILE,FOB,3,0.07,0.08,23,Brand#13,4,288,45
O,O,N,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,4,AUTOMOBILE,TRUCK,1,0.02,0.08,0,Brand#52,4,288,26
O,O,N,COLLECT COD,1,Manufacturer#2,3-MEDIUM,0,AUTOMOBILE,MAIL,2,0.04,0.06,24,Brand#24,14,289,13
O,O,N,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,0,AUTOMOBILE,FOB,3,0.03,0.03,12,Brand#45,14,289,15
O,O,N,NONE,2,Manufacturer#2,3-MEDIUM,0,AUTOMOBILE,SHIP,5,0,0.01,18,Brand#22,14,289,36
O,O,N,TAKE BACK RETURN,1,Manufacturer#1,3-MEDIUM,0,AUTOMOBILE,RAIL,1,0.03,0.02,3,Brand#11,14,289,50
O,O,N,NONE,0,Manufacturer#3,3-MEDIUM,0,AUTOMOBILE,RAIL,4,0.06,0.06,14,Brand#32,14,289,47
F,F,R,DELIVER IN PERSON,2,Manufacturer#2,4-NOT SPECIFIED,2,HOUSEHOLD,RAIL,6,0.01,0,9,Brand#24,21,290,4
F,F,R,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,MAIL,4,0.01,0.05,21,Brand#35,21,290,43
F,F,R,COLLECT COD,3,Manufacturer#5,4-NOT SPECIFIED,2,HOUSEHOLD,FOB,7,0.04,0.08,19,Brand#53,21,290,14
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,MAIL,3,0.02,0.01,6,Brand#12,21,290,28
F,F,R,COLLECT COD,1,Manufacturer#4,4-NOT SPECIFIED,2,HOUSEHOLD,REG AIR,2,0.04,0.03,1,Brand#42,21,290,9
F,F,R,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,2,HOUSEHOLD,MAIL,5,0.01,0.08,15,Brand#52,21,290,6
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,FOB,1,0.01,0.02,6,Brand#12,21,290,47
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,2-HIGH,4,AUTOMOBILE,MAIL,5,0.06,0.05,19,Brand#33,10,291,8
F,F,R,NONE,3,Manufacturer#4,2-HIGH,4,AUTOMOBILE,RAIL,6,0.06,0.02,19,Brand#44,10,291,44
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,2-HIGH,4,AUTOMOBILE,SHIP,1,0.08,0.05,19,Brand#12,10,291,14
F,F,R,COLLECT COD,0,Manufacturer#3,2-HIGH,4,AUTOMOBILE,RAIL,4,0.02,0.03,16,Brand#33,10,291,3
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,2-HIGH,4,AUTOMOBILE,FOB,2,0.08,0.02,4,Brand#45,10,291,4
F,F,A,NONE,2,Manufacturer#1,2-HIGH,4,AUTOMOBILE,MAIL,3,0.05,0.01,21,Brand#15,10,291,33
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,2-HIGH,4,AUTOMOBILE,MAIL,7,0.03,0.02,16,Brand#55,10,291,25
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,1-URGENT,2,MACHINERY,REG AIR,1,0,0.08,16,Brand#25,21,292,6
O,O,N,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,2,MACHINERY,REG AIR,2,0.04,0.01,14,Brand#54,21,292,35
O,O,N,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,0,BUILDING,TRUCK,5,0,0.01,19,Brand#15,14,293,12
O,O,N,COLLECT COD,4,Manufacturer#2,1-URGENT,0,BUILDING,REG AIR,4,0.06,0.01,4,Brand#24,14,293,7
O,O,N,NONE,4,Manufacturer#4,1-URGENT,0,BUILDING,RAIL,6,0.02,0.06,4,Brand#44,14,293,25
O,O,N,COLLECT COD,4,Manufacturer#4,1-URGENT,0,BUILDING,FOB,1,0.04,0,11,Brand#41,14,293,10
O,O,N,COLLECT COD,4,Manufacturer#1,1-URGENT,0,BUILDING,TRUCK,2,0.03,0,4,Brand#14,14,293,15
O,O,N,COLLECT COD,4,Manufacturer#5,1-URGENT,0,BUILDING,TRUCK,3,0.04,0.06,13,Brand#52,14,293,29
O,O,N,COLLECT COD,2,Manufacturer#3,1-URGENT,0,BUILDING,AIR,7,0.03,0.01,9,Brand#35,14,293,8
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,4-NOT SPECIFIED,3,FURNITURE,RAIL,2,0.06,0.01,19,Brand#32,19,294,32
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,4-NOT SPECIFIED,3,FURNITURE,REG AIR,1,0.08,0.02,14,Brand#13,19,294,4
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,3-MEDIUM,2,FURNITURE,RAIL,1,0.02,0.04,10,Brand#34,9,295,20
F,F,A,COLLECT COD,1,Manufacturer#5,3-MEDIUM,2,FURNITURE,TRUCK,2,0.04,0.06,24,Brand#52,9,295,47
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,3-MEDIUM,2,FURNITURE,RAIL,4,0.07,0.03,15,Brand#54,9,295,13
F,F,R,NONE,3,Manufacturer#4,3-MEDIUM,2,FURNITURE,AIR,3,0.07,0.04,19,Brand#42,9,295,1
F,F,A,COLLECT COD,4,Manufacturer#4,3-MEDIUM,2,FURNITURE,SHIP,5,0.04,0,4,Brand#44,9,295,18
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,0,AUTOMOBILE,RAIL,1,0.03,0.09,9,Brand#51,15,296,31
F,F,A,DELIVER IN PERSON,0,Manufacturer#2,5-LOW,0,AUTOMOBILE,REG AIR,2,0.08,0.03,16,Brand#24,15,296,15
O,O,N,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,3,MACHINERY,TRUCK,1,0.04,0.04,21,Brand#14,19,297,35
O,O,N,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,3,MACHINERY,RAIL,2,0.08,0.1,21,Brand#13,19,297,24
O,O,N,NONE,0,Manufacturer#3,4-NOT SPECIFIED,3,MACHINERY,FOB,3,0,0.05,16,Brand#31,19,297,16
O,O,N,DELIVER IN PERSON,1,Manufacturer#3,2-HIGH,2,AUTOMOBILE,MAIL,1,0.08,0.09,3,Brand#31,18,298,17
F,F,R,COLLECT COD,3,Manufacturer#4,4-NOT SPECIFIED,4,MACHINERY,MAIL,1,0,0.06,19,Brand#42,10,299,29
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,1,AUTOMOBILE,SHIP,2,0.08,0.06,14,Brand#31,2,300,30
O,O,N,DELIVER IN PERSON,0,Manufacturer#1,1-URGENT,1,AUTOMOBILE,SHIP,1,0.01,0.06,0,Brand#11,2,300,23
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,1,AUTOMOBILE,TRUCK,4,0.04,0.02,8,Brand#14,2,300,3
O,O,N,NONE,4,Manufacturer#1,1-URGENT,1,AUTOMOBILE,FOB,5,0.02,0.05,4,Brand#11,2,300,40
O,O,N,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,1,AUTOMOBILE,RAIL,6,0.01,0.01,22,Brand#14,2,300,45
O,O,N,COLLECT COD,3,Manufacturer#2,1-URGENT,1,AUTOMOBILE,REG AIR,3,0.06,0.09,22,Brand#25,2,300,27
O,O,N,DELIVER IN PERSON,2,Manufacturer#3,1-URGENT,0,HOUSEHOLD,FOB,2,0.01,0.03,18,Brand#35,15,301,43
O,O,N,TAKE BACK RETURN,1,Manufacturer#1,1-URGENT,0,HOUSEHOLD,MAIL,1,0.06,0.05,24,Brand#13,15,301,30
F,F,R,COLLECT COD,2,Manufacturer#4,1-URGENT,3,BUILDING,TRUCK,6,0.04,0.03,21,Brand#42,6,302,9
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,3,BUILDING,REG AIR,5,0.06,0.05,24,Brand#55,6,302,26
F,F,R,DELIVER IN PERSON,1,Manufacturer#5,1-URGENT,3,BUILDING,TRUCK,2,0.08,0.04,24,Brand#51,6,302,12
F,F,R,NONE,3,Manufacturer#1,1-URGENT,3,BUILDING,TRUCK,4,0.03,0.09,19,Brand#14,6,302,41
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,3,BUILDING,MAIL,3,0.02,0.01,9,Brand#55,6,302,14
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,1-URGENT,3,BUILDING,TRUCK,7,0.05,0.05,19,Brand#42,6,302,15
F,F,R,NONE,3,Manufacturer#1,1-URGENT,3,BUILDING,TRUCK,1,0.05,0.03,19,Brand#14,6,302,18
F,F,R,NONE,4,Manufacturer#5,4-NOT SPECIFIED,4,HOUSEHOLD,TRUCK,1,0.08,0.05,4,Brand#53,20,303,36
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,4-NOT SPECIFIED,4,HOUSEHOLD,FOB,2,0.08,0.05,14,Brand#33,20,303,29
O,O,N,DELIVER IN PERSON,2,Manufacturer#4,5-LOW,2,BUILDING,MAIL,3,0.02,0.09,21,Brand#41,9,304,12
O,O,N,NONE,2,Manufacturer#1,5-LOW,2,BUILDING,SHIP,2,0.06,0.05,9,Brand#12,9,304,19
O,O,N,NONE,2,Manufacturer#3,5-LOW,2,BUILDING,TRUCK,1,0.03,0.05,9,Brand#33,9,304,12
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,4,AUTOMOBILE,MAIL,1,0.06,0.07,18,Brand#43,10,305,43
F,F,A,DELIVER IN PERSON,4,Manufacturer#2,4-NOT SPECIFIED,4,AUTOMOBILE,AIR,2,0.02,0.07,4,Brand#21,10,305,26
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,MAIL,3,0.02,0.09,24,Brand#32,10,305,24
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,2,MACHINERY,AIR,2,0.08,0.01,18,Brand#25,12,306,33
F,F,R,NONE,0,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,REG AIR,1,0.06,0.03,14,Brand#43,12,306,12
