o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,groupcol,aggcol
F,1-URGENT,3,MACHINERY,6,Clerk#000000646,1993-05-06,361.07,3002,1
F,1-URGENT,2,BUILDING,8,Clerk#000000125,1992-08-12,6356.61,3044,1
F,4-NOT SPECIFIED,0,FURNITURE,14,Clerk#000000378,1994-01-05,9325.44,278,1
O,1-URGENT,1,MACHINERY,1,Clerk#000000228,1997-06-17,9114.68,900,1
F,5-LOW,4,MACHINERY,11,Clerk#000000924,1992-10-31,530.81,3422,1
F,5-LOW,2,FURNITURE,8,Clerk#000000376,1993-01-23,420.46,4532,1
F,4-NOT SPECIFIED,3,MACHINERY,23,Clerk#000000868,1993-04-28,2960.44,4196,1
O,5-LOW,3,MACHINERY,6,Clerk#000000922,1997-06-10,6178.26,826,1
O,2-HIGH,1,AUTOMOBILE,24,Clerk#000000299,1996-09-23,4576.31,2056,1
O,1-URGENT,1,FURNITURE,17,Clerk#000000529,1997-05-27,5264.91,191,1
F,1-URGENT,2,HOUSEHOLD,12,Clerk#000000749,1992-10-13,7020.8,942,1
O,4-NOT SPECIFIED,2,HOUSEHOLD,12,Clerk#000000010,1997-07-18,663.74,1243,1
O,2-HIGH,0,AUTOMOBILE,15,Clerk#000000856,1997-05-11,2239.95,2488,1
O,2-HIGH,4,HOUSEHOLD,4,Clerk#000000220,1997-12-05,2086.5,2625,1
F,3-MEDIUM,2,MACHINERY,12,Clerk#000000534,1993-07-11,4365.28,614,1
F,3-MEDIUM,0,MACHINERY,5,Clerk#000000815,1992-09-29,4107.84,1982,1
O,4-NOT SPECIFIED,1,BUILDING,17,Clerk#000000549,1998-05-04,535.64,3355,1
O,5-LOW,1,FURNITURE,24,Clerk#000000642,1995-07-07,-586.44,605,1
O,1-URGENT,4,AUTOMOBILE,11,Clerk#000000368,1998-02-16,1498.28,2210,1
O,2-HIGH,2,BUILDING,21,Clerk#000000563,1996-03-01,1952.36,3279,1
O,5-LOW,0,AUTOMOBILE,5,Clerk#000000119,1996-12-19,2142.86,3791,1
F,5-LOW,3,MACHINERY,22,Clerk#000000217,1993-11-13,3815.06,4957,1
F,5-LOW,1,BUILDING,2,Clerk#000000666,1992-04-02,5731.47,3742,1
P,5-LOW,0,HOUSEHOLD,16,Clerk#000000638,1995-05-10,6996.1,677,1
F,3-MEDIUM,1,HOUSEHOLD,1,Clerk#000000313,1992-02-25,104.82,3238,1
F,2-HIGH,2,FURNITURE,8,Clerk#000000793,1993-07-03,-77.63,209,1
O,1-URGENT,1,HOUSEHOLD,24,Clerk#000000317,1997-06-28,6690.76,2061,1
O,2-HIGH,1,MACHINERY,24,Clerk#000000762,1997-07-20,5342.11,542,1
O,3-MEDIUM,2,MACHINERY,8,Clerk#000000047,1997-08-17,7465.25,441,1
O,2-HIGH,2,MACHINERY,18,Clerk#000000251,1996-08-26,5978.33,3814,1
O,1-URGENT,3,MACHINERY,22,Clerk#000000603,1998-02-04,3136.09,3519,1
O,1-URGENT,1,MACHINERY,17,Clerk#000000601,1996-03-17,4610.76,2121,1
F,2-HIGH,2,FURNITURE,12,Clerk#000000559,1993-08-28,4088.54,4847,1
O,3-MEDIUM,0,HOUSEHOLD,14,Clerk#000000443,1995-08-06,7244.87,2180,1
O,3-MEDIUM,2,MACHINERY,18,Clerk#000000073,1995-06-25,6509.67,43,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,13,Clerk#000000165,1993-02-27,6580.33,3878,1
F,4-NOT SPECIFIED,3,AUTOMOBILE,6,Clerk#000000515,1993-04-27,3837.53,404,1
O,5-LOW,2,HOUSEHOLD,21,Clerk#000000264,1996-06-23,7231.47,3515,1
F,1-URGENT,2,FURNITURE,18,Clerk#000000488,1992-02-28,6035.85,2879,1
F,3-MEDIUM,2,MACHINERY,8,Clerk#000000615,1995-01-04,2320.27,366,1
O,2-HIGH,0,HOUSEHOLD,16,Clerk#000000177,1996-07-01,3706.98,3835,1
F,4-NOT SPECIFIED,0,BUILDING,0,Clerk#000000667,1994-04-18,1058.84,4094,1
F,3-MEDIUM,3,FURNITURE,19,Clerk#000000461,1994-09-02,4812.75,1692,1
O,3-MEDIUM,2,BUILDING,12,Clerk#000000201,1997-03-19,3102.77,2909,1
O,2-HIGH,0,BUILDING,0,Clerk#000000479,1997-12-08,1711,3127,1
F,3-MEDIUM,2,MACHINERY,9,Clerk#000000533,1992-05-15,8166.59,831,1
F,2-HIGH,4,AUTOMOBILE,10,Clerk#000000289,1994-11-29,-372.6,1544,1
F,2-HIGH,0,BUILDING,5,Clerk#000000906,1994-09-18,4165.68,170,1
F,4-NOT SPECIFIED,3,BUILDING,6,Clerk#000000521,1993-08-18,769.23,4268,1
F,1-URGENT,4,FURNITURE,10,Clerk#000000515,1992-05-04,4050.19,3902,1
O,3-MEDIUM,4,MACHINERY,4,Clerk#000000818,1998-07-19,9236.15,808,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,12,Clerk#000000161,1992-01-18,6764.16,636,1
F,3-MEDIUM,3,AUTOMOBILE,6,Clerk#000000527,1995-03-04,4950.35,2726,1
O,4-NOT SPECIFIED,1,FURNITURE,3,Clerk#000000398,1997-08-30,6730.94,4864,1
O,2-HIGH,1,MACHINERY,1,Clerk#000000676,1997-03-23,-800.69,4277,1
O,3-MEDIUM,3,AUTOMOBILE,19,Clerk#000000444,1997-03-19,3465.89,4665,1
O,1-URGENT,4,AUTOMOBILE,4,Clerk#000000502,1997-10-11,1447.3,849,1
O,2-HIGH,3,HOUSEHOLD,23,Clerk#000000181,1995-05-22,3521.63,1401,1
O,2-HIGH,3,FURNITURE,7,Clerk#000000824,1995-12-07,8067.18,2163,1
F,4-NOT SPECIFIED,3,FURNITURE,6,Clerk#000000817,1993-10-18,1775.86,4197,1
O,3-MEDIUM,1,MACHINERY,17,Clerk#000000527,1998-04-17,3564.57,3564,1
F,2-HIGH,2,HOUSEHOLD,8,Clerk#000000091,1995-01-08,6887.68,1332,1
O,2-HIGH,3,BUILDING,19,Clerk#000000215,1997-12-25,6699.79,396,1
O,4-NOT SPECIFIED,3,HOUSEHOLD,19,Clerk#000000540,1996-08-22,-681.25,3177,1
O,1-URGENT,2,AUTOMOBILE,18,Clerk#000000513,1998-04-26,9729.32,1309,1
F,5-LOW,4,FURNITURE,10,Clerk#000000807,1992-09-03,3589.49,2100,1
O,1-URGENT,4,AUTOMOBILE,13,Clerk#000000455,1997-04-12,9578.51,96,1
O,3-MEDIUM,3,HOUSEHOLD,19,Clerk#000000968,1997-03-22,3932.14,1045,1
O,3-MEDIUM,4,MACHINERY,20,Clerk#000000417,1996-09-02,264.57,2003,1
F,3-MEDIUM,0,MACHINERY,5,Clerk#000000585,1994-01-29,-589.19,2495,1
O,5-LOW,4,FURNITURE,10,Clerk#000000844,1996-01-17,6881.8,269,1
O,2-HIGH,3,AUTOMOBILE,7,Clerk#000000889,1995-06-23,3689.51,3125,1
F,5-LOW,3,BUILDING,22,Clerk#000000566,1992-04-10,3251.35,872,1
O,2-HIGH,1,MACHINERY,1,Clerk#000000753,1997-11-10,2753.48,2157,1
O,2-HIGH,0,BUILDING,14,Clerk#000000228,1995-06-19,2011.11,2853,1
O,1-URGENT,4,MACHINERY,10,Clerk#000000157,1995-09-02,5375.27,1043,1
O,3-MEDIUM,1,FURNITURE,3,Clerk#000000281,1996-01-24,7799.84,3121,1
F,5-LOW,4,AUTOMOBILE,4,Clerk#000000061,1992-07-22,6296.69,4119,1
F,2-HIGH,0,AUTOMOBILE,5,Clerk#000000599,1992-07-07,1682.21,4971,1
F,1-URGENT,0,MACHINERY,0,Clerk#000000694,1994-04-11,-950.39,1626,1
O,3-MEDIUM,3,MACHINERY,7,Clerk#000000650,1996-08-12,3496.56,4484,1
F,5-LOW,3,BUILDING,23,Clerk#000000546,1992-08-27,-460.48,63,1
O,4-NOT SPECIFIED,4,BUILDING,4,Clerk#000000775,1997-01-05,5538.76,3912,1
F,1-URGENT,2,HOUSEHOLD,8,Clerk#000000319,1993-09-19,3101.51,2533,1
O,2-HIGH,3,MACHINERY,6,Clerk#000000876,1998-02-14,6648.84,582,1
O,2-HIGH,1,FURNITURE,2,Clerk#000000026,1997-04-02,219.78,2638,1
F,5-LOW,0,AUTOMOBILE,0,Clerk#000000514,1995-03-19,4201.22,401,1
O,5-LOW,4,HOUSEHOLD,4,Clerk#000000226,1995-07-06,1281.95,3432,1
O,4-NOT SPECIFIED,4,FURNITURE,4,Clerk#000000260,1998-01-29,2248.2,176,1
O,1-URGENT,3,BUILDING,6,Clerk#000000118,1995-12-22,5381.9,1586,1
O,4-NOT SPECIFIED,4,AUTOMOBILE,11,Clerk#000000317,1997-12-11,1853.51,3547,1
O,1-URGENT,2,MACHINERY,18,Clerk#000000225,1997-09-19,5711.06,1846,1
F,1-URGENT,3,MACHINERY,6,Clerk#000000763,1993-05-25,4615.92,666,1
O,3-MEDIUM,3,AUTOMOBILE,22,Clerk#000000856,1997-06-05,5395.86,30,1
F,5-LOW,3,HOUSEHOLD,7,Clerk#000000276,1994-08-01,9108.61,3552,1
F,2-HIGH,0,AUTOMOBILE,5,Clerk#000000629,1994-10-20,3943.59,345,1
O,3-MEDIUM,0,HOUSEHOLD,15,Clerk#000000059,1998-04-23,8437.26,2025,1
O,3-MEDIUM,0,HOUSEHOLD,5,Clerk#000000151,1997-09-17,6810.79,1150,1
O,2-HIGH,2,BUILDING,8,Clerk#000000112,1995-08-10,8092.65,3989,1
O,2-HIGH,1,AUTOMOBILE,17,Clerk#000000761,1995-06-30,4442.09,220,1
O,5-LOW,4,MACHINERY,4,Clerk#000000346,1997-09-02,6430.49,4246,1
O,5-LOW,4,BUILDING,11,Clerk#000000438,1995-05-28,4142.68,4298,1
O,4-NOT SPECIFIED,0,MACHINERY,0,Clerk#000000211,1996-03-07,7654.19,3502,1
F,2-HIGH,4,HOUSEHOLD,4,Clerk#000000574,1992-11-10,4434.2,4355,1
O,2-HIGH,4,BUILDING,4,Clerk#000000083,1998-04-20,4361.68,3898,1
O,1-URGENT,0,BUILDING,0,Clerk#000000734,1996-08-21,-850.49,2919,1
F,1-URGENT,0,HOUSEHOLD,5,Clerk#000000161,1994-08-13,6810.79,1150,1
F,1-URGENT,4,AUTOMOBILE,4,Clerk#000000189,1994-01-15,948,1071,1
O,1-URGENT,3,HOUSEHOLD,19,Clerk#000000452,1995-11-05,3909.19,124,1
F,1-URGENT,3,HOUSEHOLD,7,Clerk#000000867,1992-06-02,9108.61,3552,1
O,5-LOW,0,HOUSEHOLD,15,Clerk#000000473,1995-07-23,9954.18,3720,1
O,3-MEDIUM,2,HOUSEHOLD,18,Clerk#000000808,1998-07-21,1813.34,670,1
F,3-MEDIUM,3,FURNITURE,7,Clerk#000000996,1994-03-26,8067.18,2163,1
F,5-LOW,4,BUILDING,20,Clerk#000000706,1992-01-02,1323.84,1715,1
O,2-HIGH,1,BUILDING,1,Clerk#000000443,1996-10-06,2653.73,790,1
F,3-MEDIUM,3,HOUSEHOLD,19,Clerk#000000327,1992-01-27,9142.02,3187,1
F,1-URGENT,0,BUILDING,0,Clerk#000000193,1992-03-06,4804.86,2430,1
F,3-MEDIUM,1,HOUSEHOLD,2,Clerk#000000650,1993-09-24,8621.35,1265,1
O,1-URGENT,0,AUTOMOBILE,16,Clerk#000000288,1998-05-21,1528.6,237,1
F,5-LOW,4,FURNITURE,13,Clerk#000000978,1993-11-25,-136.02,4366,1
F,2-HIGH,4,HOUSEHOLD,20,Clerk#000000960,1993-11-07,940.08,2575,1
O,3-MEDIUM,2,HOUSEHOLD,21,Clerk#000000804,1997-02-01,3779.88,3370,1
O,3-MEDIUM,0,BUILDING,16,Clerk#000000842,1996-07-15,4078.84,2323,1
O,5-LOW,3,FURNITURE,22,Clerk#000000700,1997-02-01,7995.07,4275,1
F,4-NOT SPECIFIED,0,FURNITURE,0,Clerk#000000544,1994-10-29,5455.99,1467,1
F,1-URGENT,0,FURNITURE,15,Clerk#000000942,1992-01-25,4338.9,3751,1
O,4-NOT SPECIFIED,4,HOUSEHOLD,11,Clerk#000000004,1997-11-20,2009.94,3881,1
O,1-URGENT,2,AUTOMOBILE,21,Clerk#000000105,1995-11-06,8139.66,4661,1
F,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000724,1994-10-08,9680.51,4842,1
F,1-URGENT,1,BUILDING,17,Clerk#000000618,1993-02-24,535.64,3355,1
O,3-MEDIUM,1,HOUSEHOLD,3,Clerk#000000983,1995-06-14,1998.6,793,1
O,2-HIGH,4,HOUSEHOLD,11,Clerk#000000955,1996-06-10,8181.16,757,1
O,2-HIGH,4,MACHINERY,10,Clerk#000000181,1996-05-25,7153.58,1543,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,11,Clerk#000000970,1993-03-15,2393.35,4218,1
F,2-HIGH,4,AUTOMOBILE,13,Clerk#000000147,1993-07-17,8176.83,754,1
O,2-HIGH,0,BUILDING,14,Clerk#000000998,1997-07-05,8557.59,3324,1
O,2-HIGH,2,FURNITURE,21,Clerk#000000008,1997-05-28,4358.27,499,1
F,3-MEDIUM,2,AUTOMOBILE,9,Clerk#000000875,1994-12-16,4909.49,1519,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,24,Clerk#000000312,1992-09-19,1159.15,9965,1
O,1-URGENT,3,MACHINERY,22,Clerk#000000127,1998-06-24,1864.13,2228,1
O,2-HIGH,1,AUTOMOBILE,3,Clerk#000000618,1996-05-31,8302.04,1200,1
F,1-URGENT,3,FURNITURE,22,Clerk#000000223,1994-09-06,6148.97,3585,1
O,4-NOT SPECIFIED,4,BUILDING,10,Clerk#000000270,1995-12-29,9193.15,1962,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,7,Clerk#000000123,1993-08-04,2858.85,2287,1
O,5-LOW,0,AUTOMOBILE,0,Clerk#000000798,1996-04-08,5376.91,3303,1
F,2-HIGH,1,FURNITURE,17,Clerk#000000773,1994-02-13,9602.09,534,1
F,5-LOW,2,MACHINERY,9,Clerk#000000284,1994-07-09,1251.84,4772,1
F,5-LOW,0,BUILDING,0,Clerk#000000842,1994-04-03,1058.84,4094,1
F,4-NOT SPECIFIED,2,FURNITURE,12,Clerk#000000037,1993-04-24,-889.23,2988,1
F,3-MEDIUM,1,BUILDING,24,Clerk#000000595,1992-01-04,2855.92,845,1
O,5-LOW,0,BUILDING,0,Clerk#000000683,1998-06-30,4968.13,2855,1
O,5-LOW,1,FURNITURE,17,Clerk#000000077,1995-10-17,7270.82,1758,1
O,4-NOT SPECIFIED,3,FURNITURE,22,Clerk#000000690,1996-10-03,9733.09,1863,1
F,5-LOW,1,MACHINERY,17,Clerk#000000962,1993-11-07,5803.23,3669,1
O,3-MEDIUM,3,FURNITURE,7,Clerk#000000239,1998-01-07,5270.43,2522,1
O,1-URGENT,2,HOUSEHOLD,21,Clerk#000000725,1997-09-13,6890.19,535,1
F,1-URGENT,3,MACHINERY,19,Clerk#000000539,1994-08-04,7822.38,3219,1
F,5-LOW,3,AUTOMOBILE,7,Clerk#000000761,1993-04-27,2856.51,1130,1
O,5-LOW,2,FURNITURE,12,Clerk#000000770,1997-01-22,3955.72,1174,1
O,3-MEDIUM,4,BUILDING,11,Clerk#000000296,1997-09-25,-413.03,1317,1
F,1-URGENT,0,AUTOMOBILE,14,Clerk#000000257,1992-08-09,1438.76,3522,1
O,2-HIGH,3,HOUSEHOLD,6,Clerk#000000868,1998-03-25,8219.05,1472,1
F,1-URGENT,3,FURNITURE,6,Clerk#000000836,1993-01-13,-785.66,2767,1
F,4-NOT SPECIFIED,1,HOUSEHOLD,1,Clerk#000000160,1993-09-05,2911.8,4156,1
P,3-MEDIUM,1,HOUSEHOLD,2,Clerk#000000596,1995-03-16,8459.19,3568,1
O,3-MEDIUM,2,AUTOMOBILE,12,Clerk#000000794,1996-11-26,5479.51,618,1
O,1-URGENT,4,FURNITURE,4,Clerk#000000281,1996-03-11,7654.31,2606,1
O,4-NOT SPECIFIED,2,FURNITURE,18,Clerk#000000374,1997-04-21,7104.63,1488,1
O,4-NOT SPECIFIED,1,MACHINERY,24,Clerk#000000907,1998-05-03,766.62,1541,1
O,4-NOT SPECIFIED,0,FURNITURE,15,Clerk#000000503,1996-05-12,6242.97,464,1
F,3-MEDIUM,4,FURNITURE,11,Clerk#000000513,1994-05-20,9149.98,2727,1
F,3-MEDIUM,1,BUILDING,2,Clerk#000000724,1992-01-01,8553,4211,1
O,4-NOT SPECIFIED,1,AUTOMOBILE,3,Clerk#000000570,1995-06-01,1465.95,2921,1
O,1-URGENT,1,BUILDING,1,Clerk#000000209,1997-05-15,598,2578,1
F,1-URGENT,1,BUILDING,3,Clerk#000000217,1992-05-10,9247.91,2550,1
O,3-MEDIUM,4,FURNITURE,10,Clerk#000000787,1998-03-16,-844.35,1113,1
F,3-MEDIUM,0,AUTOMOBILE,5,Clerk#000000859,1994-07-06,1651.44,4113,1
F,4-NOT SPECIFIED,2,MACHINERY,9,Clerk#000000190,1993-12-24,656.44,1756,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,0,Clerk#000000432,1993-10-02,-614.04,4408,1
F,2-HIGH,1,AUTOMOBILE,17,Clerk#000000184,1994-12-02,4436.16,3335,1
O,5-LOW,0,HOUSEHOLD,15,Clerk#000000829,1996-03-22,4060.64,3313,1
O,1-URGENT,1,BUILDING,1,Clerk#000000108,1995-08-31,-834.37,4101,1
O,2-HIGH,3,MACHINERY,6,Clerk#000000556,1996-07-18,4579.08,1896,1
O,1-URGENT,2,HOUSEHOLD,18,Clerk#000000568,1996-04-28,7666.9,1454,1
F,5-LOW,1,FURNITURE,1,Clerk#000000395,1993-05-10,6611.72,1656,1
O,4-NOT SPECIFIED,0,BUILDING,0,Clerk#000000088,1996-11-10,1711,3127,1
O,3-MEDIUM,1,HOUSEHOLD,3,Clerk#000000049,1998-03-06,-516.71,3627,1
O,4-NOT SPECIFIED,3,MACHINERY,19,Clerk#000000011,1997-10-29,500.11,1399,1
F,2-HIGH,4,BUILDING,13,Clerk#000000987,1994-10-15,7195.96,4111,1
F,4-NOT SPECIFIED,3,BUILDING,19,Clerk#000000700,1993-10-12,1168.11,3292,1
F,3-MEDIUM,4,BUILDING,10,Clerk#000000644,1992-08-16,6955.64,4725,1
F,1-URGENT,3,MACHINERY,22,Clerk#000000828,1992-07-28,8735.19,733,1
O,2-HIGH,1,HOUSEHOLD,24,Clerk#000000597,1996-02-04,5026.36,2177,1
O,3-MEDIUM,1,FURNITURE,2,Clerk#000000748,1998-01-22,219.78,2638,1
O,2-HIGH,2,HOUSEHOLD,21,Clerk#000000264,1997-03-27,233.36,1368,1
F,1-URGENT,0,AUTOMOBILE,0,Clerk#000000614,1994-12-08,-517.93,1011,1
O,3-MEDIUM,0,MACHINERY,16,Clerk#000000335,1996-01-13,1520.34,1998,1
O,4-NOT SPECIFIED,0,BUILDING,5,Clerk#000000336,1995-10-24,4165.68,170,1
O,2-HIGH,2,HOUSEHOLD,18,Clerk#000000077,1998-07-16,9872.76,3271,1
F,3-MEDIUM,0,FURNITURE,15,Clerk#000000885,1992-10-17,3439.12,281,1
O,3-MEDIUM,0,FURNITURE,0,Clerk#000000240,1997-12-23,2808.73,4670,1
O,3-MEDIUM,3,FURNITURE,6,Clerk#000000045,1996-07-01,791.13,4439,1
F,1-URGENT,3,BUILDING,22,Clerk#000000488,1994-07-12,-217.14,634,1
O,4-NOT SPECIFIED,0,BUILDING,15,Clerk#000000708,1997-04-18,9781.7,3196,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,12,Clerk#000000562,1995-03-14,-909.83,1111,1
F,2-HIGH,0,MACHINERY,16,Clerk#000000644,1994-06-28,6582.04,2231,1
F,3-MEDIUM,0,HOUSEHOLD,0,Clerk#000000910,1994-06-02,771.26,3311,1
F,5-LOW,2,HOUSEHOLD,9,Clerk#000000170,1993-05-16,6632.79,3057,1
F,3-MEDIUM,2,AUTOMOBILE,21,Clerk#000000860,1994-02-25,8740.33,3600,1
O,5-LOW,0,HOUSEHOLD,5,Clerk#000000638,1995-08-06,7684.19,2591,1
F,4-NOT SPECIFIED,4,FURNITURE,13,Clerk#000000780,1992-09-17,79.54,3704,1
F,3-MEDIUM,3,HOUSEHOLD,22,Clerk#000000112,1993-06-28,4151.34,3681,1
F,1-URGENT,4,HOUSEHOLD,10,Clerk#000000915,1994-03-18,6136.61,853,1
O,4-NOT SPECIFIED,4,BUILDING,13,Clerk#000000129,1997-12-14,3367.36,3761,1
O,1-URGENT,1,AUTOMOBILE,1,Clerk#000000765,1998-01-18,-275.83,2422,1
F,3-MEDIUM,2,BUILDING,8,Clerk#000000810,1993-11-28,6519.74,1063,1
O,4-NOT SPECIFIED,4,BUILDING,11,Clerk#000000784,1996-05-30,1798.41,4421,1
O,5-LOW,3,FURNITURE,23,Clerk#000000409,1995-07-31,8717.48,1426,1
F,1-URGENT,3,FURNITURE,22,Clerk#000000762,1992-04-17,8654.85,693,1
F,3-MEDIUM,4,HOUSEHOLD,11,Clerk#000000171,1992-09-23,4840.72,173,1
O,3-MEDIUM,2,FURNITURE,18,Clerk#000000040,1995-06-30,1619.66,1476,1
F,2-HIGH,1,BUILDING,1,Clerk#000000017,1993-08-24,5512.73,3882,1
F,3-MEDIUM,2,FURNITURE,18,Clerk#000000943,1995-03-24,8429.33,4918,1
O,3-MEDIUM,1,AUTOMOBILE,17,Clerk#000000394,1996-06-26,4436.16,3335,1
O,5-LOW,3,MACHINERY,7,Clerk#000000550,1995-09-29,4429.67,50,1
O,4-NOT SPECIFIED,3,FURNITURE,7,Clerk#000000643,1996-08-19,9366.55,1188,1
F,1-URGENT,2,FURNITURE,8,Clerk#000000546,1994-06-15,5117.33,397,1
O,4-NOT SPECIFIED,0,FURNITURE,14,Clerk#000000061,1997-11-26,9619.29,395,1
O,5-LOW,4,MACHINERY,20,Clerk#000000137,1998-01-08,8340.2,694,1
F,1-URGENT,4,MACHINERY,11,Clerk#000000238,1992-01-04,768.48,1816,1
O,4-NOT SPECIFIED,4,AUTOMOBILE,4,Clerk#000000047,1996-09-17,2084.07,2693,1
O,2-HIGH,2,BUILDING,9,Clerk#000000946,1997-06-14,1936.19,142,1
F,3-MEDIUM,2,AUTOMOBILE,9,Clerk#000000394,1993-11-25,98.28,3085,1
F,1-URGENT,0,FURNITURE,14,Clerk#000000815,1992-09-03,5941.39,1801,1
F,3-MEDIUM,0,HOUSEHOLD,0,Clerk#000000705,1992-03-06,4108.14,156,1
F,3-MEDIUM,0,FURNITURE,15,Clerk#000000590,1992-12-10,9793.3,705,1
O,2-HIGH,3,BUILDING,23,Clerk#000000920,1998-03-04,-144,2838,1
O,4-NOT SPECIFIED,0,HOUSEHOLD,15,Clerk#000000819,1996-09-16,551.26,15,1
O,5-LOW,1,MACHINERY,17,Clerk#000000075,1995-09-19,3564.57,3564,1
F,3-MEDIUM,2,FURNITURE,18,Clerk#000000848,1994-01-18,5530.26,2158,1
F,3-MEDIUM,4,MACHINERY,10,Clerk#000000019,1994-07-08,6623.38,986,1
P,1-URGENT,4,MACHINERY,11,Clerk#000000569,1995-05-20,8506.21,537,1
O,1-URGENT,4,HOUSEHOLD,13,Clerk#000000778,1996-04-25,3686.07,1919,1
F,1-URGENT,1,FURNITURE,2,Clerk#000000076,1993-11-19,4838.72,3977,1
O,2-HIGH,1,BUILDING,3,Clerk#000000530,1998-03-02,7898.31,3523,1
O,3-MEDIUM,3,HOUSEHOLD,23,Clerk#000000187,1996-05-20,3521.63,1401,1
P,4-NOT SPECIFIED,3,FURNITURE,6,Clerk#000000505,1995-02-27,4573.3,453,1
F,3-MEDIUM,1,AUTOMOBILE,2,Clerk#000000784,1992-05-22,1973.65,4752,1
F,1-URGENT,4,MACHINERY,4,Clerk#000000078,1992-11-29,2104.65,3542,1
O,5-LOW,4,AUTOMOBILE,13,Clerk#000000003,1995-10-11,7424.41,2800,1
O,4-NOT SPECIFIED,0,FURNITURE,0,Clerk#000000023,1998-03-02,5622.76,763,1
F,4-NOT SPECIFIED,3,BUILDING,19,Clerk#000000509,1992-03-27,4332.53,1176,1
F,4-NOT SPECIFIED,4,FURNITURE,11,Clerk#000000264,1994-06-23,5192.24,3204,1
O,3-MEDIUM,1,HOUSEHOLD,2,Clerk#000000021,1998-07-19,8621.35,1265,1
O,1-URGENT,2,AUTOMOBILE,18,Clerk#000000226,1997-09-28,1653.89,1679,1
O,4-NOT SPECIFIED,4,HOUSEHOLD,13,Clerk#000000994,1996-08-23,6478.46,78,1
F,3-MEDIUM,2,AUTOMOBILE,21,Clerk#000000234,1992-01-09,3028.09,2772,1
O,4-NOT SPECIFIED,3,FURNITURE,22,Clerk#000000636,1995-12-23,8472.29,4046,1
F,4-NOT SPECIFIED,3,FURNITURE,6,Clerk#000000978,1994-01-08,9277.66,2995,1
O,4-NOT SPECIFIED,1,MACHINERY,3,Clerk#000000665,1995-07-28,277.39,3717,1
F,2-HIGH,0,AUTOMOBILE,5,Clerk#000000219,1994-09-29,9982.61,240,1
O,5-LOW,4,AUTOMOBILE,11,Clerk#000000322,1996-02-11,9378.82,148,1
O,1-URGENT,4,BUILDING,10,Clerk#000000422,1995-08-29,722.28,1749,1
O,2-HIGH,0,FURNITURE,0,Clerk#000000462,1997-08-09,4868.46,3849,1
O,4-NOT SPECIFIED,3,AUTOMOBILE,23,Clerk#000000097,1997-07-25,9467.64,613,1
F,4-NOT SPECIFIED,2,MACHINERY,9,Clerk#000000864,1993-09-04,3034.38,1290,1
O,1-URGENT,0,AUTOMOBILE,0,Clerk#000000079,1997-05-11,8051.75,2255,1
O,2-HIGH,1,FURNITURE,1,Clerk#000000384,1997-12-25,4354.65,3133,1
F,3-MEDIUM,2,AUTOMOBILE,12,Clerk#000000534,1994-06-10,-909.83,1111,1
O,5-LOW,1,FURNITURE,2,Clerk#000000706,1995-07-07,5154.49,4310,1
O,4-NOT SPECIFIED,2,BUILDING,12,Clerk#000000061,1998-06-26,3924.78,400,1
F,4-NOT SPECIFIED,3,BUILDING,23,Clerk#000000061,1992-11-16,3863.78,2194,1
F,3-MEDIUM,0,AUTOMOBILE,0,Clerk#000000861,1994-05-03,62.49,3539,1
F,3-MEDIUM,4,MACHINERY,11,Clerk#000000808,1993-04-27,9186.16,816,1
O,3-MEDIUM,0,BUILDING,0,Clerk#000000032,1996-10-04,-566.86,3067,1
O,1-URGENT,3,FURNITURE,6,Clerk#000000135,1995-09-23,8993.48,4106,1
O,5-LOW,3,BUILDING,22,Clerk#000000420,1998-03-15,3251.35,872,1
F,3-MEDIUM,2,FURNITURE,18,Clerk#000000961,1992-12-09,2412.67,3714,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,15,Clerk#000000924,1992-01-29,551.26,15,1
F,1-URGENT,2,FURNITURE,12,Clerk#000000362,1994-05-10,3715.43,2659,1
O,5-LOW,4,HOUSEHOLD,20,Clerk#000000993,1996-04-10,8450.37,4294,1
F,3-MEDIUM,0,AUTOMOBILE,16,Clerk#000000953,1993-01-11,3895.62,3451,1
O,1-URGENT,3,BUILDING,19,Clerk#000000251,1997-03-25,7875.44,282,1
F,2-HIGH,4,MACHINERY,11,Clerk#000000077,1992-11-20,5354.2,3938,1
O,2-HIGH,1,AUTOMOBILE,24,Clerk#000000382,1995-05-26,261,4861,1
F,1-URGENT,2,AUTOMOBILE,21,Clerk#000000515,1994-12-28,2381.48,1341,1
P,5-LOW,1,FURNITURE,1,Clerk#000000205,1995-05-03,6246.11,4910,1
O,4-NOT SPECIFIED,4,BUILDING,11,Clerk#000000019,1995-10-06,3292.24,3872,1
O,2-HIGH,0,HOUSEHOLD,14,Clerk#000000938,1996-11-17,3807.58,3923,1
