o_orderstatus,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,s_nationkey,o_orderdate,l_commitdate,l_shipdate,l_receiptdate,groupcol,aggcol
O,COLLECT COD,1,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,SHIP,6,3,1996-01-11,1996-02-18,1996-03-08,1996-03-19,0,44913.939392
O,NONE,4,Manufacturer#3,4-NOT SPECIFIED,4,FURNITURE,REG AIR,3,11,1996-01-11,1996-04-03,1996-04-24,1996-05-22,0,23197.3014
O,NONE,2,Manufacturer#1,4-NOT SPECIFIED,4,FURNITURE,FOB,1,18,1996-01-11,1996-04-10,1996-04-10,1996-04-11,0,56616.462636
O,DELIVER IN PERSON,3,Manufacturer#3,4-NOT SPECIFIED,4,FURNITURE,AIR,4,19,1996-01-11,1996-04-07,1996-04-12,1996-04-30,0,23381.48856
O,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,4,FURNITURE,MAIL,2,9,1996-01-11,1996-02-15,1996-03-12,1996-03-31,0,52363.24912
O,NONE,2,Manufacturer#2,4-NOT SPECIFIED,4,FURNITURE,RAIL,7,21,1996-01-11,1996-04-03,1996-01-25,1996-02-17,0,67500.76275
O,COLLECT COD,4,Manufacturer#5,2-HIGH,2,AUTOMOBILE,REG AIR,2,4,1996-11-04,1996-12-24,1996-11-23,1996-12-21,0,10186.491224
O,NONE,1,Manufacturer#4,2-HIGH,2,AUTOMOBILE,MAIL,3,3,1996-11-04,1997-01-08,1997-01-22,1997-02-19,0,50459.45268
O,TAKE BACK RETURN,2,Manufacturer#4,2-HIGH,2,AUTOMOBILE,RAIL,1,12,1996-11-04,1997-01-30,1996-12-16,1996-12-30,0,45586.14788
O,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,2,AUTOMOBILE,RAIL,4,24,1996-11-04,1997-01-11,1997-01-29,1997-02-16,0,11150.057408
O,DELIVER IN PERSON,3,Manufacturer#4,2-HIGH,2,AUTOMOBILE,RAIL,5,7,1996-11-04,1996-12-16,1996-12-23,1996-12-29,0,20109.156384
O,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,4,AUTOMOBILE,SHIP,1,1,1996-07-23,1996-09-12,1996-08-27,1996-09-07,0,80794.79364
F,NONE,2,Manufacturer#4,5-LOW,1,HOUSEHOLD,SHIP,1,8,1994-03-13,1994-05-21,1994-05-05,1994-05-25,2,50889.180342
F,COLLECT COD,2,Manufacturer#2,5-LOW,1,HOUSEHOLD,FOB,4,21,1994-03-13,1994-05-03,1994-03-27,1994-04-14,2,13090.347072
F,TAKE BACK RETURN,1,Manufacturer#3,5-LOW,1,HOUSEHOLD,AIR,3,1,1994-03-13,1994-05-04,1994-06-07,1994-07-02,2,14900.34492
F,COLLECT COD,4,Manufacturer#4,5-LOW,1,HOUSEHOLD,MAIL,2,11,1994-03-13,1994-05-19,1994-06-17,1994-07-02,1,67012.224669
F,TAKE BACK RETURN,0,Manufacturer#2,5-LOW,1,HOUSEHOLD,AIR,5,16,1994-03-13,1994-06-02,1994-05-12,1994-05-15,1,85359.456
F,DELIVER IN PERSON,4,Manufacturer#1,5-LOW,0,BUILDING,TRUCK,3,4,1992-01-09,1992-02-11,1992-01-13,1992-01-28,2,52799.2416
F,DELIVER IN PERSON,2,Manufacturer#3,5-LOW,0,BUILDING,TRUCK,2,18,1992-01-09,1992-02-08,1992-03-18,1992-04-16,1,11962.3392
F,NONE,3,Manufacturer#1,5-LOW,0,BUILDING,TRUCK,1,7,1992-01-09,1992-03-27,1992-02-16,1992-02-29,1,29040.79815
F,DELIVER IN PERSON,3,Manufacturer#3,2-HIGH,4,FURNITURE,SHIP,3,19,1992-01-10,1992-02-27,1992-02-21,1992-03-17,2,61636.71763
F,DELIVER IN PERSON,1,Manufacturer#3,2-HIGH,4,FURNITURE,REG AIR,2,3,1992-01-10,1992-03-28,1992-03-09,1992-03-16,2,87786.110016
F,COLLECT COD,3,Manufacturer#2,2-HIGH,4,FURNITURE,SHIP,1,7,1992-01-10,1992-02-13,1992-03-04,1992-03-31,1,10598.71851
O,TAKE BACK RETURN,0,Manufacturer#5,5-LOW,4,HOUSEHOLD,AIR,2,5,1996-10-17,1996-12-15,1996-11-16,1996-11-17,0,70284.176648
O,NONE,2,Manufacturer#5,5-LOW,4,HOUSEHOLD,AIR,6,18,1996-10-17,1996-11-30,1997-01-15,1997-01-28,0,6202.457712
O,COLLECT COD,4,Manufacturer#4,5-LOW,4,HOUSEHOLD,MAIL,1,20,1996-10-17,1996-12-09,1996-12-06,1996-12-27,0,5280.2416
O,COLLECT COD,1,Manufacturer#3,5-LOW,4,HOUSEHOLD,AIR,4,2,1996-10-17,1997-01-01,1996-10-26,1996-11-08,0,5928.498
O,COLLECT COD,2,Manufacturer#5,5-LOW,4,HOUSEHOLD,SHIP,5,12,1996-10-17,1997-01-03,1996-10-27,1996-11-01,0,11859.5337
O,DELIVER IN PERSON,0,Manufacturer#2,5-LOW,4,HOUSEHOLD,SHIP,3,0,1996-10-17,1997-01-14,1997-01-11,1997-01-25,0,15454.76625
O,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,2,HOUSEHOLD,FOB,1,8,1995-12-25,1996-02-08,1996-03-26,1996-04-25,0,25436.58645
O,TAKE BACK RETURN,1,Manufacturer#1,3-MEDIUM,2,HOUSEHOLD,RAIL,2,2,1995-12-25,1996-02-16,1996-01-12,1996-01-25,0,9198.18918
O,COLLECT COD,0,Manufacturer#1,1-URGENT,3,AUTOMOBILE,SHIP,1,15,1998-01-13,1998-03-14,1998-04-25,1998-05-07,0,32504.754048
O,COLLECT COD,2,Manufacturer#4,1-URGENT,3,AUTOMOBILE,TRUCK,4,8,1998-01-13,1998-03-13,1998-02-20,1998-03-14,0,40137.40032
O,COLLECT COD,3,Manufacturer#2,1-URGENT,3,AUTOMOBILE,TRUCK,3,19,1998-01-13,1998-04-11,1998-03-05,1998-03-13,0,85094.213568
O,NONE,4,Manufacturer#3,1-URGENT,3,AUTOMOBILE,FOB,2,20,1998-01-13,1998-02-20,1998-03-24,1998-03-28,0,46331.162845
O,DELIVER IN PERSON,1,Manufacturer#3,1-URGENT,3,AUTOMOBILE,AIR,5,3,1998-01-13,1998-04-01,1998-02-18,1998-03-02,0,38545.02288
O,DELIVER IN PERSON,4,Manufacturer#3,1-URGENT,3,AUTOMOBILE,AIR,6,11,1998-01-13,1998-04-07,1998-05-11,1998-05-12,0,38348.67366
O,COLLECT COD,3,Manufacturer#1,5-LOW,2,FURNITURE,FOB,2,19,1997-06-01,1997-08-11,1997-06-20,1997-07-10,0,29260.6992
O,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,2,FURNITURE,FOB,1,18,1997-06-01,1997-08-30,1997-09-04,1997-09-11,0,38994.38928
F,DELIVER IN PERSON,1,Manufacturer#5,5-LOW,2,BUILDING,TRUCK,2,1,1993-09-27,1993-10-30,1993-11-04,1993-12-04,1,76336.4336
F,NONE,2,Manufacturer#2,5-LOW,2,BUILDING,AIR,1,18,1993-09-27,1993-11-28,1993-10-28,1993-11-10,2,55521.922344
O,TAKE BACK RETURN,3,Manufacturer#1,2-HIGH,2,AUTOMOBILE,TRUCK,4,19,1996-11-01,1996-12-02,1997-02-16,1997-03-04,0,21224.02464
O,DELIVER IN PERSON,4,Manufacturer#4,2-HIGH,2,AUTOMOBILE,RAIL,5,4,1996-11-01,1997-01-07,1997-01-29,1997-02-16,0,24307.7016
O,NONE,2,Manufacturer#4,2-HIGH,2,AUTOMOBILE,FOB,1,8,1996-11-01,1997-01-15,1996-12-08,1996-12-23,0,77992.91136
O,NONE,1,Manufacturer#5,2-HIGH,2,AUTOMOBILE,FOB,3,3,1996-11-01,1996-12-26,1996-11-08,1996-11-19,0,46631.396656
O,COLLECT COD,0,Manufacturer#2,2-HIGH,2,AUTOMOBILE,AIR,2,14,1996-11-01,1996-12-27,1997-01-24,1997-02-02,0,86683.2
O,DELIVER IN PERSON,2,Manufacturer#2,2-HIGH,2,AUTOMOBILE,MAIL,6,8,1996-11-01,1997-01-22,1997-02-12,1997-03-08,0,21165.49365
O,NONE,1,Manufacturer#2,2-HIGH,2,AUTOMOBILE,MAIL,7,17,1996-11-01,1996-12-11,1996-12-14,1996-12-24,0,65701.5885
F,COLLECT COD,0,Manufacturer#1,2-HIGH,4,FURNITURE,TRUCK,1,16,1992-11-07,1993-01-16,1992-12-24,1993-01-21,1,73348.565472
F,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,0,BUILDING,RAIL,3,11,1992-04-10,1992-05-11,1992-04-16,1992-04-29,1,4129.801524
F,NONE,1,Manufacturer#2,4-NOT SPECIFIED,0,BUILDING,AIR,4,24,1992-04-10,1992-06-29,1992-07-21,1992-07-26,2,49976.12655
F,NONE,3,Manufacturer#3,4-NOT SPECIFIED,0,BUILDING,RAIL,2,6,1992-04-10,1992-07-07,1992-06-01,1992-06-04,1,2179.39392
F,TAKE BACK RETURN,2,Manufacturer#4,4-NOT SPECIFIED,0,BUILDING,FOB,5,21,1992-04-10,1992-06-28,1992-07-10,1992-08-03,2,42464.6928
F,TAKE BACK RETURN,2,Manufacturer#1,4-NOT SPECIFIED,0,BUILDING,AIR,1,8,1992-04-10,1992-06-29,1992-08-06,1992-08-20,1,59492.13696
F,NONE,2,Manufacturer#3,4-NOT SPECIFIED,1,BUILDING,MAIL,5,18,1992-12-31,1993-02-27,1993-02-22,1993-03-05,1,20544.82176
F,TAKE BACK RETURN,4,Manufacturer#3,4-NOT SPECIFIED,1,BUILDING,AIR,6,10,1992-12-31,1993-03-26,1993-02-09,1993-02-20,2,25544.423484
F,NONE,0,Manufacturer#2,4-NOT SPECIFIED,1,BUILDING,RAIL,3,16,1992-12-31,1993-03-17,1993-01-28,1993-02-03,2,67892.02056
F,TAKE BACK RETURN,1,Manufacturer#5,4-NOT SPECIFIED,1,BUILDING,RAIL,1,24,1992-12-31,1993-03-15,1993-02-27,1993-03-29,2,31524.35712
F,NONE,2,Manufacturer#3,4-NOT SPECIFIED,1,BUILDING,MAIL,4,12,1992-12-31,1993-03-29,1993-03-05,1993-03-31,1,7323.365952
F,NONE,3,Manufacturer#1,4-NOT SPECIFIED,1,BUILDING,RAIL,2,19,1992-12-31,1993-02-27,1993-02-26,1993-02-27,1,40223.7351
O,DELIVER IN PERSON,1,Manufacturer#3,5-LOW,2,MACHINERY,RAIL,2,24,1997-07-07,1997-09-19,1997-09-14,1997-09-23,0,3391.684395
O,COLLECT COD,1,Manufacturer#5,5-LOW,2,MACHINERY,TRUCK,4,1,1997-07-07,1997-09-11,1997-09-28,1997-10-21,0,17093.311508
O,COLLECT COD,0,Manufacturer#4,5-LOW,2,MACHINERY,REG AIR,5,0,1997-07-07,1997-09-27,1997-08-06,1997-08-12,0,48351.3
O,TAKE BACK RETURN,1,Manufacturer#1,5-LOW,2,MACHINERY,AIR,3,24,1997-07-07,1997-09-24,1997-07-10,1997-07-30,0,968.6277
O,NONE,0,Manufacturer#2,5-LOW,2,MACHINERY,REG AIR,1,14,1997-07-07,1997-08-14,1997-10-24,1997-11-04,0,18321.026906
F,TAKE BACK RETURN,0,Manufacturer#5,4-NOT SPECIFIED,0,BUILDING,TRUCK,1,14,1993-11-14,1994-01-17,1993-11-30,1993-12-26,2,33120.501396
F,TAKE BACK RETURN,1,Manufacturer#4,4-NOT SPECIFIED,0,BUILDING,SHIP,2,17,1993-11-14,1994-02-08,1994-01-18,1994-02-12,2,28010.206196
O,DELIVER IN PERSON,3,Manufacturer#2,3-MEDIUM,0,BUILDING,MAIL,3,23,1997-02-23,1997-04-02,1997-06-19,1997-07-10,0,75203.777922
O,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,0,BUILDING,REG AIR,6,0,1997-02-23,1997-05-19,1997-06-21,1997-07-20,0,9482.422572
O,TAKE BACK RETURN,1,Manufacturer#2,3-MEDIUM,0,BUILDING,MAIL,5,17,1997-02-23,1997-04-23,1997-05-31,1997-06-12,0,15159.51632
O,NONE,4,Manufacturer#3,3-MEDIUM,0,BUILDING,FOB,2,13,1997-02-23,1997-05-11,1997-05-30,1997-06-05,0,15955.30431
O,TAKE BACK RETURN,0,Manufacturer#5,3-MEDIUM,0,BUILDING,MAIL,4,16,1997-02-23,1997-04-07,1997-06-12,1997-06-15,0,51988.6693
O,TAKE BACK RETURN,2,Manufacturer#5,3-MEDIUM,0,BUILDING,TRUCK,1,18,1997-02-23,1997-05-01,1997-03-23,1997-03-26,0,15158.467032
O,NONE,1,Manufacturer#3,4-NOT SPECIFIED,3,AUTOMOBILE,RAIL,3,24,1998-04-16,1998-06-07,1998-07-13,1998-07-28,0,40275.865872
O,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,3,AUTOMOBILE,MAIL,5,8,1998-04-16,1998-07-05,1998-06-27,1998-07-01,0,37630.56024
O,COLLECT COD,1,Manufacturer#2,4-NOT SPECIFIED,3,AUTOMOBILE,AIR,2,24,1998-04-16,1998-07-04,1998-08-07,1998-08-14,0,23657.6592
O,COLLECT COD,3,Manufacturer#4,4-NOT SPECIFIED,3,AUTOMOBILE,AIR,4,7,1998-04-16,1998-05-26,1998-06-03,1998-07-03,0,44361.556128
O,COLLECT COD,0,Manufacturer#1,4-NOT SPECIFIED,3,AUTOMOBILE,FOB,6,16,1998-04-16,1998-06-22,1998-04-24,1998-05-02,0,15959.0158
O,COLLECT COD,3,Manufacturer#1,4-NOT SPECIFIED,3,AUTOMOBILE,REG AIR,1,6,1998-04-16,1998-07-02,1998-05-05,1998-05-11,0,12938.575104
O,NONE,0,Manufacturer#2,5-LOW,4,BUILDING,AIR,2,15,1996-12-04,1997-02-26,1997-02-04,1997-02-09,0,44878.176
O,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,4,BUILDING,REG AIR,4,8,1996-12-04,1997-01-24,1997-01-14,1997-01-25,0,32601.830976
O,TAKE BACK RETURN,3,Manufacturer#3,5-LOW,4,BUILDING,RAIL,3,22,1996-12-04,1997-01-28,1997-01-30,1997-02-16,0,10334.156448
O,NONE,3,Manufacturer#3,5-LOW,4,BUILDING,MAIL,1,19,1996-12-04,1997-02-01,1997-03-10,1997-03-14,0,15525.16704
O,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,2,BUILDING,TRUCK,1,9,1997-06-28,1997-09-05,1997-08-22,1997-08-29,0,13111.1208
O,DELIVER IN PERSON,0,Manufacturer#1,1-URGENT,2,BUILDING,SHIP,2,16,1997-06-28,1997-08-28,1997-09-16,1997-10-12,0,17672.23563
O,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,2,BUILDING,SHIP,5,15,1997-06-28,1997-09-02,1997-07-24,1997-07-31,0,34104.56175
O,DELIVER IN PERSON,1,Manufacturer#5,1-URGENT,2,BUILDING,FOB,6,1,1997-06-28,1997-09-03,1997-07-07,1997-07-09,0,10846.218
O,COLLECT COD,0,Manufacturer#3,1-URGENT,2,BUILDING,REG AIR,4,0,1997-06-28,1997-09-01,1997-09-07,1997-09-15,0,3704.457624
O,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,2,BUILDING,FOB,3,1,1997-06-28,1997-08-12,1997-07-27,1997-08-10,0,57178.59
O,COLLECT COD,4,Manufacturer#4,5-LOW,3,HOUSEHOLD,AIR,2,4,1996-11-23,1997-01-20,1996-12-06,1996-12-12,0,78040.490528
O,COLLECT COD,4,Manufacturer#3,5-LOW,3,HOUSEHOLD,RAIL,1,4,1996-11-23,1997-01-21,1996-12-16,1996-12-24,0,53237.43
O,TAKE BACK RETURN,1,Manufacturer#3,5-LOW,3,HOUSEHOLD,RAIL,4,24,1996-11-23,1996-12-23,1997-01-14,1997-02-06,0,16120.83837
O,TAKE BACK RETURN,2,Manufacturer#3,5-LOW,3,HOUSEHOLD,MAIL,5,21,1996-11-23,1997-02-02,1996-12-03,1996-12-28,0,45258.3558
O,TAKE BACK RETURN,3,Manufacturer#4,5-LOW,3,HOUSEHOLD,AIR,3,7,1996-11-23,1997-01-24,1997-02-21,1997-03-02,0,26433.1584
O,DELIVER IN PERSON,0,Manufacturer#2,2-HIGH,4,HOUSEHOLD,RAIL,2,15,1996-02-25,1996-05-10,1996-05-11,1996-05-21,0,63547.9848
O,COLLECT COD,4,Manufacturer#2,2-HIGH,4,HOUSEHOLD,MAIL,1,11,1996-02-25,1996-04-20,1996-04-08,1996-05-02,0,78522.288
O,NONE,0,Manufacturer#1,5-LOW,3,HOUSEHOLD,SHIP,3,14,1996-07-29,1996-10-09,1996-10-23,1996-11-02,0,39945.3684
O,TAKE BACK RETURN,2,Manufacturer#3,5-LOW,3,HOUSEHOLD,MAIL,1,9,1996-07-29,1996-10-06,1996-09-16,1996-09-19,0,14890.479894
O,NONE,0,Manufacturer#4,5-LOW,3,HOUSEHOLD,FOB,6,15,1996-07-29,1996-10-17,1996-11-12,1996-12-08,0,16334.59905
O,COLLECT COD,4,Manufacturer#5,5-LOW,3,HOUSEHOLD,REG AIR,2,10,1996-07-29,1996-09-26,1996-11-16,1996-12-10,0,10674.4068
O,TAKE BACK RETURN,2,Manufacturer#2,5-LOW,3,HOUSEHOLD,SHIP,5,12,1996-07-29,1996-10-15,1996-10-06,1996-10-14,0,50463.95904
O,NONE,3,Manufacturer#4,5-LOW,3,HOUSEHOLD,REG AIR,4,7,1996-07-29,1996-09-26,1996-10-13,1996-10-17,0,28718.654976
F,DELIVER IN PERSON,4,Manufacturer#3,1-URGENT,3,HOUSEHOLD,RAIL,1,11,1993-03-22,1993-05-29,1993-06-20,1993-07-09,2,14651.44065
F,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,3,HOUSEHOLD,FOB,2,14,1993-03-22,1993-05-02,1993-03-26,1993-04-06,1,43876.421919
O,DELIVER IN PERSON,0,Manufacturer#4,1-URGENT,3,BUILDING,AIR,4,16,1998-01-17,1998-04-08,1998-03-04,1998-03-25,0,15910.703655
O,COLLECT COD,1,Manufacturer#1,1-URGENT,3,BUILDING,SHIP,3,1,1998-01-17,1998-03-11,1998-02-16,1998-02-24,0,94825.988544
O,NONE,2,Manufacturer#2,1-URGENT,3,BUILDING,FOB,2,21,1998-01-17,1998-02-24,1998-03-18,1998-03-21,0,37426.50708
O,COLLECT COD,1,Manufacturer#2,1-URGENT,3,BUILDING,SHIP,5,24,1998-01-17,1998-04-14,1998-03-08,1998-03-26,0,44707.3692
O,COLLECT COD,1,Manufacturer#2,1-URGENT,3,BUILDING,AIR,1,17,1998-01-17,1998-04-07,1998-03-08,1998-03-13,0,2923.39752
P,DELIVER IN PERSON,0,Manufacturer#3,2-HIGH,0,HOUSEHOLD,RAIL,5,14,1995-04-12,1995-05-31,1995-07-19,1995-08-10,0,26946.611965
P,TAKE BACK RETURN,3,Manufacturer#2,2-HIGH,0,HOUSEHOLD,AIR,1,22,1995-04-12,1995-06-11,1995-05-05,1995-05-20,2,6398.2116
P,DELIVER IN PERSON,0,Manufacturer#3,2-HIGH,0,HOUSEHOLD,FOB,4,16,1995-04-12,1995-05-28,1995-05-05,1995-05-12,1,72182.601216
P,DELIVER IN PERSON,2,Manufacturer#3,2-HIGH,0,HOUSEHOLD,RAIL,3,8,1995-04-12,1995-05-18,1995-04-23,1995-05-12,1,45058.58056
P,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,0,HOUSEHOLD,RAIL,6,12,1995-04-12,1995-07-06,1995-05-20,1995-06-02,2,36602.8848
P,DELIVER IN PERSON,2,Manufacturer#3,2-HIGH,0,HOUSEHOLD,REG AIR,2,21,1995-04-12,1995-06-05,1995-04-29,1995-05-12,1,48532.365
F,COLLECT COD,2,Manufacturer#4,1-URGENT,1,MACHINERY,RAIL,3,8,1992-01-27,1992-04-05,1992-02-25,1992-03-20,1,44236.2168
F,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,1,MACHINERY,SHIP,2,18,1992-01-27,1992-03-29,1992-03-16,1992-03-21,2,47615.274624
F,NONE,3,Manufacturer#1,1-URGENT,1,MACHINERY,REG AIR,1,7,1992-01-27,1992-03-31,1992-02-17,1992-03-01,1,14713.4556
F,COLLECT COD,3,Manufacturer#2,2-HIGH,2,MACHINERY,TRUCK,4,19,1994-08-15,1994-09-29,1994-08-22,1994-09-21,1,75261.474
F,NONE,2,Manufacturer#4,2-HIGH,2,MACHINERY,MAIL,1,9,1994-08-15,1994-09-29,1994-09-13,1994-09-14,2,58797.0738
F,DELIVER IN PERSON,0,Manufacturer#3,2-HIGH,2,MACHINERY,FOB,3,16,1994-08-15,1994-10-05,1994-11-22,1994-12-14,2,62583.4272
F,DELIVER IN PERSON,1,Manufacturer#2,2-HIGH,2,MACHINERY,TRUCK,2,24,1994-08-15,1994-10-25,1994-11-18,1994-12-12,2,36089.232
O,COLLECT COD,2,Manufacturer#5,4-NOT SPECIFIED,2,HOUSEHOLD,RAIL,4,12,1997-12-21,1998-02-22,1998-03-05,1998-03-21,0,76615.694496
O,NONE,0,Manufacturer#4,4-NOT SPECIFIED,2,HOUSEHOLD,MAIL,2,14,1997-12-21,1998-01-25,1998-01-02,1998-01-22,0,83708.212224
O,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,REG AIR,6,8,1997-12-21,1998-02-23,1998-02-03,1998-02-11,0,17528.8428
O,TAKE BACK RETURN,1,Manufacturer#2,4-NOT SPECIFIED,2,HOUSEHOLD,AIR,1,2,1997-12-21,1998-03-11,1998-01-09,1998-01-19,0,2756.22129
O,NONE,2,Manufacturer#4,4-NOT SPECIFIED,2,HOUSEHOLD,FOB,3,21,1997-12-21,1998-02-06,1998-01-26,1998-02-08,0,47605.5468
O,DELIVER IN PERSON,1,Manufacturer#2,4-NOT SPECIFIED,2,HOUSEHOLD,FOB,5,24,1997-12-21,1998-02-20,1998-01-22,1998-02-01,0,84303.985728
O,DELIVER IN PERSON,0,Manufacturer#3,2-HIGH,4,MACHINERY,MAIL,3,5,1998-01-17,1998-04-03,1998-03-07,1998-03-14,0,49281.27568
O,DELIVER IN PERSON,4,Manufacturer#3,2-HIGH,4,MACHINERY,TRUCK,4,13,1998-01-17,1998-03-10,1998-02-13,1998-02-25,0,42385.605
O,DELIVER IN PERSON,0,Manufacturer#1,2-HIGH,4,MACHINERY,FOB,2,14,1998-01-17,1998-03-30,1998-02-16,1998-03-11,0,11428.602
O,NONE,2,Manufacturer#2,2-HIGH,4,MACHINERY,TRUCK,1,8,1998-01-17,1998-02-26,1998-04-28,1998-05-19,0,45283.2035
P,COLLECT COD,1,Manufacturer#5,2-HIGH,1,FURNITURE,REG AIR,1,24,1995-05-09,1995-07-26,1995-05-24,1995-06-18,3,35673.1794
P,NONE,1,Manufacturer#3,2-HIGH,1,FURNITURE,REG AIR,3,24,1995-05-09,1995-08-06,1995-08-28,1995-09-20,0,55883.39292
P,COLLECT COD,0,Manufacturer#2,2-HIGH,1,FURNITURE,FOB,2,14,1995-05-09,1995-08-06,1995-07-25,1995-08-23,0,1858.2711
F,TAKE BACK RETURN,1,Manufacturer#5,5-LOW,3,BUILDING,TRUCK,2,3,1994-12-20,1995-02-10,1995-03-24,1995-04-01,1,85548.0528
F,DELIVER IN PERSON,3,Manufacturer#3,5-LOW,3,BUILDING,RAIL,1,23,1994-12-20,1995-03-18,1995-03-22,1995-04-02,2,14727.959136
F,DELIVER IN PERSON,0,Manufacturer#4,5-LOW,3,BUILDING,RAIL,3,16,1994-12-20,1995-02-22,1995-03-04,1995-03-30,2,18819.5868
O,NONE,3,Manufacturer#1,3-MEDIUM,2,AUTOMOBILE,REG AIR,5,7,1996-12-23,1997-03-12,1997-03-20,1997-03-26,0,37764.28656
O,NONE,2,Manufacturer#1,3-MEDIUM,2,AUTOMOBILE,SHIP,6,18,1996-12-23,1997-01-23,1996-12-29,1997-01-22,0,73156.8
O,COLLECT COD,2,Manufacturer#2,3-MEDIUM,2,AUTOMOBILE,TRUCK,4,12,1996-12-23,1997-03-10,1997-01-26,1997-02-24,0,5111.837952
O,NONE,3,Manufacturer#1,3-MEDIUM,2,AUTOMOBILE,REG AIR,3,19,1996-12-23,1997-03-10,1997-01-28,1997-01-31,0,20573.212473
O,DELIVER IN PERSON,2,Manufacturer#5,3-MEDIUM,2,AUTOMOBILE,SHIP,2,8,1996-12-23,1997-02-24,1997-02-03,1997-02-17,0,3087.59121
O,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,2,AUTOMOBILE,MAIL,7,18,1996-12-23,1997-01-22,1997-03-24,1997-04-16,0,24710.281684
O,TAKE BACK RETURN,3,Manufacturer#4,3-MEDIUM,2,AUTOMOBILE,RAIL,1,7,1996-12-23,1997-02-09,1997-01-13,1997-01-28,0,2289.1246
F,DELIVER IN PERSON,1,Manufacturer#5,3-MEDIUM,0,BUILDING,REG AIR,3,2,1992-08-06,1992-10-01,1992-09-17,1992-09-22,2,1714.47192
F,COLLECT COD,1,Manufacturer#2,3-MEDIUM,0,BUILDING,FOB,4,1,1992-08-06,1992-09-26,1992-09-21,1992-10-02,2,61799.76
F,TAKE BACK RETURN,1,Manufacturer#2,3-MEDIUM,0,BUILDING,AIR,1,24,1992-08-06,1992-09-12,1992-09-04,1992-09-10,1,17465.12775
F,TAKE BACK RETURN,3,Manufacturer#5,3-MEDIUM,0,BUILDING,FOB,2,22,1992-08-06,1992-10-30,1992-11-20,1992-12-04,1,24562.79625
F,TAKE BACK RETURN,3,Manufacturer#1,2-HIGH,0,HOUSEHOLD,TRUCK,5,6,1994-10-11,1994-11-18,1995-01-14,1995-01-21,2,8510.3616
F,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,0,HOUSEHOLD,MAIL,1,12,1994-10-11,1994-11-11,1995-01-03,1995-01-22,2,74519.298
F,TAKE BACK RETURN,3,Manufacturer#2,2-HIGH,0,HOUSEHOLD,REG AIR,4,6,1994-10-11,1994-12-26,1994-11-19,1994-12-03,1,52479.790272
F,NONE,2,Manufacturer#5,2-HIGH,0,HOUSEHOLD,SHIP,2,18,1994-10-11,1994-12-22,1994-11-17,1994-11-30,1,10025.273592
F,NONE,4,Manufacturer#1,2-HIGH,0,HOUSEHOLD,SHIP,3,4,1994-10-11,1994-12-27,1994-11-04,1994-12-02,2,64637.13474
P,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,3,HOUSEHOLD,RAIL,3,11,1995-04-30,1995-06-10,1995-06-16,1995-06-26,3,87398.9109
P,NONE,3,Manufacturer#2,5-LOW,3,HOUSEHOLD,FOB,1,19,1995-04-30,1995-06-12,1995-07-13,1995-07-23,0,63045.300591
P,TAKE BACK RETURN,1,Manufacturer#3,5-LOW,3,HOUSEHOLD,MAIL,6,24,1995-04-30,1995-06-28,1995-08-23,1995-09-02,0,20333.858688
P,COLLECT COD,4,Manufacturer#3,5-LOW,3,HOUSEHOLD,TRUCK,5,4,1995-04-30,1995-07-11,1995-06-30,1995-07-01,0,2831.3649
P,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,3,HOUSEHOLD,RAIL,4,9,1995-04-30,1995-06-16,1995-06-18,1995-06-27,0,39799.970496
P,NONE,2,Manufacturer#1,5-LOW,3,HOUSEHOLD,RAIL,2,21,1995-04-30,1995-06-25,1995-07-10,1995-07-31,0,25321.867625
P,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,3,HOUSEHOLD,SHIP,7,21,1995-04-30,1995-07-21,1995-07-06,1995-08-04,0,12868.568064
O,TAKE BACK RETURN,4,Manufacturer#2,5-LOW,2,BUILDING,SHIP,4,11,1996-08-31,1996-10-01,1996-11-05,1996-11-08,0,53379.7992
