o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,groupcol,aggcol
O,4-NOT SPECIFIED,2,MACHINERY,9,Clerk#000000800,1997-04-08,4389.66,585,1
F,5-LOW,2,HOUSEHOLD,21,Clerk#000000392,1992-07-19,3195.96,85,1
O,2-HIGH,2,AUTOMOBILE,18,Clerk#000000481,1997-03-12,3653.64,426,1
O,3-MEDIUM,1,FURNITURE,2,Clerk#000000848,1996-12-20,8605.53,574,1
F,3-MEDIUM,1,BUILDING,17,Clerk#000000871,1994-12-12,8492.33,75,1
F,1-URGENT,4,AUTOMOBILE,4,Clerk#000000996,1992-09-11,-614.28,560,1
F,3-MEDIUM,1,BUILDING,17,Clerk#000000941,1993-05-08,9871.66,698,1
O,4-NOT SPECIFIED,0,MACHINERY,0,Clerk#000000642,1996-06-29,7297.64,411,1
O,2-HIGH,0,BUILDING,0,Clerk#000000382,1996-01-13,2724.98,694,1
F,4-NOT SPECIFIED,0,FURNITURE,0,Clerk#000000950,1993-11-11,5745.33,388,1
O,5-LOW,2,FURNITURE,18,Clerk#000000651,1997-07-03,7115.14,690,1
F,2-HIGH,3,AUTOMOBILE,19,Clerk#000000733,1993-12-11,253.59,308,1
F,1-URGENT,0,MACHINERY,5,Clerk#000000404,1993-10-13,5027.75,510,1
O,4-NOT SPECIFIED,3,FURNITURE,19,Clerk#000000644,1997-04-14,2990.18,327,1
P,2-HIGH,4,BUILDING,4,Clerk#000000703,1995-05-20,-405.91,556,1
O,1-URGENT,0,HOUSEHOLD,0,Clerk#000000821,1995-07-10,6115.81,267,1
F,5-LOW,4,MACHINERY,13,Clerk#000000290,1992-02-16,1808.23,825,1
F,3-MEDIUM,1,BUILDING,17,Clerk#000000674,1992-12-23,2718.02,79,1
O,4-NOT SPECIFIED,4,BUILDING,4,Clerk#000000710,1997-04-20,260.71,646,1
O,4-NOT SPECIFIED,3,FURNITURE,19,Clerk#000000290,1998-04-18,2953.35,700,1
F,3-MEDIUM,0,BUILDING,16,Clerk#000000824,1993-05-13,8403.99,702,1
F,1-URGENT,0,MACHINERY,0,Clerk#000000828,1993-10-06,-270.59,606,1
O,2-HIGH,2,AUTOMOBILE,12,Clerk#000000262,1998-06-15,4366.23,826,1
F,2-HIGH,1,FURNITURE,3,Clerk#000000782,1992-01-04,479.96,543,1
F,4-NOT SPECIFIED,0,BUILDING,0,Clerk#000000388,1993-10-09,2724.98,694,1
F,2-HIGH,4,BUILDING,10,Clerk#000000607,1994-06-21,8217.23,827,1
O,2-HIGH,1,AUTOMOBILE,2,Clerk#000000682,1997-04-02,6.34,190,1
O,3-MEDIUM,0,AUTOMOBILE,16,Clerk#000000191,1998-01-21,4231.45,596,1
F,1-URGENT,0,FURNITURE,14,Clerk#000000292,1994-10-29,8998.82,687,1
O,5-LOW,4,FURNITURE,13,Clerk#000000469,1997-06-02,2621.71,555,1
O,5-LOW,0,MACHINERY,14,Clerk#000000256,1995-07-15,7667.35,604,1
F,1-URGENT,0,HOUSEHOLD,15,Clerk#000000890,1995-04-06,1965.38,754,1
F,3-MEDIUM,0,MACHINERY,0,Clerk#000000657,1995-01-16,949.68,80,1
F,3-MEDIUM,1,BUILDING,3,Clerk#000000018,1994-01-23,9459.5,158,1
F,3-MEDIUM,2,MACHINERY,12,Clerk#000000964,1992-02-28,6464.77,731,1
F,2-HIGH,2,AUTOMOBILE,12,Clerk#000000173,1993-02-11,3215.96,521,1
F,2-HIGH,4,BUILDING,11,Clerk#000000671,1993-02-13,3952.84,26,1
P,4-NOT SPECIFIED,0,BUILDING,14,Clerk#000000501,1995-04-09,5812.93,236,1
F,5-LOW,2,HOUSEHOLD,8,Clerk#000000962,1993-12-19,6359.27,164,1
O,5-LOW,2,AUTOMOBILE,12,Clerk#000000083,1997-10-11,1499.56,586,1
O,1-URGENT,1,BUILDING,2,Clerk#000000430,1998-02-26,2912.8,608,1
F,3-MEDIUM,1,HOUSEHOLD,2,Clerk#000000068,1992-01-20,3249.25,253,1
O,2-HIGH,4,HOUSEHOLD,20,Clerk#000000770,1998-02-21,2110.59,436,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,7,Clerk#000000999,1994-06-12,1938.05,424,1
F,3-MEDIUM,3,BUILDING,7,Clerk#000000626,1993-03-04,4409.7,487,1
O,5-LOW,0,AUTOMOBILE,5,Clerk#000000970,1996-10-21,3872.86,25,1
O,3-MEDIUM,4,AUTOMOBILE,10,Clerk#000000825,1996-03-09,6160.95,592,1
O,5-LOW,3,HOUSEHOLD,19,Clerk#000000993,1996-06-17,-201.49,661,1
F,2-HIGH,3,HOUSEHOLD,6,Clerk#000000841,1993-08-12,2273.5,828,1
O,5-LOW,1,FURNITURE,17,Clerk#000000401,1995-12-23,5436.81,231,1
O,4-NOT SPECIFIED,4,MACHINERY,20,Clerk#000000664,1996-08-29,7555.16,780,1
O,4-NOT SPECIFIED,1,FURNITURE,3,Clerk#000000322,1998-01-23,7746.97,101,1
F,5-LOW,0,HOUSEHOLD,16,Clerk#000000602,1994-03-22,5824.88,701,1
F,5-LOW,0,AUTOMOBILE,15,Clerk#000000779,1994-11-18,5212.43,658,1
F,1-URGENT,2,BUILDING,21,Clerk#000000758,1994-03-03,5509.11,15,1
F,3-MEDIUM,4,BUILDING,11,Clerk#000000911,1993-12-06,9442.55,46,1
F,2-HIGH,3,HOUSEHOLD,23,Clerk#000000228,1992-04-25,32.24,451,1
O,4-NOT SPECIFIED,2,MACHINERY,12,Clerk#000000319,1998-02-03,6963.68,629,1
F,2-HIGH,4,BUILDING,4,Clerk#000000082,1993-09-22,90.45,792,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,17,Clerk#000000948,1992-12-25,9359.01,643,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,20,Clerk#000000499,1992-12-24,8438.4,441,1
F,3-MEDIUM,1,HOUSEHOLD,24,Clerk#000000753,1994-03-15,-273.96,762,1
O,1-URGENT,1,MACHINERY,2,Clerk#000000270,1998-02-17,2544.49,785,1
F,4-NOT SPECIFIED,3,FURNITURE,22,Clerk#000000002,1994-11-25,7412.12,214,1
O,3-MEDIUM,3,BUILDING,22,Clerk#000000276,1995-04-22,-881.7,829,1
O,5-LOW,1,BUILDING,2,Clerk#000000180,1998-02-17,4946.21,55,1
O,1-URGENT,3,BUILDING,7,Clerk#000000520,1998-05-25,448.49,11,1
F,1-URGENT,3,FURNITURE,19,Clerk#000000770,1994-07-03,4695.12,501,1
F,3-MEDIUM,1,MACHINERY,3,Clerk#000000657,1992-01-13,4344.52,151,1
O,1-URGENT,0,MACHINERY,14,Clerk#000000161,1995-12-19,6271.38,349,1
O,5-LOW,4,HOUSEHOLD,20,Clerk#000000861,1996-10-01,2942.19,23,1
O,4-NOT SPECIFIED,1,AUTOMOBILE,1,Clerk#000000706,1997-03-04,8990.07,210,1
O,3-MEDIUM,0,FURNITURE,16,Clerk#000000805,1996-03-19,2869.97,505,1
P,5-LOW,3,BUILDING,23,Clerk#000000298,1995-04-21,-565.35,107,1
F,1-URGENT,3,MACHINERY,23,Clerk#000000046,1994-02-11,459.22,189,1
O,5-LOW,4,FURNITURE,13,Clerk#000000449,1995-07-12,4571.31,823,1
F,1-URGENT,1,BUILDING,2,Clerk#000000309,1994-01-23,4667.12,645,1
F,5-LOW,4,BUILDING,11,Clerk#000000720,1995-01-09,9442.55,46,1
F,4-NOT SPECIFIED,2,MACHINERY,9,Clerk#000000301,1992-05-21,4389.66,585,1
F,2-HIGH,1,FURNITURE,1,Clerk#000000255,1994-09-30,5266.3,830,1
O,4-NOT SPECIFIED,0,BUILDING,14,Clerk#000000994,1995-05-24,-98.46,141,1
O,3-MEDIUM,1,MACHINERY,24,Clerk#000000192,1996-09-08,7014.12,317,1
F,1-URGENT,1,AUTOMOBILE,2,Clerk#000000671,1994-12-14,8216.79,659,1
O,5-LOW,2,MACHINERY,12,Clerk#000000343,1995-06-26,8174.82,475,1
O,4-NOT SPECIFIED,4,FURNITURE,13,Clerk#000000170,1995-07-04,5744.89,303,1
F,2-HIGH,3,FURNITURE,22,Clerk#000000329,1992-10-23,7616.48,545,1
F,1-URGENT,3,MACHINERY,19,Clerk#000000491,1992-06-26,9904.28,541,1
O,4-NOT SPECIFIED,4,BUILDING,11,Clerk#000000034,1998-06-18,-651.91,696,1
F,5-LOW,0,BUILDING,14,Clerk#000000128,1993-02-10,-61.29,290,1
O,2-HIGH,2,HOUSEHOLD,9,Clerk#000000510,1996-03-08,5073.58,447,1
P,5-LOW,3,BUILDING,22,Clerk#000000455,1995-05-02,367.82,582,1
F,3-MEDIUM,1,FURNITURE,1,Clerk#000000406,1994-07-31,-982.32,2,1
F,5-LOW,3,AUTOMOBILE,7,Clerk#000000508,1993-05-28,9701.54,831,1
F,5-LOW,3,BUILDING,19,Clerk#000000601,1994-06-04,7772.85,699,1
F,3-MEDIUM,4,BUILDING,20,Clerk#000000081,1994-10-18,-574.39,12,1
O,5-LOW,4,FURNITURE,4,Clerk#000000418,1996-10-10,2688.88,427,1
O,1-URGENT,2,HOUSEHOLD,21,Clerk#000000839,1996-10-14,6074.01,564,1
F,2-HIGH,3,MACHINERY,23,Clerk#000000720,1994-01-04,52.43,600,1
F,1-URGENT,1,BUILDING,24,Clerk#000000814,1993-04-21,8117.27,89,1
O,1-URGENT,2,MACHINERY,21,Clerk#000000573,1997-09-02,5878.21,215,1
F,5-LOW,4,AUTOMOBILE,10,Clerk#000000084,1993-04-06,5453.74,832,1
F,5-LOW,4,HOUSEHOLD,20,Clerk#000000950,1993-04-02,2942.19,23,1
F,3-MEDIUM,3,AUTOMOBILE,19,Clerk#000000148,1993-03-14,6496.08,357,1
O,2-HIGH,3,BUILDING,7,Clerk#000000161,1996-11-03,4349.27,415,1
O,3-MEDIUM,4,BUILDING,20,Clerk#000000135,1996-03-08,5579.81,178,1
F,5-LOW,3,MACHINERY,19,Clerk#000000310,1992-03-24,1422.57,833,1
F,3-MEDIUM,0,AUTOMOBILE,5,Clerk#000000207,1994-04-20,3035.29,807,1
O,3-MEDIUM,1,HOUSEHOLD,3,Clerk#000000120,1996-08-28,8654.56,817,1
F,5-LOW,3,AUTOMOBILE,22,Clerk#000000491,1993-09-16,6718.78,834,1
O,4-NOT SPECIFIED,0,BUILDING,5,Clerk#000000027,1998-08-02,6709.9,835,1
O,5-LOW,3,MACHINERY,23,Clerk#000000124,1996-10-10,5200.96,526,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,22,Clerk#000000934,1994-06-03,-109.73,17,1
O,4-NOT SPECIFIED,2,FURNITURE,18,Clerk#000000240,1998-05-14,8341.71,617,1
F,5-LOW,4,BUILDING,13,Clerk#000000539,1992-01-21,6553.37,306,1
O,3-MEDIUM,4,HOUSEHOLD,13,Clerk#000000919,1997-03-06,9748.93,176,1
F,5-LOW,3,FURNITURE,19,Clerk#000000994,1993-09-20,4695.12,501,1
F,2-HIGH,4,BUILDING,20,Clerk#000000699,1993-11-20,5579.81,178,1
F,4-NOT SPECIFIED,1,MACHINERY,3,Clerk#000000581,1993-03-14,591.98,625,1
O,2-HIGH,4,AUTOMOBILE,10,Clerk#000000792,1995-10-24,-922.69,179,1
P,1-URGENT,4,HOUSEHOLD,11,Clerk#000000044,1995-05-12,7462.2,293,1
F,1-URGENT,1,AUTOMOBILE,3,Clerk#000000957,1992-04-06,754.41,367,1
P,3-MEDIUM,2,AUTOMOBILE,8,Clerk#000000804,1995-06-04,2066.79,713,1
F,5-LOW,0,HOUSEHOLD,16,Clerk#000000407,1992-02-12,3482.32,455,1
F,1-URGENT,1,AUTOMOBILE,17,Clerk#000000716,1994-12-30,2314.67,640,1
F,2-HIGH,4,MACHINERY,4,Clerk#000000810,1992-04-25,9963.15,836,1
F,2-HIGH,0,HOUSEHOLD,14,Clerk#000000998,1992-01-20,6344.18,493,1
F,3-MEDIUM,0,FURNITURE,14,Clerk#000000730,1992-03-02,6935.16,483,1
O,1-URGENT,1,AUTOMOBILE,3,Clerk#000000364,1997-04-14,9008.61,417,1
O,1-URGENT,2,HOUSEHOLD,8,Clerk#000000301,1996-03-12,7658.97,837,1
F,1-URGENT,2,BUILDING,12,Clerk#000000256,1992-10-27,7447.99,109,1
F,3-MEDIUM,0,HOUSEHOLD,16,Clerk#000000533,1992-08-24,3482.32,455,1
P,2-HIGH,3,BUILDING,22,Clerk#000000179,1995-05-13,-616.79,468,1
F,3-MEDIUM,3,MACHINERY,22,Clerk#000000165,1992-10-22,0.97,423,1
O,2-HIGH,3,HOUSEHOLD,23,Clerk#000000871,1997-02-01,32.24,451,1
F,2-HIGH,4,FURNITURE,10,Clerk#000000485,1992-02-04,4573.94,295,1
O,3-MEDIUM,1,BUILDING,1,Clerk#000000623,1996-08-12,3893.14,140,1
F,1-URGENT,4,HOUSEHOLD,11,Clerk#000000875,1994-08-09,8595.53,838,1
F,3-MEDIUM,2,AUTOMOBILE,21,Clerk#000000293,1992-01-29,7894,697,1
O,5-LOW,1,FURNITURE,24,Clerk#000000394,1996-04-08,-723.49,291,1
O,2-HIGH,4,MACHINERY,11,Clerk#000000663,1996-11-06,8634.92,616,1
F,3-MEDIUM,4,HOUSEHOLD,11,Clerk#000000596,1993-12-10,1378.67,839,1
O,1-URGENT,0,HOUSEHOLD,14,Clerk#000000372,1997-11-04,6693.36,91,1
O,2-HIGH,1,BUILDING,17,Clerk#000000211,1996-01-09,6428.32,104,1
O,4-NOT SPECIFIED,3,HOUSEHOLD,22,Clerk#000000225,1997-01-15,-267.09,148,1
F,3-MEDIUM,0,FURNITURE,0,Clerk#000000889,1993-03-05,7383.53,414,1
O,3-MEDIUM,1,AUTOMOBILE,2,Clerk#000000225,1997-06-05,1330.85,137,1
F,5-LOW,4,FURNITURE,13,Clerk#000000327,1994-11-03,909.84,840,1
O,2-HIGH,2,AUTOMOBILE,18,Clerk#000000855,1996-10-04,9593.35,161,1
O,4-NOT SPECIFIED,2,FURNITURE,18,Clerk#000000692,1998-01-05,7760.33,274,1
F,1-URGENT,4,FURNITURE,13,Clerk#000000138,1992-05-14,3635.35,434,1
F,1-URGENT,2,BUILDING,18,Clerk#000000598,1993-05-04,1685.9,134,1
F,5-LOW,0,BUILDING,15,Clerk#000000626,1994-05-15,3225.07,771,1
F,3-MEDIUM,2,HOUSEHOLD,12,Clerk#000000279,1995-02-27,6761.52,841,1
O,3-MEDIUM,3,BUILDING,19,Clerk#000000355,1997-11-15,8541.87,721,1
O,4-NOT SPECIFIED,4,MACHINERY,13,Clerk#000000445,1995-06-27,6170.06,90,1
O,5-LOW,4,AUTOMOBILE,10,Clerk#000000352,1996-04-23,7505.33,842,1
F,2-HIGH,3,HOUSEHOLD,23,Clerk#000000046,1994-06-04,32.24,451,1
F,3-MEDIUM,3,AUTOMOBILE,19,Clerk#000000518,1994-10-08,85.05,105,1
O,4-NOT SPECIFIED,0,BUILDING,14,Clerk#000000105,1997-02-05,9043.55,100,1
F,2-HIGH,0,MACHINERY,15,Clerk#000000999,1994-09-15,5012.07,843,1
F,5-LOW,4,BUILDING,20,Clerk#000000180,1994-10-16,7476.2,68,1
O,4-NOT SPECIFIED,4,BUILDING,4,Clerk#000000763,1997-02-06,4804.57,126,1
F,1-URGENT,4,BUILDING,10,Clerk#000000193,1992-08-05,511.69,575,1
F,3-MEDIUM,1,BUILDING,2,Clerk#000000140,1995-01-07,4667.12,645,1
O,2-HIGH,2,HOUSEHOLD,18,Clerk#000000878,1997-08-09,8914.71,81,1
O,3-MEDIUM,1,BUILDING,2,Clerk#000000216,1996-01-01,4667.12,645,1
F,3-MEDIUM,3,AUTOMOBILE,7,Clerk#000000778,1995-01-07,4450.03,342,1
O,1-URGENT,3,BUILDING,23,Clerk#000000661,1997-08-30,5710.41,665,1
O,2-HIGH,1,AUTOMOBILE,3,Clerk#000000473,1998-01-07,9128.69,252,1
O,3-MEDIUM,2,BUILDING,12,Clerk#000000125,1997-05-05,-551.37,248,1
O,4-NOT SPECIFIED,1,AUTOMOBILE,3,Clerk#000000612,1997-03-30,-275.58,103,1
F,4-NOT SPECIFIED,2,FURNITURE,8,Clerk#000000811,1992-02-08,-917.75,222,1
F,1-URGENT,0,AUTOMOBILE,15,Clerk#000000410,1993-09-02,9139.52,187,1
O,4-NOT SPECIFIED,4,FURNITURE,11,Clerk#000000909,1995-12-30,4356.59,595,1
F,4-NOT SPECIFIED,4,MACHINERY,13,Clerk#000000346,1993-01-11,4363.17,264,1
F,4-NOT SPECIFIED,0,MACHINERY,15,Clerk#000000385,1993-07-27,1725.68,844,1
F,3-MEDIUM,4,HOUSEHOLD,20,Clerk#000000369,1994-12-08,9777.19,772,1
F,1-URGENT,0,BUILDING,5,Clerk#000000743,1992-10-19,9562.82,791,1
F,3-MEDIUM,0,AUTOMOBILE,0,Clerk#000000307,1992-08-06,7352.14,375,1
F,5-LOW,0,BUILDING,15,Clerk#000000100,1994-03-23,19.31,799,1
F,2-HIGH,4,BUILDING,4,Clerk#000000338,1994-03-02,3329.21,24,1
F,3-MEDIUM,0,AUTOMOBILE,16,Clerk#000000035,1994-04-19,3273.08,339,1
F,2-HIGH,1,HOUSEHOLD,3,Clerk#000000448,1993-05-09,794.47,808,1
F,1-URGENT,4,HOUSEHOLD,20,Clerk#000000889,1994-04-13,6013.09,845,1
O,4-NOT SPECIFIED,1,AUTOMOBILE,2,Clerk#000000582,1998-05-17,4718.23,795,1
F,1-URGENT,1,FURNITURE,17,Clerk#000000986,1995-01-27,4954.25,632,1
O,1-URGENT,2,AUTOMOBILE,9,Clerk#000000375,1995-05-10,-932.09,114,1
F,5-LOW,0,FURNITURE,5,Clerk#000000610,1992-10-29,7541.05,269,1
F,1-URGENT,2,AUTOMOBILE,18,Clerk#000000202,1994-12-10,9750.71,846,1
F,5-LOW,1,HOUSEHOLD,3,Clerk#000000176,1992-05-29,5521.36,331,1
F,4-NOT SPECIFIED,4,BUILDING,10,Clerk#000000112,1993-02-02,1733.76,29,1
F,5-LOW,3,FURNITURE,22,Clerk#000000492,1992-08-11,3387.22,461,1
F,3-MEDIUM,1,BUILDING,17,Clerk#000000491,1992-06-21,6819.74,27,1
F,2-HIGH,3,BUILDING,19,Clerk#000000102,1994-04-02,7772.85,699,1
F,4-NOT SPECIFIED,1,HOUSEHOLD,2,Clerk#000000167,1994-09-20,3025.84,325,1
F,4-NOT SPECIFIED,0,MACHINERY,0,Clerk#000000673,1993-11-11,-270.59,606,1
O,2-HIGH,4,FURNITURE,13,Clerk#000000871,1996-03-25,7073.17,437,1
O,2-HIGH,0,MACHINERY,15,Clerk#000000625,1995-09-07,1725.68,844,1
F,2-HIGH,1,BUILDING,1,Clerk#000000635,1994-09-02,178.73,514,1
F,1-URGENT,0,HOUSEHOLD,14,Clerk#000000284,1994-01-15,6344.18,493,1
O,5-LOW,4,AUTOMOBILE,11,Clerk#000000473,1996-02-27,3883.18,535,1
O,4-NOT SPECIFIED,2,MACHINERY,21,Clerk#000000014,1997-11-08,-117.31,566,1
F,2-HIGH,4,AUTOMOBILE,4,Clerk#000000492,1993-07-11,8121.84,525,1
F,3-MEDIUM,0,FURNITURE,5,Clerk#000000510,1994-05-16,1211.39,669,1
O,3-MEDIUM,4,FURNITURE,20,Clerk#000000495,1996-09-15,6397.58,404,1
O,1-URGENT,4,BUILDING,13,Clerk#000000481,1997-11-20,3367.36,66,1
O,2-HIGH,4,FURNITURE,13,Clerk#000000520,1995-03-31,3635.35,434,1
O,1-URGENT,2,HOUSEHOLD,12,Clerk#000000640,1997-08-29,6381.24,416,1
O,5-LOW,0,MACHINERY,15,Clerk#000000077,1997-01-05,1725.68,844,1
F,5-LOW,3,AUTOMOBILE,22,Clerk#000000713,1992-05-17,6718.78,834,1
F,2-HIGH,4,HOUSEHOLD,20,Clerk#000000790,1993-05-06,2110.59,436,1
O,3-MEDIUM,2,FURNITURE,12,Clerk#000000702,1997-06-28,6859.28,847,1
O,1-URGENT,4,HOUSEHOLD,11,Clerk#000000919,1998-02-17,4801.3,822,1
F,4-NOT SPECIFIED,3,BUILDING,23,Clerk#000000392,1993-03-21,9465.15,761,1
F,5-LOW,0,MACHINERY,16,Clerk#000000930,1992-02-24,1755.33,848,1
F,3-MEDIUM,1,FURNITURE,24,Clerk#000000097,1994-04-23,4038.45,112,1
F,3-MEDIUM,2,FURNITURE,21,Clerk#000000862,1992-04-22,3227.87,128,1
O,2-HIGH,0,HOUSEHOLD,15,Clerk#000000188,1995-08-29,4113.64,655,1
F,5-LOW,0,BUILDING,16,Clerk#000000804,1993-08-07,-716.1,197,1
O,5-LOW,2,MACHINERY,12,Clerk#000000651,1997-08-23,8647.42,146,1
O,2-HIGH,0,BUILDING,16,Clerk#000000987,1996-10-15,-716.1,197,1
O,1-URGENT,4,AUTOMOBILE,4,Clerk#000000569,1995-09-30,8798.96,644,1
O,3-MEDIUM,4,BUILDING,10,Clerk#000000191,1997-06-19,6368.38,651,1
O,1-URGENT,3,FURNITURE,19,Clerk#000000102,1997-03-22,1647.05,241,1
F,3-MEDIUM,2,FURNITURE,21,Clerk#000000061,1994-04-15,2272.5,346,1
O,2-HIGH,0,BUILDING,5,Clerk#000000794,1996-12-08,9562.82,791,1
O,2-HIGH,2,BUILDING,9,Clerk#000000472,1995-10-07,7887.6,724,1
O,1-URGENT,4,AUTOMOBILE,13,Clerk#000000329,1996-10-11,6123.69,653,1
F,4-NOT SPECIFIED,2,BUILDING,8,Clerk#000000910,1992-04-14,1766.23,188,1
O,3-MEDIUM,0,HOUSEHOLD,15,Clerk#000000719,1995-12-14,2377.34,362,1
F,4-NOT SPECIFIED,1,FURNITURE,24,Clerk#000000951,1992-07-30,5672.05,849,1
O,1-URGENT,4,HOUSEHOLD,20,Clerk#000000494,1997-09-04,3597.53,465,1
F,3-MEDIUM,1,BUILDING,2,Clerk#000000481,1992-08-16,4667.12,645,1
F,3-MEDIUM,0,BUILDING,15,Clerk#000000666,1994-08-21,8878.22,815,1
F,2-HIGH,3,AUTOMOBILE,19,Clerk#000000528,1995-01-30,5810.56,98,1
O,5-LOW,3,HOUSEHOLD,7,Clerk#000000448,1998-04-08,1938.05,424,1
O,4-NOT SPECIFIED,4,HOUSEHOLD,13,Clerk#000000579,1997-03-16,3686.07,850,1
O,3-MEDIUM,3,AUTOMOBILE,6,Clerk#000000968,1995-10-31,7077.79,714,1
O,4-NOT SPECIFIED,1,MACHINERY,3,Clerk#000000789,1995-09-05,857.7,459,1
O,2-HIGH,1,FURNITURE,24,Clerk#000000151,1997-09-02,5672.05,849,1
O,3-MEDIUM,0,BUILDING,0,Clerk#000000212,1997-01-21,1377.52,715,1
O,2-HIGH,4,FURNITURE,20,Clerk#000000756,1997-01-05,6265.88,609,1
F,3-MEDIUM,0,FURNITURE,5,Clerk#000000297,1994-06-24,1791.65,99,1
O,5-LOW,3,MACHINERY,23,Clerk#000000810,1995-07-16,5200.96,526,1
O,1-URGENT,4,AUTOMOBILE,4,Clerk#000000904,1996-02-14,8121.84,525,1
F,1-URGENT,4,AUTOMOBILE,4,Clerk#000000552,1993-12-22,4422.45,740,1
O,5-LOW,0,AUTOMOBILE,15,Clerk#000000199,1996-04-08,2514.15,809,1
O,5-LOW,0,MACHINERY,14,Clerk#000000516,1997-03-12,5335.36,821,1
O,3-MEDIUM,0,FURNITURE,14,Clerk#000000190,1998-05-04,1724.68,138,1
O,3-MEDIUM,4,HOUSEHOLD,13,Clerk#000000145,1996-08-25,3686.07,850,1
F,5-LOW,3,BUILDING,23,Clerk#000000503,1993-02-13,9465.15,761,1
F,5-LOW,0,MACHINERY,15,Clerk#000000139,1994-06-18,8825.71,851,1
F,2-HIGH,0,BUILDING,16,Clerk#000000137,1992-04-02,-716.1,197,1
O,5-LOW,2,HOUSEHOLD,18,Clerk#000000043,1996-12-23,4723.37,852,1
O,1-URGENT,0,MACHINERY,15,Clerk#000000314,1997-08-05,5012.07,843,1
O,3-MEDIUM,4,FURNITURE,20,Clerk#000000446,1997-09-29,5867.61,853,1
F,4-NOT SPECIFIED,0,FURNITURE,14,Clerk#000000359,1993-02-04,1530.76,613,1
F,1-URGENT,4,FURNITURE,10,Clerk#000000502,1994-07-30,4681.03,759,1
F,2-HIGH,0,MACHINERY,16,Clerk#000000716,1994-01-10,9566.15,294,1
O,5-LOW,3,HOUSEHOLD,23,Clerk#000000694,1996-11-09,5236.89,786,1
O,2-HIGH,1,FURNITURE,17,Clerk#000000535,1995-09-03,7305.88,300,1
O,2-HIGH,4,HOUSEHOLD,11,Clerk#000000655,1997-09-09,5920.09,587,1
F,2-HIGH,4,MACHINERY,20,Clerk#000000824,1995-03-23,7555.16,780,1
F,1-URGENT,0,AUTOMOBILE,16,Clerk#000000348,1993-07-06,7315.94,324,1
F,5-LOW,0,BUILDING,15,Clerk#000000612,1993-11-21,8878.22,815,1
F,1-URGENT,1,HOUSEHOLD,1,Clerk#000000650,1993-06-13,705.93,523,1
O,3-MEDIUM,2,AUTOMOBILE,21,Clerk#000000128,1996-04-11,7894,697,1
F,1-URGENT,1,AUTOMOBILE,3,Clerk#000000788,1992-04-15,-301.75,379,1
F,5-LOW,4,AUTOMOBILE,4,Clerk#000000750,1994-05-09,8121.84,525,1
O,2-HIGH,1,HOUSEHOLD,24,Clerk#000000630,1996-05-08,2258.4,672,1
O,2-HIGH,3,MACHINERY,6,Clerk#000000478,1996-08-11,1286.76,453,1
F,3-MEDIUM,3,HOUSEHOLD,7,Clerk#000000545,1993-09-26,8555.12,422,1
F,5-LOW,4,BUILDING,20,Clerk#000000741,1994-06-05,3231.33,363,1
O,4-NOT SPECIFIED,3,MACHINERY,19,Clerk#000000329,1996-06-29,9904.28,541,1
F,2-HIGH,2,FURNITURE,12,Clerk#000000221,1993-09-12,6019.32,255,1
F,5-LOW,1,HOUSEHOLD,3,Clerk#000000848,1995-03-24,5521.36,331,1
F,2-HIGH,0,HOUSEHOLD,14,Clerk#000000989,1993-01-17,4293.76,297,1
O,4-NOT SPECIFIED,3,BUILDING,7,Clerk#000000343,1998-06-29,6354.89,735,1
F,4-NOT SPECIFIED,4,MACHINERY,11,Clerk#000000508,1994-07-08,8634.92,616,1
O,3-MEDIUM,4,FURNITURE,13,Clerk#000000144,1996-10-27,5744.89,303,1
F,2-HIGH,1,FURNITURE,2,Clerk#000000320,1994-04-10,1416.75,444,1
F,3-MEDIUM,1,HOUSEHOLD,24,Clerk#000000996,1993-11-14,2369.01,618,1
F,4-NOT SPECIFIED,2,FURNITURE,21,Clerk#000000195,1993-05-27,2948.61,14,1
O,4-NOT SPECIFIED,4,MACHINERY,20,Clerk#000000241,1996-02-14,9314.59,800,1
O,5-LOW,2,HOUSEHOLD,8,Clerk#000000213,1997-02-12,1534.38,82,1
O,5-LOW,4,AUTOMOBILE,4,Clerk#000000455,1997-10-05,8121.84,525,1
O,5-LOW,4,BUILDING,13,Clerk#000000585,1996-04-02,2837.96,76,1
F,2-HIGH,1,BUILDING,2,Clerk#000000041,1992-10-08,5973.1,707,1
F,5-LOW,2,BUILDING,21,Clerk#000000093,1992-10-01,3812.84,394,1
F,3-MEDIUM,1,MACHINERY,2,Clerk#000000898,1992-05-07,-795.23,854,1
O,3-MEDIUM,4,BUILDING,4,Clerk#000000625,1995-07-01,4804.57,126,1
O,1-URGENT,0,AUTOMOBILE,5,Clerk#000000553,1996-03-18,3872.86,25,1
O,1-URGENT,4,BUILDING,4,Clerk#000000937,1996-07-06,-405.91,556,1
O,1-URGENT,1,FURNITURE,2,Clerk#000000011,1997-12-04,311,855,1
O,1-URGENT,2,FURNITURE,12,Clerk#000000627,1997-11-27,6019.32,255,1
F,2-HIGH,1,AUTOMOBILE,2,Clerk#000000862,1994-03-09,9749.37,401,1
