o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,o_custkey,groupcol,aggcol
F,3-MEDIUM,2,MACHINERY,8,Clerk#000000856,1993-08-15,4766.06,9697,3,1
F,3-MEDIUM,0,HOUSEHOLD,5,Clerk#000000991,1993-09-18,2753.54,10,3,1
F,2-HIGH,2,AUTOMOBILE,9,Clerk#000000876,1993-07-12,6639.12,6194,4,1
F,1-URGENT,4,FURNITURE,11,Clerk#000000890,1993-08-20,7068.28,13090,2,1
F,4-NOT SPECIFIED,1,FURNITURE,2,Clerk#000000097,1993-08-04,8300.91,3932,0,1
F,2-HIGH,0,AUTOMOBILE,15,Clerk#000000713,1993-09-05,9991.49,14369,4,1
F,1-URGENT,1,AUTOMOBILE,2,Clerk#000000319,1993-09-29,3329.3,13540,2,1
F,2-HIGH,4,AUTOMOBILE,10,Clerk#000000473,1993-08-11,1394.44,679,4,1
F,3-MEDIUM,4,MACHINERY,4,Clerk#000000712,1993-08-13,-945.78,12388,3,1
F,3-MEDIUM,1,BUILDING,2,Clerk#000000768,1993-07-12,15.72,9016,3,1
F,4-NOT SPECIFIED,1,FURNITURE,17,Clerk#000000104,1993-09-18,3190.15,6530,0,1
F,2-HIGH,0,FURNITURE,14,Clerk#000000807,1993-08-21,7214.8,10084,4,1
F,1-URGENT,1,HOUSEHOLD,1,Clerk#000000826,1993-08-13,7515.62,8341,2,1
F,5-LOW,4,AUTOMOBILE,20,Clerk#000000380,1993-08-05,3901.96,12334,1,1
F,5-LOW,4,AUTOMOBILE,10,Clerk#000000667,1993-08-30,1673.17,1627,1,1
F,4-NOT SPECIFIED,3,AUTOMOBILE,6,Clerk#000000553,1993-09-14,-303.27,8231,0,1
F,3-MEDIUM,0,FURNITURE,15,Clerk#000000310,1993-09-01,4453.92,8707,3,1
F,2-HIGH,1,FURNITURE,2,Clerk#000000238,1993-07-30,219.78,8797,4,1
F,2-HIGH,2,HOUSEHOLD,9,Clerk#000000635,1993-08-26,4966.58,1178,4,1
F,1-URGENT,4,FURNITURE,4,Clerk#000000637,1993-08-12,783.12,4651,2,1
F,5-LOW,0,MACHINERY,14,Clerk#000000495,1993-07-04,1840.08,5614,1,1
F,3-MEDIUM,2,FURNITURE,18,Clerk#000000459,1993-07-14,4732.42,2149,3,1
F,5-LOW,4,BUILDING,4,Clerk#000000961,1993-07-07,4012.36,7961,1,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,10,Clerk#000000814,1993-08-22,2538.76,7843,0,1
F,2-HIGH,4,AUTOMOBILE,11,Clerk#000000518,1993-08-18,409.26,9142,4,1
F,3-MEDIUM,3,AUTOMOBILE,19,Clerk#000000964,1993-08-14,407.63,6280,3,1
F,5-LOW,2,FURNITURE,9,Clerk#000000334,1993-08-29,1848.28,5641,1,1
F,1-URGENT,3,HOUSEHOLD,22,Clerk#000000973,1993-07-25,2786.57,6535,2,1
F,1-URGENT,1,FURNITURE,2,Clerk#000000166,1993-07-18,8049.94,6008,2,1
F,2-HIGH,4,AUTOMOBILE,20,Clerk#000000561,1993-09-17,1390.16,2098,4,1
F,2-HIGH,2,MACHINERY,12,Clerk#000000870,1993-08-23,4895.19,8095,4,1
F,5-LOW,0,AUTOMOBILE,14,Clerk#000000304,1993-09-29,3078.68,4531,1,1
F,3-MEDIUM,3,BUILDING,6,Clerk#000000631,1993-08-22,8212.63,4093,3,1
F,4-NOT SPECIFIED,1,BUILDING,3,Clerk#000000169,1993-07-07,2270.82,6979,0,1
F,5-LOW,0,FURNITURE,14,Clerk#000000431,1993-09-15,9619.29,7651,1,1
F,1-URGENT,3,FURNITURE,7,Clerk#000000077,1993-07-10,4412.56,2815,2,1
F,1-URGENT,2,FURNITURE,9,Clerk#000000624,1993-07-04,3906.48,8134,2,1
F,3-MEDIUM,1,AUTOMOBILE,1,Clerk#000000234,1993-07-16,2426.37,8608,3,1
F,1-URGENT,2,AUTOMOBILE,18,Clerk#000000053,1993-08-05,9006.66,3260,2,1
F,3-MEDIUM,4,HOUSEHOLD,10,Clerk#000000690,1993-07-17,6649.41,6044,3,1
F,4-NOT SPECIFIED,3,FURNITURE,7,Clerk#000000931,1993-07-09,441.26,5563,0,1
F,4-NOT SPECIFIED,2,FURNITURE,9,Clerk#000000167,1993-07-21,9487.56,9775,0,1
F,5-LOW,0,HOUSEHOLD,5,Clerk#000000394,1993-09-08,9547.72,12190,1,1
F,5-LOW,3,AUTOMOBILE,6,Clerk#000000558,1993-09-05,7077.79,587,1,1
F,3-MEDIUM,0,MACHINERY,16,Clerk#000000176,1993-07-08,9677.38,2440,3,1
F,1-URGENT,1,AUTOMOBILE,2,Clerk#000000782,1993-08-27,9129.52,13481,2,1
F,5-LOW,4,BUILDING,11,Clerk#000000241,1993-09-06,9522.43,13087,1,1
F,1-URGENT,3,HOUSEHOLD,7,Clerk#000000142,1993-08-06,8898.86,2429,2,1
F,3-MEDIUM,0,HOUSEHOLD,16,Clerk#000000059,1993-09-08,9305.5,12623,3,1
F,2-HIGH,3,HOUSEHOLD,19,Clerk#000000500,1993-09-17,2991.38,5380,4,1
F,2-HIGH,3,FURNITURE,6,Clerk#000000815,1993-08-08,9502.74,7514,4,1
F,5-LOW,3,FURNITURE,23,Clerk#000000340,1993-09-15,208.49,5654,1,1
F,3-MEDIUM,4,AUTOMOBILE,13,Clerk#000000330,1993-07-07,4481.78,12149,3,1
F,3-MEDIUM,4,AUTOMOBILE,13,Clerk#000000524,1993-08-20,3016.74,10478,3,1
F,4-NOT SPECIFIED,4,MACHINERY,10,Clerk#000000347,1993-07-23,7153.58,4714,0,1
F,2-HIGH,2,FURNITURE,21,Clerk#000000603,1993-08-12,7157.21,481,4,1
F,3-MEDIUM,4,BUILDING,4,Clerk#000000412,1993-07-10,8375.26,5689,3,1
F,3-MEDIUM,2,AUTOMOBILE,18,Clerk#000000354,1993-08-12,6435.85,1819,3,1
F,5-LOW,1,HOUSEHOLD,2,Clerk#000000085,1993-09-23,5742.19,9403,1,1
F,1-URGENT,1,AUTOMOBILE,24,Clerk#000000209,1993-08-17,4534.39,4585,2,1
F,2-HIGH,0,HOUSEHOLD,15,Clerk#000000758,1993-09-08,-662.31,8059,4,1
F,3-MEDIUM,3,BUILDING,23,Clerk#000000205,1993-09-23,3863.78,8443,3,1
F,4-NOT SPECIFIED,3,FURNITURE,7,Clerk#000000939,1993-09-20,2920.22,14533,0,1
F,4-NOT SPECIFIED,3,AUTOMOBILE,22,Clerk#000000735,1993-08-29,2486.04,3076,0,1
F,1-URGENT,0,FURNITURE,14,Clerk#000000326,1993-09-11,7423.1,8696,2,1
F,2-HIGH,0,BUILDING,16,Clerk#000000160,1993-08-17,8310.48,14944,4,1
F,1-URGENT,1,MACHINERY,1,Clerk#000000129,1993-08-14,7865.66,2008,2,1
F,1-URGENT,2,HOUSEHOLD,9,Clerk#000000274,1993-07-17,3574.44,13858,2,1
F,1-URGENT,2,FURNITURE,9,Clerk#000000027,1993-08-24,6724.84,2986,2,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,8,Clerk#000000478,1993-07-14,8376.46,11182,0,1
F,3-MEDIUM,4,HOUSEHOLD,4,Clerk#000000477,1993-07-15,6568.55,3236,3,1
F,1-URGENT,2,MACHINERY,9,Clerk#000000674,1993-07-24,9583.63,12191,2,1
F,2-HIGH,3,BUILDING,7,Clerk#000000861,1993-07-04,2902.95,983,4,1
F,5-LOW,0,HOUSEHOLD,16,Clerk#000000596,1993-09-12,5733.27,11663,1,1
F,2-HIGH,3,HOUSEHOLD,19,Clerk#000000868,1993-08-08,-778.57,12115,4,1
F,2-HIGH,4,FURNITURE,20,Clerk#000000079,1993-08-01,-0.28,1741,4,1
F,2-HIGH,4,HOUSEHOLD,10,Clerk#000000849,1993-08-22,1953.4,8621,4,1
F,5-LOW,4,MACHINERY,10,Clerk#000000596,1993-07-01,7314.89,13727,1,1
F,2-HIGH,0,AUTOMOBILE,5,Clerk#000000646,1993-07-03,-446.72,3298,4,1
F,3-MEDIUM,4,HOUSEHOLD,4,Clerk#000000499,1993-09-29,7701.76,9743,3,1
F,2-HIGH,2,MACHINERY,21,Clerk#000000771,1993-09-08,3388.52,5606,4,1
F,5-LOW,2,MACHINERY,9,Clerk#000000901,1993-08-02,2916.91,3664,1,1
F,3-MEDIUM,1,AUTOMOBILE,2,Clerk#000000473,1993-09-08,-631.51,12080,3,1
F,5-LOW,2,BUILDING,8,Clerk#000000691,1993-08-01,4723.26,12280,1,1
F,3-MEDIUM,1,MACHINERY,24,Clerk#000000858,1993-09-01,5267.79,9335,3,1
F,4-NOT SPECIFIED,2,BUILDING,18,Clerk#000000074,1993-08-26,5133.48,13810,0,1
F,3-MEDIUM,4,HOUSEHOLD,20,Clerk#000000968,1993-08-08,1710.71,1609,3,1
F,1-URGENT,3,BUILDING,6,Clerk#000000700,1993-07-30,4751.74,8050,2,1
F,5-LOW,4,HOUSEHOLD,10,Clerk#000000258,1993-08-04,-154.45,10612,1,1
F,2-HIGH,1,FURNITURE,17,Clerk#000000757,1993-07-08,4495.93,5806,4,1
F,5-LOW,2,FURNITURE,21,Clerk#000000608,1993-09-23,2816.89,5860,1,1
F,5-LOW,4,AUTOMOBILE,10,Clerk#000000572,1993-07-08,3112.4,11974,1,1
F,2-HIGH,4,MACHINERY,13,Clerk#000000185,1993-08-15,3356.25,13411,4,1
F,2-HIGH,3,BUILDING,19,Clerk#000000181,1993-09-08,6699.79,10306,4,1
F,2-HIGH,4,AUTOMOBILE,11,Clerk#000000676,1993-07-23,9287.92,11240,4,1
F,1-URGENT,3,MACHINERY,7,Clerk#000000663,1993-07-31,2691.01,13982,2,1
F,2-HIGH,2,HOUSEHOLD,8,Clerk#000000704,1993-07-13,1899.42,4322,4,1
F,1-URGENT,3,BUILDING,22,Clerk#000000050,1993-07-15,432.22,3634,2,1
F,1-URGENT,0,HOUSEHOLD,5,Clerk#000000436,1993-09-04,5151.73,11899,2,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,17,Clerk#000000438,1993-07-03,4063.85,8746,0,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,21,Clerk#000000959,1993-07-05,4743.4,4480,0,1
F,2-HIGH,1,MACHINERY,24,Clerk#000000895,1993-07-25,7214.85,9980,4,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,12,Clerk#000000561,1993-08-02,7968.12,14011,0,1
F,1-URGENT,0,AUTOMOBILE,0,Clerk#000000613,1993-07-08,4011.87,9916,2,1
F,4-NOT SPECIFIED,2,MACHINERY,9,Clerk#000000713,1993-07-10,3398.55,1922,0,1
F,4-NOT SPECIFIED,3,BUILDING,22,Clerk#000000228,1993-08-27,8428.07,10831,0,1
F,2-HIGH,2,MACHINERY,9,Clerk#000000586,1993-07-02,7755.29,6077,4,1
F,2-HIGH,2,FURNITURE,21,Clerk#000000861,1993-09-23,9616.15,7216,4,1
F,2-HIGH,4,HOUSEHOLD,11,Clerk#000000806,1993-07-27,1378.67,502,4,1
F,3-MEDIUM,1,HOUSEHOLD,17,Clerk#000000037,1993-08-16,7027.56,14305,3,1
F,3-MEDIUM,4,BUILDING,13,Clerk#000000931,1993-08-25,4008.49,3212,3,1
F,3-MEDIUM,0,BUILDING,16,Clerk#000000669,1993-09-19,8310.48,14944,3,1
F,4-NOT SPECIFIED,1,MACHINERY,1,Clerk#000000679,1993-09-23,7944.22,556,0,1
F,3-MEDIUM,1,AUTOMOBILE,17,Clerk#000000462,1993-09-02,3246.17,4855,3,1
F,5-LOW,1,BUILDING,17,Clerk#000000015,1993-08-20,868.69,13144,1,1
F,5-LOW,0,FURNITURE,5,Clerk#000000542,1993-08-07,1158.35,6886,1,1
F,2-HIGH,2,FURNITURE,12,Clerk#000000750,1993-07-11,621.29,2789,4,1
F,5-LOW,4,HOUSEHOLD,10,Clerk#000000011,1993-07-02,8061.98,8041,1,1
F,2-HIGH,0,HOUSEHOLD,15,Clerk#000000476,1993-07-27,2770.66,5360,4,1
F,3-MEDIUM,4,FURNITURE,10,Clerk#000000131,1993-09-21,386.69,9781,3,1
F,5-LOW,3,BUILDING,23,Clerk#000000911,1993-08-31,1852.9,4796,1,1
F,5-LOW,0,HOUSEHOLD,14,Clerk#000000338,1993-07-01,4065.03,10405,1,1
F,1-URGENT,3,AUTOMOBILE,6,Clerk#000000294,1993-09-15,9309.97,7537,2,1
F,2-HIGH,0,HOUSEHOLD,0,Clerk#000000116,1993-08-25,-519.57,3428,4,1
F,3-MEDIUM,3,MACHINERY,19,Clerk#000000164,1993-07-11,1422.57,1360,3,1
F,1-URGENT,3,HOUSEHOLD,7,Clerk#000000151,1993-07-06,2468.65,4009,2,1
F,1-URGENT,0,BUILDING,14,Clerk#000000651,1993-08-05,6057.4,6562,2,1
F,5-LOW,1,HOUSEHOLD,24,Clerk#000000106,1993-09-16,5643.77,5551,1,1
F,2-HIGH,3,FURNITURE,23,Clerk#000000618,1993-07-26,4853.7,11482,4,1
F,3-MEDIUM,1,HOUSEHOLD,1,Clerk#000000785,1993-07-16,8164.56,3442,3,1
F,1-URGENT,1,HOUSEHOLD,24,Clerk#000000548,1993-09-06,9572.99,9397,2,1
F,3-MEDIUM,4,AUTOMOBILE,13,Clerk#000000752,1993-08-15,3734.68,5701,3,1
F,1-URGENT,1,HOUSEHOLD,1,Clerk#000000659,1993-09-12,9601.31,11090,2,1
F,5-LOW,2,AUTOMOBILE,9,Clerk#000000751,1993-07-09,2246.86,7498,1,1
F,5-LOW,0,BUILDING,0,Clerk#000000451,1993-09-27,702.73,1202,1,1
F,4-NOT SPECIFIED,4,FURNITURE,4,Clerk#000000060,1993-09-24,2634.54,4567,0,1
F,3-MEDIUM,4,MACHINERY,4,Clerk#000000062,1993-07-28,2512.1,14234,3,1
F,4-NOT SPECIFIED,2,FURNITURE,18,Clerk#000000902,1993-07-28,8429.33,1220,0,1
F,5-LOW,1,BUILDING,17,Clerk#000000285,1993-08-07,6236.13,13420,1,1
F,1-URGENT,3,FURNITURE,22,Clerk#000000036,1993-08-26,3835.31,4877,2,1
F,5-LOW,1,AUTOMOBILE,3,Clerk#000000707,1993-08-13,9008.61,226,1,1
F,5-LOW,4,AUTOMOBILE,20,Clerk#000000777,1993-08-16,4882.5,11854,1,1
F,2-HIGH,4,AUTOMOBILE,13,Clerk#000000292,1993-07-14,5322.1,11302,4,1
F,5-LOW,3,HOUSEHOLD,22,Clerk#000000588,1993-07-28,2887.08,8011,1,1
F,2-HIGH,1,MACHINERY,24,Clerk#000000733,1993-09-29,4758.15,4043,4,1
F,2-HIGH,3,HOUSEHOLD,19,Clerk#000000908,1993-08-11,1866.42,424,4,1
F,3-MEDIUM,3,HOUSEHOLD,6,Clerk#000000331,1993-07-17,9651.06,13787,3,1
F,2-HIGH,3,BUILDING,6,Clerk#000000258,1993-08-31,2447.7,5044,4,1
F,4-NOT SPECIFIED,0,FURNITURE,15,Clerk#000000867,1993-07-16,273.34,11263,0,1
F,1-URGENT,3,HOUSEHOLD,19,Clerk#000000166,1993-08-21,1866.42,424,2,1
F,2-HIGH,0,AUTOMOBILE,0,Clerk#000000859,1993-08-15,7659.72,896,4,1
F,2-HIGH,3,FURNITURE,7,Clerk#000000110,1993-08-06,8067.18,3292,4,1
F,1-URGENT,4,BUILDING,13,Clerk#000000033,1993-07-05,-879.29,1726,2,1
F,3-MEDIUM,2,BUILDING,12,Clerk#000000625,1993-08-02,2217.58,7693,3,1
F,2-HIGH,0,AUTOMOBILE,14,Clerk#000000820,1993-07-29,3165.59,2503,4,1
F,5-LOW,4,MACHINERY,11,Clerk#000000507,1993-09-17,4511.88,11638,1,1
F,3-MEDIUM,1,FURNITURE,24,Clerk#000000236,1993-07-26,5040.68,14899,3,1
F,3-MEDIUM,1,AUTOMOBILE,1,Clerk#000000893,1993-09-18,2737.71,12205,3,1
F,2-HIGH,4,FURNITURE,10,Clerk#000000900,1993-07-17,3866.61,11876,4,1
F,5-LOW,4,AUTOMOBILE,13,Clerk#000000851,1993-09-15,4393.67,5989,1,1
F,1-URGENT,0,BUILDING,16,Clerk#000000630,1993-07-15,-532.13,6877,2,1
F,4-NOT SPECIFIED,2,FURNITURE,9,Clerk#000000623,1993-07-15,1848.28,5641,0,1
F,3-MEDIUM,2,MACHINERY,8,Clerk#000000298,1993-09-07,8917.55,10153,3,1
F,3-MEDIUM,2,AUTOMOBILE,18,Clerk#000000714,1993-08-01,1842.49,124,3,1
F,5-LOW,2,FURNITURE,18,Clerk#000000259,1993-07-15,5116.58,10280,1,1
F,5-LOW,3,MACHINERY,23,Clerk#000000504,1993-08-03,133.08,3074,1,1
F,1-URGENT,2,AUTOMOBILE,12,Clerk#000000760,1993-07-14,2082.32,14629,2,1
F,2-HIGH,0,BUILDING,15,Clerk#000000614,1993-08-29,4011.18,814,4,1
F,4-NOT SPECIFIED,4,BUILDING,4,Clerk#000000289,1993-08-27,5266.67,8131,0,1
F,1-URGENT,4,AUTOMOBILE,20,Clerk#000000784,1993-09-29,7580.58,9292,2,1
F,1-URGENT,0,MACHINERY,15,Clerk#000000351,1993-07-21,1778.24,7522,2,1
F,3-MEDIUM,4,FURNITURE,11,Clerk#000000479,1993-09-07,7099.66,12098,3,1
F,4-NOT SPECIFIED,0,BUILDING,0,Clerk#000000179,1993-09-07,1228.47,5503,0,1
F,2-HIGH,1,BUILDING,17,Clerk#000000453,1993-08-06,3923.83,3616,4,1
F,1-URGENT,2,MACHINERY,12,Clerk#000000912,1993-09-13,5617.29,9713,2,1
F,5-LOW,4,AUTOMOBILE,20,Clerk#000000503,1993-09-11,2944.76,4756,1,1
F,5-LOW,0,MACHINERY,0,Clerk#000000662,1993-09-16,25.16,2921,1,1
F,2-HIGH,4,HOUSEHOLD,11,Clerk#000000403,1993-08-01,8292.57,10753,4,1
F,1-URGENT,2,FURNITURE,9,Clerk#000000140,1993-08-13,4286.94,406,2,1
F,2-HIGH,0,BUILDING,16,Clerk#000000672,1993-08-14,-532.13,6877,4,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,9,Clerk#000000195,1993-07-11,2143.97,6043,0,1
F,1-URGENT,1,HOUSEHOLD,24,Clerk#000000344,1993-08-10,5026.36,8479,2,1
F,3-MEDIUM,3,FURNITURE,19,Clerk#000000267,1993-08-28,4771.24,13267,3,1
F,3-MEDIUM,0,BUILDING,0,Clerk#000000615,1993-08-08,4804.86,7114,3,1
F,3-MEDIUM,3,MACHINERY,22,Clerk#000000073,1993-09-04,8735.19,11479,3,1
F,5-LOW,3,BUILDING,23,Clerk#000000522,1993-09-16,9187.28,11701,1,1
F,1-URGENT,3,HOUSEHOLD,7,Clerk#000000245,1993-08-21,5255.24,9716,2,1
F,1-URGENT,2,HOUSEHOLD,18,Clerk#000000812,1993-09-03,8118.57,14776,2,1
F,2-HIGH,4,BUILDING,11,Clerk#000000959,1993-08-26,9755.13,8938,4,1
F,4-NOT SPECIFIED,0,BUILDING,5,Clerk#000000582,1993-09-06,3750.2,10675,0,1
F,2-HIGH,2,MACHINERY,21,Clerk#000000099,1993-09-02,1175.13,2137,4,1
F,1-URGENT,1,AUTOMOBILE,3,Clerk#000000026,1993-07-25,7268.86,10834,2,1
F,3-MEDIUM,1,AUTOMOBILE,2,Clerk#000000706,1993-07-11,2888.75,7057,3,1
F,3-MEDIUM,0,MACHINERY,5,Clerk#000000384,1993-07-07,3897.95,4670,3,1
F,5-LOW,0,HOUSEHOLD,15,Clerk#000000740,1993-08-15,3527.24,4303,1,1
F,1-URGENT,3,MACHINERY,7,Clerk#000000223,1993-09-13,6817.5,14771,2,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,13,Clerk#000000852,1993-07-26,7140.7,6964,0,1
F,1-URGENT,0,BUILDING,5,Clerk#000000361,1993-07-06,5210.86,7199,2,1
F,3-MEDIUM,3,MACHINERY,22,Clerk#000000638,1993-08-02,9817.23,8023,3,1
F,4-NOT SPECIFIED,2,BUILDING,12,Clerk#000000142,1993-09-14,-455.22,2071,0,1
F,5-LOW,0,FURNITURE,5,Clerk#000000571,1993-07-19,-682.44,3155,1,1
F,5-LOW,2,BUILDING,12,Clerk#000000888,1993-08-17,89.69,6631,1,1
F,3-MEDIUM,3,MACHINERY,7,Clerk#000000239,1993-08-12,-121.66,3139,3,1
F,3-MEDIUM,1,BUILDING,24,Clerk#000000169,1993-07-08,9108.44,6664,3,1
F,5-LOW,0,MACHINERY,5,Clerk#000000548,1993-07-17,1121.2,11431,1,1
F,3-MEDIUM,0,BUILDING,14,Clerk#000000285,1993-07-22,5326.64,2002,3,1
F,2-HIGH,2,HOUSEHOLD,9,Clerk#000000458,1993-09-15,8284.21,8302,4,1
F,5-LOW,3,MACHINERY,23,Clerk#000000288,1993-07-10,6592.27,5341,1,1
F,4-NOT SPECIFIED,4,MACHINERY,13,Clerk#000000217,1993-07-09,1642.07,13637,0,1
F,5-LOW,0,HOUSEHOLD,5,Clerk#000000518,1993-07-15,7125.35,5530,1,1
F,4-NOT SPECIFIED,2,MACHINERY,9,Clerk#000000570,1993-09-29,9280.44,5153,0,1
F,4-NOT SPECIFIED,4,FURNITURE,4,Clerk#000000607,1993-09-24,7654.31,199,0,1
F,3-MEDIUM,3,BUILDING,7,Clerk#000000518,1993-08-15,2783.89,10765,3,1
F,2-HIGH,2,BUILDING,8,Clerk#000000061,1993-07-07,5244.28,6715,4,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,20,Clerk#000000592,1993-08-18,4515.01,6472,0,1
F,3-MEDIUM,4,BUILDING,20,Clerk#000000837,1993-08-12,3951.11,3160,3,1
F,4-NOT SPECIFIED,1,BUILDING,17,Clerk#000000812,1993-07-21,6632.75,10930,0,1
F,3-MEDIUM,0,AUTOMOBILE,16,Clerk#000000130,1993-09-18,2249.33,11203,3,1
F,5-LOW,1,MACHINERY,24,Clerk#000000809,1993-09-04,8975.35,14852,1,1
F,3-MEDIUM,4,HOUSEHOLD,10,Clerk#000000195,1993-07-04,2538.76,7843,3,1
F,5-LOW,1,BUILDING,24,Clerk#000000500,1993-07-20,1823.19,9140,1,1
F,3-MEDIUM,4,FURNITURE,13,Clerk#000000083,1993-08-27,-375.76,176,3,1
F,3-MEDIUM,0,MACHINERY,16,Clerk#000000429,1993-09-10,3625.11,8734,3,1
F,4-NOT SPECIFIED,0,FURNITURE,0,Clerk#000000905,1993-09-06,7811.92,12145,0,1
F,2-HIGH,0,MACHINERY,15,Clerk#000000041,1993-09-04,1666.07,1064,4,1
F,1-URGENT,0,MACHINERY,14,Clerk#000000175,1993-08-01,7091.62,4321,2,1
F,4-NOT SPECIFIED,0,BUILDING,14,Clerk#000000466,1993-08-27,4008.08,12340,0,1
F,2-HIGH,2,AUTOMOBILE,12,Clerk#000000422,1993-07-01,-909.83,7051,4,1
F,2-HIGH,3,BUILDING,7,Clerk#000000357,1993-07-29,4409.7,1483,4,1
F,1-URGENT,0,BUILDING,0,Clerk#000000357,1993-08-14,-566.86,754,2,1
F,1-URGENT,2,BUILDING,12,Clerk#000000600,1993-08-11,2587.36,1715,2,1
F,5-LOW,0,AUTOMOBILE,5,Clerk#000000890,1993-08-05,2176.62,10327,1,1
F,2-HIGH,4,AUTOMOBILE,13,Clerk#000000520,1993-07-07,6123.69,1456,4,1
F,3-MEDIUM,1,MACHINERY,1,Clerk#000000547,1993-09-18,4516.98,7763,3,1
F,5-LOW,3,BUILDING,23,Clerk#000000944,1993-09-19,1409.67,6857,1,1
F,1-URGENT,4,MACHINERY,11,Clerk#000000931,1993-08-02,685,13498,2,1
F,5-LOW,2,HOUSEHOLD,9,Clerk#000000222,1993-09-27,9021.18,3070,1,1
F,1-URGENT,2,HOUSEHOLD,21,Clerk#000000013,1993-09-16,3779.88,14338,2,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,20,Clerk#000000976,1993-09-17,-395.89,871,0,1
F,5-LOW,1,AUTOMOBILE,3,Clerk#000000816,1993-07-11,9100.37,6706,1,1
F,1-URGENT,0,BUILDING,0,Clerk#000000848,1993-07-25,-850.49,7948,2,1
F,5-LOW,4,HOUSEHOLD,10,Clerk#000000591,1993-08-22,1521.11,9815,1,1
F,3-MEDIUM,2,HOUSEHOLD,18,Clerk#000000727,1993-09-21,5172.53,1679,3,1
F,3-MEDIUM,2,BUILDING,21,Clerk#000000492,1993-09-11,2012.52,9256,3,1
F,1-URGENT,0,HOUSEHOLD,15,Clerk#000000772,1993-07-23,7584.92,1861,2,1
F,2-HIGH,1,BUILDING,17,Clerk#000000585,1993-07-28,7037.21,13504,4,1
F,1-URGENT,2,FURNITURE,18,Clerk#000000123,1993-08-20,4732.42,2149,2,1
F,3-MEDIUM,4,AUTOMOBILE,20,Clerk#000000687,1993-08-20,1736.86,9145,3,1
F,3-MEDIUM,4,FURNITURE,10,Clerk#000000155,1993-08-18,5106.61,14662,3,1
F,5-LOW,4,HOUSEHOLD,13,Clerk#000000942,1993-07-07,9955.66,6586,1,1
F,1-URGENT,0,HOUSEHOLD,16,Clerk#000000516,1993-09-17,4435.25,8140,2,1
F,1-URGENT,1,AUTOMOBILE,3,Clerk#000000891,1993-08-04,974.65,14792,2,1
F,2-HIGH,1,FURNITURE,17,Clerk#000000618,1993-08-16,6363.94,11587,4,1
F,3-MEDIUM,3,MACHINERY,23,Clerk#000000517,1993-07-10,341.1,1877,3,1
F,5-LOW,2,MACHINERY,12,Clerk#000000722,1993-09-10,3324.12,11051,1,1
F,3-MEDIUM,0,HOUSEHOLD,16,Clerk#000000092,1993-07-16,4085.85,1663,3,1
F,2-HIGH,1,FURNITURE,1,Clerk#000000095,1993-09-24,3639.62,11902,4,1
F,2-HIGH,3,AUTOMOBILE,7,Clerk#000000812,1993-09-21,9386.5,2491,4,1
F,2-HIGH,1,BUILDING,2,Clerk#000000764,1993-08-18,5062.48,7364,4,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,14,Clerk#000000350,1993-08-04,3204.63,12001,0,1
F,5-LOW,4,MACHINERY,13,Clerk#000000750,1993-09-15,2048.44,6439,1,1
F,5-LOW,2,FURNITURE,8,Clerk#000000185,1993-07-08,1515.06,12946,1,1
F,5-LOW,0,BUILDING,14,Clerk#000000445,1993-09-24,4008.08,12340,1,1
F,1-URGENT,4,BUILDING,13,Clerk#000000475,1993-09-24,6160.82,2228,2,1
F,5-LOW,0,AUTOMOBILE,0,Clerk#000000322,1993-07-16,8896.24,5449,1,1
F,2-HIGH,3,FURNITURE,7,Clerk#000000028,1993-08-10,9288.13,5033,4,1
F,2-HIGH,3,MACHINERY,22,Clerk#000000434,1993-08-12,3600.81,12586,4,1
F,3-MEDIUM,0,FURNITURE,15,Clerk#000000304,1993-08-14,273.34,11263,3,1
F,2-HIGH,0,AUTOMOBILE,15,Clerk#000000272,1993-07-02,3832.17,2548,4,1
F,4-NOT SPECIFIED,2,FURNITURE,21,Clerk#000000249,1993-07-01,1987.6,7096,0,1
F,1-URGENT,3,HOUSEHOLD,23,Clerk#000000998,1993-09-12,7980.77,5371,2,1
F,4-NOT SPECIFIED,4,MACHINERY,4,Clerk#000000637,1993-09-24,6315.08,13426,0,1
F,4-NOT SPECIFIED,0,MACHINERY,5,Clerk#000000613,1993-09-04,-44.66,358,0,1
F,1-URGENT,0,AUTOMOBILE,16,Clerk#000000857,1993-07-13,8936.4,10646,2,1
F,5-LOW,1,HOUSEHOLD,1,Clerk#000000634,1993-09-21,2911.8,10024,1,1
F,2-HIGH,1,FURNITURE,24,Clerk#000000291,1993-09-08,4320.77,10549,4,1
F,1-URGENT,3,BUILDING,7,Clerk#000000881,1993-09-21,1240.9,2393,2,1
F,5-LOW,2,FURNITURE,12,Clerk#000000680,1993-07-17,9922.63,13745,1,1
