o_orderstatus,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,o_orderdate,l_commitdate,l_shipdate,l_receiptdate,groupcol,aggcol
O,DELIVER IN PERSON,2,Manufacturer#3,1-URGENT,2,HOUSEHOLD,REG AIR,3,0.02,1996-11-20,1997-02-04,1997-03-20,1997-04-18,0,48
F,NONE,0,Manufacturer#4,5-LOW,3,FURNITURE,MAIL,2,0.07,1992-04-26,1992-07-24,1992-08-18,1992-09-04,2,24
F,DELIVER IN PERSON,1,Manufacturer#4,5-LOW,3,FURNITURE,FOB,1,0.02,1992-04-26,1992-06-06,1992-06-26,1992-07-03,1,12
F,TAKE BACK RETURN,3,Manufacturer#3,5-LOW,3,FURNITURE,TRUCK,3,0.01,1992-04-26,1992-05-31,1992-04-30,1992-05-14,2,2
O,COLLECT COD,0,Manufacturer#2,2-HIGH,1,MACHINERY,FOB,2,0.01,1996-07-11,1996-09-09,1996-07-23,1996-08-07,0,20
O,COLLECT COD,1,Manufacturer#1,2-HIGH,1,MACHINERY,FOB,4,0.08,1996-07-11,1996-09-26,1996-09-24,1996-10-20,0,26
O,COLLECT COD,1,Manufacturer#3,2-HIGH,1,MACHINERY,MAIL,3,0.08,1996-07-11,1996-08-18,1996-07-16,1996-07-23,0,21
O,TAKE BACK RETURN,3,Manufacturer#3,2-HIGH,1,MACHINERY,FOB,1,0.07,1996-07-11,1996-08-30,1996-09-15,1996-09-20,0,21
O,NONE,2,Manufacturer#1,2-HIGH,1,MACHINERY,RAIL,5,0.07,1996-07-11,1996-09-29,1996-08-29,1996-09-09,0,37
F,TAKE BACK RETURN,2,Manufacturer#3,3-MEDIUM,3,FURNITURE,REG AIR,6,0.05,1993-05-31,1993-06-30,1993-08-08,1993-08-16,2,22
F,COLLECT COD,0,Manufacturer#4,3-MEDIUM,3,FURNITURE,MAIL,2,0.07,1993-05-31,1993-08-02,1993-06-08,1993-06-28,1,25
F,TAKE BACK RETURN,2,Manufacturer#5,3-MEDIUM,3,FURNITURE,RAIL,5,0.01,1993-05-31,1993-08-21,1993-07-06,1993-07-15,1,30
F,TAKE BACK RETURN,2,Manufacturer#4,3-MEDIUM,3,FURNITURE,AIR,4,0,1993-05-31,1993-07-30,1993-07-24,1993-07-26,2,25
F,COLLECT COD,1,Manufacturer#2,3-MEDIUM,3,FURNITURE,FOB,1,0.07,1993-05-31,1993-08-11,1993-07-29,1993-08-17,1,40
F,TAKE BACK RETURN,0,Manufacturer#2,3-MEDIUM,3,FURNITURE,SHIP,3,0.04,1993-05-31,1993-07-03,1993-06-19,1993-07-05,1,22
F,NONE,0,Manufacturer#3,1-URGENT,4,FURNITURE,RAIL,7,0.05,1992-01-14,1992-02-23,1992-05-08,1992-05-25,1,49
F,COLLECT COD,1,Manufacturer#1,1-URGENT,4,FURNITURE,FOB,2,0.06,1992-01-14,1992-03-19,1992-02-12,1992-03-07,2,31
F,COLLECT COD,0,Manufacturer#1,1-URGENT,4,FURNITURE,REG AIR,5,0.02,1992-01-14,1992-03-18,1992-03-26,1992-04-01,1,31
F,COLLECT COD,4,Manufacturer#1,1-URGENT,4,FURNITURE,FOB,4,0.08,1992-01-14,1992-04-13,1992-03-07,1992-04-03,1,26
F,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,4,FURNITURE,AIR,6,0.06,1992-01-14,1992-03-22,1992-01-19,1992-02-06,2,42
F,COLLECT COD,2,Manufacturer#2,1-URGENT,4,FURNITURE,AIR,1,0.07,1992-01-14,1992-02-25,1992-03-21,1992-04-03,1,31
F,NONE,1,Manufacturer#3,1-URGENT,4,FURNITURE,TRUCK,3,0.04,1992-01-14,1992-03-24,1992-02-02,1992-02-05,2,21
O,NONE,1,Manufacturer#2,3-MEDIUM,4,BUILDING,SHIP,1,0.01,1997-09-20,1997-11-25,1997-12-01,1997-12-31,0,7
O,TAKE BACK RETURN,0,Manufacturer#4,3-MEDIUM,4,BUILDING,FOB,2,0.01,1997-09-20,1997-12-13,1997-12-30,1998-01-16,0,43
O,COLLECT COD,1,Manufacturer#5,5-LOW,4,FURNITURE,AIR,1,0.08,1995-05-27,1995-07-22,1995-06-29,1995-07-19,0,49
O,DELIVER IN PERSON,3,Manufacturer#1,2-HIGH,0,BUILDING,TRUCK,1,0,1997-07-30,1997-09-18,1997-09-25,1997-10-15,0,10
O,TAKE BACK RETURN,1,Manufacturer#4,2-HIGH,0,BUILDING,FOB,3,0.07,1997-07-30,1997-10-26,1997-11-01,1997-11-04,0,33
O,NONE,1,Manufacturer#1,2-HIGH,0,BUILDING,FOB,4,0.06,1997-07-30,1997-09-10,1997-08-10,1997-08-13,0,13
O,COLLECT COD,3,Manufacturer#3,2-HIGH,0,BUILDING,MAIL,2,0.07,1997-07-30,1997-09-20,1997-09-20,1997-10-03,0,24
O,NONE,2,Manufacturer#2,5-LOW,3,BUILDING,SHIP,1,0.01,1996-09-19,1996-10-27,1996-11-06,1996-11-12,0,50
O,NONE,3,Manufacturer#3,5-LOW,1,HOUSEHOLD,SHIP,1,0.05,1997-05-06,1997-07-29,1997-08-12,1997-08-14,0,27
O,NONE,0,Manufacturer#1,5-LOW,1,HOUSEHOLD,REG AIR,2,0.03,1997-05-06,1997-07-22,1997-05-16,1997-05-26,0,26
F,NONE,0,Manufacturer#2,5-LOW,1,HOUSEHOLD,AIR,5,0,1993-09-16,1993-11-18,1993-09-27,1993-10-21,2,46
F,COLLECT COD,1,Manufacturer#1,5-LOW,1,HOUSEHOLD,AIR,4,0.01,1993-09-16,1993-12-08,1993-10-02,1993-10-05,1,50
F,TAKE BACK RETURN,3,Manufacturer#2,5-LOW,1,HOUSEHOLD,MAIL,2,0.07,1993-09-16,1993-12-07,1994-01-08,1994-02-05,1,49
F,DELIVER IN PERSON,3,Manufacturer#5,5-LOW,1,HOUSEHOLD,RAIL,6,0.01,1993-09-16,1993-10-16,1993-10-09,1993-10-30,2,10
F,NONE,1,Manufacturer#3,5-LOW,1,HOUSEHOLD,TRUCK,7,0.01,1993-09-16,1993-11-14,1993-11-19,1993-12-06,1,34
F,TAKE BACK RETURN,1,Manufacturer#1,5-LOW,1,HOUSEHOLD,TRUCK,1,0.03,1993-09-16,1993-12-14,1993-12-01,1993-12-26,2,36
F,NONE,0,Manufacturer#3,5-LOW,1,HOUSEHOLD,AIR,3,0.01,1993-09-16,1993-11-14,1993-12-30,1994-01-22,2,32
O,COLLECT COD,3,Manufacturer#2,2-HIGH,3,MACHINERY,RAIL,6,0.06,1995-07-06,1995-10-02,1995-10-06,1995-10-24,0,5
O,COLLECT COD,2,Manufacturer#1,2-HIGH,3,MACHINERY,MAIL,4,0.06,1995-07-06,1995-09-10,1995-10-29,1995-10-30,0,26
O,DELIVER IN PERSON,4,Manufacturer#3,2-HIGH,3,MACHINERY,AIR,3,0.08,1995-07-06,1995-08-11,1995-08-22,1995-08-25,0,5
O,TAKE BACK RETURN,2,Manufacturer#4,2-HIGH,3,MACHINERY,AIR,5,0.03,1995-07-06,1995-08-21,1995-08-14,1995-09-04,0,27
O,COLLECT COD,1,Manufacturer#1,2-HIGH,3,MACHINERY,SHIP,7,0.03,1995-07-06,1995-08-11,1995-07-27,1995-08-18,0,43
O,DELIVER IN PERSON,2,Manufacturer#4,2-HIGH,3,MACHINERY,SHIP,1,0.06,1995-07-06,1995-10-04,1995-10-03,1995-10-14,0,25
O,COLLECT COD,3,Manufacturer#1,2-HIGH,3,MACHINERY,TRUCK,2,0.03,1995-07-06,1995-08-09,1995-09-20,1995-10-06,0,28
F,COLLECT COD,1,Manufacturer#2,3-MEDIUM,1,FURNITURE,REG AIR,2,0.01,1995-02-17,1995-05-04,1995-03-16,1995-04-06,1,9
F,TAKE BACK RETURN,2,Manufacturer#2,3-MEDIUM,1,FURNITURE,REG AIR,1,0.06,1995-02-17,1995-04-03,1995-05-21,1995-05-30,1,27
F,DELIVER IN PERSON,1,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,MAIL,4,0.02,1993-11-20,1994-02-05,1994-03-12,1994-03-27,2,3
F,NONE,1,Manufacturer#2,4-NOT SPECIFIED,4,BUILDING,MAIL,5,0.08,1993-11-20,1994-02-03,1994-01-05,1994-02-03,1,5
F,TAKE BACK RETURN,3,Manufacturer#2,4-NOT SPECIFIED,4,BUILDING,SHIP,1,0.08,1993-11-20,1994-01-09,1994-01-27,1994-02-09,1,7
F,NONE,1,Manufacturer#2,4-NOT SPECIFIED,4,BUILDING,SHIP,2,0.02,1993-11-20,1994-02-05,1993-11-24,1993-12-06,2,46
F,DELIVER IN PERSON,1,Manufacturer#3,4-NOT SPECIFIED,4,BUILDING,REG AIR,6,0.04,1993-11-20,1994-02-02,1994-02-13,1994-02-23,1,37
F,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,4,BUILDING,AIR,3,0.01,1993-11-20,1994-01-10,1993-12-09,1993-12-13,2,5
F,TAKE BACK RETURN,2,Manufacturer#4,4-NOT SPECIFIED,4,MACHINERY,SHIP,3,0.06,1993-08-16,1993-09-29,1993-09-04,1993-09-07,2,28
F,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,4,MACHINERY,SHIP,1,0.04,1993-08-16,1993-10-02,1993-10-20,1993-11-15,2,49
F,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,4,MACHINERY,AIR,2,0,1993-08-16,1993-09-24,1993-09-03,1993-09-07,1,15
F,COLLECT COD,4,Manufacturer#4,2-HIGH,3,MACHINERY,MAIL,2,0.03,1992-11-11,1993-01-15,1992-12-07,1992-12-31,1,34
F,COLLECT COD,4,Manufacturer#4,2-HIGH,3,MACHINERY,TRUCK,1,0.05,1992-11-11,1992-12-13,1992-12-26,1993-01-17,2,48
O,COLLECT COD,3,Manufacturer#5,4-NOT SPECIFIED,0,BUILDING,TRUCK,1,0.05,1996-07-24,1996-10-20,1996-10-06,1996-10-14,0,18
O,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,0,BUILDING,MAIL,4,0.01,1996-07-24,1996-08-29,1996-11-14,1996-11-21,0,45
O,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,0,BUILDING,RAIL,3,0.01,1996-07-24,1996-08-30,1996-11-20,1996-11-21,0,5
O,NONE,2,Manufacturer#3,4-NOT SPECIFIED,0,BUILDING,TRUCK,2,0.05,1996-07-24,1996-09-08,1996-10-16,1996-11-06,0,32
O,COLLECT COD,1,Manufacturer#2,1-URGENT,0,AUTOMOBILE,MAIL,3,0.01,1996-12-04,1997-02-18,1997-03-16,1997-04-04,0,2
O,NONE,1,Manufacturer#5,1-URGENT,0,AUTOMOBILE,SHIP,5,0.01,1996-12-04,1997-01-27,1996-12-15,1996-12-19,0,48
O,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,0,AUTOMOBILE,REG AIR,4,0.07,1996-12-04,1997-01-15,1997-01-11,1997-02-07,0,16
O,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,0,AUTOMOBILE,RAIL,2,0.02,1996-12-04,1997-02-08,1997-03-14,1997-04-11,0,35
O,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,0,AUTOMOBILE,TRUCK,1,0.07,1996-12-04,1997-01-18,1997-03-12,1997-04-09,0,21
O,NONE,2,Manufacturer#5,4-NOT SPECIFIED,0,FURNITURE,AIR,1,0.02,1998-04-15,1998-05-27,1998-06-02,1998-06-12,0,1
O,NONE,3,Manufacturer#5,4-NOT SPECIFIED,0,FURNITURE,SHIP,4,0.08,1998-04-15,1998-07-05,1998-05-31,1998-06-07,0,32
O,NONE,0,Manufacturer#3,4-NOT SPECIFIED,0,FURNITURE,MAIL,2,0.05,1998-04-15,1998-06-07,1998-05-29,1998-06-08,0,3
O,COLLECT COD,4,Manufacturer#3,4-NOT SPECIFIED,0,FURNITURE,SHIP,3,0.08,1998-04-15,1998-07-02,1998-08-10,1998-09-01,0,44
F,DELIVER IN PERSON,0,Manufacturer#2,3-MEDIUM,0,AUTOMOBILE,AIR,1,0.03,1992-11-28,1992-12-31,1993-01-14,1993-01-17,2,4
F,TAKE BACK RETURN,3,Manufacturer#5,3-MEDIUM,0,AUTOMOBILE,MAIL,3,0.07,1992-11-28,1993-01-15,1993-02-05,1993-02-18,1,14
F,TAKE BACK RETURN,0,Manufacturer#2,3-MEDIUM,0,AUTOMOBILE,RAIL,2,0.07,1992-11-28,1993-01-20,1992-12-25,1992-12-31,2,2
F,DELIVER IN PERSON,1,Manufacturer#3,1-URGENT,1,HOUSEHOLD,RAIL,7,0.01,1992-09-25,1992-12-16,1992-10-14,1992-11-07,1,23
F,TAKE BACK RETURN,2,Manufacturer#1,1-URGENT,1,HOUSEHOLD,RAIL,6,0.04,1992-09-25,1992-10-28,1992-11-01,1992-11-10,2,44
F,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,1,HOUSEHOLD,AIR,4,0.08,1992-09-25,1992-11-12,1992-12-11,1992-12-19,1,27
F,NONE,4,Manufacturer#1,1-URGENT,1,HOUSEHOLD,TRUCK,2,0.01,1992-09-25,1992-12-23,1993-01-08,1993-02-06,1,6
F,TAKE BACK RETURN,3,Manufacturer#5,1-URGENT,1,HOUSEHOLD,AIR,3,0.07,1992-09-25,1992-10-25,1992-11-24,1992-12-11,2,16
F,DELIVER IN PERSON,4,Manufacturer#4,1-URGENT,1,HOUSEHOLD,RAIL,1,0.08,1992-09-25,1992-11-27,1992-12-19,1993-01-14,1,29
F,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,1,HOUSEHOLD,SHIP,5,0.07,1992-09-25,1992-12-06,1992-10-24,1992-11-12,1,7
O,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,2,HOUSEHOLD,FOB,2,0,1998-03-08,1998-05-05,1998-03-27,1998-04-25,0,7
O,DELIVER IN PERSON,1,Manufacturer#4,4-NOT SPECIFIED,2,HOUSEHOLD,RAIL,1,0.04,1998-03-08,1998-05-11,1998-04-15,1998-04-16,0,29
F,TAKE BACK RETURN,2,Manufacturer#2,5-LOW,3,FURNITURE,FOB,4,0.08,1994-01-23,1994-03-06,1994-05-19,1994-05-29,2,46
F,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,3,FURNITURE,RAIL,1,0.05,1994-01-23,1994-04-21,1994-04-05,1994-05-01,1,45
F,TAKE BACK RETURN,4,Manufacturer#5,5-LOW,3,FURNITURE,TRUCK,3,0.05,1994-01-23,1994-04-05,1994-05-15,1994-05-24,2,6
F,COLLECT COD,3,Manufacturer#4,5-LOW,3,FURNITURE,TRUCK,2,0.06,1994-01-23,1994-03-19,1994-04-10,1994-05-04,1,31
F,DELIVER IN PERSON,4,Manufacturer#4,5-LOW,3,FURNITURE,REG AIR,4,0.02,1994-07-14,1994-08-16,1994-08-25,1994-09-24,1,1
F,DELIVER IN PERSON,0,Manufacturer#3,5-LOW,3,FURNITURE,FOB,2,0.05,1994-07-14,1994-10-04,1994-07-16,1994-08-09,1,5
F,TAKE BACK RETURN,2,Manufacturer#2,5-LOW,3,FURNITURE,RAIL,1,0.02,1994-07-14,1994-08-21,1994-08-06,1994-08-10,2,44
F,NONE,3,Manufacturer#1,5-LOW,3,FURNITURE,TRUCK,3,0.07,1994-07-14,1994-09-20,1994-10-04,1994-10-09,2,26
F,NONE,2,Manufacturer#4,5-LOW,3,FURNITURE,RAIL,5,0.02,1994-07-14,1994-08-15,1994-08-08,1994-09-03,1,10
F,COLLECT COD,1,Manufacturer#2,5-LOW,3,FURNITURE,MAIL,6,0.07,1994-07-14,1994-08-23,1994-08-06,1994-09-02,2,48
F,NONE,3,Manufacturer#3,4-NOT SPECIFIED,2,MACHINERY,RAIL,1,0.04,1994-04-05,1994-06-15,1994-07-08,1994-07-11,2,48
F,NONE,0,Manufacturer#2,3-MEDIUM,0,FURNITURE,RAIL,1,0.02,1994-11-19,1995-02-17,1994-11-24,1994-12-04,1,32
O,TAKE BACK RETURN,0,Manufacturer#1,4-NOT SPECIFIED,2,BUILDING,AIR,3,0,1996-11-21,1997-02-11,1997-01-16,1997-02-09,0,6
O,DELIVER IN PERSON,3,Manufacturer#3,4-NOT SPECIFIED,2,BUILDING,TRUCK,4,0.01,1996-11-21,1997-01-08,1997-01-14,1997-02-04,0,24
O,NONE,2,Manufacturer#1,4-NOT SPECIFIED,2,BUILDING,RAIL,1,0.07,1996-11-21,1997-01-03,1996-12-10,1997-01-03,0,27
O,TAKE BACK RETURN,2,Manufacturer#4,4-NOT SPECIFIED,2,BUILDING,FOB,2,0.04,1996-11-21,1997-02-06,1997-01-26,1997-02-13,0,32
O,DELIVER IN PERSON,1,Manufacturer#3,3-MEDIUM,1,MACHINERY,REG AIR,2,0,1998-07-22,1998-09-09,1998-09-01,1998-09-02,0,9
F,DELIVER IN PERSON,0,Manufacturer#1,1-URGENT,1,AUTOMOBILE,REG AIR,2,0.01,1993-09-21,1993-12-02,1993-12-26,1994-01-12,1,1
F,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,1,AUTOMOBILE,MAIL,3,0.03,1993-09-21,1993-11-24,1993-10-23,1993-10-24,2,25
F,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,1,AUTOMOBILE,FOB,1,0.02,1993-09-21,1993-11-18,1993-11-05,1993-11-28,1,25
F,DELIVER IN PERSON,1,Manufacturer#5,3-MEDIUM,3,AUTOMOBILE,REG AIR,6,0.05,1994-12-18,1995-03-11,1995-02-10,1995-02-14,1,22
F,TAKE BACK RETURN,0,Manufacturer#4,3-MEDIUM,3,AUTOMOBILE,SHIP,3,0.06,1994-12-18,1995-01-25,1995-04-06,1995-04-13,1,41
F,TAKE BACK RETURN,0,Manufacturer#5,3-MEDIUM,3,AUTOMOBILE,MAIL,7,0,1994-12-18,1995-01-30,1995-03-18,1995-03-28,1,34
F,DELIVER IN PERSON,0,Manufacturer#5,3-MEDIUM,3,AUTOMOBILE,FOB,1,0.05,1994-12-18,1995-02-26,1995-02-25,1995-03-18,1,36
F,NONE,1,Manufacturer#2,3-MEDIUM,3,AUTOMOBILE,SHIP,5,0.04,1994-12-18,1995-02-26,1995-02-03,1995-02-08,1,25
F,COLLECT COD,2,Manufacturer#5,3-MEDIUM,3,AUTOMOBILE,FOB,4,0.03,1994-12-18,1995-01-30,1995-01-26,1995-01-28,2,44
F,TAKE BACK RETURN,3,Manufacturer#3,3-MEDIUM,3,AUTOMOBILE,RAIL,2,0.03,1994-12-18,1995-02-13,1995-03-13,1995-04-08,2,18
O,COLLECT COD,2,Manufacturer#1,3-MEDIUM,4,MACHINERY,FOB,4,0.03,1996-12-06,1997-01-27,1997-01-25,1997-01-29,0,20
O,NONE,2,Manufacturer#1,3-MEDIUM,4,MACHINERY,TRUCK,5,0.01,1996-12-06,1997-02-22,1997-01-27,1997-02-06,0,9
O,NONE,4,Manufacturer#1,3-MEDIUM,4,MACHINERY,REG AIR,3,0.05,1996-12-06,1997-02-03,1997-03-01,1997-03-18,0,10
O,TAKE BACK RETURN,0,Manufacturer#4,3-MEDIUM,4,MACHINERY,REG AIR,2,0.04,1996-12-06,1997-02-15,1997-02-14,1997-02-28,0,18
O,DELIVER IN PERSON,1,Manufacturer#5,3-MEDIUM,4,MACHINERY,AIR,1,0.05,1996-12-06,1997-02-03,1997-03-31,1997-04-04,0,16
O,NONE,0,Manufacturer#3,3-MEDIUM,4,MACHINERY,MAIL,6,0.07,1996-12-06,1997-01-15,1997-02-12,1997-02-13,0,37
O,NONE,2,Manufacturer#4,5-LOW,0,AUTOMOBILE,MAIL,1,0.06,1998-04-01,1998-05-29,1998-04-21,1998-05-17,0,17
O,NONE,2,Manufacturer#2,5-LOW,0,AUTOMOBILE,AIR,2,0.02,1998-04-01,1998-05-20,1998-06-12,1998-07-11,0,20
O,TAKE BACK RETURN,4,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,AIR,2,0.04,1997-03-24,1997-05-20,1997-04-14,1997-04-24,0,10
O,TAKE BACK RETURN,0,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,SHIP,1,0.07,1997-03-24,1997-04-26,1997-04-07,1997-05-04,0,12
O,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,3,HOUSEHOLD,RAIL,1,0.05,1997-05-25,1997-07-03,1997-06-01,1997-06-28,0,20
F,COLLECT COD,3,Manufacturer#1,2-HIGH,0,FURNITURE,TRUCK,1,0.02,1995-01-03,1995-02-12,1995-01-22,1995-02-13,2,48
O,DELIVER IN PERSON,3,Manufacturer#2,1-URGENT,3,HOUSEHOLD,REG AIR,5,0.05,1995-09-30,1995-11-24,1995-12-27,1996-01-19,0,38
O,COLLECT COD,2,Manufacturer#5,1-URGENT,3,HOUSEHOLD,AIR,4,0.03,1995-09-30,1995-11-29,1995-12-15,1995-12-18,0,26
O,COLLECT COD,3,Manufacturer#3,1-URGENT,3,HOUSEHOLD,FOB,3,0,1995-09-30,1995-12-03,1996-01-18,1996-02-09,0,48
O,DELIVER IN PERSON,1,Manufacturer#2,1-URGENT,3,HOUSEHOLD,AIR,1,0.02,1995-09-30,1995-12-07,1995-12-06,1995-12-17,0,44
O,TAKE BACK RETURN,3,Manufacturer#5,1-URGENT,3,HOUSEHOLD,FOB,2,0.02,1995-09-30,1995-12-07,1995-10-19,1995-11-04,0,41
O,TAKE BACK RETURN,3,Manufacturer#2,1-URGENT,1,FURNITURE,MAIL,3,0.07,1995-12-30,1996-03-16,1996-04-01,1996-04-14,0,2
O,DELIVER IN PERSON,1,Manufacturer#1,1-URGENT,1,FURNITURE,AIR,2,0.08,1995-12-30,1996-02-18,1996-03-18,1996-04-10,0,14
O,DELIVER IN PERSON,1,Manufacturer#2,1-URGENT,1,FURNITURE,TRUCK,4,0.08,1995-12-30,1996-02-12,1996-02-22,1996-02-29,0,30
O,NONE,3,Manufacturer#1,1-URGENT,1,FURNITURE,MAIL,1,0,1995-12-30,1996-03-06,1996-03-17,1996-04-04,0,39
F,DELIVER IN PERSON,3,Manufacturer#4,1-URGENT,2,MACHINERY,AIR,1,0.08,1992-07-10,1992-08-11,1992-08-20,1992-09-16,2,48
F,DELIVER IN PERSON,1,Manufacturer#1,1-URGENT,2,MACHINERY,FOB,3,0.04,1992-07-10,1992-09-18,1992-07-22,1992-08-05,1,49
F,NONE,3,Manufacturer#2,1-URGENT,2,MACHINERY,REG AIR,5,0.07,1992-07-10,1992-09-17,1992-08-06,1992-08-18,2,42
F,COLLECT COD,2,Manufacturer#5,1-URGENT,2,MACHINERY,REG AIR,2,0.02,1992-07-10,1992-09-02,1992-10-21,1992-11-09,2,40
F,COLLECT COD,1,Manufacturer#2,1-URGENT,2,MACHINERY,TRUCK,4,0.07,1992-07-10,1992-09-22,1992-09-15,1992-10-04,1,8
F,DELIVER IN PERSON,4,Manufacturer#5,2-HIGH,3,BUILDING,MAIL,2,0.01,1994-05-08,1994-07-19,1994-06-14,1994-07-07,1,13
F,COLLECT COD,1,Manufacturer#2,2-HIGH,3,BUILDING,FOB,3,0.07,1994-05-08,1994-07-07,1994-07-15,1994-07-29,2,32
F,COLLECT COD,1,Manufacturer#3,2-HIGH,3,BUILDING,FOB,1,0,1994-05-08,1994-07-19,1994-06-23,1994-07-07,2,2
F,COLLECT COD,4,Manufacturer#5,2-HIGH,3,MACHINERY,REG AIR,4,0.02,1994-01-27,1994-03-28,1994-04-01,1994-04-19,1,7
F,DELIVER IN PERSON,3,Manufacturer#4,2-HIGH,3,MACHINERY,FOB,1,0.03,1994-01-27,1994-04-27,1994-01-30,1994-03-01,2,14
F,NONE,0,Manufacturer#5,2-HIGH,3,MACHINERY,TRUCK,6,0.05,1994-01-27,1994-03-08,1994-02-17,1994-02-21,1,21
F,COLLECT COD,0,Manufacturer#5,2-HIGH,3,MACHINERY,TRUCK,5,0.04,1994-01-27,1994-03-02,1994-03-21,1994-03-31,2,18
F,NONE,2,Manufacturer#4,2-HIGH,3,MACHINERY,TRUCK,3,0.04,1994-01-27,1994-04-12,1994-05-25,1994-05-26,2,50
F,DELIVER IN PERSON,1,Manufacturer#3,2-HIGH,3,MACHINERY,TRUCK,7,0.03,1994-01-27,1994-04-11,1994-02-03,1994-02-05,2,38
F,DELIVER IN PERSON,1,Manufacturer#4,2-HIGH,3,MACHINERY,FOB,2,0.08,1994-01-27,1994-03-31,1994-04-23,1994-04-29,2,26
O,COLLECT COD,2,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,TRUCK,2,0.04,1997-03-23,1997-06-12,1997-07-01,1997-07-17,0,38
O,TAKE BACK RETURN,4,Manufacturer#3,4-NOT SPECIFIED,2,FURNITURE,FOB,1,0,1997-03-23,1997-05-30,1997-05-25,1997-06-16,0,11
P,COLLECT COD,3,Manufacturer#5,4-NOT SPECIFIED,0,AUTOMOBILE,SHIP,5,0.04,1995-04-16,1995-06-21,1995-04-26,1995-04-29,1,12
P,NONE,3,Manufacturer#5,4-NOT SPECIFIED,0,AUTOMOBILE,SHIP,3,0.01,1995-04-16,1995-06-25,1995-06-28,1995-07-18,0,32
P,NONE,0,Manufacturer#4,4-NOT SPECIFIED,0,AUTOMOBILE,TRUCK,4,0.02,1995-04-16,1995-06-18,1995-05-20,1995-06-12,1,19
P,NONE,3,Manufacturer#4,4-NOT SPECIFIED,0,AUTOMOBILE,MAIL,1,0.05,1995-04-16,1995-05-24,1995-07-18,1995-08-13,0,19
P,COLLECT COD,1,Manufacturer#4,4-NOT SPECIFIED,0,AUTOMOBILE,RAIL,2,0.04,1995-04-16,1995-06-16,1995-05-19,1995-06-03,1,19
P,COLLECT COD,0,Manufacturer#2,4-NOT SPECIFIED,0,AUTOMOBILE,RAIL,6,0.02,1995-04-16,1995-06-07,1995-07-04,1995-07-31,0,18
O,DELIVER IN PERSON,4,Manufacturer#2,3-MEDIUM,2,FURNITURE,RAIL,3,0.01,1997-06-21,1997-09-02,1997-07-08,1997-07-31,0,7
O,TAKE BACK RETURN,3,Manufacturer#2,3-MEDIUM,2,FURNITURE,SHIP,2,0.08,1997-06-21,1997-09-18,1997-06-29,1997-07-26,0,34
O,COLLECT COD,1,Manufacturer#1,3-MEDIUM,2,FURNITURE,FOB,1,0.04,1997-06-21,1997-08-03,1997-08-25,1997-09-04,0,37
F,TAKE BACK RETURN,1,Manufacturer#5,3-MEDIUM,1,BUILDING,REG AIR,1,0.08,1994-05-28,1994-06-30,1994-09-07,1994-09-27,2,21
F,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,4,HOUSEHOLD,RAIL,1,0.01,1992-04-24,1992-07-22,1992-08-14,1992-08-25,1,3
F,COLLECT COD,2,Manufacturer#4,2-HIGH,4,HOUSEHOLD,MAIL,2,0.04,1992-04-24,1992-05-27,1992-05-15,1992-05-28,1,12
F,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,4,HOUSEHOLD,TRUCK,3,0.03,1992-04-24,1992-05-26,1992-08-22,1992-09-06,2,15
O,NONE,3,Manufacturer#2,2-HIGH,2,AUTOMOBILE,AIR,3,0.06,1997-05-20,1997-08-14,1997-06-06,1997-06-12,0,25
O,NONE,0,Manufacturer#3,2-HIGH,2,AUTOMOBILE,SHIP,1,0.07,1997-05-20,1997-08-11,1997-06-22,1997-07-15,0,3
O,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,2,AUTOMOBILE,REG AIR,2,0.02,1997-05-20,1997-07-15,1997-06-06,1997-06-11,0,40
F,TAKE BACK RETURN,1,Manufacturer#2,3-MEDIUM,3,FURNITURE,TRUCK,3,0.03,1993-02-19,1993-04-12,1993-03-21,1993-03-24,1,15
