l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,cn_regionkey,c_mktsegment,l_linenumber,l_tax,l_discount,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,A,NONE,2,Manufacturer#5,2,MACHINERY,6,0.08,0.06,21,Brand#52,9,SM PACK,33,1,1
F,F,R,NONE,3,Manufacturer#3,3,FURNITURE,1,0.04,0,22,Brand#33,22,MED BAG,31,1,0
F,F,R,COLLECT COD,4,Manufacturer#3,3,AUTOMOBILE,4,0.08,0.05,10,Brand#31,6,LG CASE,14,1,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,1,HOUSEHOLD,2,0.01,0,19,Brand#13,24,MED CASE,47,1,1
F,F,A,COLLECT COD,3,Manufacturer#3,3,AUTOMOBILE,2,0.03,0.01,22,Brand#35,22,SM BAG,21,1,0
F,F,A,NONE,2,Manufacturer#1,0,HOUSEHOLD,4,0.05,0.07,9,Brand#15,5,SM BAG,4,1,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,2,MACHINERY,5,0.08,0.01,14,Brand#32,12,SM CAN,43,1,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#3,3,HOUSEHOLD,6,0.05,0.06,4,Brand#31,7,LG DRUM,34,0,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,3,FURNITURE,7,0,0.03,6,Brand#55,23,MED PACK,23,1,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,4,MACHINERY,5,0.03,0,6,Brand#22,20,WRAP PKG,19,0,1
F,F,R,NONE,4,Manufacturer#3,0,HOUSEHOLD,3,0.08,0.1,4,Brand#33,15,MED BOX,41,0,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,3,FURNITURE,2,0.07,0.09,20,Brand#21,6,WRAP CASE,41,1,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,2,HOUSEHOLD,1,0.02,0.01,9,Brand#14,9,WRAP BAG,4,1,0
F,F,A,COLLECT COD,1,Manufacturer#5,2,HOUSEHOLD,2,0.03,0.07,2,Brand#53,9,JUMBO CASE,16,0,0
F,F,A,COLLECT COD,2,Manufacturer#1,3,FURNITURE,4,0,0.04,18,Brand#13,6,SM CAN,48,1,1
F,F,R,COLLECT COD,4,Manufacturer#2,0,AUTOMOBILE,3,0.03,0.07,20,Brand#25,0,JUMBO PKG,16,1,1
F,F,R,COLLECT COD,0,Manufacturer#1,4,HOUSEHOLD,6,0.07,0.08,5,Brand#12,11,WRAP PKG,40,1,0
F,F,A,NONE,2,Manufacturer#4,2,BUILDING,4,0.01,0.04,12,Brand#43,8,WRAP BOX,1,1,1
F,F,A,NONE,1,Manufacturer#2,1,HOUSEHOLD,2,0.05,0.05,24,Brand#23,2,SM CASE,5,0,0
F,F,R,NONE,3,Manufacturer#1,0,BUILDING,4,0,0.03,22,Brand#12,0,MED CASE,3,1,0
F,F,R,NONE,2,Manufacturer#3,4,BUILDING,4,0.02,0.08,9,Brand#31,10,LG DRUM,24,1,0
F,F,A,TAKE BACK RETURN,0,Manufacturer#1,1,HOUSEHOLD,4,0.04,0.09,5,Brand#14,1,JUMBO BAG,17,0,1
F,F,A,COLLECT COD,0,Manufacturer#2,2,BUILDING,1,0.08,0.04,5,Brand#21,12,WRAP DRUM,29,1,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#5,3,MACHINERY,1,0.03,0.09,5,Brand#51,22,LG PACK,16,1,0
F,F,A,NONE,2,Manufacturer#3,4,BUILDING,1,0.02,0.09,21,Brand#32,4,WRAP CAN,1,1,1
F,F,R,COLLECT COD,2,Manufacturer#1,3,BUILDING,2,0.06,0.02,12,Brand#13,23,LG BAG,41,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,2,MACHINERY,4,0,0.09,2,Brand#24,12,JUMBO PKG,13,0,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,1,HOUSEHOLD,4,0.07,0.05,10,Brand#42,2,WRAP PKG,4,1,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,0,BUILDING,2,0.06,0.08,21,Brand#54,0,LG PACK,47,1,0
F,F,A,COLLECT COD,3,Manufacturer#4,0,BUILDING,4,0.06,0.06,7,Brand#41,0,LG CAN,12,1,0
F,F,R,COLLECT COD,4,Manufacturer#2,3,BUILDING,2,0.08,0.07,11,Brand#21,19,MED BOX,21,0,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#2,1,HOUSEHOLD,2,0.05,0.1,2,Brand#22,17,SM PACK,37,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#1,3,FURNITURE,2,0.03,0.04,16,Brand#15,22,MED CAN,17,0,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#5,1,AUTOMOBILE,7,0.03,0.06,24,Brand#53,2,SM BOX,35,1,1
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,0,AUTOMOBILE,1,0.02,0.04,9,Brand#25,5,LG DRUM,3,1,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,3,HOUSEHOLD,5,0.01,0.06,24,Brand#21,7,LG PKG,9,0,0
F,F,R,COLLECT COD,2,Manufacturer#5,3,FURNITURE,2,0.04,0.09,9,Brand#53,22,MED BAG,31,1,0
F,F,A,NONE,0,Manufacturer#1,1,HOUSEHOLD,1,0.06,0.01,5,Brand#14,17,MED PACK,9,0,0
F,F,R,NONE,3,Manufacturer#3,1,BUILDING,2,0.01,0.03,22,Brand#32,1,SM JAR,42,0,1
F,F,A,COLLECT COD,0,Manufacturer#2,0,AUTOMOBILE,6,0.07,0,16,Brand#24,5,LG CAN,12,1,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,1,FURNITURE,5,0.07,0.08,12,Brand#41,24,JUMBO JAR,7,1,1
F,F,R,NONE,0,Manufacturer#1,1,MACHINERY,5,0.01,0.05,14,Brand#15,24,SM BAG,2,0,1
F,F,A,NONE,3,Manufacturer#2,3,AUTOMOBILE,4,0.05,0.06,7,Brand#24,19,LG PKG,13,0,1
F,F,A,NONE,3,Manufacturer#1,3,HOUSEHOLD,5,0.07,0.1,22,Brand#15,7,LG BOX,18,1,1
F,F,A,NONE,2,Manufacturer#5,2,HOUSEHOLD,2,0.01,0.09,18,Brand#53,8,WRAP DRUM,30,1,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,1,MACHINERY,4,0.08,0.04,18,Brand#21,1,JUMBO CASE,31,0,0
F,F,A,NONE,3,Manufacturer#1,1,MACHINERY,1,0.08,0.04,6,Brand#11,1,MED PACK,39,0,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,3,AUTOMOBILE,4,0.03,0.04,8,Brand#22,6,WRAP DRUM,16,0,1
F,F,A,NONE,2,Manufacturer#5,1,FURNITURE,2,0.03,0.06,21,Brand#54,24,WRAP DRUM,18,1,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#4,1,AUTOMOBILE,2,0.04,0.1,10,Brand#44,24,MED CAN,12,0,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,4,BUILDING,1,0.03,0.01,18,Brand#34,10,SM CAN,5,1,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,2,AUTOMOBILE,1,0.02,0.08,8,Brand#44,21,JUMBO BOX,5,1,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,2,BUILDING,6,0.06,0.07,14,Brand#42,18,SM PACK,33,1,0
F,F,R,NONE,4,Manufacturer#4,4,MACHINERY,2,0.07,0.06,20,Brand#45,4,LG BOX,45,0,1
F,F,R,NONE,2,Manufacturer#3,2,AUTOMOBILE,4,0,0.08,18,Brand#35,9,WRAP BOX,34,1,1
F,F,A,COLLECT COD,2,Manufacturer#2,3,MACHINERY,4,0.08,0.05,21,Brand#24,23,JUMBO BAG,40,1,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#5,2,HOUSEHOLD,1,0.05,0.03,10,Brand#53,21,WRAP JAR,2,1,0
F,F,R,COLLECT COD,0,Manufacturer#1,3,MACHINERY,5,0.01,0.05,15,Brand#11,23,LG BAG,47,0,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,1,MACHINERY,2,0.08,0,7,Brand#34,17,SM JAR,36,0,1
F,F,R,NONE,3,Manufacturer#2,2,HOUSEHOLD,4,0.07,0.02,6,Brand#21,21,MED CASE,28,0,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,2,FURNITURE,1,0.05,0.04,6,Brand#33,18,SM PACK,34,0,1
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,1,MACHINERY,7,0,0.07,10,Brand#53,3,MED DRUM,3,1,1
F,F,R,COLLECT COD,3,Manufacturer#2,1,MACHINERY,1,0.03,0.04,23,Brand#23,3,LG PKG,12,0,1
F,F,R,COLLECT COD,2,Manufacturer#1,2,MACHINERY,1,0.02,0.09,21,Brand#13,21,JUMBO JAR,39,1,0
F,F,R,NONE,0,Manufacturer#5,3,HOUSEHOLD,4,0.01,0.06,0,Brand#55,7,WRAP DRUM,49,1,0
F,F,A,NONE,0,Manufacturer#3,2,AUTOMOBILE,3,0.02,0.04,5,Brand#35,18,JUMBO PKG,41,0,0
F,F,R,NONE,0,Manufacturer#1,1,MACHINERY,6,0.05,0.09,5,Brand#12,2,WRAP CAN,40,1,1
F,F,R,COLLECT COD,3,Manufacturer#5,2,BUILDING,3,0.02,0.07,22,Brand#53,21,WRAP CAN,49,1,1
F,F,R,COLLECT COD,1,Manufacturer#5,2,FURNITURE,2,0.08,0.06,24,Brand#54,21,WRAP BOX,50,0,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,1,BUILDING,3,0.03,0.08,13,Brand#54,17,MED BAG,46,0,0
F,F,A,COLLECT COD,4,Manufacturer#4,2,FURNITURE,6,0.02,0.01,4,Brand#45,21,MED CAN,7,1,1
F,F,R,COLLECT COD,2,Manufacturer#1,0,MACHINERY,2,0.04,0.1,12,Brand#15,0,SM PACK,19,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,4,AUTOMOBILE,4,0.05,0.04,10,Brand#31,10,LG JAR,38,0,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,4,AUTOMOBILE,3,0.08,0,10,Brand#55,10,MED PKG,33,0,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,1,AUTOMOBILE,4,0.02,0.07,2,Brand#42,1,JUMBO PKG,20,0,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#5,1,MACHINERY,7,0.05,0.09,17,Brand#52,2,JUMBO BOX,34,1,0
F,F,R,NONE,2,Manufacturer#2,1,MACHINERY,4,0,0.04,21,Brand#25,2,MED CAN,32,0,0
F,F,A,TAKE BACK RETURN,4,Manufacturer#5,0,MACHINERY,2,0.01,0.06,11,Brand#54,15,MED BOX,34,1,0
F,F,R,NONE,3,Manufacturer#1,1,BUILDING,6,0.08,0.01,22,Brand#13,3,WRAP PACK,31,0,1
F,F,R,NONE,3,Manufacturer#2,0,AUTOMOBILE,2,0.03,0.1,22,Brand#24,5,LG DRUM,26,0,0
F,F,A,NONE,4,Manufacturer#5,2,HOUSEHOLD,4,0.05,0.01,10,Brand#52,9,JUMBO CAN,43,0,0
F,F,A,NONE,0,Manufacturer#4,4,FURNITURE,5,0.08,0.09,5,Brand#43,11,SM BOX,18,1,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,4,FURNITURE,4,0.05,0.04,9,Brand#45,11,LG BAG,11,1,0
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,3,AUTOMOBILE,3,0.08,0.05,24,Brand#33,6,SM PACK,20,1,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,0,FURNITURE,1,0.06,0.1,0,Brand#31,16,JUMBO CAN,11,0,0
F,F,R,COLLECT COD,4,Manufacturer#3,4,AUTOMOBILE,2,0.08,0.1,20,Brand#35,13,LG CASE,9,0,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,1,MACHINERY,3,0.05,0.03,4,Brand#23,17,SM DRUM,35,1,0
F,F,A,COLLECT COD,3,Manufacturer#4,3,AUTOMOBILE,7,0.04,0.05,23,Brand#44,19,SM CASE,10,0,0
F,F,A,NONE,2,Manufacturer#4,0,HOUSEHOLD,3,0.04,0.03,8,Brand#42,15,WRAP PACK,16,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,2,BUILDING,3,0.01,0.1,1,Brand#12,8,SM BOX,38,1,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,1,AUTOMOBILE,6,0.05,0.03,17,Brand#22,17,JUMBO PKG,13,1,0
F,F,R,NONE,0,Manufacturer#5,1,HOUSEHOLD,1,0.01,0.09,5,Brand#53,24,WRAP PACK,29,1,1
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,3,FURNITURE,1,0.04,0.02,13,Brand#21,6,MED BOX,6,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,3,MACHINERY,2,0.04,0.06,16,Brand#33,23,MED CASE,8,0,0
F,F,A,NONE,1,Manufacturer#2,1,MACHINERY,2,0.05,0.08,17,Brand#24,2,LG PACK,17,0,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,1,MACHINERY,7,0.05,0.01,5,Brand#31,3,MED DRUM,36,1,1
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,0,MACHINERY,6,0.02,0.01,18,Brand#42,16,LG JAR,11,0,0
F,F,A,NONE,0,Manufacturer#1,3,MACHINERY,5,0.06,0.02,14,Brand#14,19,SM DRUM,9,1,0
F,F,A,COLLECT COD,2,Manufacturer#3,2,HOUSEHOLD,1,0.02,0.09,12,Brand#32,9,SM PACK,42,1,0
F,F,A,COLLECT COD,1,Manufacturer#5,3,MACHINERY,2,0.01,0.07,1,Brand#52,23,JUMBO BAG,2,1,1
F,F,R,COLLECT COD,3,Manufacturer#1,1,AUTOMOBILE,1,0.02,0.05,6,Brand#11,24,SM BOX,37,0,1
F,F,R,NONE,0,Manufacturer#5,3,HOUSEHOLD,2,0.05,0.02,14,Brand#55,19,LG CAN,23,0,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,2,HOUSEHOLD,2,0.02,0.09,1,Brand#23,12,LG BAG,34,0,0
F,F,A,NONE,1,Manufacturer#5,3,MACHINERY,1,0.06,0.05,17,Brand#55,6,SM CASE,9,0,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,2,FURNITURE,1,0.08,0,1,Brand#53,12,MED PACK,40,0,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,3,HOUSEHOLD,4,0.04,0.04,15,Brand#31,7,WRAP PKG,40,1,1
F,F,A,NONE,4,Manufacturer#4,3,HOUSEHOLD,5,0.07,0.02,13,Brand#43,7,WRAP DRUM,42,0,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,0,FURNITURE,3,0.06,0.02,23,Brand#11,5,LG BOX,48,1,1
F,F,R,COLLECT COD,4,Manufacturer#3,3,HOUSEHOLD,3,0.05,0.04,10,Brand#33,7,LG DRUM,28,0,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,0,AUTOMOBILE,6,0.04,0.09,13,Brand#52,0,LG DRUM,46,1,1
F,F,A,DELIVER IN PERSON,4,Manufacturer#3,2,MACHINERY,2,0.06,0.05,13,Brand#32,18,WRAP PACK,27,1,0
F,F,R,NONE,3,Manufacturer#5,3,MACHINERY,4,0.01,0.02,7,Brand#52,6,WRAP CASE,5,0,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#5,0,FURNITURE,4,0.07,0.1,1,Brand#51,0,JUMBO PACK,35,0,1
F,F,A,COLLECT COD,1,Manufacturer#4,4,BUILDING,1,0.03,0.01,2,Brand#41,13,LG BOX,26,1,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#3,1,MACHINERY,1,0.06,0.08,1,Brand#32,3,SM JAR,42,0,0
F,F,R,NONE,3,Manufacturer#5,0,MACHINERY,6,0.06,0.06,23,Brand#51,0,MED PACK,5,1,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,2,AUTOMOBILE,3,0.01,0.01,15,Brand#42,21,JUMBO CASE,28,0,0
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,4,HOUSEHOLD,2,0,0.05,1,Brand#43,10,WRAP JAR,44,0,1
F,F,R,NONE,4,Manufacturer#2,2,BUILDING,7,0.04,0.07,13,Brand#24,9,SM CASE,38,1,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,2,BUILDING,3,0,0.1,0,Brand#15,9,MED BAG,3,0,0
F,F,A,COLLECT COD,2,Manufacturer#3,1,MACHINERY,4,0.04,0.1,9,Brand#34,1,LG BAG,40,0,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,1,MACHINERY,3,0.07,0.07,22,Brand#15,3,SM BAG,15,1,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,1,MACHINERY,4,0.02,0.08,23,Brand#41,3,JUMBO DRUM,8,0,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#5,4,AUTOMOBILE,2,0.05,0.02,4,Brand#51,4,SM CAN,12,1,1
F,F,A,NONE,3,Manufacturer#4,1,FURNITURE,1,0.03,0.03,19,Brand#45,1,LG CAN,26,0,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,0,FURNITURE,3,0,0.05,16,Brand#35,15,JUMBO BOX,45,0,1
F,F,A,DELIVER IN PERSON,4,Manufacturer#4,1,MACHINERY,2,0.06,0.07,11,Brand#41,3,SM DRUM,22,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,2,FURNITURE,1,0.06,0.06,2,Brand#12,8,MED JAR,6,0,0
F,F,A,COLLECT COD,2,Manufacturer#4,0,MACHINERY,1,0,0.07,12,Brand#45,5,MED CAN,26,0,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,1,FURNITURE,6,0.07,0.03,17,Brand#25,17,LG CASE,31,0,1
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,4,BUILDING,5,0.02,0.02,18,Brand#43,11,SM PKG,7,0,1
F,F,A,NONE,2,Manufacturer#3,4,MACHINERY,4,0.03,0.1,9,Brand#31,4,SM DRUM,44,1,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#3,4,MACHINERY,7,0,0.07,24,Brand#35,4,WRAP CASE,1,1,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,4,BUILDING,1,0,0,19,Brand#44,20,MED CASE,40,0,0
F,F,R,NONE,3,Manufacturer#3,0,FURNITURE,3,0,0.08,7,Brand#34,15,MED CAN,40,0,0
F,F,A,NONE,3,Manufacturer#3,2,BUILDING,1,0.08,0.09,23,Brand#32,21,WRAP JAR,9,0,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#1,3,AUTOMOBILE,5,0.08,0.04,10,Brand#11,23,SM BAG,32,1,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,2,BUILDING,5,0.05,0.09,18,Brand#34,12,SM BAG,29,0,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,0,MACHINERY,2,0.07,0.05,20,Brand#13,16,MED DRUM,47,1,1
F,F,R,COLLECT COD,3,Manufacturer#1,2,HOUSEHOLD,4,0,0,19,Brand#11,12,WRAP PACK,24,0,0
F,F,R,COLLECT COD,1,Manufacturer#4,3,AUTOMOBILE,1,0.02,0.03,17,Brand#41,22,MED PKG,22,1,1
F,F,R,COLLECT COD,1,Manufacturer#2,4,MACHINERY,5,0,0,2,Brand#25,11,WRAP BAG,32,0,0
F,F,R,COLLECT COD,4,Manufacturer#1,4,AUTOMOBILE,4,0.02,0.1,13,Brand#15,11,JUMBO BOX,28,0,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,1,AUTOMOBILE,3,0.07,0.04,21,Brand#14,24,LG PKG,35,1,1
F,F,A,COLLECT COD,0,Manufacturer#1,4,BUILDING,1,0.01,0.05,16,Brand#14,13,MED BAG,38,1,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,3,HOUSEHOLD,6,0.06,0.08,22,Brand#35,7,WRAP PKG,11,1,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,3,BUILDING,1,0,0,13,Brand#25,19,MED CASE,8,0,0
F,F,A,COLLECT COD,2,Manufacturer#4,1,FURNITURE,3,0.02,0.06,18,Brand#41,1,MED BAG,9,0,0
F,F,R,NONE,2,Manufacturer#5,1,HOUSEHOLD,3,0,0.03,18,Brand#51,1,LG PACK,40,1,1
F,F,A,COLLECT COD,0,Manufacturer#5,3,BUILDING,4,0,0.08,0,Brand#52,6,LG JAR,14,1,1
F,F,A,COLLECT COD,4,Manufacturer#2,0,AUTOMOBILE,5,0.06,0.04,4,Brand#22,5,WRAP PKG,41,1,0
F,F,A,NONE,1,Manufacturer#1,3,FURNITURE,2,0.03,0.09,2,Brand#14,22,JUMBO BAG,7,1,0
F,F,A,COLLECT COD,3,Manufacturer#4,0,MACHINERY,2,0.07,0.04,23,Brand#45,5,MED BOX,11,0,0
F,F,A,NONE,2,Manufacturer#2,0,MACHINERY,1,0,0.03,18,Brand#24,5,SM CASE,19,0,0
F,F,A,COLLECT COD,1,Manufacturer#5,2,BUILDING,2,0,0.09,2,Brand#53,21,SM CAN,45,0,1
F,F,R,COLLECT COD,1,Manufacturer#2,2,MACHINERY,4,0.05,0.04,1,Brand#25,21,MED PKG,4,1,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,4,HOUSEHOLD,3,0.08,0,6,Brand#11,20,SM PACK,40,0,1
F,F,R,NONE,3,Manufacturer#5,2,HOUSEHOLD,6,0.03,0.1,23,Brand#54,18,SM CASE,22,0,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,4,HOUSEHOLD,3,0.04,0.07,15,Brand#42,10,LG DRUM,23,0,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,2,BUILDING,1,0.08,0.03,19,Brand#12,8,WRAP BOX,8,0,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#2,2,MACHINERY,2,0.04,0.02,15,Brand#24,12,LG DRUM,14,0,0
F,F,R,COLLECT COD,1,Manufacturer#1,3,BUILDING,2,0.03,0.02,2,Brand#13,6,JUMBO PKG,1,0,0
F,F,A,NONE,2,Manufacturer#5,1,AUTOMOBILE,2,0.05,0,9,Brand#53,24,SM JAR,25,1,0
F,F,A,COLLECT COD,1,Manufacturer#4,1,AUTOMOBILE,1,0.01,0.06,3,Brand#42,2,JUMBO PACK,24,1,1
F,F,R,NONE,1,Manufacturer#2,4,AUTOMOBILE,1,0.08,0.07,2,Brand#25,4,LG BAG,24,1,1
F,F,A,COLLECT COD,4,Manufacturer#3,4,FURNITURE,2,0.04,0.07,20,Brand#34,13,MED BOX,28,1,1
F,F,A,COLLECT COD,3,Manufacturer#1,4,FURNITURE,1,0.03,0.03,7,Brand#11,10,LG DRUM,42,0,0
F,F,R,NONE,1,Manufacturer#5,3,BUILDING,1,0.02,0.09,24,Brand#51,6,JUMBO CAN,39,1,0
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,0,BUILDING,1,0.06,0.09,17,Brand#14,15,MED BAG,13,1,1
F,F,R,COLLECT COD,2,Manufacturer#1,0,BUILDING,3,0.04,0.01,18,Brand#11,16,WRAP CASE,9,0,0
F,F,R,NONE,0,Manufacturer#2,3,HOUSEHOLD,3,0.06,0.07,15,Brand#24,7,LG CAN,48,0,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,2,MACHINERY,4,0.03,0.03,15,Brand#32,12,JUMBO BOX,3,1,0
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,3,HOUSEHOLD,2,0,0.05,14,Brand#23,6,MED CASE,25,1,0
F,F,R,COLLECT COD,3,Manufacturer#5,2,FURNITURE,1,0,0.07,7,Brand#52,18,JUMBO PKG,18,1,0
F,F,A,NONE,1,Manufacturer#1,1,HOUSEHOLD,2,0.06,0.1,17,Brand#14,1,SM JAR,23,1,0
F,F,R,NONE,1,Manufacturer#4,0,BUILDING,2,0.08,0.06,17,Brand#43,0,JUMBO BAG,16,0,0
F,F,A,NONE,0,Manufacturer#5,0,BUILDING,1,0.05,0.03,14,Brand#55,0,LG JAR,41,0,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,4,MACHINERY,4,0.08,0.1,9,Brand#53,11,SM CAN,36,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,0,MACHINERY,4,0.04,0.02,11,Brand#14,16,LG BAG,23,1,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,4,FURNITURE,2,0.05,0.03,18,Brand#14,4,LG BAG,45,1,0
F,F,R,NONE,2,Manufacturer#4,2,AUTOMOBILE,2,0.02,0.05,18,Brand#41,18,JUMBO BAG,29,0,1
F,F,A,NONE,2,Manufacturer#5,2,AUTOMOBILE,1,0.03,0.08,8,Brand#54,18,LG JAR,37,0,1
F,F,R,NONE,4,Manufacturer#4,2,AUTOMOBILE,5,0.07,0.01,11,Brand#42,9,SM BOX,30,1,1
F,F,A,DELIVER IN PERSON,4,Manufacturer#3,4,MACHINERY,7,0.02,0.1,20,Brand#32,20,JUMBO JAR,24,1,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,0,BUILDING,4,0.05,0.07,17,Brand#11,16,JUMBO CASE,8,0,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,1,FURNITURE,4,0.05,0.04,8,Brand#32,17,MED PKG,1,1,0
F,F,R,COLLECT COD,4,Manufacturer#2,4,FURNITURE,5,0,0.09,13,Brand#23,13,SM BAG,49,0,0
F,F,A,COLLECT COD,4,Manufacturer#5,2,FURNITURE,1,0.08,0.1,10,Brand#51,21,SM PKG,28,0,1
F,F,A,COLLECT COD,2,Manufacturer#3,2,HOUSEHOLD,2,0.01,0.09,8,Brand#34,12,MED CAN,40,1,0
F,F,R,NONE,1,Manufacturer#2,1,FURNITURE,2,0.01,0.02,2,Brand#24,24,LG CASE,30,0,1
F,F,R,NONE,1,Manufacturer#5,3,AUTOMOBILE,6,0.01,0.02,17,Brand#54,19,MED DRUM,42,1,0
F,F,A,NONE,1,Manufacturer#5,4,FURNITURE,3,0.01,0.09,17,Brand#52,10,MED PKG,39,0,1
F,F,A,COLLECT COD,0,Manufacturer#2,2,BUILDING,4,0.03,0,15,Brand#24,21,JUMBO BOX,47,1,1
F,F,R,COLLECT COD,0,Manufacturer#5,0,AUTOMOBILE,7,0.04,0.08,15,Brand#54,15,JUMBO PACK,31,1,0
F,F,A,COLLECT COD,2,Manufacturer#5,4,MACHINERY,3,0.06,0.01,18,Brand#54,10,MED CAN,4,1,0
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,1,MACHINERY,3,0.04,0.06,15,Brand#54,17,WRAP BOX,19,1,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,2,HOUSEHOLD,2,0.03,0.01,13,Brand#41,9,SM JAR,39,0,1
F,F,R,COLLECT COD,2,Manufacturer#3,0,MACHINERY,1,0.08,0.07,21,Brand#33,0,WRAP PACK,10,1,0
F,F,R,NONE,1,Manufacturer#4,4,BUILDING,1,0.06,0.09,24,Brand#45,11,JUMBO CAN,6,0,0
F,F,A,COLLECT COD,0,Manufacturer#4,2,MACHINERY,1,0.04,0.03,16,Brand#42,18,JUMBO BOX,12,1,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,0,BUILDING,2,0.05,0.08,8,Brand#32,16,LG CASE,40,0,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#5,1,AUTOMOBILE,2,0,0.01,2,Brand#54,2,JUMBO PACK,34,0,0
F,F,R,COLLECT COD,0,Manufacturer#4,0,MACHINERY,3,0.02,0.09,16,Brand#42,14,WRAP PACK,2,1,1
