l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,cn_regionkey,c_mktsegment,l_linenumber,l_tax,l_discount,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,R,NONE,1,Manufacturer#2,2,MACHINERY,3,0.04,0.05,3,Brand#25,8,WRAP JAR,20,1,1
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,2,FURNITURE,3,0.07,0.03,18,Brand#45,12,JUMBO DRUM,22,1,1
F,F,A,NONE,1,Manufacturer#4,2,FURNITURE,4,0.07,0.06,24,Brand#44,12,LG CASE,36,1,1
F,F,A,COLLECT COD,0,Manufacturer#4,4,BUILDING,3,0,0.01,16,Brand#45,10,LG CAN,27,0,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#3,0,MACHINERY,1,0,0.05,8,Brand#34,5,JUMBO BOX,15,1,1
F,F,A,NONE,2,Manufacturer#5,4,HOUSEHOLD,5,0.04,0.03,12,Brand#52,13,WRAP DRUM,42,1,1
F,F,A,COLLECT COD,3,Manufacturer#1,2,AUTOMOBILE,6,0,0.06,22,Brand#14,12,LG PACK,13,1,0
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,2,HOUSEHOLD,3,0.06,0.02,5,Brand#32,21,LG CASE,35,1,1
F,F,R,NONE,4,Manufacturer#4,2,HOUSEHOLD,7,0.06,0,11,Brand#45,9,WRAP CAN,29,1,1
F,F,A,COLLECT COD,3,Manufacturer#4,3,MACHINERY,2,0.02,0.04,7,Brand#42,6,JUMBO JAR,41,1,1
F,F,A,COLLECT COD,2,Manufacturer#3,2,FURNITURE,4,0.05,0.08,12,Brand#33,18,LG BAG,31,1,1
F,F,R,NONE,0,Manufacturer#4,1,BUILDING,2,0.02,0.03,14,Brand#41,1,MED BOX,5,1,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#4,4,HOUSEHOLD,1,0.01,0.07,24,Brand#43,4,LG CASE,7,0,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,1,MACHINERY,1,0.04,0.08,15,Brand#52,24,SM CASE,20,1,1
F,F,A,COLLECT COD,3,Manufacturer#4,1,MACHINERY,4,0,0.04,6,Brand#42,24,WRAP PACK,46,0,1
F,F,R,NONE,3,Manufacturer#1,3,BUILDING,5,0.03,0.1,22,Brand#13,23,LG JAR,41,1,1
F,F,A,NONE,1,Manufacturer#5,0,HOUSEHOLD,1,0.06,0.05,3,Brand#54,16,MED PKG,24,1,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#3,4,FURNITURE,4,0.05,0.01,1,Brand#31,20,WRAP DRUM,43,1,1
F,F,A,NONE,1,Manufacturer#5,0,AUTOMOBILE,5,0.02,0.07,2,Brand#55,14,WRAP BOX,33,1,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#3,4,HOUSEHOLD,3,0,0.01,1,Brand#32,10,MED PACK,45,1,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#4,1,AUTOMOBILE,2,0.06,0.09,17,Brand#43,2,WRAP JAR,44,1,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,1,FURNITURE,1,0.07,0.03,20,Brand#45,3,JUMBO CAN,35,0,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,1,AUTOMOBILE,1,0.01,0.08,9,Brand#41,24,LG PACK,18,1,1
F,F,R,COLLECT COD,3,Manufacturer#2,1,HOUSEHOLD,4,0.05,0.08,22,Brand#22,17,WRAP BOX,50,1,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,1,FURNITURE,4,0,0.07,22,Brand#15,17,WRAP CASE,38,1,1
F,F,R,NONE,2,Manufacturer#1,0,MACHINERY,3,0.03,0.08,8,Brand#13,0,SM CAN,1,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#1,3,FURNITURE,2,0.02,0,15,Brand#12,23,JUMBO PKG,28,1,1
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,0,FURNITURE,1,0.07,0.05,11,Brand#44,16,SM PKG,5,1,1
F,F,A,NONE,0,Manufacturer#5,4,MACHINERY,4,0,0.04,16,Brand#51,10,WRAP CASE,6,0,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,3,MACHINERY,5,0.07,0.04,18,Brand#34,19,WRAP JAR,9,0,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,0,AUTOMOBILE,6,0.05,0.09,24,Brand#11,15,LG DRUM,11,1,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,0,AUTOMOBILE,3,0,0.04,21,Brand#35,15,MED CAN,4,1,1
F,F,R,TAKE BACK RETURN,4,Manufacturer#3,0,BUILDING,3,0.05,0.07,20,Brand#33,14,SM JAR,20,0,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,2,FURNITURE,2,0.01,0.08,23,Brand#33,18,LG PACK,35,1,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,4,HOUSEHOLD,5,0,0.03,2,Brand#42,4,SM PKG,8,0,0
F,F,A,COLLECT COD,4,Manufacturer#3,0,FURNITURE,1,0.01,0.05,4,Brand#31,0,LG BAG,20,1,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,3,HOUSEHOLD,1,0,0,14,Brand#42,22,JUMBO CAN,45,0,1
F,F,R,NONE,1,Manufacturer#2,1,BUILDING,3,0.01,0.07,24,Brand#23,1,LG PACK,13,1,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#3,2,AUTOMOBILE,5,0.06,0.09,20,Brand#33,18,JUMBO JAR,48,0,1
F,F,A,NONE,0,Manufacturer#4,2,HOUSEHOLD,5,0.01,0.05,16,Brand#43,8,JUMBO CAN,5,1,1
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,0,HOUSEHOLD,1,0.07,0.09,20,Brand#22,0,SM BOX,29,0,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#2,1,HOUSEHOLD,1,0,0.07,3,Brand#21,3,SM CASE,1,0,0
F,F,R,NONE,3,Manufacturer#1,2,BUILDING,3,0.08,0.03,22,Brand#14,8,SM PACK,2,0,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,4,BUILDING,5,0.01,0.05,9,Brand#21,11,LG PKG,41,1,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,2,FURNITURE,2,0.07,0.03,23,Brand#45,18,LG PACK,36,1,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,1,AUTOMOBILE,1,0.06,0.01,23,Brand#25,3,SM CAN,34,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,0,MACHINERY,2,0.08,0.07,11,Brand#14,16,JUMBO PACK,5,1,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,4,FURNITURE,5,0.05,0.06,6,Brand#11,11,LG DRUM,7,1,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#5,0,AUTOMOBILE,5,0.06,0.03,17,Brand#55,16,JUMBO JAR,46,1,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#5,1,FURNITURE,3,0.01,0,20,Brand#53,17,JUMBO JAR,50,0,1
F,F,R,COLLECT COD,3,Manufacturer#4,2,HOUSEHOLD,2,0.01,0,7,Brand#43,21,WRAP JAR,48,1,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,4,BUILDING,2,0.02,0.06,18,Brand#54,11,MED CAN,15,1,1
F,F,A,NONE,3,Manufacturer#4,0,BUILDING,5,0.05,0.07,19,Brand#43,0,LG BOX,2,0,1
F,F,A,COLLECT COD,1,Manufacturer#5,2,FURNITURE,1,0.08,0.09,17,Brand#51,8,LG PKG,25,1,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,1,HOUSEHOLD,6,0,0.1,14,Brand#55,3,SM CAN,47,1,0
F,F,A,NONE,4,Manufacturer#2,4,BUILDING,1,0,0.04,10,Brand#21,13,JUMBO PACK,40,0,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,3,HOUSEHOLD,1,0.05,0.05,7,Brand#12,23,SM BOX,41,1,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,0,MACHINERY,2,0.01,0.03,14,Brand#33,15,MED BOX,32,1,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,4,FURNITURE,4,0.07,0.02,12,Brand#24,11,WRAP CASE,19,0,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,0,AUTOMOBILE,6,0.03,0,21,Brand#41,0,LG JAR,34,0,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,0,BUILDING,5,0.01,0.07,21,Brand#33,0,MED PACK,29,0,0
F,F,R,COLLECT COD,3,Manufacturer#4,0,AUTOMOBILE,2,0.05,0,7,Brand#44,0,WRAP BOX,11,0,1
F,F,A,COLLECT COD,4,Manufacturer#1,4,MACHINERY,6,0.05,0.05,20,Brand#13,20,LG PKG,39,1,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,4,MACHINERY,4,0.01,0.05,11,Brand#22,4,SM PKG,28,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,4,BUILDING,1,0.06,0.08,13,Brand#21,13,WRAP PKG,28,0,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,0,BUILDING,1,0.02,0.05,21,Brand#33,0,LG BAG,3,0,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,0,BUILDING,2,0.08,0.05,22,Brand#54,0,MED JAR,6,0,1
F,F,A,COLLECT COD,2,Manufacturer#3,0,AUTOMOBILE,1,0.04,0.08,12,Brand#31,15,WRAP CASE,45,0,0
F,F,R,NONE,3,Manufacturer#1,4,MACHINERY,1,0.04,0.05,7,Brand#15,11,WRAP CAN,1,1,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,1,AUTOMOBILE,2,0.06,0,18,Brand#33,17,JUMBO PACK,39,1,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,3,BUILDING,2,0.05,0.09,16,Brand#33,19,LG PACK,21,1,0
F,F,R,COLLECT COD,1,Manufacturer#5,3,HOUSEHOLD,1,0.04,0.1,24,Brand#53,6,JUMBO BOX,21,1,0
F,F,A,COLLECT COD,2,Manufacturer#2,4,FURNITURE,3,0,0.02,9,Brand#24,13,JUMBO JAR,15,1,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,1,HOUSEHOLD,3,0.07,0.08,11,Brand#43,24,MED BAG,15,0,1
F,F,R,NONE,1,Manufacturer#2,0,HOUSEHOLD,4,0.07,0.04,2,Brand#24,14,MED CASE,7,0,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,3,BUILDING,6,0.03,0.04,6,Brand#54,7,WRAP DRUM,18,1,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,3,BUILDING,5,0.05,0,18,Brand#11,7,LG JAR,34,0,1
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,2,FURNITURE,1,0.05,0.1,20,Brand#55,9,SM PACK,12,0,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#5,2,AUTOMOBILE,4,0.02,0.09,10,Brand#51,21,SM DRUM,38,0,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,2,BUILDING,4,0.03,0.1,19,Brand#53,12,LG PACK,22,0,1
F,F,A,NONE,0,Manufacturer#3,3,AUTOMOBILE,4,0.02,0.02,5,Brand#32,19,LG BOX,22,0,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#5,3,AUTOMOBILE,2,0.02,0.06,3,Brand#52,19,WRAP BOX,24,1,1
F,F,A,NONE,2,Manufacturer#3,4,FURNITURE,3,0,0.01,21,Brand#31,20,WRAP BAG,18,1,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,3,HOUSEHOLD,1,0.03,0.04,19,Brand#44,22,WRAP JAR,14,0,0
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,0,FURNITURE,5,0.04,0.09,23,Brand#32,16,WRAP BAG,35,1,1
F,F,R,COLLECT COD,1,Manufacturer#5,3,FURNITURE,3,0.06,0.03,2,Brand#54,7,JUMBO DRUM,40,1,0
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,3,FURNITURE,4,0.05,0,7,Brand#33,7,WRAP BAG,25,1,0
F,F,A,COLLECT COD,1,Manufacturer#3,1,AUTOMOBILE,4,0.04,0.09,1,Brand#31,17,WRAP CASE,45,1,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,3,HOUSEHOLD,6,0.04,0.01,4,Brand#43,22,WRAP PACK,22,0,1
F,F,A,COLLECT COD,1,Manufacturer#2,2,BUILDING,2,0.04,0,2,Brand#21,21,WRAP CAN,32,1,1
F,F,R,NONE,0,Manufacturer#4,2,MACHINERY,1,0.08,0.05,5,Brand#45,21,WRAP CAN,37,1,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#5,0,AUTOMOBILE,2,0.02,0.09,23,Brand#52,5,LG DRUM,23,1,0
F,F,R,NONE,4,Manufacturer#5,0,MACHINERY,6,0.06,0,13,Brand#54,5,LG CAN,35,1,1
F,F,A,COLLECT COD,2,Manufacturer#1,0,FURNITURE,6,0.05,0,21,Brand#13,5,LG PACK,18,0,1
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,0,BUILDING,3,0.05,0.04,14,Brand#34,0,MED JAR,12,1,0
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,1,BUILDING,2,0.05,0.02,23,Brand#41,2,WRAP BAG,8,0,0
F,F,A,COLLECT COD,0,Manufacturer#2,2,HOUSEHOLD,3,0.01,0.09,5,Brand#22,21,MED JAR,24,0,0
F,F,R,NONE,3,Manufacturer#1,3,HOUSEHOLD,4,0.04,0.05,23,Brand#12,22,LG JAR,6,1,1
F,F,R,NONE,2,Manufacturer#5,4,MACHINERY,4,0.01,0.02,18,Brand#52,11,LG CASE,46,1,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#3,0,MACHINERY,2,0.03,0.07,17,Brand#35,14,JUMBO BOX,6,1,1
F,F,R,COLLECT COD,2,Manufacturer#1,2,BUILDING,1,0.01,0.1,18,Brand#15,18,MED PACK,2,1,1
F,F,R,COLLECT COD,0,Manufacturer#4,3,MACHINERY,1,0,0.05,5,Brand#44,23,JUMBO BOX,46,1,1
F,F,A,COLLECT COD,0,Manufacturer#5,2,MACHINERY,1,0.08,0.03,0,Brand#55,12,SM JAR,38,1,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,3,BUILDING,4,0.07,0.04,19,Brand#34,19,JUMBO BOX,25,0,0
F,F,R,COLLECT COD,3,Manufacturer#5,4,AUTOMOBILE,1,0.06,0.1,22,Brand#53,13,LG BAG,42,0,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,0,HOUSEHOLD,2,0.06,0.09,6,Brand#13,5,SM PKG,40,1,1
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,0,FURNITURE,2,0.01,0.04,12,Brand#11,0,WRAP CASE,29,0,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,2,MACHINERY,1,0,0.09,19,Brand#15,12,SM JAR,28,0,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#2,0,MACHINERY,1,0.02,0.06,13,Brand#25,5,LG DRUM,20,0,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,1,MACHINERY,2,0.02,0.03,18,Brand#54,1,JUMBO CASE,28,0,0
F,F,A,NONE,1,Manufacturer#4,2,FURNITURE,6,0.07,0.07,1,Brand#44,18,MED CASE,20,0,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,3,BUILDING,2,0.07,0.06,23,Brand#44,22,LG PACK,13,1,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,3,BUILDING,6,0.08,0.08,9,Brand#21,22,SM DRUM,16,1,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,0,MACHINERY,4,0.02,0.06,4,Brand#25,5,JUMBO BOX,14,0,0
F,F,R,COLLECT COD,4,Manufacturer#2,0,HOUSEHOLD,4,0.04,0.02,4,Brand#21,5,LG BAG,33,0,0
F,F,A,NONE,3,Manufacturer#3,4,HOUSEHOLD,3,0.04,0.04,22,Brand#35,10,MED BAG,19,0,0
F,F,A,COLLECT COD,2,Manufacturer#5,4,MACHINERY,2,0.08,0,18,Brand#53,10,JUMBO BOX,25,1,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,1,AUTOMOBILE,2,0.01,0.02,18,Brand#14,17,LG PACK,7,1,0
F,F,R,NONE,2,Manufacturer#4,3,BUILDING,2,0.03,0.1,12,Brand#42,23,LG PACK,23,1,0
F,F,A,COLLECT COD,0,Manufacturer#1,2,MACHINERY,5,0.05,0.06,5,Brand#11,21,LG BOX,26,0,0
F,F,A,COLLECT COD,1,Manufacturer#5,2,HOUSEHOLD,2,0.07,0.1,17,Brand#54,8,SM CASE,12,0,0
F,F,A,TAKE BACK RETURN,4,Manufacturer#2,1,BUILDING,5,0.04,0.08,4,Brand#24,3,LG JAR,17,1,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,1,MACHINERY,3,0,0.06,2,Brand#13,3,SM PACK,27,0,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#5,0,FURNITURE,3,0.08,0.06,23,Brand#51,0,MED BAG,27,1,1
F,F,R,NONE,4,Manufacturer#5,4,FURNITURE,5,0.07,0.1,4,Brand#55,13,MED CAN,23,0,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,2,AUTOMOBILE,2,0.05,0.01,22,Brand#11,8,LG JAR,47,0,1
F,F,A,NONE,1,Manufacturer#2,2,FURNITURE,5,0.07,0.08,1,Brand#21,12,MED BAG,48,0,0
F,F,R,COLLECT COD,3,Manufacturer#2,2,FURNITURE,3,0,0.07,6,Brand#22,12,MED JAR,37,0,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,1,MACHINERY,2,0.06,0.07,6,Brand#33,24,LG CAN,20,1,1
F,F,A,NONE,3,Manufacturer#5,2,BUILDING,6,0,0.03,22,Brand#55,8,LG BOX,47,1,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,4,HOUSEHOLD,2,0.05,0.03,9,Brand#44,10,WRAP PKG,1,0,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,3,MACHINERY,2,0.02,0.04,8,Brand#42,7,MED CASE,5,1,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,1,BUILDING,2,0.05,0.08,24,Brand#55,24,MED PACK,23,1,1
F,F,R,NONE,0,Manufacturer#4,3,BUILDING,2,0.08,0.1,15,Brand#41,23,LG DRUM,45,1,0
F,F,R,COLLECT COD,3,Manufacturer#3,3,BUILDING,2,0.02,0.05,7,Brand#31,19,LG PACK,21,0,1
F,F,A,NONE,3,Manufacturer#3,0,HOUSEHOLD,1,0.02,0.03,7,Brand#35,5,SM CAN,39,1,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,1,HOUSEHOLD,1,0.02,0.07,19,Brand#21,3,MED JAR,35,1,1
F,F,R,NONE,3,Manufacturer#2,0,AUTOMOBILE,3,0.06,0.07,6,Brand#23,14,WRAP CASE,34,1,1
F,F,R,COLLECT COD,3,Manufacturer#4,2,FURNITURE,1,0.06,0.02,19,Brand#44,18,SM DRUM,20,1,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,4,HOUSEHOLD,5,0,0.04,3,Brand#53,10,SM BOX,22,0,1
F,F,A,COLLECT COD,1,Manufacturer#2,2,MACHINERY,1,0.08,0,1,Brand#23,8,LG PKG,30,0,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,1,HOUSEHOLD,4,0.07,0.05,5,Brand#35,24,WRAP DRUM,40,1,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,1,MACHINERY,2,0,0.05,13,Brand#13,3,JUMBO BAG,49,0,1
F,F,R,NONE,3,Manufacturer#3,0,MACHINERY,2,0.01,0.05,22,Brand#34,15,JUMBO BAG,9,0,1
F,F,R,NONE,1,Manufacturer#3,3,HOUSEHOLD,4,0.07,0.07,3,Brand#33,19,JUMBO JAR,7,0,0
F,F,R,NONE,0,Manufacturer#4,1,AUTOMOBILE,2,0.01,0.08,15,Brand#41,24,LG BAG,3,0,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,1,BUILDING,5,0.07,0.06,2,Brand#22,1,MED DRUM,12,0,0
F,F,R,COLLECT COD,3,Manufacturer#5,0,AUTOMOBILE,3,0.03,0.1,7,Brand#53,14,MED PACK,8,0,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,4,AUTOMOBILE,3,0.05,0.1,8,Brand#31,10,JUMBO DRUM,4,0,1
F,F,R,NONE,0,Manufacturer#3,4,MACHINERY,7,0,0.09,16,Brand#35,13,MED BAG,44,1,0
F,F,R,COLLECT COD,3,Manufacturer#1,0,BUILDING,5,0.01,0.08,6,Brand#11,0,WRAP PACK,32,1,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,1,BUILDING,4,0.08,0,13,Brand#11,1,MED BOX,22,0,1
F,F,R,COLLECT COD,0,Manufacturer#4,1,HOUSEHOLD,5,0.04,0.03,0,Brand#43,24,LG CAN,47,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,0,MACHINERY,1,0.02,0.07,16,Brand#25,0,MED DRUM,25,0,1
F,F,A,COLLECT COD,4,Manufacturer#1,3,BUILDING,2,0.03,0.1,4,Brand#15,6,LG CAN,39,1,1
F,F,A,COLLECT COD,1,Manufacturer#3,3,AUTOMOBILE,2,0.08,0.05,1,Brand#32,6,MED BOX,8,0,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#3,4,AUTOMOBILE,4,0.08,0.04,10,Brand#35,4,LG CAN,39,0,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,0,FURNITURE,3,0.01,0.06,16,Brand#33,16,JUMBO CAN,20,0,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,2,AUTOMOBILE,1,0.08,0.05,23,Brand#45,12,JUMBO DRUM,22,0,1
F,F,R,NONE,2,Manufacturer#5,3,BUILDING,2,0.06,0.02,21,Brand#53,6,MED PACK,35,0,1
F,F,A,COLLECT COD,4,Manufacturer#5,3,MACHINERY,1,0,0.06,4,Brand#55,23,JUMBO PACK,35,0,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#3,4,FURNITURE,3,0.03,0.05,2,Brand#35,10,JUMBO BAG,49,0,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,3,HOUSEHOLD,3,0.04,0.1,9,Brand#23,6,WRAP JAR,16,0,0
F,F,R,COLLECT COD,0,Manufacturer#1,1,HOUSEHOLD,1,0.08,0.01,0,Brand#11,24,LG JAR,7,0,1
F,F,A,COLLECT COD,2,Manufacturer#5,1,MACHINERY,6,0.07,0.03,9,Brand#51,24,MED BOX,34,0,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,1,MACHINERY,3,0.05,0.03,16,Brand#35,24,SM BAG,10,1,0
F,F,R,NONE,1,Manufacturer#2,0,HOUSEHOLD,5,0.05,0.01,17,Brand#21,0,JUMBO DRUM,49,0,1
F,F,R,COLLECT COD,4,Manufacturer#5,2,MACHINERY,7,0.03,0,20,Brand#52,21,SM DRUM,45,1,0
F,F,R,COLLECT COD,3,Manufacturer#4,3,FURNITURE,1,0.04,0.04,23,Brand#42,23,SM BAG,5,1,1
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,4,BUILDING,2,0.01,0.04,15,Brand#15,11,LG JAR,18,1,0
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,4,BUILDING,4,0.07,0.07,0,Brand#32,11,SM CASE,50,1,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,1,HOUSEHOLD,2,0.01,0.01,22,Brand#42,2,MED JAR,18,0,1
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,3,MACHINERY,5,0.07,0.06,14,Brand#43,23,SM PKG,19,1,1
F,F,A,NONE,1,Manufacturer#3,3,AUTOMOBILE,1,0.04,0.03,24,Brand#32,23,WRAP DRUM,3,1,1
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,2,BUILDING,1,0.05,0.06,20,Brand#52,9,WRAP CASE,46,0,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#2,0,HOUSEHOLD,4,0.08,0,14,Brand#23,16,WRAP DRUM,44,1,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,0,BUILDING,1,0,0.05,23,Brand#21,14,JUMBO CASE,39,1,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,4,FURNITURE,3,0,0.05,19,Brand#35,4,LG CASE,28,1,1
F,F,R,COLLECT COD,4,Manufacturer#5,2,FURNITURE,2,0,0.04,11,Brand#53,9,JUMBO PKG,27,1,0
F,F,R,NONE,0,Manufacturer#5,0,HOUSEHOLD,5,0.02,0.01,0,Brand#53,14,WRAP PKG,15,1,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,3,HOUSEHOLD,1,0.08,0.09,10,Brand#43,6,LG JAR,36,0,0
F,F,A,COLLECT COD,3,Manufacturer#5,2,AUTOMOBILE,5,0.03,0.01,7,Brand#55,18,LG DRUM,13,0,1
F,F,R,NONE,1,Manufacturer#2,1,MACHINERY,4,0.01,0.1,1,Brand#21,3,LG BOX,43,1,1
F,F,A,COLLECT COD,3,Manufacturer#5,2,BUILDING,2,0.08,0.1,22,Brand#53,12,SM CASE,22,0,0
F,F,A,NONE,2,Manufacturer#4,3,HOUSEHOLD,2,0.07,0.03,18,Brand#41,22,JUMBO PKG,4,1,0
F,F,R,NONE,1,Manufacturer#2,0,BUILDING,7,0,0.02,2,Brand#22,14,MED DRUM,29,0,0
F,F,A,COLLECT COD,3,Manufacturer#2,3,AUTOMOBILE,5,0.04,0,6,Brand#23,7,SM CAN,45,0,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#4,4,MACHINERY,1,0.03,0.06,17,Brand#44,20,SM PACK,1,0,0
F,F,R,NONE,1,Manufacturer#5,4,MACHINERY,2,0.03,0.05,1,Brand#52,11,LG DRUM,3,0,0
F,F,R,NONE,3,Manufacturer#5,0,BUILDING,5,0.03,0.04,19,Brand#53,0,WRAP CASE,43,1,0
F,F,R,NONE,2,Manufacturer#3,0,AUTOMOBILE,1,0.04,0.06,18,Brand#32,0,LG JAR,31,1,1
F,F,R,NONE,1,Manufacturer#4,4,FURNITURE,1,0.07,0.02,1,Brand#41,11,WRAP PKG,3,1,1
F,F,A,COLLECT COD,4,Manufacturer#1,3,HOUSEHOLD,3,0.02,0,11,Brand#14,7,WRAP JAR,23,0,0
F,F,A,NONE,0,Manufacturer#5,2,BUILDING,1,0.08,0.06,15,Brand#54,12,LG PKG,8,1,0
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,0,FURNITURE,6,0.07,0,24,Brand#52,16,SM PACK,29,0,0
F,F,A,COLLECT COD,3,Manufacturer#1,3,BUILDING,1,0.03,0.09,23,Brand#12,23,WRAP JAR,21,1,1
F,F,A,NONE,3,Manufacturer#4,2,BUILDING,1,0.03,0.04,23,Brand#42,18,MED JAR,42,0,0
F,F,R,NONE,2,Manufacturer#5,0,HOUSEHOLD,2,0.03,0.05,12,Brand#51,5,JUMBO DRUM,1,1,0
F,F,R,COLLECT COD,3,Manufacturer#1,3,HOUSEHOLD,5,0.06,0.09,7,Brand#14,7,MED PKG,50,1,1
F,F,R,NONE,2,Manufacturer#5,4,HOUSEHOLD,7,0.07,0.08,9,Brand#52,10,SM DRUM,29,0,0
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,0,BUILDING,2,0.05,0.1,22,Brand#45,16,JUMBO JAR,50,0,1
F,F,A,NONE,3,Manufacturer#4,1,HOUSEHOLD,1,0.01,0.07,23,Brand#44,3,WRAP PKG,14,0,0
