o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,groupcol,aggcol
O,3-MEDIUM,3,AUTOMOBILE,7,Clerk#000000224,1998-07-22,7548.88,278,1
F,3-MEDIUM,3,MACHINERY,23,Clerk#000000720,1992-08-30,8024.55,932,1
O,5-LOW,3,BUILDING,7,Clerk#000000379,1997-10-12,4349.27,415,1
F,3-MEDIUM,2,AUTOMOBILE,18,Clerk#000000430,1994-08-20,3653.64,426,1
O,1-URGENT,1,HOUSEHOLD,3,Clerk#000000221,1997-05-04,8315.09,710,1
F,2-HIGH,4,BUILDING,11,Clerk#000000652,1992-05-23,7307.55,929,1
O,2-HIGH,1,FURNITURE,1,Clerk#000000417,1998-01-26,6898.65,888,1
O,5-LOW,0,FURNITURE,0,Clerk#000000315,1996-03-24,7618.27,588,1
F,3-MEDIUM,2,MACHINERY,8,Clerk#000000510,1994-08-16,1526.59,787,1
F,5-LOW,1,BUILDING,1,Clerk#000000695,1993-12-13,-210.4,723,1
O,5-LOW,2,HOUSEHOLD,9,Clerk#000000160,1996-05-02,-272.14,593,1
P,3-MEDIUM,0,AUTOMOBILE,15,Clerk#000000470,1995-04-05,3903.54,924,1
O,4-NOT SPECIFIED,1,BUILDING,2,Clerk#000000508,1996-10-06,4667.12,645,1
O,4-NOT SPECIFIED,0,MACHINERY,14,Clerk#000000712,1996-10-09,7667.35,604,1
F,1-URGENT,4,HOUSEHOLD,20,Clerk#000000401,1993-01-03,1634.7,533,1
F,2-HIGH,3,MACHINERY,6,Clerk#000000800,1994-12-20,1286.76,453,1
F,5-LOW,2,MACHINERY,21,Clerk#000000443,1994-11-22,1663.28,918,1
F,1-URGENT,0,BUILDING,16,Clerk#000000347,1992-04-19,9967.6,782,1
F,3-MEDIUM,2,MACHINERY,21,Clerk#000000814,1994-08-24,9280.71,457,1
O,3-MEDIUM,2,FURNITURE,18,Clerk#000000209,1997-06-04,7115.14,690,1
F,3-MEDIUM,2,MACHINERY,8,Clerk#000000205,1993-04-29,4086.56,228,1
O,5-LOW,3,BUILDING,23,Clerk#000000636,1996-08-26,2191.59,989,1
O,1-URGENT,2,AUTOMOBILE,8,Clerk#000000597,1997-09-05,6269.42,395,1
O,1-URGENT,3,FURNITURE,6,Clerk#000000527,1995-11-16,-526.14,757,1
F,3-MEDIUM,0,AUTOMOBILE,5,Clerk#000000884,1993-01-09,1652.78,863,1
O,2-HIGH,3,AUTOMOBILE,7,Clerk#000000702,1995-06-11,4450.03,342,1
O,3-MEDIUM,1,BUILDING,3,Clerk#000000540,1996-12-23,9459.5,158,1
O,5-LOW,4,AUTOMOBILE,13,Clerk#000000353,1996-03-13,121.65,801,1
F,1-URGENT,3,BUILDING,19,Clerk#000000511,1992-01-20,7772.85,699,1
O,2-HIGH,1,FURNITURE,1,Clerk#000000073,1995-08-16,-982.32,2,1
F,3-MEDIUM,4,MACHINERY,4,Clerk#000000237,1992-04-30,3942.58,871,1
P,1-URGENT,4,MACHINERY,4,Clerk#000000970,1995-05-01,2764.43,143,1
O,4-NOT SPECIFIED,1,AUTOMOBILE,2,Clerk#000000448,1996-07-09,8216.79,659,1
O,2-HIGH,0,AUTOMOBILE,16,Clerk#000000538,1998-01-19,274.5,127,1
O,1-URGENT,1,FURNITURE,24,Clerk#000000692,1996-08-26,4038.45,112,1
O,4-NOT SPECIFIED,1,MACHINERY,1,Clerk#000000205,1996-05-14,9114.68,240,1
F,2-HIGH,0,BUILDING,14,Clerk#000000501,1992-04-15,3170.47,165,1
P,3-MEDIUM,0,AUTOMOBILE,16,Clerk#000000160,1995-04-24,8031.44,547,1
F,1-URGENT,4,HOUSEHOLD,13,Clerk#000000939,1992-10-06,1179.85,927,1
F,3-MEDIUM,0,HOUSEHOLD,16,Clerk#000000691,1993-11-01,3482.32,455,1
O,1-URGENT,2,AUTOMOBILE,21,Clerk#000000168,1998-03-25,170.46,674,1
O,2-HIGH,3,FURNITURE,23,Clerk#000000376,1996-09-02,2829.07,667,1
F,1-URGENT,4,BUILDING,20,Clerk#000000263,1994-01-21,6378.67,233,1
F,3-MEDIUM,4,BUILDING,20,Clerk#000000241,1994-05-19,3136.15,238,1
O,3-MEDIUM,1,FURNITURE,17,Clerk#000000649,1995-05-04,7270.82,470,1
O,3-MEDIUM,3,FURNITURE,6,Clerk#000000473,1995-09-22,5817.9,633,1
F,1-URGENT,1,AUTOMOBILE,3,Clerk#000000218,1994-02-14,4810.22,553,1
F,4-NOT SPECIFIED,4,MACHINERY,4,Clerk#000000726,1993-01-13,9963.15,836,1
P,2-HIGH,1,BUILDING,17,Clerk#000000632,1995-04-04,1376.67,583,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,11,Clerk#000000998,1994-11-09,5134.35,668,1
F,2-HIGH,4,MACHINERY,4,Clerk#000000392,1993-05-16,8167.5,758,1
O,2-HIGH,3,BUILDING,6,Clerk#000000979,1997-10-10,4361.7,232,1
P,3-MEDIUM,0,BUILDING,16,Clerk#000000130,1995-05-19,3987.39,403,1
O,3-MEDIUM,2,FURNITURE,12,Clerk#000000176,1996-05-19,4756.58,913,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,15,Clerk#000000883,1994-12-15,8589.7,20,1
O,2-HIGH,0,HOUSEHOLD,14,Clerk#000000186,1998-07-03,6693.36,91,1
O,2-HIGH,2,FURNITURE,9,Clerk#000000027,1996-09-12,4799.98,420,1
P,5-LOW,4,HOUSEHOLD,13,Clerk#000000107,1995-05-22,6478.46,499,1
F,2-HIGH,3,AUTOMOBILE,6,Clerk#000000058,1994-01-19,3998.42,742,1
F,3-MEDIUM,0,AUTOMOBILE,5,Clerk#000000431,1993-07-16,170.27,51,1
F,3-MEDIUM,2,FURNITURE,21,Clerk#000000449,1993-12-03,2990.73,282,1
O,4-NOT SPECIFIED,4,MACHINERY,4,Clerk#000000985,1997-10-08,1811.35,181,1
O,4-NOT SPECIFIED,1,HOUSEHOLD,3,Clerk#000000934,1996-11-01,5521.36,331,1
F,3-MEDIUM,0,AUTOMOBILE,16,Clerk#000000380,1994-05-17,1490.21,74,1
F,2-HIGH,0,FURNITURE,0,Clerk#000000319,1994-05-10,3229.18,561,1
O,5-LOW,4,FURNITURE,4,Clerk#000000645,1997-10-14,3687.37,371,1
F,2-HIGH,2,AUTOMOBILE,21,Clerk#000000227,1992-09-29,7894,697,1
F,1-URGENT,3,FURNITURE,19,Clerk#000000040,1992-05-09,5896.87,163,1
P,1-URGENT,0,MACHINERY,16,Clerk#000000931,1995-06-01,1755.33,848,1
F,3-MEDIUM,3,FURNITURE,19,Clerk#000000122,1995-01-14,5896.87,163,1
F,5-LOW,2,FURNITURE,9,Clerk#000000031,1993-11-19,4799.98,420,1
F,3-MEDIUM,4,HOUSEHOLD,20,Clerk#000000708,1992-03-13,2942.19,23,1
O,1-URGENT,2,AUTOMOBILE,21,Clerk#000000839,1995-08-18,772.14,67,1
O,3-MEDIUM,2,MACHINERY,21,Clerk#000000342,1996-05-22,-117.31,566,1
O,4-NOT SPECIFIED,2,MACHINERY,12,Clerk#000000805,1995-10-07,7929.9,132,1
O,1-URGENT,1,AUTOMOBILE,2,Clerk#000000716,1996-09-27,8216.79,659,1
F,1-URGENT,1,MACHINERY,3,Clerk#000000993,1993-07-19,2233.1,443,1
O,3-MEDIUM,2,AUTOMOBILE,12,Clerk#000000765,1997-05-08,3215.96,521,1
F,1-URGENT,3,FURNITURE,6,Clerk#000000548,1993-02-21,1834.36,405,1
F,3-MEDIUM,2,AUTOMOBILE,18,Clerk#000000874,1993-10-04,9561.95,886,1
F,1-URGENT,1,BUILDING,1,Clerk#000000104,1992-04-28,4455.76,814,1
O,3-MEDIUM,4,BUILDING,4,Clerk#000000330,1997-11-09,-405.91,556,1
F,1-URGENT,4,AUTOMOBILE,10,Clerk#000000882,1992-02-14,5453.74,832,1
F,1-URGENT,2,AUTOMOBILE,9,Clerk#000000666,1994-04-29,6569.34,571,1
O,4-NOT SPECIFIED,0,MACHINERY,15,Clerk#000000354,1997-09-23,5327.38,365,1
F,5-LOW,3,FURNITURE,19,Clerk#000000775,1994-05-06,4695.12,501,1
O,1-URGENT,1,BUILDING,24,Clerk#000000747,1995-12-21,9712.75,498,1
F,5-LOW,0,BUILDING,0,Clerk#000000524,1994-02-03,-566.86,476,1
P,1-URGENT,3,MACHINERY,6,Clerk#000000220,1995-04-18,9103.33,261,1
O,5-LOW,1,AUTOMOBILE,24,Clerk#000000147,1995-12-06,-377.11,703,1
F,2-HIGH,4,BUILDING,11,Clerk#000000093,1992-07-18,3952.84,26,1
O,4-NOT SPECIFIED,2,MACHINERY,8,Clerk#000000392,1997-02-14,1526.59,787,1
O,2-HIGH,0,MACHINERY,15,Clerk#000000894,1996-12-26,1725.68,844,1
F,2-HIGH,0,FURNITURE,0,Clerk#000000398,1992-08-10,5184.7,275,1
O,4-NOT SPECIFIED,4,MACHINERY,4,Clerk#000000286,1996-02-07,3942.58,871,1
O,1-URGENT,2,HOUSEHOLD,18,Clerk#000000720,1995-08-31,8914.71,81,1
F,2-HIGH,4,BUILDING,20,Clerk#000000657,1993-12-30,7476.2,68,1
F,3-MEDIUM,0,BUILDING,5,Clerk#000000864,1992-07-06,2788.76,993,1
F,1-URGENT,1,HOUSEHOLD,2,Clerk#000000279,1994-11-03,1906.52,47,1
F,1-URGENT,4,FURNITURE,4,Clerk#000000074,1994-03-26,7654.31,243,1
O,5-LOW,1,FURNITURE,24,Clerk#000000971,1996-01-04,4038.45,112,1
O,5-LOW,1,BUILDING,1,Clerk#000000780,1997-05-14,7568.07,591,1
O,2-HIGH,0,HOUSEHOLD,15,Clerk#000000015,1997-03-21,4113.64,655,1
O,5-LOW,3,AUTOMOBILE,7,Clerk#000000729,1996-12-10,5872.94,378,1
F,3-MEDIUM,2,AUTOMOBILE,8,Clerk#000000575,1994-12-02,4643.14,249,1
O,3-MEDIUM,4,BUILDING,10,Clerk#000000127,1996-12-23,1733.76,29,1
F,3-MEDIUM,3,MACHINERY,6,Clerk#000000552,1993-04-03,9103.33,261,1
F,1-URGENT,2,MACHINERY,12,Clerk#000000417,1992-02-05,4365.28,956,1
F,5-LOW,3,FURNITURE,22,Clerk#000000862,1994-08-16,7616.48,545,1
F,2-HIGH,3,HOUSEHOLD,23,Clerk#000000266,1994-10-27,5236.89,786,1
O,4-NOT SPECIFIED,3,FURNITURE,19,Clerk#000000305,1998-02-16,4425.42,40,1
F,4-NOT SPECIFIED,3,FURNITURE,22,Clerk#000000293,1993-11-18,7576.55,691,1
O,2-HIGH,1,BUILDING,3,Clerk#000000721,1997-04-16,1335.3,450,1
F,1-URGENT,3,BUILDING,23,Clerk#000000873,1994-11-01,8876.1,683,1
O,5-LOW,0,MACHINERY,15,Clerk#000000437,1995-10-30,5121.28,513,1
O,2-HIGH,4,HOUSEHOLD,11,Clerk#000000605,1997-04-20,2975.43,28,1
F,3-MEDIUM,4,BUILDING,11,Clerk#000000164,1993-04-18,9442.55,46,1
O,3-MEDIUM,3,HOUSEHOLD,6,Clerk#000000827,1997-11-13,5503.36,732,1
F,5-LOW,3,AUTOMOBILE,23,Clerk#000000336,1992-08-11,8795.16,558,1
F,4-NOT SPECIFIED,1,FURNITURE,1,Clerk#000000320,1993-05-29,6898.65,888,1
O,4-NOT SPECIFIED,3,BUILDING,19,Clerk#000000772,1997-07-06,1498.46,957,1
F,5-LOW,3,HOUSEHOLD,23,Clerk#000000551,1993-03-31,4822.08,776,1
F,1-URGENT,3,FURNITURE,7,Clerk#000000680,1992-12-16,709.46,507,1
F,2-HIGH,1,AUTOMOBILE,3,Clerk#000000572,1992-02-13,9128.69,252,1
O,4-NOT SPECIFIED,0,BUILDING,16,Clerk#000000707,1995-11-25,-716.1,197,1
O,5-LOW,4,HOUSEHOLD,20,Clerk#000000710,1997-05-07,-395.89,858,1
O,1-URGENT,3,HOUSEHOLD,23,Clerk#000000653,1998-06-16,32.24,451,1
F,3-MEDIUM,1,BUILDING,2,Clerk#000000406,1994-04-26,6738.93,6,1
F,5-LOW,2,AUTOMOBILE,12,Clerk#000000593,1992-01-21,8364.99,950,1
O,4-NOT SPECIFIED,0,BUILDING,5,Clerk#000000200,1995-03-30,3247.92,670,1
O,5-LOW,2,AUTOMOBILE,21,Clerk#000000337,1996-01-26,6533.53,265,1
O,5-LOW,4,HOUSEHOLD,13,Clerk#000000252,1995-06-15,6478.46,499,1
O,1-URGENT,3,MACHINERY,19,Clerk#000000287,1998-06-27,-303.95,211,1
O,2-HIGH,4,AUTOMOBILE,10,Clerk#000000322,1997-08-21,8898.67,951,1
O,1-URGENT,4,AUTOMOBILE,10,Clerk#000000483,1998-04-03,3264.99,399,1
F,1-URGENT,0,BUILDING,5,Clerk#000000933,1994-03-25,-178.52,941,1
O,5-LOW,2,FURNITURE,18,Clerk#000000071,1997-03-23,9630.24,973,1
F,1-URGENT,0,BUILDING,0,Clerk#000000185,1992-09-21,4288.5,739,1
O,5-LOW,1,HOUSEHOLD,24,Clerk#000000155,1997-08-22,2369.01,618,1
F,1-URGENT,3,AUTOMOBILE,6,Clerk#000000364,1994-07-18,4396.25,442,1
F,3-MEDIUM,1,AUTOMOBILE,24,Clerk#000000955,1994-05-22,3710.14,139,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,2,Clerk#000000752,1993-06-14,6.34,190,1
F,2-HIGH,0,BUILDING,14,Clerk#000000793,1994-10-03,-98.46,141,1
F,5-LOW,0,BUILDING,15,Clerk#000000132,1993-09-11,4011.18,354,1
O,3-MEDIUM,1,MACHINERY,3,Clerk#000000924,1997-09-07,6821.01,438,1
O,4-NOT SPECIFIED,3,BUILDING,7,Clerk#000000103,1996-03-08,4997.35,529,1
F,1-URGENT,1,FURNITURE,1,Clerk#000000485,1994-05-08,5266.3,830,1
O,3-MEDIUM,3,MACHINERY,19,Clerk#000000493,1998-02-06,-303.95,211,1
O,4-NOT SPECIFIED,4,BUILDING,4,Clerk#000000343,1995-09-25,-405.91,556,1
O,5-LOW,2,AUTOMOBILE,18,Clerk#000000620,1996-07-18,9561.95,886,1
F,3-MEDIUM,0,BUILDING,5,Clerk#000000578,1995-02-04,9562.82,791,1
O,3-MEDIUM,4,BUILDING,11,Clerk#000000450,1997-02-05,3952.84,26,1
O,3-MEDIUM,4,AUTOMOBILE,10,Clerk#000000086,1995-06-19,7505.33,842,1
O,5-LOW,2,AUTOMOBILE,18,Clerk#000000106,1995-08-06,4967.24,471,1
O,3-MEDIUM,3,MACHINERY,22,Clerk#000000658,1996-11-18,1134.4,227,1
F,2-HIGH,0,BUILDING,16,Clerk#000000355,1993-11-15,2945.16,997,1
O,1-URGENT,3,HOUSEHOLD,23,Clerk#000000492,1996-01-11,2701.21,603,1
F,5-LOW,2,AUTOMOBILE,18,Clerk#000000632,1993-03-15,4967.24,471,1
F,5-LOW,3,FURNITURE,22,Clerk#000000418,1992-12-24,3387.22,461,1
F,4-NOT SPECIFIED,3,AUTOMOBILE,22,Clerk#000000359,1992-05-21,4962.12,87,1
F,1-URGENT,2,FURNITURE,9,Clerk#000000931,1994-11-19,884.2,490,1
F,1-URGENT,0,AUTOMOBILE,0,Clerk#000000523,1993-01-12,5902.85,708,1
O,2-HIGH,3,BUILDING,19,Clerk#000000137,1998-06-27,7772.85,699,1
F,2-HIGH,1,HOUSEHOLD,24,Clerk#000000844,1993-05-22,2369.01,618,1
F,5-LOW,2,FURNITURE,12,Clerk#000000984,1994-12-28,6859.28,847,1
O,1-URGENT,2,AUTOMOBILE,12,Clerk#000000239,1997-11-09,-592.69,117,1
F,2-HIGH,4,AUTOMOBILE,10,Clerk#000000233,1992-12-17,1394.44,862,1
O,2-HIGH,4,FURNITURE,4,Clerk#000000911,1996-07-22,7885.5,110,1
F,3-MEDIUM,2,FURNITURE,8,Clerk#000000910,1993-04-30,-917.75,222,1
F,1-URGENT,1,FURNITURE,24,Clerk#000000028,1992-06-11,2336.99,44,1
F,4-NOT SPECIFIED,0,FURNITURE,0,Clerk#000000153,1994-11-02,5184.7,275,1
F,5-LOW,0,BUILDING,0,Clerk#000000039,1992-03-24,2072.99,147,1
O,1-URGENT,3,MACHINERY,19,Clerk#000000796,1996-02-10,8695.45,152,1
O,5-LOW,1,MACHINERY,3,Clerk#000000895,1997-10-07,2840.36,980,1
O,4-NOT SPECIFIED,3,AUTOMOBILE,6,Clerk#000000759,1997-01-24,3288.76,678,1
O,3-MEDIUM,2,HOUSEHOLD,8,Clerk#000000305,1996-02-07,2840.59,272,1
F,1-URGENT,2,BUILDING,8,Clerk#000000406,1994-12-15,1766.23,188,1
O,1-URGENT,3,BUILDING,22,Clerk#000000122,1996-08-14,6292.06,793,1
F,2-HIGH,0,HOUSEHOLD,14,Clerk#000000393,1992-08-18,4293.76,297,1
O,2-HIGH,0,HOUSEHOLD,0,Clerk#000000472,1997-09-09,6115.81,267,1
F,2-HIGH,3,MACHINERY,23,Clerk#000000591,1994-08-08,459.22,189,1
F,1-URGENT,4,MACHINERY,4,Clerk#000000816,1994-10-25,8167.5,758,1
F,5-LOW,1,AUTOMOBILE,2,Clerk#000000376,1992-10-29,5340.67,93,1
F,4-NOT SPECIFIED,3,BUILDING,23,Clerk#000000373,1994-09-07,5710.41,665,1
F,3-MEDIUM,0,HOUSEHOLD,15,Clerk#000000505,1992-05-31,1965.38,754,1
F,3-MEDIUM,3,BUILDING,6,Clerk#000000734,1994-09-18,6633.7,753,1
O,5-LOW,4,MACHINERY,20,Clerk#000000786,1997-06-19,8997.6,985,1
F,5-LOW,4,MACHINERY,4,Clerk#000000345,1993-11-22,1107.42,380,1
O,2-HIGH,4,HOUSEHOLD,10,Clerk#000000375,1997-05-10,3798.28,736,1
O,4-NOT SPECIFIED,4,FURNITURE,4,Clerk#000000050,1995-12-04,774.23,288,1
F,3-MEDIUM,1,FURNITURE,24,Clerk#000000802,1993-04-21,-723.49,291,1
O,5-LOW,3,MACHINERY,6,Clerk#000000388,1996-01-16,9103.33,261,1
O,1-URGENT,4,AUTOMOBILE,11,Clerk#000000311,1996-11-01,8136.53,309,1
F,1-URGENT,3,BUILDING,22,Clerk#000000813,1994-11-30,6035.44,777,1
O,4-NOT SPECIFIED,0,MACHINERY,16,Clerk#000000484,1995-06-06,1755.33,848,1
F,4-NOT SPECIFIED,1,HOUSEHOLD,1,Clerk#000000582,1992-08-28,3679.65,870,1
O,4-NOT SPECIFIED,2,AUTOMOBILE,9,Clerk#000000411,1995-07-03,-932.09,114,1
O,4-NOT SPECIFIED,1,BUILDING,3,Clerk#000000929,1997-04-03,-646.64,245,1
F,1-URGENT,3,HOUSEHOLD,23,Clerk#000000584,1993-12-26,32.24,451,1
F,1-URGENT,0,FURNITURE,14,Clerk#000000733,1993-02-13,6181.23,142,1
F,5-LOW,2,FURNITURE,9,Clerk#000000609,1994-08-04,8247.11,976,1
F,5-LOW,4,HOUSEHOLD,13,Clerk#000000428,1993-02-27,9748.93,176,1
F,3-MEDIUM,4,FURNITURE,4,Clerk#000000530,1993-11-14,7885.5,110,1
F,1-URGENT,4,AUTOMOBILE,11,Clerk#000000436,1993-01-30,7252.65,478,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,10,Clerk#000000626,1994-07-18,212.16,286,1
O,2-HIGH,4,FURNITURE,4,Clerk#000000028,1997-06-10,3687.37,371,1
O,4-NOT SPECIFIED,1,BUILDING,2,Clerk#000000157,1995-04-29,6738.93,6,1
O,1-URGENT,3,AUTOMOBILE,7,Clerk#000000256,1997-07-13,4450.03,342,1
P,5-LOW,4,FURNITURE,4,Clerk#000000757,1995-05-14,2688.88,427,1
F,5-LOW,4,FURNITURE,4,Clerk#000000996,1992-12-31,-774.22,387,1
O,3-MEDIUM,4,BUILDING,20,Clerk#000000667,1996-05-19,7476.2,68,1
O,5-LOW,0,MACHINERY,16,Clerk#000000953,1996-01-14,6582.04,204,1
O,3-MEDIUM,4,FURNITURE,10,Clerk#000000797,1997-11-05,2042.21,538,1
F,3-MEDIUM,1,BUILDING,2,Clerk#000000385,1994-12-07,2883.24,78,1
F,1-URGENT,4,FURNITURE,10,Clerk#000000994,1994-05-22,6295.47,131,1
O,1-URGENT,0,FURNITURE,15,Clerk#000000140,1995-10-27,9647.58,283,1
F,1-URGENT,0,HOUSEHOLD,15,Clerk#000000241,1994-08-18,2506.38,364,1
F,4-NOT SPECIFIED,1,BUILDING,17,Clerk#000000420,1993-12-23,2718.02,79,1
F,4-NOT SPECIFIED,1,FURNITURE,24,Clerk#000000488,1993-04-30,4038.45,112,1
F,1-URGENT,2,FURNITURE,12,Clerk#000000545,1992-09-15,8982.79,0,1
O,3-MEDIUM,0,MACHINERY,5,Clerk#000000782,1995-11-17,-44.66,684,1
F,4-NOT SPECIFIED,2,MACHINERY,12,Clerk#000000803,1993-03-03,3342.75,192,1
F,2-HIGH,4,BUILDING,10,Clerk#000000243,1994-02-23,3199.03,207,1
F,1-URGENT,0,BUILDING,15,Clerk#000000806,1994-01-30,8627.9,899,1
O,2-HIGH,4,FURNITURE,10,Clerk#000000678,1996-04-14,6295.47,131,1
F,4-NOT SPECIFIED,2,BUILDING,9,Clerk#000000243,1992-02-20,8593.83,373,1
F,1-URGENT,0,AUTOMOBILE,16,Clerk#000000204,1994-12-12,8031.44,547,1
O,3-MEDIUM,2,MACHINERY,21,Clerk#000000880,1997-12-20,9280.71,457,1
F,5-LOW,4,AUTOMOBILE,13,Clerk#000000602,1994-06-24,6898.89,18,1
O,2-HIGH,0,BUILDING,15,Clerk#000000232,1995-09-08,8878.22,815,1
O,4-NOT SPECIFIED,0,AUTOMOBILE,5,Clerk#000000158,1996-01-14,3035.29,807,1
O,5-LOW,4,HOUSEHOLD,20,Clerk#000000384,1996-05-07,8495.92,345,1
O,4-NOT SPECIFIED,3,MACHINERY,6,Clerk#000000022,1997-03-13,1008.26,861,1
O,1-URGENT,2,FURNITURE,8,Clerk#000000088,1995-12-05,9787.56,695,1
O,5-LOW,1,AUTOMOBILE,3,Clerk#000000544,1997-06-21,-496.49,562,1
O,1-URGENT,1,HOUSEHOLD,24,Clerk#000000451,1998-06-29,-273.96,762,1
F,3-MEDIUM,4,AUTOMOBILE,20,Clerk#000000595,1993-02-06,-729.09,557,1
O,3-MEDIUM,4,FURNITURE,11,Clerk#000000515,1995-07-26,-425.09,964,1
F,2-HIGH,1,MACHINERY,1,Clerk#000000787,1994-06-25,9537.08,647,1
O,4-NOT SPECIFIED,0,HOUSEHOLD,14,Clerk#000000613,1998-04-02,1209.37,472,1
O,2-HIGH,1,AUTOMOBILE,17,Clerk#000000164,1995-12-30,2314.67,640,1
F,4-NOT SPECIFIED,1,MACHINERY,2,Clerk#000000936,1993-11-14,-444.73,794,1
F,5-LOW,0,MACHINERY,15,Clerk#000000513,1993-09-28,5121.28,513,1
F,5-LOW,2,MACHINERY,9,Clerk#000000795,1994-05-04,4389.66,585,1
F,4-NOT SPECIFIED,2,MACHINERY,21,Clerk#000000701,1992-10-31,-117.31,566,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,3,Clerk#000000378,1992-04-07,8137.24,124,1
F,2-HIGH,2,AUTOMOBILE,9,Clerk#000000130,1992-05-18,233.51,129,1
O,3-MEDIUM,3,FURNITURE,23,Clerk#000000401,1995-08-27,9153.84,767,1
F,5-LOW,1,AUTOMOBILE,24,Clerk#000000832,1994-07-16,126.97,992,1
O,4-NOT SPECIFIED,2,HOUSEHOLD,21,Clerk#000000176,1997-12-28,8844.27,581,1
F,5-LOW,0,HOUSEHOLD,5,Clerk#000000937,1993-06-26,-902.48,996,1
F,1-URGENT,1,MACHINERY,1,Clerk#000000080,1994-01-17,7944.22,372,1
O,1-URGENT,2,HOUSEHOLD,18,Clerk#000000205,1997-06-14,8914.71,81,1
O,4-NOT SPECIFIED,0,MACHINERY,15,Clerk#000000526,1995-07-29,2743.63,704,1
O,4-NOT SPECIFIED,3,BUILDING,23,Clerk#000000182,1996-05-14,5840.97,203,1
O,3-MEDIUM,3,BUILDING,19,Clerk#000000187,1996-01-05,8541.87,721,1
O,2-HIGH,1,BUILDING,17,Clerk#000000217,1997-01-08,6737.18,641,1
F,1-URGENT,4,HOUSEHOLD,13,Clerk#000000935,1992-04-08,4351.09,598,1
F,4-NOT SPECIFIED,1,FURNITURE,3,Clerk#000000521,1994-07-31,3328.68,298,1
O,5-LOW,3,FURNITURE,19,Clerk#000000583,1995-06-06,-234.12,717,1
F,5-LOW,1,BUILDING,24,Clerk#000000434,1995-04-10,4349.73,322,1
F,1-URGENT,0,HOUSEHOLD,15,Clerk#000000196,1994-09-06,8589.7,20,1
O,5-LOW,0,AUTOMOBILE,5,Clerk#000000990,1995-07-13,3035.29,807,1
O,1-URGENT,0,HOUSEHOLD,16,Clerk#000000783,1996-08-23,2961.79,155,1
O,2-HIGH,1,BUILDING,1,Clerk#000000755,1997-03-09,1222.21,820,1
F,3-MEDIUM,1,MACHINERY,3,Clerk#000000035,1993-07-15,4344.52,151,1
F,1-URGENT,1,BUILDING,1,Clerk#000000824,1993-08-30,4455.76,814,1
O,4-NOT SPECIFIED,4,AUTOMOBILE,4,Clerk#000000131,1997-08-02,-614.28,560,1
F,1-URGENT,4,FURNITURE,11,Clerk#000000450,1993-09-27,3061.78,803,1
O,5-LOW,2,BUILDING,8,Clerk#000000343,1997-11-25,1766.23,188,1
O,3-MEDIUM,4,BUILDING,11,Clerk#000000956,1997-04-04,2860.71,431,1
F,1-URGENT,1,BUILDING,17,Clerk#000000909,1993-05-08,-858.61,889,1
F,2-HIGH,1,HOUSEHOLD,24,Clerk#000000556,1993-01-19,5527.61,419,1
P,4-NOT SPECIFIED,0,FURNITURE,14,Clerk#000000611,1995-04-23,6487.71,869,1
F,5-LOW,0,MACHINERY,0,Clerk#000000053,1992-10-27,949.68,80,1
F,2-HIGH,1,HOUSEHOLD,24,Clerk#000000976,1995-02-07,-273.96,762,1
O,2-HIGH,2,BUILDING,9,Clerk#000000762,1997-08-31,7887.6,724,1
F,5-LOW,4,BUILDING,13,Clerk#000000060,1994-03-21,3367.36,66,1
O,2-HIGH,1,AUTOMOBILE,1,Clerk#000000012,1996-10-10,8990.07,210,1
O,4-NOT SPECIFIED,0,BUILDING,0,Clerk#000000311,1998-01-03,-920.4,145,1
F,2-HIGH,0,BUILDING,5,Clerk#000000376,1992-04-23,9533.37,824,1
F,3-MEDIUM,2,BUILDING,21,Clerk#000000862,1994-03-23,2106.81,334,1
F,5-LOW,0,FURNITURE,5,Clerk#000000975,1992-05-04,2691.42,492,1
O,3-MEDIUM,4,FURNITURE,13,Clerk#000000718,1997-05-08,3635.35,434,1
O,3-MEDIUM,2,HOUSEHOLD,12,Clerk#000000322,1996-01-23,5841.33,136,1
F,1-URGENT,0,HOUSEHOLD,16,Clerk#000000941,1993-07-18,7631.94,296,1
O,2-HIGH,0,HOUSEHOLD,5,Clerk#000000844,1995-09-14,5950.86,867,1
O,2-HIGH,0,BUILDING,15,Clerk#000000480,1995-10-10,3471.53,998,1
F,1-URGENT,0,AUTOMOBILE,5,Clerk#000000551,1993-02-18,1652.78,863,1
O,3-MEDIUM,2,HOUSEHOLD,21,Clerk#000000402,1997-09-28,6837.46,818,1
F,4-NOT SPECIFIED,0,BUILDING,0,Clerk#000000502,1994-05-26,2724.98,694,1
F,5-LOW,2,MACHINERY,12,Clerk#000000352,1994-12-05,0.97,917,1
F,2-HIGH,4,HOUSEHOLD,4,Clerk#000000732,1994-12-14,-986.96,802,1
O,4-NOT SPECIFIED,0,BUILDING,5,Clerk#000000258,1998-07-02,-942.8,368,1
O,2-HIGH,2,MACHINERY,12,Clerk#000000694,1997-11-17,6464.77,731,1
