o_orderstatus,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,o_orderdate,l_commitdate,l_shipdate,l_receiptdate,groupcol,aggcol
F,DELIVER IN PERSON,4,Manufacturer#3,3-MEDIUM,0,FURNITURE,REG AIR,1,0.08,1994-11-15,1995-01-22,1995-03-01,1995-03-04,2,41534.556
F,DELIVER IN PERSON,4,Manufacturer#3,3-MEDIUM,0,FURNITURE,TRUCK,3,0.08,1994-11-15,1995-02-08,1995-03-12,1995-03-27,2,36973.328
F,TAKE BACK RETURN,1,Manufacturer#5,3-MEDIUM,0,FURNITURE,FOB,6,0.07,1994-11-15,1995-01-24,1995-01-01,1995-01-12,1,21383.0448
F,TAKE BACK RETURN,2,Manufacturer#1,3-MEDIUM,0,FURNITURE,FOB,2,0.02,1994-11-15,1995-02-07,1995-03-09,1995-03-17,2,58885.74
O,NONE,4,Manufacturer#3,3-MEDIUM,4,FURNITURE,RAIL,2,0.07,1995-11-26,1996-01-31,1996-01-06,1996-01-24,0,40989.676
O,NONE,2,Manufacturer#4,3-MEDIUM,4,FURNITURE,SHIP,1,0,1995-11-26,1996-02-20,1996-02-03,1996-02-27,0,71361.3264
O,TAKE BACK RETURN,4,Manufacturer#3,5-LOW,3,FURNITURE,AIR,3,0.04,1996-10-31,1997-01-20,1997-02-18,1997-03-17,0,1929.0618
O,COLLECT COD,1,Manufacturer#1,5-LOW,3,FURNITURE,RAIL,1,0.02,1996-10-31,1996-12-12,1996-11-22,1996-12-07,0,17559.764
O,NONE,0,Manufacturer#4,5-LOW,3,FURNITURE,FOB,2,0.06,1996-10-31,1997-01-09,1997-02-14,1997-03-01,0,50506.7136
F,TAKE BACK RETURN,0,Manufacturer#4,2-HIGH,0,BUILDING,SHIP,2,0.08,1994-07-08,1994-09-30,1994-08-02,1994-08-05,1,28292.544
F,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,0,BUILDING,FOB,4,0.08,1994-07-08,1994-09-03,1994-07-22,1994-07-27,1,39610.6368
F,COLLECT COD,2,Manufacturer#3,2-HIGH,0,BUILDING,SHIP,5,0,1994-07-08,1994-08-12,1994-10-13,1994-10-21,2,44098.7746
F,DELIVER IN PERSON,1,Manufacturer#3,2-HIGH,0,BUILDING,MAIL,1,0.07,1994-07-08,1994-09-25,1994-09-28,1994-10-28,1,68633.6728
F,COLLECT COD,2,Manufacturer#5,2-HIGH,0,BUILDING,RAIL,3,0.02,1994-07-08,1994-09-08,1994-10-25,1994-11-15,2,10172.07
F,DELIVER IN PERSON,0,Manufacturer#2,4-NOT SPECIFIED,1,AUTOMOBILE,TRUCK,1,0.03,1994-05-03,1994-06-28,1994-06-03,1994-06-28,1,52786.521
F,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,1,AUTOMOBILE,REG AIR,3,0.01,1994-05-03,1994-06-15,1994-08-01,1994-08-16,2,32161.9764
F,COLLECT COD,3,Manufacturer#3,4-NOT SPECIFIED,1,AUTOMOBILE,TRUCK,2,0.05,1994-05-03,1994-06-18,1994-08-10,1994-08-19,1,53334.5865
F,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,1,AUTOMOBILE,REG AIR,4,0.05,1994-05-03,1994-06-25,1994-05-14,1994-05-30,1,48432.286
F,TAKE BACK RETURN,3,Manufacturer#3,4-NOT SPECIFIED,1,AUTOMOBILE,REG AIR,6,0.07,1994-05-03,1994-08-01,1994-08-22,1994-08-28,2,20999.184
F,NONE,0,Manufacturer#1,4-NOT SPECIFIED,1,AUTOMOBILE,REG AIR,5,0.07,1994-05-03,1994-06-28,1994-08-22,1994-09-04,2,61237.0836
F,TAKE BACK RETURN,1,Manufacturer#5,3-MEDIUM,0,MACHINERY,REG AIR,5,0.06,1992-10-02,1992-12-15,1992-11-17,1992-11-25,2,18049.4496
F,TAKE BACK RETURN,2,Manufacturer#3,3-MEDIUM,0,MACHINERY,RAIL,2,0.04,1992-10-02,1992-11-23,1992-10-10,1992-10-15,2,32154.9476
F,COLLECT COD,3,Manufacturer#4,3-MEDIUM,0,MACHINERY,RAIL,3,0.02,1992-10-02,1992-12-29,1992-12-25,1993-01-24,1,8468.95
F,TAKE BACK RETURN,1,Manufacturer#1,3-MEDIUM,0,MACHINERY,TRUCK,1,0,1992-10-02,1992-12-17,1992-11-28,1992-12-08,1,31514.4165
F,DELIVER IN PERSON,2,Manufacturer#5,3-MEDIUM,0,MACHINERY,MAIL,4,0.01,1992-10-02,1992-11-15,1993-01-08,1993-01-17,2,12145.7112
O,NONE,4,Manufacturer#4,4-NOT SPECIFIED,1,FURNITURE,AIR,2,0.07,1996-11-23,1997-02-07,1997-02-23,1997-03-20,0,63836.904
O,DELIVER IN PERSON,3,Manufacturer#5,4-NOT SPECIFIED,1,FURNITURE,REG AIR,6,0.05,1996-11-23,1997-01-25,1997-03-07,1997-03-27,0,67413.087
O,DELIVER IN PERSON,0,Manufacturer#1,4-NOT SPECIFIED,1,FURNITURE,AIR,4,0.04,1996-11-23,1997-02-02,1997-01-03,1997-01-17,0,3617.7344
O,TAKE BACK RETURN,0,Manufacturer#2,4-NOT SPECIFIED,1,FURNITURE,FOB,1,0.08,1996-11-23,1996-12-28,1996-12-26,1997-01-18,0,44515.2
O,NONE,3,Manufacturer#4,4-NOT SPECIFIED,1,FURNITURE,AIR,3,0,1996-11-23,1997-01-07,1996-11-30,1996-12-04,0,8382.1192
O,TAKE BACK RETURN,4,Manufacturer#1,4-NOT SPECIFIED,1,FURNITURE,RAIL,5,0.04,1996-11-23,1997-01-02,1996-12-14,1996-12-27,0,53517.51
F,NONE,3,Manufacturer#5,5-LOW,3,HOUSEHOLD,AIR,3,0.05,1993-10-31,1993-12-06,1993-12-27,1994-01-18,2,29694.771
F,NONE,3,Manufacturer#3,5-LOW,3,HOUSEHOLD,FOB,2,0.03,1993-10-31,1993-12-26,1994-02-02,1994-02-20,1,63311.124
F,DELIVER IN PERSON,1,Manufacturer#4,5-LOW,3,HOUSEHOLD,RAIL,5,0.02,1993-10-31,1994-01-23,1994-02-04,1994-02-27,1,31271.427
F,DELIVER IN PERSON,4,Manufacturer#1,5-LOW,3,HOUSEHOLD,RAIL,1,0.02,1993-10-31,1993-12-02,1994-01-10,1994-01-16,1,36693.4932
F,COLLECT COD,3,Manufacturer#5,5-LOW,3,HOUSEHOLD,SHIP,4,0.08,1993-10-31,1994-01-25,1994-02-04,1994-03-02,2,39679.1514
F,TAKE BACK RETURN,1,Manufacturer#2,4-NOT SPECIFIED,1,MACHINERY,AIR,2,0.04,1992-10-18,1992-12-16,1993-01-25,1993-02-01,1,41143.0656
F,NONE,2,Manufacturer#1,4-NOT SPECIFIED,1,MACHINERY,REG AIR,3,0.03,1992-10-18,1992-11-28,1993-02-10,1993-02-24,1,38512.377
F,NONE,2,Manufacturer#3,4-NOT SPECIFIED,1,MACHINERY,AIR,1,0.03,1992-10-18,1992-12-24,1992-12-04,1992-12-08,2,64893.1776
F,DELIVER IN PERSON,3,Manufacturer#5,3-MEDIUM,4,AUTOMOBILE,AIR,1,0.07,1993-01-20,1993-03-25,1993-04-03,1993-04-28,1,25505.6592
O,NONE,2,Manufacturer#4,1-URGENT,1,FURNITURE,RAIL,1,0.01,1996-04-01,1996-05-30,1996-06-29,1996-07-22,0,76405.9968
F,COLLECT COD,0,Manufacturer#2,4-NOT SPECIFIED,4,FURNITURE,TRUCK,1,0.08,1995-02-27,1995-04-28,1995-05-31,1995-06-12,1,37310.528
F,COLLECT COD,3,Manufacturer#2,4-NOT SPECIFIED,4,FURNITURE,SHIP,4,0.07,1995-02-27,1995-05-28,1995-05-02,1995-05-21,1,1786.9306
F,DELIVER IN PERSON,4,Manufacturer#5,4-NOT SPECIFIED,4,FURNITURE,AIR,3,0.03,1995-02-27,1995-03-31,1995-03-16,1995-04-08,1,6941.232
F,COLLECT COD,1,Manufacturer#2,4-NOT SPECIFIED,4,FURNITURE,MAIL,2,0.08,1995-02-27,1995-04-26,1995-05-17,1995-05-28,2,10299.168
F,NONE,3,Manufacturer#2,4-NOT SPECIFIED,0,BUILDING,AIR,1,0,1994-09-10,1994-10-17,1994-12-22,1995-01-04,2,10713.0296
F,COLLECT COD,0,Manufacturer#4,1-URGENT,1,AUTOMOBILE,SHIP,1,0.05,1992-05-02,1992-07-19,1992-07-22,1992-07-24,1,5466.7632
F,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,1,AUTOMOBILE,TRUCK,2,0.07,1992-05-02,1992-07-29,1992-05-12,1992-05-30,2,45260.0064
F,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,0,HOUSEHOLD,FOB,5,0.05,1992-12-07,1993-02-21,1993-01-11,1993-01-31,2,57348.14
F,COLLECT COD,3,Manufacturer#1,5-LOW,0,HOUSEHOLD,MAIL,6,0.02,1992-12-07,1993-01-17,1992-12-12,1993-01-04,1,21120.463
F,COLLECT COD,2,Manufacturer#3,5-LOW,0,HOUSEHOLD,SHIP,2,0.07,1992-12-07,1993-02-07,1993-02-12,1993-03-03,2,47575.3824
F,COLLECT COD,0,Manufacturer#2,5-LOW,0,HOUSEHOLD,SHIP,3,0.07,1992-12-07,1993-01-08,1993-02-16,1993-03-18,2,74320.8284
F,COLLECT COD,0,Manufacturer#5,5-LOW,0,HOUSEHOLD,AIR,1,0,1992-12-07,1993-02-06,1992-12-21,1993-01-11,1,24334.1007
F,TAKE BACK RETURN,3,Manufacturer#3,5-LOW,0,HOUSEHOLD,SHIP,4,0.04,1992-12-07,1993-02-16,1992-12-28,1992-12-30,2,69966.26
F,TAKE BACK RETURN,0,Manufacturer#5,2-HIGH,4,HOUSEHOLD,SHIP,4,0.01,1994-06-02,1994-08-17,1994-10-01,1994-10-09,1,1429.0659
F,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,4,HOUSEHOLD,SHIP,2,0.02,1994-06-02,1994-08-03,1994-08-28,1994-09-15,1,7587.5778
F,NONE,3,Manufacturer#5,2-HIGH,4,HOUSEHOLD,TRUCK,5,0.07,1994-06-02,1994-08-08,1994-07-20,1994-08-03,2,1385.5842
F,DELIVER IN PERSON,2,Manufacturer#3,2-HIGH,4,HOUSEHOLD,MAIL,6,0.07,1994-06-02,1994-08-28,1994-08-05,1994-08-27,1,31555.2
F,DELIVER IN PERSON,3,Manufacturer#5,2-HIGH,4,HOUSEHOLD,SHIP,3,0.02,1994-06-02,1994-08-17,1994-09-04,1994-09-21,2,19404.42
F,COLLECT COD,0,Manufacturer#1,2-HIGH,4,HOUSEHOLD,MAIL,1,0.05,1994-06-02,1994-08-02,1994-09-20,1994-09-29,1,17779.0233
F,DELIVER IN PERSON,0,Manufacturer#1,4-NOT SPECIFIED,1,AUTOMOBILE,MAIL,5,0.01,1995-04-20,1995-06-07,1995-05-11,1995-06-05,1,37941.408
F,NONE,1,Manufacturer#4,4-NOT SPECIFIED,1,AUTOMOBILE,FOB,4,0.04,1995-04-20,1995-06-06,1995-05-18,1995-06-13,1,16591.596
F,TAKE BACK RETURN,3,Manufacturer#2,4-NOT SPECIFIED,1,AUTOMOBILE,REG AIR,1,0.05,1995-04-20,1995-06-04,1995-06-07,1995-06-08,2,45465.2198
F,TAKE BACK RETURN,3,Manufacturer#5,4-NOT SPECIFIED,1,AUTOMOBILE,FOB,2,0.08,1995-04-20,1995-05-24,1995-05-20,1995-05-28,1,14352.3336
F,NONE,2,Manufacturer#3,4-NOT SPECIFIED,1,AUTOMOBILE,REG AIR,6,0,1995-04-20,1995-05-24,1995-06-11,1995-06-24,3,40537.3344
F,DELIVER IN PERSON,4,Manufacturer#1,4-NOT SPECIFIED,1,AUTOMOBILE,AIR,3,0.08,1995-04-20,1995-05-20,1995-05-05,1995-05-11,2,47671.2164
F,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,4,AUTOMOBILE,MAIL,4,0.01,1993-11-22,1994-02-07,1993-12-28,1994-01-04,1,40658.9768
F,TAKE BACK RETURN,1,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,SHIP,2,0,1993-11-22,1993-12-29,1994-03-08,1994-04-01,1,45088.8525
F,DELIVER IN PERSON,0,Manufacturer#1,4-NOT SPECIFIED,4,AUTOMOBILE,TRUCK,5,0.07,1993-11-22,1994-01-07,1994-03-04,1994-03-29,2,16952.328
F,DELIVER IN PERSON,0,Manufacturer#2,4-NOT SPECIFIED,4,AUTOMOBILE,SHIP,3,0,1993-11-22,1994-02-18,1994-01-08,1994-01-23,1,82447.4016
F,DELIVER IN PERSON,4,Manufacturer#4,4-NOT SPECIFIED,4,AUTOMOBILE,FOB,1,0.07,1993-11-22,1993-12-23,1994-01-20,1994-01-24,1,10232.3676
O,NONE,2,Manufacturer#2,5-LOW,2,AUTOMOBILE,REG AIR,2,0.01,1998-05-31,1998-08-24,1998-07-12,1998-08-07,0,22662.57
O,NONE,0,Manufacturer#1,5-LOW,2,AUTOMOBILE,RAIL,4,0.05,1998-05-31,1998-08-10,1998-07-17,1998-08-03,0,18324.9898
O,COLLECT COD,0,Manufacturer#4,5-LOW,2,AUTOMOBILE,AIR,5,0.06,1998-05-31,1998-07-30,1998-07-30,1998-08-07,0,72664.0398
O,COLLECT COD,3,Manufacturer#3,5-LOW,2,AUTOMOBILE,REG AIR,3,0.06,1998-05-31,1998-07-04,1998-06-29,1998-06-30,0,3877.311
O,NONE,1,Manufacturer#1,5-LOW,2,AUTOMOBILE,MAIL,1,0.01,1998-05-31,1998-07-08,1998-08-21,1998-09-10,0,26928.174
F,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,0,BUILDING,AIR,1,0.02,1993-03-29,1993-05-07,1993-05-13,1993-06-08,1,68243.5488
F,TAKE BACK RETURN,0,Manufacturer#4,3-MEDIUM,0,BUILDING,AIR,2,0.04,1993-03-29,1993-06-23,1993-05-09,1993-05-27,1,28970.0928
O,NONE,2,Manufacturer#2,5-LOW,4,HOUSEHOLD,MAIL,3,0.08,1996-05-27,1996-07-15,1996-09-04,1996-09-20,0,51920.6324
O,COLLECT COD,1,Manufacturer#1,5-LOW,4,HOUSEHOLD,REG AIR,2,0.01,1996-05-27,1996-08-19,1996-08-21,1996-09-01,0,1174.9248
O,NONE,3,Manufacturer#5,5-LOW,4,HOUSEHOLD,TRUCK,1,0.08,1996-05-27,1996-08-14,1996-06-07,1996-06-21,0,7437.375
O,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,4,HOUSEHOLD,AIR,4,0.02,1996-05-27,1996-08-08,1996-08-15,1996-08-19,0,27772.5888
O,NONE,4,Manufacturer#2,1-URGENT,2,MACHINERY,MAIL,2,0.06,1995-11-09,1996-01-06,1995-12-01,1995-12-23,0,28439.656
O,DELIVER IN PERSON,2,Manufacturer#2,1-URGENT,2,MACHINERY,FOB,1,0.01,1995-11-09,1996-02-05,1995-12-07,1995-12-30,0,67904.9544
O,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,2,MACHINERY,MAIL,4,0.03,1995-11-09,1996-01-16,1996-01-11,1996-01-25,0,25543.728
O,COLLECT COD,2,Manufacturer#1,1-URGENT,2,MACHINERY,SHIP,3,0.04,1995-11-09,1996-01-09,1995-12-01,1995-12-05,0,58247.55
O,TAKE BACK RETURN,1,Manufacturer#1,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,2,0.03,1996-01-27,1996-03-28,1996-02-01,1996-02-04,0,36948.42
O,DELIVER IN PERSON,3,Manufacturer#3,4-NOT SPECIFIED,4,HOUSEHOLD,MAIL,4,0.01,1996-01-27,1996-04-07,1996-05-08,1996-05-28,0,38345.655
O,DELIVER IN PERSON,3,Manufacturer#1,4-NOT SPECIFIED,4,HOUSEHOLD,RAIL,1,0.07,1996-01-27,1996-04-17,1996-03-10,1996-03-23,0,5215.1778
O,NONE,2,Manufacturer#3,4-NOT SPECIFIED,4,HOUSEHOLD,SHIP,3,0.07,1996-01-27,1996-03-31,1996-04-11,1996-04-22,0,45540.324
F,COLLECT COD,0,Manufacturer#3,4-NOT SPECIFIED,0,AUTOMOBILE,SHIP,3,0.08,1993-09-07,1993-11-13,1993-10-15,1993-11-11,1,21252.4065
F,COLLECT COD,4,Manufacturer#1,4-NOT SPECIFIED,0,AUTOMOBILE,MAIL,1,0.05,1993-09-07,1993-11-06,1993-11-04,1993-11-08,1,44348.4198
F,TAKE BACK RETURN,1,Manufacturer#1,4-NOT SPECIFIED,0,AUTOMOBILE,AIR,2,0.05,1993-09-07,1993-11-09,1993-10-08,1993-10-18,1,13415.1336
F,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,1,AUTOMOBILE,AIR,5,0.05,1992-05-07,1992-07-08,1992-08-09,1992-08-26,1,28005.1128
F,NONE,1,Manufacturer#4,2-HIGH,1,AUTOMOBILE,SHIP,2,0.01,1992-05-07,1992-06-18,1992-06-15,1992-07-03,1,41827.9032
F,DELIVER IN PERSON,1,Manufacturer#4,2-HIGH,1,AUTOMOBILE,REG AIR,4,0.02,1992-05-07,1992-06-30,1992-08-22,1992-09-04,1,35216.0634
F,TAKE BACK RETURN,4,Manufacturer#3,2-HIGH,1,AUTOMOBILE,SHIP,1,0.08,1992-05-07,1992-07-18,1992-06-16,1992-06-25,1,52817.184
F,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,1,AUTOMOBILE,RAIL,6,0.01,1992-05-07,1992-06-29,1992-06-18,1992-07-02,1,58175.7492
F,NONE,1,Manufacturer#1,2-HIGH,1,AUTOMOBILE,AIR,3,0.08,1992-05-07,1992-07-31,1992-08-29,1992-09-26,1,23331.8176
F,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,4,AUTOMOBILE,REG AIR,1,0.06,1992-11-29,1993-01-21,1993-03-18,1993-04-11,2,76754.1852
F,DELIVER IN PERSON,1,Manufacturer#4,4-NOT SPECIFIED,4,AUTOMOBILE,TRUCK,5,0.03,1992-11-29,1993-01-29,1992-12-19,1992-12-31,2,29921.752
F,TAKE BACK RETURN,0,Manufacturer#2,4-NOT SPECIFIED,4,AUTOMOBILE,RAIL,4,0.02,1992-11-29,1993-01-27,1992-12-13,1993-01-07,2,4807.323
F,TAKE BACK RETURN,2,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,MAIL,2,0.01,1992-11-29,1993-02-25,1993-01-05,1993-02-01,2,84547.83
F,NONE,2,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,TRUCK,3,0.07,1992-11-29,1993-01-13,1993-02-04,1993-02-27,2,45845.856
O,NONE,0,Manufacturer#4,5-LOW,4,FURNITURE,REG AIR,5,0.02,1996-08-09,1996-10-06,1996-08-26,1996-09-18,0,53596.7068
O,NONE,4,Manufacturer#4,5-LOW,4,FURNITURE,TRUCK,6,0,1996-08-09,1996-09-13,1996-10-15,1996-11-01,0,24281.4312
O,COLLECT COD,1,Manufacturer#2,5-LOW,4,FURNITURE,FOB,4,0.05,1996-08-09,1996-10-02,1996-11-06,1996-11-20,0,3182.088
O,COLLECT COD,2,Manufacturer#2,5-LOW,4,FURNITURE,SHIP,1,0.05,1996-08-09,1996-09-08,1996-10-31,1996-11-12,0,18889.9984
O,NONE,0,Manufacturer#4,5-LOW,4,FURNITURE,FOB,3,0.08,1996-08-09,1996-10-06,1996-11-23,1996-12-08,0,17765.8026
O,DELIVER IN PERSON,0,Manufacturer#3,5-LOW,4,FURNITURE,FOB,2,0,1996-08-09,1996-09-26,1996-11-18,1996-11-29,0,6533.4825
F,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,1,AUTOMOBILE,FOB,1,0,1993-05-10,1993-06-09,1993-07-20,1993-08-06,1,70848.33
F,DELIVER IN PERSON,2,Manufacturer#5,2-HIGH,1,AUTOMOBILE,MAIL,2,0.06,1993-05-10,1993-07-22,1993-08-05,1993-09-03,1,15080.0064
F,TAKE BACK RETURN,2,Manufacturer#1,2-HIGH,1,AUTOMOBILE,SHIP,3,0.04,1993-05-10,1993-07-23,1993-08-18,1993-09-12,1,34961.0019
O,DELIVER IN PERSON,1,Manufacturer#3,1-URGENT,2,MACHINERY,FOB,1,0.03,1997-04-26,1997-06-27,1997-06-29,1997-07-06,0,53820.7362
O,NONE,3,Manufacturer#4,1-URGENT,2,MACHINERY,SHIP,3,0.07,1997-04-26,1997-07-15,1997-08-09,1997-08-22,0,51333.696
O,DELIVER IN PERSON,4,Manufacturer#5,1-URGENT,2,MACHINERY,SHIP,4,0.01,1997-04-26,1997-07-12,1997-07-16,1997-08-03,0,6630.6485
O,NONE,3,Manufacturer#4,1-URGENT,2,MACHINERY,REG AIR,2,0.03,1997-04-26,1997-07-22,1997-05-17,1997-06-04,0,62867.7768
F,NONE,2,Manufacturer#5,5-LOW,4,BUILDING,TRUCK,3,0.04,1993-10-20,1994-01-11,1993-12-03,1993-12-24,1,38345.1705
F,COLLECT COD,1,Manufacturer#1,5-LOW,4,BUILDING,SHIP,2,0.03,1993-10-20,1993-11-29,1994-02-10,1994-02-20,2,32339.58
F,DELIVER IN PERSON,4,Manufacturer#5,5-LOW,4,BUILDING,MAIL,1,0.02,1993-10-20,1993-11-24,1993-11-19,1993-11-20,2,32992.2194
P,NONE,0,Manufacturer#4,3-MEDIUM,1,FURNITURE,RAIL,6,0.07,1995-04-06,1995-07-02,1995-06-09,1995-07-01,3,3689.7498
P,TAKE BACK RETURN,2,Manufacturer#3,3-MEDIUM,1,FURNITURE,SHIP,1,0.02,1995-04-06,1995-05-12,1995-07-09,1995-07-14,0,30491.6024
P,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,1,FURNITURE,TRUCK,5,0.07,1995-04-06,1995-06-08,1995-07-06,1995-07-18,0,56050.038
P,DELIVER IN PERSON,3,Manufacturer#5,3-MEDIUM,1,FURNITURE,REG AIR,3,0.05,1995-04-06,1995-05-14,1995-06-26,1995-07-04,0,35164.47
P,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,1,FURNITURE,RAIL,7,0.05,1995-04-06,1995-06-23,1995-07-18,1995-08-11,0,43564.7619
P,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,1,FURNITURE,TRUCK,2,0.05,1995-04-06,1995-05-07,1995-07-16,1995-08-04,0,33265.7864
P,NONE,4,Manufacturer#4,3-MEDIUM,1,FURNITURE,MAIL,4,0.08,1995-04-06,1995-05-23,1995-07-06,1995-08-04,0,27976.303
F,DELIVER IN PERSON,3,Manufacturer#5,3-MEDIUM,4,HOUSEHOLD,RAIL,2,0.08,1993-04-07,1993-06-29,1993-07-20,1993-07-24,1,8635.5
F,TAKE BACK RETURN,4,Manufacturer#4,3-MEDIUM,4,HOUSEHOLD,TRUCK,1,0.06,1993-04-07,1993-05-29,1993-07-04,1993-07-24,1,52197.9838
O,NONE,1,Manufacturer#3,3-MEDIUM,1,AUTOMOBILE,SHIP,2,0.08,1996-05-14,1996-07-28,1996-05-22,1996-06-14,0,2701.6308
O,COLLECT COD,1,Manufacturer#1,3-MEDIUM,1,AUTOMOBILE,TRUCK,1,0.05,1996-05-14,1996-06-15,1996-05-17,1996-06-12,0,26543.16
F,NONE,0,Manufacturer#1,1-URGENT,0,FURNITURE,SHIP,3,0.04,1993-10-07,1993-11-23,1993-10-19,1993-10-20,1,53821.7498
F,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,0,FURNITURE,FOB,2,0.03,1993-10-07,1993-12-23,1994-02-01,1994-02-04,1,42546.8862
F,NONE,2,Manufacturer#4,1-URGENT,0,FURNITURE,AIR,1,0.07,1993-10-07,1993-12-20,1994-01-23,1994-02-07,2,23411.0016
F,NONE,1,Manufacturer#3,1-URGENT,0,FURNITURE,AIR,7,0.03,1993-10-07,1993-11-22,1993-12-07,1993-12-13,1,11619.0112
F,COLLECT COD,4,Manufacturer#4,1-URGENT,0,FURNITURE,SHIP,6,0.05,1993-10-07,1993-12-24,1993-11-11,1993-11-14,1,11226.326
F,DELIVER IN PERSON,0,Manufacturer#5,1-URGENT,0,FURNITURE,SHIP,4,0.03,1993-10-07,1993-11-09,1994-01-10,1994-01-16,1,51120.564
F,DELIVER IN PERSON,3,Manufacturer#4,1-URGENT,0,FURNITURE,FOB,5,0.03,1993-10-07,1993-11-27,1993-10-12,1993-10-21,1,64741.09
O,NONE,4,Manufacturer#2,4-NOT SPECIFIED,0,MACHINERY,AIR,4,0.06,1998-02-27,1998-04-22,1998-05-21,1998-06-04,0,24937.2864
O,DELIVER IN PERSON,0,Manufacturer#2,4-NOT SPECIFIED,0,MACHINERY,REG AIR,2,0.04,1998-02-27,1998-05-25,1998-06-26,1998-07-20,0,36181.6596
O,DELIVER IN PERSON,3,Manufacturer#4,4-NOT SPECIFIED,0,MACHINERY,REG AIR,1,0.08,1998-02-27,1998-05-24,1998-05-20,1998-05-25,0,41966.5536
O,DELIVER IN PERSON,2,Manufacturer#5,4-NOT SPECIFIED,0,MACHINERY,SHIP,3,0.05,1998-02-27,1998-04-04,1998-03-29,1998-04-25,0,21929.544
F,NONE,2,Manufacturer#3,5-LOW,2,MACHINERY,AIR,4,0.06,1994-11-12,1994-12-14,1995-01-24,1995-01-27,2,76941
F,TAKE BACK RETURN,4,Manufacturer#5,5-LOW,2,MACHINERY,MAIL,3,0.05,1994-11-12,1994-12-24,1994-11-20,1994-12-07,1,42497.8176
F,COLLECT COD,2,Manufacturer#3,5-LOW,2,MACHINERY,MAIL,2,0.02,1994-11-12,1995-01-30,1995-01-12,1995-02-10,2,63670.9
F,COLLECT COD,1,Manufacturer#2,5-LOW,2,MACHINERY,RAIL,1,0.06,1994-11-12,1994-12-13,1994-11-16,1994-12-04,1,14196.264
F,TAKE BACK RETURN,2,Manufacturer#1,1-URGENT,2,MACHINERY,TRUCK,1,0.01,1993-07-04,1993-08-28,1993-10-18,1993-10-25,1,12764.9963
F,NONE,0,Manufacturer#2,1-URGENT,2,MACHINERY,FOB,2,0.01,1993-07-04,1993-09-26,1993-08-05,1993-09-04,2,9941.292
F,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,2,MACHINERY,AIR,5,0.04,1993-07-04,1993-09-02,1993-08-19,1993-08-30,1,28767.5352
F,NONE,3,Manufacturer#1,1-URGENT,2,MACHINERY,FOB,3,0,1993-07-04,1993-09-02,1993-10-10,1993-10-24,1,63269.76
F,COLLECT COD,2,Manufacturer#5,1-URGENT,2,MACHINERY,TRUCK,4,0.02,1993-07-04,1993-09-11,1993-09-21,1993-10-18,2,4914.054
F,COLLECT COD,1,Manufacturer#4,5-LOW,1,MACHINERY,SHIP,2,0,1992-08-09,1992-09-10,1992-12-06,1992-12-22,2,63474.2472
F,DELIVER IN PERSON,1,Manufacturer#2,5-LOW,1,MACHINERY,REG AIR,1,0.06,1992-08-09,1992-10-10,1992-10-07,1992-11-06,1,10446.597
O,NONE,0,Manufacturer#2,2-HIGH,3,BUILDING,SHIP,1,0.07,1997-04-04,1997-07-01,1997-06-25,1997-07-20,0,43285.59
O,DELIVER IN PERSON,1,Manufacturer#5,5-LOW,0,MACHINERY,AIR,2,0.02,1998-04-05,1998-06-10,1998-05-30,1998-06-07,0,59781.4945
O,NONE,3,Manufacturer#4,5-LOW,0,MACHINERY,SHIP,1,0.06,1998-04-05,1998-06-16,1998-07-10,1998-07-25,0,33093.687
O,COLLECT COD,0,Manufacturer#4,5-LOW,0,MACHINERY,REG AIR,3,0.08,1998-04-05,1998-06-14,1998-07-05,1998-07-10,0,61889.94
O,NONE,2,Manufacturer#4,5-LOW,0,MACHINERY,FOB,4,0.04,1998-04-05,1998-05-19,1998-06-06,1998-07-04,0,84027.3168
