l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,A,COLLECT COD,3,Manufacturer#3,2-HIGH,1,MAIL,3,0.05,6,Brand#33,2,JUMBO PACK,25,662,31323.0736
F,F,A,DELIVER IN PERSON,0,Manufacturer#2,2-HIGH,1,FOB,1,0.08,0,Brand#21,2,LG BOX,4,662,1323.8643
F,F,R,COLLECT COD,3,Manufacturer#2,1-URGENT,0,AIR,6,0.07,19,Brand#23,16,MED JAR,9,663,46506.72
F,F,A,TAKE BACK RETURN,1,Manufacturer#3,1-URGENT,0,REG AIR,3,0.06,24,Brand#31,16,LG CASE,1,663,11792.3773
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,1-URGENT,0,MAIL,5,0.05,10,Brand#14,16,MED BAG,48,663,34034.728
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,0,TRUCK,4,0.06,8,Brand#14,16,WRAP DRUM,24,663,63386.9676
F,F,A,COLLECT COD,2,Manufacturer#2,1-URGENT,0,AIR,2,0.06,8,Brand#22,16,SM BOX,39,663,22604.79
F,F,A,NONE,0,Manufacturer#2,1-URGENT,0,FOB,1,0.06,14,Brand#24,16,MED CAN,31,663,25777.1646
F,F,A,NONE,1,Manufacturer#4,1-URGENT,0,TRUCK,7,0.08,1,Brand#45,16,SM PKG,36,663,23109.7
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,1,FOB,5,0.04,22,Brand#14,17,MED CASE,36,661,33162.36
F,F,A,NONE,2,Manufacturer#1,1-URGENT,1,TRUCK,2,0.03,9,Brand#11,17,JUMBO CASE,45,661,77243.474
F,F,R,COLLECT COD,2,Manufacturer#1,1-URGENT,1,REG AIR,3,0.03,12,Brand#14,17,SM PKG,37,661,29556.97
F,F,A,COLLECT COD,1,Manufacturer#5,1-URGENT,1,MAIL,1,0.03,3,Brand#53,17,WRAP PACK,27,661,13825.53
F,F,R,NONE,1,Manufacturer#1,1-URGENT,0,RAIL,1,0,24,Brand#15,0,SM DRUM,47,664,939.0182
F,F,R,COLLECT COD,3,Manufacturer#5,3-MEDIUM,3,SHIP,2,0.01,6,Brand#55,22,SM CAN,30,665,47097.54
F,P,R,NONE,0,Manufacturer#5,4-NOT SPECIFIED,1,FOB,2,0.05,0,Brand#53,17,WRAP PKG,2,666,15426.9416
F,F,R,NONE,4,Manufacturer#3,2-HIGH,4,FOB,3,0.03,13,Brand#32,20,LG BOX,1,667,38506.912
F,F,R,NONE,3,Manufacturer#1,2-HIGH,4,REG AIR,2,0.04,6,Brand#15,20,LG CAN,27,667,33128.6256
F,F,A,NONE,4,Manufacturer#1,2-HIGH,4,AIR,4,0.08,10,Brand#15,20,MED BAG,18,667,5637.9948
F,F,R,DELIVER IN PERSON,1,Manufacturer#2,2-HIGH,4,FOB,5,0.06,1,Brand#23,20,SM JAR,20,667,61160.4735
F,P,R,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,1,AIR,4,0,21,Brand#35,17,WRAP CASE,43,666,39323.295
O,P,N,NONE,4,Manufacturer#3,4-NOT SPECIFIED,1,SHIP,3,0.06,20,Brand#31,17,MED BAG,37,666,50500.1
F,P,R,COLLECT COD,0,Manufacturer#2,4-NOT SPECIFIED,1,RAIL,1,0.05,5,Brand#24,17,JUMBO BAG,1,666,22502.0268
F,F,A,COLLECT COD,3,Manufacturer#2,1-URGENT,3,SHIP,3,0.08,19,Brand#21,6,WRAP DRUM,45,668,59730.5016
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,3-MEDIUM,4,TRUCK,1,0.04,15,Brand#42,10,SM PKG,48,669,48526.9785
F,F,A,COLLECT COD,2,Manufacturer#4,3-MEDIUM,4,SHIP,2,0.08,8,Brand#44,10,JUMBO CASE,40,669,53546.484
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,1-URGENT,0,RAIL,7,0.06,10,Brand#22,14,WRAP PKG,17,670,45796.7458
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,1-URGENT,0,MAIL,5,0.08,22,Brand#22,14,WRAP PKG,37,670,48388.7535
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,1-URGENT,0,SHIP,4,0.07,21,Brand#43,14,MED CAN,49,670,28320.226
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,1-URGENT,0,FOB,3,0,24,Brand#14,14,LG CASE,7,670,22720.176
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,0,REG AIR,1,0.01,12,Brand#52,14,JUMBO PACK,39,670,25752.5541
F,P,A,TAKE BACK RETURN,3,Manufacturer#4,3-MEDIUM,2,REG AIR,1,0,23,Brand#42,8,SM CAN,2,671,20048.9472
O,P,N,DELIVER IN PERSON,1,Manufacturer#5,3-MEDIUM,2,AIR,4,0.08,17,Brand#52,8,LG JAR,11,671,26173.602
F,P,A,DELIVER IN PERSON,4,Manufacturer#1,3-MEDIUM,2,SHIP,3,0,20,Brand#11,8,JUMBO JAR,32,671,12524.895
F,P,R,DELIVER IN PERSON,4,Manufacturer#4,3-MEDIUM,2,MAIL,2,0.04,20,Brand#44,8,MED PACK,32,671,26222.9165
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,5-LOW,1,MAIL,1,0.05,9,Brand#21,24,JUMBO PACK,13,672,32077.824
F,F,A,DELIVER IN PERSON,4,Manufacturer#4,5-LOW,1,SHIP,2,0.08,13,Brand#42,24,MED JAR,15,672,38567.4198
F,F,N,COLLECT COD,2,Manufacturer#1,2-HIGH,4,FOB,1,0.01,21,Brand#12,10,MED CAN,2,673,1590.68
F,F,R,COLLECT COD,0,Manufacturer#3,2-HIGH,4,SHIP,2,0.06,0,Brand#34,10,MED BAG,25,673,41080.3536
F,F,A,DELIVER IN PERSON,4,Manufacturer#4,1-URGENT,3,AIR,2,0.02,10,Brand#44,6,JUMBO PKG,12,668,65784.4992
F,F,A,NONE,3,Manufacturer#4,1-URGENT,3,MAIL,7,0.02,22,Brand#42,6,JUMBO PACK,7,668,17119.2294
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,3,MAIL,5,0,18,Brand#15,6,SM BAG,11,668,39955.4505
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,1,FOB,3,0.04,8,Brand#35,17,LG BOX,11,674,25345.6155
F,F,R,NONE,1,Manufacturer#1,1-URGENT,1,REG AIR,4,0.06,3,Brand#15,3,WRAP DRUM,14,675,33160.248
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,1-URGENT,1,RAIL,3,0.06,20,Brand#45,3,MED BAG,12,675,1463.2322
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,1-URGENT,1,MAIL,7,0.02,17,Brand#53,3,SM CAN,8,675,35220.3761
F,F,A,COLLECT COD,1,Manufacturer#3,1-URGENT,1,RAIL,5,0.04,24,Brand#34,3,WRAP PKG,27,675,24722.712
F,F,A,NONE,4,Manufacturer#3,1-URGENT,1,FOB,1,0.03,13,Brand#34,3,WRAP PKG,29,675,11771.76
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,3-MEDIUM,3,TRUCK,5,0.04,7,Brand#13,23,LG PACK,35,676,46839.87
F,F,R,COLLECT COD,2,Manufacturer#1,3-MEDIUM,3,AIR,4,0.07,9,Brand#15,23,SM CAN,11,676,42756.2226
F,F,R,COLLECT COD,4,Manufacturer#1,2-HIGH,3,FOB,2,0.06,13,Brand#14,19,JUMBO CAN,8,677,12869.8752
F,F,R,NONE,2,Manufacturer#1,1-URGENT,0,SHIP,3,0.08,8,Brand#12,5,LG JAR,40,678,4319.9838
F,F,R,COLLECT COD,2,Manufacturer#3,1-URGENT,0,FOB,1,0.06,8,Brand#33,5,MED PACK,36,678,16812.36
F,F,A,NONE,1,Manufacturer#5,1-URGENT,0,MAIL,2,0.01,24,Brand#55,5,WRAP CASE,29,678,56067.6032
F,F,R,TAKE BACK RETURN,0,Manufacturer#5,2-HIGH,2,MAIL,1,0.04,15,Brand#52,12,LG BAG,27,679,43704.1745
F,F,A,DELIVER IN PERSON,3,Manufacturer#2,1-URGENT,1,SHIP,5,0,19,Brand#22,2,LG DRUM,40,680,59052.96
F,F,R,NONE,3,Manufacturer#5,3-MEDIUM,1,RAIL,6,0.08,6,Brand#55,24,SM BAG,46,681,6283.3344
F,F,R,NONE,0,Manufacturer#4,3-MEDIUM,1,REG AIR,2,0.08,15,Brand#43,24,MED CAN,37,681,31856.0526
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,3-MEDIUM,1,AIR,1,0.02,9,Brand#34,24,MED JAR,48,681,69972.588
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,3-MEDIUM,1,AIR,4,0.03,16,Brand#23,24,WRAP BAG,34,681,18433.44
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,3,REG AIR,2,0,12,Brand#42,22,MED JAR,49,682,61574.956
F,F,N,TAKE BACK RETURN,4,Manufacturer#2,2-HIGH,0,SHIP,7,0.02,20,Brand#24,15,JUMBO CASE,1,683,12658.788
F,F,R,COLLECT COD,0,Manufacturer#1,2-HIGH,0,MAIL,3,0,14,Brand#11,15,SM JAR,34,683,14777.646
F,F,A,NONE,2,Manufacturer#4,2-HIGH,0,SHIP,4,0.02,9,Brand#42,15,JUMBO PACK,23,683,49687.2495
F,F,N,NONE,1,Manufacturer#2,2-HIGH,0,RAIL,6,0.01,1,Brand#24,15,WRAP PACK,45,683,19008.99
F,F,N,NONE,4,Manufacturer#2,2-HIGH,0,RAIL,2,0.04,11,Brand#22,15,WRAP JAR,23,683,20297.376
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,2-HIGH,0,MAIL,1,0.01,10,Brand#53,15,LG CAN,4,683,64441.9584
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,1,TRUCK,2,0.02,23,Brand#12,2,MED CASE,29,680,29996.406
F,F,A,NONE,1,Manufacturer#1,5-LOW,1,TRUCK,5,0.03,17,Brand#15,24,MED JAR,2,684,20894.3616
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,2-HIGH,4,TRUCK,1,0.06,5,Brand#35,4,JUMBO PKG,42,685,62451.8622
F,F,A,COLLECT COD,0,Manufacturer#2,1-URGENT,3,MAIL,6,0,16,Brand#25,19,JUMBO PKG,35,686,74675.7
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,1-URGENT,3,SHIP,3,0.04,17,Brand#33,19,JUMBO PKG,9,686,20487.5931
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,3,REG AIR,2,0.08,7,Brand#15,19,LG CAN,1,686,13050.671
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,3,TRUCK,1,0.07,3,Brand#23,19,LG JAR,43,686,5994.1336
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,1-URGENT,3,REG AIR,5,0.03,24,Brand#41,19,LG PKG,7,686,71576.6765
F,F,R,COLLECT COD,1,Manufacturer#4,1-URGENT,3,MAIL,2,0.07,24,Brand#43,7,LG PKG,3,687,29833.9392
F,F,R,DELIVER IN PERSON,1,Manufacturer#2,5-LOW,1,MAIL,6,0,3,Brand#21,24,SM BOX,26,684,28165.9196
F,F,R,COLLECT COD,1,Manufacturer#5,5-LOW,1,RAIL,2,0.05,24,Brand#52,24,WRAP CAN,37,684,29607.7252
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,5-LOW,1,FOB,3,0,14,Brand#34,24,LG DRUM,8,684,33913.08
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,5-LOW,1,SHIP,1,0.01,19,Brand#15,24,JUMBO CAN,38,684,32620.5152
F,F,A,TAKE BACK RETURN,4,Manufacturer#2,5-LOW,1,TRUCK,4,0.07,4,Brand#21,24,WRAP CASE,45,684,33497.7428
F,F,R,COLLECT COD,4,Manufacturer#3,5-LOW,1,AIR,1,0.05,4,Brand#35,3,JUMBO CAN,15,688,62958.1914
F,F,A,NONE,3,Manufacturer#3,2-HIGH,0,RAIL,2,0.04,22,Brand#31,5,WRAP PACK,30,689,4350.1884
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,2-HIGH,0,FOB,7,0.01,2,Brand#13,5,MED CASE,17,689,33476.22
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,2-HIGH,0,AIR,3,0.05,24,Brand#15,5,WRAP DRUM,13,689,81398.14
F,F,R,COLLECT COD,3,Manufacturer#1,5-LOW,3,FOB,2,0.05,7,Brand#13,7,WRAP PACK,31,690,14245.4685
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,5-LOW,3,FOB,3,0.01,9,Brand#22,7,MED PACK,15,690,6742.197
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,5-LOW,3,SHIP,1,0.04,5,Brand#41,7,WRAP PACK,47,690,63967.32
F,F,A,COLLECT COD,1,Manufacturer#4,2-HIGH,1,FOB,4,0.02,24,Brand#41,17,SM PACK,27,691,57437.58
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,1-URGENT,1,RAIL,6,0.04,20,Brand#42,17,WRAP BAG,7,692,18912.7652
F,F,A,NONE,4,Manufacturer#2,1-URGENT,1,AIR,3,0.05,4,Brand#24,17,JUMBO JAR,35,692,29841.4656
F,F,A,NONE,4,Manufacturer#5,1-URGENT,1,AIR,5,0.08,10,Brand#52,17,SM BAG,40,692,28630.112
F,F,A,NONE,4,Manufacturer#4,1-URGENT,1,REG AIR,2,0.06,11,Brand#43,17,LG CAN,17,692,22737.4875
F,P,A,NONE,3,Manufacturer#1,3-MEDIUM,3,FOB,6,0,23,Brand#14,6,SM PACK,2,693,6373.404
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,3-MEDIUM,4,AIR,2,0.02,11,Brand#45,11,SM BAG,32,694,42184.1664
O,P,N,DELIVER IN PERSON,3,Manufacturer#2,3-MEDIUM,3,AIR,5,0.04,7,Brand#25,6,LG CAN,29,693,22961.145
F,P,R,DELIVER IN PERSON,0,Manufacturer#2,3-MEDIUM,3,TRUCK,3,0.05,0,Brand#23,6,MED DRUM,19,693,35998.7664
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,4-NOT SPECIFIED,2,RAIL,4,0.01,0,Brand#31,9,JUMBO CASE,7,695,30602.5248
F,F,R,NONE,4,Manufacturer#3,4-NOT SPECIFIED,2,REG AIR,1,0,10,Brand#31,9,WRAP CASE,45,695,77773.3684
F,F,N,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,2,MAIL,2,0,5,Brand#51,9,SM JAR,23,695,55700.48
F,F,N,TAKE BACK RETURN,3,Manufacturer#5,4-NOT SPECIFIED,2,MAIL,5,0.01,19,Brand#55,9,JUMBO PACK,1,695,38866.8357
F,F,A,DELIVER IN PERSON,3,Manufacturer#2,4-NOT SPECIFIED,2,RAIL,3,0.07,23,Brand#21,9,JUMBO CASE,35,695,42928.62
F,F,A,COLLECT COD,2,Manufacturer#1,3-MEDIUM,4,SHIP,6,0.08,9,Brand#14,11,SM JAR,18,696,8515.93
F,F,A,NONE,0,Manufacturer#4,3-MEDIUM,4,RAIL,7,0,14,Brand#41,11,WRAP BOX,40,696,52435.8
F,P,R,COLLECT COD,4,Manufacturer#4,4-NOT SPECIFIED,4,FOB,4,0.07,4,Brand#43,4,WRAP CASE,19,697,51481.1868
O,P,N,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,4,REG AIR,1,0.01,0,Brand#51,4,MED PKG,8,697,39266.64
F,P,A,COLLECT COD,2,Manufacturer#2,4-NOT SPECIFIED,4,MAIL,2,0.04,9,Brand#21,4,JUMBO CASE,34,697,3236.984
O,P,N,TAKE BACK RETURN,0,Manufacturer#5,4-NOT SPECIFIED,4,AIR,7,0.05,5,Brand#53,4,LG CAN,24,697,89440.06
F,P,A,COLLECT COD,2,Manufacturer#5,4-NOT SPECIFIED,4,RAIL,5,0.04,18,Brand#53,4,SM PACK,33,697,42981.453
F,P,A,NONE,3,Manufacturer#1,4-NOT SPECIFIED,4,AIR,6,0.07,19,Brand#12,4,LG PKG,36,697,48373.248
F,P,R,DELIVER IN PERSON,1,Manufacturer#1,4-NOT SPECIFIED,4,MAIL,3,0.01,1,Brand#11,4,WRAP CAN,30,697,79715.16
F,F,A,NONE,3,Manufacturer#4,3-MEDIUM,2,AIR,7,0,22,Brand#43,18,SM CAN,15,698,74673.1062
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,2-HIGH,4,MAIL,1,0.03,0,Brand#53,20,LG CAN,35,699,24205.5
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,3-MEDIUM,3,AIR,4,0.06,4,Brand#54,6,WRAP PACK,34,700,68981.024
F,F,A,NONE,0,Manufacturer#2,3-MEDIUM,3,FOB,5,0.03,16,Brand#22,6,MED DRUM,20,700,53695.2416
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,3-MEDIUM,3,FOB,3,0.06,7,Brand#52,6,JUMBO CAN,7,700,23133.292
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,3-MEDIUM,2,SHIP,5,0.06,2,Brand#43,18,SM DRUM,20,698,18080.314
F,F,A,DELIVER IN PERSON,3,Manufacturer#2,3-MEDIUM,2,SHIP,4,0.05,22,Brand#25,18,JUMBO PACK,33,698,46196.1024
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,3-MEDIUM,2,AIR,2,0.08,0,Brand#33,18,LG BAG,33,698,23829.363
F,F,A,COLLECT COD,1,Manufacturer#2,3-MEDIUM,2,RAIL,3,0.04,24,Brand#22,18,SM DRUM,24,698,42571.0584
F,F,N,DELIVER IN PERSON,2,Manufacturer#2,5-LOW,4,MAIL,1,0.03,9,Brand#21,11,SM BAG,23,701,36199.104
F,F,R,COLLECT COD,3,Manufacturer#3,5-LOW,4,RAIL,4,0.03,6,Brand#32,11,MED PKG,13,701,11884.5936
F,F,R,NONE,3,Manufacturer#4,5-LOW,4,TRUCK,2,0.02,23,Brand#42,11,JUMBO BOX,7,701,45485.5504
F,F,R,COLLECT COD,4,Manufacturer#3,5-LOW,4,RAIL,3,0,20,Brand#32,11,MED PACK,40,701,49425.012
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,4-NOT SPECIFIED,3,SHIP,4,0,9,Brand#14,6,MED BAG,33,702,45218.52
F,F,R,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,3,FOB,6,0.05,16,Brand#53,6,JUMBO PKG,18,702,43125.6
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,5-LOW,4,RAIL,2,0.03,22,Brand#53,4,MED JAR,40,703,29462.35
F,F,N,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,0,MAIL,4,0,16,Brand#34,15,LG BAG,35,704,1913.0566
F,F,A,NONE,3,Manufacturer#3,2-HIGH,2,FOB,3,0.06,19,Brand#33,12,JUMBO PKG,10,705,27654.6816
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,2-HIGH,2,REG AIR,1,0.06,18,Brand#14,12,MED CASE,43,705,80077.8856
F,F,R,COLLECT COD,2,Manufacturer#5,2-HIGH,2,AIR,5,0.08,9,Brand#54,12,SM PKG,48,705,37019.565
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,5-LOW,2,RAIL,2,0.05,7,Brand#42,8,SM JAR,47,706,30006.928
F,F,R,COLLECT COD,2,Manufacturer#1,5-LOW,2,AIR,1,0.04,12,Brand#11,8,WRAP BOX,31,706,39269.7613
F,F,A,NONE,4,Manufacturer#2,2-HIGH,4,TRUCK,1,0.08,11,Brand#22,10,WRAP CAN,32,707,81159.7504
F,F,A,NONE,3,Manufacturer#4,2-HIGH,4,FOB,4,0.03,23,Brand#43,10,MED PKG,29,707,3523.04
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,2-HIGH,4,TRUCK,6,0.02,2,Brand#25,10,SM PKG,26,707,3298.2292
F,F,A,TAKE BACK RETURN,4,Manufacturer#1,2-HIGH,4,TRUCK,3,0.04,4,Brand#11,10,MED CAN,1,707,23622.576
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,2-HIGH,4,SHIP,2,0.05,22,Brand#15,10,LG PACK,2,707,20156.8458
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,3-MEDIUM,0,MAIL,3,0,20,Brand#25,15,MED BOX,48,704,68640.21
F,F,A,COLLECT COD,1,Manufacturer#4,3-MEDIUM,0,REG AIR,1,0.04,24,Brand#41,15,LG CASE,19,704,39475.008
F,F,A,COLLECT COD,3,Manufacturer#3,4-NOT SPECIFIED,4,SHIP,3,0.08,7,Brand#31,13,SM CASE,7,708,32773.4976
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,1-URGENT,2,MAIL,4,0.03,11,Brand#41,18,MED CASE,47,709,6992.9937
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,2,SHIP,3,0.06,8,Brand#45,18,SM BOX,38,709,43761.55
F,F,R,COLLECT COD,4,Manufacturer#3,4-NOT SPECIFIED,4,FOB,5,0,20,Brand#35,13,SM JAR,11,708,74726.69
F,P,A,COLLECT COD,4,Manufacturer#2,3-MEDIUM,1,FOB,2,0.05,13,Brand#25,17,SM DRUM,45,710,40445.799
F,P,A,TAKE BACK RETURN,2,Manufacturer#5,3-MEDIUM,1,FOB,1,0.03,12,Brand#51,17,MED DRUM,24,710,21485.62
O,P,N,TAKE BACK RETURN,1,Manufacturer#4,3-MEDIUM,1,REG AIR,3,0,17,Brand#42,17,WRAP BAG,4,710,31533.7295
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,1,FOB,6,0.01,18,Brand#52,3,MED CASE,48,711,12973.824
F,P,A,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,1,SHIP,6,0.02,9,Brand#51,24,MED JAR,13,712,50697.9
F,P,R,COLLECT COD,3,Manufacturer#1,5-LOW,1,MAIL,3,0.03,19,Brand#15,24,WRAP CASE,35,712,26211.0296
F,P,R,TAKE BACK RETURN,2,Manufacturer#1,5-LOW,1,RAIL,5,0.06,18,Brand#12,24,LG JAR,17,712,22928.8503
O,P,N,DELIVER IN PERSON,4,Manufacturer#4,5-LOW,1,SHIP,7,0.07,4,Brand#44,24,JUMBO BAG,32,712,3833.5176
F,P,R,NONE,0,Manufacturer#4,5-LOW,1,MAIL,4,0.03,0,Brand#41,24,SM DRUM,10,712,4093.17
F,P,A,COLLECT COD,0,Manufacturer#1,5-LOW,1,SHIP,1,0.06,15,Brand#14,24,SM BAG,19,712,4994.784
O,P,N,COLLECT COD,3,Manufacturer#5,5-LOW,1,MAIL,2,0,22,Brand#54,24,MED CASE,3,712,55322.568
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,5-LOW,0,MAIL,1,0.08,23,Brand#32,16,JUMBO PACK,27,713,29864.835
F,F,R,COLLECT COD,0,Manufacturer#2,3-MEDIUM,1,SHIP,2,0.02,0,Brand#22,17,WRAP CASE,26,714,76030.36
F,F,R,NONE,1,Manufacturer#3,3-MEDIUM,1,REG AIR,1,0.05,2,Brand#33,17,SM BOX,49,714,18836.3043
F,P,R,TAKE BACK RETURN,3,Manufacturer#4,5-LOW,3,TRUCK,2,0.01,19,Brand#42,22,WRAP PACK,42,715,54857.484
F,P,R,NONE,4,Manufacturer#2,5-LOW,3,REG AIR,3,0.08,13,Brand#22,22,WRAP CAN,42,715,48333.9584
O,P,N,COLLECT COD,4,Manufacturer#1,5-LOW,3,SHIP,1,0.03,11,Brand#11,22,LG BAG,18,715,9254.151
F,F,A,COLLECT COD,4,Manufacturer#4,1-URGENT,1,SHIP,1,0.07,11,Brand#41,1,WRAP CAN,19,716,19406.196
F,F,A,COLLECT COD,0,Manufacturer#4,2-HIGH,1,FOB,1,0.01,16,Brand#41,3,JUMBO JAR,4,711,23265.88
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,4-NOT SPECIFIED,4,REG AIR,1,0.01,3,Brand#41,13,MED BAG,4,717,25728.0606
F,F,A,COLLECT COD,3,Manufacturer#5,2-HIGH,1,SHIP,5,0.01,6,Brand#53,3,SM JAR,11,718,17490.6
F,F,R,NONE,2,Manufacturer#4,2-HIGH,1,REG AIR,7,0.07,21,Brand#43,3,WRAP CAN,35,718,24319.9432
F,F,A,COLLECT COD,3,Manufacturer#4,2-HIGH,1,TRUCK,4,0.07,23,Brand#44,3,LG DRUM,48,718,39383.1108
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,2-HIGH,1,MAIL,6,0,18,Brand#31,3,LG DRUM,47,718,26896.716
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,2-HIGH,1,RAIL,3,0.08,5,Brand#42,3,LG CAN,15,718,18212.5454
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,2-HIGH,1,RAIL,1,0.03,5,Brand#55,3,LG BOX,3,718,33152.112
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,4-NOT SPECIFIED,4,MAIL,2,0.01,0,Brand#42,13,LG JAR,15,717,16660.602
F,F,A,COLLECT COD,1,Manufacturer#4,4-NOT SPECIFIED,4,FOB,3,0.02,24,Brand#42,13,JUMBO PKG,9,717,42807.3408
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,1-URGENT,3,RAIL,6,0.06,14,Brand#24,7,JUMBO BOX,15,719,45770.3424
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,2-HIGH,3,SHIP,1,0.04,4,Brand#54,23,WRAP CASE,9,720,11131.155
F,F,R,NONE,2,Manufacturer#3,2-HIGH,4,REG AIR,5,0,12,Brand#35,4,SM CASE,13,721,12474.7776
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,2-HIGH,4,SHIP,6,0.03,23,Brand#34,4,JUMBO PKG,35,721,39630.029
F,F,R,NONE,2,Manufacturer#3,2-HIGH,4,AIR,4,0.04,21,Brand#32,4,JUMBO PKG,21,721,46042.43
F,F,R,COLLECT COD,1,Manufacturer#1,2-HIGH,4,SHIP,3,0.04,1,Brand#15,4,LG CAN,44,721,20195.12
F,F,N,NONE,3,Manufacturer#3,1-URGENT,3,AIR,3,0.08,6,Brand#31,7,LG BOX,26,719,36756.209
F,F,N,DELIVER IN PERSON,0,Manufacturer#5,1-URGENT,3,AIR,1,0.06,5,Brand#52,7,MED BOX,30,719,31662.449
F,F,R,COLLECT COD,3,Manufacturer#1,1-URGENT,3,MAIL,4,0.02,23,Brand#14,7,MED PKG,27,719,4394.3895
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,1-URGENT,3,MAIL,5,0,17,Brand#15,7,LG BOX,39,719,34135.776
F,F,R,COLLECT COD,4,Manufacturer#1,2-HIGH,0,MAIL,3,0.01,4,Brand#13,5,MED PKG,3,722,12180.5376
F,F,A,NONE,4,Manufacturer#5,2-HIGH,3,MAIL,5,0.02,4,Brand#55,23,LG BAG,5,723,46850.4
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,2-HIGH,3,TRUCK,6,0.01,9,Brand#15,23,JUMBO PKG,48,723,4660.214
F,F,R,COLLECT COD,4,Manufacturer#2,2-HIGH,3,REG AIR,4,0.04,10,Brand#22,23,JUMBO BAG,21,723,46915.9704
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,2-HIGH,3,SHIP,3,0.01,19,Brand#12,23,LG CAN,19,723,17050.068
F,F,A,NONE,3,Manufacturer#4,5-LOW,1,SHIP,3,0.04,6,Brand#42,3,LG CASE,1,724,55626.88
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,5-LOW,1,TRUCK,4,0,8,Brand#42,3,SM PKG,29,724,59434.9028
