o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,groupcol,aggcol
F,2-HIGH,3,FURNITURE,7,Clerk#000000975,1993-09-21,9157.45,3639,1
O,2-HIGH,0,FURNITURE,0,Clerk#000000788,1997-06-08,8259.13,1837,1
O,3-MEDIUM,4,FURNITURE,4,Clerk#000000137,1996-07-12,8341.02,1979,1
O,1-URGENT,3,FURNITURE,6,Clerk#000000713,1996-06-26,5363.59,2748,1
F,2-HIGH,4,MACHINERY,4,Clerk#000000910,1992-12-09,740.36,727,1
O,3-MEDIUM,4,HOUSEHOLD,10,Clerk#000000855,1996-03-28,7493.01,521,1
O,3-MEDIUM,0,MACHINERY,14,Clerk#000000315,1997-12-02,-221.89,575,1
F,4-NOT SPECIFIED,1,HOUSEHOLD,3,Clerk#000000120,1992-08-14,3288.78,2249,1
O,1-URGENT,2,BUILDING,18,Clerk#000000055,1996-03-14,2338.71,2372,1
F,3-MEDIUM,2,BUILDING,12,Clerk#000000370,1992-04-30,6343.64,336,1
F,5-LOW,2,BUILDING,8,Clerk#000000240,1992-02-03,1766.23,3407,1
P,3-MEDIUM,0,HOUSEHOLD,15,Clerk#000000676,1995-05-11,8437.26,2025,1
O,5-LOW,1,MACHINERY,2,Clerk#000000349,1996-04-22,855.79,2329,1
O,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000061,1996-04-18,8963.49,4416,1
F,1-URGENT,2,AUTOMOBILE,12,Clerk#000000466,1994-11-11,6408.13,4349,1
O,5-LOW,4,HOUSEHOLD,20,Clerk#000000544,1997-06-30,8495.92,280,1
O,5-LOW,1,MACHINERY,24,Clerk#000000614,1996-06-02,1018.31,4000,1
P,1-URGENT,4,BUILDING,20,Clerk#000000731,1995-04-09,3951.11,1012,1
F,3-MEDIUM,0,AUTOMOBILE,14,Clerk#000000541,1992-02-17,1438.76,3522,1
O,2-HIGH,2,FURNITURE,21,Clerk#000000751,1998-06-28,7366.83,462,1
F,5-LOW,2,AUTOMOBILE,18,Clerk#000000970,1995-05-01,3272.37,1362,1
F,5-LOW,3,BUILDING,22,Clerk#000000184,1992-08-11,-250.15,1383,1
O,3-MEDIUM,3,AUTOMOBILE,19,Clerk#000000785,1998-03-22,4559.43,1166,1
F,1-URGENT,0,MACHINERY,0,Clerk#000000834,1994-01-26,1318.39,1184,1
F,4-NOT SPECIFIED,0,FURNITURE,14,Clerk#000000496,1992-09-30,7059.15,1277,1
O,1-URGENT,3,MACHINERY,23,Clerk#000000025,1997-05-11,7072,4647,1
O,2-HIGH,4,MACHINERY,11,Clerk#000000009,1997-12-04,5354.2,3938,1
O,1-URGENT,0,MACHINERY,14,Clerk#000001000,1996-07-11,4213.5,1419,1
F,3-MEDIUM,0,MACHINERY,14,Clerk#000000274,1992-10-29,7091.62,1796,1
F,2-HIGH,0,FURNITURE,15,Clerk#000000751,1993-08-20,5879.4,183,1
O,3-MEDIUM,3,BUILDING,23,Clerk#000000620,1996-08-01,-460.48,63,1
F,3-MEDIUM,2,HOUSEHOLD,8,Clerk#000000377,1992-05-29,2461.17,4057,1
O,2-HIGH,2,BUILDING,12,Clerk#000000014,1996-07-28,4580.47,4092,1
O,5-LOW,3,HOUSEHOLD,22,Clerk#000000425,1996-04-28,2887.08,533,1
O,4-NOT SPECIFIED,4,BUILDING,10,Clerk#000000959,1998-03-29,-183.55,981,1
O,5-LOW,2,AUTOMOBILE,12,Clerk#000000737,1996-02-07,7426.28,1526,1
F,5-LOW,4,MACHINERY,4,Clerk#000000700,1992-06-17,3942.58,1237,1
O,2-HIGH,0,HOUSEHOLD,0,Clerk#000000646,1995-05-09,6115.81,2246,1
O,5-LOW,4,MACHINERY,4,Clerk#000000041,1998-07-02,7738.78,1559,1
O,1-URGENT,1,FURNITURE,2,Clerk#000000611,1995-12-21,6051.25,3046,1
O,3-MEDIUM,2,BUILDING,8,Clerk#000000103,1997-12-03,6346.93,536,1
F,5-LOW,1,FURNITURE,17,Clerk#000000944,1993-10-19,1813.89,4803,1
F,3-MEDIUM,1,BUILDING,17,Clerk#000000869,1994-09-03,1376.67,2911,1
O,5-LOW,4,FURNITURE,4,Clerk#000000777,1997-03-30,262.04,1278,1
O,3-MEDIUM,0,BUILDING,14,Clerk#000000351,1995-06-02,1733.13,3329,1
F,1-URGENT,2,BUILDING,21,Clerk#000000813,1995-01-30,440.59,1331,1
F,1-URGENT,1,BUILDING,1,Clerk#000000705,1993-04-04,4652.49,1612,1
F,2-HIGH,1,FURNITURE,1,Clerk#000000684,1992-11-19,8444.99,3189,1
O,3-MEDIUM,0,FURNITURE,5,Clerk#000000501,1995-07-22,1211.39,2242,1
O,4-NOT SPECIFIED,4,AUTOMOBILE,13,Clerk#000000862,1997-12-27,6673.46,992,1
O,3-MEDIUM,1,FURNITURE,17,Clerk#000000139,1995-12-25,5137.48,4276,1
O,3-MEDIUM,2,BUILDING,21,Clerk#000000177,1998-04-02,8338.09,657,1
F,5-LOW,0,HOUSEHOLD,0,Clerk#000000339,1992-12-25,-207.35,1061,1
O,1-URGENT,0,BUILDING,5,Clerk#000000352,1997-02-15,8749.91,2358,1
O,2-HIGH,0,BUILDING,14,Clerk#000000893,1996-12-15,6433.1,3595,1
O,1-URGENT,1,AUTOMOBILE,3,Clerk#000000593,1997-10-25,3567.66,626,1
F,2-HIGH,2,MACHINERY,12,Clerk#000000095,1993-06-03,2747.22,3153,1
O,3-MEDIUM,3,MACHINERY,22,Clerk#000000035,1998-07-04,9216.78,4172,1
O,1-URGENT,4,BUILDING,11,Clerk#000000386,1998-07-06,1889.52,2433,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,5,Clerk#000000851,1994-07-02,8487.62,4025,1
O,1-URGENT,0,AUTOMOBILE,5,Clerk#000000472,1997-03-02,5405.44,1293,1
O,1-URGENT,1,HOUSEHOLD,24,Clerk#000000972,1996-04-22,6626.82,4169,1
O,1-URGENT,3,MACHINERY,6,Clerk#000000757,1995-08-07,3734.51,2827,1
O,3-MEDIUM,0,HOUSEHOLD,14,Clerk#000000366,1997-03-25,5235.77,1926,1
O,2-HIGH,4,HOUSEHOLD,4,Clerk#000000017,1995-06-08,5959.97,4780,1
F,2-HIGH,1,MACHINERY,1,Clerk#000000405,1993-08-19,8483.43,1928,1
F,4-NOT SPECIFIED,0,MACHINERY,0,Clerk#000000167,1994-03-03,5056.07,1677,1
F,1-URGENT,0,AUTOMOBILE,0,Clerk#000000267,1994-07-16,4375.84,629,1
O,1-URGENT,2,BUILDING,9,Clerk#000000377,1996-07-10,2531.91,198,1
O,5-LOW,2,MACHINERY,12,Clerk#000000520,1996-12-06,4365.28,614,1
O,4-NOT SPECIFIED,4,BUILDING,13,Clerk#000000710,1996-11-23,-341.79,2393,1
O,5-LOW,1,BUILDING,2,Clerk#000000862,1997-10-22,6624.38,662,1
O,3-MEDIUM,1,MACHINERY,3,Clerk#000000779,1997-05-05,8544.1,1585,1
F,3-MEDIUM,4,HOUSEHOLD,13,Clerk#000000823,1992-04-11,9728.34,1135,1
F,5-LOW,0,HOUSEHOLD,15,Clerk#000000692,1994-02-03,8592.62,188,1
O,2-HIGH,2,AUTOMOBILE,9,Clerk#000000304,1996-01-08,507.4,4344,1
F,5-LOW,0,HOUSEHOLD,16,Clerk#000000086,1995-02-26,-570.27,157,1
F,2-HIGH,2,MACHINERY,9,Clerk#000000607,1995-01-23,5041.16,2577,1
F,2-HIGH,0,BUILDING,14,Clerk#000000644,1992-10-05,9444.05,604,1
O,2-HIGH,4,MACHINERY,20,Clerk#000000682,1996-07-09,418.1,4040,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,5,Clerk#000000689,1992-10-11,5151.73,3518,1
O,1-URGENT,2,AUTOMOBILE,8,Clerk#000000871,1998-07-05,9083.39,738,1
O,2-HIGH,4,MACHINERY,11,Clerk#000000565,1997-02-09,4511.88,1409,1
F,2-HIGH,4,HOUSEHOLD,10,Clerk#000000374,1993-01-06,5491.03,2398,1
F,5-LOW,4,AUTOMOBILE,11,Clerk#000000869,1993-04-20,9400.58,4364,1
F,3-MEDIUM,1,AUTOMOBILE,2,Clerk#000000340,1995-03-09,3590.87,172,1
O,1-URGENT,0,MACHINERY,16,Clerk#000000060,1997-01-29,6632.19,3082,1
F,5-LOW,0,AUTOMOBILE,0,Clerk#000000332,1992-03-07,-809.72,2474,1
O,2-HIGH,0,MACHINERY,15,Clerk#000000212,1995-12-19,122.71,676,1
O,2-HIGH,4,BUILDING,10,Clerk#000000613,1997-05-21,9121.64,3391,1
F,2-HIGH,4,MACHINERY,11,Clerk#000000758,1992-05-16,2000.92,1664,1
O,2-HIGH,1,AUTOMOBILE,2,Clerk#000000818,1996-05-16,2873.68,4069,1
O,4-NOT SPECIFIED,4,MACHINERY,4,Clerk#000000286,1995-09-10,9422.29,1093,1
F,5-LOW,2,HOUSEHOLD,9,Clerk#000000312,1994-10-01,3460.05,3965,1
O,4-NOT SPECIFIED,0,HOUSEHOLD,14,Clerk#000000568,1997-12-14,1799.67,526,1
O,3-MEDIUM,4,MACHINERY,13,Clerk#000000411,1998-02-13,4781.63,2766,1
O,1-URGENT,2,AUTOMOBILE,18,Clerk#000000857,1997-07-18,7507,174,1
F,3-MEDIUM,0,HOUSEHOLD,15,Clerk#000000272,1993-01-14,4582.28,4887,1
F,3-MEDIUM,3,FURNITURE,22,Clerk#000000539,1992-01-04,3387.22,1120,1
O,1-URGENT,4,HOUSEHOLD,11,Clerk#000000088,1996-05-20,5783.09,3216,1
F,4-NOT SPECIFIED,4,MACHINERY,10,Clerk#000000334,1993-03-21,9096.21,3385,1
O,2-HIGH,2,AUTOMOBILE,21,Clerk#000000297,1998-06-26,7841.46,2831,1
O,4-NOT SPECIFIED,1,BUILDING,2,Clerk#000000790,1995-11-06,7847.19,3827,1
O,3-MEDIUM,4,FURNITURE,13,Clerk#000000303,1998-03-27,-139.26,562,1
O,2-HIGH,1,MACHINERY,24,Clerk#000000884,1996-07-20,2381.05,3154,1
F,5-LOW,3,HOUSEHOLD,22,Clerk#000000718,1993-11-16,2707.97,4002,1
O,1-URGENT,1,HOUSEHOLD,2,Clerk#000000153,1996-01-28,2034.2,4392,1
F,5-LOW,1,MACHINERY,2,Clerk#000000059,1992-04-30,-206.55,4368,1
F,2-HIGH,4,FURNITURE,13,Clerk#000000035,1993-10-01,-54.05,4511,1
F,4-NOT SPECIFIED,3,BUILDING,19,Clerk#000000514,1994-02-09,7875.44,282,1
O,4-NOT SPECIFIED,4,BUILDING,13,Clerk#000000204,1995-11-04,-384.03,4857,1
O,2-HIGH,3,AUTOMOBILE,7,Clerk#000000035,1995-10-30,9386.5,20,1
F,2-HIGH,0,BUILDING,5,Clerk#000000661,1992-04-09,8178.92,2373,1
O,4-NOT SPECIFIED,4,AUTOMOBILE,13,Clerk#000000594,1996-08-03,1177.88,1450,1
F,4-NOT SPECIFIED,0,BUILDING,14,Clerk#000000780,1992-12-27,4153.46,4382,1
F,2-HIGH,0,FURNITURE,16,Clerk#000000017,1993-01-22,3419.43,2099,1
F,3-MEDIUM,0,FURNITURE,0,Clerk#000000539,1994-12-18,8817.45,1710,1
F,5-LOW,1,FURNITURE,17,Clerk#000000151,1992-07-12,6363.94,3804,1
O,4-NOT SPECIFIED,2,MACHINERY,12,Clerk#000000431,1997-12-26,1391.69,3161,1
O,2-HIGH,2,BUILDING,8,Clerk#000000776,1996-03-20,6519.74,1063,1
O,2-HIGH,3,AUTOMOBILE,23,Clerk#000000657,1997-01-16,378.33,2173,1
F,3-MEDIUM,0,HOUSEHOLD,16,Clerk#000000748,1994-03-12,8297.83,244,1
F,2-HIGH,2,FURNITURE,9,Clerk#000000791,1992-04-03,3019.75,435,1
O,4-NOT SPECIFIED,1,MACHINERY,1,Clerk#000000155,1996-09-04,9196.11,3978,1
F,5-LOW,3,BUILDING,19,Clerk#000000724,1992-02-25,-983.8,2607,1
O,5-LOW,1,MACHINERY,1,Clerk#000000220,1996-01-04,2709.35,740,1
O,1-URGENT,1,FURNITURE,1,Clerk#000000997,1998-06-16,3082.35,987,1
O,4-NOT SPECIFIED,2,MACHINERY,9,Clerk#000000716,1998-02-25,2847.41,3709,1
O,3-MEDIUM,3,AUTOMOBILE,22,Clerk#000000222,1998-06-28,8946.16,1951,1
F,2-HIGH,0,MACHINERY,0,Clerk#000000633,1993-10-11,1318.39,1184,1
F,2-HIGH,0,BUILDING,15,Clerk#000000563,1992-05-06,8194.59,4028,1
O,4-NOT SPECIFIED,2,BUILDING,8,Clerk#000000215,1997-03-17,6519.74,1063,1
F,4-NOT SPECIFIED,0,FURNITURE,14,Clerk#000000771,1994-03-27,3431.04,4441,1
O,3-MEDIUM,2,BUILDING,12,Clerk#000000861,1996-04-27,-772.98,286,1
F,4-NOT SPECIFIED,2,FURNITURE,9,Clerk#000000372,1993-12-26,7876.95,1551,1
P,1-URGENT,3,FURNITURE,23,Clerk#000000921,1995-04-16,2537.65,365,1
O,4-NOT SPECIFIED,2,FURNITURE,8,Clerk#000000144,1998-01-24,6340.97,2549,1
O,3-MEDIUM,1,BUILDING,24,Clerk#000000705,1995-10-22,4766.73,2383,1
F,3-MEDIUM,0,MACHINERY,5,Clerk#000000944,1995-01-26,1073.66,2653,1
F,1-URGENT,2,MACHINERY,9,Clerk#000000676,1992-01-01,8177.33,16,1
O,2-HIGH,0,FURNITURE,0,Clerk#000000639,1998-02-20,4868.46,3849,1
F,2-HIGH,4,MACHINERY,13,Clerk#000000237,1993-09-26,-640.72,541,1
F,5-LOW,4,BUILDING,13,Clerk#000000131,1992-10-10,9679.27,4838,1
F,2-HIGH,4,BUILDING,13,Clerk#000000132,1992-04-11,489.54,3398,1
O,2-HIGH,4,HOUSEHOLD,11,Clerk#000000340,1997-04-13,8181.16,757,1
O,5-LOW,4,AUTOMOBILE,13,Clerk#000000708,1996-11-14,7424.41,2800,1
F,1-URGENT,2,FURNITURE,18,Clerk#000000812,1994-09-06,4898.53,4121,1
O,4-NOT SPECIFIED,4,AUTOMOBILE,10,Clerk#000000016,1997-12-09,1571.98,1840,1
O,4-NOT SPECIFIED,2,MACHINERY,12,Clerk#000000294,1998-05-07,2041.49,731,1
O,3-MEDIUM,2,BUILDING,12,Clerk#000000042,1997-12-17,2389.03,4699,1
F,4-NOT SPECIFIED,0,BUILDING,16,Clerk#000000168,1992-10-20,5375.84,1983,1
F,3-MEDIUM,0,HOUSEHOLD,5,Clerk#000000548,1993-04-09,5151.73,3518,1
O,5-LOW,0,HOUSEHOLD,15,Clerk#000000943,1998-02-25,8437.26,2025,1
F,1-URGENT,3,BUILDING,6,Clerk#000000540,1995-03-26,6045.82,1819,1
O,3-MEDIUM,4,HOUSEHOLD,11,Clerk#000000089,1995-11-06,2009.94,3881,1
P,3-MEDIUM,1,MACHINERY,3,Clerk#000000700,1995-03-26,3718.31,494,1
O,2-HIGH,0,MACHINERY,0,Clerk#000000668,1995-08-06,8678.98,3555,1
O,3-MEDIUM,4,MACHINERY,4,Clerk#000000594,1997-06-22,9236.15,808,1
O,1-URGENT,2,BUILDING,9,Clerk#000000649,1996-01-28,9078.19,1961,1
O,3-MEDIUM,1,AUTOMOBILE,2,Clerk#000000671,1997-11-06,3329.3,3636,1
F,5-LOW,1,HOUSEHOLD,1,Clerk#000000499,1993-11-24,1971.6,1978,1
F,4-NOT SPECIFIED,0,BUILDING,15,Clerk#000000175,1993-08-15,-412.47,3799,1
O,4-NOT SPECIFIED,3,AUTOMOBILE,22,Clerk#000000436,1997-12-09,1150.02,4505,1
F,1-URGENT,4,FURNITURE,20,Clerk#000000329,1994-06-24,1576.33,185,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,11,Clerk#000000697,1994-04-09,6444.1,2314,1
O,1-URGENT,0,MACHINERY,16,Clerk#000000138,1997-10-28,1240.9,4152,1
F,2-HIGH,4,MACHINERY,10,Clerk#000000799,1994-08-26,1320.29,1908,1
F,4-NOT SPECIFIED,4,FURNITURE,11,Clerk#000000439,1992-08-14,7691.55,4389,1
O,5-LOW,3,MACHINERY,19,Clerk#000000054,1996-11-02,7822.38,3219,1
O,1-URGENT,4,FURNITURE,20,Clerk#000000236,1995-12-27,1975.74,106,1
O,1-URGENT,3,HOUSEHOLD,22,Clerk#000000058,1998-01-04,5600.56,993,1
O,2-HIGH,3,FURNITURE,22,Clerk#000000806,1996-02-01,5270.38,3446,1
O,4-NOT SPECIFIED,1,MACHINERY,3,Clerk#000000698,1997-01-14,3376.73,2125,1
F,4-NOT SPECIFIED,4,MACHINERY,11,Clerk#000000852,1994-05-18,8634.92,3579,1
F,4-NOT SPECIFIED,0,BUILDING,5,Clerk#000000709,1994-07-29,5207.65,3696,1
F,5-LOW,0,MACHINERY,15,Clerk#000000463,1992-05-02,3673.04,4896,1
O,1-URGENT,2,AUTOMOBILE,8,Clerk#000000908,1997-12-17,9486.43,4897,1
O,2-HIGH,0,MACHINERY,0,Clerk#000000969,1998-02-09,8581.1,4817,1
O,4-NOT SPECIFIED,4,FURNITURE,10,Clerk#000000715,1998-06-24,1851.85,3973,1
F,4-NOT SPECIFIED,2,BUILDING,8,Clerk#000000931,1992-05-23,9084.9,444,1
O,1-URGENT,2,HOUSEHOLD,8,Clerk#000000780,1997-07-25,3101.51,2533,1
F,5-LOW,0,BUILDING,14,Clerk#000000161,1993-09-01,5074.43,2537,1
F,5-LOW,1,AUTOMOBILE,24,Clerk#000000664,1993-09-19,565.87,431,1
O,1-URGENT,2,MACHINERY,9,Clerk#000000882,1995-10-08,-549.09,1318,1
F,3-MEDIUM,3,AUTOMOBILE,19,Clerk#000000358,1993-11-18,9060.07,2406,1
F,4-NOT SPECIFIED,1,MACHINERY,3,Clerk#000000858,1994-08-13,9697.29,3467,1
O,5-LOW,3,BUILDING,7,Clerk#000000534,1997-11-16,4997.35,512,1
O,2-HIGH,4,AUTOMOBILE,11,Clerk#000000865,1995-09-08,-195.24,2979,1
O,2-HIGH,3,BUILDING,7,Clerk#000000540,1997-02-23,1240.9,4067,1
F,5-LOW,2,MACHINERY,18,Clerk#000000761,1993-10-16,1603.96,1615,1
O,2-HIGH,4,BUILDING,11,Clerk#000000583,1996-02-24,4142.68,4298,1
F,2-HIGH,0,BUILDING,0,Clerk#000000509,1993-03-11,1711,3127,1
O,4-NOT SPECIFIED,2,BUILDING,8,Clerk#000000725,1995-11-24,736.28,4410,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,7,Clerk#000000888,1993-11-23,7038.95,3916,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,8,Clerk#000000213,1994-09-10,2840.59,3096,1
O,3-MEDIUM,0,FURNITURE,15,Clerk#000000589,1998-02-10,9466.9,2421,1
O,4-NOT SPECIFIED,0,MACHINERY,14,Clerk#000000919,1996-06-07,6104.69,2321,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,10,Clerk#000000707,1992-02-18,2538.76,1021,1
O,4-NOT SPECIFIED,1,BUILDING,24,Clerk#000000822,1998-03-28,9913.42,3861,1
O,3-MEDIUM,3,BUILDING,22,Clerk#000000696,1996-06-01,6259.04,1872,1
F,2-HIGH,3,FURNITURE,19,Clerk#000000008,1993-05-23,-617.1,1652,1
F,2-HIGH,0,AUTOMOBILE,0,Clerk#000000497,1993-04-13,3869.23,4302,1
F,5-LOW,2,MACHINERY,12,Clerk#000000034,1992-12-25,-191.38,958,1
F,5-LOW,0,FURNITURE,14,Clerk#000000939,1992-11-26,3788.45,4023,1
O,3-MEDIUM,0,AUTOMOBILE,15,Clerk#000000243,1996-02-02,7048.48,2514,1
O,2-HIGH,3,HOUSEHOLD,6,Clerk#000000229,1996-08-27,5503.36,3875,1
F,1-URGENT,3,MACHINERY,23,Clerk#000000671,1994-02-22,5862.25,3282,1
F,3-MEDIUM,0,AUTOMOBILE,5,Clerk#000000481,1995-03-02,8543.41,4051,1
F,2-HIGH,2,FURNITURE,9,Clerk#000000773,1993-06-05,2245.36,434,1
O,2-HIGH,0,FURNITURE,14,Clerk#000000388,1997-12-10,7059.15,1277,1
F,3-MEDIUM,4,BUILDING,20,Clerk#000000317,1993-02-01,25.06,1039,1
O,5-LOW,3,BUILDING,19,Clerk#000000840,1997-07-21,7875.44,282,1
F,3-MEDIUM,2,MACHINERY,9,Clerk#000000608,1993-03-21,6329.64,268,1
O,5-LOW,2,MACHINERY,21,Clerk#000000045,1995-11-12,9541.53,1438,1
F,5-LOW,1,BUILDING,1,Clerk#000000129,1993-09-09,3431.24,970,1
F,4-NOT SPECIFIED,0,MACHINERY,14,Clerk#000000336,1994-10-05,631.63,4898,1
O,5-LOW,4,FURNITURE,20,Clerk#000000399,1996-07-27,-0.28,7,1
O,2-HIGH,2,BUILDING,21,Clerk#000000977,1997-07-31,4400.99,606,1
P,2-HIGH,0,HOUSEHOLD,5,Clerk#000000378,1995-05-29,2794.62,3477,1
F,4-NOT SPECIFIED,2,MACHINERY,8,Clerk#000000437,1993-01-24,7208.7,1099,1
F,3-MEDIUM,2,MACHINERY,8,Clerk#000000425,1994-10-11,6988.95,963,1
O,4-NOT SPECIFIED,2,HOUSEHOLD,9,Clerk#000000532,1996-10-18,7723.28,608,1
O,4-NOT SPECIFIED,4,AUTOMOBILE,4,Clerk#000000707,1995-10-31,9925.39,1709,1
O,3-MEDIUM,4,MACHINERY,10,Clerk#000000108,1996-09-13,5375.27,1043,1
O,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000635,1996-04-17,5282.26,3623,1
O,4-NOT SPECIFIED,4,AUTOMOBILE,10,Clerk#000000862,1998-02-05,6151.02,458,1
O,1-URGENT,4,BUILDING,13,Clerk#000000608,1996-10-12,6469.12,750,1
F,1-URGENT,0,AUTOMOBILE,16,Clerk#000000368,1994-11-05,2249.33,988,1
F,5-LOW,2,FURNITURE,8,Clerk#000000272,1993-06-12,299.39,3688,1
F,2-HIGH,2,MACHINERY,9,Clerk#000000092,1992-02-14,2847.41,3709,1
F,4-NOT SPECIFIED,1,BUILDING,1,Clerk#000000011,1992-01-09,7908.81,1572,1
F,2-HIGH,4,MACHINERY,13,Clerk#000000068,1993-03-16,1642.07,3911,1
F,5-LOW,2,FURNITURE,12,Clerk#000000844,1993-07-03,7133.7,1078,1
F,2-HIGH,3,BUILDING,7,Clerk#000000007,1992-09-01,2783.89,433,1
O,2-HIGH,4,BUILDING,4,Clerk#000000846,1995-12-28,811.35,523,1
F,5-LOW,3,AUTOMOBILE,6,Clerk#000000082,1992-09-06,5992.97,1274,1
O,4-NOT SPECIFIED,0,AUTOMOBILE,0,Clerk#000000534,1995-06-27,999.02,1104,1
O,5-LOW,1,AUTOMOBILE,1,Clerk#000000400,1998-05-18,2045.36,4751,1
O,2-HIGH,4,BUILDING,10,Clerk#000000146,1997-08-21,2222.65,773,1
O,5-LOW,0,FURNITURE,5,Clerk#000000503,1998-07-14,8671.02,2877,1
O,3-MEDIUM,4,HOUSEHOLD,13,Clerk#000000420,1997-08-19,4429.81,3457,1
F,5-LOW,0,FURNITURE,15,Clerk#000000313,1992-12-26,1780.55,1335,1
F,3-MEDIUM,1,BUILDING,24,Clerk#000000189,1994-06-09,5206.41,4474,1
O,1-URGENT,4,AUTOMOBILE,4,Clerk#000000178,1996-09-28,2084.07,2693,1
F,1-URGENT,4,BUILDING,4,Clerk#000000541,1992-07-06,5266.67,1312,1
F,4-NOT SPECIFIED,0,BUILDING,15,Clerk#000000223,1994-11-23,1122.02,864,1
F,5-LOW,3,MACHINERY,19,Clerk#000000801,1993-01-04,8653.92,3516,1
F,1-URGENT,0,FURNITURE,15,Clerk#000000863,1994-05-15,24.15,1845,1
F,4-NOT SPECIFIED,1,FURNITURE,17,Clerk#000000518,1994-07-22,5137.48,4276,1
F,5-LOW,2,FURNITURE,21,Clerk#000000774,1993-06-28,5736.34,1855,1
O,2-HIGH,4,BUILDING,4,Clerk#000000515,1997-04-17,7139.8,3241,1
O,3-MEDIUM,1,AUTOMOBILE,17,Clerk#000000268,1995-09-15,1031,1371,1
O,2-HIGH,2,BUILDING,18,Clerk#000000695,1996-03-18,2338.71,2372,1
F,5-LOW,1,HOUSEHOLD,3,Clerk#000000477,1993-10-15,4890.1,795,1
F,3-MEDIUM,3,BUILDING,7,Clerk#000000883,1995-02-10,2469.07,2489,1
O,3-MEDIUM,3,HOUSEHOLD,22,Clerk#000000562,1996-12-02,9364.69,3020,1
F,2-HIGH,1,MACHINERY,2,Clerk#000000255,1994-11-04,5750.93,513,1
F,2-HIGH,0,AUTOMOBILE,0,Clerk#000000235,1992-01-23,-333.78,250,1
F,2-HIGH,4,HOUSEHOLD,10,Clerk#000000170,1993-07-16,8016.44,3043,1
O,3-MEDIUM,4,AUTOMOBILE,10,Clerk#000000672,1998-01-20,3769.09,983,1
O,3-MEDIUM,4,FURNITURE,11,Clerk#000000238,1995-12-19,6190.36,742,1
F,2-HIGH,2,FURNITURE,21,Clerk#000000022,1993-10-01,6385.54,1030,1
O,4-NOT SPECIFIED,4,FURNITURE,4,Clerk#000000583,1997-03-22,2634.54,2443,1
O,2-HIGH,3,HOUSEHOLD,23,Clerk#000000467,1997-06-09,7980.77,2349,1
O,3-MEDIUM,4,FURNITURE,10,Clerk#000000657,1996-10-20,3589.49,2100,1
O,2-HIGH,1,HOUSEHOLD,24,Clerk#000000680,1996-02-15,6690.76,2061,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,2,Clerk#000000013,1992-04-10,3329.3,3636,1
O,1-URGENT,2,HOUSEHOLD,18,Clerk#000000616,1995-09-21,159.12,498,1
O,3-MEDIUM,4,AUTOMOBILE,4,Clerk#000000262,1996-09-06,615.08,1555,1
O,5-LOW,0,HOUSEHOLD,5,Clerk#000000858,1996-06-14,-514.38,3448,1
F,1-URGENT,3,BUILDING,6,Clerk#000000466,1992-07-05,5372.74,3865,1
O,4-NOT SPECIFIED,1,FURNITURE,3,Clerk#000000142,1998-01-18,-585.2,1108,1
O,5-LOW,4,BUILDING,10,Clerk#000000760,1996-08-01,6761.27,2396,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,10,Clerk#000000482,1993-12-08,9831.27,842,1
F,4-NOT SPECIFIED,4,MACHINERY,11,Clerk#000000590,1992-02-17,8506.21,537,1
O,3-MEDIUM,1,HOUSEHOLD,24,Clerk#000000592,1995-12-29,6122.26,4030,1
O,4-NOT SPECIFIED,3,MACHINERY,7,Clerk#000000179,1995-09-06,7207.83,3018,1
O,4-NOT SPECIFIED,4,AUTOMOBILE,13,Clerk#000000782,1997-12-29,5506.97,2557,1
F,2-HIGH,4,BUILDING,10,Clerk#000000525,1994-03-29,2222.65,773,1
O,4-NOT SPECIFIED,4,MACHINERY,20,Clerk#000000678,1995-07-29,2051.61,1210,1
O,1-URGENT,2,AUTOMOBILE,9,Clerk#000000690,1996-12-28,5603.13,2994,1
O,1-URGENT,4,BUILDING,10,Clerk#000000485,1997-06-03,4701.18,2436,1
F,5-LOW,0,HOUSEHOLD,16,Clerk#000000113,1992-03-14,3504.23,4284,1
O,4-NOT SPECIFIED,1,FURNITURE,17,Clerk#000000589,1998-01-17,2.09,4899,1
O,4-NOT SPECIFIED,1,MACHINERY,3,Clerk#000000973,1996-05-20,2532.69,923,1
P,2-HIGH,4,HOUSEHOLD,11,Clerk#000000133,1995-05-04,6016.85,3864,1
F,4-NOT SPECIFIED,3,MACHINERY,6,Clerk#000000987,1994-03-16,9066.44,145,1
F,2-HIGH,3,MACHINERY,19,Clerk#000000916,1994-01-15,620.84,3158,1
F,3-MEDIUM,4,HOUSEHOLD,4,Clerk#000000792,1994-11-23,-354.05,122,1
F,2-HIGH,3,BUILDING,7,Clerk#000000382,1994-07-28,2436.26,1558,1
