o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,o_custkey,groupcol,aggcol
F,4-NOT SPECIFIED,3,FURNITURE,7,Clerk#000000150,1993-08-28,1647.17,14521,0,1
F,2-HIGH,4,BUILDING,4,Clerk#000000302,1993-08-07,6163.03,9583,4,1
F,3-MEDIUM,4,FURNITURE,10,Clerk#000000411,1993-08-22,2578.28,7558,3,1
F,5-LOW,2,BUILDING,12,Clerk#000000134,1993-08-05,-772.98,3790,1,1
F,2-HIGH,4,AUTOMOBILE,4,Clerk#000000110,1993-09-17,8798.96,1174,4,1
F,4-NOT SPECIFIED,2,MACHINERY,12,Clerk#000000064,1993-09-10,7292.93,1421,0,1
F,3-MEDIUM,0,BUILDING,14,Clerk#000000874,1993-07-24,4008.08,12340,3,1
F,2-HIGH,1,FURNITURE,2,Clerk#000000588,1993-08-23,-387.33,4604,4,1
F,2-HIGH,3,AUTOMOBILE,23,Clerk#000000365,1993-07-22,6959.09,748,4,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,21,Clerk#000000855,1993-07-06,8330.7,928,0,1
F,2-HIGH,3,MACHINERY,23,Clerk#000000536,1993-08-15,532.42,8051,4,1
F,4-NOT SPECIFIED,3,BUILDING,6,Clerk#000000794,1993-09-29,4250.73,1571,0,1
F,1-URGENT,4,BUILDING,11,Clerk#000000374,1993-07-13,8530.63,5152,2,1
F,2-HIGH,1,HOUSEHOLD,3,Clerk#000000434,1993-07-26,1122.02,12527,4,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,12,Clerk#000000192,1993-09-26,7189.16,5251,0,1
F,1-URGENT,4,FURNITURE,13,Clerk#000000979,1993-09-19,291.44,1388,2,1
F,4-NOT SPECIFIED,2,BUILDING,12,Clerk#000000777,1993-07-09,4905.03,8663,0,1
F,4-NOT SPECIFIED,4,BUILDING,10,Clerk#000000348,1993-08-06,2222.65,694,0,1
F,1-URGENT,1,HOUSEHOLD,3,Clerk#000000111,1993-08-02,-907.57,7634,2,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,6,Clerk#000000947,1993-08-03,1073.58,13310,0,1
F,3-MEDIUM,0,FURNITURE,0,Clerk#000000868,1993-09-06,4630.52,1559,3,1
F,5-LOW,3,FURNITURE,23,Clerk#000000516,1993-09-05,7351.14,10882,1,1
F,4-NOT SPECIFIED,0,AUTOMOBILE,15,Clerk#000000665,1993-07-14,2754.88,3706,0,1
F,3-MEDIUM,0,FURNITURE,5,Clerk#000000125,1993-07-02,2711.73,3520,3,1
F,2-HIGH,4,MACHINERY,13,Clerk#000000129,1993-09-18,8865.52,8317,4,1
F,3-MEDIUM,0,MACHINERY,5,Clerk#000000837,1993-09-13,7059.91,13619,3,1
F,2-HIGH,4,AUTOMOBILE,11,Clerk#000000344,1993-08-18,8725.04,5663,4,1
F,2-HIGH,4,MACHINERY,20,Clerk#000000594,1993-07-29,8299.24,3722,4,1
F,2-HIGH,4,FURNITURE,11,Clerk#000000720,1993-08-25,5631.85,6197,4,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,4,Clerk#000000278,1993-09-02,6187.29,7408,0,1
F,3-MEDIUM,2,FURNITURE,8,Clerk#000000354,1993-07-05,-363.54,7658,3,1
F,5-LOW,0,MACHINERY,0,Clerk#000000905,1993-09-10,-270.59,337,1,1
F,5-LOW,0,BUILDING,15,Clerk#000000037,1993-08-02,-858.19,5917,1,1
F,3-MEDIUM,3,AUTOMOBILE,23,Clerk#000000725,1993-09-01,5918.08,14333,3,1
F,5-LOW,3,BUILDING,23,Clerk#000000974,1993-07-23,7486.51,7085,1,1
F,1-URGENT,2,MACHINERY,12,Clerk#000000781,1993-08-25,3328.97,4648,2,1
F,5-LOW,1,FURNITURE,17,Clerk#000000131,1993-07-29,4562.95,4822,1,1
F,5-LOW,1,HOUSEHOLD,2,Clerk#000000347,1993-07-17,5458.25,11030,1,1
F,5-LOW,0,FURNITURE,14,Clerk#000000474,1993-09-28,2373.63,5407,1,1
F,5-LOW,0,BUILDING,0,Clerk#000000955,1993-09-06,6372.78,10859,1,1
F,5-LOW,1,FURNITURE,3,Clerk#000000522,1993-07-20,3204.07,11011,1,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,4,Clerk#000000627,1993-07-05,8387.59,4873,0,1
F,3-MEDIUM,0,MACHINERY,5,Clerk#000000017,1993-07-20,7427.66,10474,3,1
F,2-HIGH,1,FURNITURE,2,Clerk#000000464,1993-09-08,326.88,6520,4,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,8,Clerk#000000412,1993-07-04,162.9,11131,0,1
F,1-URGENT,4,FURNITURE,10,Clerk#000000797,1993-09-09,1851.85,9262,2,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,4,Clerk#000000170,1993-09-14,4487.09,7202,0,1
F,4-NOT SPECIFIED,4,FURNITURE,4,Clerk#000000487,1993-09-26,2688.88,565,0,1
F,4-NOT SPECIFIED,3,BUILDING,6,Clerk#000000099,1993-09-21,-404.83,3301,0,1
F,2-HIGH,2,AUTOMOBILE,9,Clerk#000000130,1993-09-09,4091.91,13895,4,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,6,Clerk#000000821,1993-09-04,9651.06,13787,0,1
F,5-LOW,1,BUILDING,24,Clerk#000000313,1993-07-11,8319.55,5389,1,1
F,5-LOW,0,AUTOMOBILE,16,Clerk#000000793,1993-08-02,4055.68,3071,1,1
F,2-HIGH,1,BUILDING,3,Clerk#000000110,1993-07-14,7149.43,1396,4,1
F,1-URGENT,4,HOUSEHOLD,10,Clerk#000000906,1993-07-18,1295.63,2314,2,1
F,5-LOW,2,MACHINERY,9,Clerk#000000749,1993-09-03,8177.33,1165,1,1
F,5-LOW,0,BUILDING,14,Clerk#000000750,1993-09-20,6474.55,5197,1,1
F,3-MEDIUM,4,AUTOMOBILE,13,Clerk#000000248,1993-08-13,3734.68,5701,3,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,21,Clerk#000000872,1993-08-10,2398,10873,0,1
F,2-HIGH,1,FURNITURE,24,Clerk#000000292,1993-07-23,6151.3,2410,4,1
F,1-URGENT,1,HOUSEHOLD,2,Clerk#000000719,1993-07-13,455.15,1706,2,1
F,3-MEDIUM,1,FURNITURE,2,Clerk#000000247,1993-09-07,219.78,8797,3,1
F,2-HIGH,1,AUTOMOBILE,24,Clerk#000000418,1993-08-20,-377.11,1057,4,1
F,1-URGENT,0,FURNITURE,0,Clerk#000000787,1993-07-02,7811.92,12145,2,1
F,5-LOW,3,FURNITURE,7,Clerk#000000984,1993-09-13,1647.17,14521,1,1
F,5-LOW,4,MACHINERY,4,Clerk#000000482,1993-07-18,4267.64,14692,1,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,5,Clerk#000000774,1993-08-05,5464.89,11237,0,1
F,3-MEDIUM,1,AUTOMOBILE,2,Clerk#000000684,1993-08-14,138.32,5275,3,1
F,5-LOW,0,FURNITURE,5,Clerk#000000030,1993-08-27,2711.73,3520,1,1
F,4-NOT SPECIFIED,0,FURNITURE,16,Clerk#000000841,1993-09-11,1767.13,5735,0,1
F,2-HIGH,0,BUILDING,0,Clerk#000000465,1993-08-21,4416.42,10604,4,1
F,5-LOW,4,AUTOMOBILE,10,Clerk#000000138,1993-09-29,8834.94,6248,1,1
F,1-URGENT,3,HOUSEHOLD,22,Clerk#000000290,1993-08-21,9364.69,11698,2,1
F,2-HIGH,0,BUILDING,15,Clerk#000000777,1993-09-15,-858.19,5917,4,1
F,1-URGENT,0,HOUSEHOLD,5,Clerk#000000781,1993-07-25,7335.91,3058,2,1
F,5-LOW,1,HOUSEHOLD,24,Clerk#000000329,1993-07-20,6626.82,6946,1,1
F,3-MEDIUM,0,BUILDING,15,Clerk#000000324,1993-08-15,1122.02,9245,3,1
F,5-LOW,4,HOUSEHOLD,11,Clerk#000000307,1993-09-01,4832.49,12298,1,1
F,4-NOT SPECIFIED,2,MACHINERY,12,Clerk#000000933,1993-07-17,6751.54,12718,0,1
F,4-NOT SPECIFIED,2,MACHINERY,8,Clerk#000000765,1993-08-20,-523.3,2242,0,1
F,2-HIGH,3,AUTOMOBILE,19,Clerk#000000384,1993-07-22,1175.83,6539,4,1
F,3-MEDIUM,3,HOUSEHOLD,7,Clerk#000000629,1993-09-09,1938.05,388,3,1
F,1-URGENT,2,AUTOMOBILE,12,Clerk#000000172,1993-08-29,5839.06,9914,2,1
F,1-URGENT,0,AUTOMOBILE,5,Clerk#000000798,1993-08-15,9544.84,12220,2,1
F,1-URGENT,3,MACHINERY,22,Clerk#000000507,1993-08-12,8703.68,5344,2,1
F,1-URGENT,0,MACHINERY,5,Clerk#000000836,1993-07-14,4742.19,6823,2,1
F,4-NOT SPECIFIED,0,AUTOMOBILE,0,Clerk#000000929,1993-07-14,6612.7,6050,0,1
F,3-MEDIUM,2,HOUSEHOLD,9,Clerk#000000994,1993-08-08,6632.79,8233,3,1
F,2-HIGH,2,MACHINERY,8,Clerk#000000413,1993-09-27,-6.92,12595,4,1
F,5-LOW,3,AUTOMOBILE,6,Clerk#000000281,1993-08-31,3539.84,5084,1,1
F,5-LOW,1,BUILDING,1,Clerk#000000732,1993-07-05,5374.88,10730,1,1
F,3-MEDIUM,0,BUILDING,14,Clerk#000000859,1993-08-29,4346.51,10114,3,1
F,3-MEDIUM,2,MACHINERY,21,Clerk#000000232,1993-09-11,6314.25,1432,3,1
F,1-URGENT,1,FURNITURE,17,Clerk#000000605,1993-09-04,7552.98,14420,2,1
F,5-LOW,4,BUILDING,10,Clerk#000000242,1993-07-05,6761.27,11035,1,1
F,3-MEDIUM,1,MACHINERY,24,Clerk#000000508,1993-08-20,1018.31,2372,3,1
F,3-MEDIUM,0,BUILDING,0,Clerk#000000452,1993-09-06,5408.72,4505,3,1
F,5-LOW,0,FURNITURE,5,Clerk#000000694,1993-07-12,5173.56,3820,1,1
F,1-URGENT,3,BUILDING,7,Clerk#000000677,1993-07-05,1002.58,13178,2,1
F,2-HIGH,0,BUILDING,14,Clerk#000000030,1993-08-04,8352.96,7643,4,1
F,4-NOT SPECIFIED,2,BUILDING,12,Clerk#000000543,1993-09-01,827.31,4022,0,1
F,4-NOT SPECIFIED,1,FURNITURE,1,Clerk#000000777,1993-09-29,5867.18,10132,0,1
F,3-MEDIUM,1,HOUSEHOLD,17,Clerk#000000818,1993-08-19,1928.69,4123,3,1
F,5-LOW,1,AUTOMOBILE,1,Clerk#000000158,1993-07-26,7495.2,4124,1,1
F,5-LOW,1,AUTOMOBILE,2,Clerk#000000721,1993-08-29,9573.9,11746,1,1
F,5-LOW,2,FURNITURE,12,Clerk#000000488,1993-09-09,-149.3,4858,1,1
F,5-LOW,2,AUTOMOBILE,8,Clerk#000000344,1993-08-06,805.84,11776,1,1
F,4-NOT SPECIFIED,2,BUILDING,21,Clerk#000000045,1993-09-13,2684.16,13066,0,1
F,1-URGENT,2,MACHINERY,12,Clerk#000000156,1993-09-11,630.74,5744,2,1
F,3-MEDIUM,4,AUTOMOBILE,20,Clerk#000000284,1993-08-01,2944.76,4756,3,1
F,5-LOW,4,HOUSEHOLD,4,Clerk#000000189,1993-09-09,4434.2,6922,1,1
F,2-HIGH,3,HOUSEHOLD,19,Clerk#000000305,1993-07-22,2809.6,9526,4,1
F,5-LOW,2,FURNITURE,21,Clerk#000000312,1993-08-24,9592.43,3079,1,1
F,3-MEDIUM,4,HOUSEHOLD,20,Clerk#000000577,1993-09-09,9358.77,14645,3,1
F,1-URGENT,3,BUILDING,6,Clerk#000000249,1993-09-30,8791.08,11860,2,1
F,3-MEDIUM,3,MACHINERY,22,Clerk#000000098,1993-08-09,4139.46,4072,3,1
F,1-URGENT,3,HOUSEHOLD,19,Clerk#000000657,1993-09-13,-370.67,7940,2,1
F,2-HIGH,3,BUILDING,23,Clerk#000000710,1993-09-20,4252.36,4628,4,1
F,3-MEDIUM,1,MACHINERY,1,Clerk#000000083,1993-07-15,4057.27,6379,3,1
F,1-URGENT,2,BUILDING,8,Clerk#000000313,1993-09-29,4284.38,8431,2,1
F,3-MEDIUM,3,FURNITURE,6,Clerk#000000200,1993-07-11,5734.73,10255,3,1
F,2-HIGH,3,AUTOMOBILE,23,Clerk#000000904,1993-08-26,4984.79,6856,4,1
F,5-LOW,0,FURNITURE,5,Clerk#000000975,1993-09-20,486.94,7870,1,1
F,2-HIGH,2,BUILDING,21,Clerk#000000087,1993-07-26,528.35,6767,4,1
F,5-LOW,3,MACHINERY,19,Clerk#000000958,1993-09-28,2540.69,6572,1,1
F,3-MEDIUM,3,BUILDING,22,Clerk#000000076,1993-08-26,-998.09,11269,3,1
F,4-NOT SPECIFIED,2,FURNITURE,12,Clerk#000000941,1993-07-02,9746.34,11456,0,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,9,Clerk#000000504,1993-07-27,1148.82,12646,0,1
F,4-NOT SPECIFIED,4,FURNITURE,11,Clerk#000000072,1993-07-24,5192.24,8995,0,1
F,1-URGENT,3,AUTOMOBILE,7,Clerk#000000746,1993-09-22,2911.56,14998,2,1
F,5-LOW,0,BUILDING,15,Clerk#000000197,1993-08-31,-544.01,7639,1,1
F,4-NOT SPECIFIED,4,MACHINERY,11,Clerk#000000876,1993-07-08,4511.88,11638,0,1
F,5-LOW,0,FURNITURE,14,Clerk#000000387,1993-07-12,4524.21,4754,1,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,8,Clerk#000000659,1993-08-06,6020.02,1129,0,1
F,2-HIGH,4,AUTOMOBILE,4,Clerk#000000731,1993-08-21,3272.81,3505,4,1
F,4-NOT SPECIFIED,4,MACHINERY,4,Clerk#000000048,1993-09-05,7906.45,9493,0,1
F,3-MEDIUM,3,FURNITURE,19,Clerk#000000558,1993-07-15,5997.88,14428,3,1
F,1-URGENT,2,HOUSEHOLD,8,Clerk#000000427,1993-08-16,6052.86,12991,2,1
F,4-NOT SPECIFIED,4,FURNITURE,13,Clerk#000000487,1993-07-19,3105.57,7262,0,1
F,1-URGENT,4,BUILDING,11,Clerk#000000851,1993-09-13,9522.43,13087,2,1
F,3-MEDIUM,1,BUILDING,17,Clerk#000000077,1993-08-11,868.69,13144,3,1
F,5-LOW,1,FURNITURE,3,Clerk#000000502,1993-09-06,-887.13,5116,1,1
F,2-HIGH,0,FURNITURE,15,Clerk#000000093,1993-08-14,273.34,11263,4,1
F,4-NOT SPECIFIED,2,FURNITURE,18,Clerk#000000667,1993-09-13,7945.96,4720,0,1
F,2-HIGH,4,HOUSEHOLD,4,Clerk#000000164,1993-07-01,8184.56,7265,4,1
F,2-HIGH,1,AUTOMOBILE,24,Clerk#000000183,1993-07-09,-602.24,14398,4,1
F,2-HIGH,4,FURNITURE,11,Clerk#000000027,1993-07-12,1683.35,14092,4,1
F,1-URGENT,0,HOUSEHOLD,15,Clerk#000000749,1993-08-29,6885.75,10207,2,1
F,2-HIGH,1,HOUSEHOLD,3,Clerk#000000651,1993-07-11,5785.07,1882,4,1
F,2-HIGH,0,AUTOMOBILE,15,Clerk#000000982,1993-08-23,5295.32,4417,4,1
F,3-MEDIUM,0,AUTOMOBILE,14,Clerk#000000987,1993-07-24,6855.8,4391,3,1
F,1-URGENT,3,HOUSEHOLD,7,Clerk#000000043,1993-09-03,7473.71,11356,2,1
F,2-HIGH,3,MACHINERY,7,Clerk#000000620,1993-07-05,2450.11,5713,4,1
F,2-HIGH,3,FURNITURE,23,Clerk#000000138,1993-08-06,9846.83,6256,4,1
F,3-MEDIUM,4,FURNITURE,4,Clerk#000000071,1993-09-20,9256.07,8611,3,1
F,1-URGENT,1,HOUSEHOLD,24,Clerk#000000989,1993-09-19,434.91,7459,2,1
F,5-LOW,0,HOUSEHOLD,14,Clerk#000000527,1993-07-11,528.31,4511,1,1
F,1-URGENT,3,AUTOMOBILE,7,Clerk#000000208,1993-07-17,9386.5,2491,2,1
F,2-HIGH,3,MACHINERY,22,Clerk#000000389,1993-07-05,4139.46,4072,4,1
F,1-URGENT,1,MACHINERY,24,Clerk#000000908,1993-08-20,147.84,6805,2,1
F,2-HIGH,4,HOUSEHOLD,13,Clerk#000000495,1993-07-18,9728.34,9307,4,1
F,1-URGENT,4,MACHINERY,10,Clerk#000000635,1993-09-23,9572.79,9409,2,1
F,1-URGENT,2,BUILDING,21,Clerk#000000007,1993-07-23,1113.42,4456,2,1
F,2-HIGH,0,FURNITURE,14,Clerk#000000753,1993-07-18,2373.63,5407,4,1
F,3-MEDIUM,0,FURNITURE,5,Clerk#000000211,1993-07-22,-575.69,12143,3,1
F,4-NOT SPECIFIED,2,BUILDING,18,Clerk#000000894,1993-09-06,6551.54,2776,0,1
F,3-MEDIUM,0,AUTOMOBILE,5,Clerk#000000138,1993-07-10,8155.12,6398,3,1
F,3-MEDIUM,1,FURNITURE,1,Clerk#000000545,1993-09-01,7403.39,4904,3,1
F,5-LOW,1,HOUSEHOLD,1,Clerk#000000108,1993-09-12,9225.72,11260,1,1
F,4-NOT SPECIFIED,1,HOUSEHOLD,3,Clerk#000000683,1993-09-17,1943.34,8098,0,1
F,3-MEDIUM,1,FURNITURE,1,Clerk#000000662,1993-09-23,3865.83,12049,3,1
F,1-URGENT,2,HOUSEHOLD,9,Clerk#000000697,1993-08-09,2629.5,4954,2,1
F,4-NOT SPECIFIED,0,AUTOMOBILE,5,Clerk#000000581,1993-07-01,3943.59,5980,0,1
F,3-MEDIUM,0,HOUSEHOLD,5,Clerk#000000231,1993-08-28,1990.28,9373,3,1
F,2-HIGH,2,BUILDING,8,Clerk#000000953,1993-09-12,7891.67,6982,4,1
F,5-LOW,4,FURNITURE,13,Clerk#000000684,1993-08-19,9333.99,1886,1,1
F,1-URGENT,1,BUILDING,1,Clerk#000000025,1993-07-16,4163.53,5840,2,1
F,5-LOW,2,FURNITURE,21,Clerk#000000184,1993-07-13,2216.34,5011,1,1
F,3-MEDIUM,4,AUTOMOBILE,10,Clerk#000000216,1993-08-23,9831.27,1573,3,1
F,4-NOT SPECIFIED,2,BUILDING,18,Clerk#000000324,1993-07-12,4650.31,8218,0,1
F,3-MEDIUM,3,FURNITURE,7,Clerk#000000715,1993-08-27,9288.13,5033,3,1
F,2-HIGH,3,MACHINERY,19,Clerk#000000173,1993-09-10,4510.06,6845,4,1
F,3-MEDIUM,2,HOUSEHOLD,9,Clerk#000000955,1993-07-03,7932.58,5278,3,1
F,1-URGENT,0,AUTOMOBILE,5,Clerk#000000809,1993-08-02,7920.49,3884,2,1
F,1-URGENT,1,MACHINERY,24,Clerk#000000481,1993-08-20,2381.05,8276,2,1
F,5-LOW,1,MACHINERY,3,Clerk#000000308,1993-08-15,3718.31,5719,1,1
F,2-HIGH,3,MACHINERY,23,Clerk#000000172,1993-09-07,5910.12,14764,4,1
F,2-HIGH,0,AUTOMOBILE,5,Clerk#000000408,1993-07-30,2176.62,10327,4,1
F,1-URGENT,2,MACHINERY,8,Clerk#000000373,1993-07-14,9550.93,10183,2,1
F,1-URGENT,4,HOUSEHOLD,4,Clerk#000000816,1993-09-02,8340.38,7987,2,1
F,1-URGENT,3,FURNITURE,19,Clerk#000000969,1993-08-02,8208.08,10042,2,1
F,3-MEDIUM,4,AUTOMOBILE,11,Clerk#000000624,1993-07-29,409.26,9142,3,1
F,2-HIGH,4,FURNITURE,10,Clerk#000000119,1993-08-24,7243.45,14329,4,1
F,5-LOW,4,BUILDING,13,Clerk#000000244,1993-07-30,9206.88,5618,1,1
F,3-MEDIUM,4,AUTOMOBILE,10,Clerk#000000179,1993-09-16,5150.67,5450,3,1
F,1-URGENT,2,FURNITURE,12,Clerk#000000621,1993-07-03,3715.43,10822,2,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,13,Clerk#000000969,1993-08-10,4393.67,5989,0,1
F,1-URGENT,1,BUILDING,24,Clerk#000000615,1993-08-31,8319.55,5389,2,1
F,1-URGENT,2,HOUSEHOLD,9,Clerk#000000003,1993-08-05,320.47,8045,2,1
F,2-HIGH,0,MACHINERY,0,Clerk#000000471,1993-08-03,8151.61,1504,4,1
F,5-LOW,1,AUTOMOBILE,17,Clerk#000000999,1993-09-28,-100.42,10841,1,1
F,2-HIGH,1,HOUSEHOLD,1,Clerk#000000198,1993-07-08,104.82,12970,4,1
F,5-LOW,0,MACHINERY,15,Clerk#000000405,1993-07-17,2715.75,12199,1,1
F,2-HIGH,1,HOUSEHOLD,3,Clerk#000000779,1993-09-03,2295.33,4501,4,1
F,4-NOT SPECIFIED,0,FURNITURE,16,Clerk#000000088,1993-07-18,4706.84,14156,0,1
F,1-URGENT,2,AUTOMOBILE,18,Clerk#000000697,1993-07-15,-197.98,6335,2,1
F,2-HIGH,1,AUTOMOBILE,24,Clerk#000000918,1993-07-17,565.87,9272,4,1
F,1-URGENT,3,FURNITURE,7,Clerk#000000672,1993-08-01,6729.32,6167,2,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,2,Clerk#000000589,1993-09-02,4439.35,10214,0,1
F,3-MEDIUM,0,AUTOMOBILE,5,Clerk#000000594,1993-09-11,691.25,12577,3,1
F,1-URGENT,4,AUTOMOBILE,20,Clerk#000000177,1993-09-15,3901.96,12334,2,1
F,1-URGENT,0,MACHINERY,5,Clerk#000000422,1993-07-02,4260.22,5455,2,1
F,3-MEDIUM,1,BUILDING,17,Clerk#000000767,1993-09-20,5441.46,2783,3,1
F,1-URGENT,2,BUILDING,8,Clerk#000000611,1993-08-14,5244.28,6715,2,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,18,Clerk#000000616,1993-07-31,3295.25,5644,0,1
F,5-LOW,4,HOUSEHOLD,10,Clerk#000000588,1993-07-04,8959.98,5507,1,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,11,Clerk#000000681,1993-08-30,1318.18,11378,0,1
F,1-URGENT,4,MACHINERY,11,Clerk#000000741,1993-08-24,4511.88,11638,2,1
F,3-MEDIUM,0,BUILDING,5,Clerk#000000162,1993-07-23,5554.82,3947,3,1
F,5-LOW,4,BUILDING,20,Clerk#000000120,1993-08-20,-894.93,12424,1,1
F,5-LOW,0,BUILDING,15,Clerk#000000780,1993-07-02,5458.37,1784,1,1
F,5-LOW,1,FURNITURE,24,Clerk#000000864,1993-07-27,7851.32,11569,1,1
F,2-HIGH,0,BUILDING,16,Clerk#000000503,1993-09-10,3987.39,1405,4,1
F,4-NOT SPECIFIED,0,MACHINERY,14,Clerk#000000121,1993-08-29,6208.61,13075,0,1
F,4-NOT SPECIFIED,0,BUILDING,16,Clerk#000000751,1993-07-26,1609.39,221,0,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,13,Clerk#000000626,1993-08-31,6631.95,4301,0,1
F,1-URGENT,0,FURNITURE,0,Clerk#000000890,1993-08-18,2221.92,5947,2,1
F,2-HIGH,4,HOUSEHOLD,13,Clerk#000000661,1993-09-11,4832.81,4678,4,1
F,2-HIGH,0,HOUSEHOLD,16,Clerk#000000480,1993-08-28,9305.5,12623,4,1
F,2-HIGH,0,MACHINERY,14,Clerk#000000635,1993-08-15,3207.73,12079,4,1
F,5-LOW,4,HOUSEHOLD,11,Clerk#000000390,1993-08-24,8105.71,6940,1,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,24,Clerk#000000427,1993-07-29,2566.28,4787,0,1
F,3-MEDIUM,4,BUILDING,20,Clerk#000000743,1993-08-10,5282.26,14122,3,1
F,3-MEDIUM,1,BUILDING,3,Clerk#000000440,1993-09-19,6320.62,13249,3,1
F,3-MEDIUM,0,BUILDING,14,Clerk#000000641,1993-09-21,4008.08,12340,3,1
F,5-LOW,3,BUILDING,7,Clerk#000000152,1993-08-06,8880.82,9436,1,1
F,1-URGENT,4,HOUSEHOLD,11,Clerk#000000144,1993-09-21,1378.67,502,2,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,16,Clerk#000000871,1993-07-05,8261.77,11081,0,1
F,3-MEDIUM,1,AUTOMOBILE,1,Clerk#000000029,1993-09-22,-275.83,3211,3,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,2,Clerk#000000516,1993-09-28,1973.65,6578,0,1
F,1-URGENT,1,MACHINERY,1,Clerk#000000841,1993-07-17,2753.48,6091,2,1
F,1-URGENT,1,FURNITURE,1,Clerk#000000997,1993-08-17,3556.76,5435,2,1
F,3-MEDIUM,3,BUILDING,19,Clerk#000000314,1993-07-22,5333.24,2692,3,1
F,2-HIGH,1,HOUSEHOLD,2,Clerk#000000776,1993-09-16,2034.2,8521,4,1
F,2-HIGH,3,BUILDING,23,Clerk#000000656,1993-07-17,4504.18,3736,4,1
F,3-MEDIUM,3,BUILDING,22,Clerk#000000403,1993-08-02,7542.75,12328,3,1
F,2-HIGH,2,AUTOMOBILE,12,Clerk#000000149,1993-09-05,2471.21,6724,4,1
F,1-URGENT,2,BUILDING,8,Clerk#000000202,1993-08-27,9536.67,4190,2,1
F,4-NOT SPECIFIED,0,FURNITURE,15,Clerk#000000081,1993-09-01,7526,6889,0,1
F,1-URGENT,4,HOUSEHOLD,13,Clerk#000000189,1993-08-18,5441.74,3130,2,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,11,Clerk#000000572,1993-08-28,7252.65,572,0,1
F,4-NOT SPECIFIED,2,BUILDING,9,Clerk#000000762,1993-07-29,5373.42,2143,0,1
F,5-LOW,4,HOUSEHOLD,11,Clerk#000000805,1993-08-29,3708.26,9685,1,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,14,Clerk#000000641,1993-09-21,2141.83,5255,0,1
F,5-LOW,1,FURNITURE,3,Clerk#000000191,1993-09-16,6884.48,7349,1,1
F,3-MEDIUM,0,AUTOMOBILE,14,Clerk#000000315,1993-07-16,7717.57,1852,3,1
F,3-MEDIUM,0,AUTOMOBILE,0,Clerk#000000814,1993-08-11,7119.34,2963,3,1
F,3-MEDIUM,4,AUTOMOBILE,10,Clerk#000000221,1993-07-26,5207.5,7201,3,1
F,3-MEDIUM,3,HOUSEHOLD,23,Clerk#000000781,1993-09-10,4211.66,7090,3,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,24,Clerk#000000084,1993-08-12,-377.11,1057,0,1
F,1-URGENT,3,MACHINERY,6,Clerk#000000648,1993-08-17,666.59,9206,2,1
F,5-LOW,2,AUTOMOBILE,9,Clerk#000000381,1993-07-27,780.05,1250,1,1
F,4-NOT SPECIFIED,0,AUTOMOBILE,15,Clerk#000000748,1993-08-20,6585.5,11503,0,1
F,5-LOW,1,AUTOMOBILE,24,Clerk#000000956,1993-08-02,961.11,8929,1,1
F,1-URGENT,3,FURNITURE,6,Clerk#000000237,1993-08-20,2323.95,9467,2,1
F,5-LOW,0,MACHINERY,0,Clerk#000000355,1993-08-15,21.56,10615,1,1
F,2-HIGH,2,MACHINERY,9,Clerk#000000012,1993-07-31,8177.33,1165,4,1
F,4-NOT SPECIFIED,4,BUILDING,11,Clerk#000000530,1993-07-19,3817.12,13486,0,1
F,1-URGENT,3,AUTOMOBILE,23,Clerk#000000228,1993-09-18,8444.6,11509,2,1
F,3-MEDIUM,3,HOUSEHOLD,7,Clerk#000000144,1993-07-25,8532.26,14362,3,1
F,2-HIGH,2,FURNITURE,9,Clerk#000000304,1993-08-04,8668.08,3865,4,1
F,2-HIGH,3,FURNITURE,7,Clerk#000000617,1993-07-29,8031.45,9128,4,1
F,2-HIGH,4,MACHINERY,13,Clerk#000000237,1993-09-26,-640.72,10897,4,1
F,2-HIGH,3,FURNITURE,7,Clerk#000000975,1993-09-21,9157.45,10168,4,1
F,5-LOW,1,BUILDING,1,Clerk#000000129,1993-09-09,3431.24,10954,1,1
F,5-LOW,2,FURNITURE,12,Clerk#000000844,1993-07-03,7133.7,25,1,1
F,2-HIGH,0,FURNITURE,15,Clerk#000000751,1993-08-20,5879.4,9847,4,1
