l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,o_orderdate,l_commitdate,groupcol,aggcol
O,O,N,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,1,HOUSEHOLD,AIR,2,0.05,1995-11-23,1996-02-17,1,7186.0032
F,F,R,NONE,3,Manufacturer#4,5-LOW,3,HOUSEHOLD,MAIL,4,0.02,1992-12-12,1993-02-26,2,20946.1255
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,3,FURNITURE,MAIL,2,0.06,1995-01-16,1995-02-19,1,64203.75
F,F,A,COLLECT COD,1,Manufacturer#4,5-LOW,2,BUILDING,SHIP,1,0,1992-11-29,1993-01-10,2,8248.68
O,O,N,COLLECT COD,3,Manufacturer#2,1-URGENT,1,BUILDING,RAIL,5,0.08,1996-04-14,1996-06-26,6,19180.72
F,F,R,NONE,1,Manufacturer#4,1-URGENT,1,BUILDING,REG AIR,1,0.04,1992-06-05,1992-08-20,2,26425.28
O,O,N,COLLECT COD,2,Manufacturer#2,2-HIGH,4,MACHINERY,RAIL,1,0.08,1995-07-25,1995-09-29,1,14116.7
F,F,R,NONE,1,Manufacturer#1,5-LOW,1,HOUSEHOLD,FOB,3,0.01,1992-11-07,1992-12-28,2,13484.5256
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,2-HIGH,4,AUTOMOBILE,SHIP,6,0.01,1994-08-07,1994-11-05,0,26040.7488
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,5-LOW,4,HOUSEHOLD,AIR,1,0.05,1992-07-13,1992-08-26,2,17398.7985
O,O,N,NONE,1,Manufacturer#1,4-NOT SPECIFIED,3,AUTOMOBILE,AIR,1,0.08,1995-10-28,1995-12-08,1,29126.18
O,O,N,TAKE BACK RETURN,3,Manufacturer#4,3-MEDIUM,0,AUTOMOBILE,MAIL,4,0.06,1996-10-21,1996-12-15,6,18009.1
O,O,N,TAKE BACK RETURN,2,Manufacturer#3,3-MEDIUM,0,AUTOMOBILE,RAIL,5,0.05,1996-10-21,1996-12-27,6,5860.192
O,O,N,NONE,2,Manufacturer#3,3-MEDIUM,4,HOUSEHOLD,RAIL,6,0.07,1997-04-23,1997-06-14,3,20932.7976
O,O,N,COLLECT COD,1,Manufacturer#4,5-LOW,3,AUTOMOBILE,RAIL,3,0.07,1997-01-13,1997-03-23,3,821.6304
F,P,A,TAKE BACK RETURN,4,Manufacturer#5,5-LOW,1,MACHINERY,RAIL,2,0.08,1995-04-10,1995-07-07,1,27557.0728
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,4-NOT SPECIFIED,0,BUILDING,AIR,4,0.02,1994-10-05,1994-12-29,0,39637.325
F,F,R,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,1,HOUSEHOLD,FOB,2,0.06,1994-03-02,1994-05-12,0,34310.25
O,O,N,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,3,BUILDING,RAIL,1,0,1997-11-04,1997-12-20,3,24892.5574
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,4,BUILDING,REG AIR,2,0.03,1992-05-20,1992-07-05,2,30461.5942
F,F,A,NONE,0,Manufacturer#3,3-MEDIUM,2,AUTOMOBILE,MAIL,1,0.06,1992-01-14,1992-03-30,2,5227.2268
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,1-URGENT,4,FURNITURE,RAIL,1,0.01,1994-06-27,1994-09-18,0,2668.4612
O,O,N,DELIVER IN PERSON,2,Manufacturer#3,1-URGENT,1,HOUSEHOLD,TRUCK,5,0.03,1997-02-20,1997-04-29,3,6024.1635
O,O,N,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,4,MACHINERY,REG AIR,3,0.06,1997-01-14,1997-03-08,3,21652.694
O,O,N,NONE,0,Manufacturer#3,4-NOT SPECIFIED,1,HOUSEHOLD,SHIP,5,0.07,1996-05-27,1996-08-06,6,8122.458
O,O,N,NONE,3,Manufacturer#5,1-URGENT,0,BUILDING,AIR,2,0,1995-12-20,1996-03-05,1,13410.2304
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,5-LOW,3,HOUSEHOLD,TRUCK,3,0,1992-05-26,1992-08-08,2,2052.2264
O,O,N,NONE,2,Manufacturer#3,1-URGENT,0,MACHINERY,FOB,1,0.01,1996-07-07,1996-08-23,6,6012.5296
O,O,N,DELIVER IN PERSON,0,Manufacturer#1,2-HIGH,2,FURNITURE,AIR,1,0.06,1998-06-27,1998-09-12,5,17638.452
O,O,N,COLLECT COD,3,Manufacturer#2,5-LOW,2,AUTOMOBILE,TRUCK,2,0.06,1997-08-22,1997-10-13,3,60841.824
O,O,N,NONE,1,Manufacturer#5,3-MEDIUM,3,HOUSEHOLD,RAIL,7,0.04,1996-04-24,1996-06-13,6,-1911.3368
F,F,A,NONE,1,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,SHIP,2,0.04,1993-06-14,1993-08-01,4,4911.3672
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,2-HIGH,2,FURNITURE,MAIL,3,0.04,1993-02-21,1993-04-11,4,12044.3928
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,4-NOT SPECIFIED,2,HOUSEHOLD,AIR,1,0.04,1992-07-17,1992-08-30,2,31856.2662
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,4-NOT SPECIFIED,4,HOUSEHOLD,MAIL,1,0.02,1995-01-09,1995-02-24,1,40292.0895
O,O,N,DELIVER IN PERSON,4,Manufacturer#1,5-LOW,2,MACHINERY,RAIL,2,0.02,1997-09-12,1997-11-09,3,9382.09
O,O,N,TAKE BACK RETURN,4,Manufacturer#2,5-LOW,4,MACHINERY,REG AIR,4,0.06,1996-08-23,1996-10-19,6,3245.6368
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,5-LOW,2,HOUSEHOLD,FOB,4,0.03,1992-01-30,1992-04-25,2,26457.3244
O,O,N,NONE,0,Manufacturer#2,2-HIGH,0,AUTOMOBILE,RAIL,5,0.03,1997-04-12,1997-05-18,3,18261.3161
F,F,R,COLLECT COD,3,Manufacturer#4,1-URGENT,1,MACHINERY,FOB,7,0.05,1993-10-20,1993-12-17,4,53014.77
O,O,N,NONE,4,Manufacturer#3,3-MEDIUM,0,BUILDING,FOB,6,0.01,1996-06-14,1996-09-08,6,22195.9936
F,F,R,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,0,MACHINERY,AIR,1,0.01,1994-05-24,1994-08-22,0,2311.0848
F,F,R,NONE,4,Manufacturer#5,4-NOT SPECIFIED,0,MACHINERY,FOB,6,0.05,1994-05-24,1994-07-13,0,14554.928
O,O,N,DELIVER IN PERSON,4,Manufacturer#3,4-NOT SPECIFIED,0,AUTOMOBILE,TRUCK,1,0.08,1997-07-20,1997-09-19,3,6757.9976
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,2,MACHINERY,SHIP,5,0.03,1993-10-06,1993-11-15,4,18554.752
F,F,R,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,3,HOUSEHOLD,TRUCK,5,0.04,1994-11-06,1995-01-11,0,14577.5295
F,F,A,COLLECT COD,3,Manufacturer#2,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,2,0.06,1994-09-09,1994-11-14,0,125.5695
F,P,A,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,1,FURNITURE,MAIL,2,0.04,1995-03-18,1995-05-30,1,24104.6811
F,F,A,NONE,1,Manufacturer#5,4-NOT SPECIFIED,1,HOUSEHOLD,RAIL,4,0.08,1992-07-30,1992-10-26,2,6041.52
O,O,N,TAKE BACK RETURN,4,Manufacturer#5,4-NOT SPECIFIED,1,HOUSEHOLD,SHIP,4,0.06,1997-06-21,1997-09-02,3,40448.2005
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,FOB,2,0,1993-10-18,1993-12-16,4,786.2172
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,4-NOT SPECIFIED,0,AUTOMOBILE,REG AIR,2,0.01,1994-10-19,1994-12-14,0,51575.622
F,F,A,NONE,4,Manufacturer#1,2-HIGH,2,FURNITURE,REG AIR,6,0.07,1995-01-31,1995-03-19,1,3314.014
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,RAIL,6,0.02,1998-07-09,1998-08-31,5,37448.6385
O,O,N,NONE,2,Manufacturer#5,3-MEDIUM,2,AUTOMOBILE,MAIL,2,0.03,1995-12-06,1996-01-21,1,49886.9184
F,F,A,COLLECT COD,0,Manufacturer#3,3-MEDIUM,4,BUILDING,AIR,2,0.05,1992-09-23,1992-11-19,2,43218.0684
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,1-URGENT,4,HOUSEHOLD,RAIL,3,0.03,1992-08-26,1992-09-28,2,8813.2032
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,1-URGENT,4,HOUSEHOLD,MAIL,6,0.01,1992-08-26,1992-11-16,2,53036.3886
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,4-NOT SPECIFIED,0,FURNITURE,REG AIR,1,0.04,1994-05-05,1994-07-23,0,4860.995
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,5-LOW,1,HOUSEHOLD,FOB,5,0.03,1992-02-22,1992-04-20,2,84349.09
O,O,N,TAKE BACK RETURN,4,Manufacturer#1,1-URGENT,2,BUILDING,FOB,2,0.02,1997-12-19,1998-03-08,3,7360.8705
O,O,N,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,3,FURNITURE,SHIP,5,0.05,1998-04-03,1998-05-08,5,639.386
F,F,A,COLLECT COD,1,Manufacturer#4,4-NOT SPECIFIED,3,FURNITURE,MAIL,7,0.08,1992-03-29,1992-06-19,2,30880.113
O,O,N,TAKE BACK RETURN,4,Manufacturer#3,1-URGENT,2,BUILDING,RAIL,1,0.07,1997-12-19,1998-01-21,3,14139.58
O,O,N,NONE,2,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,MAIL,5,0.04,1996-09-17,1996-12-10,6,6399.5964
F,F,R,NONE,0,Manufacturer#4,1-URGENT,2,MACHINERY,REG AIR,1,0.02,1994-03-03,1994-04-11,0,3129.99
F,F,R,COLLECT COD,2,Manufacturer#5,1-URGENT,3,MACHINERY,TRUCK,1,0.04,1994-04-04,1994-06-21,0,14010.5264
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,TRUCK,2,0.06,1992-08-27,1992-10-20,2,21228.0202
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,0,BUILDING,REG AIR,2,0.01,1993-07-30,1993-10-05,4,21763.2924
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,5-LOW,1,FURNITURE,FOB,5,0.04,1994-11-09,1994-12-25,0,22531.776
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,0,MACHINERY,RAIL,2,0.06,1993-01-28,1993-03-09,4,8771.022
O,O,N,NONE,2,Manufacturer#2,3-MEDIUM,3,FURNITURE,REG AIR,1,0.02,1995-08-15,1995-11-01,1,24197.14
O,O,N,DELIVER IN PERSON,4,Manufacturer#4,2-HIGH,4,MACHINERY,SHIP,1,0,1996-04-10,1996-06-18,6,1741.1768
F,F,R,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,3,AUTOMOBILE,RAIL,2,0.05,1992-08-07,1992-10-19,2,36235.4584
O,O,N,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,4,AUTOMOBILE,SHIP,1,0.01,1998-03-20,1998-05-01,5,14317.22
O,O,N,TAKE BACK RETURN,4,Manufacturer#5,3-MEDIUM,3,FURNITURE,MAIL,2,0.04,1997-04-10,1997-05-27,3,11485.6378
F,F,R,DELIVER IN PERSON,3,Manufacturer#3,4-NOT SPECIFIED,4,FURNITURE,MAIL,2,0.05,1993-06-24,1993-09-17,4,21018.8638
O,O,N,DELIVER IN PERSON,4,Manufacturer#1,5-LOW,2,AUTOMOBILE,RAIL,3,0.06,1997-10-06,1997-11-12,3,48965.985
O,O,N,COLLECT COD,3,Manufacturer#3,2-HIGH,1,BUILDING,AIR,1,0.01,1998-05-04,1998-06-11,5,7764.823
O,O,N,COLLECT COD,4,Manufacturer#5,5-LOW,1,AUTOMOBILE,AIR,1,0.01,1996-01-21,1996-04-07,6,11831.2038
F,F,A,NONE,3,Manufacturer#3,1-URGENT,3,FURNITURE,TRUCK,3,0,1994-09-24,1994-11-01,0,5041.44
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,5-LOW,3,AUTOMOBILE,RAIL,1,0.08,1993-12-27,1994-03-17,4,18591.7875
O,O,N,DELIVER IN PERSON,3,Manufacturer#5,5-LOW,4,AUTOMOBILE,MAIL,6,0.02,1998-03-09,1998-05-03,5,31154.0888
O,O,N,NONE,4,Manufacturer#5,5-LOW,4,AUTOMOBILE,SHIP,5,0,1998-03-09,1998-05-08,5,18453.9212
O,O,N,NONE,1,Manufacturer#2,4-NOT SPECIFIED,0,BUILDING,RAIL,2,0.05,1996-11-27,1997-01-03,6,23638.96
O,O,N,TAKE BACK RETURN,4,Manufacturer#5,3-MEDIUM,0,HOUSEHOLD,RAIL,2,0.06,1997-05-19,1997-06-28,3,30880.2508
F,F,R,COLLECT COD,3,Manufacturer#3,5-LOW,4,MACHINERY,AIR,2,0.08,1993-03-27,1993-05-15,4,71819.9518
O,O,N,DELIVER IN PERSON,4,Manufacturer#3,3-MEDIUM,3,HOUSEHOLD,TRUCK,5,0.04,1996-08-06,1996-10-03,6,8795.628
O,O,N,NONE,1,Manufacturer#5,3-MEDIUM,0,BUILDING,TRUCK,4,0.07,1995-12-21,1996-02-05,1,5471.4
O,O,N,COLLECT COD,0,Manufacturer#2,2-HIGH,0,HOUSEHOLD,REG AIR,1,0.08,1997-01-12,1997-03-31,3,34049.504
O,O,N,TAKE BACK RETURN,4,Manufacturer#5,1-URGENT,1,MACHINERY,SHIP,6,0.08,1996-01-09,1996-04-05,6,8779.1858
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,3-MEDIUM,1,FURNITURE,TRUCK,3,0,1994-12-27,1995-03-27,0,30690.022
F,P,A,DELIVER IN PERSON,1,Manufacturer#3,4-NOT SPECIFIED,4,MACHINERY,AIR,2,0,1995-04-01,1995-05-21,1,12171.06
F,F,A,NONE,0,Manufacturer#5,2-HIGH,2,AUTOMOBILE,FOB,6,0.07,1992-01-22,1992-04-19,2,6703.195
F,F,A,COLLECT COD,1,Manufacturer#1,4-NOT SPECIFIED,3,FURNITURE,AIR,3,0.08,1993-12-24,1994-03-01,4,20507.9308
F,F,A,TAKE BACK RETURN,1,Manufacturer#3,4-NOT SPECIFIED,3,FURNITURE,AIR,4,0.01,1993-12-24,1994-03-21,4,30290.21
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,0,BUILDING,REG AIR,4,0.08,1996-12-26,1997-01-28,6,1306.71
F,F,A,NONE,4,Manufacturer#1,1-URGENT,2,AUTOMOBILE,FOB,4,0.06,1993-04-07,1993-05-09,4,50525.16
O,O,N,TAKE BACK RETURN,2,Manufacturer#3,4-NOT SPECIFIED,2,FURNITURE,REG AIR,6,0.03,1998-05-16,1998-08-13,5,21755
O,O,N,DELIVER IN PERSON,1,Manufacturer#1,3-MEDIUM,4,AUTOMOBILE,REG AIR,2,0.02,1996-07-14,1996-10-08,6,35876.2484
F,F,R,NONE,2,Manufacturer#2,5-LOW,1,HOUSEHOLD,SHIP,1,0.01,1994-02-09,1994-04-13,0,28059.43
O,O,N,COLLECT COD,3,Manufacturer#1,1-URGENT,2,HOUSEHOLD,TRUCK,3,0.05,1997-07-03,1997-09-21,3,13182.26
F,F,R,COLLECT COD,1,Manufacturer#4,2-HIGH,3,AUTOMOBILE,RAIL,2,0.02,1994-01-16,1994-03-31,0,1238.3306
F,F,R,NONE,1,Manufacturer#4,1-URGENT,1,AUTOMOBILE,REG AIR,5,0.06,1992-05-09,1992-08-01,2,26161.614
O,O,N,TAKE BACK RETURN,1,Manufacturer#2,4-NOT SPECIFIED,2,FURNITURE,REG AIR,3,0,1995-10-20,1995-12-06,1,1041.6329
O,O,N,COLLECT COD,4,Manufacturer#4,5-LOW,4,HOUSEHOLD,MAIL,5,0.01,1996-02-02,1996-03-09,6,19682.6949
O,O,N,TAKE BACK RETURN,0,Manufacturer#1,5-LOW,4,HOUSEHOLD,AIR,2,0.01,1996-02-02,1996-04-30,6,26303.025
F,F,A,COLLECT COD,1,Manufacturer#1,1-URGENT,1,AUTOMOBILE,FOB,6,0.08,1992-05-09,1992-07-29,2,796.9632
F,F,A,COLLECT COD,1,Manufacturer#4,1-URGENT,4,AUTOMOBILE,FOB,1,0.05,1992-06-16,1992-08-27,2,23973.48
O,O,N,TAKE BACK RETURN,3,Manufacturer#1,2-HIGH,1,BUILDING,AIR,2,0.06,1995-08-06,1995-10-01,1,33630.6184
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,1-URGENT,0,BUILDING,RAIL,7,0.06,1995-01-16,1995-02-18,1,21648.4658
F,F,A,COLLECT COD,0,Manufacturer#4,1-URGENT,0,BUILDING,MAIL,2,0.01,1995-01-16,1995-03-30,1,20967.532
F,F,R,DELIVER IN PERSON,1,Manufacturer#2,1-URGENT,4,AUTOMOBILE,SHIP,7,0.03,1992-06-16,1992-08-30,2,34120.6932
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,1-URGENT,4,AUTOMOBILE,SHIP,2,0,1992-06-16,1992-08-26,2,8343.6588
O,O,N,TAKE BACK RETURN,0,Manufacturer#1,4-NOT SPECIFIED,3,FURNITURE,SHIP,5,0.01,1996-03-09,1996-06-05,6,67705.7745
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,5-LOW,2,HOUSEHOLD,SHIP,2,0.08,1997-09-03,1997-11-21,3,4369.458
O,O,N,DELIVER IN PERSON,4,Manufacturer#5,5-LOW,4,AUTOMOBILE,SHIP,3,0.02,1997-04-24,1997-06-11,3,5161.806
O,O,N,NONE,0,Manufacturer#4,1-URGENT,4,FURNITURE,FOB,3,0.07,1997-11-25,1998-01-17,3,22059.1605
F,F,A,COLLECT COD,1,Manufacturer#4,4-NOT SPECIFIED,0,MACHINERY,FOB,5,0.07,1992-11-29,1993-02-19,2,11432.655
O,O,N,COLLECT COD,2,Manufacturer#4,3-MEDIUM,3,AUTOMOBILE,TRUCK,2,0.06,1997-09-26,1997-12-10,3,37649.0296
O,O,N,COLLECT COD,1,Manufacturer#5,1-URGENT,1,MACHINERY,MAIL,5,0.08,1998-01-31,1998-03-06,5,-2270.8636
F,F,R,NONE,0,Manufacturer#4,2-HIGH,4,BUILDING,SHIP,5,0,1993-02-25,1993-05-25,4,25648.7904
O,O,N,TAKE BACK RETURN,0,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,MAIL,1,0.02,1998-03-26,1998-05-06,5,533.728
F,F,R,NONE,4,Manufacturer#4,1-URGENT,3,AUTOMOBILE,FOB,5,0.02,1993-11-11,1993-12-24,4,17306.095
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,4-NOT SPECIFIED,0,BUILDING,MAIL,3,0.08,1992-08-22,1992-11-12,2,43787.632
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,1,MACHINERY,AIR,1,0.01,1994-10-30,1995-01-08,0,9392.49
F,F,A,DELIVER IN PERSON,4,Manufacturer#2,4-NOT SPECIFIED,0,AUTOMOBILE,RAIL,2,0.02,1993-05-12,1993-08-09,4,16681.412
F,F,R,NONE,0,Manufacturer#4,2-HIGH,0,AUTOMOBILE,SHIP,1,0.03,1993-04-24,1993-06-04,4,8657.067
F,F,A,TAKE BACK RETURN,4,Manufacturer#1,3-MEDIUM,0,AUTOMOBILE,SHIP,5,0.03,1992-11-26,1993-01-05,2,46532.244
O,O,N,COLLECT COD,3,Manufacturer#5,1-URGENT,1,HOUSEHOLD,TRUCK,1,0.02,1996-04-12,1996-06-20,6,1785.0624
O,O,N,NONE,0,Manufacturer#4,2-HIGH,2,BUILDING,TRUCK,5,0.01,1997-09-23,1997-11-20,3,3382.2468
O,O,N,NONE,4,Manufacturer#1,1-URGENT,1,AUTOMOBILE,RAIL,5,0.08,1998-03-16,1998-04-24,5,827.4504
O,O,N,COLLECT COD,2,Manufacturer#3,1-URGENT,1,AUTOMOBILE,FOB,2,0.07,1998-03-16,1998-05-11,5,19280.2728
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,3-MEDIUM,3,MACHINERY,REG AIR,4,0.02,1997-12-15,1998-01-20,3,4788.0624
F,F,A,NONE,1,Manufacturer#5,3-MEDIUM,2,BUILDING,SHIP,1,0.05,1993-05-05,1993-06-07,4,14057.7276
F,F,A,NONE,3,Manufacturer#3,3-MEDIUM,0,AUTOMOBILE,REG AIR,1,0.05,1994-12-22,1995-01-24,0,7204.6005
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,1-URGENT,0,FURNITURE,FOB,5,0.08,1994-03-19,1994-04-27,0,42328.9256
O,O,N,TAKE BACK RETURN,3,Manufacturer#4,4-NOT SPECIFIED,0,FURNITURE,REG AIR,2,0.01,1995-08-20,1995-10-15,1,37990.524
O,O,N,DELIVER IN PERSON,1,Manufacturer#4,3-MEDIUM,1,HOUSEHOLD,FOB,2,0.07,1996-05-15,1996-08-10,6,62982.7155
O,O,N,NONE,0,Manufacturer#5,4-NOT SPECIFIED,0,BUILDING,FOB,4,0,1995-08-10,1995-09-19,1,10484.28
O,O,N,NONE,3,Manufacturer#3,1-URGENT,0,AUTOMOBILE,MAIL,1,0.06,1997-12-07,1998-02-05,3,29004.1584
O,O,N,DELIVER IN PERSON,3,Manufacturer#5,5-LOW,1,HOUSEHOLD,AIR,3,0.03,1997-02-26,1997-04-18,3,59446.35
O,O,N,COLLECT COD,4,Manufacturer#4,5-LOW,3,MACHINERY,FOB,4,0.04,1996-10-30,1996-12-10,6,11026.526
F,F,A,NONE,2,Manufacturer#1,4-NOT SPECIFIED,3,FURNITURE,MAIL,2,0.02,1993-01-29,1993-02-28,4,25330.98
F,F,A,COLLECT COD,0,Manufacturer#3,4-NOT SPECIFIED,3,FURNITURE,REG AIR,4,0.08,1993-01-29,1993-03-02,4,8875.564
O,O,N,TAKE BACK RETURN,3,Manufacturer#3,4-NOT SPECIFIED,1,MACHINERY,SHIP,4,0,1996-08-29,1996-09-30,6,32313.4559
O,O,N,NONE,4,Manufacturer#5,5-LOW,3,FURNITURE,SHIP,3,0.05,1995-12-26,1996-01-25,1,3779.7
F,F,A,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,3,AUTOMOBILE,REG AIR,2,0.07,1993-06-09,1993-07-12,4,36721.23
F,F,A,NONE,2,Manufacturer#3,5-LOW,0,AUTOMOBILE,TRUCK,2,0.04,1992-01-26,1992-04-23,2,3954.5808
O,O,N,NONE,3,Manufacturer#1,3-MEDIUM,1,MACHINERY,SHIP,6,0.08,1996-05-18,1996-07-29,6,1157.7213
F,F,R,NONE,2,Manufacturer#2,2-HIGH,1,AUTOMOBILE,MAIL,7,0.05,1994-11-22,1995-01-15,0,8479.6896
F,F,A,COLLECT COD,2,Manufacturer#4,2-HIGH,3,AUTOMOBILE,AIR,5,0.03,1993-07-18,1993-09-26,4,43485.64
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,2-HIGH,3,AUTOMOBILE,REG AIR,4,0,1993-07-18,1993-09-25,4,855.52
F,F,R,COLLECT COD,3,Manufacturer#2,5-LOW,1,BUILDING,MAIL,3,0.04,1994-10-31,1995-01-19,0,24822.3
O,O,N,COLLECT COD,1,Manufacturer#2,1-URGENT,2,FURNITURE,REG AIR,2,0.01,1997-12-27,1998-02-28,3,150.919
O,O,N,COLLECT COD,2,Manufacturer#1,3-MEDIUM,1,BUILDING,MAIL,7,0.07,1996-08-01,1996-09-05,6,28192.981
O,O,N,NONE,4,Manufacturer#3,2-HIGH,4,BUILDING,AIR,7,0.04,1998-02-13,1998-05-02,5,2769.3015
O,O,N,NONE,1,Manufacturer#4,5-LOW,0,FURNITURE,MAIL,2,0.08,1998-05-29,1998-07-30,5,38745.3408
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,1-URGENT,3,AUTOMOBILE,SHIP,4,0.06,1993-06-03,1993-07-26,4,41442.678
F,F,R,COLLECT COD,1,Manufacturer#3,4-NOT SPECIFIED,1,FURNITURE,RAIL,2,0.03,1994-12-14,1995-03-14,0,7823.1024
F,F,A,NONE,1,Manufacturer#5,4-NOT SPECIFIED,3,BUILDING,MAIL,5,0.08,1993-04-23,1993-05-25,4,5188.4256
O,O,N,COLLECT COD,1,Manufacturer#3,4-NOT SPECIFIED,3,FURNITURE,RAIL,1,0.01,1997-07-15,1997-10-10,3,7409.7632
O,O,N,NONE,2,Manufacturer#1,5-LOW,4,BUILDING,REG AIR,2,0.07,1996-02-02,1996-03-29,6,7612.938
O,O,N,NONE,3,Manufacturer#5,4-NOT SPECIFIED,1,MACHINERY,TRUCK,4,0.01,1998-07-26,1998-09-09,5,34429.2442
O,O,N,COLLECT COD,2,Manufacturer#1,5-LOW,0,AUTOMOBILE,AIR,2,0.02,1996-12-22,1997-03-05,6,24857.2288
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,2,FURNITURE,REG AIR,5,0.04,1992-12-26,1993-02-01,2,11287.568
F,F,R,COLLECT COD,0,Manufacturer#4,1-URGENT,1,AUTOMOBILE,RAIL,6,0.01,1993-10-12,1993-11-27,4,20731.2336
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,4,MACHINERY,REG AIR,1,0.08,1992-02-15,1992-04-30,2,15991.2455
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,5-LOW,1,BUILDING,RAIL,1,0,1992-07-16,1992-10-13,2,46900.8904
O,O,N,NONE,2,Manufacturer#1,5-LOW,2,AUTOMOBILE,SHIP,1,0.04,1995-11-08,1995-12-21,1,9413.6327
O,O,N,DELIVER IN PERSON,3,Manufacturer#5,2-HIGH,3,BUILDING,TRUCK,1,0,1998-06-02,1998-08-14,5,10592.2432
O,O,N,COLLECT COD,0,Manufacturer#2,3-MEDIUM,4,BUILDING,FOB,2,0.06,1996-01-20,1996-02-22,6,20911.5504
O,O,N,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,1,HOUSEHOLD,MAIL,3,0.01,1998-07-31,1998-10-11,5,1864.7593
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,3-MEDIUM,1,AUTOMOBILE,AIR,3,0.01,1993-05-07,1993-06-21,4,17401.5376
O,P,N,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,0,AUTOMOBILE,AIR,1,0,1995-04-17,1995-06-18,1,19194.65
F,F,A,COLLECT COD,3,Manufacturer#4,3-MEDIUM,0,MACHINERY,FOB,3,0.02,1993-04-04,1993-06-12,4,5474.346
F,P,N,TAKE BACK RETURN,2,Manufacturer#1,3-MEDIUM,0,MACHINERY,MAIL,6,0.05,1995-04-14,1995-07-10,1,27002.24
F,F,N,COLLECT COD,2,Manufacturer#1,2-HIGH,4,BUILDING,FOB,1,0.01,1995-02-12,1995-04-09,1,1427.66
O,O,N,COLLECT COD,0,Manufacturer#4,1-URGENT,1,BUILDING,FOB,1,0.01,1996-06-20,1996-09-06,6,14607.9516
F,F,R,NONE,1,Manufacturer#5,4-NOT SPECIFIED,3,MACHINERY,AIR,2,0.07,1994-10-01,1994-11-06,0,6433.4748
