l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,o_orderdate,l_commitdate,groupcol,aggcol
O,O,N,NONE,2,Manufacturer#2,4-NOT SPECIFIED,4,HOUSEHOLD,RAIL,4,0.06,1995-10-04,1995-11-08,2,21820.6184
F,F,A,COLLECT COD,0,Manufacturer#2,1-URGENT,0,MACHINERY,REG AIR,5,0.08,1992-08-05,1992-10-19,3,2379.5492
F,F,A,NONE,0,Manufacturer#3,1-URGENT,0,MACHINERY,RAIL,3,0.04,1992-08-05,1992-10-25,3,15922.9206
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,4,HOUSEHOLD,REG AIR,3,0.08,1993-11-09,1994-02-02,6,37900.905
O,O,N,DELIVER IN PERSON,3,Manufacturer#4,5-LOW,4,BUILDING,FOB,1,0.08,1996-04-03,1996-05-25,1,9280.1384
O,O,N,DELIVER IN PERSON,3,Manufacturer#2,1-URGENT,4,AUTOMOBILE,FOB,1,0.07,1996-05-30,1996-07-03,1,11833.7004
O,O,N,DELIVER IN PERSON,3,Manufacturer#2,4-NOT SPECIFIED,3,BUILDING,RAIL,5,0.06,1996-01-30,1996-03-18,1,19018.1277
F,F,R,COLLECT COD,4,Manufacturer#3,2-HIGH,2,FURNITURE,FOB,6,0.02,1992-04-29,1992-06-07,3,3543.35
O,O,N,COLLECT COD,3,Manufacturer#2,4-NOT SPECIFIED,2,AUTOMOBILE,SHIP,1,0.01,1998-07-05,1998-09-14,4,7982.7478
O,O,N,NONE,0,Manufacturer#3,4-NOT SPECIFIED,2,AUTOMOBILE,RAIL,2,0.04,1998-07-05,1998-08-31,4,7632.996
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,5-LOW,4,HOUSEHOLD,FOB,1,0,1992-11-18,1993-02-15,3,24198.963
O,O,N,COLLECT COD,2,Manufacturer#3,1-URGENT,2,HOUSEHOLD,FOB,4,0.08,1998-05-14,1998-07-11,4,25903.572
O,O,N,COLLECT COD,0,Manufacturer#1,2-HIGH,3,BUILDING,RAIL,4,0.06,1995-12-31,1996-02-03,2,1886.2096
O,O,N,NONE,3,Manufacturer#3,3-MEDIUM,4,BUILDING,FOB,6,0.03,1997-11-21,1998-01-27,5,38970.6636
F,F,R,COLLECT COD,2,Manufacturer#1,1-URGENT,4,FURNITURE,RAIL,2,0.08,1993-03-28,1993-05-29,6,29343.7755
O,O,N,TAKE BACK RETURN,3,Manufacturer#1,5-LOW,2,BUILDING,TRUCK,1,0.02,1996-05-03,1996-06-21,1,321.52
O,O,N,TAKE BACK RETURN,1,Manufacturer#4,5-LOW,2,BUILDING,TRUCK,3,0.05,1996-05-03,1996-07-25,1,6956.276
F,F,A,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,0,MACHINERY,TRUCK,2,0,1993-05-20,1993-06-21,6,10773.8064
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,2-HIGH,0,BUILDING,RAIL,4,0.04,1992-04-15,1992-05-24,3,1213.0246
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,2-HIGH,0,BUILDING,AIR,1,0.08,1992-04-15,1992-06-19,3,37015.1885
O,O,N,COLLECT COD,0,Manufacturer#3,2-HIGH,4,BUILDING,FOB,1,0.02,1996-04-29,1996-07-21,1,16027.5236
O,O,N,NONE,2,Manufacturer#4,4-NOT SPECIFIED,4,AUTOMOBILE,AIR,1,0.07,1998-03-17,1998-06-03,4,7405.86
O,O,N,NONE,1,Manufacturer#4,5-LOW,1,BUILDING,SHIP,4,0.01,1997-04-24,1997-07-20,5,15910.07
O,O,N,DELIVER IN PERSON,4,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,FOB,3,0.02,1997-06-01,1997-08-20,5,45165.1904
O,O,N,NONE,2,Manufacturer#2,3-MEDIUM,0,BUILDING,TRUCK,3,0.07,1998-06-02,1998-07-16,4,14808.016
O,O,N,COLLECT COD,1,Manufacturer#4,1-URGENT,1,BUILDING,FOB,4,0,1997-09-08,1997-10-09,5,33863.9232
O,O,N,COLLECT COD,2,Manufacturer#2,3-MEDIUM,1,AUTOMOBILE,AIR,1,0.03,1995-07-19,1995-10-10,2,25232.0904
O,O,N,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,4,FURNITURE,MAIL,2,0.05,1997-03-10,1997-05-30,5,23900.448
O,O,N,COLLECT COD,2,Manufacturer#5,5-LOW,3,BUILDING,FOB,2,0.01,1995-12-17,1996-01-25,2,11378.4308
O,O,N,TAKE BACK RETURN,0,Manufacturer#1,4-NOT SPECIFIED,0,HOUSEHOLD,FOB,4,0,1997-05-17,1997-07-22,5,17459.4504
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,1-URGENT,4,FURNITURE,SHIP,6,0.04,1992-04-04,1992-05-04,3,9272.5
O,O,N,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,1,BUILDING,AIR,5,0,1997-09-17,1997-11-19,5,7449.8064
F,F,A,NONE,3,Manufacturer#5,4-NOT SPECIFIED,2,HOUSEHOLD,SHIP,2,0.08,1994-02-04,1994-03-31,0,44972.84
F,F,R,TAKE BACK RETURN,0,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,MAIL,3,0.02,1994-02-04,1994-03-15,0,24003.7588
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,5-LOW,3,HOUSEHOLD,TRUCK,5,0.02,1993-02-08,1993-05-05,6,29096
F,F,R,NONE,2,Manufacturer#5,3-MEDIUM,1,HOUSEHOLD,RAIL,1,0.06,1995-01-18,1995-03-24,2,8661.3688
O,O,N,DELIVER IN PERSON,1,Manufacturer#1,3-MEDIUM,4,MACHINERY,REG AIR,4,0.06,1997-08-28,1997-09-30,5,17523.3168
O,O,N,NONE,3,Manufacturer#4,3-MEDIUM,4,MACHINERY,AIR,5,0.07,1997-08-28,1997-11-13,5,14263.731
O,O,N,COLLECT COD,2,Manufacturer#3,5-LOW,2,AUTOMOBILE,FOB,3,0.07,1996-03-28,1996-06-14,1,45619.2466
F,F,R,DELIVER IN PERSON,0,Manufacturer#5,3-MEDIUM,0,FURNITURE,REG AIR,4,0.04,1993-12-15,1994-03-10,6,8281.7657
O,O,N,NONE,4,Manufacturer#1,3-MEDIUM,2,BUILDING,TRUCK,1,0.03,1995-12-13,1996-01-13,2,12349.454
O,O,N,COLLECT COD,0,Manufacturer#3,4-NOT SPECIFIED,3,BUILDING,REG AIR,3,0.02,1996-06-28,1996-09-05,1,14356.944
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,4,FURNITURE,SHIP,1,0.02,1994-12-09,1995-02-19,0,8883.644
O,O,N,NONE,2,Manufacturer#3,1-URGENT,4,FURNITURE,RAIL,2,0.02,1997-08-26,1997-10-28,5,18117.8946
O,O,N,TAKE BACK RETURN,2,Manufacturer#1,4-NOT SPECIFIED,1,MACHINERY,SHIP,3,0.07,1996-05-14,1996-08-02,1,4329.78
O,O,N,NONE,1,Manufacturer#1,2-HIGH,3,FURNITURE,RAIL,1,0.04,1996-09-02,1996-10-25,1,22649.4136
O,O,N,NONE,1,Manufacturer#4,1-URGENT,1,BUILDING,MAIL,3,0.07,1995-12-21,1996-03-12,2,34963.8
O,O,N,NONE,3,Manufacturer#1,1-URGENT,1,BUILDING,AIR,6,0.05,1995-12-21,1996-03-07,2,31054.9727
O,O,N,COLLECT COD,0,Manufacturer#3,5-LOW,1,MACHINERY,RAIL,4,0.08,1997-10-07,1997-11-16,5,19921.341
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,5-LOW,4,HOUSEHOLD,AIR,6,0.08,1993-02-27,1993-05-04,6,19959.7372
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,4-NOT SPECIFIED,0,HOUSEHOLD,FOB,3,0.03,1998-04-02,1998-05-27,4,9211.92
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,1-URGENT,1,FURNITURE,TRUCK,1,0.07,1992-08-17,1992-09-16,3,5248.0662
F,F,R,NONE,0,Manufacturer#1,3-MEDIUM,2,FURNITURE,MAIL,1,0,1993-07-09,1993-09-11,6,48695.352
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,5-LOW,2,MACHINERY,RAIL,2,0.04,1994-04-10,1994-06-16,0,25703.42
F,F,R,COLLECT COD,2,Manufacturer#5,4-NOT SPECIFIED,4,AUTOMOBILE,SHIP,1,0.06,1992-08-31,1992-10-09,3,26684.751
O,O,N,COLLECT COD,2,Manufacturer#5,2-HIGH,1,AUTOMOBILE,RAIL,1,0.03,1996-10-01,1996-11-16,1,27953.7536
O,O,N,TAKE BACK RETURN,4,Manufacturer#4,2-HIGH,3,HOUSEHOLD,MAIL,1,0.03,1996-06-10,1996-09-08,1,39092.3318
O,O,N,DELIVER IN PERSON,3,Manufacturer#3,1-URGENT,3,FURNITURE,FOB,5,0.04,1997-06-04,1997-07-12,5,6982.6445
O,O,N,COLLECT COD,2,Manufacturer#4,5-LOW,4,AUTOMOBILE,SHIP,5,0.04,1997-05-21,1997-08-11,5,13583.68
O,O,N,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,2,BUILDING,AIR,3,0.06,1996-02-07,1996-04-30,1,47642.9624
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,3,HOUSEHOLD,AIR,2,0.05,1997-07-17,1997-08-16,5,-239.954
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,3-MEDIUM,1,BUILDING,RAIL,4,0.02,1998-04-25,1998-05-29,4,26340.4628
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,3-MEDIUM,4,MACHINERY,TRUCK,5,0.04,1992-12-13,1993-03-03,3,4586.264
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,2-HIGH,1,BUILDING,REG AIR,2,0.06,1992-06-21,1992-07-31,3,33499.6704
O,O,N,COLLECT COD,0,Manufacturer#1,2-HIGH,2,BUILDING,AIR,2,0.07,1996-12-17,1997-01-28,1,32410.021
O,O,N,NONE,3,Manufacturer#1,2-HIGH,2,BUILDING,RAIL,3,0.06,1996-12-17,1997-01-28,1,13551.9208
O,O,N,DELIVER IN PERSON,3,Manufacturer#2,3-MEDIUM,1,AUTOMOBILE,AIR,1,0.07,1998-07-04,1998-09-19,4,10772.7327
F,F,R,NONE,2,Manufacturer#3,2-HIGH,1,BUILDING,REG AIR,3,0.04,1994-06-02,1994-08-16,0,13923.8548
O,O,N,DELIVER IN PERSON,0,Manufacturer#4,4-NOT SPECIFIED,1,HOUSEHOLD,RAIL,4,0.06,1996-03-01,1996-05-03,1,1087.25
F,F,R,NONE,1,Manufacturer#3,2-HIGH,2,AUTOMOBILE,RAIL,5,0.04,1992-10-29,1992-12-29,3,24236.525
O,O,N,TAKE BACK RETURN,0,Manufacturer#3,5-LOW,2,BUILDING,MAIL,1,0.01,1995-11-02,1995-12-08,2,20943.1156
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,3,FURNITURE,MAIL,4,0.04,1997-04-24,1997-07-14,5,9134.8026
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,3-MEDIUM,0,FURNITURE,RAIL,7,0.07,1992-08-08,1992-10-14,3,29740.966
F,F,R,DELIVER IN PERSON,1,Manufacturer#4,2-HIGH,0,BUILDING,FOB,1,0.03,1992-03-22,1992-05-04,3,14973.7533
F,F,R,COLLECT COD,0,Manufacturer#5,5-LOW,3,BUILDING,AIR,1,0.01,1992-10-14,1992-11-13,3,29861.8152
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,5-LOW,0,MACHINERY,SHIP,2,0,1996-06-01,1996-07-04,1,33272.9567
O,O,N,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,0,AUTOMOBILE,AIR,3,0.01,1995-10-03,1995-11-26,2,9116.56
O,O,N,COLLECT COD,2,Manufacturer#2,5-LOW,0,AUTOMOBILE,FOB,5,0.06,1995-10-03,1995-12-08,2,21097.7436
O,O,N,TAKE BACK RETURN,2,Manufacturer#2,3-MEDIUM,0,FURNITURE,REG AIR,7,0.08,1998-04-21,1998-06-14,4,56698.8
O,O,N,NONE,2,Manufacturer#4,1-URGENT,0,AUTOMOBILE,REG AIR,1,0.05,1996-06-25,1996-08-05,1,12078.3393
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,4-NOT SPECIFIED,2,HOUSEHOLD,AIR,4,0,1993-04-27,1993-06-17,6,-1973.76
F,F,R,TAKE BACK RETURN,0,Manufacturer#5,5-LOW,3,BUILDING,TRUCK,5,0.08,1993-03-14,1993-05-13,6,11510.2064
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,3-MEDIUM,1,FURNITURE,AIR,3,0.05,1996-02-10,1996-03-20,1,32056.35
O,O,N,NONE,2,Manufacturer#1,3-MEDIUM,1,FURNITURE,FOB,5,0.06,1996-02-10,1996-04-02,1,24491.04
O,O,N,DELIVER IN PERSON,2,Manufacturer#3,1-URGENT,2,FURNITURE,SHIP,5,0.04,1997-04-30,1997-07-07,5,23887.2556
F,F,R,NONE,0,Manufacturer#4,3-MEDIUM,3,HOUSEHOLD,SHIP,3,0.03,1993-08-25,1993-10-26,6,39746.795
O,O,N,TAKE BACK RETURN,3,Manufacturer#4,4-NOT SPECIFIED,3,BUILDING,FOB,2,0.04,1997-11-05,1998-01-07,5,748.4194
O,O,N,NONE,2,Manufacturer#3,3-MEDIUM,2,AUTOMOBILE,SHIP,4,0.05,1995-07-28,1995-10-21,2,45692.549
F,F,R,COLLECT COD,1,Manufacturer#2,5-LOW,4,BUILDING,TRUCK,3,0.07,1993-05-05,1993-07-16,6,20657.38
O,O,N,DELIVER IN PERSON,2,Manufacturer#4,1-URGENT,4,BUILDING,AIR,1,0.02,1995-07-17,1995-10-12,2,9463.41
O,O,N,COLLECT COD,0,Manufacturer#3,4-NOT SPECIFIED,4,HOUSEHOLD,SHIP,4,0.02,1998-06-16,1998-08-09,4,34364.6424
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,1,MACHINERY,REG AIR,2,0.06,1993-03-25,1993-06-09,6,38973.36
O,O,N,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,3,FURNITURE,MAIL,3,0.03,1997-03-16,1997-05-02,5,6586.5
O,O,N,NONE,4,Manufacturer#3,2-HIGH,0,AUTOMOBILE,REG AIR,2,0.02,1997-03-02,1997-04-28,5,7481.4312
O,O,N,TAKE BACK RETURN,0,Manufacturer#1,4-NOT SPECIFIED,0,BUILDING,FOB,2,0.07,1996-12-07,1997-01-25,1,14974.016
O,O,N,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,0,HOUSEHOLD,REG AIR,3,0.05,1998-07-15,1998-09-23,4,12454.5536
O,O,N,NONE,1,Manufacturer#4,2-HIGH,2,BUILDING,MAIL,2,0,1997-10-22,1997-12-15,5,11163.688
F,F,R,DELIVER IN PERSON,1,Manufacturer#3,5-LOW,3,FURNITURE,AIR,2,0.07,1994-09-14,1994-11-02,0,58838.705
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,4,HOUSEHOLD,FOB,1,0.07,1993-03-24,1993-04-26,6,17445.1716
F,F,A,DELIVER IN PERSON,0,Manufacturer#1,4-NOT SPECIFIED,2,FURNITURE,REG AIR,2,0.06,1993-03-31,1993-06-15,6,10189.53
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,3-MEDIUM,1,BUILDING,FOB,1,0.04,1995-10-29,1995-12-31,2,20856.4776
O,P,N,TAKE BACK RETURN,2,Manufacturer#4,2-HIGH,4,FURNITURE,AIR,4,0,1995-05-09,1995-07-10,2,18935.708
O,O,N,NONE,1,Manufacturer#1,1-URGENT,2,MACHINERY,RAIL,5,0.03,1997-10-20,1998-01-08,5,9300.8592
O,O,N,TAKE BACK RETURN,0,Manufacturer#3,4-NOT SPECIFIED,3,AUTOMOBILE,MAIL,2,0.08,1996-11-10,1996-12-20,1,4771.41
O,O,N,NONE,4,Manufacturer#3,2-HIGH,0,FURNITURE,TRUCK,1,0,1997-09-10,1997-10-30,5,34638.2556
O,O,N,TAKE BACK RETURN,4,Manufacturer#5,2-HIGH,1,HOUSEHOLD,TRUCK,4,0.06,1997-05-12,1997-07-22,5,46229.3128
F,F,A,NONE,0,Manufacturer#1,3-MEDIUM,3,MACHINERY,FOB,5,0.04,1993-06-04,1993-07-20,6,34909.696
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,3,MACHINERY,MAIL,6,0.01,1993-06-04,1993-07-22,6,22721.5758
O,O,N,TAKE BACK RETURN,3,Manufacturer#3,4-NOT SPECIFIED,4,BUILDING,AIR,2,0.04,1996-01-01,1996-02-23,1,15707.16
O,O,N,COLLECT COD,1,Manufacturer#3,4-NOT SPECIFIED,3,FURNITURE,REG AIR,6,0.06,1995-07-05,1995-08-27,2,33016.3392
O,O,N,NONE,1,Manufacturer#1,5-LOW,2,HOUSEHOLD,REG AIR,1,0.01,1996-10-08,1997-01-01,1,24473.4364
F,F,A,NONE,2,Manufacturer#3,5-LOW,4,HOUSEHOLD,REG AIR,2,0,1994-01-17,1994-02-23,0,33713.8608
F,F,A,DELIVER IN PERSON,4,Manufacturer#4,5-LOW,3,HOUSEHOLD,SHIP,4,0.04,1995-03-22,1995-06-01,2,3876.698
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,5-LOW,4,FURNITURE,RAIL,4,0.07,1992-02-07,1992-03-09,3,5368.3872
O,O,N,TAKE BACK RETURN,0,Manufacturer#2,5-LOW,4,BUILDING,SHIP,3,0.08,1997-06-19,1997-08-28,5,17822.6496
O,O,N,DELIVER IN PERSON,4,Manufacturer#1,2-HIGH,4,BUILDING,SHIP,2,0.05,1998-06-15,1998-07-24,4,10577.728
O,O,N,NONE,3,Manufacturer#4,2-HIGH,3,AUTOMOBILE,TRUCK,1,0.01,1995-08-07,1995-09-16,2,7962.2036
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,4,BUILDING,FOB,5,0.05,1992-10-31,1993-01-01,3,17521.1192
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,1-URGENT,0,AUTOMOBILE,MAIL,1,0.04,1992-12-08,1993-03-06,3,4267.668
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,5-LOW,2,BUILDING,MAIL,3,0,1992-10-23,1992-11-24,3,6670.545
F,F,R,NONE,3,Manufacturer#4,3-MEDIUM,2,FURNITURE,FOB,2,0.01,1994-11-06,1995-01-24,0,18916.3765
F,F,A,COLLECT COD,4,Manufacturer#2,5-LOW,4,FURNITURE,MAIL,4,0.08,1994-02-16,1994-05-12,0,34950.1932
F,F,A,NONE,2,Manufacturer#2,2-HIGH,0,HOUSEHOLD,MAIL,1,0,1993-06-16,1993-09-03,6,7367.962
F,F,A,NONE,0,Manufacturer#5,2-HIGH,1,AUTOMOBILE,REG AIR,7,0.02,1993-02-20,1993-05-05,6,15163.731
F,F,A,NONE,0,Manufacturer#5,5-LOW,3,MACHINERY,SHIP,2,0.02,1992-09-23,1992-11-29,3,15270.36
F,F,A,NONE,4,Manufacturer#2,5-LOW,4,FURNITURE,REG AIR,4,0,1994-08-29,1994-10-20,0,42640.05
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,2-HIGH,4,MACHINERY,FOB,6,0.06,1992-06-21,1992-08-31,3,23378.0356
F,F,A,DELIVER IN PERSON,0,Manufacturer#1,1-URGENT,2,HOUSEHOLD,REG AIR,2,0.06,1994-02-12,1994-03-16,0,40483.0272
O,O,N,DELIVER IN PERSON,2,Manufacturer#2,5-LOW,0,BUILDING,MAIL,1,0.01,1998-03-29,1998-06-06,4,21820.6184
F,F,A,COLLECT COD,2,Manufacturer#2,4-NOT SPECIFIED,1,AUTOMOBILE,SHIP,5,0.03,1992-11-04,1992-12-22,3,4125.1472
F,F,R,NONE,2,Manufacturer#3,1-URGENT,0,MACHINERY,SHIP,1,0.03,1993-08-07,1993-10-25,6,2057.7774
F,F,R,COLLECT COD,4,Manufacturer#1,1-URGENT,2,FURNITURE,MAIL,6,0.03,1994-01-15,1994-02-21,0,2323.734
F,F,A,DELIVER IN PERSON,4,Manufacturer#4,5-LOW,0,FURNITURE,SHIP,4,0.06,1994-03-30,1994-05-01,0,3830.1496
O,O,N,NONE,3,Manufacturer#2,2-HIGH,2,BUILDING,RAIL,1,0.06,1997-11-15,1998-01-11,5,5697.7076
F,F,A,NONE,4,Manufacturer#4,1-URGENT,4,AUTOMOBILE,AIR,2,0.04,1993-09-09,1993-10-19,6,3309.25
F,F,R,NONE,3,Manufacturer#5,2-HIGH,0,HOUSEHOLD,MAIL,2,0.02,1994-02-20,1994-04-05,0,48864.3648
F,F,A,NONE,0,Manufacturer#1,3-MEDIUM,3,BUILDING,FOB,4,0.03,1993-02-27,1993-04-28,6,2025.92
F,F,A,COLLECT COD,3,Manufacturer#3,3-MEDIUM,3,BUILDING,RAIL,1,0.04,1993-02-27,1993-04-19,6,28940.1728
F,F,A,TAKE BACK RETURN,4,Manufacturer#3,2-HIGH,4,AUTOMOBILE,REG AIR,5,0.08,1993-12-01,1994-02-11,6,6306.232
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,2-HIGH,4,HOUSEHOLD,TRUCK,6,0.07,1994-08-15,1994-11-08,0,18145.9825
F,F,A,NONE,4,Manufacturer#1,4-NOT SPECIFIED,1,BUILDING,TRUCK,4,0.05,1994-09-11,1994-12-10,0,26504.5572
F,F,R,NONE,4,Manufacturer#3,4-NOT SPECIFIED,1,BUILDING,FOB,3,0.01,1994-09-11,1994-10-22,0,9777.6846
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,4-NOT SPECIFIED,1,BUILDING,SHIP,6,0.02,1996-10-06,1996-12-14,1,26118.12
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,4,AUTOMOBILE,TRUCK,4,0.01,1996-03-13,1996-06-11,1,5149.69
O,O,N,DELIVER IN PERSON,0,Manufacturer#1,5-LOW,4,AUTOMOBILE,TRUCK,3,0.07,1996-03-13,1996-05-14,1,33336.0216
F,F,A,COLLECT COD,1,Manufacturer#1,2-HIGH,0,BUILDING,MAIL,1,0.02,1994-10-03,1994-12-08,0,1289.19
F,F,R,DELIVER IN PERSON,2,Manufacturer#2,1-URGENT,3,HOUSEHOLD,SHIP,3,0.05,1993-12-26,1994-01-25,6,14547.555
F,F,A,COLLECT COD,1,Manufacturer#2,1-URGENT,3,HOUSEHOLD,MAIL,2,0,1993-12-26,1994-03-19,6,28742.49
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,0,HOUSEHOLD,SHIP,5,0.04,1993-06-26,1993-08-14,6,41333.586
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,5-LOW,2,MACHINERY,TRUCK,2,0.07,1994-12-05,1995-01-08,0,37582.4032
O,O,N,DELIVER IN PERSON,0,Manufacturer#4,5-LOW,3,MACHINERY,TRUCK,3,0.03,1996-09-18,1996-12-06,1,25554.3053
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,5-LOW,3,FURNITURE,SHIP,2,0.01,1996-07-19,1996-09-26,1,11813.1416
O,O,N,DELIVER IN PERSON,1,Manufacturer#3,5-LOW,3,FURNITURE,REG AIR,1,0.01,1996-10-13,1996-12-15,1,31719.078
O,O,N,COLLECT COD,3,Manufacturer#5,2-HIGH,4,FURNITURE,AIR,2,0.05,1997-05-26,1997-06-29,5,18008.2534
O,O,N,COLLECT COD,3,Manufacturer#3,4-NOT SPECIFIED,3,HOUSEHOLD,RAIL,5,0.03,1995-09-03,1995-11-12,2,10494.385
O,O,N,COLLECT COD,2,Manufacturer#4,2-HIGH,4,BUILDING,REG AIR,4,0.07,1998-05-05,1998-07-06,4,10197.6
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,1-URGENT,3,FURNITURE,REG AIR,1,0.08,1994-03-03,1994-04-19,0,8187.6384
F,F,A,COLLECT COD,0,Manufacturer#1,4-NOT SPECIFIED,1,AUTOMOBILE,SHIP,2,0.08,1994-04-28,1994-06-07,0,15689.394
F,F,A,NONE,3,Manufacturer#1,4-NOT SPECIFIED,1,FURNITURE,RAIL,1,0,1992-01-31,1992-04-21,3,14934.16
O,O,N,TAKE BACK RETURN,0,Manufacturer#5,3-MEDIUM,2,HOUSEHOLD,TRUCK,3,0.08,1997-03-04,1997-04-13,5,15946.3353
F,F,R,COLLECT COD,0,Manufacturer#2,4-NOT SPECIFIED,1,AUTOMOBILE,FOB,1,0.06,1993-07-05,1993-09-18,6,6286.32
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,1,AUTOMOBILE,TRUCK,3,0.06,1997-12-04,1998-02-04,5,6323.43
O,O,N,TAKE BACK RETURN,0,Manufacturer#1,3-MEDIUM,0,FURNITURE,SHIP,5,0.06,1997-12-28,1998-03-03,5,24046.464
O,O,N,TAKE BACK RETURN,2,Manufacturer#1,3-MEDIUM,0,FURNITURE,REG AIR,4,0.02,1997-12-28,1998-02-03,5,62777.9616
O,O,N,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,0,BUILDING,FOB,4,0.02,1997-06-28,1997-08-04,5,993.7111
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,4,BUILDING,SHIP,6,0,1997-06-14,1997-08-07,5,25121.2452
O,O,N,COLLECT COD,0,Manufacturer#3,1-URGENT,4,BUILDING,AIR,2,0.06,1997-06-14,1997-07-16,5,7262.952
F,F,R,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,3,BUILDING,TRUCK,3,0.06,1992-10-08,1992-11-11,3,2049.8178
O,O,N,COLLECT COD,3,Manufacturer#5,2-HIGH,3,FURNITURE,RAIL,4,0.01,1996-09-12,1996-11-01,1,5603.112
O,O,N,COLLECT COD,0,Manufacturer#4,2-HIGH,3,FURNITURE,FOB,5,0.05,1996-09-12,1996-11-20,1,727.0346
F,F,A,TAKE BACK RETURN,4,Manufacturer#1,3-MEDIUM,2,MACHINERY,AIR,2,0.08,1992-06-11,1992-07-19,3,6201.5624
F,F,A,NONE,0,Manufacturer#3,3-MEDIUM,2,MACHINERY,SHIP,5,0.05,1992-06-11,1992-08-13,3,32702.488
O,O,N,NONE,2,Manufacturer#5,4-NOT SPECIFIED,1,BUILDING,SHIP,1,0.08,1996-06-13,1996-08-03,1,18697.654
F,F,R,COLLECT COD,2,Manufacturer#3,3-MEDIUM,3,HOUSEHOLD,REG AIR,3,0.07,1994-01-18,1994-03-22,0,1820.286
O,O,N,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,0,AUTOMOBILE,RAIL,1,0,1995-12-08,1996-02-10,2,21758.3053
F,F,R,NONE,3,Manufacturer#3,2-HIGH,3,BUILDING,SHIP,5,0.02,1992-06-29,1992-09-18,3,12142.2336
O,O,N,DELIVER IN PERSON,4,Manufacturer#2,2-HIGH,3,MACHINERY,FOB,1,0.04,1997-04-16,1997-06-28,5,29637.953
F,F,R,COLLECT COD,1,Manufacturer#5,2-HIGH,2,BUILDING,FOB,7,0.03,1994-01-21,1994-04-21,0,20531.4744
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,3-MEDIUM,0,HOUSEHOLD,RAIL,1,0,1993-05-13,1993-08-06,6,31683.015
O,O,N,COLLECT COD,0,Manufacturer#3,4-NOT SPECIFIED,1,AUTOMOBILE,REG AIR,2,0.08,1996-07-11,1996-09-11,1,18625.9612
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,1,MACHINERY,TRUCK,3,0.07,1992-06-12,1992-08-11,3,8847.0018
