l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,p_container,p_size,l_quantity,groupcol,aggcol
F,F,R,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,TRUCK,2,0.02,8,Brand#34,LG DRUM,17,50,2,81322.86
F,F,R,COLLECT COD,Manufacturer#3,3-MEDIUM,2,BUILDING,REG AIR,2,0.02,9,Brand#34,MED PKG,21,45,1,42591.582
F,F,A,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,2,FURNITURE,AIR,2,0,8,Brand#44,JUMBO PKG,7,37,2,42739.3512
F,F,R,DELIVER IN PERSON,Manufacturer#1,2-HIGH,2,BUILDING,REG AIR,4,0.07,12,Brand#14,MED PACK,1,26,0,30877.3504
F,F,A,TAKE BACK RETURN,Manufacturer#4,2-HIGH,2,MACHINERY,TRUCK,3,0.01,18,Brand#45,JUMBO DRUM,30,20,3,33659.28
F,F,A,COLLECT COD,Manufacturer#3,2-HIGH,2,MACHINERY,TRUCK,2,0.03,18,Brand#33,JUMBO BOX,37,34,3,44251.8738
F,F,R,NONE,Manufacturer#3,4-NOT SPECIFIED,2,AUTOMOBILE,RAIL,4,0.07,8,Brand#34,JUMBO PACK,31,43,2,41366.2795
F,F,R,NONE,Manufacturer#5,3-MEDIUM,2,MACHINERY,AIR,1,0.01,9,Brand#55,LG CASE,9,34,1,52493.2766
F,F,R,TAKE BACK RETURN,Manufacturer#1,1-URGENT,2,AUTOMOBILE,SHIP,3,0,21,Brand#11,LG CAN,32,1,4,1044.5853
F,F,R,NONE,Manufacturer#2,1-URGENT,2,FURNITURE,TRUCK,4,0.07,21,Brand#25,WRAP BAG,31,5,4,4500.2685
F,F,R,TAKE BACK RETURN,Manufacturer#1,4-NOT SPECIFIED,2,BUILDING,FOB,2,0.08,9,Brand#14,JUMBO JAR,26,7,1,8148.2114
F,F,R,COLLECT COD,Manufacturer#5,2-HIGH,2,AUTOMOBILE,REG AIR,4,0.03,8,Brand#53,JUMBO CASE,26,20,2,23153.456
F,F,A,COLLECT COD,Manufacturer#2,5-LOW,2,HOUSEHOLD,REG AIR,3,0.06,8,Brand#22,WRAP PKG,17,28,2,48811.1232
F,F,R,COLLECT COD,Manufacturer#3,3-MEDIUM,2,HOUSEHOLD,MAIL,1,0.03,8,Brand#34,SM DRUM,47,35,2,49830.669
F,F,R,DELIVER IN PERSON,Manufacturer#5,1-URGENT,2,BUILDING,FOB,1,0.04,21,Brand#51,JUMBO BOX,22,23,4,30937.806
F,F,A,NONE,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,FOB,2,0.07,18,Brand#13,MED DRUM,29,8,3,14439.12
F,F,R,DELIVER IN PERSON,Manufacturer#3,2-HIGH,2,AUTOMOBILE,RAIL,1,0.07,8,Brand#33,SM PKG,32,4,2,5477.9744
F,F,A,TAKE BACK RETURN,Manufacturer#5,2-HIGH,2,FURNITURE,SHIP,2,0.05,21,Brand#53,JUMBO PKG,20,12,4,10866.24
F,F,R,NONE,Manufacturer#3,5-LOW,2,AUTOMOBILE,FOB,5,0.04,12,Brand#34,SM CAN,44,46,0,70282.5168
F,F,R,NONE,Manufacturer#3,1-URGENT,2,BUILDING,RAIL,2,0.04,8,Brand#35,MED BAG,46,27,2,43411.5045
F,F,A,DELIVER IN PERSON,Manufacturer#3,2-HIGH,2,FURNITURE,MAIL,1,0.07,12,Brand#35,MED PACK,9,10,0,16677.5
F,F,A,COLLECT COD,Manufacturer#4,2-HIGH,2,FURNITURE,TRUCK,7,0.08,12,Brand#41,JUMBO CASE,4,46,0,81939.3676
F,F,A,TAKE BACK RETURN,Manufacturer#3,2-HIGH,2,FURNITURE,RAIL,2,0,12,Brand#32,JUMBO DRUM,33,25,0,38816.25
F,F,A,COLLECT COD,Manufacturer#2,5-LOW,2,AUTOMOBILE,TRUCK,1,0.06,12,Brand#25,LG DRUM,25,42,0,35781.4128
F,F,A,NONE,Manufacturer#1,5-LOW,2,MACHINERY,MAIL,6,0.07,8,Brand#12,WRAP PKG,7,8,2,12669.8296
F,F,R,TAKE BACK RETURN,Manufacturer#3,5-LOW,2,MACHINERY,REG AIR,4,0.03,8,Brand#32,WRAP CAN,7,35,2,37272.4625
F,F,A,DELIVER IN PERSON,Manufacturer#5,5-LOW,2,MACHINERY,SHIP,3,0.03,8,Brand#55,LG CASE,28,1,2,1452.3345
F,F,R,NONE,Manufacturer#2,4-NOT SPECIFIED,2,HOUSEHOLD,FOB,4,0.02,9,Brand#24,MED PACK,25,46,1,63516.57
F,F,A,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,2,HOUSEHOLD,SHIP,3,0.07,9,Brand#42,MED PKG,17,16,1,25317.2192
F,F,R,NONE,Manufacturer#4,2-HIGH,2,FURNITURE,AIR,2,0.08,9,Brand#43,JUMBO CASE,12,7,1,7959.315
F,F,A,DELIVER IN PERSON,Manufacturer#3,3-MEDIUM,2,AUTOMOBILE,TRUCK,1,0.05,9,Brand#33,MED BOX,45,35,1,45643.059
F,F,R,NONE,Manufacturer#4,3-MEDIUM,2,BUILDING,RAIL,1,0.03,18,Brand#42,SM BOX,21,12,3,15353.5932
F,F,R,NONE,Manufacturer#5,2-HIGH,2,FURNITURE,MAIL,2,0.06,18,Brand#51,JUMBO PKG,43,11,3,10920.4128
F,F,A,TAKE BACK RETURN,Manufacturer#2,1-URGENT,2,AUTOMOBILE,AIR,3,0.03,9,Brand#24,SM CASE,3,31,1,56355.21
F,F,A,COLLECT COD,Manufacturer#5,4-NOT SPECIFIED,2,HOUSEHOLD,AIR,4,0.03,9,Brand#55,MED BOX,21,11,1,10095.327
F,F,A,DELIVER IN PERSON,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,TRUCK,1,0.01,9,Brand#12,SM PACK,37,29,1,51977.6222
F,F,A,DELIVER IN PERSON,Manufacturer#4,4-NOT SPECIFIED,2,HOUSEHOLD,MAIL,6,0.04,9,Brand#45,WRAP BAG,13,31,1,53188.6592
F,F,R,DELIVER IN PERSON,Manufacturer#4,2-HIGH,2,MACHINERY,MAIL,3,0.03,12,Brand#44,MED CAN,44,24,0,36678.36
F,F,A,DELIVER IN PERSON,Manufacturer#2,5-LOW,2,MACHINERY,SHIP,3,0.04,18,Brand#24,JUMBO JAR,16,49,3,41157.0159
F,F,R,NONE,Manufacturer#1,5-LOW,2,FURNITURE,MAIL,5,0.03,18,Brand#13,MED PKG,2,4,3,7583.92
F,F,R,TAKE BACK RETURN,Manufacturer#5,1-URGENT,2,AUTOMOBILE,SHIP,1,0.01,9,Brand#54,SM CASE,2,17,1,19713.1116
F,F,A,COLLECT COD,Manufacturer#5,5-LOW,2,HOUSEHOLD,FOB,2,0.07,9,Brand#54,SM DRUM,19,12,1,17332.992
F,F,A,DELIVER IN PERSON,Manufacturer#2,2-HIGH,2,BUILDING,REG AIR,2,0.04,18,Brand#21,WRAP JAR,46,30,3,24813.27
F,F,R,DELIVER IN PERSON,Manufacturer#5,3-MEDIUM,2,BUILDING,TRUCK,6,0.02,8,Brand#52,MED PACK,5,27,2,42983.298
F,F,A,NONE,Manufacturer#5,3-MEDIUM,2,HOUSEHOLD,RAIL,7,0,18,Brand#52,WRAP DRUM,11,20,3,29735.448
F,F,A,DELIVER IN PERSON,Manufacturer#1,2-HIGH,2,AUTOMOBILE,TRUCK,3,0.05,18,Brand#14,JUMBO JAR,18,35,3,31673.103
F,F,R,NONE,Manufacturer#5,3-MEDIUM,2,MACHINERY,RAIL,3,0.06,21,Brand#53,WRAP BOX,37,10,4,17158.1
F,F,A,NONE,Manufacturer#5,5-LOW,2,BUILDING,RAIL,5,0.07,8,Brand#54,JUMBO PKG,38,30,2,38229.696
F,F,R,NONE,Manufacturer#4,1-URGENT,2,AUTOMOBILE,FOB,4,0.02,21,Brand#45,LG PACK,48,5,4,5677.58
F,F,A,TAKE BACK RETURN,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,REG AIR,3,0.02,9,Brand#42,WRAP CASE,13,3,1,4078.593
F,F,A,DELIVER IN PERSON,Manufacturer#5,4-NOT SPECIFIED,2,AUTOMOBILE,REG AIR,3,0.02,18,Brand#55,SM BAG,17,42,3,70812.2646
F,F,R,DELIVER IN PERSON,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,AIR,2,0.01,12,Brand#54,LG DRUM,4,37,0,53895.2323
F,F,A,NONE,Manufacturer#2,5-LOW,2,AUTOMOBILE,RAIL,4,0.03,18,Brand#21,MED BOX,41,15,3,19100.886
F,F,R,COLLECT COD,Manufacturer#3,2-HIGH,2,MACHINERY,AIR,6,0.04,18,Brand#33,WRAP DRUM,45,46,3,71393.9136
F,F,R,COLLECT COD,Manufacturer#2,3-MEDIUM,2,BUILDING,REG AIR,4,0.03,18,Brand#21,MED CAN,35,22,3,32296.7656
F,F,A,COLLECT COD,Manufacturer#4,3-MEDIUM,2,BUILDING,MAIL,2,0.01,18,Brand#45,JUMBO BAG,33,26,3,35461.179
F,F,R,DELIVER IN PERSON,Manufacturer#5,3-MEDIUM,2,BUILDING,REG AIR,1,0.03,18,Brand#54,WRAP BAG,27,38,3,54279.238
F,F,A,DELIVER IN PERSON,Manufacturer#4,4-NOT SPECIFIED,2,HOUSEHOLD,SHIP,6,0.02,18,Brand#44,JUMBO BAG,41,34,3,41023.1556
F,F,R,COLLECT COD,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,MAIL,5,0.08,18,Brand#31,JUMBO PACK,4,43,3,55514.849
F,F,A,COLLECT COD,Manufacturer#1,5-LOW,2,AUTOMOBILE,TRUCK,5,0.02,12,Brand#11,MED CASE,26,25,0,42196.425
F,F,R,TAKE BACK RETURN,Manufacturer#5,2-HIGH,2,FURNITURE,MAIL,3,0.05,12,Brand#53,SM PKG,49,8,0,8836.632
F,F,A,COLLECT COD,Manufacturer#3,5-LOW,2,BUILDING,SHIP,1,0.01,21,Brand#31,SM CASE,17,37,4,33402.897
F,F,A,COLLECT COD,Manufacturer#3,1-URGENT,2,BUILDING,SHIP,7,0.01,8,Brand#35,MED JAR,44,41,2,45625.7348
F,F,A,TAKE BACK RETURN,Manufacturer#1,4-NOT SPECIFIED,2,AUTOMOBILE,RAIL,3,0,18,Brand#12,SM CAN,34,43,3,53032.76
F,F,R,TAKE BACK RETURN,Manufacturer#2,2-HIGH,2,FURNITURE,SHIP,2,0.02,9,Brand#21,LG PKG,12,28,1,31891.8656
F,F,A,COLLECT COD,Manufacturer#1,3-MEDIUM,2,FURNITURE,SHIP,3,0.05,18,Brand#11,JUMBO PACK,27,42,3,45188.808
F,F,R,NONE,Manufacturer#5,1-URGENT,2,HOUSEHOLD,SHIP,3,0.08,8,Brand#54,JUMBO BOX,42,40,2,54034.488
F,F,A,NONE,Manufacturer#1,5-LOW,2,FURNITURE,REG AIR,3,0.05,9,Brand#14,JUMBO JAR,15,14,1,15717.464
F,F,R,COLLECT COD,Manufacturer#1,5-LOW,2,BUILDING,REG AIR,4,0.08,9,Brand#13,LG BAG,8,21,1,25022.4429
F,F,A,NONE,Manufacturer#1,1-URGENT,2,BUILDING,MAIL,4,0.01,8,Brand#12,WRAP DRUM,29,38,2,68763.7056
F,F,R,DELIVER IN PERSON,Manufacturer#4,2-HIGH,2,AUTOMOBILE,RAIL,7,0.01,18,Brand#43,JUMBO CAN,47,19,3,35548.05
F,F,R,NONE,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,REG AIR,5,0.08,8,Brand#54,SM CASE,48,5,2,5876.9865
F,F,A,TAKE BACK RETURN,Manufacturer#5,5-LOW,2,MACHINERY,RAIL,2,0.06,8,Brand#54,WRAP BOX,17,30,2,47119.38
F,F,A,DELIVER IN PERSON,Manufacturer#1,2-HIGH,2,HOUSEHOLD,RAIL,2,0.08,18,Brand#11,LG PACK,28,43,3,61791.516
F,F,R,COLLECT COD,Manufacturer#5,3-MEDIUM,2,BUILDING,REG AIR,6,0.01,18,Brand#53,JUMBO PKG,42,4,3,5637.96
F,F,A,DELIVER IN PERSON,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,SHIP,2,0.05,9,Brand#12,MED JAR,18,40,1,41554.768
F,F,A,DELIVER IN PERSON,Manufacturer#3,4-NOT SPECIFIED,2,MACHINERY,REG AIR,1,0.05,9,Brand#33,JUMBO DRUM,16,44,1,51887.594
F,F,A,TAKE BACK RETURN,Manufacturer#2,4-NOT SPECIFIED,2,FURNITURE,REG AIR,2,0.08,9,Brand#24,LG BOX,16,46,1,45584.781
F,F,R,DELIVER IN PERSON,Manufacturer#1,4-NOT SPECIFIED,2,BUILDING,REG AIR,2,0.04,21,Brand#11,WRAP PKG,40,5,4,6086.5
F,F,A,COLLECT COD,Manufacturer#4,5-LOW,2,FURNITURE,MAIL,3,0.04,12,Brand#43,WRAP BOX,22,35,0,50604.8515
F,F,R,DELIVER IN PERSON,Manufacturer#4,4-NOT SPECIFIED,2,BUILDING,TRUCK,5,0.05,8,Brand#42,MED BAG,30,10,2,9091.975
F,F,R,NONE,Manufacturer#1,5-LOW,2,AUTOMOBILE,MAIL,5,0.08,9,Brand#12,MED BAG,43,8,1,13632.3488
F,F,A,TAKE BACK RETURN,Manufacturer#1,5-LOW,2,FURNITURE,RAIL,4,0.08,12,Brand#12,LG JAR,6,31,0,57813.14
F,F,A,COLLECT COD,Manufacturer#1,3-MEDIUM,2,AUTOMOBILE,FOB,3,0.05,8,Brand#13,LG DRUM,15,32,2,59652.1728
F,F,R,NONE,Manufacturer#1,5-LOW,2,AUTOMOBILE,SHIP,2,0,9,Brand#13,LG PKG,23,15,1,13165.752
F,F,A,NONE,Manufacturer#2,1-URGENT,2,HOUSEHOLD,AIR,4,0.05,21,Brand#24,SM JAR,28,2,4,2736.9792
F,F,A,COLLECT COD,Manufacturer#5,3-MEDIUM,2,AUTOMOBILE,FOB,1,0.02,18,Brand#52,MED PACK,8,10,3,15048.532
F,F,A,DELIVER IN PERSON,Manufacturer#5,3-MEDIUM,2,AUTOMOBILE,AIR,6,0.07,18,Brand#53,MED PACK,5,2,3,2786.9568
F,F,A,COLLECT COD,Manufacturer#1,5-LOW,2,HOUSEHOLD,RAIL,2,0.03,8,Brand#13,MED CASE,40,49,2,76284.572
F,F,R,DELIVER IN PERSON,Manufacturer#1,1-URGENT,2,HOUSEHOLD,FOB,2,0.07,9,Brand#14,JUMBO PKG,41,10,1,15254.705
F,F,R,TAKE BACK RETURN,Manufacturer#5,5-LOW,2,HOUSEHOLD,MAIL,3,0.05,21,Brand#53,MED DRUM,38,14,4,16207.4192
F,F,R,NONE,Manufacturer#4,1-URGENT,2,BUILDING,REG AIR,2,0.01,18,Brand#44,MED CAN,20,23,3,28578.8685
F,F,R,NONE,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,RAIL,2,0.07,8,Brand#12,JUMBO PKG,14,44,2,67631.96
F,F,R,DELIVER IN PERSON,Manufacturer#3,3-MEDIUM,2,BUILDING,SHIP,5,0,18,Brand#34,SM BAG,31,11,3,10457.139
F,F,R,DELIVER IN PERSON,Manufacturer#5,2-HIGH,2,FURNITURE,REG AIR,5,0.01,9,Brand#54,JUMBO PACK,37,10,1,14463.122
F,F,A,TAKE BACK RETURN,Manufacturer#3,2-HIGH,2,FURNITURE,REG AIR,4,0.06,12,Brand#35,MED PACK,8,1,0,1219.536
F,F,R,NONE,Manufacturer#1,5-LOW,2,HOUSEHOLD,REG AIR,2,0.07,18,Brand#12,JUMBO CASE,20,14,3,16885.7766
F,F,A,COLLECT COD,Manufacturer#5,5-LOW,2,AUTOMOBILE,MAIL,1,0.02,9,Brand#52,LG CAN,15,7,1,11566.296
F,F,R,NONE,Manufacturer#5,1-URGENT,2,AUTOMOBILE,REG AIR,5,0.05,21,Brand#53,JUMBO JAR,10,18,4,28830.42
F,F,R,NONE,Manufacturer#5,4-NOT SPECIFIED,2,BUILDING,RAIL,2,0.03,8,Brand#51,JUMBO PACK,41,50,2,86994.18
F,F,A,DELIVER IN PERSON,Manufacturer#2,5-LOW,2,MACHINERY,RAIL,2,0.05,18,Brand#25,MED DRUM,47,16,3,15110.016
F,F,R,COLLECT COD,Manufacturer#2,5-LOW,2,FURNITURE,AIR,6,0,8,Brand#25,MED CAN,32,36,2,59042.0376
F,F,A,NONE,Manufacturer#4,3-MEDIUM,2,BUILDING,RAIL,1,0.08,21,Brand#45,MED DRUM,9,30,4,39268.692
F,F,R,COLLECT COD,Manufacturer#5,3-MEDIUM,2,FURNITURE,MAIL,6,0.06,18,Brand#51,JUMBO BOX,22,33,3,46361.8716
F,F,R,DELIVER IN PERSON,Manufacturer#3,5-LOW,2,HOUSEHOLD,FOB,2,0.03,12,Brand#31,JUMBO CASE,1,2,0,1976.2182
F,F,R,TAKE BACK RETURN,Manufacturer#1,2-HIGH,2,FURNITURE,AIR,6,0.01,12,Brand#11,JUMBO PACK,9,42,0,61733.2968
F,F,A,COLLECT COD,Manufacturer#3,3-MEDIUM,2,BUILDING,AIR,3,0.07,18,Brand#32,WRAP BAG,49,44,3,70793.0432
F,F,A,NONE,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,REG AIR,4,0.03,21,Brand#44,MED CAN,20,10,4,13517.955
F,F,A,TAKE BACK RETURN,Manufacturer#3,1-URGENT,2,HOUSEHOLD,SHIP,6,0.08,12,Brand#32,WRAP PKG,2,33,0,32969.97
F,F,A,DELIVER IN PERSON,Manufacturer#3,3-MEDIUM,2,AUTOMOBILE,REG AIR,4,0,12,Brand#34,WRAP BOX,32,17,0,23842.33
F,F,R,DELIVER IN PERSON,Manufacturer#5,1-URGENT,2,AUTOMOBILE,AIR,2,0.08,8,Brand#52,MED DRUM,31,17,2,24654.3843
F,F,A,NONE,Manufacturer#4,2-HIGH,2,BUILDING,FOB,5,0,18,Brand#43,SM BOX,37,5,3,7977.8655
F,F,A,NONE,Manufacturer#2,5-LOW,2,HOUSEHOLD,AIR,4,0.06,8,Brand#25,JUMBO BOX,34,6,2,5916.6558
F,F,R,DELIVER IN PERSON,Manufacturer#3,5-LOW,2,HOUSEHOLD,REG AIR,2,0.02,8,Brand#34,WRAP PACK,21,34,2,42254.7444
F,F,R,DELIVER IN PERSON,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,AIR,2,0.04,18,Brand#15,WRAP BOX,27,9,3,9906.7122
F,F,A,NONE,Manufacturer#1,2-HIGH,2,HOUSEHOLD,RAIL,4,0.07,18,Brand#15,MED PKG,47,44,3,74845.0912
F,F,R,NONE,Manufacturer#4,5-LOW,2,AUTOMOBILE,FOB,2,0.08,12,Brand#43,WRAP JAR,49,43,0,45157.1079
F,F,A,COLLECT COD,Manufacturer#2,2-HIGH,2,HOUSEHOLD,RAIL,1,0.05,21,Brand#24,LG PACK,22,26,4,39169.4992
F,F,A,TAKE BACK RETURN,Manufacturer#5,4-NOT SPECIFIED,2,AUTOMOBILE,TRUCK,1,0.02,9,Brand#51,LG CAN,8,43,1,72234.6293
F,F,A,TAKE BACK RETURN,Manufacturer#4,3-MEDIUM,2,AUTOMOBILE,REG AIR,4,0,18,Brand#43,SM PKG,20,26,3,43029.2096
F,F,A,NONE,Manufacturer#5,1-URGENT,2,AUTOMOBILE,MAIL,1,0.05,9,Brand#52,WRAP CASE,37,21,1,24771.0708
F,F,R,TAKE BACK RETURN,Manufacturer#1,5-LOW,2,BUILDING,SHIP,2,0.01,12,Brand#14,JUMBO BAG,17,41,0,50690.4033
F,F,A,NONE,Manufacturer#3,5-LOW,2,MACHINERY,AIR,5,0,9,Brand#33,LG PKG,33,23,1,31815.21
F,F,A,NONE,Manufacturer#1,2-HIGH,2,BUILDING,SHIP,2,0.07,21,Brand#12,MED JAR,6,43,4,51316.2301
F,F,A,NONE,Manufacturer#3,4-NOT SPECIFIED,2,AUTOMOBILE,FOB,1,0.04,8,Brand#34,MED PKG,15,18,2,32404.329
F,F,R,COLLECT COD,Manufacturer#5,4-NOT SPECIFIED,2,HOUSEHOLD,MAIL,4,0.05,12,Brand#52,WRAP BOX,13,47,0,83222.9658
F,F,A,COLLECT COD,Manufacturer#2,2-HIGH,2,AUTOMOBILE,MAIL,2,0,21,Brand#23,JUMBO CAN,29,20,4,24016.076
F,F,A,COLLECT COD,Manufacturer#5,3-MEDIUM,2,HOUSEHOLD,TRUCK,1,0.02,12,Brand#54,WRAP BOX,2,38,0,62032.0246
F,F,R,COLLECT COD,Manufacturer#4,1-URGENT,2,FURNITURE,AIR,1,0.03,9,Brand#43,SM CASE,5,41,1,70573.1155
F,F,R,COLLECT COD,Manufacturer#2,5-LOW,2,FURNITURE,FOB,5,0.06,12,Brand#23,SM PKG,26,13,0,23074.3656
F,F,R,COLLECT COD,Manufacturer#5,5-LOW,2,FURNITURE,REG AIR,6,0.05,12,Brand#52,SM BAG,37,29,0,24169.122
F,F,R,COLLECT COD,Manufacturer#2,5-LOW,2,FURNITURE,AIR,1,0.04,12,Brand#22,JUMBO CASE,35,45,0,48448.935
F,F,R,NONE,Manufacturer#5,3-MEDIUM,2,FURNITURE,REG AIR,1,0.04,18,Brand#54,WRAP JAR,19,17,3,29547.5453
F,F,R,NONE,Manufacturer#1,2-HIGH,2,FURNITURE,SHIP,1,0.06,18,Brand#14,SM JAR,6,47,3,71464.4776
F,F,A,TAKE BACK RETURN,Manufacturer#2,1-URGENT,2,FURNITURE,SHIP,7,0.06,8,Brand#22,MED CASE,38,32,2,45953.1072
F,F,A,DELIVER IN PERSON,Manufacturer#1,1-URGENT,2,MACHINERY,TRUCK,2,0.02,21,Brand#11,SM PACK,46,33,4,58874.046
F,F,A,TAKE BACK RETURN,Manufacturer#5,1-URGENT,2,AUTOMOBILE,AIR,3,0.04,18,Brand#53,SM BAG,2,31,3,47879.4225
F,F,R,COLLECT COD,Manufacturer#1,1-URGENT,2,AUTOMOBILE,AIR,3,0.02,9,Brand#13,SM BAG,13,45,1,40906.512
F,F,R,COLLECT COD,Manufacturer#1,2-HIGH,2,HOUSEHOLD,AIR,2,0.07,9,Brand#13,LG CASE,41,22,1,34049.8158
F,F,R,NONE,Manufacturer#5,4-NOT SPECIFIED,2,MACHINERY,TRUCK,2,0.05,8,Brand#53,SM CASE,42,45,2,62414.64
F,F,A,COLLECT COD,Manufacturer#1,5-LOW,2,FURNITURE,REG AIR,1,0,21,Brand#15,LG DRUM,23,4,4,5900.6208
F,F,A,DELIVER IN PERSON,Manufacturer#2,4-NOT SPECIFIED,2,MACHINERY,RAIL,2,0,18,Brand#24,MED BAG,8,36,3,47561.4432
F,F,A,DELIVER IN PERSON,Manufacturer#5,1-URGENT,2,FURNITURE,RAIL,2,0.03,9,Brand#55,LG PKG,36,19,1,30349.935
F,F,A,COLLECT COD,Manufacturer#4,3-MEDIUM,2,MACHINERY,AIR,1,0.05,9,Brand#44,MED DRUM,29,32,1,35796.5696
F,F,R,DELIVER IN PERSON,Manufacturer#5,2-HIGH,2,BUILDING,FOB,1,0.04,18,Brand#53,JUMBO CASE,6,43,3,49113.5465
F,F,R,TAKE BACK RETURN,Manufacturer#1,3-MEDIUM,2,MACHINERY,AIR,4,0.08,9,Brand#13,LG DRUM,38,33,1,34575.9216
F,F,A,DELIVER IN PERSON,Manufacturer#2,1-URGENT,2,AUTOMOBILE,REG AIR,4,0.03,18,Brand#24,SM PKG,41,32,3,39497.92
F,F,R,DELIVER IN PERSON,Manufacturer#3,1-URGENT,2,AUTOMOBILE,AIR,2,0.06,12,Brand#32,MED CASE,39,33,0,35353.1178
F,F,R,TAKE BACK RETURN,Manufacturer#1,1-URGENT,2,HOUSEHOLD,TRUCK,1,0.08,21,Brand#15,SM DRUM,22,30,4,35015.448
F,F,R,COLLECT COD,Manufacturer#1,2-HIGH,2,MACHINERY,REG AIR,1,0.01,21,Brand#14,LG PACK,1,20,4,23643.284
F,F,A,DELIVER IN PERSON,Manufacturer#2,2-HIGH,2,BUILDING,REG AIR,1,0,18,Brand#23,LG DRUM,15,45,3,61760.25
F,F,R,DELIVER IN PERSON,Manufacturer#3,3-MEDIUM,2,FURNITURE,AIR,1,0.03,12,Brand#35,JUMBO CAN,6,45,0,61355.25
F,F,A,TAKE BACK RETURN,Manufacturer#4,1-URGENT,2,AUTOMOBILE,REG AIR,3,0,8,Brand#43,JUMBO CASE,19,17,2,22393.4438
F,F,A,COLLECT COD,Manufacturer#3,1-URGENT,2,MACHINERY,RAIL,2,0.03,8,Brand#32,WRAP BOX,15,7,2,12575.017
F,F,A,NONE,Manufacturer#5,5-LOW,2,BUILDING,MAIL,1,0.04,9,Brand#51,SM PKG,20,23,1,24175.6197
F,F,R,COLLECT COD,Manufacturer#5,4-NOT SPECIFIED,2,AUTOMOBILE,AIR,1,0,8,Brand#51,MED DRUM,25,13,2,14208.8934
F,F,A,TAKE BACK RETURN,Manufacturer#1,5-LOW,2,BUILDING,REG AIR,1,0.02,21,Brand#13,SM BOX,28,17,4,25148.4927
F,F,A,DELIVER IN PERSON,Manufacturer#2,4-NOT SPECIFIED,2,FURNITURE,MAIL,4,0.05,8,Brand#22,MED CAN,27,22,2,36613.456
F,F,R,DELIVER IN PERSON,Manufacturer#5,3-MEDIUM,2,BUILDING,TRUCK,2,0.05,21,Brand#55,SM CASE,22,24,4,39614.8752
F,F,R,NONE,Manufacturer#5,2-HIGH,2,MACHINERY,MAIL,2,0.02,21,Brand#54,MED CASE,10,33,4,51857.685
F,F,A,COLLECT COD,Manufacturer#1,2-HIGH,2,MACHINERY,RAIL,1,0.07,21,Brand#13,LG CASE,25,16,4,18917.688
F,F,A,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,2,BUILDING,FOB,4,0,12,Brand#44,JUMBO BOX,24,9,0,14092.245
F,F,A,TAKE BACK RETURN,Manufacturer#4,5-LOW,2,BUILDING,RAIL,1,0.05,12,Brand#43,SM DRUM,4,36,0,41464.4904
F,F,A,COLLECT COD,Manufacturer#5,4-NOT SPECIFIED,2,BUILDING,REG AIR,2,0.08,9,Brand#52,JUMBO BAG,49,36,1,37215.414
F,F,R,TAKE BACK RETURN,Manufacturer#2,1-URGENT,2,AUTOMOBILE,RAIL,2,0.06,21,Brand#25,MED CAN,49,18,4,23509.8324
F,F,A,DELIVER IN PERSON,Manufacturer#5,2-HIGH,2,MACHINERY,REG AIR,5,0.03,8,Brand#54,JUMBO CAN,11,34,2,55994.9094
F,F,R,COLLECT COD,Manufacturer#5,5-LOW,2,HOUSEHOLD,SHIP,5,0.04,8,Brand#55,MED CAN,22,7,2,11375.9919
F,F,A,COLLECT COD,Manufacturer#3,5-LOW,2,AUTOMOBILE,AIR,4,0.06,9,Brand#32,WRAP BAG,46,13,1,22056.4773
F,F,R,COLLECT COD,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,REG AIR,5,0.04,21,Brand#35,JUMBO PKG,30,19,4,23889.46
F,F,A,DELIVER IN PERSON,Manufacturer#3,3-MEDIUM,2,FURNITURE,FOB,1,0.05,8,Brand#33,LG DRUM,46,1,2,979.8067
F,F,A,NONE,Manufacturer#3,1-URGENT,2,BUILDING,TRUCK,5,0.08,12,Brand#34,WRAP BOX,27,37,0,61969.635
F,F,R,DELIVER IN PERSON,Manufacturer#4,2-HIGH,2,FURNITURE,FOB,6,0.01,8,Brand#45,SM DRUM,40,7,2,7413.9212
F,F,R,COLLECT COD,Manufacturer#3,4-NOT SPECIFIED,2,BUILDING,TRUCK,3,0.08,21,Brand#33,LG DRUM,41,5,4,6578.734
F,F,R,TAKE BACK RETURN,Manufacturer#1,1-URGENT,2,HOUSEHOLD,FOB,2,0.06,8,Brand#14,MED CAN,6,34,2,52653.42
