o_orderstatus,sn_regionkey,p_mfgr,o_orderpriority,o_orderdate,l_shipinstruct,l_commitdate,cn_regionkey,l_shipdate,c_mktsegment,l_receiptdate,l_shipmode,p_retailprice,l_linenumber,l_tax,groupcol,aggcol
O,0,Manufacturer#5,2-HIGH,1996-04-29,NONE,1996-07-21,4,1996-07-21,BUILDING,1996-08-15,REG AIR,1877.97,2,0.07,0,20657.67
O,0,Manufacturer#2,2-HIGH,1997-09-25,TAKE BACK RETURN,1997-11-02,2,1997-11-10,AUTOMOBILE,1997-12-06,MAIL,1747.84,2,0.08,0,71661.44
O,1,Manufacturer#5,2-HIGH,1997-09-25,NONE,1997-11-26,2,1997-09-27,AUTOMOBILE,1997-10-27,AIR,1845.94,1,0.08,0,68299.78
O,1,Manufacturer#4,2-HIGH,1995-09-28,NONE,1995-11-17,0,1995-11-07,FURNITURE,1995-11-15,AIR,1675.77,1,0.03,0,31839.63
O,3,Manufacturer#4,2-HIGH,1995-09-28,NONE,1995-10-29,0,1995-10-16,FURNITURE,1995-11-07,REG AIR,1495.59,2,0.03,0,40380.93
F,0,Manufacturer#4,1-URGENT,1992-01-31,NONE,1992-04-05,2,1992-05-29,BUILDING,1992-06-14,SHIP,1389.48,2,0.06,1,61137.12
F,1,Manufacturer#4,1-URGENT,1992-01-31,COLLECT COD,1992-04-24,2,1992-02-15,BUILDING,1992-02-16,SHIP,1407.5,3,0,1,14075
F,3,Manufacturer#5,1-URGENT,1992-01-31,DELIVER IN PERSON,1992-03-09,2,1992-04-27,BUILDING,1992-05-19,SHIP,1897.99,1,0.08,1,79715.58
O,2,Manufacturer#3,4-NOT SPECIFIED,1998-03-23,COLLECT COD,1998-06-01,0,1998-04-18,HOUSEHOLD,1998-05-12,TRUCK,1640.74,1,0.03,0,37737.02
O,3,Manufacturer#4,4-NOT SPECIFIED,1998-03-23,TAKE BACK RETURN,1998-05-30,0,1998-07-10,HOUSEHOLD,1998-07-18,TRUCK,1242.34,3,0.04,0,62117
O,4,Manufacturer#5,4-NOT SPECIFIED,1998-03-23,COLLECT COD,1998-06-19,0,1998-06-19,HOUSEHOLD,1998-07-09,RAIL,1496.59,2,0.08,0,56870.42
O,0,Manufacturer#1,4-NOT SPECIFIED,1998-03-23,COLLECT COD,1998-04-25,0,1998-05-30,HOUSEHOLD,1998-06-15,TRUCK,1601.7,5,0.04,0,80085
O,1,Manufacturer#1,4-NOT SPECIFIED,1998-03-23,NONE,1998-04-22,0,1998-04-10,HOUSEHOLD,1998-05-07,SHIP,1470.56,4,0.04,0,19117.28
F,4,Manufacturer#3,1-URGENT,1995-02-02,DELIVER IN PERSON,1995-04-04,1,1995-03-20,BUILDING,1995-04-11,MAIL,1413.51,1,0.06,1,42405.3
F,1,Manufacturer#1,3-MEDIUM,1992-01-28,NONE,1992-04-26,1,1992-05-21,AUTOMOBILE,1992-05-30,TRUCK,934.03,1,0.07,1,28020.9
F,2,Manufacturer#1,3-MEDIUM,1992-01-28,DELIVER IN PERSON,1992-04-17,1,1992-02-26,AUTOMOBILE,1992-03-20,TRUCK,1229.32,2,0.04,1,7375.92
F,3,Manufacturer#1,3-MEDIUM,1992-01-28,COLLECT COD,1992-03-10,1,1992-03-22,AUTOMOBILE,1992-04-16,FOB,915.01,3,0.06,1,39345.43
F,0,Manufacturer#3,3-MEDIUM,1992-01-28,DELIVER IN PERSON,1992-04-13,1,1992-05-11,AUTOMOBILE,1992-05-26,FOB,1010.11,4,0.06,1,6060.66
F,4,Manufacturer#4,3-MEDIUM,1992-01-28,NONE,1992-02-28,1,1992-05-27,AUTOMOBILE,1992-06-22,SHIP,1721.82,5,0.02,2,20661.84
O,0,Manufacturer#5,4-NOT SPECIFIED,1998-06-22,COLLECT COD,1998-08-29,1,1998-07-29,BUILDING,1998-08-04,TRUCK,1761.86,7,0.03,0,54617.66
O,2,Manufacturer#4,4-NOT SPECIFIED,1998-06-22,COLLECT COD,1998-09-11,1,1998-08-09,BUILDING,1998-08-27,REG AIR,1419.51,5,0.04,0,11356.08
O,4,Manufacturer#3,4-NOT SPECIFIED,1998-06-22,TAKE BACK RETURN,1998-08-29,1,1998-07-31,BUILDING,1998-08-06,SHIP,1258.35,6,0.07,0,3775.05
O,1,Manufacturer#3,4-NOT SPECIFIED,1998-06-22,TAKE BACK RETURN,1998-09-15,1,1998-07-28,BUILDING,1998-08-07,REG AIR,1171.27,1,0.01,0,45679.53
O,4,Manufacturer#2,4-NOT SPECIFIED,1998-06-22,TAKE BACK RETURN,1998-08-10,1,1998-08-24,BUILDING,1998-09-02,MAIL,1231.33,2,0.07,0,16007.29
O,3,Manufacturer#1,4-NOT SPECIFIED,1998-06-22,DELIVER IN PERSON,1998-09-03,1,1998-07-15,BUILDING,1998-08-11,SHIP,1065.16,4,0.05,0,8521.28
F,2,Manufacturer#4,5-LOW,1994-04-18,DELIVER IN PERSON,1994-06-19,2,1994-05-31,AUTOMOBILE,1994-06-07,FOB,1419.51,2,0.04,1,49682.85
F,3,Manufacturer#5,5-LOW,1994-04-18,NONE,1994-06-28,2,1994-06-25,AUTOMOBILE,1994-07-05,RAIL,915.01,1,0.05,2,1830.02
F,2,Manufacturer#3,2-HIGH,1994-07-07,COLLECT COD,1994-08-30,2,1994-10-16,MACHINERY,1994-11-10,MAIL,1382.48,1,0.06,1,47004.32
F,2,Manufacturer#2,2-HIGH,1994-07-07,TAKE BACK RETURN,1994-10-01,2,1994-07-12,MACHINERY,1994-07-28,TRUCK,1838.93,3,0.05,2,42295.39
F,3,Manufacturer#2,2-HIGH,1994-07-07,TAKE BACK RETURN,1994-08-20,2,1994-10-21,MACHINERY,1994-11-17,REG AIR,1332.43,2,0.06,2,10659.44
F,2,Manufacturer#5,2-HIGH,1994-07-07,COLLECT COD,1994-08-30,2,1994-07-11,MACHINERY,1994-07-28,SHIP,1186.28,4,0.05,2,28470.72
F,0,Manufacturer#2,3-MEDIUM,1995-05-27,COLLECT COD,1995-07-11,4,1995-06-14,AUTOMOBILE,1995-07-04,REG AIR,1780.88,1,0.04,3,40960.24
F,4,Manufacturer#2,5-LOW,1994-10-03,NONE,1994-12-13,0,1994-11-03,FURNITURE,1994-11-20,AIR,1862.96,2,0.03,2,57751.76
F,2,Manufacturer#4,5-LOW,1994-10-03,DELIVER IN PERSON,1994-11-25,0,1994-12-04,FURNITURE,1995-01-03,FOB,1389.48,4,0.04,2,16673.76
F,1,Manufacturer#5,5-LOW,1994-10-03,COLLECT COD,1994-12-13,0,1994-12-17,FURNITURE,1994-12-31,TRUCK,1019.11,3,0.02,2,49936.39
F,2,Manufacturer#5,5-LOW,1994-10-03,NONE,1994-11-24,0,1994-11-18,FURNITURE,1994-12-18,MAIL,1734.83,1,0.04,2,32961.77
O,2,Manufacturer#4,4-NOT SPECIFIED,1998-03-17,NONE,1998-06-03,4,1998-06-03,AUTOMOBILE,1998-06-27,AIR,903,1,0.07,0,37926
O,4,Manufacturer#5,5-LOW,1997-04-24,TAKE BACK RETURN,1997-05-30,1,1997-08-06,BUILDING,1997-08-24,TRUCK,1162.26,3,0.03,0,44165.88
O,1,Manufacturer#2,5-LOW,1997-04-24,NONE,1997-06-25,1,1997-07-18,BUILDING,1997-07-26,MAIL,1433.53,6,0.07,0,44439.43
O,0,Manufacturer#5,5-LOW,1997-04-24,TAKE BACK RETURN,1997-06-25,1,1997-06-17,BUILDING,1997-06-19,TRUCK,1307.4,2,0.03,0,9151.8
O,1,Manufacturer#2,5-LOW,1997-04-24,DELIVER IN PERSON,1997-06-02,1,1997-05-26,BUILDING,1997-06-13,RAIL,1792.89,1,0.01,0,75301.38
O,3,Manufacturer#5,5-LOW,1997-04-24,NONE,1997-06-28,1,1997-07-09,BUILDING,1997-08-01,SHIP,1887.98,5,0.02,0,20767.78
O,1,Manufacturer#4,5-LOW,1997-04-24,NONE,1997-07-20,1,1997-08-06,BUILDING,1997-09-03,SHIP,987.08,4,0.01,0,24677
F,2,Manufacturer#1,5-LOW,1993-05-19,NONE,1993-07-19,2,1993-09-02,MACHINERY,1993-09-28,TRUCK,1320.41,2,0.01,1,48855.17
F,2,Manufacturer#4,5-LOW,1993-05-19,DELIVER IN PERSON,1993-07-31,2,1993-07-08,MACHINERY,1993-07-19,REG AIR,1450.55,3,0.08,1,30461.55
F,2,Manufacturer#5,5-LOW,1993-05-19,NONE,1993-07-27,2,1993-07-14,MACHINERY,1993-07-25,REG AIR,1474.57,4,0.05,2,73728.5
F,2,Manufacturer#3,5-LOW,1993-05-19,COLLECT COD,1993-07-15,2,1993-06-28,MACHINERY,1993-07-23,FOB,1594.69,5,0.08,1,19136.28
F,4,Manufacturer#1,5-LOW,1993-05-19,COLLECT COD,1993-08-03,2,1993-06-10,MACHINERY,1993-06-28,RAIL,1321.42,1,0.02,2,42285.44
F,4,Manufacturer#1,5-LOW,1992-09-14,NONE,1992-10-23,1,1992-09-29,AUTOMOBILE,1992-10-08,SHIP,1381.48,3,0.02,1,62166.6
F,3,Manufacturer#1,5-LOW,1992-09-14,DELIVER IN PERSON,1992-11-11,1,1993-01-11,AUTOMOBILE,1993-01-12,FOB,1395.49,4,0.02,1,29305.29
F,4,Manufacturer#3,5-LOW,1992-09-14,COLLECT COD,1992-12-05,1,1992-12-04,AUTOMOBILE,1992-12-15,FOB,1009.1,1,0.02,2,17154.7
F,2,Manufacturer#1,5-LOW,1992-09-14,NONE,1992-11-28,1,1992-09-23,AUTOMOBILE,1992-10-07,AIR,1421.52,2,0.03,1,42645.6
O,4,Manufacturer#4,4-NOT SPECIFIED,1997-06-01,DELIVER IN PERSON,1997-08-20,4,1997-07-01,FURNITURE,1997-07-13,FOB,1662.76,3,0.02,0,73161.44
O,3,Manufacturer#1,4-NOT SPECIFIED,1997-06-01,TAKE BACK RETURN,1997-08-24,4,1997-06-06,FURNITURE,1997-07-02,RAIL,1312.41,5,0.03,0,10499.28
O,0,Manufacturer#5,4-NOT SPECIFIED,1997-06-01,TAKE BACK RETURN,1997-07-01,4,1997-08-07,FURNITURE,1997-08-30,TRUCK,925.02,1,0.06,0,44400.96
O,1,Manufacturer#2,4-NOT SPECIFIED,1997-06-01,DELIVER IN PERSON,1997-08-21,4,1997-06-28,FURNITURE,1997-07-04,MAIL,973.07,2,0.08,0,42815.08
O,1,Manufacturer#1,4-NOT SPECIFIED,1997-06-01,TAKE BACK RETURN,1997-08-26,4,1997-07-08,FURNITURE,1997-08-03,MAIL,1720.82,4,0.01,0,8604.1
F,1,Manufacturer#2,4-NOT SPECIFIED,1992-10-15,DELIVER IN PERSON,1992-12-12,3,1993-01-26,AUTOMOBILE,1993-02-20,RAIL,1704.8,3,0.02,2,34096
F,1,Manufacturer#1,4-NOT SPECIFIED,1992-10-15,TAKE BACK RETURN,1992-12-15,3,1992-11-18,AUTOMOBILE,1992-11-28,RAIL,1273.37,1,0.03,1,61121.76
F,2,Manufacturer#5,4-NOT SPECIFIED,1992-10-15,COLLECT COD,1993-01-11,3,1993-01-07,AUTOMOBILE,1993-01-20,SHIP,964.06,2,0.05,1,28921.8
O,2,Manufacturer#4,3-MEDIUM,1998-06-02,COLLECT COD,1998-08-12,0,1998-07-07,BUILDING,1998-08-02,FOB,1693.79,2,0.03,0,23713.06
O,2,Manufacturer#2,3-MEDIUM,1998-06-02,NONE,1998-07-16,0,1998-06-10,BUILDING,1998-07-08,TRUCK,1138.23,3,0.07,0,22764.6
O,2,Manufacturer#1,3-MEDIUM,1998-06-02,NONE,1998-08-03,0,1998-08-24,BUILDING,1998-09-06,REG AIR,1484.58,1,0.08,0,35629.92
O,1,Manufacturer#2,1-URGENT,1995-11-15,NONE,1996-01-27,4,1996-01-25,FURNITURE,1996-02-12,SHIP,1637.73,5,0,0,19652.76
O,2,Manufacturer#2,1-URGENT,1995-11-15,TAKE BACK RETURN,1996-02-06,4,1995-12-06,FURNITURE,1995-12-16,SHIP,1799.89,6,0.07,0,37797.69
O,3,Manufacturer#4,1-URGENT,1995-11-15,NONE,1996-02-03,4,1996-02-09,FURNITURE,1996-03-04,RAIL,1364.46,1,0,0,42298.26
O,2,Manufacturer#2,1-URGENT,1995-11-15,COLLECT COD,1996-01-13,4,1996-01-04,FURNITURE,1996-01-06,FOB,1796.89,2,0,0,79063.16
O,2,Manufacturer#2,1-URGENT,1995-11-15,DELIVER IN PERSON,1996-01-25,4,1996-02-07,FURNITURE,1996-03-04,MAIL,972.07,3,0.02,0,27217.96
O,2,Manufacturer#4,1-URGENT,1995-11-15,TAKE BACK RETURN,1995-12-20,4,1996-02-24,FURNITURE,1996-03-06,MAIL,1254.35,7,0.03,0,22578.3
O,2,Manufacturer#1,1-URGENT,1995-11-15,NONE,1996-01-23,4,1996-01-06,FURNITURE,1996-01-26,RAIL,1025.12,4,0.08,0,47155.52
O,3,Manufacturer#2,1-URGENT,1997-09-08,COLLECT COD,1997-11-09,1,1997-10-16,BUILDING,1997-11-07,SHIP,1437.53,3,0.07,0,8625.18
O,2,Manufacturer#2,1-URGENT,1997-09-08,NONE,1997-11-11,1,1997-11-28,BUILDING,1997-12-18,FOB,1299.39,1,0.04,0,20790.24
O,2,Manufacturer#3,1-URGENT,1997-09-08,TAKE BACK RETURN,1997-10-26,1,1997-11-06,BUILDING,1997-11-11,SHIP,1509.6,2,0.07,0,36230.4
O,1,Manufacturer#4,1-URGENT,1997-09-08,COLLECT COD,1997-10-09,1,1997-11-21,BUILDING,1997-12-15,FOB,987.08,4,0,0,47379.84
O,1,Manufacturer#4,5-LOW,1996-03-13,NONE,1996-04-23,4,1996-05-25,AUTOMOBILE,1996-06-10,FOB,1003.1,1,0.06,0,47145.7
O,0,Manufacturer#5,5-LOW,1996-03-13,COLLECT COD,1996-05-12,4,1996-04-03,AUTOMOBILE,1996-04-19,MAIL,942.04,2,0.07,0,26377.12
O,2,Manufacturer#5,5-LOW,1996-03-13,TAKE BACK RETURN,1996-05-16,4,1996-06-27,AUTOMOBILE,1996-07-11,SHIP,1478.57,3,0.06,0,5914.28
O,4,Manufacturer#2,5-LOW,1996-03-13,NONE,1996-04-24,4,1996-04-19,AUTOMOBILE,1996-05-09,RAIL,1134.23,4,0.04,0,14744.99
O,2,Manufacturer#3,5-LOW,1996-03-13,COLLECT COD,1996-04-14,4,1996-07-07,AUTOMOBILE,1996-07-16,AIR,1126.22,5,0.08,0,9009.76
O,3,Manufacturer#4,1-URGENT,1997-04-16,DELIVER IN PERSON,1997-06-24,0,1997-05-13,MACHINERY,1997-06-11,REG AIR,1719.81,4,0.04,0,3439.62
O,2,Manufacturer#4,1-URGENT,1997-04-16,DELIVER IN PERSON,1997-06-30,0,1997-05-18,MACHINERY,1997-06-02,AIR,1810.9,1,0.03,0,25352.6
O,2,Manufacturer#2,1-URGENT,1997-04-16,TAKE BACK RETURN,1997-07-13,0,1997-08-04,MACHINERY,1997-08-11,SHIP,1594.69,3,0,0,39867.25
O,2,Manufacturer#1,1-URGENT,1997-04-16,DELIVER IN PERSON,1997-06-04,0,1997-07-23,MACHINERY,1997-07-30,REG AIR,1571.67,5,0.07,0,51865.11
O,2,Manufacturer#5,1-URGENT,1997-04-16,COLLECT COD,1997-06-24,0,1997-05-20,MACHINERY,1997-05-22,TRUCK,1298.39,2,0.04,0,38951.7
O,3,Manufacturer#3,3-MEDIUM,1995-07-19,DELIVER IN PERSON,1995-09-14,1,1995-08-09,AUTOMOBILE,1995-08-10,TRUCK,1222.32,2,0.03,0,14667.84
O,2,Manufacturer#2,3-MEDIUM,1995-07-19,COLLECT COD,1995-10-10,1,1995-10-04,AUTOMOBILE,1995-10-22,AIR,1297.39,1,0.03,0,57085.16
O,0,Manufacturer#1,3-MEDIUM,1995-07-19,DELIVER IN PERSON,1995-08-27,1,1995-11-17,AUTOMOBILE,1995-12-16,REG AIR,1254.35,4,0.02,0,62717.5
O,2,Manufacturer#5,3-MEDIUM,1995-07-19,COLLECT COD,1995-10-16,1,1995-08-12,AUTOMOBILE,1995-09-04,AIR,1823.92,3,0.05,0,14591.36
O,0,Manufacturer#3,5-LOW,1997-06-25,COLLECT COD,1997-08-11,1,1997-10-16,MACHINERY,1997-11-11,SHIP,1583.68,1,0,0,63347.2
O,2,Manufacturer#4,5-LOW,1997-06-25,DELIVER IN PERSON,1997-09-09,1,1997-10-02,MACHINERY,1997-10-15,AIR,1495.59,3,0.07,0,20938.26
O,2,Manufacturer#4,5-LOW,1997-06-25,TAKE BACK RETURN,1997-08-12,1,1997-08-18,MACHINERY,1997-09-01,REG AIR,1495.59,4,0.04,0,44867.7
O,0,Manufacturer#5,5-LOW,1997-06-25,TAKE BACK RETURN,1997-09-03,1,1997-07-29,MACHINERY,1997-08-21,FOB,1356.45,6,0.08,0,8138.7
O,3,Manufacturer#5,5-LOW,1997-06-25,NONE,1997-09-13,1,1997-09-03,MACHINERY,1997-09-20,AIR,1202.3,5,0.01,0,3606.9
O,2,Manufacturer#2,5-LOW,1997-06-25,NONE,1997-08-05,1,1997-09-14,MACHINERY,1997-09-29,AIR,1509.6,2,0.08,0,51326.4
O,1,Manufacturer#2,5-LOW,1997-06-25,COLLECT COD,1997-08-05,1,1997-08-26,MACHINERY,1997-08-31,MAIL,949.04,7,0.07,0,1898.08
O,3,Manufacturer#4,3-MEDIUM,1997-03-10,NONE,1997-05-02,4,1997-06-04,FURNITURE,1997-06-14,REG AIR,1401.5,1,0.04,0,68673.5
O,0,Manufacturer#3,3-MEDIUM,1997-03-10,TAKE BACK RETURN,1997-05-30,4,1997-06-27,FURNITURE,1997-07-07,MAIL,1585.68,2,0.05,0,52327.44
O,3,Manufacturer#3,1-URGENT,1996-11-12,COLLECT COD,1997-01-21,2,1996-12-23,HOUSEHOLD,1997-01-17,MAIL,1794.89,6,0.01,0,28718.24
O,3,Manufacturer#4,1-URGENT,1996-11-12,NONE,1997-01-14,2,1997-02-21,HOUSEHOLD,1997-03-12,REG AIR,1395.49,5,0.06,0,36282.74
O,1,Manufacturer#3,1-URGENT,1996-11-12,DELIVER IN PERSON,1997-01-31,2,1997-02-28,HOUSEHOLD,1997-03-13,RAIL,1050.15,1,0.03,0,46206.6
O,1,Manufacturer#4,1-URGENT,1996-11-12,NONE,1997-02-07,2,1997-01-09,HOUSEHOLD,1997-01-16,AIR,1304.4,4,0.06,0,44349.6
O,3,Manufacturer#1,1-URGENT,1996-11-12,DELIVER IN PERSON,1997-02-05,2,1996-12-28,HOUSEHOLD,1997-01-14,RAIL,1833.93,2,0.06,0,84360.78
O,4,Manufacturer#5,1-URGENT,1996-11-12,DELIVER IN PERSON,1997-02-03,2,1997-02-22,HOUSEHOLD,1997-03-01,AIR,1496.59,3,0,0,31428.39
F,3,Manufacturer#3,4-NOT SPECIFIED,1995-02-05,TAKE BACK RETURN,1995-03-29,3,1995-05-29,BUILDING,1995-06-22,REG AIR,1517.61,1,0.04,3,31869.81
F,3,Manufacturer#3,4-NOT SPECIFIED,1995-02-05,NONE,1995-04-17,3,1995-03-09,BUILDING,1995-03-26,SHIP,1506.6,2,0.05,2,51224.4
F,2,Manufacturer#3,4-NOT SPECIFIED,1995-02-05,TAKE BACK RETURN,1995-03-19,3,1995-04-04,BUILDING,1995-04-27,MAIL,1340.44,3,0.07,2,25468.36
F,4,Manufacturer#1,5-LOW,1992-02-03,TAKE BACK RETURN,1992-03-14,2,1992-04-22,MACHINERY,1992-04-24,MAIL,969.06,5,0,2,23257.44
F,0,Manufacturer#2,5-LOW,1992-02-03,DELIVER IN PERSON,1992-05-03,2,1992-05-09,MACHINERY,1992-05-18,RAIL,1119.21,3,0.05,2,13430.52
F,0,Manufacturer#3,5-LOW,1992-02-03,COLLECT COD,1992-04-27,2,1992-02-29,MACHINERY,1992-03-15,REG AIR,1636.73,1,0.04,1,21277.49
F,1,Manufacturer#3,5-LOW,1992-02-03,COLLECT COD,1992-04-18,2,1992-04-20,MACHINERY,1992-05-02,REG AIR,1235.33,2,0.06,1,45707.21
F,4,Manufacturer#5,5-LOW,1992-02-03,TAKE BACK RETURN,1992-03-15,2,1992-05-25,MACHINERY,1992-06-03,MAIL,1156.25,4,0.08,1,12718.75
O,4,Manufacturer#3,5-LOW,1995-10-31,COLLECT COD,1995-12-13,1,1995-11-20,FURNITURE,1995-12-09,TRUCK,1414.51,1,0.01,0,67896.48
O,2,Manufacturer#3,5-LOW,1995-12-17,COLLECT COD,1996-02-25,3,1996-04-05,BUILDING,1996-05-04,AIR,1689.78,3,0.06,0,62521.86
O,1,Manufacturer#5,5-LOW,1995-12-17,NONE,1996-02-17,3,1996-02-28,BUILDING,1996-03-23,MAIL,1550.64,5,0.04,0,46519.2
O,1,Manufacturer#4,5-LOW,1995-12-17,DELIVER IN PERSON,1996-01-24,3,1996-03-29,BUILDING,1996-04-15,TRUCK,1828.92,4,0.07,0,60354.36
O,3,Manufacturer#1,5-LOW,1995-12-17,COLLECT COD,1996-02-19,3,1996-03-08,BUILDING,1996-04-07,REG AIR,1824.92,6,0.08,0,63872.2
O,4,Manufacturer#5,5-LOW,1995-12-17,DELIVER IN PERSON,1996-03-12,3,1996-03-16,BUILDING,1996-04-01,RAIL,1835.93,1,0.04,0,88124.64
O,2,Manufacturer#5,5-LOW,1995-12-17,COLLECT COD,1996-01-25,3,1996-03-22,BUILDING,1996-04-14,FOB,1449.54,2,0.01,0,31889.88
O,3,Manufacturer#5,3-MEDIUM,1998-02-08,TAKE BACK RETURN,1998-03-22,3,1998-03-23,MACHINERY,1998-04-21,REG AIR,1751.85,2,0.06,0,50803.65
O,3,Manufacturer#3,3-MEDIUM,1998-02-08,TAKE BACK RETURN,1998-03-15,3,1998-03-23,MACHINERY,1998-04-13,AIR,1681.78,1,0,0,79043.66
O,1,Manufacturer#3,3-MEDIUM,1998-02-19,DELIVER IN PERSON,1998-04-07,4,1998-03-26,FURNITURE,1998-04-04,REG AIR,995.09,1,0.08,0,33833.06
O,2,Manufacturer#1,3-MEDIUM,1998-02-19,DELIVER IN PERSON,1998-04-20,4,1998-04-29,FURNITURE,1998-05-07,FOB,1682.78,2,0.04,0,33655.6
O,2,Manufacturer#3,4-NOT SPECIFIED,1997-05-17,DELIVER IN PERSON,1997-07-06,0,1997-07-05,HOUSEHOLD,1997-07-10,SHIP,941.04,6,0.08,0,18820.8
O,3,Manufacturer#5,4-NOT SPECIFIED,1997-05-17,TAKE BACK RETURN,1997-07-10,0,1997-07-19,HOUSEHOLD,1997-08-05,RAIL,1621.72,2,0.04,0,24325.8
O,1,Manufacturer#1,4-NOT SPECIFIED,1997-05-17,NONE,1997-06-20,0,1997-07-31,HOUSEHOLD,1997-08-04,AIR,1048.14,5,0.02,0,1048.14
O,3,Manufacturer#5,4-NOT SPECIFIED,1997-05-17,NONE,1997-07-28,0,1997-07-11,HOUSEHOLD,1997-07-16,REG AIR,1105.2,3,0.02,0,24314.4
O,2,Manufacturer#5,4-NOT SPECIFIED,1997-05-17,TAKE BACK RETURN,1997-07-01,0,1997-06-21,HOUSEHOLD,1997-07-12,TRUCK,1864.96,1,0.02,0,55948.8
O,0,Manufacturer#1,4-NOT SPECIFIED,1997-05-17,TAKE BACK RETURN,1997-07-22,0,1997-06-28,HOUSEHOLD,1997-07-11,FOB,1128.22,4,0,0,23692.62
F,2,Manufacturer#2,2-HIGH,1992-08-29,COLLECT COD,1992-10-02,2,1992-09-06,FURNITURE,1992-09-16,MAIL,1390.48,1,0.05,2,47276.32
F,2,Manufacturer#2,3-MEDIUM,1992-10-07,NONE,1992-12-07,1,1992-11-29,FURNITURE,1992-12-21,FOB,1638.73,3,0.08,1,26219.68
F,1,Manufacturer#5,3-MEDIUM,1992-10-07,NONE,1992-11-13,1,1993-01-09,FURNITURE,1993-01-27,RAIL,1220.32,2,0.04,2,14643.84
F,3,Manufacturer#5,3-MEDIUM,1992-10-07,COLLECT COD,1992-11-15,1,1992-11-21,FURNITURE,1992-11-24,FOB,1131.23,1,0.05,1,50905.35
F,4,Manufacturer#3,3-MEDIUM,1992-10-07,COLLECT COD,1992-12-04,1,1992-11-13,FURNITURE,1992-12-07,TRUCK,1199.29,5,0.01,2,29982.25
F,2,Manufacturer#2,3-MEDIUM,1992-10-07,TAKE BACK RETURN,1992-12-20,1,1992-12-10,FURNITURE,1992-12-24,RAIL,1201.3,4,0.08,1,45649.4
F,2,Manufacturer#1,5-LOW,1993-07-23,COLLECT COD,1993-10-20,3,1993-09-22,BUILDING,1993-10-20,TRUCK,1845.94,2,0.04,2,77529.48
F,0,Manufacturer#1,5-LOW,1993-07-23,COLLECT COD,1993-10-03,3,1993-11-10,BUILDING,1993-12-04,FOB,1764.86,1,0.07,1,38826.92
F,2,Manufacturer#2,5-LOW,1993-07-23,DELIVER IN PERSON,1993-09-02,3,1993-09-26,BUILDING,1993-10-12,SHIP,1838.93,3,0.06,1,55167.9
F,3,Manufacturer#2,3-MEDIUM,1993-08-14,COLLECT COD,1993-09-24,4,1993-11-22,HOUSEHOLD,1993-12-17,SHIP,1756.85,5,0,2,15811.65
F,1,Manufacturer#3,3-MEDIUM,1993-08-14,COLLECT COD,1993-11-02,4,1993-11-04,HOUSEHOLD,1993-11-26,AIR,1631.73,2,0.01,2,22844.22
F,2,Manufacturer#2,3-MEDIUM,1993-08-14,COLLECT COD,1993-10-16,4,1993-10-13,HOUSEHOLD,1993-10-29,TRUCK,1055.15,1,0.05,2,5275.75
F,2,Manufacturer#2,3-MEDIUM,1993-08-14,TAKE BACK RETURN,1993-09-26,4,1993-08-24,HOUSEHOLD,1993-09-13,FOB,1654.75,6,0.08,1,6619
F,3,Manufacturer#5,3-MEDIUM,1993-08-14,COLLECT COD,1993-10-31,4,1993-10-30,HOUSEHOLD,1993-11-03,AIR,1445.54,3,0.06,1,56376.06
F,0,Manufacturer#3,3-MEDIUM,1993-08-14,NONE,1993-09-16,4,1993-08-16,HOUSEHOLD,1993-08-17,AIR,1608.7,4,0.06,2,17695.7
F,1,Manufacturer#3,1-URGENT,1992-04-04,NONE,1992-06-21,4,1992-04-25,FURNITURE,1992-05-09,RAIL,1257.35,4,0.02,1,32691.1
F,0,Manufacturer#1,1-URGENT,1992-04-04,COLLECT COD,1992-06-16,4,1992-06-10,FURNITURE,1992-06-11,MAIL,1021.12,2,0.08,2,19401.28
F,2,Manufacturer#5,1-URGENT,1992-04-04,NONE,1992-05-23,4,1992-06-03,FURNITURE,1992-07-01,TRUCK,1856.95,1,0.03,2,40852.9
F,2,Manufacturer#1,1-URGENT,1992-04-04,COLLECT COD,1992-06-24,4,1992-07-08,FURNITURE,1992-08-02,AIR,1074.17,5,0.06,1,19335.06
F,3,Manufacturer#5,1-URGENT,1992-04-04,COLLECT COD,1992-05-08,4,1992-07-30,FURNITURE,1992-08-28,REG AIR,950.04,3,0,1,2850.12
F,2,Manufacturer#3,1-URGENT,1992-04-04,DELIVER IN PERSON,1992-05-04,4,1992-04-15,FURNITURE,1992-04-21,SHIP,1112.21,6,0.04,2,11122.1
O,0,Manufacturer#1,2-HIGH,1996-08-31,COLLECT COD,1996-10-26,4,1996-10-02,FURNITURE,1996-10-17,REG AIR,1317.41,1,0.04,0,42157.12
F,1,Manufacturer#1,1-URGENT,1995-02-11,TAKE BACK RETURN,1995-05-08,0,1995-04-07,BUILDING,1995-04-12,RAIL,1729.82,1,0.03,2,79571.72
F,3,Manufacturer#1,1-URGENT,1995-02-11,COLLECT COD,1995-04-03,0,1995-04-03,BUILDING,1995-05-01,MAIL,1633.73,2,0,1,42476.98
F,0,Manufacturer#5,1-URGENT,1995-02-11,TAKE BACK RETURN,1995-04-16,0,1995-04-03,BUILDING,1995-04-14,AIR,953.05,6,0.06,2,10483.55
