o_orderstatus,sn_regionkey,p_mfgr,o_orderpriority,o_orderdate,l_shipinstruct,l_commitdate,cn_regionkey,l_shipdate,c_mktsegment,l_receiptdate,l_shipmode,p_retailprice,l_linenumber,l_tax,groupcol,aggcol
O,3,Manufacturer#2,5-LOW,1996-03-13,TAKE BACK RETURN,1996-05-29,3,1996-05-11,HOUSEHOLD,1996-06-06,SHIP,1044.14,1,0.01,0,19734.246
O,3,Manufacturer#4,5-LOW,1996-03-13,DELIVER IN PERSON,1996-06-09,3,1996-03-16,HOUSEHOLD,1996-04-09,TRUCK,1630.73,2,0.06,0,19177.3848
O,2,Manufacturer#1,5-LOW,1996-03-13,DELIVER IN PERSON,1996-05-28,3,1996-06-16,HOUSEHOLD,1996-06-22,MAIL,923.02,5,0.04,0,29721.244
O,0,Manufacturer#1,5-LOW,1996-03-13,COLLECT COD,1996-05-27,3,1996-06-26,HOUSEHOLD,1996-06-29,AIR,1671.77,4,0,0,79459.2281
O,2,Manufacturer#3,5-LOW,1997-02-16,COLLECT COD,1997-03-31,1,1997-03-19,FURNITURE,1997-03-29,MAIL,1711.81,3,0.03,0,28518.7546
O,1,Manufacturer#5,5-LOW,1997-02-16,TAKE BACK RETURN,1997-04-30,1,1997-05-17,FURNITURE,1997-06-12,FOB,1488.58,4,0.05,0,7442.9
O,3,Manufacturer#1,5-LOW,1997-02-16,NONE,1997-04-21,1,1997-04-06,FURNITURE,1997-04-25,RAIL,1424.52,1,0.02,0,14416.1424
O,2,Manufacturer#1,5-LOW,1997-02-16,COLLECT COD,1997-04-16,1,1997-05-31,FURNITURE,1997-06-28,REG AIR,1772.87,6,0.06,0,71233.9166
O,2,Manufacturer#1,5-LOW,1997-02-16,NONE,1997-05-15,1,1997-04-12,FURNITURE,1997-04-14,TRUCK,1843.94,5,0.04,0,37321.3456
O,1,Manufacturer#5,5-LOW,1997-02-16,COLLECT COD,1997-03-30,1,1997-05-10,FURNITURE,1997-05-25,TRUCK,1823.92,2,0.07,0,77042.3808
F,1,Manufacturer#3,2-HIGH,1994-07-06,TAKE BACK RETURN,1994-09-15,0,1994-07-23,HOUSEHOLD,1994-08-14,AIR,1181.28,6,0.05,1,15876.4032
F,0,Manufacturer#4,2-HIGH,1994-07-06,COLLECT COD,1994-08-28,0,1994-07-25,HOUSEHOLD,1994-08-20,SHIP,903,3,0,1,23478
F,0,Manufacturer#3,2-HIGH,1994-07-06,COLLECT COD,1994-09-24,0,1994-07-21,HOUSEHOLD,1994-07-28,MAIL,1520.62,4,0.04,1,64230.9888
F,2,Manufacturer#2,2-HIGH,1994-07-06,DELIVER IN PERSON,1994-08-24,0,1994-07-11,HOUSEHOLD,1994-08-07,MAIL,1557.65,2,0.06,2,20046.9555
F,2,Manufacturer#3,2-HIGH,1994-07-06,COLLECT COD,1994-08-10,0,1994-07-19,HOUSEHOLD,1994-07-27,TRUCK,1581.68,1,0.01,2,29450.8816
F,3,Manufacturer#3,2-HIGH,1994-07-06,DELIVER IN PERSON,1994-08-07,0,1994-10-14,HOUSEHOLD,1994-11-07,TRUCK,1340.44,5,0.06,1,54261.0112
F,3,Manufacturer#1,2-HIGH,1994-05-20,NONE,1994-07-10,1,1994-09-05,MACHINERY,1994-10-03,REG AIR,1816.91,2,0.04,1,51255.0311
F,2,Manufacturer#3,2-HIGH,1994-05-20,TAKE BACK RETURN,1994-07-11,1,1994-06-26,MACHINERY,1994-07-21,SHIP,1107.2,1,0.05,1,19353.856
F,0,Manufacturer#5,3-MEDIUM,1992-02-22,COLLECT COD,1992-04-03,2,1992-04-13,FURNITURE,1992-04-22,REG AIR,1620.71,2,0.04,2,70014.672
F,3,Manufacturer#2,3-MEDIUM,1992-02-22,COLLECT COD,1992-05-03,2,1992-03-17,FURNITURE,1992-03-27,RAIL,985.08,6,0.03,2,2866.5828
F,1,Manufacturer#4,3-MEDIUM,1992-02-22,COLLECT COD,1992-03-23,2,1992-04-14,FURNITURE,1992-05-06,REG AIR,1589.68,4,0.05,1,1446.6088
F,3,Manufacturer#5,3-MEDIUM,1992-02-22,TAKE BACK RETURN,1992-04-24,2,1992-05-16,FURNITURE,1992-06-01,TRUCK,970.06,3,0,1,37250.304
F,0,Manufacturer#4,3-MEDIUM,1992-02-22,TAKE BACK RETURN,1992-05-02,2,1992-05-03,FURNITURE,1992-05-26,MAIL,1314.41,1,0,2,24842.349
F,4,Manufacturer#5,3-MEDIUM,1992-02-22,COLLECT COD,1992-05-01,2,1992-03-15,FURNITURE,1992-03-21,FOB,1848.94,5,0.06,2,56133.8184
O,1,Manufacturer#4,2-HIGH,1998-05-03,TAKE BACK RETURN,1998-07-08,3,1998-07-17,BUILDING,1998-08-14,SHIP,1264.36,1,0.07,0,23517.096
O,2,Manufacturer#1,3-MEDIUM,1996-08-06,COLLECT COD,1996-09-23,1,1996-10-27,MACHINERY,1996-11-07,SHIP,978.07,1,0,0,24031.1799
O,4,Manufacturer#3,3-MEDIUM,1996-08-06,DELIVER IN PERSON,1996-09-17,1,1996-10-01,MACHINERY,1996-10-16,TRUCK,1265.36,5,0.06,0,36088.0672
O,4,Manufacturer#4,3-MEDIUM,1996-08-06,NONE,1996-11-02,1,1996-09-19,MACHINERY,1996-09-28,REG AIR,1386.48,3,0.05,0,59785.0176
O,4,Manufacturer#2,3-MEDIUM,1996-08-06,COLLECT COD,1996-09-14,1,1996-10-01,MACHINERY,1996-10-17,SHIP,1581.68,4,0.03,0,16180.5864
O,1,Manufacturer#1,3-MEDIUM,1996-08-06,TAKE BACK RETURN,1996-09-12,1,1996-11-28,MACHINERY,1996-11-29,REG AIR,1856.95,6,0.03,0,53480.16
O,3,Manufacturer#2,3-MEDIUM,1996-08-06,COLLECT COD,1996-09-12,1,1996-08-28,MACHINERY,1996-09-09,FOB,1431.53,2,0.05,0,38651.31
F,4,Manufacturer#5,4-NOT SPECIFIED,1992-03-12,TAKE BACK RETURN,1992-04-12,0,1992-03-15,MACHINERY,1992-04-01,AIR,1856.95,5,0.05,1,86459.592
F,4,Manufacturer#5,4-NOT SPECIFIED,1992-03-12,TAKE BACK RETURN,1992-05-28,0,1992-04-15,MACHINERY,1992-04-30,FOB,1587.68,3,0.02,1,58204.3488
F,2,Manufacturer#1,4-NOT SPECIFIED,1992-03-12,NONE,1992-05-16,0,1992-06-14,MACHINERY,1992-06-25,SHIP,1549.64,2,0.02,1,21478.0104
F,1,Manufacturer#3,4-NOT SPECIFIED,1992-03-12,COLLECT COD,1992-05-01,0,1992-06-02,MACHINERY,1992-06-11,FOB,1519.61,1,0.04,2,7446.089
F,2,Manufacturer#4,4-NOT SPECIFIED,1992-03-12,NONE,1992-04-23,0,1992-04-03,MACHINERY,1992-04-18,AIR,1601.7,4,0.04,2,66246.312
O,2,Manufacturer#2,1-URGENT,1998-02-28,NONE,1998-05-26,4,1998-04-21,FURNITURE,1998-05-14,MAIL,906,1,0.06,0,20629.62
O,2,Manufacturer#2,5-LOW,1997-01-28,TAKE BACK RETURN,1997-04-02,3,1997-03-11,MACHINERY,1997-04-03,TRUCK,1036.13,1,0,0,16381.2153
O,3,Manufacturer#2,5-LOW,1997-01-28,TAKE BACK RETURN,1997-04-04,3,1997-02-20,MACHINERY,1997-02-21,AIR,1830.93,3,0.07,0,47604.18
O,0,Manufacturer#3,5-LOW,1997-01-28,COLLECT COD,1997-04-02,3,1997-03-19,MACHINERY,1997-04-16,AIR,1231.33,2,0.08,0,4679.054
F,3,Manufacturer#4,5-LOW,1992-02-02,COLLECT COD,1992-03-19,1,1992-02-22,AUTOMOBILE,1992-03-03,FOB,1401.5,4,0.06,2,3994.275
F,0,Manufacturer#3,5-LOW,1992-02-02,DELIVER IN PERSON,1992-03-26,1,1992-05-30,AUTOMOBILE,1992-06-05,FOB,1493.59,1,0.05,2,26391.7353
F,0,Manufacturer#1,5-LOW,1992-02-02,NONE,1992-04-10,1,1992-05-14,AUTOMOBILE,1992-05-17,FOB,1570.67,2,0,1,21109.8048
F,3,Manufacturer#3,5-LOW,1992-02-02,DELIVER IN PERSON,1992-04-06,1,1992-03-20,AUTOMOBILE,1992-04-04,FOB,1135.23,3,0.06,1,9081.84
F,2,Manufacturer#2,5-LOW,1992-02-02,NONE,1992-04-21,1,1992-02-04,AUTOMOBILE,1992-02-27,REG AIR,1770.86,5,0.08,1,45581.9364
O,1,Manufacturer#4,2-HIGH,1995-10-04,DELIVER IN PERSON,1995-11-19,1,1996-01-31,HOUSEHOLD,1996-02-01,FOB,1423.52,1,0.04,0,52143.5376
O,1,Manufacturer#5,2-HIGH,1995-10-04,COLLECT COD,1995-12-26,1,1995-11-29,HOUSEHOLD,1995-12-02,FOB,1191.29,4,0.01,0,35834.0032
O,2,Manufacturer#2,2-HIGH,1995-10-04,COLLECT COD,1995-12-05,1,1996-01-16,HOUSEHOLD,1996-01-30,MAIL,1501.6,3,0,0,10195.864
O,1,Manufacturer#1,2-HIGH,1995-10-04,DELIVER IN PERSON,1995-12-10,1,1995-10-10,HOUSEHOLD,1995-11-02,SHIP,1092.19,2,0.05,0,5351.731
O,2,Manufacturer#2,2-HIGH,1995-10-04,DELIVER IN PERSON,1995-11-30,1,1995-12-07,HOUSEHOLD,1995-12-15,RAIL,955.05,5,0.07,0,869.0955
O,1,Manufacturer#3,2-HIGH,1995-10-04,TAKE BACK RETURN,1995-12-12,1,1995-11-27,HOUSEHOLD,1995-12-25,RAIL,1591.69,6,0.02,0,21615.1502
O,1,Manufacturer#1,1-URGENT,1995-10-04,DELIVER IN PERSON,1995-12-23,1,1995-10-11,HOUSEHOLD,1995-11-03,FOB,1819.91,3,0.01,0,76072.238
O,2,Manufacturer#2,1-URGENT,1995-10-04,TAKE BACK RETURN,1995-11-09,1,1995-10-12,HOUSEHOLD,1995-10-13,MAIL,1444.54,2,0.02,0,41891.66
O,0,Manufacturer#3,1-URGENT,1995-10-04,NONE,1995-11-04,1,1995-12-19,HOUSEHOLD,1996-01-11,RAIL,1014.11,1,0.06,0,30179.9136
O,3,Manufacturer#4,1-URGENT,1995-10-04,DELIVER IN PERSON,1995-12-22,1,1995-10-23,HOUSEHOLD,1995-11-09,SHIP,1790.88,4,0.07,0,32235.84
O,4,Manufacturer#3,4-NOT SPECIFIED,1997-01-14,TAKE BACK RETURN,1997-02-16,2,1997-03-29,MACHINERY,1997-04-02,MAIL,1833.93,2,0.05,0,47205.3582
O,1,Manufacturer#4,4-NOT SPECIFIED,1997-01-14,TAKE BACK RETURN,1997-04-08,2,1997-04-18,MACHINERY,1997-04-21,SHIP,1721.82,4,0.02,0,77481.9
O,3,Manufacturer#4,4-NOT SPECIFIED,1997-01-14,DELIVER IN PERSON,1997-03-05,2,1997-02-01,MACHINERY,1997-02-16,TRUCK,1620.72,3,0.03,0,64456.0344
O,1,Manufacturer#1,4-NOT SPECIFIED,1997-01-14,DELIVER IN PERSON,1997-03-12,2,1997-04-27,MACHINERY,1997-05-20,RAIL,1756.85,1,0.03,0,19395.624
F,0,Manufacturer#3,1-URGENT,1994-07-28,COLLECT COD,1994-10-12,3,1994-10-23,FURNITURE,1994-11-10,AIR,1167.26,1,0.04,1,46573.674
F,3,Manufacturer#1,5-LOW,1992-06-23,TAKE BACK RETURN,1992-08-25,1,1992-06-29,BUILDING,1992-07-12,SHIP,1240.33,1,0.05,2,44775.913
F,2,Manufacturer#5,5-LOW,1992-06-23,COLLECT COD,1992-08-27,1,1992-09-01,BUILDING,1992-09-18,REG AIR,1045.14,2,0.06,1,16523.6634
F,1,Manufacturer#3,5-LOW,1992-06-23,NONE,1992-09-20,1,1992-08-25,BUILDING,1992-09-06,REG AIR,916.01,3,0.05,2,24970.4326
F,2,Manufacturer#3,5-LOW,1992-06-23,COLLECT COD,1992-07-23,1,1992-09-17,BUILDING,1992-09-28,RAIL,1226.32,4,0.07,2,27077.1456
O,4,Manufacturer#1,3-MEDIUM,1998-04-10,TAKE BACK RETURN,1998-06-16,0,1998-05-10,FURNITURE,1998-05-28,TRUCK,960.06,6,0.04,0,2678.5674
O,0,Manufacturer#1,3-MEDIUM,1998-04-10,TAKE BACK RETURN,1998-05-30,0,1998-04-16,FURNITURE,1998-04-19,RAIL,1020.12,2,0.02,0,30358.7712
O,3,Manufacturer#3,3-MEDIUM,1998-04-10,NONE,1998-06-27,0,1998-04-11,FURNITURE,1998-04-29,SHIP,1243.34,4,0.02,0,28049.7504
O,3,Manufacturer#5,3-MEDIUM,1998-04-10,NONE,1998-05-12,0,1998-05-02,FURNITURE,1998-05-04,RAIL,1100.2,3,0.05,0,46472.448
O,2,Manufacturer#3,3-MEDIUM,1998-04-10,COLLECT COD,1998-06-04,0,1998-07-19,FURNITURE,1998-08-15,SHIP,1608.7,1,0.04,0,77217.6
O,3,Manufacturer#5,3-MEDIUM,1998-04-10,COLLECT COD,1998-06-02,0,1998-07-05,FURNITURE,1998-08-02,REG AIR,1495.59,5,0.05,0,10050.3648
O,2,Manufacturer#1,3-MEDIUM,1998-04-10,DELIVER IN PERSON,1998-06-12,0,1998-07-18,FURNITURE,1998-08-10,MAIL,1847.94,7,0.01,0,32265.0324
F,0,Manufacturer#1,1-URGENT,1994-12-29,TAKE BACK RETURN,1995-03-28,2,1995-04-08,MACHINERY,1995-04-12,AIR,907,1,0.05,2,21768
O,2,Manufacturer#4,4-NOT SPECIFIED,1996-12-13,DELIVER IN PERSON,1997-01-23,3,1997-03-29,BUILDING,1997-04-26,TRUCK,1739.83,6,0.01,0,60511.2874
O,2,Manufacturer#2,4-NOT SPECIFIED,1996-12-13,TAKE BACK RETURN,1997-01-17,3,1997-02-01,BUILDING,1997-02-16,AIR,1420.51,5,0.01,0,7102.55
O,2,Manufacturer#2,4-NOT SPECIFIED,1996-12-13,DELIVER IN PERSON,1997-01-17,3,1997-01-07,BUILDING,1997-01-08,RAIL,1079.17,2,0.05,0,34123.3554
O,4,Manufacturer#5,4-NOT SPECIFIED,1996-12-13,TAKE BACK RETURN,1997-02-01,3,1997-02-10,BUILDING,1997-02-11,TRUCK,1537.63,4,0.01,0,13561.8966
O,2,Manufacturer#3,4-NOT SPECIFIED,1996-12-13,DELIVER IN PERSON,1997-01-18,3,1997-01-17,BUILDING,1997-01-18,MAIL,1479.57,3,0.08,0,58590.972
O,0,Manufacturer#3,4-NOT SPECIFIED,1996-12-13,TAKE BACK RETURN,1997-02-12,3,1997-04-02,BUILDING,1997-04-27,TRUCK,1618.71,1,0.02,0,18453.294
O,3,Manufacturer#3,5-LOW,1995-07-18,DELIVER IN PERSON,1995-08-26,1,1995-11-03,BUILDING,1995-11-13,SHIP,1752.85,1,0.06,0,35863.311
O,1,Manufacturer#4,5-LOW,1995-07-18,DELIVER IN PERSON,1995-09-30,1,1995-07-25,BUILDING,1995-08-20,MAIL,987.08,2,0.02,0,5922.48
O,0,Manufacturer#4,5-LOW,1995-07-18,COLLECT COD,1995-09-06,1,1995-09-12,BUILDING,1995-09-28,FOB,1818.91,3,0.06,0,72829.1564
O,1,Manufacturer#2,1-URGENT,1996-04-25,DELIVER IN PERSON,1996-06-24,0,1996-07-04,FURNITURE,1996-07-23,REG AIR,1460.56,5,0.05,0,9303.7672
O,3,Manufacturer#5,1-URGENT,1996-04-25,COLLECT COD,1996-07-09,0,1996-04-30,FURNITURE,1996-05-30,MAIL,1366.46,1,0.04,0,51160.2624
O,0,Manufacturer#2,1-URGENT,1996-04-25,NONE,1996-06-13,0,1996-07-16,FURNITURE,1996-08-06,SHIP,1517.61,4,0.01,0,7284.528
O,0,Manufacturer#1,1-URGENT,1996-04-25,COLLECT COD,1996-06-25,0,1996-06-24,FURNITURE,1996-07-06,REG AIR,1432.53,6,0.03,0,53290.116
O,1,Manufacturer#1,1-URGENT,1996-04-25,DELIVER IN PERSON,1996-06-21,0,1996-07-26,FURNITURE,1996-08-17,MAIL,1555.65,2,0.02,0,15556.5
O,2,Manufacturer#1,1-URGENT,1996-04-25,TAKE BACK RETURN,1996-07-18,0,1996-07-11,FURNITURE,1996-08-01,FOB,993.09,3,0,0,27409.284
O,3,Manufacturer#3,1-URGENT,1996-04-25,COLLECT COD,1996-07-15,0,1996-06-14,FURNITURE,1996-06-19,AIR,1554.65,7,0.07,0,13712.013
O,2,Manufacturer#5,1-URGENT,1997-10-04,DELIVER IN PERSON,1997-11-14,1,1997-10-07,BUILDING,1997-11-02,RAIL,1849.94,2,0.07,0,27823.0976
O,1,Manufacturer#1,1-URGENT,1997-10-04,DELIVER IN PERSON,1997-12-16,1,1997-10-28,BUILDING,1997-11-10,SHIP,1163.26,1,0.03,0,29209.4586
F,1,Manufacturer#4,4-NOT SPECIFIED,1994-12-09,TAKE BACK RETURN,1995-02-09,4,1995-03-02,FURNITURE,1995-03-05,AIR,1314.41,5,0.01,2,58556.9655
F,0,Manufacturer#3,4-NOT SPECIFIED,1994-12-09,COLLECT COD,1995-03-09,4,1995-03-14,FURNITURE,1995-03-31,TRUCK,1673.77,4,0.02,1,40170.48
F,2,Manufacturer#5,4-NOT SPECIFIED,1994-12-09,TAKE BACK RETURN,1995-03-07,4,1995-03-16,FURNITURE,1995-03-18,TRUCK,1160.26,1,0,2,49891.18
F,0,Manufacturer#2,4-NOT SPECIFIED,1994-12-09,NONE,1995-02-17,4,1995-02-05,FURNITURE,1995-02-26,RAIL,1773.87,3,0.03,2,35477.4
F,0,Manufacturer#3,4-NOT SPECIFIED,1994-12-09,DELIVER IN PERSON,1995-01-29,4,1994-12-27,FURNITURE,1995-01-12,RAIL,1178.27,2,0.04,2,56556.96
F,3,Manufacturer#4,4-NOT SPECIFIED,1994-12-09,DELIVER IN PERSON,1995-01-23,4,1995-02-17,FURNITURE,1995-03-15,SHIP,1132.23,6,0.08,2,20436.7515
F,0,Manufacturer#4,1-URGENT,1992-09-05,DELIVER IN PERSON,1992-10-19,2,1992-11-11,BUILDING,1992-11-23,TRUCK,1405.5,3,0.06,1,46381.5
F,1,Manufacturer#5,1-URGENT,1992-09-05,DELIVER IN PERSON,1992-10-24,2,1992-09-24,BUILDING,1992-10-19,REG AIR,1629.72,2,0.07,1,4449.1356
F,2,Manufacturer#5,1-URGENT,1992-09-05,COLLECT COD,1992-11-15,2,1992-11-30,BUILDING,1992-12-24,AIR,1171.27,4,0.08,2,57977.865
F,2,Manufacturer#5,1-URGENT,1992-09-05,DELIVER IN PERSON,1992-10-07,2,1992-09-17,BUILDING,1992-10-04,TRUCK,1806.9,1,0.08,2,15774.237
F,3,Manufacturer#5,2-HIGH,1993-03-26,NONE,1993-06-20,4,1993-06-13,BUILDING,1993-06-30,REG AIR,1482.58,3,0.03,1,23943.667
F,2,Manufacturer#2,2-HIGH,1993-03-26,NONE,1993-05-08,4,1993-05-31,BUILDING,1993-06-02,SHIP,1025.12,2,0,2,31717.2128
F,3,Manufacturer#4,2-HIGH,1993-03-26,NONE,1993-05-03,4,1993-05-03,BUILDING,1993-05-29,MAIL,1079.17,1,0,1,48692.1504
F,2,Manufacturer#1,3-MEDIUM,1993-05-13,COLLECT COD,1993-07-11,4,1993-06-15,BUILDING,1993-06-29,REG AIR,1100.19,1,0,2,36306.27
F,2,Manufacturer#5,3-MEDIUM,1993-05-13,COLLECT COD,1993-07-17,4,1993-08-19,BUILDING,1993-09-17,SHIP,1356.45,3,0.03,1,45169.785
F,3,Manufacturer#5,3-MEDIUM,1993-05-13,TAKE BACK RETURN,1993-06-25,4,1993-06-07,BUILDING,1993-06-22,FOB,1248.34,5,0.03,1,24991.7668
F,4,Manufacturer#1,3-MEDIUM,1993-05-13,DELIVER IN PERSON,1993-07-20,4,1993-07-28,BUILDING,1993-08-17,MAIL,1892.99,2,0.04,2,1798.3405
F,3,Manufacturer#3,3-MEDIUM,1993-05-13,NONE,1993-07-29,4,1993-08-28,BUILDING,1993-09-15,TRUCK,1494.59,6,0.03,2,59768.6541
F,4,Manufacturer#2,3-MEDIUM,1993-05-13,NONE,1993-07-21,4,1993-06-28,BUILDING,1993-07-10,AIR,1865.96,4,0,1,39409.0752
F,3,Manufacturer#3,3-MEDIUM,1994-11-15,NONE,1995-01-11,3,1994-11-21,HOUSEHOLD,1994-11-29,AIR,1259.35,2,0.05,2,2468.326
F,2,Manufacturer#2,3-MEDIUM,1994-11-15,COLLECT COD,1995-02-12,3,1994-12-29,HOUSEHOLD,1995-01-08,TRUCK,1513.61,4,0.03,2,4313.7885
F,4,Manufacturer#1,3-MEDIUM,1994-11-15,NONE,1995-01-04,3,1995-02-17,HOUSEHOLD,1995-03-02,REG AIR,1553.65,6,0.06,1,27965.7
F,3,Manufacturer#5,3-MEDIUM,1994-11-15,NONE,1994-12-31,3,1994-11-21,HOUSEHOLD,1994-12-02,AIR,1186.28,1,0.07,1,45719.2312
F,3,Manufacturer#3,3-MEDIUM,1994-11-15,COLLECT COD,1995-01-02,3,1994-11-18,HOUSEHOLD,1994-11-29,AIR,1706.8,3,0.03,1,47517.312
F,2,Manufacturer#3,3-MEDIUM,1994-11-15,TAKE BACK RETURN,1994-12-18,3,1995-03-01,HOUSEHOLD,1995-03-18,MAIL,1250.35,5,0.01,1,21856.118
O,1,Manufacturer#3,5-LOW,1997-07-25,TAKE BACK RETURN,1997-09-11,1,1997-11-13,MACHINERY,1997-12-10,REG AIR,1253.35,3,0.03,0,55347.936
O,4,Manufacturer#4,5-LOW,1997-07-25,COLLECT COD,1997-09-25,1,1997-11-16,MACHINERY,1997-12-05,TRUCK,1164.26,1,0.02,0,29362.6372
O,1,Manufacturer#2,5-LOW,1997-07-25,COLLECT COD,1997-09-10,1,1997-10-03,MACHINERY,1997-11-01,FOB,1722.82,2,0.08,0,73529.9576
F,1,Manufacturer#4,4-NOT SPECIFIED,1994-07-15,COLLECT COD,1994-08-15,2,1994-08-09,BUILDING,1994-08-21,RAIL,1444.54,2,0.03,2,66535.5124
F,2,Manufacturer#4,4-NOT SPECIFIED,1994-07-15,TAKE BACK RETURN,1994-08-27,2,1994-08-01,BUILDING,1994-08-24,SHIP,1578.67,1,0.05,2,23743.1968
F,0,Manufacturer#3,4-NOT SPECIFIED,1994-07-15,TAKE BACK RETURN,1994-09-05,2,1994-11-07,BUILDING,1994-12-07,FOB,1219.31,3,0.05,1,14582.9476
F,4,Manufacturer#1,2-HIGH,1992-02-07,NONE,1992-03-12,4,1992-04-13,HOUSEHOLD,1992-04-26,SHIP,1773.87,1,0,2,3547.74
F,0,Manufacturer#2,2-HIGH,1992-02-07,COLLECT COD,1992-03-25,4,1992-04-28,HOUSEHOLD,1992-05-27,AIR,1055.15,2,0.07,2,36845.838
F,3,Manufacturer#2,3-MEDIUM,1992-04-12,DELIVER IN PERSON,1992-05-31,3,1992-04-29,MACHINERY,1992-05-04,RAIL,1035.13,4,0.02,2,6811.1554
F,4,Manufacturer#5,3-MEDIUM,1992-04-12,COLLECT COD,1992-07-01,3,1992-04-26,MACHINERY,1992-05-23,RAIL,1467.56,7,0.08,1,22952.6384
F,0,Manufacturer#4,3-MEDIUM,1992-04-12,NONE,1992-06-28,3,1992-06-25,MACHINERY,1992-06-26,MAIL,1455.55,6,0.07,1,33186.54
F,2,Manufacturer#4,3-MEDIUM,1992-04-12,TAKE BACK RETURN,1992-07-04,3,1992-06-15,MACHINERY,1992-06-21,AIR,1153.25,3,0,1,54813.9725
F,1,Manufacturer#2,3-MEDIUM,1992-04-12,NONE,1992-05-20,3,1992-04-17,MACHINERY,1992-05-15,SHIP,914.01,1,0.04,2,21497.5152
F,1,Manufacturer#3,3-MEDIUM,1992-04-12,TAKE BACK RETURN,1992-06-16,3,1992-08-10,MACHINERY,1992-09-05,TRUCK,1305.4,5,0.02,1,7519.104
F,2,Manufacturer#4,3-MEDIUM,1992-04-12,COLLECT COD,1992-07-02,3,1992-05-25,MACHINERY,1992-06-20,RAIL,1280.38,2,0.07,1,27092.8408
O,2,Manufacturer#1,2-HIGH,1997-05-05,TAKE BACK RETURN,1997-06-18,0,1997-06-17,FURNITURE,1997-07-08,TRUCK,934.03,1,0.08,0,10647.942
O,0,Manufacturer#1,2-HIGH,1995-08-15,NONE,1995-10-07,3,1995-11-10,FURNITURE,1995-11-23,MAIL,1088.18,3,0.01,0,11969.98
O,0,Manufacturer#4,2-HIGH,1995-08-15,NONE,1995-11-07,3,1995-09-21,FURNITURE,1995-09-25,MAIL,1075.17,6,0.03,0,6192.9792
O,3,Manufacturer#3,2-HIGH,1995-08-15,DELIVER IN PERSON,1995-10-27,3,1995-11-02,FURNITURE,1995-11-09,TRUCK,1625.72,5,0,0,12095.3568
O,3,Manufacturer#3,2-HIGH,1995-08-15,TAKE BACK RETURN,1995-10-09,3,1995-08-17,FURNITURE,1995-08-21,AIR,1307.4,1,0.06,0,42830.424
O,1,Manufacturer#1,2-HIGH,1995-08-15,DELIVER IN PERSON,1995-10-04,3,1995-09-14,FURNITURE,1995-10-06,REG AIR,1275.37,4,0.05,0,52098.8645
O,2,Manufacturer#2,2-HIGH,1995-08-15,TAKE BACK RETURN,1995-10-28,3,1995-12-13,FURNITURE,1995-12-16,REG AIR,1262.36,7,0.07,0,23479.896
O,2,Manufacturer#2,2-HIGH,1995-08-15,COLLECT COD,1995-09-20,3,1995-12-07,FURNITURE,1995-12-31,REG AIR,1515.61,2,0.05,0,6896.0255
F,1,Manufacturer#4,1-URGENT,1993-01-03,COLLECT COD,1993-02-18,1,1993-01-19,MACHINERY,1993-01-26,SHIP,1223.32,3,0.02,1,30387.2688
F,2,Manufacturer#3,1-URGENT,1993-01-03,NONE,1993-03-16,1,1993-04-06,MACHINERY,1993-04-16,RAIL,1306.4,2,0.01,2,40498.4
F,2,Manufacturer#4,1-URGENT,1993-01-03,TAKE BACK RETURN,1993-03-23,1,1993-04-05,MACHINERY,1993-04-12,FOB,1702.8,1,0.06,1,35758.8
P,1,Manufacturer#3,1-URGENT,1995-03-27,NONE,1995-05-04,1,1995-06-30,AUTOMOBILE,1995-07-09,FOB,941.04,1,0.04,0,11179.5552
P,0,Manufacturer#4,1-URGENT,1995-03-27,NONE,1995-04-30,1,1995-04-05,AUTOMOBILE,1995-04-06,RAIL,1782.88,6,0.03,1,58835.04
P,4,Manufacturer#1,1-URGENT,1995-03-27,NONE,1995-05-05,1,1995-07-03,AUTOMOBILE,1995-07-19,REG AIR,1317.41,7,0.02,0,52696.4
P,2,Manufacturer#1,1-URGENT,1995-03-27,DELIVER IN PERSON,1995-06-02,1,1995-06-27,AUTOMOBILE,1995-07-14,TRUCK,1743.84,5,0.01,0,3348.1728
P,4,Manufacturer#1,1-URGENT,1995-03-27,TAKE BACK RETURN,1995-05-06,1,1995-07-07,AUTOMOBILE,1995-07-30,FOB,1870.97,3,0.02,0,68533.6311
P,4,Manufacturer#1,1-URGENT,1995-03-27,TAKE BACK RETURN,1995-05-18,1,1995-06-03,AUTOMOBILE,1995-07-03,FOB,1068.16,4,0.05,3,27878.976
P,2,Manufacturer#1,1-URGENT,1995-03-27,TAKE BACK RETURN,1995-05-03,1,1995-04-29,AUTOMOBILE,1995-05-22,MAIL,934.03,2,0.05,2,5043.762
O,2,Manufacturer#1,1-URGENT,1996-01-10,TAKE BACK RETURN,1996-03-02,2,1996-02-05,FURNITURE,1996-02-23,AIR,1018.11,6,0.02,0,15638.1696
O,4,Manufacturer#1,1-URGENT,1996-01-10,COLLECT COD,1996-02-18,2,1996-03-18,FURNITURE,1996-04-17,TRUCK,1321.42,5,0.03,0,6078.532
O,2,Manufacturer#1,1-URGENT,1996-01-10,TAKE BACK RETURN,1996-02-22,2,1996-02-01,FURNITURE,1996-02-15,MAIL,1402.5,1,0.01,0,43533.6
O,2,Manufacturer#1,1-URGENT,1996-01-10,TAKE BACK RETURN,1996-03-07,2,1996-04-22,FURNITURE,1996-05-02,AIR,1549.64,3,0.07,0,22547.262
