l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,o_orderdate,l_commitdate,groupcol,aggcol
F,F,R,COLLECT COD,0,Manufacturer#5,5-LOW,0,MACHINERY,REG AIR,7,0.02,1992-05-08,1992-06-25,2,51868.354
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,4-NOT SPECIFIED,2,BUILDING,RAIL,6,0.04,1993-05-26,1993-08-04,4,22256.85
O,O,N,DELIVER IN PERSON,1,Manufacturer#2,2-HIGH,2,MACHINERY,MAIL,4,0.02,1996-01-31,1996-04-13,6,13935.4696
O,O,N,DELIVER IN PERSON,4,Manufacturer#4,4-NOT SPECIFIED,2,AUTOMOBILE,SHIP,4,0.01,1998-03-05,1998-05-10,5,4304.1952
O,O,N,DELIVER IN PERSON,3,Manufacturer#3,4-NOT SPECIFIED,1,FURNITURE,FOB,4,0.01,1996-02-21,1996-04-19,6,11641.5306
F,F,R,COLLECT COD,1,Manufacturer#1,5-LOW,3,FURNITURE,FOB,2,0.05,1992-02-18,1992-04-29,2,1230.25
F,P,A,NONE,3,Manufacturer#2,4-NOT SPECIFIED,4,HOUSEHOLD,REG AIR,4,0.08,1995-04-09,1995-05-15,1,1670.8602
O,O,N,COLLECT COD,4,Manufacturer#3,2-HIGH,0,BUILDING,FOB,4,0.05,1998-05-19,1998-06-23,5,32555.292
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,5-LOW,0,AUTOMOBILE,AIR,1,0.02,1993-05-03,1993-07-06,4,33028.615
F,F,A,COLLECT COD,0,Manufacturer#2,4-NOT SPECIFIED,2,FURNITURE,SHIP,5,0.08,1993-05-25,1993-06-27,4,11567.9486
F,F,R,COLLECT COD,4,Manufacturer#4,4-NOT SPECIFIED,2,FURNITURE,REG AIR,3,0.08,1993-05-25,1993-07-20,4,41466.446
O,O,N,TAKE BACK RETURN,4,Manufacturer#1,5-LOW,2,FURNITURE,SHIP,5,0.08,1997-09-04,1997-11-09,3,11284.934
O,P,N,NONE,3,Manufacturer#3,5-LOW,3,HOUSEHOLD,FOB,3,0,1995-06-02,1995-08-19,1,8448.4008
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,4-NOT SPECIFIED,2,AUTOMOBILE,FOB,2,0.05,1994-10-16,1994-12-28,0,22296.744
F,F,R,COLLECT COD,1,Manufacturer#5,5-LOW,2,BUILDING,AIR,6,0.04,1993-02-14,1993-04-03,4,6037.75
F,F,R,NONE,1,Manufacturer#5,2-HIGH,1,FURNITURE,SHIP,5,0.05,1992-07-09,1992-09-26,2,34045.3124
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,2-HIGH,1,BUILDING,FOB,2,0,1992-01-10,1992-03-11,2,12571.5483
F,F,R,NONE,3,Manufacturer#4,2-HIGH,1,BUILDING,FOB,3,0.05,1992-01-10,1992-02-29,2,7598.5078
F,F,R,COLLECT COD,3,Manufacturer#1,5-LOW,2,FURNITURE,RAIL,5,0.03,1994-05-24,1994-07-29,0,25731.372
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,1-URGENT,4,FURNITURE,AIR,1,0.07,1992-02-24,1992-03-31,2,15870.01
F,F,A,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,4,FURNITURE,REG AIR,2,0.03,1992-02-24,1992-05-08,2,45562.0068
F,F,R,NONE,4,Manufacturer#2,1-URGENT,1,BUILDING,SHIP,3,0.02,1994-06-05,1994-08-01,0,41974.2524
O,O,N,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,2,FURNITURE,TRUCK,1,0.06,1996-06-19,1996-09-12,6,25974.3272
F,F,R,COLLECT COD,2,Manufacturer#4,3-MEDIUM,4,AUTOMOBILE,RAIL,3,0.08,1994-03-16,1994-05-24,0,43204.272
O,O,N,TAKE BACK RETURN,3,Manufacturer#3,2-HIGH,4,MACHINERY,AIR,2,0.03,1996-10-06,1997-01-02,6,33969.7549
F,F,R,NONE,1,Manufacturer#4,5-LOW,0,MACHINERY,AIR,6,0.02,1992-07-03,1992-09-23,2,10355.4
F,F,R,TAKE BACK RETURN,0,Manufacturer#2,4-NOT SPECIFIED,4,FURNITURE,REG AIR,3,0.03,1994-07-21,1994-09-15,0,26116.62
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,4,MACHINERY,RAIL,1,0.06,1994-02-11,1994-03-14,0,5873.05
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,1-URGENT,4,MACHINERY,AIR,3,0.08,1994-02-11,1994-04-07,0,40169.9256
F,F,A,NONE,1,Manufacturer#1,3-MEDIUM,1,HOUSEHOLD,MAIL,2,0.06,1994-04-03,1994-05-29,0,6369.136
O,O,N,DELIVER IN PERSON,3,Manufacturer#5,5-LOW,1,AUTOMOBILE,SHIP,3,0.05,1996-12-31,1997-03-04,6,7230.6176
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,5-LOW,1,MACHINERY,MAIL,2,0.08,1992-09-01,1992-11-30,2,18142.4
O,P,N,NONE,2,Manufacturer#5,3-MEDIUM,4,HOUSEHOLD,MAIL,1,0.08,1995-05-01,1995-06-26,1,11158.7072
F,F,A,DELIVER IN PERSON,4,Manufacturer#2,3-MEDIUM,4,FURNITURE,TRUCK,5,0,1994-07-06,1994-08-30,0,3335.36
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,2-HIGH,3,MACHINERY,SHIP,3,0,1992-08-28,1992-10-16,2,23402.6
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,3-MEDIUM,3,HOUSEHOLD,MAIL,1,0.02,1992-11-22,1993-01-21,2,45091.1264
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,3-MEDIUM,3,HOUSEHOLD,SHIP,3,0.05,1992-11-22,1993-01-22,2,24077.5052
O,O,N,TAKE BACK RETURN,3,Manufacturer#1,5-LOW,2,FURNITURE,RAIL,3,0.07,1996-10-13,1997-01-06,6,9771.8628
O,O,N,COLLECT COD,3,Manufacturer#3,1-URGENT,1,FURNITURE,REG AIR,6,0.03,1996-01-20,1996-04-05,6,9401.0432
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,4,MACHINERY,SHIP,4,0.08,1994-09-01,1994-11-23,0,16786.08
F,F,A,COLLECT COD,1,Manufacturer#2,2-HIGH,4,MACHINERY,REG AIR,2,0.05,1994-09-01,1994-11-19,0,21753.3708
O,P,N,TAKE BACK RETURN,3,Manufacturer#4,3-MEDIUM,2,MACHINERY,SHIP,4,0.01,1995-03-26,1995-05-31,1,19720.932
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,5-LOW,2,MACHINERY,RAIL,4,0.02,1995-07-20,1995-10-10,1,27033.1075
O,O,N,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,1,BUILDING,AIR,5,0.03,1997-05-13,1997-07-12,3,5289.704
O,O,N,COLLECT COD,2,Manufacturer#2,5-LOW,4,MACHINERY,RAIL,2,0.05,1995-11-29,1996-02-13,1,59910.9035
O,O,N,COLLECT COD,4,Manufacturer#1,2-HIGH,0,FURNITURE,MAIL,1,0.06,1998-01-31,1998-03-23,5,3141.3109
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,1-URGENT,4,FURNITURE,REG AIR,2,0.06,1993-01-15,1993-03-21,4,9587.796
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,0,FURNITURE,REG AIR,4,0.03,1996-01-21,1996-03-30,6,30200.3016
O,O,N,COLLECT COD,4,Manufacturer#1,1-URGENT,1,FURNITURE,FOB,1,0.02,1997-10-20,1997-12-20,3,48426.9696
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,1,HOUSEHOLD,MAIL,2,0.07,1992-12-11,1993-02-13,2,30461.304
F,F,R,COLLECT COD,3,Manufacturer#5,4-NOT SPECIFIED,4,MACHINERY,SHIP,3,0.08,1992-03-18,1992-06-13,2,16348.6008
F,F,R,NONE,3,Manufacturer#4,4-NOT SPECIFIED,4,MACHINERY,AIR,1,0.06,1992-03-18,1992-05-30,2,67053.2832
F,F,A,NONE,3,Manufacturer#1,4-NOT SPECIFIED,4,MACHINERY,AIR,7,0.01,1992-03-18,1992-04-22,2,10897.9776
O,O,N,NONE,2,Manufacturer#4,2-HIGH,3,HOUSEHOLD,FOB,6,0.07,1997-08-08,1997-10-14,3,4125.6711
O,O,N,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,4,HOUSEHOLD,AIR,2,0.08,1996-09-17,1996-11-19,6,18911.744
O,O,N,DELIVER IN PERSON,3,Manufacturer#1,2-HIGH,2,BUILDING,TRUCK,2,0.08,1997-05-26,1997-08-02,3,11819.6736
O,O,N,TAKE BACK RETURN,0,Manufacturer#1,1-URGENT,3,MACHINERY,AIR,2,0.02,1998-06-04,1998-08-17,5,6665.025
O,O,N,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,3,BUILDING,TRUCK,7,0.06,1997-07-21,1997-09-11,3,18756.7506
O,O,N,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,3,HOUSEHOLD,FOB,3,0.07,1997-02-05,1997-03-12,3,22246.9254
O,O,N,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,4,FURNITURE,FOB,3,0.03,1996-11-23,1997-01-03,6,78926.8
O,O,N,TAKE BACK RETURN,3,Manufacturer#5,1-URGENT,4,FURNITURE,REG AIR,4,0.07,1996-11-23,1997-02-16,6,491.65
O,O,N,TAKE BACK RETURN,2,Manufacturer#5,3-MEDIUM,0,FURNITURE,FOB,2,0.06,1995-05-25,1995-08-19,1,20165.8224
O,O,N,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,FOB,1,0.07,1995-07-14,1995-09-18,1,44680.3192
O,O,N,COLLECT COD,4,Manufacturer#5,3-MEDIUM,0,FURNITURE,AIR,5,0.07,1995-05-25,1995-07-10,1,18583.9794
O,O,N,TAKE BACK RETURN,3,Manufacturer#3,2-HIGH,4,AUTOMOBILE,REG AIR,2,0.06,1996-06-12,1996-08-30,6,32719.1343
O,O,N,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,AIR,3,0.01,1996-06-14,1996-07-17,6,4830.56
O,O,N,COLLECT COD,3,Manufacturer#4,1-URGENT,3,FURNITURE,MAIL,2,0.04,1998-03-02,1998-04-19,5,16422.4
O,O,N,COLLECT COD,0,Manufacturer#1,2-HIGH,3,AUTOMOBILE,REG AIR,2,0.06,1997-12-29,1998-03-01,3,15498.45
O,P,N,COLLECT COD,4,Manufacturer#4,3-MEDIUM,2,HOUSEHOLD,MAIL,5,0.01,1995-03-28,1995-05-15,1,56878.248
O,O,N,COLLECT COD,0,Manufacturer#3,5-LOW,0,BUILDING,MAIL,2,0.05,1996-10-31,1996-12-17,6,2243.7432
F,F,A,COLLECT COD,3,Manufacturer#3,2-HIGH,2,AUTOMOBILE,SHIP,7,0.01,1993-01-29,1993-03-18,4,13112.116
F,F,A,NONE,2,Manufacturer#3,5-LOW,3,BUILDING,RAIL,6,0.08,1993-06-08,1993-08-29,4,7832.8275
O,O,N,COLLECT COD,1,Manufacturer#5,5-LOW,1,BUILDING,MAIL,1,0.01,1998-03-25,1998-06-14,5,36579.38
O,O,N,DELIVER IN PERSON,0,Manufacturer#4,5-LOW,1,BUILDING,MAIL,2,0.02,1998-03-25,1998-06-13,5,4763.6784
O,O,N,COLLECT COD,2,Manufacturer#3,5-LOW,1,MACHINERY,TRUCK,2,0.02,1996-02-09,1996-04-14,6,5149.3566
O,O,N,COLLECT COD,2,Manufacturer#5,3-MEDIUM,1,MACHINERY,REG AIR,1,0.04,1996-05-30,1996-08-20,6,13676.8725
O,O,N,NONE,4,Manufacturer#3,4-NOT SPECIFIED,3,MACHINERY,TRUCK,3,0.03,1997-06-19,1997-08-10,3,2692.1724
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,2,HOUSEHOLD,SHIP,4,0.02,1992-11-17,1993-01-30,2,2655.9528
O,O,N,TAKE BACK RETURN,4,Manufacturer#1,5-LOW,1,MACHINERY,SHIP,1,0.04,1996-11-30,1997-01-15,6,6786.209
O,O,N,TAKE BACK RETURN,0,Manufacturer#5,3-MEDIUM,1,AUTOMOBILE,TRUCK,1,0.07,1998-01-31,1998-04-15,5,21080.58
O,O,N,COLLECT COD,4,Manufacturer#3,2-HIGH,4,FURNITURE,AIR,4,0.03,1998-03-13,1998-05-31,5,4855.4064
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,3-MEDIUM,1,BUILDING,MAIL,5,0.02,1992-10-02,1992-11-01,2,8678.23
O,O,N,NONE,4,Manufacturer#4,3-MEDIUM,1,MACHINERY,RAIL,3,0.06,1996-05-30,1996-08-25,6,12122.5992
F,F,R,COLLECT COD,0,Manufacturer#5,1-URGENT,4,HOUSEHOLD,AIR,2,0.04,1993-12-30,1994-02-11,4,30792.672
O,O,N,COLLECT COD,1,Manufacturer#1,2-HIGH,0,FURNITURE,MAIL,4,0.06,1995-09-23,1995-11-15,1,17703.436
F,F,R,TAKE BACK RETURN,1,Manufacturer#3,4-NOT SPECIFIED,0,MACHINERY,AIR,2,0.08,1992-10-19,1992-12-13,2,28456.4602
F,F,A,NONE,0,Manufacturer#4,2-HIGH,3,MACHINERY,MAIL,4,0.02,1994-11-07,1995-01-31,0,17929.44
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,4-NOT SPECIFIED,0,MACHINERY,FOB,1,0.01,1994-01-26,1994-03-16,0,8863.4
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,1-URGENT,3,HOUSEHOLD,REG AIR,2,0.01,1992-11-16,1992-12-28,2,-2835.5976
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,1-URGENT,0,AUTOMOBILE,AIR,3,0.03,1993-01-03,1993-03-05,4,25702.6112
F,F,A,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,0,AUTOMOBILE,TRUCK,1,0,1993-01-03,1993-04-02,4,27586.6416
F,F,A,NONE,4,Manufacturer#5,3-MEDIUM,0,AUTOMOBILE,AIR,3,0,1994-02-14,1994-05-05,0,20721.54
O,O,N,NONE,4,Manufacturer#4,3-MEDIUM,4,FURNITURE,AIR,2,0.04,1995-07-08,1995-08-12,1,18096.324
F,F,A,COLLECT COD,1,Manufacturer#4,3-MEDIUM,1,FURNITURE,AIR,3,0,1994-09-28,1994-11-23,0,618.4724
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,4-NOT SPECIFIED,4,FURNITURE,MAIL,2,0.05,1993-10-10,1994-01-06,4,35207.3736
O,O,N,NONE,1,Manufacturer#1,1-URGENT,0,MACHINERY,MAIL,3,0.07,1995-12-11,1996-02-15,1,10941.6906
O,O,N,NONE,2,Manufacturer#2,4-NOT SPECIFIED,2,MACHINERY,FOB,4,0.03,1996-05-20,1996-07-12,6,20984.593
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,3-MEDIUM,1,FURNITURE,MAIL,3,0.01,1992-10-31,1993-01-28,2,27508.128
O,O,N,COLLECT COD,1,Manufacturer#3,1-URGENT,1,FURNITURE,MAIL,3,0.03,1995-07-26,1995-09-02,1,12798.0672
O,O,N,NONE,1,Manufacturer#2,2-HIGH,2,MACHINERY,RAIL,2,0.07,1995-11-27,1996-02-11,1,2955.468
O,O,N,DELIVER IN PERSON,3,Manufacturer#2,4-NOT SPECIFIED,0,BUILDING,RAIL,3,0.07,1997-05-27,1997-07-24,3,36380.7596
O,O,N,NONE,4,Manufacturer#2,2-HIGH,2,MACHINERY,REG AIR,7,0.08,1995-11-27,1996-01-09,1,28503.84
F,F,A,NONE,3,Manufacturer#2,4-NOT SPECIFIED,1,FURNITURE,RAIL,1,0.07,1994-03-04,1994-04-07,0,14452.1718
O,O,N,NONE,0,Manufacturer#2,2-HIGH,4,AUTOMOBILE,RAIL,1,0.02,1998-03-29,1998-06-01,5,11075.2792
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,4-NOT SPECIFIED,1,FURNITURE,SHIP,3,0.06,1994-03-04,1994-04-28,0,20988.2204
F,F,A,NONE,3,Manufacturer#2,4-NOT SPECIFIED,1,BUILDING,AIR,6,0.08,1992-07-31,1992-10-04,2,13511.7788
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,2-HIGH,3,HOUSEHOLD,SHIP,3,0.04,1993-12-23,1994-03-06,4,31260.8835
O,O,N,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,0,BUILDING,AIR,2,0.07,1997-07-29,1997-09-05,3,71166.032
F,F,R,NONE,4,Manufacturer#4,4-NOT SPECIFIED,1,BUILDING,FOB,4,0.03,1992-07-31,1992-10-19,2,37060.6446
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,4-NOT SPECIFIED,1,BUILDING,TRUCK,2,0.08,1992-07-31,1992-09-06,2,9935.5828
O,O,N,DELIVER IN PERSON,4,Manufacturer#1,1-URGENT,4,HOUSEHOLD,FOB,2,0.06,1996-11-24,1997-01-14,6,25994.3992
F,F,A,COLLECT COD,3,Manufacturer#4,3-MEDIUM,3,FURNITURE,MAIL,3,0.05,1995-01-07,1995-03-16,1,11598.16
O,O,N,TAKE BACK RETURN,1,Manufacturer#4,4-NOT SPECIFIED,4,MACHINERY,FOB,4,0.08,1996-07-21,1996-10-10,6,8309.002
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,3-MEDIUM,3,FURNITURE,TRUCK,2,0.07,1995-01-07,1995-03-10,1,21603.6476
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,3-MEDIUM,3,FURNITURE,REG AIR,5,0.05,1995-01-07,1995-03-13,1,24960.0264
F,F,R,COLLECT COD,4,Manufacturer#2,5-LOW,2,HOUSEHOLD,SHIP,2,0,1993-02-21,1993-03-23,4,8261.0176
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,TRUCK,1,0.04,1994-05-15,1994-08-10,0,27627.4712
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,2-HIGH,2,AUTOMOBILE,REG AIR,7,0.03,1994-03-10,1994-05-10,0,47044.5184
F,F,A,COLLECT COD,3,Manufacturer#3,5-LOW,3,MACHINERY,TRUCK,3,0.05,1994-11-11,1994-12-15,0,15152.712
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,3-MEDIUM,2,MACHINERY,MAIL,3,0.08,1998-08-02,1998-10-22,5,21755.566
F,F,A,NONE,3,Manufacturer#4,1-URGENT,1,HOUSEHOLD,MAIL,5,0.03,1992-01-10,1992-04-09,2,17129.4329
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,3,MACHINERY,RAIL,1,0.01,1997-08-21,1997-10-22,3,17375.7087
O,O,N,COLLECT COD,4,Manufacturer#3,4-NOT SPECIFIED,3,AUTOMOBILE,RAIL,1,0.05,1995-04-29,1995-06-20,1,36282.464
O,O,N,TAKE BACK RETURN,0,Manufacturer#5,4-NOT SPECIFIED,3,AUTOMOBILE,MAIL,2,0.08,1995-04-29,1995-07-18,1,14063.104
F,F,A,COLLECT COD,2,Manufacturer#3,2-HIGH,2,MACHINERY,TRUCK,2,0.05,1994-10-23,1995-01-16,0,52677.016
O,O,N,DELIVER IN PERSON,1,Manufacturer#3,5-LOW,4,AUTOMOBILE,REG AIR,1,0,1998-03-01,1998-04-15,5,25425.8532
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,1-URGENT,3,MACHINERY,RAIL,1,0.06,1993-11-08,1994-01-26,4,24422.463
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,4,FURNITURE,FOB,2,0.05,1992-08-20,1992-11-16,2,31437.1264
O,O,N,DELIVER IN PERSON,4,Manufacturer#5,2-HIGH,1,AUTOMOBILE,RAIL,1,0.08,1995-12-03,1996-01-24,1,2502.3765
F,F,R,TAKE BACK RETURN,0,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,MAIL,1,0.01,1994-01-22,1994-04-01,0,-2968.9444
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,5-LOW,4,AUTOMOBILE,FOB,3,0.04,1998-03-01,1998-04-14,5,36511.9333
O,O,N,TAKE BACK RETURN,2,Manufacturer#1,2-HIGH,4,HOUSEHOLD,RAIL,4,0.07,1997-07-12,1997-08-17,3,5242.5216
O,O,N,NONE,4,Manufacturer#5,4-NOT SPECIFIED,0,AUTOMOBILE,FOB,3,0.06,1996-01-29,1996-03-18,6,15928.9
O,O,N,DELIVER IN PERSON,4,Manufacturer#4,3-MEDIUM,3,HOUSEHOLD,SHIP,4,0.04,1997-12-02,1998-01-23,3,831.895
F,F,A,NONE,3,Manufacturer#5,1-URGENT,4,MACHINERY,REG AIR,6,0.07,1992-09-01,1992-11-16,2,15399.1618
O,O,N,COLLECT COD,4,Manufacturer#4,4-NOT SPECIFIED,0,BUILDING,TRUCK,1,0.01,1998-02-03,1998-04-30,5,31187.744
O,O,N,NONE,0,Manufacturer#4,2-HIGH,2,HOUSEHOLD,AIR,2,0.05,1997-05-20,1997-07-24,3,38526.4412
O,P,N,DELIVER IN PERSON,4,Manufacturer#5,1-URGENT,2,MACHINERY,MAIL,6,0.06,1995-06-02,1995-08-31,1,28491.2316
O,O,N,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,1,HOUSEHOLD,RAIL,3,0.08,1995-07-08,1995-08-26,1,49668.2809
O,O,N,NONE,2,Manufacturer#2,2-HIGH,1,HOUSEHOLD,RAIL,2,0,1995-07-08,1995-09-09,1,20010.4926
F,F,A,COLLECT COD,0,Manufacturer#5,5-LOW,3,AUTOMOBILE,REG AIR,1,0.02,1993-04-08,1993-06-25,4,21067.3152
F,F,R,COLLECT COD,0,Manufacturer#1,2-HIGH,4,HOUSEHOLD,AIR,2,0.08,1993-07-06,1993-09-26,4,18243.609
F,F,R,NONE,4,Manufacturer#4,1-URGENT,2,HOUSEHOLD,REG AIR,1,0.01,1993-09-10,1993-12-02,4,6514.4156
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,5-LOW,0,BUILDING,SHIP,4,0.05,1993-12-03,1994-01-18,4,17978.067
O,O,N,TAKE BACK RETURN,1,Manufacturer#1,1-URGENT,2,BUILDING,MAIL,3,0,1996-12-27,1997-03-06,6,1609.8738
O,O,N,NONE,3,Manufacturer#2,3-MEDIUM,4,AUTOMOBILE,SHIP,4,0.02,1995-11-16,1996-02-03,1,46746.868
F,P,A,COLLECT COD,4,Manufacturer#3,1-URGENT,3,MACHINERY,FOB,6,0.02,1995-03-18,1995-04-25,1,2169.1043
O,O,N,TAKE BACK RETURN,4,Manufacturer#2,4-NOT SPECIFIED,1,BUILDING,REG AIR,7,0.03,1996-10-02,1996-11-08,6,32765.976
F,F,A,DELIVER IN PERSON,4,Manufacturer#1,5-LOW,2,FURNITURE,MAIL,2,0.05,1992-02-07,1992-04-21,2,27820.084
F,F,A,COLLECT COD,1,Manufacturer#1,5-LOW,4,BUILDING,TRUCK,4,0.04,1994-02-06,1994-03-19,0,3907.008
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,5-LOW,4,BUILDING,SHIP,3,0.08,1994-02-06,1994-04-03,0,323.466
F,F,R,NONE,3,Manufacturer#5,4-NOT SPECIFIED,2,AUTOMOBILE,TRUCK,2,0.05,1992-10-26,1993-01-20,2,24663.2
O,O,N,NONE,1,Manufacturer#3,4-NOT SPECIFIED,0,BUILDING,MAIL,5,0.02,1997-11-19,1998-02-16,3,6598.8
O,O,N,TAKE BACK RETURN,1,Manufacturer#4,2-HIGH,4,MACHINERY,FOB,1,0.07,1996-03-27,1996-06-06,6,20184.0363
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,1-URGENT,2,MACHINERY,RAIL,2,0.07,1992-05-08,1992-07-07,2,14076.27
F,F,R,COLLECT COD,4,Manufacturer#4,5-LOW,4,HOUSEHOLD,AIR,1,0.04,1993-06-22,1993-09-11,4,31281.79
O,O,N,NONE,0,Manufacturer#5,2-HIGH,2,BUILDING,AIR,2,0,1997-10-09,1997-12-17,3,48614.4512
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,4,BUILDING,TRUCK,3,0.03,1994-03-24,1994-05-16,0,51868.6116
F,F,R,COLLECT COD,1,Manufacturer#4,5-LOW,2,AUTOMOBILE,FOB,2,0.08,1994-02-06,1994-04-04,0,8547.7112
O,O,N,NONE,1,Manufacturer#2,4-NOT SPECIFIED,2,AUTOMOBILE,RAIL,1,0.07,1997-02-27,1997-05-15,3,16371.1776
O,O,N,DELIVER IN PERSON,1,Manufacturer#5,5-LOW,3,MACHINERY,RAIL,2,0.07,1997-05-09,1997-06-14,3,14823.9828
O,O,N,NONE,3,Manufacturer#2,3-MEDIUM,1,MACHINERY,MAIL,1,0.03,1996-04-09,1996-06-13,6,25193.1908
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,1,HOUSEHOLD,SHIP,1,0.05,1992-06-04,1992-08-01,2,12236.462
F,F,A,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,4,MACHINERY,REG AIR,6,0.07,1994-01-03,1994-02-04,0,25423.7778
O,O,N,COLLECT COD,2,Manufacturer#4,1-URGENT,2,MACHINERY,AIR,1,0.08,1996-09-12,1996-11-08,6,41673.06
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,5-LOW,2,AUTOMOBILE,SHIP,7,0.05,1993-10-07,1993-11-13,4,6807.21
O,O,N,DELIVER IN PERSON,4,Manufacturer#1,1-URGENT,1,AUTOMOBILE,RAIL,2,0.01,1996-04-11,1996-05-18,6,12014.588
O,O,N,NONE,0,Manufacturer#4,4-NOT SPECIFIED,3,HOUSEHOLD,MAIL,2,0.08,1996-04-08,1996-05-18,6,32937.702
F,F,A,DELIVER IN PERSON,4,Manufacturer#3,1-URGENT,3,HOUSEHOLD,FOB,3,0.06,1994-06-05,1994-08-30,0,36811.1742
O,O,N,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,0,MACHINERY,REG AIR,7,0.01,1997-12-07,1998-01-21,3,33406
O,O,N,DELIVER IN PERSON,3,Manufacturer#3,5-LOW,4,BUILDING,AIR,1,0.02,1996-02-25,1996-05-16,6,3660.1792
O,O,N,DELIVER IN PERSON,4,Manufacturer#1,5-LOW,4,FURNITURE,RAIL,5,0.07,1995-08-01,1995-09-16,1,24143.1564
F,F,A,NONE,0,Manufacturer#1,3-MEDIUM,0,AUTOMOBILE,AIR,1,0.02,1994-02-27,1994-05-23,0,-468.459
O,O,N,TAKE BACK RETURN,4,Manufacturer#5,5-LOW,4,FURNITURE,TRUCK,3,0.05,1995-08-01,1995-09-26,1,49720.7165
F,F,R,NONE,2,Manufacturer#5,5-LOW,1,MACHINERY,REG AIR,5,0.08,1993-02-18,1993-05-12,4,5626.822
F,F,A,COLLECT COD,0,Manufacturer#5,3-MEDIUM,0,AUTOMOBILE,MAIL,2,0.07,1994-07-08,1994-08-26,0,21767.4435
O,P,N,NONE,2,Manufacturer#1,5-LOW,2,HOUSEHOLD,FOB,1,0.06,1995-04-11,1995-06-18,1,16427.6586
O,O,N,COLLECT COD,1,Manufacturer#3,5-LOW,3,HOUSEHOLD,SHIP,5,0.03,1998-03-21,1998-05-22,5,27905.7464
O,O,N,DELIVER IN PERSON,1,Manufacturer#2,4-NOT SPECIFIED,4,FURNITURE,REG AIR,2,0.07,1996-09-12,1996-11-22,6,6772.7898
O,O,N,TAKE BACK RETURN,0,Manufacturer#1,3-MEDIUM,1,HOUSEHOLD,REG AIR,2,0.05,1998-06-13,1998-08-25,5,18855.0876
