l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,p_container,p_size,l_quantity,groupcol,aggcol
F,F,A,COLLECT COD,Manufacturer#1,1-URGENT,2,MACHINERY,RAIL,2,0.04,8,Brand#15,SM CAN,22,7,2,9240.945
F,F,R,DELIVER IN PERSON,Manufacturer#5,3-MEDIUM,2,BUILDING,AIR,2,0.04,8,Brand#51,JUMBO BAG,13,30,2,43793.28
F,F,A,COLLECT COD,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,SHIP,3,0.03,18,Brand#52,WRAP PACK,3,33,3,49781.8992
F,F,A,NONE,Manufacturer#3,2-HIGH,2,BUILDING,AIR,3,0.06,18,Brand#34,MED BAG,38,9,3,13022.3214
F,F,R,COLLECT COD,Manufacturer#1,2-HIGH,2,FURNITURE,REG AIR,6,0.06,12,Brand#11,JUMBO PACK,9,34,0,53164.44
F,F,R,DELIVER IN PERSON,Manufacturer#1,4-NOT SPECIFIED,2,AUTOMOBILE,AIR,6,0.08,18,Brand#15,SM CAN,20,14,3,24515.9936
F,F,A,TAKE BACK RETURN,Manufacturer#5,2-HIGH,2,HOUSEHOLD,MAIL,1,0.06,18,Brand#53,WRAP BOX,16,7,3,8039.3096
F,F,A,NONE,Manufacturer#4,5-LOW,2,FURNITURE,AIR,2,0,18,Brand#43,LG BAG,23,12,3,20811.8592
F,F,R,COLLECT COD,Manufacturer#5,2-HIGH,2,MACHINERY,RAIL,5,0.05,8,Brand#54,JUMBO PACK,24,2,2,2126.6748
F,F,A,DELIVER IN PERSON,Manufacturer#2,3-MEDIUM,2,AUTOMOBILE,FOB,1,0.04,12,Brand#25,SM CAN,33,2,0,2547.0126
F,F,A,DELIVER IN PERSON,Manufacturer#1,3-MEDIUM,2,AUTOMOBILE,AIR,3,0.03,12,Brand#11,LG DRUM,9,43,0,75042.912
F,F,R,TAKE BACK RETURN,Manufacturer#4,5-LOW,2,AUTOMOBILE,FOB,2,0.01,18,Brand#43,MED PKG,14,16,3,14156.208
F,F,R,NONE,Manufacturer#1,3-MEDIUM,2,MACHINERY,REG AIR,3,0.07,8,Brand#11,LG BAG,47,6,2,5893.056
F,F,R,NONE,Manufacturer#2,3-MEDIUM,2,MACHINERY,MAIL,1,0.02,8,Brand#25,WRAP CASE,26,29,2,31295.64
F,F,R,COLLECT COD,Manufacturer#2,5-LOW,2,AUTOMOBILE,RAIL,1,0.06,12,Brand#24,JUMBO CAN,6,50,0,68751.14
F,F,A,TAKE BACK RETURN,Manufacturer#2,3-MEDIUM,2,HOUSEHOLD,TRUCK,4,0.08,18,Brand#21,MED PACK,21,9,3,10230.678
F,F,A,DELIVER IN PERSON,Manufacturer#5,3-MEDIUM,2,HOUSEHOLD,AIR,6,0.06,18,Brand#55,WRAP BOX,22,39,3,43098.4125
F,F,A,NONE,Manufacturer#4,2-HIGH,2,HOUSEHOLD,AIR,1,0.01,18,Brand#41,SM JAR,38,45,3,45737.433
F,F,R,DELIVER IN PERSON,Manufacturer#4,2-HIGH,2,AUTOMOBILE,MAIL,1,0.06,18,Brand#45,JUMBO CAN,45,26,3,29001.8456
F,F,A,DELIVER IN PERSON,Manufacturer#5,2-HIGH,2,BUILDING,AIR,1,0.03,21,Brand#51,JUMBO BOX,47,16,4,15429.368
F,F,R,NONE,Manufacturer#1,5-LOW,2,HOUSEHOLD,MAIL,6,0.02,9,Brand#14,LG JAR,12,42,1,48206.0124
F,F,A,TAKE BACK RETURN,Manufacturer#4,2-HIGH,2,MACHINERY,AIR,1,0.08,9,Brand#43,SM CASE,13,13,1,11918.8992
F,F,A,COLLECT COD,Manufacturer#1,1-URGENT,2,AUTOMOBILE,RAIL,4,0.04,8,Brand#12,JUMBO JAR,33,25,2,21596.5
F,F,R,NONE,Manufacturer#3,4-NOT SPECIFIED,2,AUTOMOBILE,MAIL,3,0.03,12,Brand#34,SM CAN,49,27,0,45018.9657
F,F,A,COLLECT COD,Manufacturer#2,3-MEDIUM,2,MACHINERY,FOB,3,0.08,8,Brand#21,MED CASE,29,49,2,81096.5925
F,F,A,COLLECT COD,Manufacturer#2,3-MEDIUM,2,MACHINERY,MAIL,1,0.07,21,Brand#25,JUMBO CAN,26,4,4,4173.3
F,F,A,TAKE BACK RETURN,Manufacturer#1,3-MEDIUM,2,HOUSEHOLD,SHIP,1,0.03,12,Brand#12,WRAP BAG,49,18,0,28153.944
F,F,A,TAKE BACK RETURN,Manufacturer#5,5-LOW,2,MACHINERY,REG AIR,5,0.08,9,Brand#53,JUMBO PACK,10,14,1,19997.8744
F,F,A,NONE,Manufacturer#3,3-MEDIUM,2,MACHINERY,MAIL,2,0.04,8,Brand#32,MED BAG,38,40,2,51642.472
F,F,A,DELIVER IN PERSON,Manufacturer#1,5-LOW,2,FURNITURE,REG AIR,1,0,21,Brand#11,SM JAR,4,40,4,41247.744
F,F,R,DELIVER IN PERSON,Manufacturer#4,5-LOW,2,MACHINERY,MAIL,4,0.05,21,Brand#41,JUMBO BAG,15,7,4,12070.737
F,F,R,NONE,Manufacturer#4,4-NOT SPECIFIED,2,FURNITURE,AIR,5,0.03,12,Brand#43,JUMBO PACK,31,7,0,8289.7906
F,F,A,DELIVER IN PERSON,Manufacturer#5,2-HIGH,2,MACHINERY,REG AIR,3,0.06,8,Brand#52,WRAP BOX,13,48,2,88649.3088
F,F,A,COLLECT COD,Manufacturer#5,3-MEDIUM,2,MACHINERY,SHIP,1,0.02,18,Brand#51,SM CAN,29,19,3,21455.1648
F,F,A,NONE,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,FOB,4,0.01,21,Brand#13,WRAP CAN,47,34,4,30204.342
F,F,A,NONE,Manufacturer#1,2-HIGH,2,MACHINERY,SHIP,6,0.08,12,Brand#13,JUMBO PACK,26,36,0,58088.988
F,F,R,DELIVER IN PERSON,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,SHIP,1,0.04,9,Brand#51,MED JAR,13,3,1,4224.825
F,F,R,TAKE BACK RETURN,Manufacturer#4,3-MEDIUM,2,MACHINERY,AIR,4,0.05,8,Brand#43,WRAP CAN,25,15,2,25729.8405
F,F,A,TAKE BACK RETURN,Manufacturer#5,3-MEDIUM,2,MACHINERY,TRUCK,1,0.03,8,Brand#51,JUMBO CAN,20,31,2,30584.4357
F,F,R,NONE,Manufacturer#1,3-MEDIUM,2,MACHINERY,MAIL,6,0.07,8,Brand#12,LG CAN,28,3,2,3994.5582
F,F,A,COLLECT COD,Manufacturer#1,1-URGENT,2,HOUSEHOLD,SHIP,1,0.04,18,Brand#14,SM JAR,41,20,3,30784.936
F,F,A,NONE,Manufacturer#5,2-HIGH,2,AUTOMOBILE,RAIL,2,0.04,8,Brand#51,WRAP JAR,33,48,2,49068.8352
F,F,A,TAKE BACK RETURN,Manufacturer#1,5-LOW,2,BUILDING,SHIP,6,0.04,12,Brand#15,SM JAR,32,32,0,54904.128
F,F,R,DELIVER IN PERSON,Manufacturer#4,2-HIGH,2,AUTOMOBILE,RAIL,4,0.05,8,Brand#44,SM DRUM,9,41,2,53706.9988
F,F,R,TAKE BACK RETURN,Manufacturer#3,1-URGENT,2,BUILDING,TRUCK,2,0,18,Brand#32,MED PACK,6,41,3,59213.061
F,F,A,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,2,AUTOMOBILE,TRUCK,2,0.03,18,Brand#33,SM BAG,13,16,3,15413.112
F,F,R,NONE,Manufacturer#5,2-HIGH,2,HOUSEHOLD,MAIL,1,0.02,12,Brand#55,SM CAN,44,36,0,49009.8708
F,F,R,TAKE BACK RETURN,Manufacturer#5,3-MEDIUM,2,HOUSEHOLD,RAIL,1,0.08,9,Brand#54,JUMBO CASE,32,37,1,39153.8292
F,F,A,TAKE BACK RETURN,Manufacturer#1,2-HIGH,2,BUILDING,FOB,2,0.04,18,Brand#11,WRAP BAG,3,36,3,37839.888
F,F,A,COLLECT COD,Manufacturer#5,3-MEDIUM,2,BUILDING,TRUCK,2,0.05,8,Brand#52,LG CAN,30,38,2,39535.998
F,F,R,NONE,Manufacturer#2,1-URGENT,2,AUTOMOBILE,AIR,1,0.02,8,Brand#23,SM JAR,39,8,2,12164.88
F,F,R,TAKE BACK RETURN,Manufacturer#4,2-HIGH,2,AUTOMOBILE,AIR,6,0.01,8,Brand#43,SM CAN,46,34,2,29836.53
F,F,A,DELIVER IN PERSON,Manufacturer#5,3-MEDIUM,2,HOUSEHOLD,TRUCK,4,0.01,12,Brand#53,SM CAN,41,40,0,43938.432
F,F,R,DELIVER IN PERSON,Manufacturer#5,2-HIGH,2,BUILDING,TRUCK,2,0.05,12,Brand#51,MED DRUM,24,20,0,30740.964
F,F,A,NONE,Manufacturer#1,2-HIGH,2,FURNITURE,REG AIR,3,0.03,18,Brand#11,LG BOX,10,44,3,59852.5136
F,F,A,COLLECT COD,Manufacturer#1,5-LOW,2,HOUSEHOLD,MAIL,2,0.02,12,Brand#12,MED CASE,3,49,0,54889.8
F,F,R,TAKE BACK RETURN,Manufacturer#3,1-URGENT,2,HOUSEHOLD,AIR,3,0.08,18,Brand#34,WRAP CASE,49,33,3,30162
F,F,A,TAKE BACK RETURN,Manufacturer#4,3-MEDIUM,2,HOUSEHOLD,MAIL,5,0,21,Brand#41,LG CASE,32,26,4,41638.519
F,F,A,TAKE BACK RETURN,Manufacturer#4,1-URGENT,2,HOUSEHOLD,MAIL,2,0,21,Brand#45,SM PACK,30,47,4,42684.507
F,F,A,DELIVER IN PERSON,Manufacturer#2,4-NOT SPECIFIED,2,MACHINERY,TRUCK,1,0.05,8,Brand#24,LG CAN,48,48,2,55189.68
F,F,R,TAKE BACK RETURN,Manufacturer#1,5-LOW,2,HOUSEHOLD,RAIL,4,0.03,12,Brand#11,WRAP PKG,27,44,0,50023.5736
F,F,A,COLLECT COD,Manufacturer#2,4-NOT SPECIFIED,2,MACHINERY,REG AIR,5,0.01,21,Brand#21,MED JAR,30,18,4,31941.945
F,F,R,DELIVER IN PERSON,Manufacturer#1,3-MEDIUM,2,AUTOMOBILE,RAIL,3,0.02,18,Brand#12,SM PACK,48,21,3,30239.6787
F,F,A,TAKE BACK RETURN,Manufacturer#1,3-MEDIUM,2,MACHINERY,AIR,5,0.04,21,Brand#14,WRAP BAG,31,34,4,40738.3614
F,F,R,NONE,Manufacturer#5,1-URGENT,2,BUILDING,RAIL,2,0.01,18,Brand#55,JUMBO BOX,44,25,3,40442.885
F,F,A,COLLECT COD,Manufacturer#4,2-HIGH,2,MACHINERY,REG AIR,2,0.04,21,Brand#45,JUMBO BAG,22,41,4,39339.0326
F,F,R,DELIVER IN PERSON,Manufacturer#1,2-HIGH,2,AUTOMOBILE,AIR,3,0.06,21,Brand#11,LG JAR,30,41,4,42467.3613
F,F,R,TAKE BACK RETURN,Manufacturer#4,3-MEDIUM,2,MACHINERY,MAIL,4,0.04,8,Brand#44,JUMBO DRUM,11,23,2,33592.65
F,F,A,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,MAIL,1,0.07,18,Brand#12,MED PKG,19,32,3,55193.92
F,F,A,TAKE BACK RETURN,Manufacturer#5,5-LOW,2,MACHINERY,AIR,7,0.05,18,Brand#51,SM BOX,4,49,3,71061.7453
F,F,R,NONE,Manufacturer#2,2-HIGH,2,AUTOMOBILE,REG AIR,2,0.08,9,Brand#25,MED BAG,21,5,1,6212.07
F,F,A,COLLECT COD,Manufacturer#3,2-HIGH,2,HOUSEHOLD,AIR,1,0.02,12,Brand#35,JUMBO DRUM,44,24,0,26281.1616
F,F,A,NONE,Manufacturer#1,3-MEDIUM,2,HOUSEHOLD,TRUCK,2,0.08,18,Brand#14,MED CASE,22,27,3,35999.5185
F,F,R,COLLECT COD,Manufacturer#3,2-HIGH,2,FURNITURE,RAIL,5,0.05,12,Brand#31,JUMBO PKG,2,11,0,14263.7198
F,F,A,NONE,Manufacturer#4,1-URGENT,2,HOUSEHOLD,FOB,1,0.07,8,Brand#42,WRAP CAN,45,46,2,65664.1076
F,F,R,COLLECT COD,Manufacturer#4,3-MEDIUM,2,HOUSEHOLD,MAIL,1,0.03,8,Brand#45,JUMBO DRUM,45,43,2,64464.4992
F,F,A,NONE,Manufacturer#3,5-LOW,2,AUTOMOBILE,TRUCK,5,0.03,18,Brand#33,MED BOX,39,17,3,14975.8882
F,F,A,COLLECT COD,Manufacturer#2,3-MEDIUM,2,MACHINERY,FOB,3,0.06,18,Brand#25,JUMBO CAN,35,27,3,25143.9552
F,F,A,NONE,Manufacturer#1,2-HIGH,2,HOUSEHOLD,REG AIR,1,0,21,Brand#11,MED BAG,13,3,4,4284.3798
F,F,R,DELIVER IN PERSON,Manufacturer#2,5-LOW,2,BUILDING,AIR,3,0.04,8,Brand#21,SM CASE,12,32,2,56122.368
F,F,A,TAKE BACK RETURN,Manufacturer#2,5-LOW,2,MACHINERY,FOB,2,0,8,Brand#24,JUMBO DRUM,27,1,2,1293.3775
F,F,A,DELIVER IN PERSON,Manufacturer#1,5-LOW,2,MACHINERY,AIR,1,0.02,9,Brand#12,WRAP JAR,2,8,1,8480.1792
F,F,A,TAKE BACK RETURN,Manufacturer#3,3-MEDIUM,2,MACHINERY,SHIP,1,0.03,8,Brand#33,WRAP DRUM,11,25,2,27511.26
F,F,R,DELIVER IN PERSON,Manufacturer#1,2-HIGH,2,FURNITURE,SHIP,4,0.05,18,Brand#15,JUMBO BAG,11,31,3,30139.7283
F,F,R,NONE,Manufacturer#3,4-NOT SPECIFIED,2,MACHINERY,TRUCK,2,0.06,9,Brand#34,SM PKG,26,13,1,13412.0844
F,F,R,COLLECT COD,Manufacturer#4,1-URGENT,2,BUILDING,SHIP,6,0.05,8,Brand#42,WRAP PACK,36,8,2,12118.404
F,F,A,TAKE BACK RETURN,Manufacturer#1,3-MEDIUM,2,FURNITURE,RAIL,1,0.04,21,Brand#15,LG DRUM,23,24,4,35772.5136
F,F,R,DELIVER IN PERSON,Manufacturer#4,3-MEDIUM,2,AUTOMOBILE,MAIL,1,0.06,21,Brand#41,SM PACK,10,30,4,40763.946
F,F,A,NONE,Manufacturer#2,2-HIGH,2,AUTOMOBILE,FOB,5,0.02,8,Brand#24,SM DRUM,22,40,2,66309.48
F,F,A,DELIVER IN PERSON,Manufacturer#5,2-HIGH,2,AUTOMOBILE,FOB,4,0.04,8,Brand#52,JUMBO JAR,35,42,2,56571.102
F,F,R,COLLECT COD,Manufacturer#2,5-LOW,2,AUTOMOBILE,TRUCK,1,0.02,21,Brand#22,WRAP DRUM,49,48,4,40316.64
F,F,R,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,2,HOUSEHOLD,MAIL,2,0.06,21,Brand#41,JUMBO BOX,47,35,4,39777.304
F,F,A,DELIVER IN PERSON,Manufacturer#5,3-MEDIUM,2,AUTOMOBILE,AIR,2,0.03,18,Brand#54,SM PKG,25,1,3,941.5165
F,F,A,DELIVER IN PERSON,Manufacturer#3,4-NOT SPECIFIED,2,MACHINERY,SHIP,3,0.02,21,Brand#33,SM BOX,6,39,4,61179.1479
F,F,R,COLLECT COD,Manufacturer#1,3-MEDIUM,2,BUILDING,SHIP,2,0,8,Brand#12,LG CAN,15,8,2,12753.3952
F,F,R,TAKE BACK RETURN,Manufacturer#5,3-MEDIUM,2,MACHINERY,SHIP,1,0.03,9,Brand#54,MED PACK,16,24,1,41495.5632
F,F,R,NONE,Manufacturer#5,3-MEDIUM,2,FURNITURE,RAIL,4,0.07,12,Brand#54,SM CASE,12,31,0,49751.28
F,F,A,DELIVER IN PERSON,Manufacturer#4,2-HIGH,2,FURNITURE,AIR,6,0.04,18,Brand#44,MED PACK,27,44,3,46640.5632
F,F,R,DELIVER IN PERSON,Manufacturer#5,3-MEDIUM,2,BUILDING,FOB,1,0.02,12,Brand#51,SM JAR,7,22,0,38687.0726
F,F,A,TAKE BACK RETURN,Manufacturer#4,3-MEDIUM,2,FURNITURE,TRUCK,3,0.07,12,Brand#45,MED BAG,47,34,0,56903.5628
F,F,R,DELIVER IN PERSON,Manufacturer#1,2-HIGH,2,BUILDING,FOB,1,0.06,9,Brand#15,LG PACK,24,46,1,53187.04
F,F,A,TAKE BACK RETURN,Manufacturer#2,4-NOT SPECIFIED,2,AUTOMOBILE,FOB,3,0.03,12,Brand#25,MED CASE,10,32,0,38377.28
F,F,A,COLLECT COD,Manufacturer#5,3-MEDIUM,2,MACHINERY,RAIL,1,0,9,Brand#54,MED BOX,23,37,1,59814.644
F,F,R,COLLECT COD,Manufacturer#2,5-LOW,2,BUILDING,REG AIR,6,0.05,8,Brand#24,LG JAR,38,10,2,10075.576
F,F,R,COLLECT COD,Manufacturer#4,5-LOW,2,FURNITURE,SHIP,4,0,18,Brand#44,JUMBO PKG,40,42,3,54389.8782
F,F,A,TAKE BACK RETURN,Manufacturer#2,3-MEDIUM,2,FURNITURE,MAIL,4,0.08,18,Brand#25,SM JAR,48,8,3,8185.792
F,F,A,NONE,Manufacturer#1,1-URGENT,2,BUILDING,MAIL,2,0.01,9,Brand#11,SM PACK,4,37,1,41777.6324
F,F,R,DELIVER IN PERSON,Manufacturer#5,1-URGENT,2,FURNITURE,FOB,2,0.08,12,Brand#51,WRAP DRUM,31,7,0,7154.77
F,F,R,TAKE BACK RETURN,Manufacturer#1,2-HIGH,2,AUTOMOBILE,MAIL,4,0,12,Brand#13,SM BOX,44,39,0,53917.7067
F,F,R,COLLECT COD,Manufacturer#5,4-NOT SPECIFIED,2,BUILDING,AIR,2,0.02,12,Brand#52,MED PKG,48,1,0,1856.2203
F,F,A,DELIVER IN PERSON,Manufacturer#3,3-MEDIUM,2,AUTOMOBILE,MAIL,3,0,21,Brand#32,WRAP CAN,20,48,4,52327.728
F,F,R,COLLECT COD,Manufacturer#3,2-HIGH,2,MACHINERY,SHIP,2,0.02,21,Brand#32,SM JAR,42,20,4,27390.608
F,F,R,NONE,Manufacturer#4,3-MEDIUM,2,AUTOMOBILE,REG AIR,6,0.03,9,Brand#45,JUMBO JAR,3,17,1,27451.6085
F,F,A,COLLECT COD,Manufacturer#2,4-NOT SPECIFIED,2,AUTOMOBILE,TRUCK,5,0.07,9,Brand#22,JUMBO BOX,48,5,1,5096.588
F,F,R,TAKE BACK RETURN,Manufacturer#5,1-URGENT,2,HOUSEHOLD,FOB,1,0.05,9,Brand#52,LG PKG,35,26,1,28162.68
F,F,R,COLLECT COD,Manufacturer#1,5-LOW,2,AUTOMOBILE,AIR,5,0.05,12,Brand#12,JUMBO CASE,20,6,0,9969.5232
F,F,R,TAKE BACK RETURN,Manufacturer#2,1-URGENT,2,FURNITURE,MAIL,2,0.08,9,Brand#21,MED CASE,28,20,1,28062.876
F,F,R,TAKE BACK RETURN,Manufacturer#3,5-LOW,2,AUTOMOBILE,SHIP,3,0.06,8,Brand#34,WRAP BAG,28,34,2,41137.2732
F,F,R,DELIVER IN PERSON,Manufacturer#4,2-HIGH,2,BUILDING,TRUCK,7,0.07,8,Brand#41,WRAP CASE,10,49,2,58715.377
F,F,R,DELIVER IN PERSON,Manufacturer#2,2-HIGH,2,AUTOMOBILE,SHIP,1,0.07,8,Brand#22,SM BOX,1,27,2,28607.4936
F,F,A,DELIVER IN PERSON,Manufacturer#4,5-LOW,2,FURNITURE,RAIL,2,0.06,21,Brand#43,SM BOX,12,8,4,10930.5456
F,F,A,NONE,Manufacturer#4,4-NOT SPECIFIED,2,BUILDING,REG AIR,2,0.03,18,Brand#43,LG JAR,38,3,3,4159.9032
F,F,A,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,FOB,1,0.02,18,Brand#43,WRAP DRUM,48,31,3,41732.5782
F,F,A,COLLECT COD,Manufacturer#4,1-URGENT,2,HOUSEHOLD,SHIP,1,0.03,18,Brand#45,LG JAR,28,32,3,46357.9904
F,F,R,NONE,Manufacturer#4,5-LOW,2,MACHINERY,SHIP,1,0.08,21,Brand#43,JUMBO BOX,48,31,4,47788.515
F,F,A,COLLECT COD,Manufacturer#2,1-URGENT,2,FURNITURE,REG AIR,4,0.01,9,Brand#21,WRAP BOX,30,31,1,30863.3396
F,F,A,COLLECT COD,Manufacturer#3,1-URGENT,2,MACHINERY,SHIP,5,0.08,18,Brand#31,JUMBO PKG,6,32,3,39901.2096
F,F,R,COLLECT COD,Manufacturer#3,1-URGENT,2,BUILDING,REG AIR,4,0.01,21,Brand#33,LG BAG,3,50,4,80400.64
F,F,R,NONE,Manufacturer#5,1-URGENT,2,MACHINERY,SHIP,4,0.06,18,Brand#54,MED CAN,24,16,3,25463.1104
F,F,R,COLLECT COD,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,AIR,5,0,18,Brand#51,MED CASE,23,15,3,23416.434
F,F,R,TAKE BACK RETURN,Manufacturer#4,4-NOT SPECIFIED,2,FURNITURE,FOB,3,0.08,18,Brand#42,SM PKG,27,16,3,24009.28
F,F,A,COLLECT COD,Manufacturer#4,2-HIGH,2,HOUSEHOLD,AIR,4,0.08,21,Brand#44,WRAP PACK,45,11,4,16917.7602
F,F,R,NONE,Manufacturer#3,1-URGENT,2,MACHINERY,MAIL,4,0.07,18,Brand#33,SM DRUM,47,5,3,6506.654
F,F,R,TAKE BACK RETURN,Manufacturer#1,1-URGENT,2,AUTOMOBILE,REG AIR,3,0.07,8,Brand#11,WRAP PACK,20,44,2,72864.99
F,F,R,DELIVER IN PERSON,Manufacturer#2,5-LOW,2,FURNITURE,AIR,2,0.06,18,Brand#25,LG CASE,8,36,3,59645.808
F,F,A,COLLECT COD,Manufacturer#5,2-HIGH,2,MACHINERY,MAIL,3,0,9,Brand#53,SM CAN,32,48,1,67299.264
F,F,R,DELIVER IN PERSON,Manufacturer#1,2-HIGH,2,FURNITURE,SHIP,1,0.02,12,Brand#11,LG BAG,6,50,0,60929.86
F,F,R,NONE,Manufacturer#1,4-NOT SPECIFIED,2,BUILDING,MAIL,5,0.08,12,Brand#14,WRAP DRUM,27,14,0,17842.2426
F,F,R,NONE,Manufacturer#1,5-LOW,2,AUTOMOBILE,MAIL,6,0.03,9,Brand#15,SM PKG,38,50,1,51055.5
F,F,A,DELIVER IN PERSON,Manufacturer#2,2-HIGH,2,MACHINERY,FOB,2,0.05,9,Brand#23,JUMBO BAG,49,40,1,67572.96
F,F,A,COLLECT COD,Manufacturer#4,2-HIGH,2,MACHINERY,SHIP,6,0,9,Brand#42,MED BAG,47,23,1,34493.9395
F,F,R,NONE,Manufacturer#1,3-MEDIUM,2,AUTOMOBILE,FOB,3,0.05,8,Brand#12,JUMBO PACK,49,35,2,60087.769
F,F,R,DELIVER IN PERSON,Manufacturer#1,3-MEDIUM,2,AUTOMOBILE,SHIP,2,0.02,8,Brand#13,SM PACK,2,31,2,47759.22
F,F,R,TAKE BACK RETURN,Manufacturer#2,3-MEDIUM,2,FURNITURE,AIR,6,0,18,Brand#25,LG PACK,38,20,3,29110.8
F,F,R,COLLECT COD,Manufacturer#2,3-MEDIUM,2,FURNITURE,REG AIR,1,0.08,18,Brand#23,JUMBO DRUM,29,33,3,40391.2476
F,F,A,DELIVER IN PERSON,Manufacturer#2,2-HIGH,2,AUTOMOBILE,FOB,3,0.05,18,Brand#24,MED DRUM,6,36,3,63358.6464
F,F,R,TAKE BACK RETURN,Manufacturer#1,5-LOW,2,MACHINERY,REG AIR,1,0,9,Brand#14,LG BOX,3,27,1,36999.18
F,F,A,COLLECT COD,Manufacturer#3,5-LOW,2,MACHINERY,FOB,6,0.07,9,Brand#35,JUMBO CASE,42,29,1,39151.6762
F,F,A,NONE,Manufacturer#1,3-MEDIUM,2,BUILDING,AIR,3,0.03,12,Brand#14,JUMBO BAG,17,38,0,41814.4704
F,F,R,TAKE BACK RETURN,Manufacturer#5,4-NOT SPECIFIED,2,HOUSEHOLD,RAIL,3,0.06,18,Brand#55,MED DRUM,16,16,3,16062.4464
F,F,A,DELIVER IN PERSON,Manufacturer#3,4-NOT SPECIFIED,2,BUILDING,MAIL,2,0.02,21,Brand#34,JUMBO BAG,16,40,4,57745.18
F,F,R,COLLECT COD,Manufacturer#1,3-MEDIUM,2,BUILDING,REG AIR,3,0.07,8,Brand#12,MED PACK,39,23,2,33507.1935
F,F,R,COLLECT COD,Manufacturer#2,3-MEDIUM,2,HOUSEHOLD,FOB,2,0.04,18,Brand#21,MED JAR,29,45,3,81318.204
F,F,A,NONE,Manufacturer#5,4-NOT SPECIFIED,2,AUTOMOBILE,TRUCK,3,0.08,12,Brand#54,SM BOX,5,21,0,34074.621
F,F,A,DELIVER IN PERSON,Manufacturer#1,1-URGENT,2,FURNITURE,MAIL,2,0.03,18,Brand#13,SM CAN,37,28,3,44470.8516
F,F,R,TAKE BACK RETURN,Manufacturer#2,5-LOW,2,HOUSEHOLD,AIR,2,0.08,9,Brand#23,JUMBO DRUM,27,42,1,62522.5608
F,F,A,DELIVER IN PERSON,Manufacturer#5,4-NOT SPECIFIED,2,HOUSEHOLD,SHIP,1,0.06,21,Brand#51,SM DRUM,7,42,4,59717.448
F,F,A,NONE,Manufacturer#4,4-NOT SPECIFIED,2,FURNITURE,RAIL,3,0.02,9,Brand#43,WRAP BAG,48,44,1,67818.9512
F,F,A,NONE,Manufacturer#2,3-MEDIUM,2,AUTOMOBILE,MAIL,2,0.02,8,Brand#25,WRAP PKG,37,2,2,2745.8528
F,F,A,NONE,Manufacturer#1,3-MEDIUM,2,AUTOMOBILE,SHIP,3,0.07,18,Brand#12,JUMBO DRUM,17,17,3,22071.0303
F,F,A,NONE,Manufacturer#2,2-HIGH,2,AUTOMOBILE,FOB,6,0.02,12,Brand#21,JUMBO JAR,43,20,0,26128
F,F,R,TAKE BACK RETURN,Manufacturer#1,5-LOW,2,AUTOMOBILE,FOB,5,0,9,Brand#13,MED BAG,38,31,1,56018.5934
F,F,R,NONE,Manufacturer#4,3-MEDIUM,2,HOUSEHOLD,AIR,1,0.07,18,Brand#41,LG CASE,46,44,3,73937.93
F,F,A,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,2,BUILDING,RAIL,4,0.02,9,Brand#41,LG CASE,19,27,1,28048.032
F,F,R,NONE,Manufacturer#4,5-LOW,2,AUTOMOBILE,AIR,3,0.06,9,Brand#44,MED BAG,42,12,1,19849.536
F,F,A,DELIVER IN PERSON,Manufacturer#3,5-LOW,2,AUTOMOBILE,MAIL,2,0.08,18,Brand#32,LG DRUM,23,36,3,54596.1708
F,F,R,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,REG AIR,1,0.01,18,Brand#11,LG CASE,7,42,3,49609.7364
F,F,A,DELIVER IN PERSON,Manufacturer#2,2-HIGH,2,BUILDING,RAIL,7,0.08,12,Brand#21,JUMBO BOX,14,22,0,36676.365
F,F,A,COLLECT COD,Manufacturer#5,3-MEDIUM,2,BUILDING,AIR,1,0.06,9,Brand#54,JUMBO BOX,36,36,1,51356.8656
F,F,A,TAKE BACK RETURN,Manufacturer#1,2-HIGH,2,AUTOMOBILE,TRUCK,3,0.03,18,Brand#15,MED BAG,30,44,3,55997.3832
F,F,A,NONE,Manufacturer#5,2-HIGH,2,HOUSEHOLD,FOB,1,0,9,Brand#55,JUMBO JAR,29,36,1,55695.4776
F,F,A,NONE,Manufacturer#5,5-LOW,2,FURNITURE,AIR,1,0.05,8,Brand#51,LG CASE,12,23,2,21286.224
F,F,A,COLLECT COD,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,SHIP,1,0.05,18,Brand#31,WRAP DRUM,2,19,3,26435.1275
F,F,R,TAKE BACK RETURN,Manufacturer#3,1-URGENT,2,HOUSEHOLD,MAIL,3,0.08,8,Brand#35,SM PKG,23,45,2,43571.709
