l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,P,R,NONE,4,Manufacturer#3,3-MEDIUM,3,AIR,4,0.03,11,Brand#34,19,SM CAN,23,64,59569.1628
O,P,N,COLLECT COD,0,Manufacturer#3,3-MEDIUM,3,REG AIR,3,0.07,16,Brand#35,19,LG CASE,44,64,32333.3374
F,P,R,NONE,4,Manufacturer#1,3-MEDIUM,3,RAIL,5,0.02,20,Brand#15,19,WRAP CAN,36,64,4730.1156
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,4,MAIL,1,0.07,12,Brand#11,11,WRAP BAG,37,66,48581.442
F,F,A,TAKE BACK RETURN,0,Manufacturer#1,1-URGENT,4,TRUCK,4,0.03,15,Brand#14,11,JUMBO DRUM,50,66,62530.4448
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,1-URGENT,4,REG AIR,2,0.06,12,Brand#35,11,LG BOX,34,66,35466.42
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,1-URGENT,4,RAIL,6,0.07,23,Brand#53,11,WRAP BOX,37,66,16814.938
F,F,R,NONE,1,Manufacturer#2,1-URGENT,4,RAIL,5,0.06,1,Brand#21,11,JUMBO PACK,34,66,38689.4508
F,F,R,NONE,4,Manufacturer#1,2-HIGH,3,SHIP,1,0.05,11,Brand#14,22,WRAP BAG,42,67,56993.517
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,2-HIGH,3,TRUCK,3,0.03,22,Brand#44,22,WRAP CASE,34,67,38909.3166
F,F,A,COLLECT COD,0,Manufacturer#3,2-HIGH,3,REG AIR,5,0.04,5,Brand#35,22,MED BAG,16,67,15072.3675
F,F,A,NONE,2,Manufacturer#5,1-URGENT,3,TRUCK,1,0.06,21,Brand#54,7,JUMBO PACK,5,68,6874.56
F,F,A,COLLECT COD,2,Manufacturer#3,1-URGENT,3,FOB,2,0,8,Brand#34,7,LG BOX,35,68,69817.92
F,F,R,NONE,3,Manufacturer#3,1-URGENT,3,FOB,6,0.04,7,Brand#32,7,MED BAG,21,68,18211.7208
F,F,A,NONE,2,Manufacturer#1,1-URGENT,3,MAIL,7,0.06,8,Brand#14,7,JUMBO BOX,19,68,6508.8
F,F,A,NONE,3,Manufacturer#4,1-URGENT,3,AIR,5,0.07,23,Brand#44,7,WRAP BAG,13,68,896.819
F,F,A,NONE,2,Manufacturer#5,1-URGENT,3,RAIL,3,0.03,12,Brand#55,7,MED CAN,15,68,33415.2798
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,4,SHIP,3,0.07,3,Brand#22,20,WRAP BOX,7,69,72030.66
F,F,A,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,1,MAIL,2,0.07,9,Brand#11,1,WRAP CASE,40,70,40391.12
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,4-NOT SPECIFIED,1,MAIL,3,0.05,19,Brand#13,1,JUMBO BOX,28,70,20620.0656
F,F,A,COLLECT COD,2,Manufacturer#2,4-NOT SPECIFIED,1,FOB,4,0.02,21,Brand#24,1,JUMBO PKG,1,70,2170.112
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,1,SHIP,1,0,8,Brand#23,1,WRAP CAN,36,70,29611.424
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,4,FOB,2,0.06,17,Brand#24,13,MED CAN,21,71,23483.9088
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,1-URGENT,4,FOB,1,0.07,4,Brand#24,13,MED BOX,23,71,12717.408
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,4-NOT SPECIFIED,4,TRUCK,3,0,15,Brand#41,10,MED CASE,9,72,22867.2296
F,F,R,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,4,FOB,2,0.06,12,Brand#12,10,MED CASE,10,72,47108.9082
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,4,TRUCK,2,0.08,15,Brand#31,20,MED CAN,37,69,38196.973
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,1-URGENT,4,FOB,1,0.07,22,Brand#53,20,JUMBO PACK,46,69,25584.3
F,F,A,COLLECT COD,4,Manufacturer#4,1-URGENT,4,MAIL,6,0,10,Brand#42,20,JUMBO BOX,9,69,26338.902
F,F,N,TAKE BACK RETURN,3,Manufacturer#2,2-HIGH,1,MAIL,1,0,7,Brand#23,2,WRAP CAN,21,73,31076.8794
F,F,A,TAKE BACK RETURN,4,Manufacturer#1,5-LOW,3,RAIL,1,0.07,11,Brand#15,23,WRAP CASE,47,74,27430.004
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,3,REG AIR,2,0.04,21,Brand#55,23,JUMBO BAG,44,74,25921.077
F,F,R,COLLECT COD,3,Manufacturer#4,4-NOT SPECIFIED,1,RAIL,1,0.01,22,Brand#45,2,MED BOX,2,75,46076.94
F,F,R,DELIVER IN PERSON,1,Manufacturer#4,4-NOT SPECIFIED,1,FOB,2,0.03,17,Brand#44,2,JUMBO JAR,28,75,59533.383
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,2-HIGH,1,TRUCK,5,0.04,14,Brand#55,24,LG BAG,19,76,48030.948
F,F,R,COLLECT COD,1,Manufacturer#3,2-HIGH,1,RAIL,4,0.02,1,Brand#31,24,MED BOX,47,76,32970.96
F,F,R,NONE,4,Manufacturer#4,2-HIGH,2,AIR,2,0.07,20,Brand#43,12,WRAP CAN,42,77,3848.2
F,F,N,NONE,1,Manufacturer#4,5-LOW,4,MAIL,2,0.06,2,Brand#42,10,JUMBO PACK,12,78,65869.2
F,F,R,COLLECT COD,1,Manufacturer#3,5-LOW,4,FOB,1,0.05,17,Brand#31,10,JUMBO CAN,43,78,38395.215
F,F,R,COLLECT COD,4,Manufacturer#2,5-LOW,4,TRUCK,5,0.05,4,Brand#22,10,LG JAR,20,78,24506.856
F,F,R,COLLECT COD,2,Manufacturer#4,5-LOW,4,RAIL,3,0,9,Brand#42,10,WRAP DRUM,36,78,13144.446
F,F,A,NONE,0,Manufacturer#5,3-MEDIUM,2,REG AIR,2,0.01,5,Brand#52,18,WRAP BAG,43,79,37471.3976
F,F,A,NONE,1,Manufacturer#1,3-MEDIUM,2,SHIP,1,0.07,17,Brand#13,18,MED JAR,13,79,52800.759
F,F,A,COLLECT COD,4,Manufacturer#1,3-MEDIUM,2,AIR,4,0.01,10,Brand#13,18,JUMBO JAR,30,79,44403.3408
F,P,N,TAKE BACK RETURN,3,Manufacturer#2,2-HIGH,2,REG AIR,6,0.03,7,Brand#25,9,JUMBO BAG,25,80,23211.5568
F,F,R,COLLECT COD,2,Manufacturer#5,2-HIGH,1,AIR,1,0.04,21,Brand#55,3,JUMBO JAR,7,81,59343.7628
F,F,A,COLLECT COD,0,Manufacturer#1,1-URGENT,0,RAIL,3,0,5,Brand#11,0,JUMBO CAN,20,82,50150.88
F,P,R,TAKE BACK RETURN,4,Manufacturer#1,2-HIGH,2,MAIL,4,0.08,13,Brand#13,9,JUMBO BAG,49,80,61713.729
F,P,R,TAKE BACK RETURN,3,Manufacturer#3,2-HIGH,2,RAIL,1,0,23,Brand#31,9,LG BOX,31,80,7718.0016
F,P,R,COLLECT COD,1,Manufacturer#2,2-HIGH,2,SHIP,3,0.08,1,Brand#24,9,MED PACK,5,80,3551.8848
O,P,N,TAKE BACK RETURN,2,Manufacturer#4,2-HIGH,2,MAIL,2,0.07,18,Brand#43,9,SM PACK,11,80,68092.9722
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,4,RAIL,5,0,23,Brand#13,20,WRAP JAR,20,83,48973.9905
F,F,R,NONE,1,Manufacturer#1,2-HIGH,4,RAIL,2,0.08,3,Brand#14,4,SM BOX,47,84,11129.778
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,2-HIGH,4,MAIL,1,0.05,23,Brand#11,4,WRAP JAR,27,84,46216.72
F,F,R,NONE,3,Manufacturer#1,2-HIGH,4,AIR,6,0.06,23,Brand#13,4,MED BAG,13,84,29456.169
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,2-HIGH,4,MAIL,5,0,6,Brand#15,4,JUMBO CAN,16,84,26917.5
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,5-LOW,4,TRUCK,2,0.08,18,Brand#33,4,LG CAN,14,85,2886.2176
F,F,A,NONE,0,Manufacturer#2,4-NOT SPECIFIED,1,TRUCK,1,0.02,0,Brand#24,24,WRAP JAR,49,86,7092.897
F,F,R,COLLECT COD,1,Manufacturer#1,1-URGENT,4,MAIL,6,0.06,24,Brand#14,20,WRAP JAR,23,83,26960.14
F,F,R,NONE,4,Manufacturer#2,5-LOW,3,FOB,1,0.05,13,Brand#22,6,MED JAR,23,87,52311.0588
F,F,R,COLLECT COD,0,Manufacturer#4,5-LOW,2,AIR,2,0,16,Brand#45,12,WRAP PKG,16,88,46382.781
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,5-LOW,2,MAIL,5,0,7,Brand#14,12,LG CAN,26,88,56323.2384
F,F,R,COLLECT COD,0,Manufacturer#2,5-LOW,2,TRUCK,3,0.06,16,Brand#25,12,SM DRUM,33,88,27966.9852
F,F,A,COLLECT COD,0,Manufacturer#1,5-LOW,2,FOB,4,0.06,0,Brand#13,12,WRAP CAN,18,88,60113.6096
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,2,AIR,1,0.04,2,Brand#22,12,MED BAG,46,88,36332.034
F,F,A,NONE,3,Manufacturer#3,4-NOT SPECIFIED,2,RAIL,5,0.03,7,Brand#35,21,WRAP BOX,34,89,20144.541
F,F,A,COLLECT COD,4,Manufacturer#2,3-MEDIUM,2,RAIL,2,0,10,Brand#21,21,SM BOX,3,90,30005.6823
F,F,R,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,3,SHIP,5,0.01,14,Brand#52,7,WRAP PKG,36,91,22376.3092
F,F,R,DELIVER IN PERSON,1,Manufacturer#5,5-LOW,4,SHIP,6,0.02,17,Brand#54,10,WRAP CASE,1,92,13538.406
F,F,A,COLLECT COD,2,Manufacturer#5,5-LOW,4,MAIL,4,0.04,12,Brand#55,10,LG PKG,1,92,8631.8784
F,F,A,NONE,0,Manufacturer#3,5-LOW,4,AIR,5,0.04,15,Brand#33,10,MED DRUM,3,92,10719.9744
F,F,R,TAKE BACK RETURN,4,Manufacturer#3,5-LOW,4,SHIP,3,0.01,10,Brand#34,10,LG PACK,12,92,61157.4528
F,P,N,TAKE BACK RETURN,1,Manufacturer#4,3-MEDIUM,3,MAIL,2,0.05,17,Brand#43,7,WRAP DRUM,43,93,42616.608
O,P,N,TAKE BACK RETURN,0,Manufacturer#4,3-MEDIUM,3,TRUCK,4,0.05,5,Brand#45,7,SM PKG,11,93,77048.0588
F,P,N,DELIVER IN PERSON,1,Manufacturer#4,3-MEDIUM,3,SHIP,3,0.01,3,Brand#45,7,LG PKG,44,93,69519.7254
F,P,R,COLLECT COD,1,Manufacturer#1,3-MEDIUM,3,SHIP,1,0.01,2,Brand#14,7,WRAP JAR,30,93,57986.151
F,P,R,TAKE BACK RETURN,3,Manufacturer#4,3-MEDIUM,3,RAIL,5,0.05,23,Brand#44,7,WRAP CAN,37,93,30371.04
F,F,A,NONE,4,Manufacturer#4,3-MEDIUM,3,TRUCK,5,0.04,13,Brand#44,22,JUMBO CASE,3,94,59678.775
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,4,REG AIR,1,0.03,20,Brand#45,10,WRAP JAR,9,92,36514.1715
F,F,A,COLLECT COD,0,Manufacturer#3,5-LOW,2,AIR,1,0.02,14,Brand#32,21,LG PKG,40,95,81687.1824
F,F,R,COLLECT COD,3,Manufacturer#3,5-LOW,4,MAIL,5,0.06,22,Brand#31,13,SM BAG,17,96,34600.9976
F,F,A,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,2,MAIL,4,0.02,14,Brand#41,21,LG BOX,15,89,34666.203
F,F,R,NONE,3,Manufacturer#1,3-MEDIUM,1,REG AIR,1,0.03,7,Brand#14,24,MED BOX,27,97,32315.031
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,3-MEDIUM,0,FOB,3,0.06,10,Brand#25,5,SM BOX,41,98,47629.8
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,3-MEDIUM,0,RAIL,7,0.01,17,Brand#34,5,SM BOX,34,98,13027.0777
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,3-MEDIUM,0,FOB,6,0.07,7,Brand#33,5,SM JAR,30,98,17100.5184
F,F,R,DELIVER IN PERSON,1,Manufacturer#5,3-MEDIUM,0,FOB,5,0.07,1,Brand#55,5,MED BAG,31,98,71472.9015
F,F,A,NONE,3,Manufacturer#5,3-MEDIUM,1,REG AIR,2,0.02,22,Brand#55,24,JUMBO PKG,14,97,3315.636
F,F,A,NONE,0,Manufacturer#3,3-MEDIUM,1,AIR,3,0.02,0,Brand#31,24,LG BAG,46,97,59398.4118
F,F,A,COLLECT COD,0,Manufacturer#4,1-URGENT,0,SHIP,1,0.03,0,Brand#42,16,WRAP PKG,39,99,56315.8596
F,F,A,COLLECT COD,3,Manufacturer#4,1-URGENT,4,SHIP,1,0.02,6,Brand#41,10,LG PACK,48,100,1386.2301
F,F,R,COLLECT COD,4,Manufacturer#1,1-URGENT,4,REG AIR,5,0.08,13,Brand#13,10,LG DRUM,34,100,34375.656
F,F,R,TAKE BACK RETURN,0,Manufacturer#2,3-MEDIUM,1,MAIL,5,0.01,5,Brand#23,2,SM CASE,26,101,2816.3408
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,1-URGENT,0,RAIL,2,0.03,15,Brand#25,5,JUMBO JAR,34,102,32001.5232
F,P,R,NONE,2,Manufacturer#4,2-HIGH,1,MAIL,5,0.04,18,Brand#45,24,LG BAG,11,103,4578.606
O,P,N,NONE,1,Manufacturer#4,2-HIGH,1,RAIL,4,0.07,2,Brand#42,24,LG PKG,24,103,24229.29
F,P,A,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,1,SHIP,2,0.05,18,Brand#33,24,LG BAG,24,103,59170.368
F,P,N,TAKE BACK RETURN,4,Manufacturer#2,2-HIGH,1,FOB,6,0.06,11,Brand#23,24,WRAP PACK,28,103,20489.7693
F,P,R,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,1,SHIP,3,0.08,15,Brand#34,24,LG BOX,30,103,45127.95
F,P,R,TAKE BACK RETURN,3,Manufacturer#4,2-HIGH,1,FOB,1,0.08,23,Brand#42,24,WRAP PACK,36,103,9004.401
F,P,R,COLLECT COD,3,Manufacturer#1,2-HIGH,1,MAIL,7,0.07,19,Brand#14,24,MED BAG,50,103,65103.6456
F,F,A,COLLECT COD,1,Manufacturer#4,3-MEDIUM,0,SHIP,4,0.07,2,Brand#42,15,LG CAN,8,104,40629.6297
F,F,R,COLLECT COD,4,Manufacturer#1,5-LOW,2,REG AIR,5,0,20,Brand#13,21,SM CAN,11,105,31933.2342
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,2-HIGH,4,SHIP,1,0.07,8,Brand#15,10,WRAP CASE,48,106,41360.1786
F,F,A,NONE,1,Manufacturer#2,2-HIGH,4,AIR,5,0.08,17,Brand#22,10,LG JAR,49,106,20466.32
F,F,R,COLLECT COD,4,Manufacturer#4,2-HIGH,4,FOB,6,0.03,11,Brand#45,10,SM BAG,37,106,24974.73
F,F,A,NONE,2,Manufacturer#5,2-HIGH,4,TRUCK,4,0.01,18,Brand#52,10,WRAP JAR,31,106,18257.7864
F,F,A,DELIVER IN PERSON,4,Manufacturer#4,5-LOW,2,REG AIR,2,0.03,4,Brand#41,8,WRAP PACK,40,107,52247.832
F,F,A,NONE,3,Manufacturer#3,3-MEDIUM,1,TRUCK,2,0.03,23,Brand#32,2,JUMBO BOX,48,108,35797.113
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,3-MEDIUM,0,SHIP,1,0.04,1,Brand#11,15,SM DRUM,27,109,65312.1024
F,F,R,COLLECT COD,3,Manufacturer#5,3-MEDIUM,0,SHIP,2,0.07,7,Brand#54,15,MED BOX,34,109,40156.2282
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,3,AIR,5,0.02,21,Brand#44,7,JUMBO BOX,24,110,40293.924
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,4-NOT SPECIFIED,3,FOB,4,0.04,22,Brand#12,7,LG BAG,2,110,25001.613
F,F,R,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,3,RAIL,3,0.05,0,Brand#53,7,JUMBO BOX,2,110,48903.3636
F,F,N,COLLECT COD,3,Manufacturer#3,4-NOT SPECIFIED,3,AIR,2,0.03,7,Brand#35,7,MED CASE,32,110,31326.06
F,F,R,TAKE BACK RETURN,4,Manufacturer#3,4-NOT SPECIFIED,3,RAIL,1,0.01,10,Brand#34,7,MED CASE,36,110,34912.25
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,4-NOT SPECIFIED,2,TRUCK,2,0.01,9,Brand#31,12,MED BOX,24,111,38363.5
F,F,A,NONE,4,Manufacturer#2,3-MEDIUM,0,TRUCK,1,0.06,11,Brand#21,15,MED BAG,32,104,13829.0628
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,3-MEDIUM,0,MAIL,3,0.08,7,Brand#43,15,LG JAR,35,104,1891.6164
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,3-MEDIUM,0,FOB,2,0.07,7,Brand#42,15,WRAP CAN,16,104,14293.64
F,F,A,NONE,3,Manufacturer#4,1-URGENT,2,MAIL,2,0.03,7,Brand#45,18,MED CAN,26,112,29431.2
F,F,R,NONE,1,Manufacturer#1,5-LOW,4,MAIL,3,0.02,24,Brand#11,4,MED CASE,13,113,19162.1256
F,F,R,NONE,1,Manufacturer#4,5-LOW,3,AIR,2,0,17,Brand#45,23,LG DRUM,22,114,69040.15
F,F,N,NONE,1,Manufacturer#1,5-LOW,3,FOB,3,0.03,2,Brand#13,23,LG CASE,7,114,18012.415
F,F,A,DELIVER IN PERSON,3,Manufacturer#2,5-LOW,3,TRUCK,1,0.07,23,Brand#21,23,WRAP CASE,14,114,64026.7776
F,F,A,NONE,4,Manufacturer#4,5-LOW,2,REG AIR,1,0.01,20,Brand#44,12,LG BOX,43,115,37193.621
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,2,AIR,6,0.03,10,Brand#43,12,MED CAN,43,115,7515.2592
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,2,MAIL,5,0.07,20,Brand#44,12,MED PACK,16,115,52136.676
F,F,R,NONE,3,Manufacturer#5,5-LOW,2,MAIL,4,0.08,19,Brand#52,12,LG CAN,50,115,32838.1872
F,F,R,COLLECT COD,0,Manufacturer#4,5-LOW,2,FOB,3,0,15,Brand#42,12,JUMBO CAN,46,115,17056.1664
F,F,A,DELIVER IN PERSON,3,Manufacturer#2,1-URGENT,2,AIR,1,0.02,23,Brand#23,18,LG PACK,8,112,55282.8511
F,F,A,COLLECT COD,2,Manufacturer#1,1-URGENT,2,SHIP,3,0.04,9,Brand#15,18,LG CASE,28,112,47077.7594
F,F,R,COLLECT COD,3,Manufacturer#3,1-URGENT,2,MAIL,7,0.08,23,Brand#33,18,MED PACK,34,112,24771.6864
F,F,R,COLLECT COD,0,Manufacturer#5,2-HIGH,0,TRUCK,4,0.03,14,Brand#53,15,JUMBO BOX,14,116,50242.176
F,F,R,NONE,2,Manufacturer#5,2-HIGH,0,TRUCK,3,0.06,18,Brand#53,15,LG BOX,1,116,36853.593
F,F,R,DELIVER IN PERSON,0,Manufacturer#5,2-HIGH,0,FOB,2,0.05,14,Brand#51,15,JUMBO PKG,19,116,8433.153
F,F,R,NONE,2,Manufacturer#1,4-NOT SPECIFIED,2,FOB,5,0.05,8,Brand#14,12,JUMBO PACK,42,117,50636.8368
F,F,R,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,2,SHIP,2,0.02,14,Brand#44,12,JUMBO CASE,2,117,6708.272
F,F,A,NONE,1,Manufacturer#2,4-NOT SPECIFIED,2,MAIL,3,0.06,3,Brand#24,12,MED JAR,7,117,68565.9546
F,F,A,DELIVER IN PERSON,0,Manufacturer#1,4-NOT SPECIFIED,2,SHIP,1,0.01,5,Brand#14,12,SM DRUM,39,117,39151.476
F,F,A,COLLECT COD,4,Manufacturer#3,3-MEDIUM,4,REG AIR,1,0.05,4,Brand#34,13,LG DRUM,17,118,34828.407
F,F,N,DELIVER IN PERSON,1,Manufacturer#4,1-URGENT,0,MAIL,1,0.04,3,Brand#43,5,MED CAN,41,119,25623.267
F,P,R,TAKE BACK RETURN,3,Manufacturer#3,5-LOW,1,REG AIR,5,0.04,19,Brand#35,2,WRAP JAR,1,120,2751.8488
F,P,R,DELIVER IN PERSON,3,Manufacturer#4,5-LOW,1,RAIL,3,0.08,6,Brand#42,2,WRAP CASE,7,120,83276.95
O,P,N,DELIVER IN PERSON,4,Manufacturer#1,5-LOW,1,RAIL,2,0.03,11,Brand#13,2,WRAP JAR,29,120,25104.2148
O,P,N,NONE,0,Manufacturer#3,5-LOW,1,AIR,6,0.06,0,Brand#31,2,MED PKG,23,120,11858.7264
F,P,R,DELIVER IN PERSON,4,Manufacturer#3,5-LOW,1,REG AIR,1,0.08,11,Brand#31,2,LG BAG,46,120,68911.57
F,P,A,NONE,4,Manufacturer#1,5-LOW,1,SHIP,4,0.06,20,Brand#13,2,JUMBO BAG,13,120,51254.8575
F,F,A,NONE,3,Manufacturer#5,5-LOW,3,MAIL,7,0.01,19,Brand#55,23,MED JAR,8,121,39745.656
F,F,N,COLLECT COD,4,Manufacturer#1,2-HIGH,2,MAIL,1,0,20,Brand#13,8,WRAP JAR,17,122,56979.6624
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,2-HIGH,2,TRUCK,4,0.06,19,Brand#14,8,LG PACK,13,122,20656.944
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,0,TRUCK,1,0.05,8,Brand#42,5,SM JAR,18,123,46608.048
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,4-NOT SPECIFIED,0,FOB,6,0.07,10,Brand#43,5,LG BAG,12,123,9824.128
F,F,A,DELIVER IN PERSON,3,Manufacturer#2,3-MEDIUM,2,SHIP,3,0.03,19,Brand#21,8,JUMBO DRUM,20,124,78403.92
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,3-MEDIUM,2,TRUCK,2,0.06,11,Brand#45,8,LG BAG,4,124,19301.3172
F,F,R,NONE,0,Manufacturer#2,3-MEDIUM,2,AIR,1,0.01,5,Brand#22,8,WRAP PACK,26,124,30804.7168
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,4-NOT SPECIFIED,2,SHIP,2,0.03,7,Brand#53,8,SM DRUM,12,125,35475.615
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,4-NOT SPECIFIED,2,SHIP,5,0,16,Brand#13,8,JUMBO CASE,7,125,16786.6805
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,4-NOT SPECIFIED,2,AIR,4,0.02,7,Brand#35,8,SM DRUM,1,125,34803.3792
F,F,R,TAKE BACK RETURN,4,Manufacturer#1,4-NOT SPECIFIED,1,TRUCK,2,0.01,10,Brand#12,2,SM CASE,26,126,13913.0976
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,1-URGENT,0,FOB,1,0,8,Brand#13,14,SM BAG,47,127,41598.9932
F,F,R,TAKE BACK RETURN,4,Manufacturer#3,1-URGENT,0,FOB,3,0.08,4,Brand#32,14,SM PACK,27,127,65777.6448
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,4-NOT SPECIFIED,2,RAIL,4,0.04,13,Brand#43,21,SM DRUM,41,128,4236.56
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,4-NOT SPECIFIED,2,SHIP,3,0.07,23,Brand#43,21,MED BOX,4,128,3306.684
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,4-NOT SPECIFIED,2,REG AIR,2,0.04,7,Brand#45,21,WRAP BAG,11,128,21464.352
F,F,R,COLLECT COD,2,Manufacturer#2,4-NOT SPECIFIED,2,RAIL,6,0.01,18,Brand#21,21,MED BAG,40,128,11596.676
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,2-HIGH,3,SHIP,3,0.06,22,Brand#44,7,SM BAG,24,129,63130.032
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,3,TRUCK,2,0.02,17,Brand#55,7,SM CAN,32,129,22971.8835
F,P,R,COLLECT COD,2,Manufacturer#2,1-URGENT,1,FOB,6,0.03,9,Brand#22,17,MED PACK,33,130,50464.722
F,P,R,COLLECT COD,1,Manufacturer#2,2-HIGH,4,FOB,1,0,17,Brand#25,11,SM PKG,35,131,48437.2252
F,P,N,COLLECT COD,2,Manufacturer#4,2-HIGH,4,SHIP,3,0.08,21,Brand#42,11,JUMBO CAN,20,131,1712.8832
O,P,N,COLLECT COD,2,Manufacturer#2,2-HIGH,4,AIR,2,0.01,9,Brand#21,11,WRAP CASE,41,131,28938.8544
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,3,REG AIR,2,0.07,4,Brand#42,7,MED BOX,43,132,59702.4288
F,F,A,TAKE BACK RETURN,0,Manufacturer#5,5-LOW,3,TRUCK,4,0,15,Brand#51,7,SM DRUM,50,132,53390.304
F,F,R,COLLECT COD,2,Manufacturer#5,5-LOW,3,RAIL,1,0.02,18,Brand#53,7,LG CAN,25,132,27829.0584
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,5-LOW,3,REG AIR,3,0.01,21,Brand#45,7,JUMBO PKG,16,132,49193.2896
F,F,A,NONE,4,Manufacturer#5,5-LOW,4,AIR,7,0.01,10,Brand#52,11,LG DRUM,46,133,10285.33
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,5-LOW,4,REG AIR,3,0,21,Brand#33,11,SM BOX,27,133,46262.9544
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,5-LOW,4,AIR,2,0.08,17,Brand#53,11,SM CAN,8,133,38367.156
F,F,N,DELIVER IN PERSON,1,Manufacturer#3,5-LOW,4,TRUCK,6,0,24,Brand#33,11,JUMBO JAR,29,133,62196.5
F,F,N,TAKE BACK RETURN,3,Manufacturer#1,5-LOW,4,SHIP,5,0.08,22,Brand#14,11,JUMBO JAR,37,133,40002.0908
F,F,A,NONE,4,Manufacturer#3,5-LOW,4,REG AIR,4,0.05,4,Brand#35,11,SM PACK,27,133,40136.931
F,F,R,NONE,3,Manufacturer#4,5-LOW,4,REG AIR,1,0.02,23,Brand#45,11,MED BAG,38,133,46706.9157
F,P,R,NONE,0,Manufacturer#3,1-URGENT,1,TRUCK,7,0.06,16,Brand#34,17,JUMBO CAN,3,130,56507.6655
O,P,N,NONE,0,Manufacturer#1,1-URGENT,1,REG AIR,4,0.01,0,Brand#12,17,WRAP CAN,24,130,46306.176
F,P,R,NONE,0,Manufacturer#2,1-URGENT,1,RAIL,3,0.03,15,Brand#21,17,MED CAN,39,130,25632
F,P,A,COLLECT COD,1,Manufacturer#2,1-URGENT,1,AIR,5,0.03,1,Brand#25,17,JUMBO JAR,34,130,17408.236
F,P,A,DELIVER IN PERSON,2,Manufacturer#4,1-URGENT,1,AIR,1,0.08,21,Brand#42,17,SM JAR,1,130,21165.3882
F,P,N,NONE,1,Manufacturer#4,1-URGENT,1,SHIP,2,0.05,24,Brand#42,17,JUMBO CAN,44,130,48555.325
