o_orderstatus,sn_regionkey,p_mfgr,o_orderpriority,o_orderdate,l_shipinstruct,l_commitdate,cn_regionkey,l_shipdate,c_mktsegment,l_receiptdate,l_shipmode,p_retailprice,l_linenumber,l_tax,groupcol,aggcol
O,4,Manufacturer#4,2-HIGH,1996-11-01,DELIVER IN PERSON,1997-01-07,2,1997-01-29,AUTOMOBILE,1997-02-16,RAIL,1309.4,5,0.02,0,23831.08
O,2,Manufacturer#4,2-HIGH,1996-11-01,NONE,1997-01-15,2,1996-12-08,AUTOMOBILE,1996-12-23,FOB,1859.95,1,0.04,0,74993.184
O,1,Manufacturer#5,2-HIGH,1996-11-01,NONE,1996-12-26,2,1996-11-08,AUTOMOBILE,1996-11-19,FOB,1777.87,3,0.04,0,44837.8814
O,0,Manufacturer#2,2-HIGH,1996-11-01,COLLECT COD,1996-12-27,2,1997-01-24,AUTOMOBILE,1997-02-02,AIR,1805.9,2,0,0,86683.2
O,2,Manufacturer#2,2-HIGH,1996-11-01,DELIVER IN PERSON,1997-01-22,2,1997-02-12,AUTOMOBILE,1997-03-08,MAIL,1515.61,6,0.05,0,20157.613
O,1,Manufacturer#2,2-HIGH,1996-11-01,NONE,1996-12-11,2,1996-12-14,AUTOMOBILE,1996-12-24,MAIL,1417.51,7,0.03,0,63787.95
F,0,Manufacturer#1,2-HIGH,1992-11-07,COLLECT COD,1993-01-16,4,1992-12-24,FURNITURE,1993-01-21,TRUCK,1570.66,1,0.08,1,67915.3384
F,4,Manufacturer#2,4-NOT SPECIFIED,1992-04-10,COLLECT COD,1992-05-11,0,1992-04-16,BUILDING,1992-04-29,RAIL,1465.56,3,0.01,1,4088.9124
F,1,Manufacturer#2,4-NOT SPECIFIED,1992-04-10,NONE,1992-06-29,0,1992-07-21,BUILDING,1992-07-26,AIR,1473.57,4,0.05,2,47596.311
F,3,Manufacturer#3,4-NOT SPECIFIED,1992-04-10,NONE,1992-07-07,0,1992-06-01,BUILDING,1992-06-04,RAIL,1142.24,2,0.06,1,2056.032
F,2,Manufacturer#4,4-NOT SPECIFIED,1992-04-10,TAKE BACK RETURN,1992-06-28,0,1992-07-10,BUILDING,1992-08-03,FOB,1268.36,5,0.08,2,39319.16
F,2,Manufacturer#1,4-NOT SPECIFIED,1992-04-10,TAKE BACK RETURN,1992-06-29,0,1992-08-06,BUILDING,1992-08-20,AIR,1809.9,1,0.07,1,55600.128
F,2,Manufacturer#3,4-NOT SPECIFIED,1992-12-31,NONE,1993-02-27,1,1993-02-22,BUILDING,1993-03-05,MAIL,1304.4,5,0.07,1,19200.768
F,4,Manufacturer#3,4-NOT SPECIFIED,1992-12-31,TAKE BACK RETURN,1993-03-26,1,1993-02-09,BUILDING,1993-02-20,AIR,1448.54,6,0.01,2,25291.5084
F,0,Manufacturer#2,4-NOT SPECIFIED,1992-12-31,NONE,1993-03-17,1,1993-01-28,BUILDING,1993-02-03,RAIL,1359.45,3,0.04,2,65280.789
F,1,Manufacturer#5,4-NOT SPECIFIED,1992-12-31,TAKE BACK RETURN,1993-03-15,1,1993-02-27,BUILDING,1993-03-29,RAIL,959.05,1,0.07,2,29462.016
F,2,Manufacturer#3,4-NOT SPECIFIED,1992-12-31,NONE,1993-03-29,1,1993-03-05,BUILDING,1993-03-31,MAIL,1729.82,4,0.08,1,6780.8944
F,3,Manufacturer#1,4-NOT SPECIFIED,1992-12-31,NONE,1993-02-27,1,1993-02-26,BUILDING,1993-02-27,RAIL,1009.1,2,0.03,1,39052.17
O,1,Manufacturer#3,5-LOW,1997-07-07,DELIVER IN PERSON,1997-09-19,2,1997-09-14,MACHINERY,1997-09-23,RAIL,1112.21,2,0.07,0,3169.7985
O,1,Manufacturer#5,5-LOW,1997-07-07,COLLECT COD,1997-09-11,2,1997-09-28,MACHINERY,1997-10-21,TRUCK,1328.42,4,0.01,0,16924.0708
O,0,Manufacturer#4,5-LOW,1997-07-07,COLLECT COD,1997-09-27,2,1997-08-06,MACHINERY,1997-08-12,REG AIR,1611.71,5,0,0,48351.3
O,1,Manufacturer#1,5-LOW,1997-07-07,TAKE BACK RETURN,1997-09-24,2,1997-07-10,MACHINERY,1997-07-30,AIR,1055.15,3,0.02,0,949.635
O,0,Manufacturer#2,5-LOW,1997-07-07,NONE,1997-08-14,2,1997-10-24,MACHINERY,1997-11-04,REG AIR,1049.14,1,0.01,0,18139.6306
F,0,Manufacturer#5,4-NOT SPECIFIED,1993-11-14,TAKE BACK RETURN,1994-01-17,0,1993-11-30,BUILDING,1993-12-26,TRUCK,1761.86,1,0.02,2,32471.0798
F,1,Manufacturer#4,4-NOT SPECIFIED,1993-11-14,TAKE BACK RETURN,1994-02-08,0,1994-01-18,BUILDING,1994-02-12,SHIP,1673.77,2,0.07,2,26177.7628
O,3,Manufacturer#2,3-MEDIUM,1997-02-23,DELIVER IN PERSON,1997-04-02,0,1997-06-19,BUILDING,1997-07-10,MAIL,1838.93,3,0.07,0,70283.9046
O,0,Manufacturer#3,3-MEDIUM,1997-02-23,TAKE BACK RETURN,1997-05-19,0,1997-06-21,BUILDING,1997-07-20,REG AIR,1596.69,6,0.01,0,9388.5372
O,1,Manufacturer#2,3-MEDIUM,1997-02-23,TAKE BACK RETURN,1997-04-23,0,1997-05-31,BUILDING,1997-06-12,MAIL,1180.28,5,0.04,0,14576.458
O,4,Manufacturer#3,3-MEDIUM,1997-02-23,NONE,1997-05-11,0,1997-05-30,BUILDING,1997-06-05,FOB,1595.69,2,0.01,0,15797.331
O,0,Manufacturer#5,3-MEDIUM,1997-02-23,TAKE BACK RETURN,1997-04-07,0,1997-06-12,BUILDING,1997-06-15,MAIL,1095.19,4,0.01,0,51473.93
O,2,Manufacturer#5,3-MEDIUM,1997-02-23,TAKE BACK RETURN,1997-05-01,0,1997-03-23,BUILDING,1997-03-26,TRUCK,1289.38,1,0.01,0,15008.3832
O,1,Manufacturer#3,4-NOT SPECIFIED,1998-04-16,NONE,1998-06-07,3,1998-07-13,AUTOMOBILE,1998-07-28,RAIL,1645.74,3,0.03,0,39102.7824
O,2,Manufacturer#4,4-NOT SPECIFIED,1998-04-16,COLLECT COD,1998-07-05,3,1998-06-27,AUTOMOBILE,1998-07-01,MAIL,1203.3,5,0.04,0,36183.231
O,1,Manufacturer#2,4-NOT SPECIFIED,1998-04-16,COLLECT COD,1998-07-04,3,1998-08-07,AUTOMOBILE,1998-08-14,AIR,1564.66,2,0.08,0,21905.24
O,3,Manufacturer#4,4-NOT SPECIFIED,1998-04-16,COLLECT COD,1998-05-26,3,1998-06-03,AUTOMOBILE,1998-07-03,AIR,1577.67,4,0.01,0,43922.3328
O,0,Manufacturer#1,4-NOT SPECIFIED,1998-04-16,COLLECT COD,1998-06-22,3,1998-04-24,AUTOMOBILE,1998-05-02,FOB,923.02,6,0,0,15959.0158
O,3,Manufacturer#1,4-NOT SPECIFIED,1998-04-16,COLLECT COD,1998-07-02,3,1998-05-05,AUTOMOBILE,1998-05-11,REG AIR,1470.56,1,0.04,0,12440.9376
O,0,Manufacturer#2,5-LOW,1996-12-04,NONE,1997-02-26,4,1997-02-04,BUILDING,1997-02-09,AIR,1780.88,2,0,0,44878.176
O,2,Manufacturer#5,5-LOW,1996-12-04,TAKE BACK RETURN,1997-01-24,4,1997-01-14,BUILDING,1997-01-25,REG AIR,1892.99,4,0.04,0,31347.9144
O,3,Manufacturer#3,5-LOW,1996-12-04,TAKE BACK RETURN,1997-01-28,4,1997-01-30,BUILDING,1997-02-16,RAIL,1462.56,3,0.03,0,10033.1616
O,3,Manufacturer#3,5-LOW,1996-12-04,NONE,1997-02-01,4,1997-03-10,BUILDING,1997-03-14,MAIL,1017.11,1,0.06,0,14646.384
O,2,Manufacturer#1,1-URGENT,1997-06-28,DELIVER IN PERSON,1997-09-05,2,1997-08-22,BUILDING,1997-08-29,TRUCK,1071.17,1,0.02,0,12854.04
O,0,Manufacturer#1,1-URGENT,1997-06-28,DELIVER IN PERSON,1997-08-28,2,1997-09-16,BUILDING,1997-10-12,SHIP,1190.29,2,0.01,0,17497.263
O,0,Manufacturer#3,1-URGENT,1997-06-28,TAKE BACK RETURN,1997-09-02,2,1997-07-24,BUILDING,1997-07-31,SHIP,1051.15,5,0.03,0,33111.225
O,1,Manufacturer#5,1-URGENT,1997-06-28,DELIVER IN PERSON,1997-09-03,2,1997-07-07,BUILDING,1997-07-09,FOB,1166.26,6,0,0,10846.218
O,0,Manufacturer#3,1-URGENT,1997-06-28,COLLECT COD,1997-09-01,2,1997-09-07,BUILDING,1997-09-15,REG AIR,1223.32,4,0.03,0,3596.5608
O,1,Manufacturer#2,1-URGENT,1997-06-28,TAKE BACK RETURN,1997-08-12,2,1997-07-27,BUILDING,1997-08-10,FOB,1403.5,3,0,0,57178.59
O,4,Manufacturer#4,5-LOW,1996-11-23,COLLECT COD,1997-01-20,3,1996-12-06,HOUSEHOLD,1996-12-12,AIR,1562.66,2,0.04,0,75038.9332
O,4,Manufacturer#3,5-LOW,1996-11-23,COLLECT COD,1997-01-21,3,1996-12-16,HOUSEHOLD,1996-12-24,RAIL,1556.65,1,0,0,53237.43
O,1,Manufacturer#3,5-LOW,1996-11-23,TAKE BACK RETURN,1996-12-23,3,1997-01-14,HOUSEHOLD,1997-02-06,RAIL,1253.35,4,0.02,0,15804.7435
O,2,Manufacturer#3,5-LOW,1996-11-23,TAKE BACK RETURN,1997-02-02,3,1996-12-03,HOUSEHOLD,1996-12-28,MAIL,1041.14,5,0.05,0,43103.196
O,3,Manufacturer#4,5-LOW,1996-11-23,TAKE BACK RETURN,1997-01-24,3,1997-02-21,HOUSEHOLD,1997-03-02,AIR,1668.76,3,0,0,26433.1584
O,0,Manufacturer#2,2-HIGH,1996-02-25,DELIVER IN PERSON,1996-05-10,4,1996-05-11,HOUSEHOLD,1996-05-21,RAIL,1649.74,2,0.07,0,59390.64
O,4,Manufacturer#2,2-HIGH,1996-02-25,COLLECT COD,1996-04-20,4,1996-04-08,HOUSEHOLD,1996-05-02,MAIL,1655.75,1,0.04,0,75502.2
O,0,Manufacturer#1,5-LOW,1996-07-29,NONE,1996-10-09,3,1996-10-23,HOUSEHOLD,1996-11-02,SHIP,907,3,0.07,0,37332.12
O,2,Manufacturer#3,5-LOW,1996-07-29,TAKE BACK RETURN,1996-10-06,3,1996-09-16,HOUSEHOLD,1996-09-19,MAIL,1688.78,1,0.01,0,14743.0494
O,0,Manufacturer#4,5-LOW,1996-07-29,NONE,1996-10-17,3,1996-11-12,HOUSEHOLD,1996-12-08,FOB,1672.77,6,0.05,0,15556.761
O,4,Manufacturer#5,5-LOW,1996-07-29,COLLECT COD,1996-09-26,3,1996-11-16,HOUSEHOLD,1996-12-10,REG AIR,1098.19,2,0.08,0,9883.71
O,2,Manufacturer#2,5-LOW,1996-07-29,TAKE BACK RETURN,1996-10-15,3,1996-10-06,HOUSEHOLD,1996-10-14,SHIP,1106.2,5,0.08,0,46725.888
O,3,Manufacturer#4,5-LOW,1996-07-29,NONE,1996-09-26,3,1996-10-13,HOUSEHOLD,1996-10-17,REG AIR,1142.24,4,0.08,0,26591.3472
F,4,Manufacturer#3,1-URGENT,1993-03-22,DELIVER IN PERSON,1993-05-29,3,1993-06-20,HOUSEHOLD,1993-07-09,RAIL,912.01,1,0.05,2,13953.753
F,0,Manufacturer#5,1-URGENT,1993-03-22,TAKE BACK RETURN,1993-05-02,3,1993-03-26,HOUSEHOLD,1993-04-06,FOB,1415.51,2,0.01,1,43442.0019
O,0,Manufacturer#4,1-URGENT,1998-01-17,DELIVER IN PERSON,1998-04-08,3,1998-03-04,BUILDING,1998-03-25,AIR,1453.55,4,0.07,0,14869.8165
O,1,Manufacturer#1,1-URGENT,1998-01-17,COLLECT COD,1998-03-11,3,1998-02-16,BUILDING,1998-02-24,SHIP,1883.98,3,0.07,0,88622.4192
O,2,Manufacturer#2,1-URGENT,1998-01-17,NONE,1998-02-24,3,1998-03-18,BUILDING,1998-03-21,FOB,1106.2,2,0.07,0,34978.044
O,1,Manufacturer#2,1-URGENT,1998-01-17,COLLECT COD,1998-04-14,3,1998-03-08,BUILDING,1998-03-26,SHIP,1848.94,5,0,0,44707.3692
O,1,Manufacturer#2,1-URGENT,1998-01-17,COLLECT COD,1998-04-07,3,1998-03-08,BUILDING,1998-03-13,AIR,1557.65,1,0.02,0,2866.076
P,0,Manufacturer#3,2-HIGH,1995-04-12,DELIVER IN PERSON,1995-05-31,0,1995-07-19,HOUSEHOLD,1995-08-10,RAIL,1456.55,5,0.07,0,25183.7495
P,3,Manufacturer#2,2-HIGH,1995-04-12,TAKE BACK RETURN,1995-06-11,0,1995-05-05,HOUSEHOLD,1995-05-20,AIR,1615.71,1,0,2,6398.2116
P,0,Manufacturer#3,2-HIGH,1995-04-12,DELIVER IN PERSON,1995-05-28,0,1995-05-05,HOUSEHOLD,1995-05-12,FOB,1462.56,4,0.06,1,68096.7936
P,2,Manufacturer#3,2-HIGH,1995-04-12,DELIVER IN PERSON,1995-05-18,0,1995-04-23,HOUSEHOLD,1995-05-12,RAIL,1385.48,3,0.01,1,44612.456
P,2,Manufacturer#3,2-HIGH,1995-04-12,TAKE BACK RETURN,1995-07-06,0,1995-05-20,HOUSEHOLD,1995-06-02,RAIL,1258.35,6,0.01,2,36240.48
P,2,Manufacturer#3,2-HIGH,1995-04-12,DELIVER IN PERSON,1995-06-05,0,1995-04-29,HOUSEHOLD,1995-05-12,REG AIR,1359.45,2,0.05,1,46221.3
F,2,Manufacturer#4,1-URGENT,1992-01-27,COLLECT COD,1992-04-05,1,1992-02-25,MACHINERY,1992-03-20,RAIL,1545.64,3,0.06,1,41732.28
F,2,Manufacturer#5,1-URGENT,1992-01-27,TAKE BACK RETURN,1992-03-29,1,1992-03-16,MACHINERY,1992-03-21,SHIP,1088.18,2,0.06,2,44920.0704
F,3,Manufacturer#1,1-URGENT,1992-01-27,NONE,1992-03-31,1,1992-02-17,MACHINERY,1992-03-01,REG AIR,1318.41,1,0,1,14713.4556
F,3,Manufacturer#2,2-HIGH,1994-08-15,COLLECT COD,1994-09-29,2,1994-08-22,MACHINERY,1994-09-21,TRUCK,1817.91,4,0,1,75261.474
F,2,Manufacturer#4,2-HIGH,1994-08-15,NONE,1994-09-29,2,1994-09-13,MACHINERY,1994-09-14,MAIL,1650.75,1,0.02,2,57644.19
F,0,Manufacturer#3,2-HIGH,1994-08-15,DELIVER IN PERSON,1994-10-05,2,1994-11-22,MACHINERY,1994-12-14,FOB,1330.43,3,0,2,62583.4272
F,1,Manufacturer#2,2-HIGH,1994-08-15,DELIVER IN PERSON,1994-10-25,2,1994-11-18,MACHINERY,1994-12-12,TRUCK,1505.6,2,0.02,2,35381.6
O,2,Manufacturer#5,4-NOT SPECIFIED,1997-12-21,COLLECT COD,1998-02-22,2,1998-03-05,HOUSEHOLD,1998-03-21,RAIL,1768.86,4,0.07,0,71603.4528
O,0,Manufacturer#4,4-NOT SPECIFIED,1997-12-21,NONE,1998-01-25,2,1998-01-02,HOUSEHOLD,1998-01-22,MAIL,1783.88,2,0.04,0,80488.6656
O,2,Manufacturer#1,4-NOT SPECIFIED,1997-12-21,DELIVER IN PERSON,1998-02-23,2,1998-02-03,HOUSEHOLD,1998-02-11,REG AIR,1008.1,6,0.05,0,16694.136
O,1,Manufacturer#2,4-NOT SPECIFIED,1997-12-21,TAKE BACK RETURN,1998-03-11,2,1998-01-09,HOUSEHOLD,1998-01-19,AIR,991.09,1,0.03,0,2675.943
O,2,Manufacturer#4,4-NOT SPECIFIED,1997-12-21,NONE,1998-02-06,2,1998-01-26,HOUSEHOLD,1998-02-08,FOB,1383.48,3,0,0,47605.5468
O,1,Manufacturer#2,4-NOT SPECIFIED,1997-12-21,DELIVER IN PERSON,1998-02-20,2,1998-01-22,HOUSEHOLD,1998-02-01,FOB,1849.94,5,0.01,0,83469.2928
O,0,Manufacturer#3,2-HIGH,1998-01-17,DELIVER IN PERSON,1998-04-03,4,1998-03-07,MACHINERY,1998-03-14,MAIL,1051.15,3,0.04,0,47385.842
O,4,Manufacturer#3,2-HIGH,1998-01-17,DELIVER IN PERSON,1998-03-10,4,1998-02-13,MACHINERY,1998-02-25,TRUCK,1456.55,4,0,0,42385.605
O,0,Manufacturer#1,2-HIGH,1998-01-17,DELIVER IN PERSON,1998-03-30,4,1998-02-16,MACHINERY,1998-03-11,FOB,1078.17,2,0.06,0,10781.7
O,2,Manufacturer#2,2-HIGH,1998-01-17,NONE,1998-02-26,4,1998-04-28,MACHINERY,1998-05-19,TRUCK,1537.63,1,0,0,45283.2035
P,1,Manufacturer#5,2-HIGH,1995-05-09,COLLECT COD,1995-07-26,1,1995-05-24,FURNITURE,1995-06-18,REG AIR,1449.54,1,0.07,3,33339.42
P,1,Manufacturer#3,2-HIGH,1995-05-09,NONE,1995-08-06,1,1995-08-28,FURNITURE,1995-09-20,REG AIR,1246.34,3,0.06,0,52720.182
P,0,Manufacturer#2,2-HIGH,1995-05-09,COLLECT COD,1995-08-06,1,1995-07-25,FURNITURE,1995-08-23,FOB,1805.9,2,0.05,0,1769.782
F,1,Manufacturer#5,5-LOW,1994-12-20,TAKE BACK RETURN,1995-02-10,3,1995-03-24,BUILDING,1995-04-01,TRUCK,1885.98,2,0.08,1,79211.16
F,3,Manufacturer#3,5-LOW,1994-12-20,DELIVER IN PERSON,1995-03-18,3,1995-03-22,BUILDING,1995-04-02,RAIL,1832.93,1,0.08,2,13636.9992
F,0,Manufacturer#4,5-LOW,1994-12-20,DELIVER IN PERSON,1995-02-22,3,1995-03-04,BUILDING,1995-03-30,RAIL,1828.92,3,0.05,2,17923.416
O,3,Manufacturer#1,3-MEDIUM,1996-12-23,NONE,1997-03-12,2,1997-03-20,AUTOMOBILE,1997-03-26,REG AIR,1833.93,5,0.04,0,36311.814
O,2,Manufacturer#1,3-MEDIUM,1996-12-23,NONE,1997-01-23,2,1996-12-29,AUTOMOBILE,1997-01-22,SHIP,1828.92,6,0,0,73156.8
O,2,Manufacturer#2,3-MEDIUM,1996-12-23,COLLECT COD,1997-03-10,2,1997-01-26,AUTOMOBILE,1997-02-24,TRUCK,1780.88,4,0.04,0,4915.2288
O,3,Manufacturer#1,3-MEDIUM,1996-12-23,NONE,1997-03-10,2,1997-01-28,AUTOMOBILE,1997-01-31,REG AIR,1210.31,3,0.01,0,20369.5173
O,2,Manufacturer#5,3-MEDIUM,1996-12-23,DELIVER IN PERSON,1997-02-24,2,1997-02-03,AUTOMOBILE,1997-02-17,SHIP,1132.23,2,0.01,0,3057.021
O,2,Manufacturer#2,3-MEDIUM,1996-12-23,DELIVER IN PERSON,1997-01-22,2,1997-03-24,AUTOMOBILE,1997-04-16,MAIL,1082.18,7,0.07,0,23093.7212
O,3,Manufacturer#4,3-MEDIUM,1996-12-23,TAKE BACK RETURN,1997-02-09,2,1997-01-13,AUTOMOBILE,1997-01-28,RAIL,1133.23,1,0.01,0,2266.46
F,1,Manufacturer#5,3-MEDIUM,1992-08-06,DELIVER IN PERSON,1992-10-01,0,1992-09-17,BUILDING,1992-09-22,REG AIR,1763.86,3,0.08,2,1587.474
F,1,Manufacturer#2,3-MEDIUM,1992-08-06,COLLECT COD,1992-09-26,0,1992-09-21,BUILDING,1992-10-02,FOB,1402.5,4,0.02,2,60588
F,1,Manufacturer#2,3-MEDIUM,1992-08-06,TAKE BACK RETURN,1992-09-12,0,1992-09-04,BUILDING,1992-09-10,AIR,1167.26,1,0.05,1,16633.455
F,3,Manufacturer#5,3-MEDIUM,1992-08-06,TAKE BACK RETURN,1992-10-30,0,1992-11-20,BUILDING,1992-12-04,FOB,1004.1,2,0.03,1,23847.375
F,3,Manufacturer#1,2-HIGH,1994-10-11,TAKE BACK RETURN,1994-11-18,0,1995-01-14,HOUSEHOLD,1995-01-21,TRUCK,1704.8,5,0.04,2,8183.04
F,2,Manufacturer#3,2-HIGH,1994-10-11,TAKE BACK RETURN,1994-11-11,0,1995-01-03,HOUSEHOLD,1995-01-22,MAIL,1689.78,1,0.05,2,70970.76
F,3,Manufacturer#2,2-HIGH,1994-10-11,TAKE BACK RETURN,1994-12-26,0,1994-11-19,HOUSEHOLD,1994-12-03,REG AIR,1770.86,4,0.08,1,48592.3984
F,2,Manufacturer#5,2-HIGH,1994-10-11,NONE,1994-12-22,0,1994-11-17,HOUSEHOLD,1994-11-30,SHIP,1688.78,2,0.02,1,9828.6996
F,4,Manufacturer#1,2-HIGH,1994-10-11,NONE,1994-12-27,0,1994-11-04,HOUSEHOLD,1994-12-02,SHIP,1575.67,3,0.06,2,60978.429
P,4,Manufacturer#4,5-LOW,1995-04-30,TAKE BACK RETURN,1995-06-10,3,1995-06-16,HOUSEHOLD,1995-06-26,RAIL,1853.95,3,0.08,3,80924.9175
P,3,Manufacturer#2,5-LOW,1995-04-30,NONE,1995-06-12,3,1995-07-13,HOUSEHOLD,1995-07-23,FOB,1817.91,1,0.03,0,61209.0297
P,1,Manufacturer#3,5-LOW,1995-04-30,TAKE BACK RETURN,1995-06-28,3,1995-08-23,HOUSEHOLD,1995-09-02,MAIL,1234.33,6,0.04,0,19551.7872
P,4,Manufacturer#3,5-LOW,1995-04-30,COLLECT COD,1995-07-11,3,1995-06-30,HOUSEHOLD,1995-07-01,TRUCK,1037.13,5,0,0,2831.3649
P,2,Manufacturer#5,5-LOW,1995-04-30,DELIVER IN PERSON,1995-06-16,3,1995-06-18,HOUSEHOLD,1995-06-27,RAIL,1582.68,4,0.04,0,38269.2024
P,2,Manufacturer#1,5-LOW,1995-04-30,NONE,1995-06-25,3,1995-07-10,HOUSEHOLD,1995-07-31,RAIL,1035.13,2,0.03,0,24584.3375
P,2,Manufacturer#5,5-LOW,1995-04-30,DELIVER IN PERSON,1995-07-21,3,1995-07-06,HOUSEHOLD,1995-08-04,SHIP,1642.74,7,0.02,0,12616.2432
O,4,Manufacturer#2,5-LOW,1996-08-31,TAKE BACK RETURN,1996-10-01,2,1996-11-05,BUILDING,1996-11-08,SHIP,1900.99,4,0.08,0,49425.74
O,0,Manufacturer#1,5-LOW,1996-08-31,COLLECT COD,1996-11-25,2,1996-09-13,BUILDING,1996-09-25,TRUCK,1704.8,3,0.05,0,25367.424
O,2,Manufacturer#2,5-LOW,1996-08-31,NONE,1996-11-17,2,1996-10-14,BUILDING,1996-10-15,TRUCK,972.07,2,0.05,0,28928.8032
O,3,Manufacturer#5,5-LOW,1996-08-31,DELIVER IN PERSON,1996-10-16,2,1996-12-17,BUILDING,1997-01-04,REG AIR,1897.99,1,0.05,0,53523.318
F,4,Manufacturer#3,4-NOT SPECIFIED,1992-04-26,DELIVER IN PERSON,1992-07-23,2,1992-08-16,MACHINERY,1992-08-28,FOB,932.03,4,0.05,1,28604.0007
F,3,Manufacturer#3,4-NOT SPECIFIED,1992-04-26,DELIVER IN PERSON,1992-07-22,2,1992-07-13,MACHINERY,1992-07-16,TRUCK,1865.96,6,0.05,2,13733.4656
F,0,Manufacturer#4,4-NOT SPECIFIED,1992-04-26,COLLECT COD,1992-07-04,2,1992-05-05,MACHINERY,1992-05-17,FOB,1252.35,3,0.02,1,49292.496
F,2,Manufacturer#5,4-NOT SPECIFIED,1992-04-26,TAKE BACK RETURN,1992-07-14,2,1992-08-15,MACHINERY,1992-08-28,MAIL,1100.2,1,0.03,2,46362.428
F,1,Manufacturer#1,4-NOT SPECIFIED,1992-04-26,NONE,1992-07-22,2,1992-06-16,MACHINERY,1992-06-27,FOB,1068.16,5,0.01,1,23093.6192
F,2,Manufacturer#5,4-NOT SPECIFIED,1992-04-26,TAKE BACK RETURN,1992-07-15,2,1992-07-23,MACHINERY,1992-08-21,MAIL,1357.45,2,0.02,2,49723.3935
F,0,Manufacturer#1,4-NOT SPECIFIED,1992-04-26,COLLECT COD,1992-06-22,2,1992-05-24,MACHINERY,1992-06-06,RAIL,982.08,7,0.01,1,6393.3408
O,2,Manufacturer#3,4-NOT SPECIFIED,1995-06-21,COLLECT COD,1995-09-19,0,1995-06-28,FURNITURE,1995-07-13,REG AIR,1548.64,2,0.01,0,18583.68
O,2,Manufacturer#2,4-NOT SPECIFIED,1995-06-21,NONE,1995-08-04,0,1995-10-19,FURNITURE,1995-11-17,SHIP,1076.17,1,0.01,0,18208.7964
F,1,Manufacturer#4,3-MEDIUM,1993-10-01,DELIVER IN PERSON,1993-11-12,4,1994-01-21,FURNITURE,1994-02-18,SHIP,1820.92,1,0,2,43265.0592
O,1,Manufacturer#2,2-HIGH,1998-07-29,COLLECT COD,1998-09-22,0,1998-08-28,BUILDING,1998-09-06,REG AIR,1564.66,1,0.04,0,70534.8728
F,1,Manufacturer#5,4-NOT SPECIFIED,1994-01-07,DELIVER IN PERSON,1994-03-28,4,1994-04-18,FURNITURE,1994-04-29,SHIP,1715.81,2,0.08,2,40321.535
F,1,Manufacturer#3,4-NOT SPECIFIED,1994-01-07,COLLECT COD,1994-03-04,4,1994-04-17,FURNITURE,1994-05-05,AIR,1417.51,1,0.01,2,7087.55
F,1,Manufacturer#5,4-NOT SPECIFIED,1994-01-07,NONE,1994-03-22,4,1994-04-22,FURNITURE,1994-04-26,FOB,1121.22,3,0.03,1,4260.636
O,3,Manufacturer#3,3-MEDIUM,1996-05-04,COLLECT COD,1996-07-07,1,1996-07-05,AUTOMOBILE,1996-07-28,RAIL,1736.83,1,0.07,0,58357.488
O,2,Manufacturer#4,3-MEDIUM,1996-05-04,NONE,1996-06-24,1,1996-07-05,AUTOMOBILE,1996-07-08,AIR,1519.61,3,0.07,0,19754.93
O,1,Manufacturer#4,3-MEDIUM,1996-05-04,COLLECT COD,1996-07-17,1,1996-06-15,AUTOMOBILE,1996-06-18,FOB,1531.63,2,0.05,0,41354.01
O,0,Manufacturer#1,3-MEDIUM,1996-05-04,NONE,1996-07-04,1,1996-07-08,AUTOMOBILE,1996-08-01,TRUCK,1057.15,4,0.03,0,35150.2375
O,3,Manufacturer#5,3-MEDIUM,1995-11-17,NONE,1996-02-15,2,1995-11-23,HOUSEHOLD,1995-12-12,TRUCK,1583.68,2,0.07,0,1567.8432
O,2,Manufacturer#5,3-MEDIUM,1995-11-17,TAKE BACK RETURN,1995-12-18,2,1996-03-11,HOUSEHOLD,1996-04-03,SHIP,1550.65,7,0.06,0,28873.103
O,2,Manufacturer#2,3-MEDIUM,1995-11-17,NONE,1996-01-26,2,1995-11-29,HOUSEHOLD,1995-12-16,SHIP,1881.98,1,0.01,0,41986.9738
O,2,Manufacturer#2,3-MEDIUM,1995-11-17,NONE,1996-01-15,2,1996-01-28,HOUSEHOLD,1996-02-03,SHIP,1501.6,6,0.06,0,68382.864
O,1,Manufacturer#1,3-MEDIUM,1995-11-17,NONE,1996-02-13,2,1996-02-25,HOUSEHOLD,1996-03-13,MAIL,970.07,5,0.02,0,25532.2424
O,3,Manufacturer#5,3-MEDIUM,1995-11-17,NONE,1995-12-18,2,1996-03-09,HOUSEHOLD,1996-03-10,RAIL,924.02,4,0.03,0,14784.32
O,1,Manufacturer#2,3-MEDIUM,1995-11-17,NONE,1996-01-10,2,1995-12-27,HOUSEHOLD,1996-01-21,MAIL,1492.59,3,0.04,0,11343.684
O,0,Manufacturer#4,5-LOW,1996-03-28,DELIVER IN PERSON,1996-06-25,4,1996-05-23,FURNITURE,1996-06-14,FOB,1514.61,4,0.05,0,32715.576
O,0,Manufacturer#4,5-LOW,1996-03-28,TAKE BACK RETURN,1996-05-31,4,1996-05-08,FURNITURE,1996-06-01,SHIP,1453.55,3,0.08,0,14390.145
O,0,Manufacturer#1,5-LOW,1996-03-28,DELIVER IN PERSON,1996-06-02,4,1996-05-16,FURNITURE,1996-05-27,FOB,1020.12,5,0.03,0,31664.5248
