l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,o_orderdate,l_commitdate,groupcol,aggcol
O,O,N,NONE,3,Manufacturer#4,1-URGENT,2,MACHINERY,SHIP,3,0.07,1997-04-26,1997-07-15,5,25957.296
O,O,N,COLLECT COD,1,Manufacturer#1,3-MEDIUM,1,AUTOMOBILE,TRUCK,1,0.05,1996-05-14,1996-06-15,1,25875.45
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,1-URGENT,0,FURNITURE,SHIP,4,0.03,1993-10-07,1993-11-09,6,36653.224
F,F,R,NONE,0,Manufacturer#2,1-URGENT,2,MACHINERY,FOB,2,0.01,1993-07-04,1993-09-26,6,5910.282
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,5-LOW,1,MACHINERY,REG AIR,1,0.06,1992-08-09,1992-10-10,3,10024.427
O,O,N,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,0,BUILDING,MAIL,4,0,1996-12-31,1997-03-18,1,48539.2775
O,O,N,COLLECT COD,2,Manufacturer#5,4-NOT SPECIFIED,0,BUILDING,TRUCK,6,0.04,1996-12-31,1997-03-23,1,2241.0056
F,F,R,NONE,0,Manufacturer#4,4-NOT SPECIFIED,4,HOUSEHOLD,FOB,4,0.04,1995-02-09,1995-03-21,2,2555.0272
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,4-NOT SPECIFIED,4,HOUSEHOLD,TRUCK,6,0.02,1995-02-09,1995-04-03,2,39533.65
O,O,N,NONE,3,Manufacturer#4,1-URGENT,4,BUILDING,FOB,1,0.05,1996-08-02,1996-10-18,1,14291.0352
O,O,N,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,1,AUTOMOBILE,RAIL,1,0.03,1995-06-12,1995-08-01,2,25397.736
O,O,N,COLLECT COD,3,Manufacturer#5,1-URGENT,2,MACHINERY,SHIP,3,0.01,1995-09-16,1995-10-22,2,9432.5832
O,O,N,TAKE BACK RETURN,0,Manufacturer#5,2-HIGH,3,AUTOMOBILE,AIR,6,0.01,1998-01-15,1998-03-16,4,10068.7073
O,O,N,TAKE BACK RETURN,1,Manufacturer#3,5-LOW,4,HOUSEHOLD,REG AIR,5,0.03,1996-08-31,1996-11-06,1,7666.32
O,O,N,COLLECT COD,2,Manufacturer#3,5-LOW,4,HOUSEHOLD,RAIL,2,0,1996-08-31,1996-11-13,1,12881.1592
O,O,N,COLLECT COD,3,Manufacturer#5,3-MEDIUM,1,AUTOMOBILE,RAIL,6,0.06,1996-02-21,1996-05-06,1,68614.4034
F,F,R,COLLECT COD,0,Manufacturer#4,1-URGENT,1,MACHINERY,SHIP,3,0.08,1993-12-17,1994-03-17,6,28771.6242
O,O,N,COLLECT COD,0,Manufacturer#1,1-URGENT,1,BUILDING,TRUCK,5,0.07,1996-10-31,1996-12-02,1,18409.328
F,F,A,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,4,FURNITURE,MAIL,5,0.05,1992-02-26,1992-04-24,3,31008.612
O,O,N,COLLECT COD,1,Manufacturer#4,4-NOT SPECIFIED,3,AUTOMOBILE,MAIL,3,0.06,1997-04-21,1997-06-14,5,27339.228
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,5-LOW,3,MACHINERY,AIR,2,0.02,1992-04-08,1992-06-17,3,32563.5832
F,F,A,NONE,1,Manufacturer#4,1-URGENT,2,FURNITURE,TRUCK,5,0.08,1993-02-13,1993-05-10,6,51898.014
O,O,N,NONE,0,Manufacturer#2,2-HIGH,4,MACHINERY,AIR,5,0.06,1995-10-27,1995-12-06,2,21515.9181
O,O,N,DELIVER IN PERSON,0,Manufacturer#1,2-HIGH,4,MACHINERY,AIR,6,0.04,1995-10-27,1995-12-18,2,3684.06
O,P,N,NONE,0,Manufacturer#5,3-MEDIUM,1,FURNITURE,MAIL,3,0.01,1995-04-22,1995-07-18,2,3674.157
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,2,AUTOMOBILE,REG AIR,4,0.05,1995-02-01,1995-04-23,2,5788.2531
F,F,A,TAKE BACK RETURN,0,Manufacturer#5,5-LOW,4,FURNITURE,REG AIR,1,0.08,1993-01-27,1993-04-19,6,30937.14
F,F,A,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,2,HOUSEHOLD,RAIL,2,0.04,1993-11-11,1994-01-10,6,12284.58
F,F,A,NONE,4,Manufacturer#3,5-LOW,4,AUTOMOBILE,SHIP,1,0.04,1994-03-07,1994-05-03,0,11861.166
F,F,R,NONE,0,Manufacturer#4,2-HIGH,4,BUILDING,SHIP,1,0.02,1993-03-17,1993-05-27,6,9550.5305
F,P,R,TAKE BACK RETURN,4,Manufacturer#1,4-NOT SPECIFIED,0,BUILDING,REG AIR,6,0.05,1995-03-05,1995-05-22,2,26504.5572
O,O,N,COLLECT COD,0,Manufacturer#2,2-HIGH,3,BUILDING,RAIL,1,0.08,1995-07-11,1995-08-23,2,7005.04
F,F,R,COLLECT COD,3,Manufacturer#5,2-HIGH,2,AUTOMOBILE,SHIP,1,0.06,1993-02-17,1993-03-27,6,46577.9212
F,F,A,NONE,0,Manufacturer#1,4-NOT SPECIFIED,4,AUTOMOBILE,TRUCK,1,0.03,1992-02-15,1992-04-19,3,4751.3011
O,O,N,NONE,0,Manufacturer#1,2-HIGH,1,MACHINERY,FOB,3,0,1995-12-16,1996-02-12,2,26594.88
O,O,N,COLLECT COD,0,Manufacturer#2,2-HIGH,0,BUILDING,AIR,5,0.07,1996-05-12,1996-07-24,1,11297.6644
F,F,A,NONE,3,Manufacturer#3,5-LOW,4,BUILDING,RAIL,1,0.04,1994-12-15,1995-01-16,0,53576.406
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,2-HIGH,2,FURNITURE,AIR,6,0.07,1992-07-10,1992-09-09,3,10310.8649
O,O,N,COLLECT COD,3,Manufacturer#5,3-MEDIUM,4,MACHINERY,REG AIR,1,0.07,1996-12-23,1997-03-10,1,21412.9944
F,F,R,COLLECT COD,3,Manufacturer#3,1-URGENT,2,HOUSEHOLD,AIR,3,0.01,1994-06-27,1994-08-03,0,12431.456
F,F,A,NONE,2,Manufacturer#3,1-URGENT,2,HOUSEHOLD,REG AIR,4,0.03,1994-06-27,1994-08-07,0,50034.0124
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,2-HIGH,0,FURNITURE,REG AIR,1,0.08,1996-04-03,1996-05-06,1,3077.693
F,F,N,DELIVER IN PERSON,2,Manufacturer#3,5-LOW,3,AUTOMOBILE,REG AIR,3,0.08,1995-03-16,1995-04-26,2,7035.88
O,O,N,COLLECT COD,3,Manufacturer#3,1-URGENT,0,FURNITURE,SHIP,1,0,1996-12-26,1997-03-15,1,50662.096
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,1,AUTOMOBILE,MAIL,3,0.04,1992-10-06,1992-11-16,3,34919.745
O,O,N,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,1,BUILDING,REG AIR,1,0.03,1998-05-01,1998-06-17,4,12919.1712
F,F,R,COLLECT COD,0,Manufacturer#1,3-MEDIUM,4,HOUSEHOLD,FOB,6,0.02,1992-08-19,1992-10-08,3,31418.89
F,F,A,NONE,1,Manufacturer#2,3-MEDIUM,4,HOUSEHOLD,REG AIR,7,0.01,1992-08-19,1992-10-29,3,-454.712
O,O,N,NONE,1,Manufacturer#1,3-MEDIUM,3,MACHINERY,MAIL,2,0.08,1998-05-15,1998-07-28,4,26966.0568
O,O,N,COLLECT COD,0,Manufacturer#4,2-HIGH,0,FURNITURE,MAIL,3,0.02,1995-12-01,1996-02-22,2,35104.711
O,O,N,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,1,BUILDING,MAIL,2,0.06,1997-12-04,1998-02-01,5,10130.8
F,F,A,COLLECT COD,2,Manufacturer#3,5-LOW,4,BUILDING,RAIL,6,0.05,1994-09-26,1994-11-20,0,8676.9
F,F,A,NONE,0,Manufacturer#4,2-HIGH,1,FURNITURE,TRUCK,7,0.07,1993-12-27,1994-02-20,6,42552.064
F,F,R,COLLECT COD,0,Manufacturer#3,5-LOW,2,HOUSEHOLD,RAIL,3,0,1994-06-18,1994-08-28,0,1779.36
O,O,N,DELIVER IN PERSON,1,Manufacturer#4,2-HIGH,1,MACHINERY,REG AIR,1,0,1997-05-16,1997-07-05,5,8457.67
F,F,A,COLLECT COD,1,Manufacturer#3,1-URGENT,0,BUILDING,TRUCK,7,0,1994-05-16,1994-08-01,0,36999.9342
F,F,R,DELIVER IN PERSON,3,Manufacturer#3,1-URGENT,0,BUILDING,SHIP,2,0.06,1994-05-16,1994-08-09,0,1730.4038
O,O,N,COLLECT COD,0,Manufacturer#1,1-URGENT,1,MACHINERY,TRUCK,1,0.06,1998-02-17,1998-04-06,4,6385.0005
O,O,N,NONE,0,Manufacturer#1,3-MEDIUM,1,MACHINERY,FOB,2,0.06,1996-09-08,1996-12-03,1,7339.8036
O,O,N,COLLECT COD,1,Manufacturer#2,2-HIGH,4,MACHINERY,REG AIR,1,0.05,1996-11-06,1997-02-04,1,48806.8184
F,F,R,NONE,0,Manufacturer#2,4-NOT SPECIFIED,4,BUILDING,MAIL,2,0.06,1993-02-02,1993-04-18,6,10475.406
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,0,AUTOMOBILE,AIR,2,0.05,1993-07-06,1993-09-23,6,3282.1704
O,O,N,COLLECT COD,3,Manufacturer#4,3-MEDIUM,2,AUTOMOBILE,TRUCK,1,0.02,1996-08-31,1996-10-24,1,17182.15
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,1,HOUSEHOLD,RAIL,4,0.02,1994-01-04,1994-03-20,0,19561.74
F,F,A,TAKE BACK RETURN,4,Manufacturer#1,4-NOT SPECIFIED,0,MACHINERY,AIR,4,0.03,1994-08-31,1994-10-10,0,21198.939
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,4-NOT SPECIFIED,0,MACHINERY,FOB,1,0,1994-08-31,1994-11-10,0,4730.4
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,4-NOT SPECIFIED,2,BUILDING,TRUCK,1,0,1998-01-28,1998-04-28,4,40797.216
F,F,R,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,4,BUILDING,FOB,1,0.07,1994-11-12,1995-01-08,0,40838.9054
F,F,A,COLLECT COD,1,Manufacturer#3,2-HIGH,1,HOUSEHOLD,MAIL,3,0.08,1994-09-14,1994-11-02,0,55553.248
F,F,R,NONE,0,Manufacturer#1,1-URGENT,0,BUILDING,REG AIR,6,0.04,1992-02-10,1992-03-15,3,2399.865
O,O,N,COLLECT COD,0,Manufacturer#1,2-HIGH,0,FURNITURE,FOB,4,0.06,1998-03-06,1998-04-06,4,27650
O,O,N,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,0,FURNITURE,RAIL,3,0.01,1998-03-06,1998-04-20,4,24698.4448
O,O,N,NONE,2,Manufacturer#3,1-URGENT,4,HOUSEHOLD,FOB,2,0.01,1995-04-14,1995-06-17,2,18981.247
O,O,N,NONE,4,Manufacturer#1,1-URGENT,2,FURNITURE,RAIL,3,0.02,1997-06-03,1997-07-06,5,15114.3776
O,O,N,TAKE BACK RETURN,3,Manufacturer#3,5-LOW,4,BUILDING,FOB,1,0.05,1998-01-26,1998-04-03,4,5773.05
O,O,N,COLLECT COD,4,Manufacturer#4,5-LOW,3,FURNITURE,RAIL,3,0,1997-05-31,1997-07-27,5,5968.208
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,1,BUILDING,AIR,4,0.05,1996-11-06,1997-01-08,1,7740.1246
O,O,N,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,1,BUILDING,SHIP,3,0,1996-11-06,1997-01-10,1,23721.4208
O,O,N,COLLECT COD,2,Manufacturer#2,5-LOW,4,BUILDING,TRUCK,7,0.05,1997-07-15,1997-08-21,5,27794.864
O,O,N,NONE,0,Manufacturer#2,4-NOT SPECIFIED,0,HOUSEHOLD,REG AIR,2,0.04,1997-08-06,1997-09-25,5,2291.349
F,F,R,COLLECT COD,3,Manufacturer#4,3-MEDIUM,4,AUTOMOBILE,TRUCK,7,0.06,1993-10-07,1993-12-18,6,25861.2432
O,O,N,NONE,1,Manufacturer#1,2-HIGH,1,MACHINERY,TRUCK,4,0.05,1995-09-28,1995-10-29,2,2431.34
F,F,A,NONE,0,Manufacturer#3,2-HIGH,2,AUTOMOBILE,FOB,1,0.06,1994-02-15,1994-05-03,0,35117.307
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,1-URGENT,4,FURNITURE,SHIP,2,0.04,1993-05-28,1993-08-17,6,1552.998
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,5-LOW,4,AUTOMOBILE,REG AIR,1,0.01,1994-12-05,1995-01-04,0,7443.1735
O,O,N,NONE,2,Manufacturer#1,1-URGENT,2,BUILDING,SHIP,1,0.08,1998-06-14,1998-09-01,4,40228.3002
O,O,N,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,4,BUILDING,RAIL,1,0.05,1996-07-09,1996-08-18,1,25945.738
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,1-URGENT,1,AUTOMOBILE,TRUCK,2,0.01,1997-02-08,1997-03-11,5,29940.18
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,1,AUTOMOBILE,TRUCK,3,0.01,1997-02-08,1997-05-02,5,32810.3372
O,O,N,COLLECT COD,1,Manufacturer#2,1-URGENT,2,MACHINERY,SHIP,3,0.03,1997-05-23,1997-08-08,5,3338.082
O,O,N,NONE,1,Manufacturer#2,3-MEDIUM,4,BUILDING,AIR,2,0.01,1995-07-21,1995-10-02,2,9725.6028
F,F,A,NONE,4,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,MAIL,3,0.05,1994-07-23,1994-08-27,0,32698.479
F,F,A,COLLECT COD,2,Manufacturer#3,2-HIGH,4,BUILDING,REG AIR,2,0.01,1994-02-14,1994-04-09,0,29575.805
O,O,N,NONE,2,Manufacturer#3,1-URGENT,1,HOUSEHOLD,FOB,2,0.05,1997-09-17,1997-10-20,5,42121.05
F,F,A,COLLECT COD,0,Manufacturer#1,3-MEDIUM,4,MACHINERY,SHIP,5,0.04,1992-06-13,1992-07-23,3,9817.68
O,O,N,COLLECT COD,4,Manufacturer#3,4-NOT SPECIFIED,2,AUTOMOBILE,TRUCK,2,0.06,1997-09-19,1997-12-03,5,32907.1776
O,O,N,TAKE BACK RETURN,0,Manufacturer#2,2-HIGH,3,HOUSEHOLD,REG AIR,1,0.08,1997-12-04,1998-01-08,5,31060.4192
O,O,N,NONE,0,Manufacturer#5,1-URGENT,3,HOUSEHOLD,MAIL,2,0.03,1996-10-04,1996-11-03,1,13476.7256
F,F,A,TAKE BACK RETURN,1,Manufacturer#3,2-HIGH,4,FURNITURE,TRUCK,2,0.04,1994-03-22,1994-04-27,0,1583.0105
O,O,N,DELIVER IN PERSON,2,Manufacturer#3,5-LOW,1,BUILDING,REG AIR,5,0.02,1996-11-13,1997-02-11,1,8144.052
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,4-NOT SPECIFIED,3,BUILDING,SHIP,3,0.07,1994-10-25,1994-11-25,0,37687.192
F,F,A,TAKE BACK RETURN,1,Manufacturer#3,1-URGENT,2,MACHINERY,MAIL,3,0.07,1992-02-24,1992-03-28,3,28846.7472
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,4,HOUSEHOLD,REG AIR,5,0.06,1996-12-30,1997-02-01,1,27791.76
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,1,AUTOMOBILE,REG AIR,6,0.06,1994-01-30,1994-03-08,0,2062.5736
O,O,N,NONE,1,Manufacturer#1,3-MEDIUM,2,HOUSEHOLD,FOB,2,0.04,1995-12-26,1996-02-05,2,6881.859
O,O,N,NONE,4,Manufacturer#1,2-HIGH,2,HOUSEHOLD,SHIP,1,0.01,1996-10-08,1996-11-12,1,39092.6636
F,F,A,NONE,1,Manufacturer#1,4-NOT SPECIFIED,2,FURNITURE,TRUCK,2,0.05,1993-07-31,1993-09-05,6,8005.8096
F,F,A,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,0,FURNITURE,AIR,7,0.07,1992-07-30,1992-10-27,3,47222.4192
O,O,N,NONE,4,Manufacturer#5,4-NOT SPECIFIED,3,BUILDING,AIR,4,0.04,1996-06-02,1996-07-13,1,50142.775
O,O,N,NONE,0,Manufacturer#3,5-LOW,2,AUTOMOBILE,SHIP,1,0.05,1996-12-30,1997-03-28,1,10245.0596
O,O,N,COLLECT COD,0,Manufacturer#1,5-LOW,1,AUTOMOBILE,FOB,2,0.04,1997-06-13,1997-07-25,5,35052.95
O,P,N,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,3,FURNITURE,RAIL,5,0.01,1995-05-22,1995-06-28,2,4298.2074
F,F,A,NONE,0,Manufacturer#5,3-MEDIUM,0,FURNITURE,REG AIR,1,0.03,1992-04-02,1992-06-21,3,23952.5832
F,F,R,NONE,3,Manufacturer#2,3-MEDIUM,0,FURNITURE,RAIL,5,0.04,1992-04-02,1992-05-03,3,7808.1608
F,F,R,NONE,0,Manufacturer#2,3-MEDIUM,0,FURNITURE,SHIP,3,0.05,1992-04-02,1992-05-21,3,7172.55
F,F,A,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,4,FURNITURE,REG AIR,3,0.07,1994-09-20,1994-11-24,0,45324.405
O,O,N,TAKE BACK RETURN,0,Manufacturer#3,4-NOT SPECIFIED,1,MACHINERY,FOB,2,0.01,1996-05-02,1996-07-26,1,316.1575
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,0,AUTOMOBILE,REG AIR,5,0,1993-05-18,1993-07-09,6,48127.81
F,F,R,COLLECT COD,1,Manufacturer#4,1-URGENT,1,FURNITURE,MAIL,4,0.04,1993-08-22,1993-10-21,6,11535.06
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,1,FURNITURE,SHIP,5,0.01,1993-08-22,1993-11-13,6,33911.4336
O,O,N,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,4,MACHINERY,SHIP,4,0.05,1997-07-27,1997-09-29,5,4691.19
O,O,N,NONE,1,Manufacturer#2,1-URGENT,4,FURNITURE,REG AIR,1,0,1998-05-05,1998-06-11,4,40997.3198
F,F,R,NONE,0,Manufacturer#3,2-HIGH,3,MACHINERY,SHIP,1,0.03,1994-04-29,1994-07-17,0,33228.576
F,F,R,DELIVER IN PERSON,1,Manufacturer#3,4-NOT SPECIFIED,2,BUILDING,TRUCK,2,0.01,1993-08-17,1993-10-15,6,23794.537
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,0,AUTOMOBILE,FOB,2,0.01,1996-10-12,1997-01-10,1,19857.4234
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,4-NOT SPECIFIED,1,AUTOMOBILE,TRUCK,5,0.04,1992-04-25,1992-07-10,3,6451.0712
O,O,N,NONE,2,Manufacturer#3,1-URGENT,2,HOUSEHOLD,REG AIR,3,0,1996-08-26,1996-10-07,1,12793.185
F,F,A,NONE,2,Manufacturer#4,1-URGENT,2,HOUSEHOLD,SHIP,2,0.06,1992-04-25,1992-07-09,3,2691.9072
O,O,N,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,4,BUILDING,RAIL,3,0,1996-09-02,1996-11-29,1,34890.3432
O,O,N,NONE,2,Manufacturer#1,1-URGENT,3,FURNITURE,TRUCK,1,0.07,1996-10-20,1996-12-26,1,26678.288
O,O,N,TAKE BACK RETURN,3,Manufacturer#1,5-LOW,0,AUTOMOBILE,REG AIR,1,0.06,1997-04-25,1997-07-03,5,1427.09
F,F,R,COLLECT COD,3,Manufacturer#5,3-MEDIUM,3,FURNITURE,SHIP,5,0,1993-10-14,1993-12-31,6,55967.5704
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,3-MEDIUM,2,HOUSEHOLD,RAIL,5,0.01,1992-04-11,1992-06-19,3,5258.976
F,F,A,COLLECT COD,1,Manufacturer#5,3-MEDIUM,0,FURNITURE,RAIL,2,0.01,1995-01-01,1995-02-04,2,36519.2996
O,O,N,TAKE BACK RETURN,0,Manufacturer#1,3-MEDIUM,3,MACHINERY,SHIP,2,0.03,1997-07-07,1997-08-22,5,14699.2146
O,O,N,COLLECT COD,1,Manufacturer#4,1-URGENT,2,MACHINERY,MAIL,1,0.07,1995-09-20,1995-10-29,2,3091.4774
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,2-HIGH,4,MACHINERY,RAIL,2,0.03,1993-05-20,1993-06-29,6,5152.28
O,O,N,NONE,4,Manufacturer#1,5-LOW,1,FURNITURE,AIR,5,0.01,1996-09-25,1996-11-21,1,40152.204
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,0,AUTOMOBILE,RAIL,5,0.03,1992-03-29,1992-04-30,3,23257.245
O,O,N,NONE,0,Manufacturer#2,4-NOT SPECIFIED,3,BUILDING,SHIP,2,0.06,1995-10-03,1995-11-03,2,9755.432
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,3-MEDIUM,3,FURNITURE,FOB,3,0.06,1992-02-16,1992-03-19,3,2244.364
F,F,A,NONE,0,Manufacturer#3,3-MEDIUM,4,FURNITURE,MAIL,6,0.07,1992-09-08,1992-11-21,3,4694.444
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,3-MEDIUM,4,FURNITURE,TRUCK,4,0,1992-09-08,1992-12-03,3,17661.3826
O,O,N,COLLECT COD,2,Manufacturer#2,1-URGENT,3,FURNITURE,AIR,2,0.06,1997-03-03,1997-04-23,5,924.8768
F,F,A,DELIVER IN PERSON,0,Manufacturer#1,1-URGENT,3,FURNITURE,AIR,2,0,1993-03-06,1993-06-03,6,915.2792
F,F,A,COLLECT COD,1,Manufacturer#1,1-URGENT,2,FURNITURE,TRUCK,2,0.01,1992-07-12,1992-08-21,3,1459.832
F,F,A,COLLECT COD,3,Manufacturer#1,1-URGENT,4,HOUSEHOLD,TRUCK,1,0.06,1993-08-08,1993-10-08,6,12632.8932
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,4-NOT SPECIFIED,3,HOUSEHOLD,TRUCK,4,0,1993-09-23,1993-11-10,6,6581.114
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,5-LOW,2,MACHINERY,AIR,1,0.04,1993-11-09,1993-12-11,6,7774.3053
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,5-LOW,4,BUILDING,RAIL,2,0,1992-05-06,1992-07-16,3,2461.8726
F,F,A,DELIVER IN PERSON,0,Manufacturer#2,1-URGENT,4,HOUSEHOLD,REG AIR,3,0.08,1992-08-27,1992-11-21,3,15763.5352
O,O,N,TAKE BACK RETURN,3,Manufacturer#3,3-MEDIUM,0,MACHINERY,MAIL,2,0.08,1997-10-12,1997-12-06,5,10571.9875
O,O,N,TAKE BACK RETURN,3,Manufacturer#3,1-URGENT,1,MACHINERY,SHIP,3,0.06,1997-08-21,1997-11-11,5,21569.3839
O,O,N,NONE,4,Manufacturer#3,1-URGENT,4,FURNITURE,FOB,1,0,1997-08-26,1997-11-15,5,4070.3304
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,5-LOW,2,MACHINERY,FOB,2,0,1992-02-19,1992-04-24,3,2062.102
F,F,A,COLLECT COD,4,Manufacturer#3,2-HIGH,2,BUILDING,TRUCK,1,0.02,1994-01-23,1994-03-06,0,23386.11
F,F,R,COLLECT COD,0,Manufacturer#2,2-HIGH,4,BUILDING,SHIP,1,0.05,1995-02-27,1995-04-06,2,3940.8838
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,5-LOW,0,MACHINERY,SHIP,1,0.07,1993-02-21,1993-05-10,6,9729.6192
F,F,A,COLLECT COD,0,Manufacturer#2,1-URGENT,3,FURNITURE,MAIL,2,0.03,1992-08-22,1992-11-15,3,12214.5936
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,4,AUTOMOBILE,MAIL,5,0.08,1992-05-10,1992-07-15,3,13831.8826
O,O,N,NONE,0,Manufacturer#3,5-LOW,2,HOUSEHOLD,REG AIR,1,0.04,1997-11-08,1997-12-24,5,13544.412
O,O,N,DELIVER IN PERSON,4,Manufacturer#4,1-URGENT,1,BUILDING,MAIL,3,0.01,1996-09-01,1996-10-08,1,2339.682
O,O,N,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,1,BUILDING,TRUCK,2,0,1996-09-01,1996-11-17,1,19195.3972
F,F,A,NONE,2,Manufacturer#5,5-LOW,1,FURNITURE,MAIL,2,0.06,1992-01-13,1992-03-12,3,6723.6182
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,1,FURNITURE,FOB,1,0.03,1992-01-13,1992-02-18,3,23678.4194
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,2-HIGH,4,BUILDING,TRUCK,3,0.03,1994-11-06,1995-01-11,0,19036.836
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,4,HOUSEHOLD,FOB,4,0.02,1992-03-28,1992-06-03,3,18180.0924
O,O,N,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,0,HOUSEHOLD,SHIP,2,0.08,1997-11-05,1998-01-06,5,4369.5376
O,O,N,DELIVER IN PERSON,3,Manufacturer#3,5-LOW,4,BUILDING,SHIP,1,0.06,1996-07-16,1996-09-28,1,29434.6993
O,O,N,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,0,MACHINERY,REG AIR,1,0.04,1996-06-29,1996-09-10,1,1153.4408
F,F,A,NONE,3,Manufacturer#2,3-MEDIUM,1,HOUSEHOLD,AIR,4,0.01,1992-01-20,1992-03-31,3,5472.9504
O,P,N,COLLECT COD,2,Manufacturer#2,1-URGENT,4,HOUSEHOLD,AIR,4,0.02,1995-05-12,1995-07-02,2,21346.65
F,F,R,NONE,2,Manufacturer#1,1-URGENT,4,HOUSEHOLD,MAIL,1,0,1994-04-13,1994-06-04,0,9696.9444
O,O,N,COLLECT COD,0,Manufacturer#2,3-MEDIUM,0,BUILDING,RAIL,1,0.05,1997-01-21,1997-03-02,5,10515.903
F,F,A,NONE,4,Manufacturer#1,1-URGENT,1,AUTOMOBILE,MAIL,3,0.07,1992-04-15,1992-07-14,3,2484.568
O,O,N,TAKE BACK RETURN,4,Manufacturer#1,3-MEDIUM,1,BUILDING,AIR,2,0.05,1996-08-08,1996-10-06,1,38839.0964
O,O,N,NONE,4,Manufacturer#2,3-MEDIUM,1,BUILDING,REG AIR,4,0.06,1996-08-08,1996-09-19,1,4661.641
O,O,N,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,0,AUTOMOBILE,FOB,5,0.06,1995-09-12,1995-11-20,2,2080.4421
O,O,N,NONE,3,Manufacturer#3,2-HIGH,3,MACHINERY,TRUCK,2,0.08,1995-11-04,1996-02-02,2,12967.6668
O,O,N,COLLECT COD,0,Manufacturer#5,1-URGENT,4,FURNITURE,MAIL,2,0.03,1997-01-31,1997-03-26,5,21939.718
O,O,N,NONE,3,Manufacturer#4,1-URGENT,4,FURNITURE,AIR,4,0.06,1997-01-31,1997-03-20,5,22118.76
F,F,R,COLLECT COD,2,Manufacturer#1,5-LOW,3,HOUSEHOLD,SHIP,3,0.05,1992-03-30,1992-05-08,3,12476.6832
O,O,N,DELIVER IN PERSON,3,Manufacturer#1,4-NOT SPECIFIED,3,MACHINERY,RAIL,2,0.01,1996-09-19,1996-12-09,1,934.99
