l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,p_container,p_size,l_quantity,groupcol,aggcol
O,O,N,TAKE BACK RETURN,Manufacturer#4,1-URGENT,4,AUTOMOBILE,SHIP,7,0.04,9,Brand#43,LG CASE,13,45,4,44520.021
O,O,N,TAKE BACK RETURN,Manufacturer#4,1-URGENT,4,AUTOMOBILE,REG AIR,5,0.08,8,Brand#45,MED BOX,34,15,3,17400.393
F,F,R,TAKE BACK RETURN,Manufacturer#4,5-LOW,0,MACHINERY,AIR,1,0.03,12,Brand#42,JUMBO CAN,44,46,0,57032.019
O,O,N,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,3,MACHINERY,AIR,1,0.08,21,Brand#13,MED BAG,38,17,1,26518.5261
O,O,N,NONE,Manufacturer#2,4-NOT SPECIFIED,3,MACHINERY,FOB,3,0.03,18,Brand#21,JUMBO DRUM,49,10,2,14643.12
F,F,R,NONE,Manufacturer#3,3-MEDIUM,4,BUILDING,FOB,2,0.04,9,Brand#35,SM JAR,3,44,4,70034.36
F,F,R,TAKE BACK RETURN,Manufacturer#3,3-MEDIUM,4,BUILDING,RAIL,1,0.06,9,Brand#35,SM DRUM,21,3,4,3302.964
O,O,N,TAKE BACK RETURN,Manufacturer#2,2-HIGH,2,AUTOMOBILE,RAIL,2,0.02,18,Brand#22,JUMBO CAN,42,42,2,68341.119
O,O,N,DELIVER IN PERSON,Manufacturer#1,2-HIGH,2,AUTOMOBILE,MAIL,4,0.04,21,Brand#11,LG JAR,30,4,1,5721.28
O,O,N,COLLECT COD,Manufacturer#2,2-HIGH,2,AUTOMOBILE,SHIP,1,0.08,9,Brand#21,WRAP CAN,20,6,4,6117.693
O,O,N,COLLECT COD,Manufacturer#3,2-HIGH,2,AUTOMOBILE,AIR,3,0.04,8,Brand#35,LG BOX,13,23,3,41900.733
F,F,A,NONE,Manufacturer#2,1-URGENT,3,AUTOMOBILE,TRUCK,1,0.07,8,Brand#23,WRAP BAG,35,1,3,1175.4072
F,F,R,COLLECT COD,Manufacturer#3,4-NOT SPECIFIED,4,BUILDING,MAIL,2,0.04,9,Brand#34,JUMBO CASE,49,50,4,47804.17
O,O,N,NONE,Manufacturer#5,1-URGENT,2,HOUSEHOLD,MAIL,2,0.02,8,Brand#53,JUMBO JAR,28,12,3,13674.8568
O,O,N,TAKE BACK RETURN,Manufacturer#2,1-URGENT,2,MACHINERY,AIR,3,0.05,21,Brand#24,MED PKG,48,34,1,46855.6992
O,O,N,TAKE BACK RETURN,Manufacturer#2,3-MEDIUM,3,MACHINERY,REG AIR,2,0.08,18,Brand#23,SM DRUM,49,49,2,87992.7741
O,O,N,NONE,Manufacturer#4,3-MEDIUM,3,MACHINERY,REG AIR,4,0.06,21,Brand#45,MED CAN,24,22,1,21215.799
O,O,N,DELIVER IN PERSON,Manufacturer#1,3-MEDIUM,3,MACHINERY,SHIP,1,0.03,18,Brand#14,WRAP JAR,45,37,2,34347.4404
O,O,N,NONE,Manufacturer#1,5-LOW,1,HOUSEHOLD,TRUCK,3,0.03,18,Brand#14,LG PKG,30,22,2,21946.4256
F,F,R,NONE,Manufacturer#3,2-HIGH,3,AUTOMOBILE,SHIP,4,0.04,9,Brand#33,JUMBO DRUM,50,35,4,59439.87
F,F,R,NONE,Manufacturer#1,5-LOW,1,AUTOMOBILE,AIR,1,0.01,21,Brand#15,MED BAG,30,31,1,39028.4792
O,O,N,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,0,MACHINERY,MAIL,3,0.06,18,Brand#44,MED DRUM,45,10,2,16442.79
F,F,R,DELIVER IN PERSON,Manufacturer#4,2-HIGH,1,HOUSEHOLD,TRUCK,2,0.03,21,Brand#43,LG DRUM,19,30,1,29164.59
F,F,A,COLLECT COD,Manufacturer#4,1-URGENT,2,MACHINERY,RAIL,7,0.07,8,Brand#41,LG CASE,45,25,3,47024.5
F,F,R,NONE,Manufacturer#1,1-URGENT,2,MACHINERY,MAIL,6,0.01,8,Brand#11,LG DRUM,24,49,3,75814.8384
F,F,R,NONE,Manufacturer#2,5-LOW,0,BUILDING,SHIP,3,0.03,18,Brand#22,WRAP CAN,1,49,2,69222.6528
F,F,R,DELIVER IN PERSON,Manufacturer#4,5-LOW,0,BUILDING,FOB,6,0.06,18,Brand#42,MED PKG,40,14,2,18156.2598
O,O,N,NONE,Manufacturer#4,2-HIGH,2,MACHINERY,FOB,1,0,21,Brand#42,WRAP BOX,1,16,1,26700.16
O,O,N,COLLECT COD,Manufacturer#3,2-HIGH,2,MACHINERY,RAIL,2,0.06,21,Brand#35,MED CASE,27,40,1,43868.844
O,O,N,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,3,AUTOMOBILE,REG AIR,4,0.05,18,Brand#45,WRAP DRUM,31,11,2,10361.3169
O,O,N,COLLECT COD,Manufacturer#4,1-URGENT,2,AUTOMOBILE,AIR,4,0.02,9,Brand#43,LG PACK,44,9,4,11566.6362
F,F,A,COLLECT COD,Manufacturer#3,3-MEDIUM,4,FURNITURE,SHIP,2,0.08,21,Brand#31,JUMBO DRUM,23,42,1,42011.0418
F,F,A,TAKE BACK RETURN,Manufacturer#3,3-MEDIUM,4,FURNITURE,TRUCK,5,0.04,12,Brand#33,SM CASE,46,42,0,38749.9392
O,O,N,DELIVER IN PERSON,Manufacturer#3,4-NOT SPECIFIED,2,BUILDING,MAIL,2,0.05,21,Brand#31,WRAP JAR,8,50,1,71759.145
O,O,N,NONE,Manufacturer#4,2-HIGH,2,MACHINERY,REG AIR,1,0.04,21,Brand#43,MED CAN,43,50,1,63307.89
F,F,A,NONE,Manufacturer#3,3-MEDIUM,4,FURNITURE,MAIL,4,0.01,21,Brand#33,SM CAN,23,25,1,44590.8
F,F,R,TAKE BACK RETURN,Manufacturer#4,3-MEDIUM,4,FURNITURE,TRUCK,3,0.05,21,Brand#43,MED JAR,13,4,1,6447.802
F,F,A,DELIVER IN PERSON,Manufacturer#1,3-MEDIUM,4,FURNITURE,MAIL,5,0.05,21,Brand#11,WRAP JAR,24,19,1,34901.67
O,O,N,NONE,Manufacturer#3,4-NOT SPECIFIED,0,MACHINERY,SHIP,4,0.03,21,Brand#34,SM PKG,32,47,1,80773.4574
O,O,N,COLLECT COD,Manufacturer#3,4-NOT SPECIFIED,0,MACHINERY,TRUCK,7,0.04,12,Brand#32,LG PKG,21,17,0,22463.9904
F,F,R,NONE,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,RAIL,2,0.04,21,Brand#13,JUMBO CASE,19,37,1,54294.096
F,F,A,NONE,Manufacturer#2,1-URGENT,0,MACHINERY,MAIL,1,0.03,12,Brand#25,LG DRUM,13,45,0,68465.25
F,F,A,TAKE BACK RETURN,Manufacturer#3,1-URGENT,0,MACHINERY,MAIL,6,0.02,8,Brand#35,MED BAG,43,41,3,72118.6802
F,P,A,NONE,Manufacturer#1,5-LOW,2,AUTOMOBILE,TRUCK,3,0.02,12,Brand#14,WRAP BAG,25,39,0,38884.131
O,O,N,DELIVER IN PERSON,Manufacturer#1,1-URGENT,3,BUILDING,REG AIR,3,0.05,12,Brand#12,MED BAG,48,43,0,37582.817
O,O,N,DELIVER IN PERSON,Manufacturer#3,2-HIGH,1,HOUSEHOLD,AIR,1,0.05,18,Brand#33,SM PACK,41,3,2,4652.7528
F,F,A,COLLECT COD,Manufacturer#3,5-LOW,0,BUILDING,MAIL,5,0.02,18,Brand#32,JUMBO JAR,21,44,2,82410.68
F,F,A,DELIVER IN PERSON,Manufacturer#1,5-LOW,0,BUILDING,SHIP,4,0.01,9,Brand#12,JUMBO DRUM,33,22,4,31705.6344
F,F,A,TAKE BACK RETURN,Manufacturer#4,3-MEDIUM,4,FURNITURE,REG AIR,1,0.07,18,Brand#45,SM PACK,3,28,2,44738.4728
F,F,R,DELIVER IN PERSON,Manufacturer#3,3-MEDIUM,4,FURNITURE,RAIL,4,0.01,18,Brand#31,SM BOX,20,49,2,47250.1512
F,F,A,NONE,Manufacturer#5,3-MEDIUM,4,FURNITURE,FOB,3,0.01,12,Brand#53,JUMBO BAG,21,17,0,22501.8885
F,F,A,COLLECT COD,Manufacturer#5,2-HIGH,4,MACHINERY,REG AIR,2,0.02,12,Brand#54,MED CASE,3,40,0,57371.552
F,F,A,DELIVER IN PERSON,Manufacturer#5,1-URGENT,0,BUILDING,RAIL,2,0.05,18,Brand#54,SM BAG,1,39,2,63268.5612
F,F,R,COLLECT COD,Manufacturer#3,1-URGENT,0,BUILDING,RAIL,1,0.05,8,Brand#32,LG PKG,36,41,3,48110.5152
F,F,R,DELIVER IN PERSON,Manufacturer#3,5-LOW,4,AUTOMOBILE,RAIL,3,0.05,18,Brand#34,SM BAG,20,29,2,41159.1635
F,F,R,NONE,Manufacturer#3,5-LOW,4,AUTOMOBILE,REG AIR,7,0.03,18,Brand#35,WRAP BOX,33,3,2,4511.8122
O,O,N,NONE,Manufacturer#2,5-LOW,4,BUILDING,MAIL,1,0.02,12,Brand#25,LG DRUM,13,2,0,3009.825
F,F,R,DELIVER IN PERSON,Manufacturer#5,3-MEDIUM,0,AUTOMOBILE,REG AIR,2,0.05,8,Brand#51,WRAP JAR,35,1,3,1015.864
O,O,N,TAKE BACK RETURN,Manufacturer#3,5-LOW,1,BUILDING,TRUCK,5,0.04,9,Brand#32,JUMBO CAN,10,35,4,30673.461
O,O,N,DELIVER IN PERSON,Manufacturer#5,2-HIGH,3,AUTOMOBILE,MAIL,4,0.03,21,Brand#52,JUMBO BAG,9,19,1,29963.5776
O,O,N,COLLECT COD,Manufacturer#1,5-LOW,4,HOUSEHOLD,FOB,5,0.04,12,Brand#14,LG PACK,44,40,0,60698.112
O,O,N,COLLECT COD,Manufacturer#5,5-LOW,4,HOUSEHOLD,TRUCK,4,0.04,21,Brand#52,LG BAG,41,44,1,70602.048
O,O,N,COLLECT COD,Manufacturer#4,5-LOW,4,HOUSEHOLD,REG AIR,1,0,12,Brand#42,SM DRUM,45,3,0,4172.0436
O,O,N,TAKE BACK RETURN,Manufacturer#2,2-HIGH,4,MACHINERY,TRUCK,2,0.01,12,Brand#22,MED JAR,18,25,0,31514.2125
O,O,N,DELIVER IN PERSON,Manufacturer#2,2-HIGH,4,MACHINERY,MAIL,4,0.01,18,Brand#23,MED PKG,34,42,2,63722.484
O,O,N,COLLECT COD,Manufacturer#4,2-HIGH,4,MACHINERY,AIR,5,0,8,Brand#43,SM BAG,46,22,3,21670.209
F,F,R,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,4,HOUSEHOLD,TRUCK,5,0.08,9,Brand#35,MED CAN,48,50,4,52038.4
O,O,N,TAKE BACK RETURN,Manufacturer#5,2-HIGH,1,BUILDING,RAIL,3,0.08,8,Brand#51,LG PACK,42,23,3,40406.9152
F,F,R,NONE,Manufacturer#2,4-NOT SPECIFIED,3,FURNITURE,AIR,3,0.03,12,Brand#21,SM BOX,26,4,0,7131.5244
O,O,N,NONE,Manufacturer#4,1-URGENT,4,HOUSEHOLD,MAIL,4,0.03,18,Brand#43,MED JAR,42,34,2,50102.4136
O,O,N,NONE,Manufacturer#3,1-URGENT,4,HOUSEHOLD,FOB,2,0.01,18,Brand#35,LG PKG,5,19,2,26926.857
F,F,R,TAKE BACK RETURN,Manufacturer#1,2-HIGH,4,BUILDING,RAIL,4,0.08,18,Brand#15,JUMBO PACK,27,35,2,50737.365
F,F,A,DELIVER IN PERSON,Manufacturer#3,2-HIGH,4,BUILDING,SHIP,1,0.03,8,Brand#35,JUMBO DRUM,21,33,3,44095.5504
F,F,R,NONE,Manufacturer#3,2-HIGH,4,BUILDING,MAIL,3,0.07,8,Brand#31,LG JAR,44,22,3,29870.9488
O,O,N,DELIVER IN PERSON,Manufacturer#1,2-HIGH,1,BUILDING,SHIP,2,0.06,8,Brand#11,WRAP CASE,26,21,3,36102.8808
O,O,N,DELIVER IN PERSON,Manufacturer#2,4-NOT SPECIFIED,4,BUILDING,AIR,1,0.04,9,Brand#22,MED JAR,8,22,4,23131.548
F,F,A,NONE,Manufacturer#1,3-MEDIUM,0,FURNITURE,MAIL,4,0.01,18,Brand#14,WRAP CASE,16,2,2,2495.0784
F,F,A,DELIVER IN PERSON,Manufacturer#5,1-URGENT,3,MACHINERY,AIR,2,0.07,21,Brand#51,JUMBO JAR,23,14,1,19681.9644
F,F,R,NONE,Manufacturer#1,3-MEDIUM,0,MACHINERY,RAIL,3,0.04,18,Brand#12,JUMBO DRUM,17,20,2,23867.662
F,F,A,TAKE BACK RETURN,Manufacturer#2,3-MEDIUM,0,MACHINERY,FOB,1,0.04,8,Brand#21,LG BOX,19,17,3,28557.8767
O,O,N,TAKE BACK RETURN,Manufacturer#1,2-HIGH,1,FURNITURE,SHIP,1,0.02,12,Brand#15,JUMBO DRUM,28,35,0,50027.53
O,O,N,TAKE BACK RETURN,Manufacturer#4,2-HIGH,1,FURNITURE,REG AIR,2,0,21,Brand#45,MED JAR,40,33,1,57525.0555
O,O,N,NONE,Manufacturer#4,1-URGENT,2,FURNITURE,RAIL,1,0.03,21,Brand#45,MED BAG,27,13,1,15701.4195
O,O,N,NONE,Manufacturer#4,5-LOW,4,BUILDING,MAIL,2,0.03,18,Brand#43,JUMBO CAN,37,5,2,5590.53
F,F,A,TAKE BACK RETURN,Manufacturer#1,1-URGENT,0,FURNITURE,RAIL,2,0.04,18,Brand#13,WRAP JAR,27,48,2,45258.1584
F,F,A,DELIVER IN PERSON,Manufacturer#4,1-URGENT,0,FURNITURE,SHIP,3,0.06,12,Brand#44,MED CAN,28,17,0,16328.1328
O,O,N,COLLECT COD,Manufacturer#4,3-MEDIUM,0,HOUSEHOLD,REG AIR,1,0.07,21,Brand#43,WRAP CASE,44,44,1,63477.898
O,O,N,COLLECT COD,Manufacturer#5,3-MEDIUM,0,HOUSEHOLD,FOB,4,0.03,8,Brand#51,JUMBO PACK,30,7,3,10497.13
O,O,N,NONE,Manufacturer#1,3-MEDIUM,0,HOUSEHOLD,TRUCK,3,0.02,21,Brand#15,LG DRUM,17,5,1,8191.673
F,F,A,NONE,Manufacturer#5,2-HIGH,0,FURNITURE,MAIL,4,0.04,12,Brand#55,SM CAN,43,44,0,61445.56
F,F,R,COLLECT COD,Manufacturer#5,2-HIGH,0,FURNITURE,MAIL,7,0,18,Brand#53,JUMBO PACK,4,18,2,20650.32
O,O,N,DELIVER IN PERSON,Manufacturer#1,1-URGENT,1,BUILDING,AIR,4,0.05,18,Brand#12,JUMBO PACK,30,13,2,19055.0646
O,O,N,COLLECT COD,Manufacturer#2,1-URGENT,1,BUILDING,SHIP,6,0.07,8,Brand#23,WRAP PKG,6,21,3,30534.5376
O,O,N,DELIVER IN PERSON,Manufacturer#2,1-URGENT,3,AUTOMOBILE,FOB,2,0.06,21,Brand#23,JUMBO BAG,44,16,1,25370.88
O,O,N,DELIVER IN PERSON,Manufacturer#5,1-URGENT,3,AUTOMOBILE,TRUCK,6,0.07,8,Brand#55,LG BAG,10,31,3,33090.6152
O,O,N,TAKE BACK RETURN,Manufacturer#1,1-URGENT,3,AUTOMOBILE,REG AIR,5,0.08,9,Brand#14,WRAP BAG,45,23,4,30312.3348
O,O,N,COLLECT COD,Manufacturer#2,5-LOW,4,BUILDING,TRUCK,7,0.05,8,Brand#25,MED DRUM,10,40,3,41886.864
O,O,N,NONE,Manufacturer#5,5-LOW,4,BUILDING,REG AIR,4,0.03,12,Brand#51,JUMBO CASE,42,44,0,77169.4
O,O,N,NONE,Manufacturer#4,5-LOW,4,BUILDING,AIR,2,0.05,21,Brand#44,JUMBO PKG,46,30,1,27621.594
O,O,N,NONE,Manufacturer#4,5-LOW,4,BUILDING,TRUCK,6,0.06,9,Brand#42,MED BOX,35,30,4,31189.158
F,F,R,DELIVER IN PERSON,Manufacturer#1,4-NOT SPECIFIED,3,BUILDING,FOB,2,0.06,18,Brand#15,SM JAR,20,44,2,41205.9648
F,F,R,TAKE BACK RETURN,Manufacturer#5,3-MEDIUM,1,BUILDING,RAIL,1,0.06,9,Brand#52,SM BOX,2,11,4,9593.694
F,F,A,NONE,Manufacturer#2,3-MEDIUM,4,AUTOMOBILE,SHIP,4,0.05,8,Brand#24,JUMBO BAG,25,21,3,30159.2109
F,F,A,COLLECT COD,Manufacturer#4,3-MEDIUM,4,AUTOMOBILE,AIR,1,0,18,Brand#43,WRAP CASE,24,14,2,25723.467
F,F,A,NONE,Manufacturer#1,3-MEDIUM,4,AUTOMOBILE,REG AIR,6,0.07,9,Brand#15,JUMBO PKG,26,13,4,17000.6382
O,O,N,COLLECT COD,Manufacturer#3,3-MEDIUM,3,HOUSEHOLD,AIR,4,0.05,8,Brand#32,SM CASE,9,40,3,71895.62
O,O,N,DELIVER IN PERSON,Manufacturer#5,3-MEDIUM,3,HOUSEHOLD,TRUCK,2,0.08,21,Brand#52,LG JAR,14,22,1,21918.7408
O,O,N,DELIVER IN PERSON,Manufacturer#3,5-LOW,4,FURNITURE,AIR,4,0.07,9,Brand#34,JUMBO CASE,49,3,4,2746.197
O,O,N,NONE,Manufacturer#5,5-LOW,4,FURNITURE,RAIL,5,0.03,18,Brand#51,WRAP BAG,2,41,2,62575.1676
O,O,N,DELIVER IN PERSON,Manufacturer#2,5-LOW,4,FURNITURE,RAIL,3,0.02,8,Brand#22,LG BOX,3,39,3,64160.5536
F,F,A,TAKE BACK RETURN,Manufacturer#1,3-MEDIUM,3,MACHINERY,AIR,4,0.01,9,Brand#15,SM JAR,25,27,4,37079.0784
O,O,N,NONE,Manufacturer#5,2-HIGH,3,FURNITURE,RAIL,2,0.08,9,Brand#53,WRAP DRUM,46,7,4,8421.294
F,F,A,COLLECT COD,Manufacturer#5,2-HIGH,0,BUILDING,REG AIR,3,0.07,12,Brand#51,WRAP CAN,28,26,0,28601.1544
F,F,R,TAKE BACK RETURN,Manufacturer#1,2-HIGH,0,AUTOMOBILE,REG AIR,1,0.06,12,Brand#15,JUMBO PACK,27,45,0,65233.755
O,O,N,DELIVER IN PERSON,Manufacturer#3,2-HIGH,3,BUILDING,RAIL,1,0.01,18,Brand#32,LG CAN,1,9,2,9851.6736
F,F,A,TAKE BACK RETURN,Manufacturer#4,5-LOW,4,HOUSEHOLD,FOB,2,0,12,Brand#44,SM PKG,50,30,0,46918.032
F,F,R,TAKE BACK RETURN,Manufacturer#1,5-LOW,4,HOUSEHOLD,AIR,3,0.04,12,Brand#11,MED PACK,4,6,0,10352.4696
F,F,R,DELIVER IN PERSON,Manufacturer#3,5-LOW,2,AUTOMOBILE,TRUCK,1,0.06,21,Brand#35,SM JAR,39,22,1,20593.4784
F,F,A,COLLECT COD,Manufacturer#4,5-LOW,2,AUTOMOBILE,SHIP,2,0.07,18,Brand#44,SM BAG,15,33,2,47407.4601
F,F,R,TAKE BACK RETURN,Manufacturer#1,3-MEDIUM,1,HOUSEHOLD,REG AIR,4,0.08,8,Brand#14,WRAP PKG,40,22,3,28508.04
O,O,N,COLLECT COD,Manufacturer#5,1-URGENT,2,AUTOMOBILE,MAIL,2,0.07,12,Brand#55,MED JAR,36,6,0,5690.0844
O,O,N,COLLECT COD,Manufacturer#1,1-URGENT,2,AUTOMOBILE,MAIL,3,0.06,21,Brand#14,SM PKG,13,44,1,44479.9872
O,O,N,TAKE BACK RETURN,Manufacturer#4,2-HIGH,1,MACHINERY,MAIL,6,0.07,18,Brand#45,WRAP CAN,11,34,2,52637.3584
O,O,N,COLLECT COD,Manufacturer#1,2-HIGH,1,MACHINERY,REG AIR,2,0.08,8,Brand#14,LG PACK,44,18,3,26176.0608
F,F,A,NONE,Manufacturer#3,2-HIGH,2,AUTOMOBILE,SHIP,3,0.04,18,Brand#33,MED PKG,49,10,2,12740.077
F,F,A,TAKE BACK RETURN,Manufacturer#4,2-HIGH,2,AUTOMOBILE,AIR,4,0.06,21,Brand#41,SM PACK,24,44,1,60212.24
F,F,R,NONE,Manufacturer#2,5-LOW,4,AUTOMOBILE,REG AIR,2,0.05,21,Brand#22,LG PACK,10,19,1,29208.4492
F,F,R,TAKE BACK RETURN,Manufacturer#5,5-LOW,4,AUTOMOBILE,SHIP,5,0.01,18,Brand#52,MED DRUM,44,14,2,14702.4836
F,F,R,TAKE BACK RETURN,Manufacturer#5,4-NOT SPECIFIED,4,AUTOMOBILE,TRUCK,2,0.03,9,Brand#51,WRAP CASE,3,40,4,41541.136
O,O,N,TAKE BACK RETURN,Manufacturer#5,4-NOT SPECIFIED,4,FURNITURE,REG AIR,4,0.03,18,Brand#55,SM CASE,38,43,2,70581.447
O,O,N,DELIVER IN PERSON,Manufacturer#3,4-NOT SPECIFIED,4,FURNITURE,SHIP,3,0.08,8,Brand#32,LG PKG,36,7,3,11709.719
O,O,N,NONE,Manufacturer#5,1-URGENT,2,BUILDING,FOB,2,0.06,9,Brand#52,SM BOX,2,34,4,29982.7164
O,O,N,NONE,Manufacturer#1,1-URGENT,2,BUILDING,SHIP,1,0.08,18,Brand#12,JUMBO PACK,30,33,2,45439.0002
F,F,R,NONE,Manufacturer#3,1-URGENT,3,BUILDING,TRUCK,2,0.08,21,Brand#34,LG DRUM,47,39,1,35384.31
O,O,N,TAKE BACK RETURN,Manufacturer#2,2-HIGH,2,MACHINERY,TRUCK,2,0.03,18,Brand#22,MED CASE,42,2,2,2138.32
O,O,N,COLLECT COD,Manufacturer#5,1-URGENT,4,FURNITURE,TRUCK,4,0,12,Brand#51,JUMBO BOX,47,7,0,10891.4848
F,F,R,DELIVER IN PERSON,Manufacturer#1,2-HIGH,3,FURNITURE,MAIL,4,0.02,8,Brand#14,WRAP CASE,49,47,3,66481.641
F,F,R,COLLECT COD,Manufacturer#3,3-MEDIUM,0,FURNITURE,FOB,3,0.06,12,Brand#34,JUMBO CAN,28,28,0,37625.966
O,O,N,TAKE BACK RETURN,Manufacturer#3,5-LOW,3,FURNITURE,FOB,2,0.07,8,Brand#32,LG DRUM,26,35,3,47188.323
O,O,N,NONE,Manufacturer#1,2-HIGH,4,BUILDING,MAIL,5,0.08,8,Brand#12,SM DRUM,16,36,3,39662.4816
O,O,N,NONE,Manufacturer#3,4-NOT SPECIFIED,1,HOUSEHOLD,TRUCK,1,0.07,8,Brand#32,LG BOX,44,40,3,62515.332
O,O,N,TAKE BACK RETURN,Manufacturer#4,3-MEDIUM,1,AUTOMOBILE,AIR,2,0.02,12,Brand#41,JUMBO PACK,44,19,0,20740.1036
O,O,N,COLLECT COD,Manufacturer#5,3-MEDIUM,1,AUTOMOBILE,MAIL,1,0.05,8,Brand#55,LG BAG,10,5,3,5453.222
O,O,N,TAKE BACK RETURN,Manufacturer#2,3-MEDIUM,1,AUTOMOBILE,REG AIR,3,0.02,18,Brand#23,SM PACK,36,12,2,17340.9432
O,O,N,TAKE BACK RETURN,Manufacturer#2,4-NOT SPECIFIED,0,MACHINERY,AIR,3,0.01,18,Brand#21,JUMBO PKG,11,23,2,21370.5351
O,O,N,TAKE BACK RETURN,Manufacturer#5,1-URGENT,2,MACHINERY,RAIL,2,0.07,12,Brand#51,SM JAR,13,29,0,35908.67
O,O,N,COLLECT COD,Manufacturer#1,1-URGENT,2,MACHINERY,SHIP,1,0.07,21,Brand#13,SM CASE,49,40,1,42376.972
F,F,A,COLLECT COD,Manufacturer#5,4-NOT SPECIFIED,0,MACHINERY,MAIL,4,0.04,12,Brand#52,MED PKG,33,50,0,73788.26
F,F,A,NONE,Manufacturer#4,5-LOW,0,MACHINERY,AIR,5,0.07,8,Brand#43,MED CAN,43,30,3,36759.42
F,F,R,DELIVER IN PERSON,Manufacturer#5,5-LOW,0,MACHINERY,REG AIR,2,0.01,12,Brand#53,SM CASE,17,21,0,28638.8235
F,F,A,TAKE BACK RETURN,Manufacturer#1,5-LOW,0,MACHINERY,FOB,1,0,8,Brand#11,SM CAN,45,31,3,44966.6284
O,O,N,TAKE BACK RETURN,Manufacturer#1,3-MEDIUM,1,BUILDING,FOB,1,0.04,8,Brand#14,JUMBO PACK,7,2,3,2471.9296
F,F,A,DELIVER IN PERSON,Manufacturer#4,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,3,0.03,9,Brand#44,MED DRUM,41,45,4,78742.8
F,F,A,COLLECT COD,Manufacturer#2,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,2,0.06,18,Brand#23,LG PACK,27,10,2,10168.488
F,F,A,NONE,Manufacturer#1,4-NOT SPECIFIED,4,HOUSEHOLD,REG AIR,1,0.06,9,Brand#13,WRAP BOX,5,31,4,35522.1188
F,F,A,COLLECT COD,Manufacturer#3,2-HIGH,4,BUILDING,REG AIR,2,0.01,18,Brand#35,MED BAG,44,35,2,61277.755
F,F,R,TAKE BACK RETURN,Manufacturer#4,2-HIGH,4,BUILDING,TRUCK,1,0.07,18,Brand#41,MED BOX,50,27,2,41371.5573
O,O,N,COLLECT COD,Manufacturer#3,1-URGENT,1,HOUSEHOLD,SHIP,3,0.04,18,Brand#33,JUMBO JAR,3,44,2,43409.124
O,O,N,NONE,Manufacturer#3,1-URGENT,1,HOUSEHOLD,FOB,2,0.05,21,Brand#35,LG PKG,5,29,1,45665.43
F,F,R,COLLECT COD,Manufacturer#1,2-HIGH,1,BUILDING,AIR,6,0.06,21,Brand#11,WRAP PKG,20,27,1,40929.8616
F,F,A,NONE,Manufacturer#1,2-HIGH,1,BUILDING,AIR,3,0.03,8,Brand#13,JUMBO PACK,17,16,3,28784.1792
O,O,N,NONE,Manufacturer#5,4-NOT SPECIFIED,4,BUILDING,FOB,2,0.07,21,Brand#51,WRAP CASE,1,31,1,46422.0009
F,F,R,NONE,Manufacturer#4,3-MEDIUM,4,MACHINERY,TRUCK,3,0.08,21,Brand#45,MED PKG,34,41,1,50894.94
O,O,N,TAKE BACK RETURN,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,AIR,3,0.03,21,Brand#12,SM DRUM,16,16,1,17627.7696
O,O,N,COLLECT COD,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,MAIL,5,0.03,21,Brand#33,LG PKG,25,41,1,48469.134
O,O,N,TAKE BACK RETURN,Manufacturer#5,4-NOT SPECIFIED,2,HOUSEHOLD,TRUCK,2,0,12,Brand#51,JUMBO BOX,48,4,0,6859.24
O,O,N,NONE,Manufacturer#4,4-NOT SPECIFIED,2,AUTOMOBILE,MAIL,6,0.07,18,Brand#44,LG PACK,21,7,2,7653.8238
O,O,N,TAKE BACK RETURN,Manufacturer#1,3-MEDIUM,2,HOUSEHOLD,MAIL,1,0.05,21,Brand#12,MED PKG,41,2,1,1915.39
F,F,A,TAKE BACK RETURN,Manufacturer#5,5-LOW,4,BUILDING,TRUCK,3,0.01,21,Brand#53,SM CASE,17,31,1,41386.3299
F,F,A,COLLECT COD,Manufacturer#1,5-LOW,4,BUILDING,MAIL,2,0,9,Brand#13,SM PKG,3,14,4,19185.7904
O,O,N,NONE,Manufacturer#4,3-MEDIUM,0,AUTOMOBILE,AIR,1,0.02,21,Brand#45,WRAP CASE,18,45,1,51570.3825
O,O,N,TAKE BACK RETURN,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,SHIP,1,0.04,8,Brand#52,SM PKG,50,31,3,55394.5665
O,O,N,NONE,Manufacturer#5,1-URGENT,3,HOUSEHOLD,SHIP,1,0.01,12,Brand#52,MED PKG,33,18,0,26563.7736
O,O,N,TAKE BACK RETURN,Manufacturer#5,5-LOW,2,FURNITURE,AIR,3,0.06,9,Brand#51,SM PKG,1,46,4,78167.547
F,F,A,TAKE BACK RETURN,Manufacturer#5,2-HIGH,4,FURNITURE,FOB,5,0.02,18,Brand#51,MED PKG,36,31,2,51383.616
