l_linestatus,o_orderstatus,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,COLLECT COD,0,Manufacturer#4,5-LOW,1,MACHINERY,TRUCK,3,0.08,14,Brand#41,1,WRAP BOX,27,643,34017.7728
F,F,NONE,4,Manufacturer#1,3-MEDIUM,1,BUILDING,MAIL,1,0.02,20,Brand#14,24,JUMBO PACK,25,644,52921.9584
F,F,NONE,4,Manufacturer#5,3-MEDIUM,1,BUILDING,AIR,3,0.07,11,Brand#51,24,JUMBO PKG,35,644,24323.04
F,F,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,4,AUTOMOBILE,RAIL,4,0,21,Brand#51,13,MED DRUM,9,645,31940.0316
F,F,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,3,MACHINERY,AIR,1,0.03,4,Brand#23,23,MED PACK,32,646,40317.075
F,F,DELIVER IN PERSON,1,Manufacturer#4,5-LOW,4,FURNITURE,TRUCK,3,0.04,1,Brand#42,4,MED PACK,20,647,6101.486
F,F,NONE,0,Manufacturer#4,5-LOW,4,FURNITURE,RAIL,4,0,5,Brand#41,4,LG PACK,7,647,38188.962
F,F,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,4,FURNITURE,MAIL,1,0.01,17,Brand#24,4,WRAP BAG,44,647,35158.662
F,F,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,3,BUILDING,MAIL,6,0.01,21,Brand#13,6,WRAP JAR,10,648,2143.618
F,F,DELIVER IN PERSON,4,Manufacturer#4,4-NOT SPECIFIED,3,BUILDING,FOB,7,0.07,4,Brand#41,6,LG CASE,35,648,28458.43
F,F,COLLECT COD,3,Manufacturer#4,5-LOW,1,MACHINERY,TRUCK,1,0.03,23,Brand#42,1,SM BAG,35,643,54585.984
F,F,TAKE BACK RETURN,3,Manufacturer#3,5-LOW,1,MACHINERY,REG AIR,4,0.02,19,Brand#31,1,MED JAR,8,643,56269.8164
F,F,COLLECT COD,3,Manufacturer#4,1-URGENT,3,AUTOMOBILE,SHIP,6,0.01,22,Brand#42,7,SM BAG,1,649,1816.457
F,F,NONE,4,Manufacturer#1,2-HIGH,3,MACHINERY,MAIL,4,0.02,20,Brand#14,19,SM CASE,29,650,14307.2944
F,F,TAKE BACK RETURN,3,Manufacturer#4,2-HIGH,3,MACHINERY,TRUCK,3,0.07,7,Brand#45,19,LG CAN,18,650,64386.132
F,F,TAKE BACK RETURN,4,Manufacturer#5,1-URGENT,3,AUTOMOBILE,SHIP,4,0.03,10,Brand#53,7,SM CASE,17,649,62732.661
F,F,COLLECT COD,3,Manufacturer#4,1-URGENT,3,AUTOMOBILE,SHIP,3,0.01,7,Brand#44,7,LG DRUM,9,649,32123.6916
F,F,TAKE BACK RETURN,0,Manufacturer#2,5-LOW,0,BUILDING,SHIP,3,0.04,5,Brand#21,16,MED PACK,30,272,14197.554
F,F,DELIVER IN PERSON,2,Manufacturer#3,4-NOT SPECIFIED,2,AUTOMOBILE,FOB,5,0.04,21,Brand#32,18,SM PKG,6,651,39282.0516
F,F,TAKE BACK RETURN,2,Manufacturer#4,2-HIGH,3,FURNITURE,TRUCK,4,0,18,Brand#44,6,LG PKG,10,652,37076.5704
F,F,TAKE BACK RETURN,4,Manufacturer#4,2-HIGH,3,FURNITURE,AIR,5,0.04,13,Brand#41,6,SM BOX,28,652,36373.59
F,F,DELIVER IN PERSON,1,Manufacturer#2,5-LOW,3,FURNITURE,RAIL,4,0.04,1,Brand#24,23,WRAP CAN,15,653,42431.4618
F,F,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,3,FURNITURE,MAIL,3,0.03,11,Brand#45,23,MED DRUM,21,653,989.0892
F,F,DELIVER IN PERSON,3,Manufacturer#3,5-LOW,3,FURNITURE,REG AIR,1,0,6,Brand#32,23,MED PKG,1,653,23320.2162
F,F,TAKE BACK RETURN,4,Manufacturer#2,5-LOW,3,FURNITURE,AIR,2,0.03,13,Brand#24,23,MED DRUM,1,653,14384.547
F,F,TAKE BACK RETURN,1,Manufacturer#4,5-LOW,3,FURNITURE,RAIL,5,0.02,17,Brand#41,23,SM JAR,48,653,77179.8258
F,F,NONE,2,Manufacturer#3,5-LOW,3,FURNITURE,AIR,6,0.02,21,Brand#34,23,LG BOX,5,653,49512.19
F,F,COLLECT COD,0,Manufacturer#2,5-LOW,0,BUILDING,TRUCK,6,0,16,Brand#23,16,JUMBO PKG,27,272,5403.5632
F,F,DELIVER IN PERSON,1,Manufacturer#2,5-LOW,0,BUILDING,AIR,1,0,1,Brand#24,16,LG DRUM,20,272,61465.472
F,F,COLLECT COD,0,Manufacturer#2,1-URGENT,3,AUTOMOBILE,TRUCK,2,0.07,0,Brand#21,7,JUMBO JAR,13,654,8346.429
F,F,NONE,2,Manufacturer#5,3-MEDIUM,2,BUILDING,TRUCK,1,0.07,12,Brand#55,12,MED CAN,46,52,41501.2221
F,F,COLLECT COD,0,Manufacturer#4,3-MEDIUM,2,BUILDING,TRUCK,6,0,14,Brand#43,12,LG CAN,43,52,24217.48
F,F,NONE,0,Manufacturer#3,3-MEDIUM,4,MACHINERY,SHIP,2,0.01,15,Brand#33,11,SM CAN,48,655,9860.2504
F,F,NONE,2,Manufacturer#3,3-MEDIUM,4,MACHINERY,MAIL,1,0.05,12,Brand#32,11,LG BOX,32,655,21615.62
F,F,COLLECT COD,4,Manufacturer#5,3-MEDIUM,4,MACHINERY,SHIP,3,0.03,13,Brand#55,11,MED DRUM,32,655,21062.0844
F,F,DELIVER IN PERSON,3,Manufacturer#3,5-LOW,2,BUILDING,MAIL,3,0.08,23,Brand#33,12,MED PACK,22,656,72020.36
F,F,NONE,3,Manufacturer#3,5-LOW,2,BUILDING,SHIP,5,0.08,7,Brand#35,12,JUMBO CASE,42,656,41391.882
F,F,NONE,1,Manufacturer#4,4-NOT SPECIFIED,2,AUTOMOBILE,RAIL,1,0.03,2,Brand#42,18,MED BOX,37,651,76176.525
F,F,TAKE BACK RETURN,4,Manufacturer#4,4-NOT SPECIFIED,2,AUTOMOBILE,MAIL,2,0.08,4,Brand#41,18,WRAP PACK,7,651,25579.8816
F,F,TAKE BACK RETURN,1,Manufacturer#5,4-NOT SPECIFIED,2,AUTOMOBILE,TRUCK,7,0.01,17,Brand#55,18,SM BOX,45,651,21792.2796
F,F,DELIVER IN PERSON,1,Manufacturer#4,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,6,0,3,Brand#41,11,WRAP CASE,24,657,1649.73
F,F,COLLECT COD,1,Manufacturer#1,4-NOT SPECIFIED,4,HOUSEHOLD,TRUCK,5,0.04,3,Brand#13,11,MED PKG,11,657,33658.254
F,F,DELIVER IN PERSON,2,Manufacturer#5,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,3,0.08,18,Brand#53,11,JUMBO BAG,10,657,2600.3358
F,F,TAKE BACK RETURN,2,Manufacturer#3,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,7,0.08,12,Brand#33,11,JUMBO DRUM,18,657,66336.19
F,F,TAKE BACK RETURN,0,Manufacturer#1,4-NOT SPECIFIED,4,HOUSEHOLD,FOB,2,0.03,0,Brand#14,11,LG PACK,1,657,15199.254
F,F,DELIVER IN PERSON,4,Manufacturer#2,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,4,0.07,13,Brand#24,11,WRAP DRUM,36,657,49874.643
F,F,NONE,0,Manufacturer#4,4-NOT SPECIFIED,1,MACHINERY,TRUCK,6,0.01,5,Brand#41,2,JUMBO CAN,20,658,72490.8548
F,F,COLLECT COD,3,Manufacturer#2,2-HIGH,4,MACHINERY,TRUCK,2,0,22,Brand#23,11,WRAP BAG,2,659,70736.575
F,F,COLLECT COD,3,Manufacturer#1,2-HIGH,1,HOUSEHOLD,TRUCK,4,0.07,23,Brand#13,3,LG CAN,18,660,45560.5508
F,F,NONE,4,Manufacturer#3,2-HIGH,1,HOUSEHOLD,FOB,5,0.02,11,Brand#32,3,LG CASE,30,660,31810.968
F,F,NONE,3,Manufacturer#1,2-HIGH,1,HOUSEHOLD,REG AIR,1,0.06,7,Brand#14,3,LG BOX,18,660,44759.6604
F,F,NONE,2,Manufacturer#1,5-LOW,4,AUTOMOBILE,REG AIR,2,0,18,Brand#12,4,SM DRUM,36,661,43664.184
F,F,COLLECT COD,0,Manufacturer#1,2-HIGH,3,BUILDING,MAIL,1,0.05,0,Brand#12,7,WRAP CASE,35,598,27081.8912
F,F,DELIVER IN PERSON,4,Manufacturer#1,4-NOT SPECIFIED,1,MACHINERY,TRUCK,2,0.07,10,Brand#14,2,SM CASE,7,658,71703.67
F,F,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,1,MACHINERY,RAIL,7,0.03,18,Brand#14,2,WRAP CASE,39,658,81582.1776
F,F,DELIVER IN PERSON,3,Manufacturer#1,4-NOT SPECIFIED,1,MACHINERY,SHIP,3,0.03,19,Brand#14,2,JUMBO JAR,17,658,30626.328
F,F,NONE,3,Manufacturer#4,5-LOW,1,BUILDING,TRUCK,4,0.04,23,Brand#45,24,WRAP DRUM,20,662,17595.8325
F,F,COLLECT COD,4,Manufacturer#4,5-LOW,1,BUILDING,SHIP,3,0.07,4,Brand#45,24,LG BOX,31,662,32199.8985
F,F,NONE,2,Manufacturer#3,3-MEDIUM,2,BUILDING,MAIL,5,0,12,Brand#35,9,LG PKG,4,663,55365.12
F,F,DELIVER IN PERSON,1,Manufacturer#4,1-URGENT,1,FURNITURE,RAIL,2,0.06,2,Brand#43,3,LG PKG,48,664,54743.598
F,F,NONE,2,Manufacturer#4,1-URGENT,1,FURNITURE,SHIP,4,0.07,12,Brand#45,3,WRAP BAG,34,664,52817.8256
F,F,DELIVER IN PERSON,4,Manufacturer#3,1-URGENT,1,FURNITURE,RAIL,1,0.05,20,Brand#34,3,MED BAG,5,664,67796.38
F,F,DELIVER IN PERSON,2,Manufacturer#3,1-URGENT,1,BUILDING,SHIP,1,0,12,Brand#35,1,MED DRUM,19,665,46533.3792
F,F,COLLECT COD,0,Manufacturer#2,3-MEDIUM,2,BUILDING,MAIL,2,0.03,15,Brand#21,9,WRAP JAR,43,663,8220.8511
F,F,COLLECT COD,0,Manufacturer#1,3-MEDIUM,2,BUILDING,REG AIR,1,0.05,15,Brand#12,9,WRAP CASE,20,663,11708.864
F,F,NONE,1,Manufacturer#2,3-MEDIUM,2,BUILDING,TRUCK,4,0.07,17,Brand#24,9,SM CASE,19,663,25073.8686
F,F,TAKE BACK RETURN,3,Manufacturer#1,3-MEDIUM,2,BUILDING,MAIL,3,0.03,7,Brand#14,9,WRAP CAN,41,663,25495.3286
F,F,DELIVER IN PERSON,4,Manufacturer#3,5-LOW,4,AUTOMOBILE,TRUCK,5,0.06,10,Brand#31,20,LG BAG,42,666,13493.025
F,F,TAKE BACK RETURN,0,Manufacturer#3,4-NOT SPECIFIED,2,MACHINERY,TRUCK,1,0.02,14,Brand#31,12,SM PKG,29,667,27877.0337
F,F,TAKE BACK RETURN,4,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,SHIP,2,0.07,10,Brand#41,12,LG BOX,19,667,25519.9444
F,F,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,3,MACHINERY,MAIL,5,0.02,6,Brand#13,6,MED PACK,42,668,24322.0032
F,F,TAKE BACK RETURN,2,Manufacturer#3,1-URGENT,3,MACHINERY,TRUCK,3,0.08,12,Brand#31,6,JUMBO CASE,6,668,15559.29
F,F,TAKE BACK RETURN,0,Manufacturer#3,5-LOW,4,AUTOMOBILE,REG AIR,6,0.02,14,Brand#32,20,JUMBO JAR,11,666,30023.464
F,F,DELIVER IN PERSON,1,Manufacturer#5,5-LOW,4,AUTOMOBILE,FOB,3,0.02,1,Brand#53,20,LG BOX,10,666,32879.8404
F,F,TAKE BACK RETURN,4,Manufacturer#1,5-LOW,0,FURNITURE,MAIL,5,0.05,11,Brand#14,16,WRAP BOX,40,669,48934.88
F,F,NONE,2,Manufacturer#4,5-LOW,0,FURNITURE,AIR,2,0,9,Brand#44,16,JUMBO JAR,44,669,65003.85
F,F,NONE,1,Manufacturer#1,5-LOW,0,FURNITURE,MAIL,1,0.08,1,Brand#15,16,SM DRUM,8,669,49879.522
F,F,TAKE BACK RETURN,2,Manufacturer#1,5-LOW,0,FURNITURE,AIR,4,0,21,Brand#15,16,WRAP JAR,44,669,29979.359
F,F,COLLECT COD,4,Manufacturer#5,3-MEDIUM,3,MACHINERY,AIR,4,0.01,10,Brand#55,22,LG CAN,3,359,12339.7632
F,F,COLLECT COD,4,Manufacturer#4,3-MEDIUM,3,MACHINERY,SHIP,3,0.08,4,Brand#42,22,WRAP CASE,23,359,50077.9412
F,F,COLLECT COD,0,Manufacturer#3,3-MEDIUM,3,MACHINERY,SHIP,2,0,15,Brand#32,22,JUMBO PKG,47,359,28500.4992
F,F,DELIVER IN PERSON,4,Manufacturer#1,2-HIGH,2,FURNITURE,SHIP,1,0.06,10,Brand#12,21,LG JAR,1,670,8175.9636
F,F,COLLECT COD,4,Manufacturer#5,4-NOT SPECIFIED,1,FURNITURE,SHIP,4,0.02,13,Brand#54,24,SM BAG,43,671,30484.1724
F,F,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,3,AUTOMOBILE,MAIL,2,0.08,15,Brand#52,22,SM DRUM,36,672,51405.7635
F,F,COLLECT COD,3,Manufacturer#1,1-URGENT,3,AUTOMOBILE,FOB,1,0,19,Brand#15,22,LG PKG,47,672,32946.54
F,F,TAKE BACK RETURN,0,Manufacturer#2,3-MEDIUM,1,HOUSEHOLD,FOB,1,0.08,14,Brand#23,24,MED CAN,46,673,68722.0352
F,F,NONE,3,Manufacturer#5,1-URGENT,3,HOUSEHOLD,FOB,2,0.07,7,Brand#53,22,MED JAR,17,674,71296.9713
F,F,TAKE BACK RETURN,4,Manufacturer#4,1-URGENT,3,HOUSEHOLD,FOB,1,0.05,20,Brand#44,22,MED CASE,40,674,51852.24
F,F,DELIVER IN PERSON,3,Manufacturer#3,4-NOT SPECIFIED,4,BUILDING,MAIL,4,0.08,22,Brand#33,10,JUMBO PKG,7,675,6059.955
F,F,TAKE BACK RETURN,0,Manufacturer#2,4-NOT SPECIFIED,4,BUILDING,FOB,2,0.04,0,Brand#24,10,SM BAG,18,675,1550.0464
F,F,COLLECT COD,2,Manufacturer#5,3-MEDIUM,1,HOUSEHOLD,RAIL,2,0.04,21,Brand#51,24,WRAP JAR,34,673,9937.4366
F,F,TAKE BACK RETURN,0,Manufacturer#4,5-LOW,3,BUILDING,FOB,2,0.08,5,Brand#42,19,MED DRUM,45,7,45899.4432
F,F,TAKE BACK RETURN,2,Manufacturer#1,5-LOW,3,FURNITURE,TRUCK,4,0.01,12,Brand#13,19,JUMBO BOX,17,676,28098.4704
F,F,TAKE BACK RETURN,1,Manufacturer#3,5-LOW,3,FURNITURE,SHIP,1,0.07,24,Brand#33,19,WRAP BOX,25,676,1018.5425
F,F,DELIVER IN PERSON,3,Manufacturer#5,5-LOW,3,FURNITURE,AIR,2,0.05,23,Brand#55,19,SM BOX,44,676,14138.8128
F,F,COLLECT COD,4,Manufacturer#1,3-MEDIUM,0,BUILDING,RAIL,5,0.04,13,Brand#11,14,LG CASE,9,677,25164.126
F,F,TAKE BACK RETURN,4,Manufacturer#2,1-URGENT,2,AUTOMOBILE,MAIL,1,0.06,11,Brand#24,21,LG CAN,2,678,64193.4
F,F,COLLECT COD,1,Manufacturer#5,1-URGENT,2,AUTOMOBILE,RAIL,3,0.08,17,Brand#52,21,LG CASE,47,678,18483.84
F,F,NONE,2,Manufacturer#3,5-LOW,2,FURNITURE,FOB,1,0.06,9,Brand#33,9,LG CAN,22,679,91199.52
F,F,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,2,MACHINERY,REG AIR,4,0.03,18,Brand#44,18,JUMBO JAR,43,680,60898.565
F,F,NONE,4,Manufacturer#2,1-URGENT,2,MACHINERY,MAIL,1,0.07,11,Brand#23,18,MED DRUM,11,680,15726.9789
F,F,TAKE BACK RETURN,3,Manufacturer#3,2-HIGH,0,MACHINERY,MAIL,2,0.01,22,Brand#32,5,MED DRUM,10,681,26496.288
F,F,NONE,3,Manufacturer#3,2-HIGH,0,MACHINERY,FOB,5,0.06,19,Brand#32,5,SM PKG,13,681,9266.976
F,F,TAKE BACK RETURN,3,Manufacturer#3,2-HIGH,0,MACHINERY,AIR,4,0.02,22,Brand#33,5,LG PKG,38,681,49670.91
F,F,DELIVER IN PERSON,3,Manufacturer#2,4-NOT SPECIFIED,3,AUTOMOBILE,AIR,1,0,22,Brand#25,6,JUMBO BOX,23,682,51626.7752
F,F,COLLECT COD,2,Manufacturer#3,3-MEDIUM,3,MACHINERY,FOB,2,0.04,12,Brand#33,6,WRAP JAR,45,683,39878.0928
F,F,NONE,3,Manufacturer#2,4-NOT SPECIFIED,3,FURNITURE,AIR,5,0.06,7,Brand#21,23,JUMBO PACK,38,684,9371.2752
F,F,TAKE BACK RETURN,0,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,RAIL,3,0.06,0,Brand#43,9,SM CASE,23,685,1242.414
F,F,NONE,2,Manufacturer#2,4-NOT SPECIFIED,2,MACHINERY,AIR,5,0.06,8,Brand#22,9,WRAP BOX,50,685,54102.7872
F,F,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,2,HOUSEHOLD,SHIP,2,0.07,8,Brand#54,18,WRAP BAG,9,686,9506.88
F,F,DELIVER IN PERSON,1,Manufacturer#2,1-URGENT,2,HOUSEHOLD,REG AIR,1,0.04,17,Brand#21,18,LG CAN,21,686,57591.072
F,F,COLLECT COD,0,Manufacturer#4,2-HIGH,1,HOUSEHOLD,TRUCK,1,0.06,15,Brand#42,1,LG PKG,25,687,6784.182
F,F,NONE,1,Manufacturer#4,4-NOT SPECIFIED,3,BUILDING,SHIP,5,0.04,1,Brand#45,7,JUMBO BOX,20,688,18299.952
F,F,DELIVER IN PERSON,2,Manufacturer#4,2-HIGH,2,AUTOMOBILE,REG AIR,1,0,18,Brand#45,21,SM BOX,39,689,2488.68
F,F,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,2,AUTOMOBILE,MAIL,2,0.02,15,Brand#44,21,MED CASE,43,689,73083.2256
F,F,TAKE BACK RETURN,1,Manufacturer#5,3-MEDIUM,1,MACHINERY,AIR,2,0.03,1,Brand#53,3,WRAP PACK,45,690,14174.1347
F,F,COLLECT COD,1,Manufacturer#2,4-NOT SPECIFIED,2,MACHINERY,MAIL,1,0.05,2,Brand#24,9,JUMBO PKG,13,691,73759.2674
F,F,DELIVER IN PERSON,3,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,MAIL,2,0.04,19,Brand#44,9,LG CAN,20,691,6097.7988
F,F,DELIVER IN PERSON,0,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,FOB,3,0.07,15,Brand#13,9,MED BOX,46,691,32467.5
F,F,DELIVER IN PERSON,4,Manufacturer#3,3-MEDIUM,1,MACHINERY,REG AIR,3,0.05,13,Brand#34,3,MED DRUM,41,690,45466.2571
F,F,DELIVER IN PERSON,1,Manufacturer#1,3-MEDIUM,1,MACHINERY,AIR,1,0.07,2,Brand#14,3,MED JAR,29,690,31928.9832
F,F,DELIVER IN PERSON,0,Manufacturer#1,5-LOW,4,HOUSEHOLD,SHIP,2,0.02,14,Brand#15,10,LG JAR,23,692,41084.1408
F,F,NONE,1,Manufacturer#4,2-HIGH,2,AUTOMOBILE,RAIL,2,0.04,3,Brand#42,8,WRAP CAN,5,693,1693.7672
F,F,TAKE BACK RETURN,1,Manufacturer#1,5-LOW,3,HOUSEHOLD,TRUCK,2,0.02,3,Brand#11,6,SM DRUM,6,694,3540.6126
F,F,NONE,2,Manufacturer#1,5-LOW,3,HOUSEHOLD,FOB,1,0.03,12,Brand#13,6,SM PKG,3,694,28245.78
F,F,TAKE BACK RETURN,4,Manufacturer#5,2-HIGH,0,FURNITURE,REG AIR,2,0.06,4,Brand#51,15,JUMBO BOX,50,695,1030.1172
F,F,NONE,0,Manufacturer#2,2-HIGH,0,FURNITURE,FOB,1,0.04,16,Brand#23,15,JUMBO BAG,49,695,24822.72
F,F,TAKE BACK RETURN,2,Manufacturer#1,2-HIGH,2,AUTOMOBILE,FOB,4,0.05,8,Brand#14,8,WRAP PACK,50,693,40326.4316
F,F,NONE,0,Manufacturer#1,2-HIGH,2,AUTOMOBILE,RAIL,1,0.02,0,Brand#13,8,WRAP CAN,18,693,48957.8496
F,F,COLLECT COD,4,Manufacturer#1,4-NOT SPECIFIED,1,AUTOMOBILE,FOB,1,0.06,10,Brand#12,17,JUMBO BOX,2,696,18643.8798
F,F,COLLECT COD,1,Manufacturer#1,4-NOT SPECIFIED,4,AUTOMOBILE,TRUCK,2,0.02,1,Brand#11,10,JUMBO PKG,9,697,42098.9184
F,F,DELIVER IN PERSON,3,Manufacturer#2,4-NOT SPECIFIED,4,AUTOMOBILE,FOB,3,0.01,7,Brand#23,10,SM BOX,46,697,67463.52
F,F,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,4,AUTOMOBILE,SHIP,1,0.08,18,Brand#11,10,LG PKG,39,697,54419.904
F,F,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,4,AUTOMOBILE,REG AIR,4,0.05,4,Brand#22,10,SM BOX,19,697,50969.646
F,F,DELIVER IN PERSON,1,Manufacturer#4,4-NOT SPECIFIED,4,BUILDING,SHIP,4,0.01,24,Brand#43,13,WRAP JAR,3,698,54903.8336
F,F,NONE,1,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,MAIL,2,0.06,3,Brand#15,13,SM PACK,39,698,70101.504
F,F,DELIVER IN PERSON,4,Manufacturer#5,4-NOT SPECIFIED,3,MACHINERY,TRUCK,1,0.05,13,Brand#52,6,SM PACK,34,699,24339.9024
F,F,DELIVER IN PERSON,2,Manufacturer#2,2-HIGH,0,HOUSEHOLD,RAIL,3,0.08,12,Brand#25,5,JUMBO BOX,41,700,5979.5712
F,F,TAKE BACK RETURN,1,Manufacturer#3,2-HIGH,0,HOUSEHOLD,RAIL,4,0.08,2,Brand#31,5,SM PACK,49,700,22691.13
F,F,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,1,AUTOMOBILE,FOB,3,0.06,15,Brand#42,1,WRAP BAG,17,701,24305.2845
F,F,TAKE BACK RETURN,1,Manufacturer#3,2-HIGH,2,BUILDING,AIR,1,0,17,Brand#31,8,WRAP BOX,36,702,26745.78
F,F,COLLECT COD,1,Manufacturer#4,4-NOT SPECIFIED,1,AUTOMOBILE,RAIL,2,0.02,3,Brand#41,17,SM PACK,19,696,59891.7964
F,F,DELIVER IN PERSON,2,Manufacturer#3,5-LOW,3,BUILDING,MAIL,6,0,8,Brand#32,23,SM BOX,39,703,8535.564
F,F,COLLECT COD,0,Manufacturer#1,5-LOW,3,BUILDING,MAIL,3,0.03,15,Brand#13,23,WRAP CASE,45,703,43081.6518
F,F,COLLECT COD,2,Manufacturer#1,5-LOW,3,BUILDING,REG AIR,7,0.01,12,Brand#14,23,MED CAN,41,703,67044.654
F,F,DELIVER IN PERSON,3,Manufacturer#3,5-LOW,3,BUILDING,REG AIR,4,0,23,Brand#32,23,LG PKG,11,703,56696.304
F,F,COLLECT COD,3,Manufacturer#2,4-NOT SPECIFIED,3,BUILDING,RAIL,2,0.01,23,Brand#21,22,WRAP BOX,27,704,16077.3404
F,F,DELIVER IN PERSON,0,Manufacturer#2,2-HIGH,0,FURNITURE,AIR,1,0.01,15,Brand#21,5,JUMBO CAN,23,705,24783.696
F,F,COLLECT COD,4,Manufacturer#4,1-URGENT,2,AUTOMOBILE,RAIL,4,0.02,11,Brand#45,9,WRAP CASE,6,706,5268.4236
F,F,NONE,3,Manufacturer#1,2-HIGH,3,HOUSEHOLD,TRUCK,1,0.05,23,Brand#13,23,WRAP JAR,20,707,68926.357
F,F,DELIVER IN PERSON,3,Manufacturer#3,2-HIGH,3,HOUSEHOLD,RAIL,3,0.06,7,Brand#33,23,JUMBO PKG,4,707,50508.92
F,F,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,3,HOUSEHOLD,RAIL,6,0.02,2,Brand#55,23,JUMBO CAN,11,707,75518.72
F,F,DELIVER IN PERSON,4,Manufacturer#4,2-HIGH,1,FURNITURE,REG AIR,5,0.05,11,Brand#41,1,LG PKG,25,708,58900.608
F,F,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,1,FURNITURE,AIR,3,0.08,18,Brand#33,1,MED CAN,8,708,63761.544
F,F,NONE,1,Manufacturer#2,2-HIGH,1,FURNITURE,AIR,4,0.01,17,Brand#24,1,MED CASE,30,708,47511.7734
F,F,DELIVER IN PERSON,2,Manufacturer#2,2-HIGH,2,BUILDING,REG AIR,7,0.08,12,Brand#23,9,MED PACK,22,709,28037.52
F,F,NONE,1,Manufacturer#1,2-HIGH,2,BUILDING,FOB,6,0.07,1,Brand#15,9,SM CASE,2,709,17561.3648
F,F,TAKE BACK RETURN,2,Manufacturer#1,2-HIGH,2,BUILDING,SHIP,5,0.02,8,Brand#12,9,WRAP PKG,49,709,26088.9104
F,F,COLLECT COD,3,Manufacturer#2,2-HIGH,2,BUILDING,TRUCK,1,0.05,19,Brand#23,9,MED CAN,24,709,22314.7372
F,F,TAKE BACK RETURN,3,Manufacturer#2,2-HIGH,2,BUILDING,TRUCK,4,0.07,6,Brand#25,9,SM CAN,22,709,81915.75
F,F,DELIVER IN PERSON,4,Manufacturer#5,2-HIGH,2,BUILDING,REG AIR,2,0.01,10,Brand#54,9,WRAP PACK,47,709,63016.844
F,F,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,2,BUILDING,MAIL,3,0.06,16,Brand#35,9,JUMBO CAN,25,710,31857.48
F,F,DELIVER IN PERSON,3,Manufacturer#5,1-URGENT,2,FURNITURE,MAIL,3,0.05,22,Brand#52,9,JUMBO JAR,9,711,51157.5552
F,F,DELIVER IN PERSON,4,Manufacturer#3,1-URGENT,2,FURNITURE,SHIP,2,0.01,10,Brand#35,9,MED BOX,22,711,44144.8384
F,F,DELIVER IN PERSON,3,Manufacturer#2,1-URGENT,2,FURNITURE,TRUCK,5,0.07,23,Brand#24,9,LG CASE,19,711,55493.9385
F,F,TAKE BACK RETURN,0,Manufacturer#1,4-NOT SPECIFIED,3,FURNITURE,FOB,6,0.01,5,Brand#15,19,LG CAN,46,321,57668.149
F,F,TAKE BACK RETURN,3,Manufacturer#1,4-NOT SPECIFIED,3,FURNITURE,RAIL,2,0.05,22,Brand#12,19,JUMBO PKG,48,321,21768.8415
F,F,NONE,3,Manufacturer#3,4-NOT SPECIFIED,3,FURNITURE,MAIL,4,0.04,22,Brand#33,19,JUMBO BOX,34,321,36005.88
F,F,DELIVER IN PERSON,1,Manufacturer#2,4-NOT SPECIFIED,3,FURNITURE,REG AIR,3,0.05,2,Brand#22,19,JUMBO BOX,19,321,43059.2409
F,F,COLLECT COD,0,Manufacturer#5,5-LOW,2,BUILDING,FOB,1,0.02,15,Brand#55,8,MED PACK,19,712,56036.4
F,F,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,2,BUILDING,FOB,6,0.02,22,Brand#35,9,SM BOX,36,710,4293.225
F,F,DELIVER IN PERSON,3,Manufacturer#2,3-MEDIUM,2,BUILDING,REG AIR,5,0.02,19,Brand#25,9,SM JAR,18,710,53764.3768
F,F,NONE,2,Manufacturer#2,4-NOT SPECIFIED,1,HOUSEHOLD,MAIL,6,0.02,21,Brand#22,2,MED BAG,29,713,38529.582
