o_orderstatus,sn_regionkey,p_mfgr,o_orderpriority,o_orderdate,l_shipinstruct,l_commitdate,cn_regionkey,l_shipdate,c_mktsegment,l_receiptdate,l_shipmode,p_retailprice,l_linenumber,l_tax,groupcol,aggcol
O,1,Manufacturer#4,1-URGENT,1996-12-09,TAKE BACK RETURN,1997-01-17,3,1997-02-23,BUILDING,1997-02-28,FOB,1278.37,2,0.07,0,39
O,2,Manufacturer#3,2-HIGH,1998-06-20,DELIVER IN PERSON,1998-07-30,1,1998-08-11,HOUSEHOLD,1998-08-17,AIR,1685.78,1,0.05,0,3
O,3,Manufacturer#1,4-NOT SPECIFIED,1995-05-26,DELIVER IN PERSON,1995-07-09,3,1995-08-17,FURNITURE,1995-09-07,SHIP,1470.56,1,0,0,36
F,3,Manufacturer#4,5-LOW,1993-11-11,TAKE BACK RETURN,1994-01-14,0,1993-11-30,BUILDING,1993-12-05,SHIP,1620.72,2,0.05,2,6
F,1,Manufacturer#2,5-LOW,1993-11-11,COLLECT COD,1994-01-28,0,1993-12-30,BUILDING,1994-01-02,AIR,1816.91,1,0.05,2,2
F,0,Manufacturer#3,5-LOW,1993-11-11,NONE,1994-01-19,0,1994-01-07,BUILDING,1994-01-23,AIR,1673.77,3,0.02,1,30
F,2,Manufacturer#3,5-LOW,1993-11-11,COLLECT COD,1993-12-21,0,1994-02-22,BUILDING,1994-03-10,MAIL,1872.97,5,0.02,1,44
F,2,Manufacturer#1,5-LOW,1993-11-11,DELIVER IN PERSON,1993-12-28,0,1994-02-20,BUILDING,1994-02-25,SHIP,1549.64,4,0.01,1,22
O,3,Manufacturer#4,3-MEDIUM,1995-10-16,NONE,1995-11-29,2,1996-02-13,HOUSEHOLD,1996-03-03,AIR,1211.31,1,0.06,0,8
O,4,Manufacturer#1,3-MEDIUM,1995-10-16,COLLECT COD,1995-12-27,2,1995-11-30,HOUSEHOLD,1995-12-19,SHIP,1556.65,2,0.04,0,46
F,2,Manufacturer#4,3-MEDIUM,1992-01-04,TAKE BACK RETURN,1992-03-30,4,1992-02-13,FURNITURE,1992-02-25,REG AIR,1699.79,1,0.07,1,28
F,2,Manufacturer#3,3-MEDIUM,1992-01-04,DELIVER IN PERSON,1992-03-06,4,1992-02-18,FURNITURE,1992-03-07,RAIL,1048.14,4,0.01,2,49
F,0,Manufacturer#5,3-MEDIUM,1992-01-04,COLLECT COD,1992-03-13,4,1992-02-19,FURNITURE,1992-03-14,AIR,1162.26,2,0.06,1,35
F,0,Manufacturer#5,3-MEDIUM,1992-01-04,NONE,1992-02-24,4,1992-03-19,FURNITURE,1992-04-12,TRUCK,1880.97,5,0.06,2,5
F,2,Manufacturer#5,3-MEDIUM,1992-01-04,NONE,1992-02-13,4,1992-01-28,FURNITURE,1992-02-22,FOB,1454.55,3,0.01,1,17
O,3,Manufacturer#4,4-NOT SPECIFIED,1997-03-30,COLLECT COD,1997-05-29,2,1997-05-30,MACHINERY,1997-06-27,TRUCK,1085.18,2,0.06,0,10
O,1,Manufacturer#2,4-NOT SPECIFIED,1997-03-30,DELIVER IN PERSON,1997-06-02,2,1997-07-05,MACHINERY,1997-07-19,FOB,1587.68,3,0.02,0,9
O,0,Manufacturer#3,4-NOT SPECIFIED,1997-03-30,COLLECT COD,1997-05-13,2,1997-04-17,MACHINERY,1997-04-18,MAIL,1445.54,4,0.03,0,24
O,3,Manufacturer#1,4-NOT SPECIFIED,1997-03-30,TAKE BACK RETURN,1997-05-06,2,1997-05-18,MACHINERY,1997-06-10,SHIP,1490.58,5,0.03,0,12
O,0,Manufacturer#3,4-NOT SPECIFIED,1997-03-30,NONE,1997-05-29,2,1997-06-29,MACHINERY,1997-07-27,SHIP,1375.47,1,0.01,0,40
F,0,Manufacturer#3,2-HIGH,1992-05-28,TAKE BACK RETURN,1992-08-12,4,1992-08-06,MACHINERY,1992-08-07,RAIL,1657.75,1,0.04,1,28
F,2,Manufacturer#5,2-HIGH,1992-05-28,COLLECT COD,1992-08-20,4,1992-08-22,MACHINERY,1992-09-11,REG AIR,1463.56,2,0.02,1,40
F,4,Manufacturer#1,4-NOT SPECIFIED,1993-03-01,TAKE BACK RETURN,1993-04-18,1,1993-05-16,HOUSEHOLD,1993-05-26,AIR,1694.79,3,0.01,2,29
F,0,Manufacturer#1,4-NOT SPECIFIED,1993-03-01,NONE,1993-05-01,1,1993-05-17,HOUSEHOLD,1993-05-26,AIR,1814.91,2,0.07,1,9
F,1,Manufacturer#4,4-NOT SPECIFIED,1993-03-01,DELIVER IN PERSON,1993-04-03,1,1993-04-12,HOUSEHOLD,1993-05-01,REG AIR,1423.52,1,0.07,1,36
F,3,Manufacturer#3,1-URGENT,1992-02-10,DELIVER IN PERSON,1992-04-02,0,1992-06-10,BUILDING,1992-06-27,FOB,1685.78,5,0.03,2,39
F,1,Manufacturer#1,1-URGENT,1992-02-10,COLLECT COD,1992-04-11,0,1992-05-25,BUILDING,1992-05-28,REG AIR,1570.67,4,0.05,2,34
F,4,Manufacturer#5,1-URGENT,1992-02-10,DELIVER IN PERSON,1992-04-03,0,1992-02-26,BUILDING,1992-02-28,SHIP,1726.82,3,0.04,1,10
F,2,Manufacturer#5,1-URGENT,1992-02-10,DELIVER IN PERSON,1992-04-26,0,1992-04-08,BUILDING,1992-05-04,RAIL,1725.82,2,0.05,1,39
F,4,Manufacturer#3,1-URGENT,1992-02-10,NONE,1992-03-21,0,1992-05-05,BUILDING,1992-05-29,AIR,1235.33,7,0.08,1,40
F,0,Manufacturer#1,1-URGENT,1992-02-10,NONE,1992-03-15,0,1992-05-13,BUILDING,1992-05-24,REG AIR,1075.17,6,0.04,2,5
F,2,Manufacturer#3,1-URGENT,1992-02-10,COLLECT COD,1992-04-14,0,1992-05-15,BUILDING,1992-05-27,RAIL,1222.32,1,0.05,2,41
O,1,Manufacturer#2,5-LOW,1996-07-10,NONE,1996-08-31,1,1996-09-07,FURNITURE,1996-09-11,AIR,1613.71,1,0.05,0,47
O,0,Manufacturer#1,2-HIGH,1998-03-06,COLLECT COD,1998-04-06,0,1998-04-05,FURNITURE,1998-05-04,FOB,907,4,0.06,0,50
O,0,Manufacturer#4,2-HIGH,1998-03-06,NONE,1998-04-17,0,1998-04-16,FURNITURE,1998-05-12,TRUCK,1787.88,2,0.01,0,8
O,1,Manufacturer#1,2-HIGH,1998-03-06,DELIVER IN PERSON,1998-04-28,0,1998-04-13,FURNITURE,1998-04-28,FOB,1183.28,1,0.06,0,35
O,4,Manufacturer#4,2-HIGH,1998-03-06,COLLECT COD,1998-04-20,0,1998-06-14,FURNITURE,1998-06-27,REG AIR,1256.35,5,0,0,25
O,0,Manufacturer#3,2-HIGH,1998-03-06,TAKE BACK RETURN,1998-04-20,0,1998-06-06,FURNITURE,1998-06-25,RAIL,1585.68,3,0.01,0,32
F,0,Manufacturer#2,5-LOW,1993-08-18,DELIVER IN PERSON,1993-11-07,4,1993-10-30,AUTOMOBILE,1993-10-31,FOB,1756.85,1,0.01,1,10
F,4,Manufacturer#2,5-LOW,1993-08-18,TAKE BACK RETURN,1993-10-31,4,1993-09-26,AUTOMOBILE,1993-10-26,RAIL,1574.67,4,0.03,2,48
F,1,Manufacturer#2,5-LOW,1993-08-18,TAKE BACK RETURN,1993-10-12,4,1993-12-10,AUTOMOBILE,1994-01-03,FOB,1358.45,6,0.08,2,18
F,0,Manufacturer#5,5-LOW,1993-08-18,COLLECT COD,1993-09-29,4,1993-12-03,AUTOMOBILE,1993-12-19,TRUCK,1097.19,2,0.05,2,45
F,0,Manufacturer#5,5-LOW,1993-08-18,COLLECT COD,1993-10-08,4,1993-11-25,AUTOMOBILE,1993-12-25,SHIP,1880.97,5,0.04,1,16
F,2,Manufacturer#3,5-LOW,1993-08-18,DELIVER IN PERSON,1993-09-30,4,1993-10-28,AUTOMOBILE,1993-11-19,RAIL,1559.65,3,0.05,2,29
F,2,Manufacturer#3,5-LOW,1993-08-18,NONE,1993-10-31,4,1993-09-13,AUTOMOBILE,1993-09-23,REG AIR,1534.63,7,0.03,2,3
O,4,Manufacturer#5,2-HIGH,1995-07-05,TAKE BACK RETURN,1995-09-23,3,1995-09-26,BUILDING,1995-10-26,TRUCK,1888.98,1,0.08,0,15
O,0,Manufacturer#5,2-HIGH,1995-07-05,TAKE BACK RETURN,1995-09-21,3,1995-08-19,BUILDING,1995-09-02,RAIL,1849.94,2,0.07,0,8
O,1,Manufacturer#1,5-LOW,1997-04-12,NONE,1997-05-22,4,1997-08-05,BUILDING,1997-08-19,RAIL,1856.95,3,0.05,0,1
O,2,Manufacturer#2,5-LOW,1997-04-12,NONE,1997-05-24,4,1997-06-15,BUILDING,1997-07-04,MAIL,1653.75,1,0.02,0,2
O,0,Manufacturer#5,5-LOW,1997-04-12,DELIVER IN PERSON,1997-05-22,4,1997-07-28,BUILDING,1997-08-04,REG AIR,961.06,2,0.07,0,35
F,4,Manufacturer#1,3-MEDIUM,1994-03-16,DELIVER IN PERSON,1994-05-29,0,1994-06-13,AUTOMOBILE,1994-06-17,FOB,1692.79,3,0.03,2,9
F,2,Manufacturer#5,3-MEDIUM,1994-03-16,DELIVER IN PERSON,1994-05-30,0,1994-04-04,AUTOMOBILE,1994-04-18,REG AIR,1104.2,2,0.05,2,1
F,1,Manufacturer#1,3-MEDIUM,1994-03-16,DELIVER IN PERSON,1994-04-17,0,1994-05-20,AUTOMOBILE,1994-06-16,MAIL,1555.65,1,0.02,2,28
O,3,Manufacturer#2,5-LOW,1997-10-30,COLLECT COD,1997-12-06,1,1998-01-14,BUILDING,1998-01-28,SHIP,1606.7,1,0.05,0,33
O,2,Manufacturer#3,5-LOW,1997-10-30,TAKE BACK RETURN,1998-01-16,1,1998-01-26,BUILDING,1998-02-18,TRUCK,963.06,5,0.04,0,35
O,1,Manufacturer#2,5-LOW,1997-10-30,NONE,1997-12-16,1,1998-02-14,BUILDING,1998-03-14,MAIL,1505.6,4,0.08,0,35
O,3,Manufacturer#2,5-LOW,1997-10-30,NONE,1997-12-10,1,1998-01-16,BUILDING,1998-01-24,AIR,1770.86,2,0.05,0,18
O,0,Manufacturer#5,5-LOW,1997-10-30,COLLECT COD,1997-12-22,1,1997-11-15,BUILDING,1997-12-04,FOB,1849.94,3,0.04,0,9
O,3,Manufacturer#4,2-HIGH,1996-04-15,NONE,1996-06-12,1,1996-07-26,FURNITURE,1996-08-25,TRUCK,1211.31,2,0.06,0,47
O,0,Manufacturer#3,2-HIGH,1996-04-15,NONE,1996-05-31,1,1996-07-08,FURNITURE,1996-07-15,SHIP,1228.32,3,0.06,0,41
O,3,Manufacturer#4,2-HIGH,1996-04-15,COLLECT COD,1996-05-26,1,1996-05-01,FURNITURE,1996-05-04,REG AIR,1525.62,5,0.07,0,27
O,0,Manufacturer#3,2-HIGH,1996-04-15,DELIVER IN PERSON,1996-05-29,1,1996-04-27,FURNITURE,1996-05-15,AIR,1126.22,4,0.08,0,49
O,0,Manufacturer#4,2-HIGH,1996-04-15,COLLECT COD,1996-06-18,1,1996-06-23,FURNITURE,1996-07-07,FOB,930.03,1,0,0,43
O,2,Manufacturer#5,2-HIGH,1995-12-16,DELIVER IN PERSON,1996-01-18,3,1996-03-25,AUTOMOBILE,1996-04-13,MAIL,1642.74,4,0.03,0,19
O,1,Manufacturer#1,2-HIGH,1995-12-16,DELIVER IN PERSON,1996-03-05,3,1996-04-05,AUTOMOBILE,1996-04-30,SHIP,1321.42,6,0,0,46
O,3,Manufacturer#1,2-HIGH,1995-12-16,NONE,1996-03-14,3,1995-12-28,AUTOMOBILE,1996-01-24,SHIP,917.01,7,0.08,0,46
O,0,Manufacturer#4,2-HIGH,1995-12-16,DELIVER IN PERSON,1996-01-21,3,1996-02-16,AUTOMOBILE,1996-03-07,TRUCK,1472.57,3,0.04,0,35
O,0,Manufacturer#2,2-HIGH,1995-12-16,NONE,1996-03-03,3,1996-03-27,AUTOMOBILE,1996-04-13,AIR,1515.61,2,0.01,0,48
O,1,Manufacturer#1,2-HIGH,1995-12-16,COLLECT COD,1996-03-06,3,1996-01-15,AUTOMOBILE,1996-01-19,AIR,1616.71,1,0.01,0,45
O,4,Manufacturer#3,2-HIGH,1995-12-16,TAKE BACK RETURN,1996-02-24,3,1995-12-18,AUTOMOBILE,1995-12-31,SHIP,1096.19,5,0.05,0,15
O,0,Manufacturer#5,5-LOW,1996-06-30,COLLECT COD,1996-07-30,4,1996-07-20,HOUSEHOLD,1996-07-30,REG AIR,1589.68,3,0.03,0,45
O,2,Manufacturer#1,5-LOW,1996-06-30,COLLECT COD,1996-08-24,4,1996-08-01,HOUSEHOLD,1996-08-22,FOB,1580.68,5,0.04,0,40
O,2,Manufacturer#5,5-LOW,1996-06-30,COLLECT COD,1996-09-19,4,1996-09-21,HOUSEHOLD,1996-10-16,TRUCK,1782.88,4,0.04,0,44
O,4,Manufacturer#2,5-LOW,1996-06-30,COLLECT COD,1996-08-28,4,1996-08-19,HOUSEHOLD,1996-08-22,SHIP,1690.78,7,0.04,0,26
O,1,Manufacturer#3,5-LOW,1996-06-30,COLLECT COD,1996-08-13,4,1996-07-21,HOUSEHOLD,1996-08-04,FOB,1618.71,6,0.03,0,16
O,0,Manufacturer#3,5-LOW,1996-06-30,COLLECT COD,1996-09-08,4,1996-10-16,HOUSEHOLD,1996-11-11,TRUCK,1627.72,2,0.01,0,35
O,2,Manufacturer#4,5-LOW,1996-06-30,COLLECT COD,1996-09-08,4,1996-08-07,HOUSEHOLD,1996-08-22,REG AIR,1511.61,1,0,0,3
O,2,Manufacturer#2,2-HIGH,1997-07-05,TAKE BACK RETURN,1997-09-25,4,1997-09-27,MACHINERY,1997-10-26,TRUCK,1355.45,2,0.01,0,25
O,1,Manufacturer#2,2-HIGH,1997-07-05,TAKE BACK RETURN,1997-08-18,4,1997-10-26,MACHINERY,1997-11-17,AIR,1815.91,3,0.04,0,27
O,2,Manufacturer#2,2-HIGH,1997-07-05,DELIVER IN PERSON,1997-09-18,4,1997-07-30,MACHINERY,1997-08-20,MAIL,1685.78,4,0.01,0,42
O,1,Manufacturer#2,2-HIGH,1997-07-05,DELIVER IN PERSON,1997-08-24,4,1997-09-30,MACHINERY,1997-10-05,FOB,1263.36,1,0.01,0,18
O,2,Manufacturer#4,2-HIGH,1997-07-05,COLLECT COD,1997-08-31,4,1997-09-01,MACHINERY,1997-09-18,AIR,1059.15,5,0,0,22
F,2,Manufacturer#3,4-NOT SPECIFIED,1993-06-30,TAKE BACK RETURN,1993-09-10,4,1993-09-30,HOUSEHOLD,1993-10-20,TRUCK,1107.2,5,0.08,2,50
F,4,Manufacturer#5,4-NOT SPECIFIED,1993-06-30,TAKE BACK RETURN,1993-09-23,4,1993-08-12,HOUSEHOLD,1993-09-11,REG AIR,1052.15,6,0.06,2,32
F,1,Manufacturer#3,4-NOT SPECIFIED,1993-06-30,NONE,1993-09-21,4,1993-10-24,HOUSEHOLD,1993-11-08,MAIL,1720.81,4,0.03,1,7
F,3,Manufacturer#4,4-NOT SPECIFIED,1993-06-30,COLLECT COD,1993-08-04,4,1993-10-25,HOUSEHOLD,1993-11-13,RAIL,1611.71,3,0.01,2,27
F,3,Manufacturer#1,4-NOT SPECIFIED,1993-06-30,COLLECT COD,1993-09-27,4,1993-10-15,HOUSEHOLD,1993-11-13,RAIL,1765.86,2,0.03,1,9
F,0,Manufacturer#2,4-NOT SPECIFIED,1993-06-30,NONE,1993-08-06,4,1993-10-05,HOUSEHOLD,1993-10-10,SHIP,1404.5,1,0.08,2,15
O,4,Manufacturer#1,2-HIGH,1997-01-18,NONE,1997-03-27,1,1997-04-06,BUILDING,1997-04-24,AIR,1381.48,1,0.07,0,5
O,0,Manufacturer#1,2-HIGH,1997-01-18,NONE,1997-03-13,1,1997-01-21,BUILDING,1997-02-17,AIR,927.02,4,0.08,0,1
O,4,Manufacturer#4,2-HIGH,1997-01-18,TAKE BACK RETURN,1997-02-27,1,1997-04-03,BUILDING,1997-04-05,AIR,943.04,2,0.08,0,38
O,2,Manufacturer#5,2-HIGH,1997-01-18,TAKE BACK RETURN,1997-03-19,1,1997-02-04,BUILDING,1997-02-28,RAIL,1868.96,3,0.08,0,23
F,0,Manufacturer#4,4-NOT SPECIFIED,1994-11-25,DELIVER IN PERSON,1995-01-15,3,1995-03-01,FURNITURE,1995-03-16,SHIP,1494.59,1,0,2,8
F,2,Manufacturer#2,4-NOT SPECIFIED,1994-11-25,NONE,1995-02-12,3,1994-12-08,FURNITURE,1994-12-12,AIR,1800.89,3,0.03,2,4
F,1,Manufacturer#5,4-NOT SPECIFIED,1994-11-25,COLLECT COD,1995-01-17,3,1995-02-10,FURNITURE,1995-02-21,FOB,1696.79,2,0.05,1,20
O,2,Manufacturer#4,1-URGENT,1995-04-14,NONE,1995-05-24,4,1995-06-22,HOUSEHOLD,1995-06-26,MAIL,1567.66,4,0.03,0,34
O,0,Manufacturer#2,1-URGENT,1995-04-14,COLLECT COD,1995-07-03,4,1995-06-18,HOUSEHOLD,1995-06-30,TRUCK,1637.73,1,0.05,0,23
O,0,Manufacturer#1,1-URGENT,1995-04-14,NONE,1995-05-25,4,1995-08-09,HOUSEHOLD,1995-08-11,FOB,1631.73,5,0.03,0,32
O,0,Manufacturer#2,1-URGENT,1995-04-14,NONE,1995-06-15,4,1995-07-23,HOUSEHOLD,1995-08-02,SHIP,1613.71,3,0,0,40
O,2,Manufacturer#3,1-URGENT,1995-04-14,NONE,1995-06-17,4,1995-07-01,HOUSEHOLD,1995-07-17,FOB,1574.67,2,0.01,0,19
O,1,Manufacturer#3,1-URGENT,1998-05-24,COLLECT COD,1998-08-10,2,1998-07-06,HOUSEHOLD,1998-07-27,REG AIR,1621.72,1,0.07,0,10
F,3,Manufacturer#5,2-HIGH,1992-09-12,NONE,1992-10-21,4,1993-01-07,BUILDING,1993-01-13,AIR,1248.34,5,0.07,2,39
F,2,Manufacturer#1,2-HIGH,1992-09-12,TAKE BACK RETURN,1992-11-03,4,1992-11-07,BUILDING,1992-12-05,RAIL,1610.71,4,0.08,2,35
F,0,Manufacturer#5,2-HIGH,1992-09-12,COLLECT COD,1992-10-22,4,1992-10-19,BUILDING,1992-11-09,AIR,1097.19,2,0,2,30
F,2,Manufacturer#3,2-HIGH,1992-09-12,DELIVER IN PERSON,1992-11-27,4,1992-11-03,BUILDING,1992-11-23,SHIP,1421.52,1,0.03,1,33
F,2,Manufacturer#3,2-HIGH,1992-09-12,NONE,1992-11-08,4,1992-12-22,BUILDING,1993-01-18,MAIL,1385.48,3,0.07,2,22
O,0,Manufacturer#2,2-HIGH,1996-12-08,DELIVER IN PERSON,1997-01-17,1,1997-01-22,BUILDING,1997-02-12,AIR,1574.67,1,0,0,33
O,2,Manufacturer#1,2-HIGH,1996-12-08,DELIVER IN PERSON,1997-02-11,1,1997-01-29,BUILDING,1997-02-26,SHIP,1828.92,2,0.06,0,21
O,2,Manufacturer#2,4-NOT SPECIFIED,1997-06-27,DELIVER IN PERSON,1997-09-04,4,1997-08-30,BUILDING,1997-09-01,AIR,1168.26,1,0.04,0,22
O,4,Manufacturer#5,4-NOT SPECIFIED,1997-06-27,DELIVER IN PERSON,1997-08-14,4,1997-10-20,BUILDING,1997-11-07,REG AIR,1734.83,4,0.08,0,47
O,0,Manufacturer#2,4-NOT SPECIFIED,1997-06-27,COLLECT COD,1997-08-19,4,1997-07-13,BUILDING,1997-08-10,AIR,1508.6,2,0.03,0,16
O,3,Manufacturer#3,4-NOT SPECIFIED,1997-06-27,NONE,1997-08-14,4,1997-07-06,BUILDING,1997-07-22,SHIP,1006.1,3,0.08,0,31
F,3,Manufacturer#4,3-MEDIUM,1992-12-26,NONE,1993-02-21,0,1993-02-06,FURNITURE,1993-03-05,RAIL,1812.91,1,0,1,8
F,3,Manufacturer#2,3-MEDIUM,1992-12-26,TAKE BACK RETURN,1993-03-15,0,1993-01-09,FURNITURE,1993-01-16,SHIP,1817.91,2,0.06,2,11
F,0,Manufacturer#2,3-MEDIUM,1992-12-26,NONE,1993-02-25,0,1993-01-15,FURNITURE,1993-01-30,RAIL,1398.49,5,0.04,1,4
F,0,Manufacturer#2,3-MEDIUM,1992-12-26,COLLECT COD,1993-02-24,0,1993-03-19,FURNITURE,1993-03-21,AIR,1649.74,3,0,2,45
F,2,Manufacturer#1,3-MEDIUM,1992-12-26,NONE,1993-02-16,0,1993-01-31,FURNITURE,1993-03-01,MAIL,1341.44,4,0.01,1,2
F,0,Manufacturer#4,1-URGENT,1995-03-02,TAKE BACK RETURN,1995-05-14,3,1995-04-11,MACHINERY,1995-04-18,FOB,1223.32,1,0.01,1,32
F,2,Manufacturer#5,1-URGENT,1995-03-02,DELIVER IN PERSON,1995-05-24,3,1995-04-10,MACHINERY,1995-04-17,AIR,1495.59,2,0.07,1,14
F,0,Manufacturer#1,3-MEDIUM,1992-12-19,COLLECT COD,1993-02-11,0,1993-03-21,MACHINERY,1993-04-20,TRUCK,1805.9,2,0.04,2,11
F,2,Manufacturer#1,3-MEDIUM,1992-12-19,NONE,1993-02-15,0,1993-04-12,MACHINERY,1993-05-10,RAIL,1311.41,3,0.04,2,20
F,1,Manufacturer#1,3-MEDIUM,1992-12-19,COLLECT COD,1993-02-11,0,1992-12-24,MACHINERY,1992-12-28,TRUCK,1145.24,5,0.04,2,44
F,0,Manufacturer#2,3-MEDIUM,1992-12-19,NONE,1993-03-09,0,1993-01-16,MACHINERY,1993-02-03,TRUCK,1079.17,4,0.06,2,19
F,2,Manufacturer#2,3-MEDIUM,1992-12-19,TAKE BACK RETURN,1993-03-09,0,1993-02-12,MACHINERY,1993-02-24,FOB,1731.83,1,0.04,1,17
O,2,Manufacturer#1,2-HIGH,1995-07-07,TAKE BACK RETURN,1995-08-29,1,1995-08-24,FURNITURE,1995-09-11,SHIP,1553.65,1,0.02,0,35
O,0,Manufacturer#3,2-HIGH,1995-07-07,NONE,1995-09-02,1,1995-09-19,FURNITURE,1995-10-19,RAIL,1445.54,4,0.06,0,29
O,2,Manufacturer#4,2-HIGH,1995-07-07,TAKE BACK RETURN,1995-09-02,1,1995-09-14,FURNITURE,1995-10-07,REG AIR,1834.93,2,0,0,33
O,3,Manufacturer#5,2-HIGH,1995-07-07,COLLECT COD,1995-09-16,1,1995-08-21,FURNITURE,1995-08-23,TRUCK,939.03,3,0,0,13
F,0,Manufacturer#5,3-MEDIUM,1994-04-04,NONE,1994-05-14,0,1994-05-16,MACHINERY,1994-05-31,AIR,953.05,1,0.02,1,13
O,4,Manufacturer#1,1-URGENT,1997-06-03,NONE,1997-07-06,2,1997-07-09,FURNITURE,1997-07-21,RAIL,1429.52,3,0.02,0,28
O,2,Manufacturer#4,1-URGENT,1997-06-03,NONE,1997-07-12,2,1997-08-07,FURNITURE,1997-08-08,RAIL,1271.37,1,0.03,0,13
O,3,Manufacturer#2,1-URGENT,1997-06-03,NONE,1997-08-20,2,1997-07-05,FURNITURE,1997-07-22,AIR,1424.52,2,0.01,0,33
O,3,Manufacturer#3,5-LOW,1998-01-26,TAKE BACK RETURN,1998-04-03,4,1998-05-13,BUILDING,1998-06-10,FOB,1353.45,1,0.05,0,10
O,3,Manufacturer#2,5-LOW,1998-01-26,TAKE BACK RETURN,1998-03-25,4,1998-04-16,BUILDING,1998-05-09,RAIL,1690.78,5,0.05,0,1
O,1,Manufacturer#3,5-LOW,1998-01-26,DELIVER IN PERSON,1998-04-18,4,1998-05-26,BUILDING,1998-05-27,TRUCK,1080.18,4,0.06,0,25
O,3,Manufacturer#2,5-LOW,1998-01-26,NONE,1998-04-26,4,1998-03-25,BUILDING,1998-03-26,RAIL,1807.9,3,0.03,0,16
O,2,Manufacturer#4,5-LOW,1998-01-26,NONE,1998-04-22,4,1998-05-26,BUILDING,1998-06-03,MAIL,1242.34,2,0.03,0,5
F,4,Manufacturer#2,1-URGENT,1992-02-20,COLLECT COD,1992-05-15,0,1992-06-20,FURNITURE,1992-06-22,AIR,1433.53,1,0.01,1,9
F,2,Manufacturer#1,1-URGENT,1992-02-20,TAKE BACK RETURN,1992-04-16,0,1992-06-11,FURNITURE,1992-06-27,RAIL,1036.13,2,0.04,1,48
F,0,Manufacturer#2,1-URGENT,1992-02-20,TAKE BACK RETURN,1992-03-27,0,1992-04-09,FURNITURE,1992-04-27,SHIP,1049.14,4,0.07,1,4
F,2,Manufacturer#4,1-URGENT,1992-02-20,DELIVER IN PERSON,1992-04-19,0,1992-06-01,FURNITURE,1992-06-11,SHIP,980.08,3,0.06,1,17
F,1,Manufacturer#5,4-NOT SPECIFIED,1992-03-02,COLLECT COD,1992-05-10,4,1992-05-15,MACHINERY,1992-05-26,REG AIR,1889.98,1,0.08,1,30
O,2,Manufacturer#4,3-MEDIUM,1997-08-27,COLLECT COD,1997-11-19,0,1997-10-17,HOUSEHOLD,1997-10-23,REG AIR,1518.61,1,0.07,0,44
O,3,Manufacturer#4,3-MEDIUM,1997-08-27,DELIVER IN PERSON,1997-11-20,0,1997-12-16,HOUSEHOLD,1997-12-30,AIR,1302.4,2,0.06,0,50
O,2,Manufacturer#5,3-MEDIUM,1997-08-27,COLLECT COD,1997-11-12,0,1997-09-08,HOUSEHOLD,1997-10-01,FOB,1499.59,4,0.03,0,7
O,2,Manufacturer#1,3-MEDIUM,1997-08-27,NONE,1997-10-15,0,1997-09-07,HOUSEHOLD,1997-09-26,TRUCK,1671.77,3,0.02,0,5
O,3,Manufacturer#1,5-LOW,1997-05-31,NONE,1997-08-08,3,1997-06-29,FURNITURE,1997-07-13,FOB,1240.33,4,0.08,0,36
O,0,Manufacturer#2,5-LOW,1997-05-31,TAKE BACK RETURN,1997-08-06,3,1997-06-15,FURNITURE,1997-07-06,RAIL,974.07,5,0.05,0,21
O,3,Manufacturer#2,5-LOW,1997-05-31,DELIVER IN PERSON,1997-07-21,3,1997-09-24,FURNITURE,1997-10-14,AIR,1690.78,6,0.03,0,35
O,0,Manufacturer#3,5-LOW,1997-05-31,DELIVER IN PERSON,1997-06-30,3,1997-07-20,FURNITURE,1997-08-04,TRUCK,1313.41,1,0.01,0,22
O,1,Manufacturer#4,5-LOW,1997-05-31,TAKE BACK RETURN,1997-08-20,3,1997-07-14,FURNITURE,1997-07-17,AIR,1750.85,2,0.05,0,3
O,4,Manufacturer#4,5-LOW,1997-05-31,COLLECT COD,1997-07-27,3,1997-09-20,FURNITURE,1997-09-22,RAIL,1062.16,3,0,0,40
F,2,Manufacturer#5,2-HIGH,1993-03-08,NONE,1993-06-02,0,1993-05-01,FURNITURE,1993-05-07,MAIL,1396.49,4,0.04,1,44
F,0,Manufacturer#5,2-HIGH,1993-03-08,NONE,1993-04-14,0,1993-06-17,FURNITURE,1993-06-28,AIR,1624.72,3,0.05,1,1
F,1,Manufacturer#3,2-HIGH,1993-03-08,TAKE BACK RETURN,1993-05-20,0,1993-03-14,FURNITURE,1993-03-17,REG AIR,1000.1,2,0.06,2,17
F,2,Manufacturer#5,2-HIGH,1993-03-08,COLLECT COD,1993-05-12,0,1993-07-01,FURNITURE,1993-07-10,MAIL,1147.24,7,0,2,18
F,0,Manufacturer#2,2-HIGH,1993-03-08,NONE,1993-04-25,0,1993-06-23,FURNITURE,1993-07-11,MAIL,1655.75,6,0.03,1,11
F,1,Manufacturer#5,2-HIGH,1993-03-08,TAKE BACK RETURN,1993-04-12,0,1993-05-27,FURNITURE,1993-06-03,AIR,964.06,5,0.07,2,24
F,4,Manufacturer#1,2-HIGH,1993-03-08,DELIVER IN PERSON,1993-05-21,0,1993-03-26,FURNITURE,1993-03-31,TRUCK,962.06,1,0.06,1,50
O,3,Manufacturer#2,1-URGENT,1996-11-06,DELIVER IN PERSON,1997-01-23,1,1997-01-26,BUILDING,1997-02-06,RAIL,1652.75,1,0.07,0,23
