o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,o_custkey,groupcol,aggcol
F,2-HIGH,4,HOUSEHOLD,4,Clerk#000000711,1993-08-30,1735.44,661,3,1
F,5-LOW,2,BUILDING,12,Clerk#000000633,1993-08-06,2584.52,938,4,1
F,2-HIGH,1,HOUSEHOLD,2,Clerk#000000094,1993-09-04,8993.23,571,3,1
F,1-URGENT,1,FURNITURE,17,Clerk#000000889,1993-09-30,6194.65,1168,0,1
F,5-LOW,0,HOUSEHOLD,14,Clerk#000000022,1993-08-13,6344.18,739,4,1
F,2-HIGH,3,AUTOMOBILE,19,Clerk#000000186,1993-08-21,85.05,715,3,1
F,5-LOW,4,AUTOMOBILE,20,Clerk#000000246,1993-07-18,-919.65,652,4,1
F,2-HIGH,0,MACHINERY,16,Clerk#000000302,1993-09-10,6582.04,493,3,1
F,4-NOT SPECIFIED,2,FURNITURE,21,Clerk#000000102,1993-07-01,2114.53,1019,1,1
F,2-HIGH,3,BUILDING,6,Clerk#000000935,1993-07-15,8667.09,712,3,1
F,5-LOW,0,MACHINERY,0,Clerk#000000175,1993-08-07,2531.25,935,4,1
F,1-URGENT,0,FURNITURE,5,Clerk#000000952,1993-09-18,5447.12,626,0,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,16,Clerk#000000912,1993-09-10,6696.49,194,1,1
F,5-LOW,4,AUTOMOBILE,4,Clerk#000000952,1993-07-10,4422.45,1012,4,1
F,5-LOW,0,AUTOMOBILE,0,Clerk#000000358,1993-08-20,904.43,895,4,1
F,3-MEDIUM,0,HOUSEHOLD,15,Clerk#000000026,1993-08-17,8865.61,398,2,1
F,3-MEDIUM,0,HOUSEHOLD,16,Clerk#000000287,1993-09-02,5824.88,425,2,1
