l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,p_container,p_size,l_quantity,groupcol,aggcol
F,F,R,COLLECT COD,Manufacturer#1,5-LOW,2,FURNITURE,FOB,2,0.08,9,Brand#15,JUMBO PKG,26,46,4,59542.2666
O,O,N,DELIVER IN PERSON,Manufacturer#3,5-LOW,1,MACHINERY,FOB,5,0.04,8,Brand#32,LG CAN,33,22,3,22754.952
F,F,A,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,3,AUTOMOBILE,RAIL,3,0.01,8,Brand#43,JUMBO CAN,42,6,3,5829.7536
F,F,R,NONE,Manufacturer#5,4-NOT SPECIFIED,3,AUTOMOBILE,TRUCK,5,0.06,8,Brand#55,WRAP PKG,27,12,3,20721.84
F,P,A,COLLECT COD,Manufacturer#3,5-LOW,3,BUILDING,AIR,3,0,12,Brand#34,JUMBO CAN,28,1,0,1386.2198
O,P,N,NONE,Manufacturer#4,5-LOW,3,BUILDING,FOB,2,0.01,8,Brand#45,LG CASE,45,20,3,29058.032
F,F,R,COLLECT COD,Manufacturer#3,1-URGENT,2,AUTOMOBILE,RAIL,1,0.06,21,Brand#34,SM PKG,32,16,1,29271.3696
O,O,N,TAKE BACK RETURN,Manufacturer#5,5-LOW,1,MACHINERY,SHIP,7,0.05,12,Brand#52,SM PKG,2,11,0,14746.9542
O,O,N,TAKE BACK RETURN,Manufacturer#4,5-LOW,1,MACHINERY,SHIP,5,0.06,21,Brand#44,SM BAG,23,40,1,70046.856
O,O,N,NONE,Manufacturer#5,5-LOW,1,MACHINERY,SHIP,6,0.04,8,Brand#52,LG CAN,23,45,3,71820.1575
O,O,N,TAKE BACK RETURN,Manufacturer#1,5-LOW,1,MACHINERY,REG AIR,3,0,18,Brand#15,JUMBO JAR,49,26,2,44513.9292
F,F,A,NONE,Manufacturer#4,3-MEDIUM,2,MACHINERY,SHIP,1,0.04,21,Brand#43,JUMBO PKG,17,43,1,53349.8592
F,F,R,NONE,Manufacturer#4,3-MEDIUM,2,AUTOMOBILE,RAIL,1,0.04,21,Brand#42,JUMBO BAG,1,24,1,38531.808
O,O,N,NONE,Manufacturer#5,4-NOT SPECIFIED,2,MACHINERY,MAIL,1,0.05,21,Brand#51,LG BOX,48,7,1,7929.5832
O,O,N,NONE,Manufacturer#2,4-NOT SPECIFIED,2,MACHINERY,FOB,5,0.06,18,Brand#21,LG PACK,33,50,2,47339.395
F,F,R,NONE,Manufacturer#5,3-MEDIUM,0,BUILDING,REG AIR,2,0.03,9,Brand#55,LG JAR,38,48,4,65219.7744
F,F,R,TAKE BACK RETURN,Manufacturer#5,3-MEDIUM,0,BUILDING,TRUCK,3,0.06,9,Brand#53,MED CASE,28,49,4,49909.5135
O,O,N,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,0,BUILDING,FOB,1,0.05,18,Brand#31,MED PKG,21,35,2,43403.1465
F,F,R,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,3,AUTOMOBILE,MAIL,1,0.03,21,Brand#33,WRAP BOX,49,23,1,22552.0405
F,F,A,NONE,Manufacturer#1,5-LOW,0,BUILDING,FOB,4,0.01,21,Brand#12,LG PKG,1,35,1,35426.118
O,O,N,TAKE BACK RETURN,Manufacturer#4,4-NOT SPECIFIED,0,MACHINERY,RAIL,2,0.05,21,Brand#45,MED JAR,35,20,1,20538.264
O,O,N,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,0,MACHINERY,FOB,1,0.01,18,Brand#45,WRAP DRUM,31,34,2,32025.8886
F,F,A,NONE,Manufacturer#4,5-LOW,2,FURNITURE,TRUCK,1,0.03,8,Brand#45,SM DRUM,27,35,3,35728.6545
F,F,A,NONE,Manufacturer#3,3-MEDIUM,1,BUILDING,MAIL,5,0.02,18,Brand#34,MED BAG,32,22,2,19646.627
F,F,A,NONE,Manufacturer#5,2-HIGH,4,BUILDING,MAIL,1,0.08,21,Brand#54,MED CASE,41,27,1,36713.1852
O,O,N,COLLECT COD,Manufacturer#3,1-URGENT,2,FURNITURE,REG AIR,2,0,12,Brand#33,MED PKG,49,40,0,48333.488
O,O,N,COLLECT COD,Manufacturer#4,2-HIGH,1,AUTOMOBILE,RAIL,4,0.01,18,Brand#45,WRAP DRUM,2,26,2,25761.9648
O,O,N,NONE,Manufacturer#3,2-HIGH,1,AUTOMOBILE,REG AIR,1,0.01,21,Brand#35,JUMBO PKG,38,33,1,42488.5164
O,O,N,NONE,Manufacturer#1,2-HIGH,1,AUTOMOBILE,RAIL,2,0.03,8,Brand#13,LG PACK,1,32,3,38479.7504
F,F,R,NONE,Manufacturer#5,5-LOW,2,MACHINERY,REG AIR,1,0.05,9,Brand#53,MED CASE,28,6,4,6433.02
F,F,A,DELIVER IN PERSON,Manufacturer#2,5-LOW,2,MACHINERY,SHIP,6,0.08,21,Brand#22,JUMBO PKG,35,49,1,47154.0377
F,F,A,DELIVER IN PERSON,Manufacturer#2,5-LOW,2,MACHINERY,RAIL,2,0.05,21,Brand#23,SM PACK,36,41,1,54411.633
F,F,A,TAKE BACK RETURN,Manufacturer#1,2-HIGH,2,AUTOMOBILE,RAIL,4,0,8,Brand#12,MED JAR,23,3,3,2633.9646
F,F,A,COLLECT COD,Manufacturer#2,2-HIGH,2,AUTOMOBILE,AIR,5,0.05,18,Brand#25,SM BAG,3,28,2,45249.1676
F,F,A,TAKE BACK RETURN,Manufacturer#5,2-HIGH,2,AUTOMOBILE,FOB,3,0.03,8,Brand#51,WRAP CASE,1,38,3,56904.3882
F,F,A,TAKE BACK RETURN,Manufacturer#3,2-HIGH,2,AUTOMOBILE,SHIP,1,0,12,Brand#33,SM CASE,46,11,0,9831.6438
F,F,A,COLLECT COD,Manufacturer#5,2-HIGH,2,AUTOMOBILE,TRUCK,2,0.05,8,Brand#54,WRAP CAN,12,41,3,37078.6944
F,F,R,COLLECT COD,Manufacturer#5,2-HIGH,1,HOUSEHOLD,RAIL,1,0,12,Brand#53,SM CASE,17,23,0,33017.19
O,O,N,TAKE BACK RETURN,Manufacturer#1,2-HIGH,0,FURNITURE,AIR,1,0.06,8,Brand#11,LG DRUM,24,34,3,53702.1772
O,O,N,COLLECT COD,Manufacturer#1,1-URGENT,1,HOUSEHOLD,SHIP,7,0.02,9,Brand#13,LG CAN,35,48,4,80758.7424
O,O,N,DELIVER IN PERSON,Manufacturer#4,1-URGENT,1,HOUSEHOLD,MAIL,4,0.04,21,Brand#42,JUMBO BAG,1,24,1,41956.8576
O,O,N,COLLECT COD,Manufacturer#3,1-URGENT,1,HOUSEHOLD,MAIL,2,0.02,8,Brand#32,SM JAR,18,22,3,29584.159
O,P,N,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,4,HOUSEHOLD,SHIP,3,0.08,18,Brand#45,JUMBO CAN,34,27,2,44097.5502
F,P,N,COLLECT COD,Manufacturer#2,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,2,0.05,9,Brand#25,JUMBO CASE,22,13,4,17333.225
O,P,N,COLLECT COD,Manufacturer#3,4-NOT SPECIFIED,4,HOUSEHOLD,SHIP,5,0.03,21,Brand#33,MED BOX,39,27,1,25092.1152
F,F,R,COLLECT COD,Manufacturer#4,2-HIGH,0,BUILDING,TRUCK,5,0.05,9,Brand#44,SM JAR,27,6,4,8703.3
F,F,A,NONE,Manufacturer#5,5-LOW,0,BUILDING,RAIL,1,0.08,9,Brand#55,JUMBO CAN,42,8,4,9403.708
O,O,N,NONE,Manufacturer#3,4-NOT SPECIFIED,0,MACHINERY,TRUCK,1,0.06,21,Brand#32,LG PKG,36,26,1,29555.6976
F,F,A,TAKE BACK RETURN,Manufacturer#3,2-HIGH,3,BUILDING,REG AIR,1,0.04,8,Brand#35,SM DRUM,21,40,3,44039.52
F,F,A,DELIVER IN PERSON,Manufacturer#4,1-URGENT,1,BUILDING,REG AIR,1,0.01,8,Brand#44,SM CASE,16,50,3,44463.6
F,F,R,TAKE BACK RETURN,Manufacturer#1,5-LOW,4,FURNITURE,TRUCK,5,0.02,9,Brand#12,SM BAG,46,24,4,20349.12
F,F,A,COLLECT COD,Manufacturer#3,2-HIGH,1,AUTOMOBILE,REG AIR,6,0.07,18,Brand#34,JUMBO CAN,48,34,2,39193.1872
F,F,R,DELIVER IN PERSON,Manufacturer#1,2-HIGH,1,AUTOMOBILE,MAIL,5,0.05,12,Brand#15,SM PACK,1,33,0,57143.5524
O,O,N,DELIVER IN PERSON,Manufacturer#1,1-URGENT,3,BUILDING,RAIL,3,0.07,21,Brand#13,MED DRUM,4,44,1,73345.4568
O,O,N,NONE,Manufacturer#3,1-URGENT,3,BUILDING,REG AIR,2,0,8,Brand#32,LG CAN,33,19,3,21398.8488
O,O,N,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,RAIL,3,0.02,18,Brand#45,WRAP BAG,8,36,2,61522.038
O,O,N,DELIVER IN PERSON,Manufacturer#5,4-NOT SPECIFIED,4,FURNITURE,TRUCK,2,0.03,18,Brand#55,JUMBO CASE,25,22,2,19715.1768
F,F,A,NONE,Manufacturer#1,2-HIGH,0,MACHINERY,MAIL,3,0.06,8,Brand#12,LG BAG,45,4,3,5878.3928
F,F,A,TAKE BACK RETURN,Manufacturer#2,2-HIGH,0,MACHINERY,FOB,4,0.02,18,Brand#21,SM CAN,48,34,2,39700.134
F,F,A,DELIVER IN PERSON,Manufacturer#5,2-HIGH,0,MACHINERY,MAIL,6,0.08,18,Brand#52,SM PACK,10,43,2,57466.49
F,F,R,TAKE BACK RETURN,Manufacturer#5,2-HIGH,0,MACHINERY,MAIL,2,0.01,9,Brand#52,LG CASE,21,17,4,27823.543
F,F,A,TAKE BACK RETURN,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,FOB,3,0.06,12,Brand#42,WRAP JAR,32,8,0,11019.12
F,F,R,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,4,FURNITURE,FOB,1,0.04,9,Brand#14,SM BOX,26,22,4,22052.2368
F,F,R,DELIVER IN PERSON,Manufacturer#5,4-NOT SPECIFIED,4,FURNITURE,FOB,5,0.03,18,Brand#54,MED CAN,9,18,2,19195.4952
O,O,N,TAKE BACK RETURN,Manufacturer#2,1-URGENT,3,HOUSEHOLD,REG AIR,1,0.03,12,Brand#25,WRAP PACK,37,1,0,1823.9904
O,O,N,DELIVER IN PERSON,Manufacturer#4,1-URGENT,3,HOUSEHOLD,AIR,4,0.07,18,Brand#43,WRAP CASE,24,3,2,5011.065
O,O,N,COLLECT COD,Manufacturer#5,3-MEDIUM,1,AUTOMOBILE,AIR,3,0.05,18,Brand#52,SM DRUM,32,8,2,13278.1376
F,F,A,DELIVER IN PERSON,Manufacturer#2,1-URGENT,4,HOUSEHOLD,REG AIR,6,0.04,12,Brand#21,WRAP BOX,19,34,0,59042.496
F,F,R,COLLECT COD,Manufacturer#1,1-URGENT,4,HOUSEHOLD,RAIL,4,0.02,12,Brand#15,WRAP BAG,6,4,0,6905.6064
F,F,A,COLLECT COD,Manufacturer#5,1-URGENT,4,HOUSEHOLD,MAIL,2,0.05,12,Brand#54,MED PKG,43,38,0,59949.7576
F,F,A,COLLECT COD,Manufacturer#4,1-URGENT,4,HOUSEHOLD,RAIL,5,0.06,9,Brand#43,LG DRUM,19,37,4,31726.7082
O,O,N,COLLECT COD,Manufacturer#5,3-MEDIUM,2,BUILDING,AIR,1,0.01,18,Brand#54,LG PKG,22,38,2,37626.84
F,F,A,TAKE BACK RETURN,Manufacturer#1,4-NOT SPECIFIED,3,AUTOMOBILE,TRUCK,1,0.02,8,Brand#13,JUMBO BOX,28,8,3,6873.3552
O,O,N,TAKE BACK RETURN,Manufacturer#1,1-URGENT,4,BUILDING,SHIP,1,0.07,9,Brand#15,MED CASE,17,17,4,25404.528
F,F,A,TAKE BACK RETURN,Manufacturer#2,5-LOW,4,HOUSEHOLD,RAIL,5,0.03,21,Brand#23,LG PACK,13,5,1,7627.4495
F,F,A,COLLECT COD,Manufacturer#2,5-LOW,4,HOUSEHOLD,REG AIR,3,0.02,9,Brand#22,MED JAR,8,25,4,27454.11
F,F,A,DELIVER IN PERSON,Manufacturer#2,5-LOW,4,HOUSEHOLD,AIR,6,0.08,18,Brand#25,SM CASE,27,1,2,940.04
O,O,N,DELIVER IN PERSON,Manufacturer#5,4-NOT SPECIFIED,4,AUTOMOBILE,RAIL,1,0.01,9,Brand#54,MED CASE,49,4,4,5644.3296
F,F,A,TAKE BACK RETURN,Manufacturer#5,3-MEDIUM,2,FURNITURE,FOB,1,0.07,9,Brand#51,SM JAR,9,16,4,19345.7088
F,F,R,TAKE BACK RETURN,Manufacturer#2,4-NOT SPECIFIED,1,BUILDING,MAIL,2,0.03,8,Brand#22,JUMBO CAN,42,3,3,5035.6614
F,F,R,COLLECT COD,Manufacturer#2,4-NOT SPECIFIED,1,BUILDING,MAIL,6,0.03,21,Brand#21,JUMBO CAN,29,36,1,56044.566
F,F,A,TAKE BACK RETURN,Manufacturer#5,4-NOT SPECIFIED,1,BUILDING,SHIP,3,0.03,8,Brand#55,JUMBO PACK,1,18,3,16269.8382
F,F,A,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,1,BUILDING,SHIP,7,0.07,18,Brand#15,JUMBO PACK,27,40,2,63784.116
F,F,A,COLLECT COD,Manufacturer#2,5-LOW,3,AUTOMOBILE,AIR,4,0.05,9,Brand#23,LG JAR,15,33,4,39216.474
O,O,N,TAKE BACK RETURN,Manufacturer#1,3-MEDIUM,0,AUTOMOBILE,FOB,3,0,18,Brand#15,WRAP BOX,48,7,2,11339.3784
O,O,N,NONE,Manufacturer#5,3-MEDIUM,0,AUTOMOBILE,RAIL,2,0.03,21,Brand#52,MED PKG,32,16,1,17803.304
F,F,R,TAKE BACK RETURN,Manufacturer#4,4-NOT SPECIFIED,4,MACHINERY,REG AIR,1,0,8,Brand#42,WRAP CAN,16,25,3,35520.2625
O,O,N,COLLECT COD,Manufacturer#1,1-URGENT,0,AUTOMOBILE,AIR,1,0.01,18,Brand#12,JUMBO CAN,14,23,2,19230.714
F,F,R,TAKE BACK RETURN,Manufacturer#4,2-HIGH,2,MACHINERY,SHIP,3,0.03,21,Brand#44,WRAP BAG,38,2,1,3517.0454
F,F,R,TAKE BACK RETURN,Manufacturer#3,2-HIGH,2,MACHINERY,FOB,1,0.02,18,Brand#34,JUMBO JAR,20,14,2,18390.9684
O,O,N,DELIVER IN PERSON,Manufacturer#1,1-URGENT,4,AUTOMOBILE,AIR,2,0.02,21,Brand#14,MED BOX,1,45,1,60466.77
O,O,N,NONE,Manufacturer#5,1-URGENT,4,AUTOMOBILE,MAIL,5,0.06,18,Brand#53,MED JAR,12,5,2,7234.2115
O,O,N,TAKE BACK RETURN,Manufacturer#5,2-HIGH,1,BUILDING,REG AIR,2,0.07,21,Brand#54,LG CAN,49,13,1,13821.08
O,O,N,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,4,BUILDING,REG AIR,1,0.06,9,Brand#31,MED JAR,42,9,4,12022.4736
O,O,N,NONE,Manufacturer#4,4-NOT SPECIFIED,3,FURNITURE,TRUCK,5,0.02,8,Brand#41,MED CAN,8,48,3,75922.2288
O,O,N,NONE,Manufacturer#5,4-NOT SPECIFIED,3,FURNITURE,RAIL,1,0.05,18,Brand#53,WRAP CAN,18,29,2,34425.4302
F,F,R,DELIVER IN PERSON,Manufacturer#2,3-MEDIUM,4,BUILDING,MAIL,4,0.02,21,Brand#24,MED PKG,13,9,1,10465.3458
F,F,R,COLLECT COD,Manufacturer#3,3-MEDIUM,4,BUILDING,MAIL,3,0.02,21,Brand#34,SM CAN,5,47,1,55536.5912
O,O,N,DELIVER IN PERSON,Manufacturer#1,4-NOT SPECIFIED,0,BUILDING,RAIL,1,0,18,Brand#15,JUMBO PACK,27,8,2,12370.2528
O,O,N,NONE,Manufacturer#1,4-NOT SPECIFIED,0,BUILDING,RAIL,2,0,18,Brand#12,JUMBO CAN,14,33,2,30657.66
F,F,R,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,3,AUTOMOBILE,FOB,1,0.07,12,Brand#44,WRAP PACK,34,11,0,19110.3165
F,F,A,NONE,Manufacturer#5,4-NOT SPECIFIED,3,AUTOMOBILE,RAIL,2,0.01,9,Brand#51,MED CASE,27,30,4,39678.12
F,F,A,COLLECT COD,Manufacturer#2,5-LOW,2,FURNITURE,SHIP,1,0.07,18,Brand#24,JUMBO CAN,29,10,2,15116.1
F,F,R,NONE,Manufacturer#3,5-LOW,2,FURNITURE,RAIL,2,0.02,8,Brand#35,LG CAN,42,8,3,7929.2304
F,F,R,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,1,FURNITURE,MAIL,1,0.05,18,Brand#12,SM DRUM,47,26,2,34281.8112
F,F,A,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,1,FURNITURE,TRUCK,2,0,21,Brand#11,WRAP JAR,24,26,1,42984.162
F,F,A,TAKE BACK RETURN,Manufacturer#5,4-NOT SPECIFIED,4,BUILDING,TRUCK,1,0.08,8,Brand#52,WRAP DRUM,36,48,3,64542.4896
F,F,A,TAKE BACK RETURN,Manufacturer#3,2-HIGH,3,HOUSEHOLD,SHIP,1,0.05,9,Brand#33,WRAP CASE,34,49,4,78863.6772
O,O,N,NONE,Manufacturer#5,1-URGENT,4,AUTOMOBILE,AIR,5,0.07,21,Brand#54,LG CAN,35,47,1,47563.248
F,F,A,TAKE BACK RETURN,Manufacturer#4,1-URGENT,0,BUILDING,FOB,1,0.01,12,Brand#44,SM PKG,50,34,0,53173.7696
F,F,R,DELIVER IN PERSON,Manufacturer#4,3-MEDIUM,1,MACHINERY,REG AIR,7,0.01,8,Brand#43,LG DRUM,12,45,3,51483.825
F,F,A,TAKE BACK RETURN,Manufacturer#1,3-MEDIUM,1,MACHINERY,RAIL,6,0.06,18,Brand#13,WRAP JAR,27,40,2,38129.584
F,F,R,NONE,Manufacturer#5,5-LOW,4,FURNITURE,RAIL,3,0.01,9,Brand#54,LG JAR,19,17,4,15570.096
F,F,A,COLLECT COD,Manufacturer#2,5-LOW,4,FURNITURE,RAIL,1,0.02,9,Brand#24,JUMBO DRUM,50,36,4,56403.1584
F,P,N,DELIVER IN PERSON,Manufacturer#2,4-NOT SPECIFIED,3,AUTOMOBILE,RAIL,2,0.01,18,Brand#22,WRAP DRUM,23,10,2,8748.63
O,O,N,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,3,AUTOMOBILE,SHIP,4,0.02,21,Brand#42,SM PKG,2,12,1,10746.972
O,O,N,DELIVER IN PERSON,Manufacturer#3,4-NOT SPECIFIED,4,FURNITURE,MAIL,1,0.04,21,Brand#31,JUMBO BAG,9,21,1,19488.42
F,F,A,NONE,Manufacturer#4,1-URGENT,3,AUTOMOBILE,MAIL,3,0.03,12,Brand#45,SM CASE,26,31,0,51646.868
F,F,A,DELIVER IN PERSON,Manufacturer#4,1-URGENT,0,AUTOMOBILE,MAIL,7,0.03,21,Brand#41,WRAP PKG,26,35,1,41135.647
O,O,N,COLLECT COD,Manufacturer#2,5-LOW,2,MACHINERY,SHIP,1,0.05,21,Brand#25,JUMBO BOX,36,13,1,15331.797
O,O,N,DELIVER IN PERSON,Manufacturer#3,4-NOT SPECIFIED,3,BUILDING,AIR,1,0.05,8,Brand#32,SM CASE,9,18,3,31671.9126
F,F,R,DELIVER IN PERSON,Manufacturer#4,2-HIGH,4,HOUSEHOLD,SHIP,2,0.02,18,Brand#41,WRAP PKG,26,16,2,17845.4352
O,O,N,TAKE BACK RETURN,Manufacturer#3,1-URGENT,0,MACHINERY,MAIL,2,0,12,Brand#32,JUMBO BAG,42,1,0,933.6096
O,O,N,COLLECT COD,Manufacturer#2,1-URGENT,0,MACHINERY,SHIP,3,0.06,9,Brand#24,WRAP CAN,34,23,4,34743.8
O,O,N,NONE,Manufacturer#3,1-URGENT,4,HOUSEHOLD,FOB,5,0.08,8,Brand#34,SM PACK,25,9,3,9179.163
F,F,A,TAKE BACK RETURN,Manufacturer#1,3-MEDIUM,3,HOUSEHOLD,REG AIR,1,0.08,21,Brand#13,SM CASE,49,10,1,10594.243
O,O,N,TAKE BACK RETURN,Manufacturer#2,3-MEDIUM,2,AUTOMOBILE,RAIL,2,0.04,21,Brand#22,LG BOX,22,49,1,54203.8
O,O,N,TAKE BACK RETURN,Manufacturer#4,1-URGENT,2,MACHINERY,REG AIR,3,0.01,8,Brand#43,MED JAR,42,5,3,7211.236
O,O,N,TAKE BACK RETURN,Manufacturer#4,1-URGENT,2,MACHINERY,AIR,1,0.03,18,Brand#44,MED JAR,10,29,2,30460.6575
F,F,A,NONE,Manufacturer#4,5-LOW,1,MACHINERY,TRUCK,3,0.07,8,Brand#42,WRAP DRUM,28,32,3,40651.616
F,F,R,DELIVER IN PERSON,Manufacturer#4,2-HIGH,0,FURNITURE,RAIL,3,0.06,9,Brand#42,WRAP PKG,38,28,4,41736.52
F,F,A,NONE,Manufacturer#4,2-HIGH,0,FURNITURE,FOB,4,0.02,8,Brand#43,WRAP CAN,44,49,3,84747.1758
F,F,R,COLLECT COD,Manufacturer#5,5-LOW,0,HOUSEHOLD,REG AIR,5,0.07,8,Brand#51,MED CASE,48,48,3,84448.92
F,F,A,COLLECT COD,Manufacturer#2,5-LOW,0,HOUSEHOLD,FOB,3,0,21,Brand#22,SM PACK,4,29,1,37487.2589
F,F,R,COLLECT COD,Manufacturer#1,5-LOW,0,HOUSEHOLD,REG AIR,6,0.06,8,Brand#13,MED PACK,20,11,3,16543.9296
O,O,N,COLLECT COD,Manufacturer#5,5-LOW,2,FURNITURE,RAIL,5,0.01,21,Brand#55,SM JAR,18,9,1,12764.7792
O,O,N,COLLECT COD,Manufacturer#4,5-LOW,2,FURNITURE,MAIL,2,0.06,9,Brand#45,MED PKG,8,23,4,30447.7565
O,O,N,NONE,Manufacturer#4,5-LOW,2,FURNITURE,MAIL,6,0.08,21,Brand#45,WRAP CASE,18,8,1,9268.816
O,O,N,TAKE BACK RETURN,Manufacturer#1,5-LOW,2,FURNITURE,SHIP,7,0.06,12,Brand#11,JUMBO JAR,45,50,0,49995.405
F,F,A,DELIVER IN PERSON,Manufacturer#2,4-NOT SPECIFIED,0,HOUSEHOLD,REG AIR,1,0.08,8,Brand#21,JUMBO CASE,31,6,3,7265.4336
F,F,A,DELIVER IN PERSON,Manufacturer#4,4-NOT SPECIFIED,0,HOUSEHOLD,RAIL,4,0.06,12,Brand#42,MED PKG,28,21,0,26374.761
F,F,R,DELIVER IN PERSON,Manufacturer#5,4-NOT SPECIFIED,0,HOUSEHOLD,RAIL,3,0.07,18,Brand#54,MED JAR,22,3,2,2754.7284
F,F,A,DELIVER IN PERSON,Manufacturer#5,2-HIGH,2,MACHINERY,AIR,4,0.05,12,Brand#54,MED BAG,31,35,0,59679.0075
F,F,A,NONE,Manufacturer#4,2-HIGH,2,MACHINERY,REG AIR,3,0.02,8,Brand#42,JUMBO BOX,10,9,3,12094.0605
O,O,N,NONE,Manufacturer#5,1-URGENT,0,FURNITURE,MAIL,1,0.05,21,Brand#52,LG DRUM,46,14,1,12304.9948
F,F,R,NONE,Manufacturer#2,3-MEDIUM,0,BUILDING,RAIL,2,0.01,18,Brand#23,LG DRUM,26,45,2,76624.4205
O,O,N,DELIVER IN PERSON,Manufacturer#3,4-NOT SPECIFIED,4,BUILDING,REG AIR,3,0.06,9,Brand#31,SM DRUM,44,22,4,37387.592
O,O,N,DELIVER IN PERSON,Manufacturer#1,1-URGENT,0,FURNITURE,MAIL,5,0.06,9,Brand#14,MED PACK,43,18,4,23106.9132
O,O,N,COLLECT COD,Manufacturer#1,1-URGENT,0,FURNITURE,SHIP,6,0.02,18,Brand#15,LG CASE,41,6,2,8829.42
F,F,A,DELIVER IN PERSON,Manufacturer#4,1-URGENT,1,AUTOMOBILE,REG AIR,4,0.02,21,Brand#45,SM JAR,47,28,1,34093.5168
F,F,A,NONE,Manufacturer#3,1-URGENT,3,HOUSEHOLD,SHIP,2,0.01,21,Brand#33,JUMBO PKG,48,36,1,58584.6432
F,F,R,COLLECT COD,Manufacturer#5,1-URGENT,3,HOUSEHOLD,FOB,6,0.07,8,Brand#54,LG CAN,44,47,3,40204.2418
F,F,R,DELIVER IN PERSON,Manufacturer#3,1-URGENT,3,HOUSEHOLD,REG AIR,7,0.08,9,Brand#35,SM CAN,39,13,4,14458.73
F,F,A,NONE,Manufacturer#1,1-URGENT,4,HOUSEHOLD,TRUCK,1,0.04,18,Brand#15,JUMBO PACK,27,23,2,37046.33
O,O,N,NONE,Manufacturer#2,2-HIGH,2,MACHINERY,MAIL,2,0,21,Brand#24,MED DRUM,31,2,1,1746.2336
O,O,N,COLLECT COD,Manufacturer#2,2-HIGH,2,MACHINERY,AIR,5,0.06,18,Brand#21,MED CASE,9,49,2,80920.511
F,F,R,COLLECT COD,Manufacturer#4,1-URGENT,2,FURNITURE,FOB,2,0.06,18,Brand#43,LG DRUM,45,48,2,70776.384
O,O,N,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,4,MACHINERY,AIR,3,0.05,12,Brand#14,LG PACK,44,49,0,75129.7204
O,O,N,COLLECT COD,Manufacturer#2,4-NOT SPECIFIED,4,MACHINERY,MAIL,4,0.08,21,Brand#22,LG BOX,22,18,1,18517.788
O,P,N,NONE,Manufacturer#4,5-LOW,4,MACHINERY,AIR,2,0.01,18,Brand#45,SM PACK,3,41,2,65509.9066
O,P,N,NONE,Manufacturer#4,5-LOW,4,MACHINERY,SHIP,1,0.08,9,Brand#44,WRAP CAN,19,10,4,16388.28
O,P,N,NONE,Manufacturer#3,5-LOW,4,MACHINERY,FOB,6,0.04,9,Brand#35,SM JAR,39,36,4,32294.3184
F,F,A,COLLECT COD,Manufacturer#2,4-NOT SPECIFIED,4,HOUSEHOLD,REG AIR,2,0.08,12,Brand#24,WRAP PACK,40,1,0,1097.6511
O,O,N,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,3,MACHINERY,SHIP,2,0.01,18,Brand#11,SM JAR,35,34,2,53253.1358
F,F,R,DELIVER IN PERSON,Manufacturer#4,4-NOT SPECIFIED,3,MACHINERY,REG AIR,1,0.03,8,Brand#42,JUMBO BOX,10,42,3,55844.8548
F,F,A,DELIVER IN PERSON,Manufacturer#1,4-NOT SPECIFIED,3,AUTOMOBILE,AIR,3,0.05,18,Brand#11,SM BAG,17,11,2,17331.006
F,F,A,TAKE BACK RETURN,Manufacturer#5,4-NOT SPECIFIED,3,FURNITURE,SHIP,5,0.05,12,Brand#53,WRAP DRUM,10,45,0,43382.385
O,O,N,NONE,Manufacturer#4,5-LOW,3,BUILDING,FOB,1,0,18,Brand#45,SM CAN,21,14,2,12919.928
O,O,N,NONE,Manufacturer#5,5-LOW,3,BUILDING,FOB,2,0.03,12,Brand#51,SM CAN,8,27,0,41716.4418
F,F,R,DELIVER IN PERSON,Manufacturer#4,3-MEDIUM,1,BUILDING,REG AIR,1,0.06,18,Brand#45,MED DRUM,33,10,2,12892.77
F,F,A,TAKE BACK RETURN,Manufacturer#1,2-HIGH,0,FURNITURE,REG AIR,1,0.04,8,Brand#13,LG PKG,19,50,3,49590.24
F,F,R,DELIVER IN PERSON,Manufacturer#1,5-LOW,0,AUTOMOBILE,SHIP,3,0.06,18,Brand#13,JUMBO PACK,15,28,2,45476.2224
F,F,R,COLLECT COD,Manufacturer#4,5-LOW,0,AUTOMOBILE,MAIL,1,0.02,21,Brand#41,WRAP PACK,24,50,1,50319.45
