tableID	time	agg	o_orderstatus	sn_regionkey	p_mfgr	o_orderpriority	o_orderdate	l_shipinstruct	l_commitdate	cn_regionkey	l_shipdate	c_mktsegment	
1	2	11	1	0	0	0	895	1	361	2	1460	1	
1	1	30	1	4	1	0	895	2	1999	2	1504	1	
1	2	19	1	2	3	3	592	0	155	1	1006	1	
1	2	11	1	1	0	3	592	3	154	1	1740	1	
1	1	15	1	0	3	3	592	1	572	1	1297	1	
1	2	1	1	2	1	3	592	0	2000	1	2006	1	
1	2	28	1	0	0	3	592	0	1200	1	385	1	
1	0	46	0	3	1	0	896	0	2001	0	1154	0	
1	0	45	0	2	4	0	896	1	1331	0	1129	0	
1	0	22	0	2	3	0	896	1	2002	0	1626	0	
1	0	3	0	0	4	0	896	0	1331	0	1209	0	
1	1	36	1	4	4	3	695	3	889	4	565	3	
1	1	21	1	1	4	3	695	0	1640	4	168	3	
1	2	20	1	2	2	3	695	2	793	4	1950	3	
1	2	23	1	4	0	3	695	1	1937	4	109	3	
1	1	14	1	1	2	3	695	1	19	4	902	3	
1	1	13	1	1	3	3	695	0	1146	4	1420	3	
1	2	17	1	4	2	3	695	1	468	4	1650	3	
1	0	39	0	4	2	3	886	1	1360	2	1897	0	
1	0	6	0	0	1	3	886	3	1991	2	2007	0	
1	0	40	0	1	1	3	886	1	2003	2	1257	0	
1	0	22	0	1	0	3	886	2	1914	2	466	0	
1	0	32	0	4	3	3	886	0	1992	2	618	0	
1	0	3	0	1	1	2	574	2	1683	4	1401	4	
1	0	50	0	0	0	2	574	2	1157	4	107	4	
1	0	8	0	4	2	2	574	2	0	4	2008	4	
1	0	41	0	1	0	2	574	0	1577	4	145	4	
1	0	39	0	1	4	2	574	2	1575	4	1252	4	
1	0	49	0	2	3	2	574	0	133	4	695	4	
1	0	2	0	2	1	2	574	1	1410	4	311	4	
1	2	25	1	0	2	3	897	2	2004	2	1508	2	
1	1	27	1	4	0	3	897	2	224	2	2009	2	
1	2	30	1	4	1	3	897	1	2005	2	2010	2	
1	2	3	1	2	2	3	897	2	1153	2	890	2	
1	1	27	1	1	3	3	897	3	1560	2	889	2	
1	1	22	1	0	4	3	897	0	814	2	1953	2	
1	2	3	1	0	1	3	897	2	1830	2	574	2	
1	2	9	1	0	0	0	898	3	917	2	754	3	
1	1	27	1	0	1	0	898	1	546	2	912	3	
1	1	32	1	4	0	0	898	0	2006	2	1634	3	
1	2	48	1	2	4	0	898	0	1942	2	434	3	
1	0	38	0	0	1	1	899	1	1419	2	1635	4	
1	0	8	0	4	1	1	899	0	1419	2	2011	4	
1	0	7	0	1	0	1	899	0	506	2	1272	4	
1	0	29	0	4	3	1	899	2	841	2	995	4	
1	1	46	1	3	2	1	538	1	1376	0	1987	1	
1	1	26	1	1	0	1	538	1	1633	0	446	1	
1	1	1	1	3	2	1	538	2	1161	0	1507	1	
1	1	41	1	2	0	1	695	3	792	0	385	3	
1	2	45	1	1	3	1	695	3	888	0	1953	3	
1	0	36	0	3	1	1	819	2	2007	2	1335	1	
1	0	7	0	2	0	1	819	3	2008	2	1789	1	
1	0	39	0	2	4	1	819	3	987	2	762	1	
1	0	30	0	2	4	1	819	2	2009	2	524	1	
1	0	41	0	4	1	1	819	2	1964	2	40	1	
1	0	9	0	1	1	1	819	2	771	2	2012	1	
1	1	26	1	3	0	2	900	0	816	4	2013	0	
1	1	30	1	1	2	2	900	3	2010	4	238	0	
1	1	42	1	3	1	2	900	0	817	4	2014	0	
1	1	48	1	2	3	2	900	1	222	4	2015	0	
1	2	6	1	1	3	2	900	3	224	4	2016	0	
1	1	10	1	2	0	2	900	3	1801	4	237	0	
1	1	24	1	2	2	2	186	3	1057	3	2017	3	
1	1	20	1	0	3	2	186	1	432	3	2018	3	
1	2	22	1	1	1	2	186	2	357	3	1009	3	
1	1	33	1	1	2	2	186	1	633	3	1684	3	
1	0	42	0	4	2	2	360	0	2011	1	1241	4	
1	0	24	0	0	3	0	901	1	1061	3	741	3	
1	0	16	0	4	1	0	901	1	896	3	416	3	
1	0	15	0	2	2	0	901	1	1973	3	1015	3	
1	0	44	0	4	0	0	901	1	1941	3	1747	3	
1	2	48	1	4	1	3	344	3	2012	1	2019	0	
1	1	17	1	4	1	3	344	1	239	1	1920	0	
1	1	1	1	0	4	3	344	2	1500	1	1058	0	
1	2	22	1	1	3	3	344	3	217	1	508	0	
1	0	6	0	1	0	4	604	1	650	3	172	3	
1	0	44	0	1	3	4	604	1	650	3	978	3	
1	0	8	0	0	2	4	604	0	369	3	311	3	
1	1	43	1	0	1	1	902	3	973	0	1018	0	
1	2	32	1	2	4	1	902	1	1769	0	1385	0	
1	1	32	1	0	1	1	902	2	1887	0	1151	0	
1	2	11	1	2	4	1	902	1	2013	0	1992	0	
1	1	43	1	4	2	1	902	0	1982	0	1536	0	
1	0	3	0	2	2	0	903	1	1299	3	321	2	
1	0	21	0	2	2	0	903	0	1239	3	1046	2	
1	0	37	0	2	2	0	903	3	822	3	1258	2	
1	0	39	0	3	4	0	903	3	5	3	6	2	
1	0	23	0	2	2	0	903	1	2014	3	672	2	
1	0	37	0	4	4	1	904	2	2015	1	1927	2	
1	0	17	0	2	3	1	904	0	2016	1	1927	2	
1	0	42	0	4	1	1	904	1	261	1	270	2	
1	0	34	0	1	2	1	904	3	1626	1	1352	2	
1	0	18	0	1	3	1	904	1	1304	1	1388	2	
1	0	30	0	0	1	1	904	2	1904	1	2020	2	
1	0	42	0	2	4	1	904	3	928	1	1089	2	
1	2	12	1	2	1	1	905	0	2017	3	282	3	
1	1	10	1	1	1	1	905	0	433	3	1634	3	
1	1	25	1	0	3	1	905	3	743	3	2021	3	
1	1	44	1	1	2	1	905	3	1456	3	560	3	
1	1	27	1	0	1	1	905	0	632	3	1168	3	
1	2	24	1	0	1	4	532	2	1828	4	122	4	
1	2	47	1	3	2	4	532	3	2010	4	1967	4	
1	2	3	1	3	1	4	532	2	2018	4	1816	4	
1	2	23	1	2	2	4	532	3	2019	4	1658	4	
1	1	7	1	0	1	2	425	2	26	4	811	3	
1	2	30	1	3	3	2	425	2	193	4	208	3	
1	1	30	1	4	1	2	425	2	329	4	85	3	
1	2	19	1	1	4	2	425	0	328	4	86	3	
1	2	21	1	4	4	2	425	1	206	4	1612	3	
1	2	14	1	1	0	2	425	3	62	4	1612	3	
1	2	15	1	0	3	2	425	3	63	4	985	3	
1	1	6	1	2	3	0	906	3	1091	4	331	3	
1	2	40	1	1	0	0	906	3	28	4	1756	3	
1	1	16	1	0	1	0	906	3	331	4	718	3	
1	0	41	0	0	3	0	713	3	1576	3	1567	2	
1	0	37	0	0	1	0	713	2	1234	3	1639	2	
1	0	5	0	2	1	0	713	1	387	3	1184	2	
1	0	20	0	2	1	0	713	2	1683	3	172	2	
1	0	43	0	1	0	0	907	3	166	4	1002	4	
1	0	4	0	4	0	0	907	0	650	4	679	4	
1	0	7	0	1	1	0	907	2	979	4	1728	4	
1	0	42	0	0	3	0	907	3	3	4	1793	4	
1	2	47	1	4	3	4	908	2	1021	2	1064	1	
1	1	33	1	3	1	4	908	2	1076	2	1039	1	
1	2	39	1	1	1	4	908	0	239	2	1058	1	
1	2	31	1	0	0	4	908	1	1672	2	1534	1	
1	2	16	1	0	1	4	908	2	1673	2	1410	1	
1	0	35	0	0	4	1	909	1	2020	3	365	2	
1	0	2	0	1	4	1	909	3	2020	3	794	2	
1	0	17	0	4	1	1	909	0	1109	3	1002	2	
1	0	38	0	2	3	4	910	2	336	4	942	4	
1	0	33	0	2	0	4	910	1	1908	4	1871	4	
1	0	7	0	1	0	4	910	1	1325	4	1005	4	
1	0	19	0	4	2	4	910	1	1282	4	352	4	
1	0	26	0	2	2	4	910	0	987	4	2022	4	
1	1	19	1	3	4	1	911	0	1618	2	1604	4	
1	1	27	1	3	3	1	911	3	2013	2	1443	4	
1	2	47	1	1	3	1	911	2	1131	2	2023	4	
1	2	7	1	3	1	1	911	0	1625	2	1151	4	
1	2	13	1	4	2	3	912	3	1668	0	240	4	
1	2	28	1	1	1	3	912	1	2021	0	575	4	
1	2	35	1	4	0	3	912	0	2005	0	1967	4	
1	0	21	0	2	2	2	204	1	2022	2	938	4	
1	0	8	0	2	1	2	204	0	717	2	56	4	
1	0	36	0	2	2	2	204	3	677	2	605	4	
1	0	35	0	1	1	2	204	3	909	2	538	4	
1	0	28	0	2	1	2	204	2	655	2	246	4	
1	0	36	0	1	3	1	913	0	1102	4	2024	1	
1	0	44	0	0	0	1	913	1	1730	4	822	1	
1	0	38	0	3	2	1	913	0	1697	4	2025	1	
1	0	33	0	0	3	1	913	2	1994	4	1436	1	
1	0	26	0	2	0	1	913	2	1910	4	223	1	
1	0	47	0	2	0	4	506	2	2023	1	720	3	
1	0	29	0	0	4	4	506	2	2024	1	1256	3	
1	0	20	0	2	3	4	506	1	2025	1	2026	3	
1	0	19	0	3	1	4	506	0	1595	1	2027	3	
1	0	23	0	0	1	4	506	2	1093	1	1256	3	
1	0	40	0	1	1	0	444	0	1626	1	1532	0	
1	0	13	0	0	4	0	444	0	1938	1	983	0	
1	0	17	0	4	0	0	444	1	1325	1	1602	0	
1	0	44	0	3	4	0	444	3	1193	1	1981	0	
1	0	7	0	4	1	3	273	1	2026	1	1906	3	
1	0	19	0	1	2	3	273	3	208	1	2028	3	
1	0	5	0	1	0	3	273	1	1249	1	678	3	
1	0	23	0	1	4	0	914	3	349	0	551	2	
1	1	28	1	2	2	3	18	2	1846	0	162	4	
1	1	18	1	3	1	3	18	1	1871	0	663	4	
1	0	29	0	1	0	4	915	3	1278	3	2029	2	
1	0	2	0	2	4	4	915	1	1062	3	1170	2	
1	0	4	0	4	3	4	915	3	621	3	9	2	
1	0	40	0	1	3	4	915	1	4	3	651	2	
1	1	16	1	0	2	2	837	0	1651	2	2030	0	
1	1	4	1	0	4	2	837	2	1922	2	2031	0	
1	2	39	1	0	4	2	837	3	703	2	635	0	
1	1	25	1	4	3	2	837	1	1584	2	2032	0	
1	2	40	1	4	3	0	196	0	272	0	509	2	
1	1	50	1	1	0	0	196	1	244	0	1066	2	
1	2	38	1	2	1	0	196	3	168	0	2003	2	
1	1	43	1	4	0	0	196	0	276	0	2033	2	
1	2	37	1	0	4	3	916	1	2027	4	1246	1	
1	1	30	1	1	2	2	917	0	2028	0	1505	2	
1	2	17	1	0	3	2	917	1	1950	0	2034	2	
1	2	21	1	1	0	2	917	2	1422	0	2035	2	
1	2	26	1	0	1	2	917	0	501	0	1224	2	
1	1	31	1	1	3	2	917	3	497	0	500	2	
1	1	31	1	2	0	2	917	1	2029	0	1221	2	
1	2	40	1	0	3	2	917	2	1388	0	1317	2	
1	0	2	0	1	3	3	884	3	1068	1	799	1	
1	0	5	0	3	3	3	884	1	1986	1	1088	1	
1	0	43	0	2	3	3	884	2	920	1	1540	1	
1	0	26	0	3	0	2	317	3	849	0	805	1	
1	0	11	0	2	2	2	317	1	2030	0	195	1	
1	0	46	0	4	0	2	317	3	2031	0	2036	1	
1	0	25	0	0	2	2	317	2	626	0	2037	1	
1	0	29	0	2	4	2	317	3	2032	0	2038	1	
1	2	30	1	0	2	0	918	0	880	2	541	4	
1	1	2	1	4	0	0	918	2	1145	2	814	4	
1	2	9	1	0	3	0	918	3	160	2	473	4	
1	0	12	0	2	4	3	919	0	1881	4	2039	1	
1	0	49	0	0	4	3	919	0	1917	4	1729	1	
1	2	10	1	0	2	3	560	0	271	4	1999	3	
1	1	26	1	0	4	0	920	0	790	4	1628	0	
1	1	45	1	1	2	0	920	2	469	4	936	0	
1	1	10	1	1	4	0	920	1	1144	4	1737	0	
1	1	31	1	1	3	0	920	0	1200	4	1716	0	
1	2	5	1	4	1	0	921	1	485	3	1616	2	
1	1	3	1	2	1	0	921	2	485	3	2040	2	
1	2	34	1	3	3	0	921	0	2033	3	1271	2	
1	1	33	1	3	2	0	921	0	1310	3	1572	2	
1	2	48	1	2	4	0	921	2	705	3	1616	2	
1	0	27	0	4	1	4	163	0	1150	3	493	2	
1	2	35	1	2	0	1	922	0	356	4	1009	1	
1	1	35	1	1	1	1	922	1	868	4	913	1	
1	2	27	1	1	2	1	922	3	596	4	777	1	
1	2	44	1	0	0	1	922	2	431	4	47	1	
1	0	44	0	1	1	4	923	1	1115	1	2041	0	
1	0	12	0	2	4	4	923	0	476	1	1289	0	
1	0	29	0	1	1	4	923	0	435	1	460	0	
1	0	35	0	2	1	4	923	1	2034	1	2042	0	
1	0	33	0	0	0	2	713	3	1760	0	1837	4	
1	0	26	0	3	1	2	713	1	708	0	1468	4	
1	0	13	0	4	4	2	713	2	706	0	1038	4	
1	0	26	0	3	1	2	713	2	0	0	959	4	
1	0	41	0	0	1	2	713	1	2035	0	140	4	
1	0	38	0	3	1	2	713	2	2036	0	649	4	
1	0	37	0	0	4	1	924	2	1458	2	1365	2	
1	2	27	1	1	3	1	925	1	1570	1	1632	1	
1	2	13	1	0	1	1	925	0	762	1	1582	1	
1	1	41	1	2	4	1	925	2	2037	1	111	1	
1	1	41	1	4	4	1	925	3	1011	1	2043	1	
1	2	9	1	4	4	1	925	2	1542	1	633	1	
1	1	16	1	1	3	1	925	0	432	1	1632	1	
1	2	1	1	4	2	0	343	0	702	1	1977	1	
1	2	20	1	4	1	0	343	0	704	1	581	1	
1	1	34	1	0	4	0	343	2	1075	1	2044	1	
1	1	43	1	0	4	0	926	3	1004	0	421	1	
1	1	19	1	2	1	0	926	1	310	0	307	1	
1	1	17	1	2	2	0	926	1	1273	0	254	1	
1	1	2	1	2	2	0	926	2	1020	0	2045	1	
1	1	26	1	2	4	0	926	0	2038	0	1670	1	
1	2	35	1	2	0	0	926	0	1039	0	372	1	
1	0	6	0	0	4	4	927	2	1411	3	1499	2	
1	0	1	0	3	3	4	927	3	2039	3	613	2	
1	0	23	0	4	4	4	927	0	2040	3	2046	2	
1	1	18	1	4	0	4	928	2	15	2	967	0	
1	0	33	0	0	0	2	929	2	137	2	1255	3	
1	0	34	0	0	4	2	929	2	1101	2	2047	3	
1	0	14	0	2	0	2	929	1	1158	2	1446	3	
1	0	34	0	0	4	0	930	3	2041	4	1530	1	
1	0	31	0	1	0	0	930	0	342	4	965	1	
1	2	18	1	0	3	3	931	1	1498	4	1163	2	
1	2	39	1	4	0	3	931	0	738	4	2048	2	
1	2	12	1	4	0	3	931	2	1496	4	2049	2	
1	1	19	1	0	3	3	931	1	736	4	1064	2	
1	2	41	1	1	2	3	931	0	310	4	815	2	
1	1	15	1	2	3	3	931	2	1727	4	1907	2	
1	2	37	1	2	0	3	931	2	1039	4	1019	2	
1	0	13	0	4	4	0	893	1	681	3	2050	0	
1	0	35	0	4	2	0	893	2	477	3	1924	0	
1	0	16	0	1	3	0	893	3	2042	3	586	0	
1	0	41	0	1	1	0	893	1	1645	3	2051	0	
1	0	4	0	1	0	0	893	3	1983	3	465	0	
1	0	30	0	4	0	0	893	2	479	3	2029	0	
1	0	13	0	4	1	0	893	0	623	3	104	0	
1	0	15	0	4	2	0	932	2	2043	3	1112	3	
1	0	32	0	0	1	0	932	3	299	3	2052	3	
1	0	48	0	3	1	0	932	1	1587	3	1154	3	
1	0	7	0	1	2	0	932	0	93	3	2053	3	
1	0	31	0	2	4	0	932	1	1186	3	65	3	
1	0	38	0	3	3	0	932	0	1587	3	1570	3	
1	0	23	0	0	4	0	932	2	2044	3	1830	3	
1	0	2	0	1	3	3	781	3	509	3	250	0	
1	1	31	1	1	0	2	933	3	631	4	2054	1	
1	1	48	1	3	4	2	933	2	267	4	2055	1	
1	1	14	1	1	3	2	933	1	632	4	777	1	
1	1	14	1	4	0	4	934	2	186	4	160	3	
1	2	5	1	4	0	3	744	3	266	1	2056	1	
1	2	26	1	0	2	3	744	3	974	1	1123	1	
1	2	3	1	4	3	3	744	2	2045	1	1750	1	
1	1	30	1	3	1	3	744	3	1563	1	2057	1	
1	0	41	0	0	4	1	810	3	1833	2	2058	0	
1	0	48	0	0	2	3	614	1	1746	0	1868	3	
1	0	5	0	0	1	3	614	2	1027	0	2059	3	
1	0	35	0	0	4	3	614	0	2046	0	921	3	
1	0	3	0	4	4	3	614	1	613	0	626	3	
1	0	45	0	1	2	3	614	0	2047	0	612	3	
1	0	20	0	2	3	3	614	2	2048	0	520	3	
1	0	27	0	2	2	3	614	3	1603	0	675	3	
1	2	48	1	2	2	0	334	1	272	1	1063	4	
1	2	27	1	2	3	0	334	3	2049	1	2060	4	
1	1	27	1	2	2	0	334	2	1650	1	2061	4	
1	2	17	1	0	0	0	334	0	242	1	1550	4	
1	2	22	1	4	4	0	334	3	2049	1	287	4	
1	2	49	1	3	3	0	334	0	1142	1	182	4	
1	0	31	0	1	0	0	759	3	161	3	648	4	
1	0	7	0	4	2	0	759	2	531	3	2062	4	
1	0	10	0	2	3	0	759	2	1843	3	1401	4	
1	0	27	0	0	0	0	759	0	978	3	600	4	
1	0	3	0	2	1	2	935	0	1066	1	545	2	
1	0	45	0	3	4	2	935	3	1509	1	804	2	
1	0	5	0	4	4	4	936	3	2050	4	553	3	
1	0	49	0	2	3	4	936	0	1554	4	865	3	
1	0	17	0	3	1	4	936	3	306	4	1482	3	
1	0	31	0	2	0	4	936	3	942	4	676	3	
1	0	49	0	2	2	4	937	0	236	2	247	0	
1	0	18	0	1	0	4	937	0	191	2	1775	0	
1	0	26	0	0	0	4	937	0	36	2	379	0	
1	0	1	0	3	2	4	937	1	2051	2	1774	0	
1	0	23	0	0	3	2	98	1	1449	3	91	4	
1	0	46	0	1	0	2	98	3	1491	3	249	4	
1	0	10	0	4	2	2	98	3	303	3	2063	4	
1	2	4	1	0	2	1	530	3	270	4	1355	4	
1	1	10	1	4	3	1	530	3	430	4	631	4	
1	2	12	1	4	2	1	530	2	1057	4	1054	4	
1	1	31	1	1	0	1	530	3	1327	4	280	4	
1	2	41	1	4	4	1	530	2	1541	4	631	4	
1	1	1	1	2	1	1	530	3	429	4	1518	4	
1	0	9	0	2	2	0	409	0	1540	0	145	1	
1	0	34	0	2	2	0	409	3	1531	0	1011	1	
1	0	1	0	3	0	0	409	0	1156	0	2064	1	
1	0	50	0	2	0	2	177	3	2052	2	1330	3	
1	0	1	0	1	1	2	177	2	1533	2	676	3	
1	0	6	0	2	2	2	177	1	2053	2	1635	3	
1	1	35	1	4	4	3	938	1	498	3	665	2	
1	2	3	1	3	2	3	938	3	1950	3	1698	2	
1	1	18	1	0	1	3	938	2	693	3	576	2	
1	1	39	1	1	3	1	939	3	1341	2	1740	0	
1	0	48	0	3	1	2	940	3	2054	1	937	1	
1	0	21	0	1	1	2	940	2	1412	1	2065	1	
1	0	26	0	1	4	2	940	3	1411	1	442	1	
1	0	2	0	1	0	2	940	0	1592	1	626	1	
1	0	8	0	2	3	2	940	1	2040	1	1886	1	
1	1	33	1	1	3	0	941	0	1740	2	30	1	
1	2	39	1	3	3	0	941	3	2055	2	72	1	
1	2	40	1	1	1	0	941	2	833	2	1969	1	
1	1	14	1	2	2	0	18	0	1478	0	278	1	
1	1	8	1	3	4	0	18	2	1659	0	2066	1	
1	1	1	1	3	3	0	18	3	152	0	1903	1	
1	1	2	1	1	2	0	18	1	1713	0	2067	1	
1	1	21	1	1	3	0	18	1	1713	0	1513	1	
1	0	33	0	0	2	0	913	1	1105	3	381	1	
1	0	45	0	0	0	0	913	1	2056	3	381	1	
1	0	35	0	1	2	1	104	2	768	0	1711	4	
1	0	35	0	2	2	1	104	0	1440	0	140	4	
1	0	40	0	2	4	0	182	3	683	4	1289	2	
1	0	46	0	3	4	0	182	2	61	4	322	2	
1	0	12	0	4	1	2	942	0	2057	3	2068	3	
1	0	48	0	1	2	2	942	3	1325	3	941	3	
1	0	11	0	0	0	2	942	0	1283	3	150	3	
1	0	21	0	1	4	2	942	3	1356	3	558	3	
1	0	5	0	3	4	2	942	1	336	3	151	3	
1	0	15	0	4	3	0	1	3	320	4	2069	0	
1	0	26	0	4	1	0	1	0	2058	4	1422	0	
1	0	36	0	0	1	0	1	2	1278	4	1685	0	
1	0	25	0	1	3	0	1	3	1317	4	332	0	
1	0	21	0	1	0	0	1	3	1992	4	334	0	
1	0	48	0	0	3	0	1	2	1992	4	336	0	
1	0	43	0	2	2	0	1	3	1317	4	686	0	
1	1	32	1	0	1	4	943	3	194	4	331	0	
1	1	9	1	1	0	4	943	1	30	4	2070	0	
1	2	2	1	0	4	4	943	2	330	4	1782	0	
1	1	41	1	0	1	4	943	1	80	4	718	0	
1	1	28	1	0	2	4	943	3	125	4	340	0	
1	1	40	1	3	4	1	944	2	462	4	207	1	
1	0	37	0	3	3	3	945	0	309	4	1253	1	
1	0	11	0	0	3	3	945	2	1366	4	2071	1	
1	0	41	0	1	1	3	945	3	138	4	1155	1	
1	0	23	0	3	0	3	945	2	1513	4	105	1	
1	0	47	0	0	3	3	945	3	1137	4	4	1	
1	2	50	1	4	0	4	541	2	1989	3	2072	2	
1	2	45	1	0	4	4	541	1	1143	3	1100	2	
1	1	1	1	0	1	4	541	0	1143	3	2032	2	
1	2	15	1	1	4	4	541	0	1519	3	2004	2	
1	1	5	1	1	1	4	541	2	1919	3	1520	2	
1	1	26	1	3	4	4	541	1	640	3	636	2	
1	1	46	1	2	1	4	541	3	640	3	2073	2	
1	2	17	1	2	4	3	946	2	429	2	1965	3	
1	1	4	1	3	4	3	946	1	1593	2	110	3	
1	0	28	0	2	1	3	947	3	32	4	643	1	
1	0	43	0	1	3	3	947	1	2059	4	823	1	
1	0	37	0	0	3	3	947	1	1697	4	2025	1	
1	0	42	0	2	1	3	947	0	84	4	1124	1	
1	0	30	0	4	3	3	947	3	524	4	35	1	
1	2	12	1	1	3	1	948	3	317	4	1724	1	
1	1	45	1	4	2	1	948	3	327	4	302	1	
1	2	42	1	1	3	1	948	1	1808	4	330	1	
1	2	1	1	4	4	1	948	3	964	4	715	1	
1	0	37	0	3	0	2	949	0	1460	2	909	0	
1	0	17	0	3	3	2	949	3	2031	2	1417	0	
1	0	15	0	0	2	2	949	2	1443	2	1141	0	
1	0	35	0	4	0	2	949	3	2031	2	841	0	
1	0	45	0	4	1	2	949	0	378	2	773	0	
1	0	48	0	0	2	2	949	2	411	2	869	0	
1	0	16	0	1	0	1	950	1	999	4	723	0	
1	0	29	0	4	1	1	950	0	1631	4	471	0	
1	0	43	0	2	3	1	950	1	2060	4	137	0	
1	0	46	0	0	3	1	950	1	130	4	1557	0	
1	0	15	0	2	4	1	950	3	1885	4	1125	0	
1	0	43	0	1	3	1	950	2	679	4	720	0	
1	0	45	0	2	3	1	950	1	612	4	722	0	
1	0	19	0	2	2	0	511	1	136	4	533	1	
1	0	6	0	0	4	0	511	2	133	4	1270	1	
1	0	43	0	2	0	0	511	2	984	4	2074	1	
1	0	1	0	0	3	0	511	0	711	4	1412	1	
1	0	44	0	4	4	0	511	3	0	4	3	1	
1	0	9	0	2	1	0	511	2	1630	4	647	1	
1	1	36	1	1	3	3	951	0	2061	4	2075	0	
1	0	5	0	4	0	1	952	2	1513	0	139	1	
1	0	48	0	4	3	1	952	1	1513	0	708	1	
1	0	49	0	2	0	1	952	1	1514	0	2076	1	
1	0	14	0	1	0	1	952	2	97	0	2077	1	
1	0	26	0	1	2	1	952	0	1513	0	709	1	
1	0	49	0	2	2	1	952	2	299	0	311	1	
1	0	46	0	2	3	3	349	0	1290	4	1463	1	
1	0	27	0	3	3	3	349	3	712	4	359	1	
1	0	6	0	4	0	3	349	2	1675	4	1315	1	
1	2	33	1	2	3	4	953	0	173	4	14	4	
1	1	32	1	3	1	4	953	2	1354	4	2078	4	
1	2	45	1	4	3	4	953	0	384	4	187	4	
1	2	41	1	1	0	4	953	3	1617	4	186	4	
1	2	43	1	0	0	4	953	2	973	4	1022	4	
1	0	29	0	1	4	3	954	3	1904	2	1602	0	
1	0	46	0	1	3	3	954	3	1626	2	1492	0	
1	1	18	1	0	1	2	955	1	63	0	487	3	
1	2	14	1	4	4	2	955	0	2062	0	488	3	
1	2	28	1	4	1	2	955	1	1225	0	2079	3	
1	1	50	1	1	2	1	229	0	1456	1	110	2	
1	1	41	1	1	2	4	550	1	1828	1	2010	3	
1	1	40	1	1	0	4	550	0	1560	1	1842	3	
1	2	21	1	0	0	4	550	1	610	1	2080	3	
1	2	48	1	1	1	4	550	1	1828	1	241	3	
1	2	19	1	0	0	3	956	1	1456	1	752	3	
1	1	39	1	4	0	3	956	2	1456	1	541	3	
1	2	12	1	0	3	3	956	1	594	1	1414	3	
1	2	7	1	1	2	3	956	1	1900	1	898	3	
1	1	2	1	1	4	3	956	2	382	1	1414	3	
1	1	17	1	1	3	3	956	2	382	1	1414	3	
1	1	36	1	0	4	3	956	0	101	1	897	3	
1	0	34	0	2	2	0	957	2	1019	3	2081	3	
1	0	25	0	2	4	0	957	1	827	3	362	3	
1	0	41	0	2	2	0	957	0	674	3	599	3	
1	1	31	1	2	0	2	794	2	1608	4	844	3	
1	2	9	1	4	2	2	794	1	293	4	1167	3	
1	2	34	1	0	3	2	794	0	1267	4	572	3	
1	1	38	1	2	0	2	794	2	1210	4	1166	3	
1	1	36	1	1	1	2	794	3	571	4	1296	3	
1	1	22	1	4	3	2	794	2	2063	4	1166	3	
1	0	46	0	2	3	1	34	2	2064	3	375	0	
1	0	10	0	2	1	0	303	0	1317	4	1822	3	
1	0	27	0	3	2	0	930	1	1628	1	1529	1	
1	0	27	0	4	3	0	930	1	343	1	1388	1	
1	1	13	1	4	1	1	958	3	203	0	1326	0	
1	1	37	1	2	2	1	958	3	64	0	719	0	
1	1	23	1	4	3	1	958	0	29	0	579	0	
1	1	15	1	3	0	1	958	1	64	0	301	0	
1	2	5	1	0	1	1	958	2	2065	0	1276	0	
1	0	17	0	2	0	3	959	1	1164	3	2082	0	
1	0	15	0	1	2	3	959	3	2066	3	544	0	
1	0	27	0	1	1	3	959	1	748	3	1083	0	
1	0	10	0	2	3	3	959	0	545	3	2083	0	
1	0	31	0	1	1	3	959	0	966	3	1769	0	
1	0	15	0	1	3	3	959	3	2067	3	868	0	
1	0	32	0	3	4	3	959	0	1165	3	1366	0	
1	0	47	0	3	3	1	960	0	370	3	2084	0	
1	0	40	0	4	2	1	960	3	232	3	1746	0	
1	0	14	0	3	3	1	960	3	655	3	886	0	
1	0	46	0	2	4	1	960	1	658	3	37	0	
1	1	9	1	2	3	0	961	0	2068	3	1771	4	
1	1	40	1	4	0	0	961	2	1211	3	241	4	
1	2	37	1	2	1	0	961	3	1850	3	568	4	
1	0	5	0	1	0	1	445	3	625	2	42	4	
1	0	24	0	0	2	1	445	1	1655	2	1947	4	
1	0	42	0	0	4	1	445	1	520	2	158	4	
1	0	40	0	1	3	1	445	0	316	2	2022	4	
1	0	45	0	4	1	1	445	2	1972	2	787	4	
1	0	29	0	4	0	1	445	2	37	2	2085	4	
1	2	50	1	1	1	1	962	0	1482	2	2086	4	
1	1	23	1	4	2	1	962	0	1704	2	1009	4	
1	1	24	1	1	4	1	70	1	1615	0	949	4	
1	1	46	1	3	3	1	70	2	2069	0	1662	4	
1	1	18	1	0	1	1	70	2	1006	0	2087	4	
1	2	37	1	0	2	1	70	0	1352	0	277	4	
1	2	25	1	4	4	1	70	0	1882	0	949	4	
1	1	37	1	1	1	1	70	3	1803	0	1537	4	
1	2	26	1	3	0	1	70	1	420	0	2088	4	
1	0	1	0	4	1	4	963	2	2070	4	1469	4	
1	0	8	0	0	0	4	963	0	2036	4	2058	4	
1	0	16	0	3	0	4	963	1	694	4	851	4	
1	0	38	0	1	3	4	963	1	2036	4	2089	4	
1	0	12	0	4	3	4	963	0	3	4	977	4	
1	0	14	0	2	0	4	963	0	694	4	1184	4	
1	0	3	0	4	0	4	963	1	959	4	1002	4	
1	1	11	1	0	0	4	964	1	1040	1	504	2	
1	1	44	1	4	2	4	964	1	1041	1	2090	2	
