tableid,timeline,agg,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,c11,c12,
1,7,1,0,0,0,3,1349,2,60,2,0,8,2,0,
1,6,1,0,0,0,1,223,1,146,3,0,3,3,0,
1,6,1,0,0,0,1,1094,1,48,3,0,1,3,3,
1,6,1,0,6,0,0,1364,0,174,0,0,1,0,0,
1,6,1,0,6,0,0,1158,1,76,0,0,1,0,3,
1,9,1,0,6,0,0,883,1,1667,6,0,8,6,3,
1,4,1,0,1,0,3,104,2,229,2,0,3,2,0,
1,6,1,0,0,0,0,1054,1,284,0,0,1,0,4,
1,9,1,0,0,0,1,29,3,56,6,0,9,6,3,
1,6,1,0,6,0,0,571,0,166,3,0,0,3,3,
1,7,1,0,0,4,2,50,5,358,3,0,6,3,0,
1,10,1,0,0,0,1,151,2,133,2,0,5,2,3,
1,6,1,0,6,0,3,1176,2,440,2,0,7,2,1,
1,5,1,0,6,0,0,1397,2,48,2,0,7,2,4,
1,6,1,0,6,4,3,524,0,171,0,0,8,0,0,
1,7,1,0,6,0,1,1305,1,12,0,0,9,0,0,
1,6,1,0,6,0,6,769,2,171,2,0,6,2,1,
1,6,1,0,0,0,0,703,0,164,0,0,1,0,0,
1,5,1,0,6,0,0,972,2,275,2,0,7,2,3,
1,3,1,0,6,0,3,294,2,298,2,0,0,2,0,
1,8,1,0,0,5,3,96,2,210,2,0,6,2,4,
1,7,1,0,8,5,0,209,5,316,8,1,0,8,3,
1,6,1,0,6,0,2,1324,0,88,0,1,5,0,0,
1,8,1,0,0,0,0,831,5,257,0,0,6,0,0,
1,2,1,0,0,1,3,795,2,17,2,1,2,2,3,
1,7,1,0,0,4,6,961,5,1498,5,0,4,5,3,
1,7,1,0,0,4,6,319,5,1897,5,0,4,5,3,
1,8,1,0,6,0,8,261,4,1113,1,0,4,1,3,
1,7,1,0,0,5,6,115,1,47,6,0,4,6,3,
1,6,1,0,0,5,5,1265,1,100,4,1,4,4,6,
1,6,1,0,6,2,0,593,0,92,0,0,0,0,3,
1,9,1,0,0,6,2,93,1,168,0,0,5,0,1,
1,8,1,0,0,1,1,611,3,610,0,0,8,0,1,
1,8,1,0,0,0,1,1199,2,841,2,0,1,2,0,
1,7,1,0,6,2,2,984,5,877,6,0,5,6,0,
1,6,1,0,6,6,6,803,2,337,2,0,7,2,0,
1,6,1,0,6,0,0,119,2,348,2,0,6,2,6,
1,8,1,0,6,0,3,1251,5,337,4,0,2,4,6,
1,9,1,0,6,0,1,802,9,118,2,0,6,2,1,
1,8,1,0,6,0,0,115,2,233,2,1,1,2,5,
1,7,1,0,6,0,0,53,9,102,0,0,0,0,4,
1,8,1,0,0,5,6,1120,4,1135,5,0,6,5,5,
1,7,1,0,0,2,0,96,5,37,0,0,5,0,0,
1,6,1,0,0,0,0,543,0,421,0,0,8,0,0,
1,8,1,0,0,0,2,665,2,650,2,0,0,2,0,
1,4,1,0,0,0,0,291,0,302,0,1,0,0,0,
1,6,1,0,0,0,0,1080,2,619,2,0,0,2,3,
1,8,1,0,0,0,5,153,2,40,2,0,5,2,3,
1,6,1,0,0,5,0,277,2,883,2,0,6,2,3,
1,5,1,0,0,0,3,983,2,816,2,0,1,2,0,
1,7,1,0,0,2,0,517,2,692,2,0,1,2,3,
1,7,1,0,6,0,0,154,4,220,0,0,4,0,3,
1,8,1,0,0,0,2,1381,2,92,2,0,0,2,0,
1,7,1,0,0,0,3,731,2,75,2,0,9,2,3,
1,5,1,0,0,0,0,101,2,136,2,0,0,2,4,
1,8,1,0,6,0,1,218,4,323,5,0,11,5,0,
1,7,1,0,0,0,6,395,1,229,5,0,11,5,0,
1,9,1,0,6,0,3,883,4,20,4,0,0,4,4,
1,7,1,0,0,5,0,898,1,1318,0,0,0,0,4,
1,6,1,0,6,2,2,2,2,535,2,0,1,2,0,
1,8,1,0,0,0,0,1344,5,162,0,0,4,0,3,
1,7,1,0,6,0,4,1138,1,613,0,1,4,0,6,
1,6,1,0,6,0,0,1025,0,436,0,0,4,0,0,
1,8,1,0,0,0,6,543,4,1441,2,0,5,2,0,
1,6,1,0,1,0,3,288,3,69,0,0,0,0,4,
1,6,1,0,6,0,3,339,2,674,2,0,10,2,3,
1,7,1,3,6,0,0,932,1,139,0,0,0,0,4,
1,6,1,0,0,2,2,897,1,38,3,0,1,3,4,
1,7,1,0,0,0,0,1266,2,92,2,0,1,2,3,
1,8,1,0,0,0,0,41,2,56,2,0,0,2,5,
1,8,1,0,0,0,2,540,4,608,0,0,0,0,3,
1,7,1,0,0,0,0,6,1,900,7,1,4,7,0,
1,6,1,0,0,0,0,971,0,763,0,1,4,0,3,
1,7,1,0,1,0,3,798,2,382,2,0,1,2,3,
1,8,1,0,0,4,0,1097,4,56,7,0,1,7,0,
1,7,1,0,1,0,0,1034,1,1898,0,0,4,0,3,
1,6,1,0,6,0,3,877,5,620,0,0,5,0,1,
1,6,1,0,6,0,0,576,2,435,2,0,5,2,3,
1,8,1,0,6,0,6,967,5,1033,2,0,9,2,5,
1,6,1,0,6,0,0,960,0,1098,3,0,7,3,3,
1,6,1,0,6,0,0,1100,2,218,2,0,5,2,0,
1,9,1,0,0,0,3,105,2,214,2,0,6,2,5,
1,6,1,0,0,5,0,1306,2,92,2,1,2,2,0,
1,8,1,0,6,0,3,1035,5,216,0,0,1,0,0,
1,6,1,0,6,0,0,1259,0,382,0,0,0,0,2,
1,7,1,0,6,0,0,1049,1,30,0,0,6,0,0,
1,7,1,0,0,0,0,216,1,485,0,0,3,0,0,
1,8,1,0,0,0,0,104,5,21,0,0,7,0,3,
1,6,1,0,6,4,3,1102,0,10,4,0,5,4,3,
1,8,1,0,6,0,3,164,1,174,4,0,2,4,3,
1,8,1,0,6,0,0,1370,4,447,0,0,0,0,0,
1,7,1,0,4,0,0,401,5,166,0,0,8,0,0,
1,8,1,0,0,0,6,146,5,89,8,0,0,8,3,
1,7,1,0,0,0,3,109,5,1218,0,0,0,0,1,
1,9,1,0,0,0,2,585,3,23,0,1,4,0,0,
1,8,1,0,0,5,0,1294,9,14,3,0,1,3,0,
1,6,1,0,6,0,2,367,0,76,3,0,6,3,3,
1,7,1,0,0,0,4,179,2,850,2,1,9,2,3,
1,6,1,0,6,0,2,374,0,199,3,0,4,3,4,
1,7,1,0,6,0,0,482,0,1829,0,0,4,0,0,
1,7,1,0,0,5,5,1293,2,274,2,0,6,2,0,
1,5,1,0,1,0,3,26,0,551,0,0,7,0,3,
1,6,1,0,0,0,0,1185,2,233,2,0,8,2,2,
1,6,1,0,0,0,3,593,0,54,2,0,0,2,3,
1,7,1,0,6,0,0,1404,5,5,5,0,4,5,0,
1,7,1,0,0,5,2,465,5,153,0,0,0,0,3,
1,6,1,0,0,0,0,800,5,12,5,0,7,5,5,
1,8,1,0,6,0,3,1318,2,61,2,0,8,2,0,
1,6,1,0,6,0,0,1207,5,192,0,0,6,0,4,
1,8,1,0,0,0,2,487,4,722,5,0,6,5,3,
1,7,1,0,6,0,0,720,4,323,5,0,0,5,3,
1,6,1,0,6,0,0,933,2,27,2,0,0,2,3,
1,7,1,0,1,0,0,417,2,1031,2,0,9,2,0,
1,8,1,0,0,2,0,188,4,348,2,0,0,2,4,
1,7,1,0,1,0,2,1241,0,176,3,0,0,3,6,
1,6,1,0,6,0,0,1003,2,133,2,0,0,2,5,
1,6,1,0,0,0,3,129,1,447,0,0,8,0,0,
1,7,1,0,6,0,0,1292,5,1045,0,0,6,0,4,
1,4,1,0,6,0,3,396,2,100,2,0,4,2,3,
1,8,1,0,0,0,0,1392,5,233,2,0,3,2,3,
1,7,1,0,6,0,2,527,5,83,6,0,8,6,3,
1,7,1,0,0,0,3,248,0,3,0,0,6,0,1,
1,6,1,0,0,0,0,232,2,419,2,0,4,2,3,
1,3,1,0,0,0,3,411,1,133,4,0,0,4,4,
1,7,1,0,0,0,0,444,4,140,0,1,0,0,4,
1,6,1,0,6,0,4,1260,2,166,2,0,7,2,2,
1,9,1,0,0,0,0,907,4,775,3,0,6,3,3,
1,8,1,0,6,0,2,1390,5,288,0,0,6,0,4,
1,6,1,4,6,0,0,1239,2,146,2,1,6,2,2,
1,6,1,0,0,0,0,1161,2,108,2,0,6,2,0,
1,7,1,0,0,5,5,47,1,436,7,1,1,7,4,
1,7,1,0,6,0,1,374,5,1064,6,0,1,6,5,
1,6,1,0,6,0,0,1210,2,125,2,0,8,2,3,
1,7,1,0,0,4,5,355,4,174,4,0,0,4,0,
1,8,1,6,0,0,0,1258,2,116,2,1,2,2,6,
1,6,1,0,0,6,2,274,1,610,3,0,5,3,4,
1,6,1,0,6,0,0,80,2,448,2,0,1,2,1,
1,3,1,0,0,0,5,164,2,435,2,0,2,2,3,
1,5,1,0,0,0,2,1209,1,223,3,0,4,3,3,
1,6,1,0,6,2,0,695,1,125,0,0,6,0,0,
1,8,1,0,0,6,0,1381,1,56,0,0,6,0,5,
1,8,1,0,6,0,0,781,5,302,0,0,8,0,4,
1,6,1,0,6,0,0,664,0,107,0,0,2,0,0,
1,4,1,0,0,5,3,855,2,19,2,0,6,2,2,
1,6,1,0,6,0,2,428,5,72,4,0,0,4,4,
1,6,1,0,6,0,3,4,2,43,2,0,9,2,3,
1,5,1,0,0,4,2,632,1,435,0,0,3,0,4,
1,8,1,0,0,0,2,1141,2,71,2,0,5,2,3,
1,5,1,0,6,0,0,625,8,369,0,0,1,0,4,
1,8,1,0,0,0,1,1006,5,1205,0,0,0,0,4,
1,9,1,0,6,0,0,570,9,3,0,0,6,0,5,
1,7,1,0,0,0,0,301,2,303,2,0,10,2,5,
1,7,1,0,0,5,0,619,2,176,2,0,0,2,0,
1,5,1,0,0,0,3,1174,0,370,4,0,7,4,6,
1,7,1,0,0,0,0,293,1,513,0,0,11,0,3,
1,5,1,0,6,1,0,1183,0,359,0,0,1,0,3,
1,3,1,0,1,0,3,447,8,684,4,0,1,4,3,
1,6,1,0,6,0,3,17,2,166,2,0,8,2,0,
1,7,1,0,0,2,0,269,5,107,0,1,7,0,1,
1,7,1,0,0,0,3,539,5,288,0,0,3,0,5,
1,6,1,0,6,0,2,1345,2,274,2,1,2,2,6,
1,6,1,0,6,0,2,413,5,190,3,0,0,3,3,
1,9,1,0,0,5,0,624,1,49,0,0,0,0,3,
1,7,1,0,0,4,3,601,2,589,2,0,5,2,4,
1,7,1,0,6,0,6,37,4,340,5,0,8,5,1,
1,6,1,0,0,0,0,695,2,343,2,1,6,2,6,
1,7,1,0,6,0,6,768,4,56,0,0,5,0,0,
1,6,1,0,0,0,2,1120,0,944,0,0,0,0,3,
1,8,1,0,0,4,3,277,4,528,4,0,6,4,3,
1,8,1,0,6,0,1,514,5,214,5,0,8,5,5,
1,8,1,0,0,0,0,1415,4,1061,4,1,2,4,3,
1,9,1,0,0,4,5,154,9,1351,4,0,6,4,3,
1,7,1,0,0,0,3,1149,2,382,2,0,2,2,4,
1,8,1,0,0,0,6,180,2,1899,2,0,2,2,4,
1,6,1,0,0,0,2,297,0,998,0,0,11,0,4,
1,8,1,0,0,0,2,445,4,8,0,0,0,0,0,
1,9,1,0,6,0,2,908,9,816,4,0,0,4,0,
1,7,1,0,0,0,2,391,2,130,2,1,3,2,0,
1,4,1,0,6,1,0,599,8,448,0,0,0,0,0,
1,6,1,0,6,0,0,303,1,335,0,0,3,0,3,
1,9,1,0,0,0,1,611,4,863,6,0,7,6,0,
1,8,1,0,6,5,5,1112,4,9,3,1,5,3,3,
1,8,1,0,6,0,2,992,5,108,3,0,0,3,0,
1,3,1,0,0,4,3,1215,8,30,0,0,5,0,0,
1,7,1,0,0,0,6,1010,1,659,0,0,9,0,6,
1,6,1,0,0,0,0,1125,1,27,0,0,3,0,0,
1,7,1,0,0,0,0,863,2,899,2,1,4,2,3,
1,8,1,0,0,5,6,546,5,513,3,1,6,3,4,
1,7,1,0,6,0,3,762,2,46,2,0,0,2,4,
1,6,1,0,0,5,0,829,0,1,0,0,0,0,4,
1,5,1,0,6,0,0,1176,1,373,0,0,5,0,3,
1,7,1,0,0,0,3,739,2,100,2,0,5,2,3,
1,6,1,0,0,0,3,1115,0,447,4,0,3,4,5,
1,6,1,0,6,0,2,926,2,171,2,0,8,2,0,
1,6,1,0,6,0,0,344,0,131,0,0,1,0,0,
1,8,1,0,6,0,3,432,5,775,4,0,0,4,4,
1,6,1,0,0,2,0,445,0,302,0,0,4,0,3,
1,6,1,0,6,0,2,96,2,76,2,0,1,2,3,
1,10,1,0,6,0,2,1207,7,128,4,0,6,4,0,
1,6,1,0,6,0,3,526,2,56,2,0,7,2,3,
1,7,1,0,6,0,0,1388,6,850,0,0,1,0,6,
1,8,1,3,0,0,4,103,2,1012,2,0,4,2,0,
1,7,1,0,0,5,3,1079,2,427,2,0,5,2,3,
1,6,1,0,0,0,2,1273,0,709,4,0,8,4,1,
1,8,1,0,0,0,0,931,5,337,2,0,1,2,3,
1,6,1,0,0,5,5,743,1,80,7,1,2,7,4,
1,8,1,0,0,6,2,1399,2,485,2,0,6,2,3,
1,6,1,0,6,0,0,579,5,288,0,0,6,0,0,
1,8,1,0,0,4,5,1294,0,10,7,0,0,7,0,
1,7,1,0,6,0,0,870,1,38,0,0,3,0,0,
1,4,1,0,0,5,5,1179,8,337,7,0,6,7,3,
1,6,1,0,6,0,6,657,2,722,2,0,9,2,1,
1,7,1,0,2,5,5,280,4,92,4,1,5,4,3,
1,7,1,0,6,0,0,1372,1,92,0,0,5,0,3,
1,7,1,0,6,0,0,1251,2,200,2,0,1,2,1,
1,6,1,0,6,0,0,367,2,118,2,0,5,2,3,
1,5,1,0,0,0,3,888,0,589,3,0,6,3,3,
1,7,1,6,0,0,4,147,2,359,2,1,2,2,6,
1,4,1,0,6,0,3,632,8,263,4,0,2,4,6,
1,7,1,0,0,0,0,146,5,924,0,0,0,0,1,
1,6,1,0,6,0,0,625,1,1157,0,0,5,0,3,
1,8,1,0,0,0,0,1239,2,215,2,0,7,2,4,
1,7,1,0,0,0,2,938,9,12,0,0,1,0,4,
1,6,1,1,0,0,3,1431,2,186,2,0,1,2,4,
1,5,1,0,0,2,3,150,0,89,4,0,0,4,6,
1,7,1,0,6,0,0,978,1,1274,0,0,6,0,0,
1,7,1,0,6,0,2,871,9,358,4,0,6,4,4,
1,8,1,0,6,0,3,1169,1,242,4,0,11,4,5,
1,6,1,0,9,0,2,6,0,118,0,0,1,0,2,
1,10,1,0,0,0,1,603,2,997,2,0,0,2,0,
1,4,1,0,0,5,3,1298,0,30,0,0,6,0,3,
1,8,1,0,0,0,3,322,4,175,0,0,7,0,6,
1,6,1,0,6,0,0,900,0,56,0,1,0,0,4,
1,6,1,0,0,6,5,879,2,883,2,0,8,2,3,
1,6,1,0,1,0,4,266,0,53,2,0,1,2,6,
1,8,1,0,6,0,0,573,2,88,2,0,6,2,3,
1,6,1,0,6,0,0,1360,0,164,0,0,0,0,2,
1,7,1,0,0,0,0,263,0,81,0,0,5,0,3,
1,7,1,0,0,0,0,505,2,205,2,0,6,2,0,
1,6,1,0,6,0,6,1087,2,669,2,1,9,2,6,
1,8,1,0,6,0,3,1360,5,88,4,0,5,4,6,
1,8,1,0,6,0,0,977,2,3,2,0,7,2,4,
1,2,1,0,0,5,5,508,8,5,7,0,5,7,4,
1,6,1,0,0,1,3,75,2,384,2,0,2,2,2,
1,6,1,0,6,0,0,208,3,33,2,0,6,2,4,
1,6,1,0,0,0,6,622,0,18,0,0,1,0,0,
1,8,1,0,3,0,1,103,2,168,6,0,8,6,4,
1,8,1,0,6,0,1,1358,5,674,6,1,9,6,3,
1,6,1,0,0,4,0,754,2,47,2,0,7,2,4,
1,6,1,0,0,0,3,659,2,775,2,0,1,2,2,
1,10,1,0,0,0,7,965,3,693,6,0,3,6,3,
1,6,1,0,6,0,0,593,5,39,2,0,2,2,3,
1,8,1,0,6,0,2,1082,1,171,0,0,6,0,4,
1,7,1,0,6,0,0,909,2,164,2,0,0,2,0,
1,6,1,0,6,0,6,1256,1,280,3,1,9,3,6,
1,6,1,0,6,2,0,1100,0,17,0,0,7,0,3,
1,7,1,0,0,0,0,43,1,440,4,0,7,4,2,
1,7,1,0,6,0,0,698,2,227,2,0,6,2,0,
1,9,1,0,0,5,0,1110,5,119,0,0,0,0,3,
1,3,1,0,0,0,3,253,0,33,4,0,0,4,2,
1,8,1,0,6,0,2,442,1,133,2,0,1,2,4,
1,8,1,0,0,0,0,1000,6,348,0,0,1,0,4,
1,6,1,0,6,2,0,214,0,112,5,0,4,5,0,
1,8,1,0,6,0,2,1420,0,12,3,0,3,3,3,
1,6,1,0,0,0,3,238,2,206,2,0,0,2,3,
1,6,1,0,0,0,2,995,0,190,4,0,8,4,3,
1,7,1,0,0,0,0,1375,1,709,3,0,8,3,3,
1,7,1,0,0,4,0,182,1,88,0,0,6,0,4,
1,8,1,0,0,1,0,466,5,435,0,0,1,0,3,
1,8,1,0,0,6,3,656,4,168,4,0,6,4,3,
1,7,1,0,0,0,2,263,2,166,2,0,5,2,0,
1,6,1,0,0,0,0,155,1,164,0,0,1,0,0,
1,6,1,0,6,0,3,925,1,420,2,0,9,2,4,
1,7,1,0,0,0,3,601,2,20,2,0,0,2,1,
1,8,1,0,4,0,2,50,5,382,3,0,2,3,3,
1,3,1,0,0,6,0,904,2,0,2,0,8,2,1,
1,10,1,6,0,0,5,1186,2,174,2,1,2,2,6,
1,0,1,0,0,5,5,92,8,176,0,0,0,0,3,
1,7,1,0,6,0,0,1249,4,56,4,0,7,4,0,
1,6,1,0,6,0,0,415,0,622,0,0,5,0,3,
1,3,1,0,6,0,3,303,0,863,4,1,9,4,5,
1,7,1,0,0,0,0,1043,0,1205,0,0,8,0,3,
1,5,1,0,0,2,3,81,5,125,0,1,0,0,3,
1,8,1,0,6,0,2,6,9,3,0,0,0,0,4,
1,4,1,0,6,0,0,263,0,327,2,0,6,2,3,
1,4,1,0,6,0,0,749,0,286,2,0,6,2,3,
1,6,1,0,6,0,0,1107,1,135,0,0,6,0,0,
1,7,1,0,0,0,0,306,2,3,2,0,7,2,3,
1,7,1,0,6,0,2,947,1,169,3,0,6,3,6,
1,7,1,0,6,0,3,1007,5,14,3,0,2,3,4,
1,5,1,0,6,0,3,1241,0,37,0,0,1,0,0,
1,6,1,0,6,0,0,267,0,96,0,0,7,0,3,
1,5,1,0,0,0,0,492,0,40,4,0,8,4,3,
1,6,1,0,0,2,0,52,0,343,0,1,1,0,3,
1,7,1,0,6,0,2,1127,2,284,2,0,9,2,3,
1,5,1,0,6,0,0,72,0,351,0,0,6,0,3,
1,5,1,0,6,0,0,871,8,176,0,0,6,0,3,
1,9,1,0,0,6,8,739,9,513,1,0,1,1,2,
1,6,1,0,0,5,0,639,2,439,2,0,0,2,4,
1,6,1,0,6,0,0,738,1,337,4,0,5,4,3,
1,8,1,0,0,0,0,1267,5,92,0,1,5,0,3,
1,6,1,0,0,5,0,1154,2,359,2,0,4,2,0,
1,8,1,0,6,0,0,1164,2,186,2,0,5,2,2,
1,5,1,0,6,0,0,578,0,164,4,0,1,4,0,
1,6,1,0,6,0,0,212,2,341,2,0,6,2,2,
1,6,1,0,0,0,0,1350,2,51,2,0,3,2,1,
1,7,1,0,0,0,1,1038,1,841,0,0,8,0,0,
1,7,1,0,0,0,4,1203,2,153,2,0,1,2,0,
1,7,1,0,0,0,2,1277,2,1220,2,1,2,2,0,
1,6,1,0,6,0,3,887,1,435,0,0,1,0,3,
1,8,1,0,6,0,0,445,5,538,0,1,5,0,3,
1,8,1,0,0,0,2,71,2,146,2,0,2,2,3,
1,8,1,0,6,0,3,731,2,298,2,0,6,2,0,
1,7,1,0,0,4,0,1420,0,26,3,0,1,3,0,
1,7,1,0,0,0,2,768,4,460,2,0,4,2,3,
1,7,1,0,6,0,6,924,2,136,2,0,1,2,3,
1,9,1,0,6,0,0,1061,2,968,2,0,6,2,0,
1,7,1,0,0,0,2,522,5,168,0,0,0,0,4,
1,6,1,0,6,0,0,836,0,107,0,0,6,0,3,
1,7,1,0,6,0,6,340,1,92,3,1,8,3,4,
1,8,1,0,0,0,2,439,5,978,5,0,1,5,5,
1,9,1,0,6,0,0,387,5,158,0,1,6,0,4,
1,7,1,0,0,0,0,1008,0,358,0,1,1,0,3,
1,7,1,0,0,0,3,370,2,288,2,0,6,2,2,
1,6,1,0,6,0,2,993,1,546,0,0,7,0,3,
1,7,1,0,6,0,2,575,5,359,0,0,7,0,0,
1,6,1,0,0,0,0,1329,1,130,0,0,1,0,0,
1,5,1,0,0,5,0,643,5,875,6,0,4,6,3,
1,6,1,0,0,5,5,413,0,693,7,0,1,7,0,
1,7,1,0,6,0,6,954,1,421,5,0,0,5,3,
1,6,1,0,0,0,3,452,1,43,0,0,0,0,3,
1,9,1,0,0,0,0,421,4,88,0,0,7,0,3,
1,8,1,0,0,0,0,597,4,1059,6,0,4,6,3,
1,6,1,0,0,1,0,142,1,172,0,0,0,0,3,
1,7,1,0,0,6,2,511,7,186,0,0,6,0,4,
1,6,1,0,6,2,0,782,2,54,2,1,2,2,3,
1,6,1,0,6,0,0,823,0,348,0,1,6,0,5,
1,7,1,0,6,1,2,78,0,223,3,0,3,3,3,
1,9,1,0,0,0,7,491,4,450,0,0,1,0,4,
1,9,1,0,0,0,6,415,4,421,5,0,6,5,6,
1,8,1,0,0,0,2,783,2,324,2,0,7,2,0,
1,6,1,0,6,0,6,687,0,21,0,0,0,0,4,
1,5,1,0,0,0,0,1104,2,200,2,0,7,2,3,
1,6,1,0,6,0,0,607,2,620,2,0,4,2,3,
1,6,1,0,6,0,6,895,1,172,0,0,0,0,4,
1,8,1,0,0,0,6,273,5,789,3,0,1,3,5,
1,4,1,0,6,0,3,1249,2,185,2,0,6,2,1,
1,7,1,0,1,0,5,934,2,97,2,1,5,2,3,
1,9,1,0,6,0,7,890,9,359,3,0,0,3,3,
1,6,1,0,0,0,0,981,2,1250,2,0,0,2,2,
1,7,1,0,6,0,1,568,1,435,3,0,6,3,4,
1,6,1,0,6,0,3,737,0,41,0,0,6,0,3,
1,9,1,0,6,1,6,361,1,1207,0,0,10,0,4,
1,6,1,0,6,0,0,812,5,841,0,0,3,0,3,
1,6,1,0,0,4,5,1132,5,447,7,0,6,7,3,
1,6,1,0,6,0,2,445,1,72,0,0,5,0,3,
1,7,1,0,6,0,0,1120,2,17,2,0,4,2,3,
1,7,1,0,0,0,0,450,2,275,2,0,6,2,0,
1,8,1,0,0,0,0,482,9,435,0,1,7,0,3,
1,8,1,0,0,0,4,289,2,177,2,0,6,2,3,
1,6,1,0,6,0,3,907,2,692,2,0,7,2,3,
1,7,1,0,0,2,0,653,2,775,2,1,8,2,5,
1,7,1,0,0,0,7,1128,4,43,8,0,0,8,3,
1,7,1,0,6,0,3,362,2,115,2,0,3,2,3,
1,6,1,0,0,0,0,866,2,115,2,1,5,2,2,
1,8,1,0,0,0,0,732,5,108,0,0,2,0,3,
1,8,1,1,0,0,2,45,5,513,0,0,1,0,0,
1,8,1,0,0,2,6,620,2,751,2,1,2,2,3,
1,5,1,0,0,4,3,1237,2,709,2,0,0,2,1,
1,7,1,0,6,0,0,1101,1,57,0,1,4,0,0,
1,6,1,0,0,0,0,1139,1,233,0,1,1,0,0,
1,8,1,0,0,5,5,593,1,513,7,0,5,7,4,
1,6,1,0,0,2,2,5,0,10,0,0,1,0,2,
1,6,1,0,0,6,0,442,0,863,0,0,6,0,3,
1,6,1,0,6,0,2,742,1,118,4,0,6,4,4,
1,7,1,0,6,4,0,212,1,65,0,0,4,0,5,
1,7,1,0,6,0,0,752,2,153,2,0,2,2,3,
1,9,1,0,0,0,8,520,2,620,2,0,1,2,0,
1,6,1,0,6,0,0,538,2,384,2,0,6,2,2,
1,6,1,0,6,0,0,1129,2,447,2,0,3,2,3,
1,7,1,0,0,0,0,74,5,1900,0,0,0,0,5,
1,7,1,0,6,0,3,654,0,1047,4,0,2,4,3,
1,8,1,0,0,0,6,398,5,21,3,0,7,3,3,
1,7,1,0,0,0,0,478,2,944,2,0,5,2,3,
1,5,1,0,0,0,0,89,0,40,0,0,5,0,6,
1,6,1,0,6,0,2,402,0,495,3,0,4,3,3,
1,6,1,0,0,2,3,258,1,186,3,0,1,3,0,
1,5,1,0,6,0,3,564,0,26,0,0,8,0,0,
1,8,1,0,6,0,6,867,4,1233,0,1,6,0,6,
1,7,1,0,0,0,1,1215,1,1901,0,0,4,0,0,
1,7,1,0,6,0,0,973,1,686,0,0,9,0,3,
1,6,1,0,0,5,3,646,1,1091,2,0,2,2,0,
1,7,1,0,0,2,0,1339,5,938,0,0,11,0,4,
1,6,1,0,0,4,0,1410,0,1894,0,0,6,0,4,
1,8,1,0,0,0,6,439,5,26,3,0,0,3,4,
1,7,1,0,0,0,0,976,1,693,4,0,1,4,0,
1,7,1,0,0,6,0,690,4,1,0,0,0,0,5,
1,7,1,0,0,6,0,233,4,286,0,0,0,0,5,
1,6,1,0,0,4,0,1129,5,76,4,0,6,4,3,
1,7,1,0,6,0,0,690,2,295,2,0,5,2,3,
1,9,1,0,0,0,0,568,5,89,0,0,6,0,3,
1,7,1,0,6,0,0,222,2,1212,2,0,1,2,4,
1,3,1,0,0,0,3,1110,8,108,4,0,0,4,5,
1,7,1,0,6,0,2,316,1,382,3,0,0,3,0,
1,8,1,0,0,0,2,1312,4,76,6,0,8,6,0,
1,6,1,0,6,0,0,1079,2,692,2,0,0,2,3,
1,9,1,0,0,0,2,1085,7,51,0,0,8,0,0,
1,7,1,0,0,5,5,386,1,88,7,0,8,7,4,
1,9,1,0,0,0,1,1059,4,49,3,0,0,3,6,
1,9,1,0,0,0,0,953,2,77,2,0,1,2,4,
1,8,1,0,0,0,0,1038,2,275,2,0,2,2,0,
1,8,1,0,0,0,3,1091,2,517,2,1,6,2,4,
1,6,1,0,6,0,0,427,0,354,0,0,1,0,3,
1,7,1,0,6,0,3,443,2,168,2,0,5,2,3,
1,7,1,0,6,0,0,342,1,337,6,0,0,6,4,
1,6,1,0,6,0,0,928,2,716,2,0,6,2,4,
1,7,1,0,0,2,0,1026,1,88,3,0,6,3,0,
1,7,1,0,0,0,3,1111,5,60,2,0,1,2,1,
1,6,1,0,6,0,2,60,0,122,3,0,1,3,2,
1,6,1,0,0,0,2,527,2,1323,2,0,5,2,3,
1,7,1,0,6,0,0,1047,2,37,2,0,7,2,0,
1,7,1,0,0,0,6,765,1,1048,6,0,0,6,0,
1,6,1,0,0,2,0,279,2,447,2,0,0,2,3,
1,8,1,0,6,0,2,739,5,41,4,0,3,4,0,
1,7,1,0,0,0,0,364,1,480,3,0,1,3,0,
1,8,1,0,0,0,6,28,9,324,0,0,8,0,3,
1,6,1,0,6,0,1,1386,2,3,2,0,0,2,0,
1,10,1,0,0,0,2,15,2,816,2,0,2,2,3,
1,6,1,0,0,0,0,591,2,298,2,0,5,2,0,
1,10,1,0,0,0,3,61,6,107,0,0,0,0,3,
1,6,1,0,0,0,0,585,0,1739,0,0,0,0,3,
1,9,1,0,0,5,5,985,1,157,7,0,7,7,4,
1,9,1,0,0,0,0,1424,2,125,2,0,7,2,0,
1,7,1,0,6,0,3,994,2,50,2,0,0,2,3,
1,5,1,0,6,0,4,386,5,419,5,0,9,5,3,
1,7,1,0,0,0,2,1247,1,382,0,0,8,0,1,
1,7,1,0,0,0,2,502,0,303,0,0,1,0,3,
1,6,1,0,0,0,3,1117,0,168,4,0,1,4,0,
1,6,1,0,6,0,0,717,2,88,2,0,11,2,5,
1,10,1,0,6,0,6,627,6,48,5,0,3,5,0,
1,7,1,0,6,0,0,479,2,472,2,0,4,2,4,
1,6,1,0,0,5,3,975,2,551,2,0,9,2,3,
1,9,1,0,0,0,0,364,5,166,0,0,2,0,3,
1,7,1,0,0,0,8,1140,5,239,5,0,6,5,3,
