tableid,timeline,agg,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,c11,c12,
1,8,1,0,1,0,2,485,1,194,1,0,5,1,4,
1,8,1,0,1,0,7,232,0,407,6,0,8,6,1,
1,7,1,0,4,0,1,145,3,627,4,0,0,4,2,
1,8,1,0,1,0,0,699,2,353,6,0,6,6,0,
1,3,1,0,1,0,6,1117,7,239,4,0,7,4,2,
1,9,1,0,1,0,1,950,0,159,0,0,2,0,1,
1,6,1,0,5,0,6,36,1,1839,1,0,1,1,2,
1,7,1,0,1,0,3,295,3,89,4,0,5,4,1,
1,8,1,0,1,0,5,146,2,286,1,0,6,1,2,
1,7,1,0,1,0,2,624,3,1032,0,0,6,0,1,
1,6,1,0,1,0,7,866,3,417,2,0,3,2,1,
1,7,1,0,1,0,2,377,2,1684,0,1,4,0,1,
1,10,1,0,1,0,1,34,5,213,2,0,6,2,0,
1,8,1,0,1,0,7,460,5,2427,0,2,0,0,2,
1,9,1,0,1,0,7,562,0,214,4,0,7,4,0,
1,9,1,0,1,0,6,775,4,214,7,0,6,7,6,
1,9,1,0,1,0,1,90,0,2,0,0,2,0,1,
1,8,1,0,1,0,0,667,2,2216,3,0,8,3,6,
1,7,1,0,1,0,2,228,2,290,0,0,3,0,5,
1,8,1,0,1,0,4,1047,2,262,2,0,8,2,1,
1,7,1,0,1,0,6,960,3,621,7,0,6,7,2,
1,7,1,0,5,0,3,428,1,242,1,0,8,1,2,
1,7,1,2,1,0,2,777,3,55,6,0,0,6,2,
1,9,1,0,1,2,2,734,5,432,0,0,6,0,2,
1,5,1,0,5,0,1,737,7,416,2,0,8,2,4,
1,7,1,0,1,2,1,515,3,408,8,0,8,8,1,
1,6,1,0,1,0,7,379,3,0,2,0,8,2,4,
1,6,1,0,5,0,1,954,3,269,2,0,2,2,2,
1,8,1,0,1,0,4,388,9,260,2,0,8,2,2,
1,7,1,0,1,0,1,235,3,168,0,0,0,0,0,
1,8,1,0,10,0,2,575,2,968,3,0,8,3,2,
1,8,1,0,1,0,4,299,2,1761,0,0,9,0,2,
1,5,1,0,1,2,3,823,7,343,4,0,8,4,1,
1,8,1,0,1,0,3,1139,7,408,4,0,6,4,1,
1,8,1,0,1,0,3,1319,7,1000,4,0,6,4,1,
1,10,1,0,1,0,7,1429,1,1298,1,2,11,1,0,
1,7,1,0,1,0,2,862,3,50,0,0,2,0,1,
1,7,1,0,5,0,1,750,3,33,4,0,3,4,0,
1,9,1,0,10,0,0,1311,1,779,1,0,6,1,2,
1,9,1,0,5,0,3,911,0,712,4,2,0,4,1,
1,7,1,0,9,0,3,1088,3,426,2,0,3,2,2,
1,7,1,0,1,0,7,881,3,901,5,2,7,5,2,
1,7,1,0,5,0,8,139,4,19,8,0,10,8,6,
1,7,1,0,1,0,2,805,2,770,2,0,8,2,2,
1,7,1,0,9,0,0,186,3,257,3,0,2,3,2,
1,6,1,0,1,0,3,1354,3,183,5,0,8,5,2,
1,8,1,0,1,0,2,903,0,573,0,0,3,0,5,
1,7,1,0,1,0,1,576,7,257,4,0,8,4,2,
1,7,1,0,1,0,7,485,3,235,5,0,5,5,2,
1,8,1,0,1,0,6,861,0,695,7,1,0,7,1,
1,9,1,0,5,0,3,111,0,149,7,0,1,7,5,
1,7,1,0,1,2,1,1234,3,76,4,0,6,4,2,
1,8,1,0,1,2,2,912,0,359,0,0,8,0,2,
1,7,1,0,1,0,8,994,1,309,1,0,0,1,2,
1,7,1,0,1,0,3,1125,2,55,4,0,3,4,1,
1,8,1,0,1,0,6,33,5,310,7,0,5,7,4,
1,8,1,0,10,0,2,648,2,224,0,0,0,0,2,
1,9,1,0,1,2,2,10,0,416,0,0,6,0,1,
1,8,1,0,1,0,1,557,1,27,1,0,0,1,1,
1,6,1,2,1,0,3,813,7,302,5,0,0,5,2,
1,8,1,0,1,0,4,864,2,2428,0,2,8,0,6,
1,7,1,0,1,0,3,849,3,277,4,0,8,4,2,
1,7,1,0,5,0,3,384,0,1441,4,0,6,4,1,
1,8,1,0,1,0,2,232,2,204,0,1,6,0,2,
1,7,1,0,1,0,2,866,2,476,0,2,6,0,2,
1,8,1,0,1,0,7,199,2,448,4,0,2,4,0,
1,6,1,0,1,0,3,439,3,23,4,0,0,4,2,
1,8,1,0,1,0,3,1308,5,203,4,0,7,4,5,
1,10,1,0,1,0,3,304,4,638,4,0,6,4,2,
1,8,1,0,5,0,1,1002,0,639,2,0,0,2,0,
1,7,1,0,1,0,2,680,3,75,2,0,4,2,2,
1,8,1,0,1,0,2,771,0,55,3,0,6,3,2,
1,9,1,0,9,0,2,668,2,434,2,2,5,2,5,
1,7,1,0,1,0,6,466,3,450,2,0,7,2,0,
1,6,1,0,5,0,3,284,7,465,4,0,8,4,2,
1,7,1,0,5,0,7,306,1,1307,1,0,9,1,0,
1,8,1,0,5,0,1,101,2,84,2,0,6,2,0,
1,6,1,0,5,0,7,723,7,361,2,0,8,2,2,
1,6,1,0,1,0,1,121,7,920,4,0,8,4,5,
1,8,1,0,1,0,2,1392,3,265,0,0,6,0,0,
1,6,1,0,1,0,1,972,2,212,0,0,0,0,2,
1,10,1,0,1,0,4,462,5,45,6,0,8,6,2,
1,9,1,0,1,0,3,773,5,192,4,0,6,4,2,
1,8,1,0,1,0,4,10,2,2136,6,2,4,6,2,
1,6,1,0,1,2,3,1223,1,638,1,2,6,1,1,
1,8,1,0,13,0,2,933,0,62,3,0,8,3,2,
1,7,1,0,1,0,3,424,1,247,1,1,7,1,1,
1,6,1,0,1,0,1,957,7,38,2,0,8,2,2,
1,9,1,0,1,0,2,236,3,180,4,0,3,4,2,
1,8,1,0,10,0,4,339,2,327,6,0,0,6,2,
1,9,1,0,4,0,4,1384,4,869,0,2,6,0,0,
1,9,1,0,4,0,4,1157,4,678,0,2,6,0,0,
1,8,1,0,1,0,2,101,2,145,2,0,8,2,2,
1,9,1,0,9,0,2,145,0,482,6,0,8,6,0,
1,8,1,0,1,0,4,1073,2,862,0,0,3,0,2,
1,4,1,0,1,2,8,1037,1,58,1,0,2,1,0,
1,7,1,0,5,0,3,909,1,284,1,2,0,1,4,
1,7,1,0,5,0,3,135,1,841,1,2,0,1,4,
1,5,1,0,1,0,6,704,3,109,2,0,8,2,2,
1,7,1,0,1,0,1,1274,7,711,2,1,0,2,2,
1,8,1,0,1,0,7,590,2,516,0,0,8,0,4,
1,8,1,0,1,0,6,1031,2,159,4,1,6,4,2,
1,7,1,0,1,0,1,185,0,403,2,0,3,2,2,
1,6,1,0,1,0,1,994,7,2,4,0,0,4,0,
1,8,1,0,5,0,2,650,0,344,2,0,3,2,4,
1,6,1,0,1,0,3,291,7,931,4,0,6,4,5,
1,7,1,0,5,0,3,434,1,774,1,2,0,1,4,
1,9,1,0,1,0,2,1402,0,2,0,0,7,0,2,
1,7,1,0,1,0,1,395,3,621,0,0,0,0,1,
1,9,1,0,1,0,2,908,0,1130,0,2,7,0,0,
1,6,1,0,1,0,1,692,7,690,4,1,8,4,1,
1,8,1,0,1,0,2,1215,5,850,4,2,8,4,1,
1,8,1,0,1,0,2,482,5,1060,4,2,8,4,1,
1,7,1,0,1,2,1,179,3,601,2,0,6,2,0,
1,8,1,0,5,0,7,67,0,343,4,0,5,4,2,
1,8,1,0,13,0,4,424,2,951,6,0,6,6,2,
1,4,1,0,1,2,1,900,6,374,7,0,5,7,1,
1,8,1,0,1,0,2,1312,5,706,2,2,0,2,2,
1,10,1,0,1,0,1,1159,2,1187,4,0,5,4,0,
1,8,1,0,10,2,2,877,2,121,5,0,6,5,2,
1,7,1,0,1,0,7,1208,7,301,0,0,6,0,2,
1,7,1,0,1,0,7,436,7,24,0,0,6,0,2,
1,7,1,0,5,0,3,508,1,1695,1,2,1,1,1,
1,8,1,0,1,0,4,1245,2,204,6,0,5,6,2,
1,7,1,0,1,6,2,13,2,130,0,0,2,0,2,
1,8,1,0,0,0,1,1305,1,759,1,2,7,1,2,
1,6,1,0,1,0,3,163,3,204,7,0,0,7,2,
1,7,1,0,1,0,2,778,2,38,0,0,6,0,0,
1,7,1,0,1,0,1,1268,5,459,2,0,8,2,1,
1,7,1,0,1,0,4,77,2,757,0,0,8,0,2,
1,8,1,4,0,2,6,461,2,579,4,0,8,4,1,
1,6,1,0,5,0,6,309,3,588,7,0,0,7,2,
1,4,1,0,5,0,3,98,6,799,2,1,9,2,0,
1,7,1,0,1,0,2,512,3,93,5,0,8,5,1,
1,8,1,0,1,0,2,337,5,239,0,0,3,0,2,
1,6,1,0,1,0,3,1405,7,212,4,2,8,4,2,
1,6,1,0,5,0,6,925,0,818,4,2,4,4,6,
1,8,1,0,1,0,2,183,2,277,6,0,8,6,1,
1,7,1,0,1,0,2,1431,0,2429,0,2,6,0,2,
1,8,1,0,10,0,2,1344,2,212,6,0,8,6,2,
1,9,1,0,1,0,3,914,4,212,2,0,3,2,1,
1,6,1,0,1,5,3,1063,7,109,4,0,2,4,2,
1,7,1,0,1,0,3,785,2,262,4,2,7,4,2,
1,7,1,0,1,0,1,231,2,1039,4,2,5,4,2,
1,7,1,0,4,0,7,1356,3,400,4,2,6,4,2,
1,7,1,0,1,0,4,609,3,466,2,2,6,2,1,
1,8,1,0,1,0,3,1360,0,835,4,0,7,4,1,
1,8,1,0,1,0,0,1213,2,1341,6,2,3,6,1,
1,8,1,0,1,0,7,384,0,38,4,0,8,4,6,
1,8,1,0,1,0,2,606,0,479,0,0,8,0,0,
1,8,1,0,1,0,4,1029,2,58,0,0,3,0,0,
1,8,1,0,1,0,4,980,0,227,3,0,5,3,6,
1,9,1,0,1,0,3,1395,0,38,5,0,0,5,2,
1,5,1,0,1,6,5,201,6,585,1,2,4,1,0,
1,8,1,0,1,1,3,1041,1,38,1,2,0,1,1,
1,8,1,0,1,1,3,885,1,265,1,2,0,1,1,
1,8,1,0,1,0,4,511,2,353,0,0,6,0,2,
1,7,1,0,1,0,3,1437,2,1464,4,1,8,4,1,
1,8,1,0,1,0,4,955,2,443,0,0,5,0,2,
1,9,1,0,1,0,3,874,0,1088,4,2,6,4,5,
1,8,1,0,1,0,2,106,0,434,0,2,6,0,2,
1,8,1,0,1,0,2,424,2,38,0,2,6,0,0,
1,7,1,0,1,0,2,431,3,53,0,2,8,0,2,
1,6,1,0,1,0,1,799,3,911,2,2,8,2,2,
1,7,1,0,1,0,4,846,3,262,0,0,3,0,1,
1,8,1,0,1,0,1,1090,0,95,2,2,6,2,5,
1,8,1,0,1,2,1,160,2,104,4,2,7,4,0,
1,7,1,0,1,0,3,548,0,766,4,2,3,4,2,
1,6,1,0,5,0,3,601,1,403,1,2,6,1,5,
1,7,1,0,1,0,1,401,2,260,4,2,6,4,2,
1,9,1,0,1,0,2,1121,2,16,0,0,6,0,2,
1,6,1,0,5,0,1,608,7,893,4,0,7,4,0,
1,8,1,0,9,0,2,12,0,270,6,2,6,6,1,
1,8,1,0,10,0,4,586,2,298,6,0,3,6,2,
1,8,1,0,1,0,0,1371,2,174,0,2,0,0,2,
1,7,1,0,1,0,1,1408,0,516,2,1,6,2,0,
1,10,1,0,1,0,3,171,5,1328,4,1,11,4,2,
1,7,1,0,1,0,1,1335,2,403,0,1,7,0,1,
1,7,1,0,1,0,1,1020,2,243,0,1,7,0,1,
1,8,1,0,4,0,2,825,2,336,0,0,5,0,4,
1,7,1,0,1,0,7,1073,3,247,4,0,2,4,1,
1,8,1,0,10,0,4,908,2,1082,6,2,3,6,2,
1,8,1,0,10,0,4,533,2,246,6,2,0,6,0,
1,9,1,0,1,0,4,1120,0,1463,4,2,4,4,2,
1,8,1,0,5,0,3,127,1,11,1,0,7,1,0,
1,5,1,0,1,0,3,734,7,302,2,2,6,2,0,
1,7,1,0,5,0,6,1151,1,766,1,2,0,1,6,
1,8,1,0,1,0,2,1358,0,448,5,0,8,5,1,
1,6,1,0,4,0,6,742,3,114,4,2,6,4,2,
1,8,1,0,1,0,2,948,2,216,2,2,0,2,2,
1,7,1,0,1,0,3,726,1,228,1,2,3,1,0,
1,6,1,0,1,0,3,469,1,56,1,0,5,1,5,
1,6,1,0,1,0,1,910,0,109,2,0,8,2,2,
1,6,1,0,5,0,1,748,7,203,5,2,5,5,1,
1,8,1,0,1,0,1,909,2,83,2,2,3,2,2,
1,8,1,0,1,0,7,1311,3,476,4,0,3,4,1,
1,9,1,0,1,0,7,986,0,196,0,2,2,0,2,
1,9,1,0,1,0,4,1347,0,249,4,2,8,4,1,
1,7,1,0,4,0,2,1256,3,191,0,2,6,0,2,
1,9,1,0,1,0,4,670,0,212,2,0,6,2,4,
1,8,1,0,1,0,1,749,0,89,4,2,0,4,2,
1,7,1,0,1,0,4,188,3,89,0,2,0,0,2,
1,7,1,0,1,0,4,1348,2,613,0,0,7,0,2,
1,8,1,0,1,0,2,1334,0,759,4,1,0,4,4,
1,8,1,0,1,0,2,1341,0,226,4,1,0,4,4,
1,8,1,0,1,0,2,1240,0,222,0,1,6,0,6,
1,7,1,0,1,0,4,420,3,56,6,2,8,6,2,
1,7,1,0,1,0,3,1256,3,668,4,2,0,4,4,
1,7,1,0,5,0,2,697,0,41,2,0,8,2,1,
1,6,1,0,5,0,3,595,7,646,4,2,8,4,2,
1,6,1,0,5,0,2,908,7,504,4,2,0,4,1,
1,7,1,0,2,0,1,610,2,225,0,2,4,0,2,
1,9,1,0,1,0,4,100,0,270,0,2,0,0,2,
1,10,1,0,1,0,3,376,4,113,5,2,6,5,5,
1,7,1,0,1,0,4,186,2,0,0,2,6,0,1,
1,8,1,4,1,0,3,1437,2,260,4,1,10,4,1,
1,6,1,0,1,0,1,446,2,982,2,0,6,2,2,
1,7,1,0,5,0,1,332,3,1341,0,2,2,0,1,
1,7,1,0,1,0,6,1201,1,866,1,0,10,1,6,
1,8,1,0,1,0,4,641,2,865,0,2,0,0,2,
1,7,1,0,1,0,4,889,2,213,5,1,4,5,6,
1,9,1,0,1,0,4,112,0,920,6,2,8,6,1,
1,10,1,0,1,0,4,561,5,397,3,2,8,3,0,
1,7,1,0,5,0,3,605,3,442,4,2,6,4,1,
1,6,1,0,1,0,1,279,7,757,4,0,6,4,2,
1,6,1,0,10,0,2,1188,2,638,6,2,6,6,2,
1,6,1,0,5,0,1,948,1,620,1,2,5,1,2,
1,8,1,0,1,0,2,891,2,16,6,2,8,6,0,
1,6,1,0,1,2,3,728,3,1595,4,2,7,4,2,
1,7,1,0,1,0,6,619,3,212,7,2,3,7,5,
1,7,1,0,5,0,1,1205,2,1595,6,2,2,6,2,
1,6,1,0,1,0,1,538,7,152,4,2,8,4,1,
1,8,1,0,1,0,4,347,0,256,3,2,0,3,2,
1,5,1,0,1,0,3,713,7,152,4,0,8,4,2,
1,7,1,0,5,0,1,1422,3,633,2,2,2,2,1,
1,5,1,0,1,0,3,686,6,285,4,2,0,4,2,
1,6,1,0,1,0,3,353,5,254,7,2,8,7,0,
1,8,1,0,1,0,2,741,0,239,6,2,8,6,2,
1,6,1,0,1,0,6,1104,7,426,4,2,8,4,2,
1,7,1,0,1,0,3,216,3,117,7,2,8,7,0,
1,8,1,0,5,0,3,58,0,1056,4,2,3,4,0,
1,7,1,0,1,0,2,750,3,30,3,2,3,3,2,
1,6,1,0,5,0,1,586,7,299,2,0,3,2,2,
1,8,1,0,1,0,7,186,0,25,0,1,5,0,0,
1,8,1,0,1,0,0,460,2,1334,6,2,8,6,2,
1,8,1,0,5,0,4,1341,2,1159,0,2,4,0,1,
1,8,1,0,5,0,6,563,1,487,1,2,10,1,4,
1,8,1,0,5,0,6,289,1,204,1,2,10,1,4,
1,7,1,0,1,0,4,1079,0,1031,6,2,8,6,2,
1,10,1,0,5,0,2,559,5,2430,0,2,7,0,1,
1,6,1,0,1,0,1,651,7,55,4,2,0,4,2,
1,8,1,0,1,0,2,1059,0,77,5,2,8,5,0,
1,8,1,0,1,0,2,904,0,862,3,2,6,3,2,
1,7,1,0,1,0,2,498,3,205,0,2,8,0,2,
1,8,1,0,1,0,3,1242,0,482,4,0,8,4,5,
1,9,1,0,1,0,7,251,0,670,6,2,8,6,2,
1,8,1,0,1,6,6,1053,5,91,5,2,8,5,1,
1,8,1,0,1,0,4,459,0,766,2,2,5,2,4,
1,8,1,0,1,0,1,123,2,417,2,2,3,2,0,
1,7,1,0,1,0,2,207,3,141,0,2,5,0,2,
1,9,1,0,1,0,2,174,5,478,0,2,2,0,5,
1,8,1,0,1,0,0,384,2,407,0,2,8,0,1,
1,8,1,0,1,0,5,246,2,130,1,2,6,1,2,
1,8,1,0,1,0,2,758,2,277,0,2,6,0,1,
1,7,1,0,1,0,1,199,2,766,4,2,10,4,1,
1,9,1,0,1,0,2,812,0,8,0,2,0,0,1,
1,8,1,0,1,0,7,765,2,249,2,2,0,2,4,
1,7,1,0,7,0,8,1145,2,766,8,1,7,8,2,
1,8,1,0,1,0,0,337,0,191,0,1,6,0,6,
1,6,1,0,1,0,1,822,7,601,4,2,8,4,2,
1,4,1,4,5,0,3,800,7,327,4,2,10,4,3,
1,6,1,0,5,0,1,1001,1,867,1,1,10,1,1,
1,8,1,0,1,0,2,1326,3,76,4,2,5,4,4,
1,8,1,0,5,0,1,1423,2,2431,2,0,6,2,4,
1,7,1,0,1,0,2,856,7,212,2,2,8,2,2,
1,8,1,0,1,0,0,1062,0,831,6,2,5,6,1,
1,7,1,0,1,0,1,1188,7,38,4,2,6,4,0,
1,7,1,2,1,0,2,992,2,309,6,0,3,6,2,
1,8,1,0,1,0,1,1231,0,327,3,2,7,3,1,
1,8,1,0,1,0,1,151,0,503,3,2,7,3,1,
1,8,1,0,1,0,3,1066,2,239,2,2,8,2,1,
1,7,1,0,1,0,2,152,3,59,0,2,3,0,2,
1,7,1,0,1,2,1,876,0,585,2,2,8,2,1,
1,8,1,0,1,2,2,728,2,408,0,2,8,0,1,
1,7,1,0,1,0,1,601,7,595,4,2,0,4,0,
1,7,1,0,1,1,2,905,2,573,0,2,8,0,1,
1,8,1,0,1,0,1,165,2,228,4,2,8,4,0,
1,8,1,0,1,0,0,975,3,1032,3,2,0,3,2,
1,7,1,0,5,0,1,439,2,639,2,2,8,2,1,
1,6,1,0,5,0,1,1354,7,289,2,2,8,2,1,
1,6,1,0,1,0,6,407,3,763,4,2,2,4,2,
1,3,1,0,5,0,6,556,6,203,7,2,8,7,1,
1,7,1,4,1,2,6,868,3,398,5,1,10,5,1,
1,8,1,0,1,0,3,62,0,736,7,2,6,7,0,
1,4,1,0,1,0,6,1377,6,68,7,2,8,7,1,
1,7,1,0,1,0,3,1083,0,168,0,2,3,0,1,
1,6,1,0,1,2,3,905,1,624,1,2,7,1,4,
1,6,1,0,5,0,3,861,7,2019,4,2,4,4,0,
1,7,1,0,1,0,1,1076,0,112,4,2,4,4,2,
1,6,1,0,5,0,3,1383,1,516,1,2,6,1,2,
1,6,1,0,5,0,2,941,2,951,2,2,3,2,2,
1,7,1,0,1,0,1,485,3,354,4,2,3,4,0,
1,7,1,0,1,0,1,351,3,256,4,2,3,4,0,
1,7,1,0,1,0,7,861,3,95,5,2,6,5,0,
1,6,1,0,5,2,2,163,3,203,0,2,0,0,1,
1,7,1,0,1,0,2,651,3,766,5,2,0,5,1,
1,7,1,0,1,0,2,1403,3,627,5,2,0,5,1,
1,7,1,0,1,0,3,993,1,34,1,2,6,1,1,
1,7,1,0,9,0,1,124,1,75,1,2,8,1,2,
1,8,1,0,1,0,2,1182,0,670,0,2,8,0,2,
1,7,1,0,1,0,1,965,3,339,2,2,3,2,2,
1,6,1,0,1,0,1,719,7,583,4,2,6,4,2,
1,8,1,0,1,0,7,426,2,443,0,2,5,0,1,
1,7,1,0,1,0,2,942,2,767,5,2,5,5,1,
1,7,1,0,1,0,7,474,3,302,4,1,8,4,1,
1,6,1,0,11,0,8,332,1,759,1,1,1,1,0,
1,7,1,0,1,0,4,1027,3,58,0,2,3,0,2,
1,8,1,0,1,0,7,1417,2,191,2,2,0,2,1,
1,6,1,0,5,0,6,608,1,706,1,2,7,1,2,
1,7,1,0,1,0,1,998,3,130,2,2,3,2,0,
1,8,1,0,1,0,1,18,5,221,0,2,6,0,0,
1,8,1,0,1,0,1,376,5,599,0,2,6,0,0,
1,7,1,0,1,0,1,422,3,174,4,0,3,4,0,
1,7,1,0,1,0,2,187,2,249,2,2,8,2,1,
1,8,1,0,5,0,6,270,5,191,7,2,6,7,1,
1,6,1,0,1,0,2,745,3,2208,6,2,6,6,1,
1,7,1,0,5,0,6,282,3,812,4,2,8,4,5,
1,7,1,0,1,0,2,1086,2,670,0,2,7,0,2,
1,7,1,0,1,0,7,622,3,279,4,2,8,4,5,
1,7,1,0,1,0,6,458,3,1352,7,2,8,7,4,
1,7,1,0,5,0,4,382,0,602,0,2,3,0,1,
1,7,1,0,5,0,2,1436,2,335,0,2,8,0,5,
1,6,1,0,1,0,1,780,7,269,4,2,8,4,2,
1,9,1,0,1,2,6,568,9,651,4,2,0,4,2,
1,7,1,0,1,0,1,1014,2,1,2,2,8,2,2,
1,5,1,0,5,0,1,1418,7,39,4,2,8,4,1,
1,6,1,0,1,0,6,1292,3,46,7,2,3,7,0,
1,8,1,0,1,0,3,465,2,146,2,2,3,2,5,
1,8,1,0,13,0,4,1178,2,616,6,2,6,6,2,
1,9,1,0,1,0,3,131,8,754,4,2,1,4,5,
1,8,1,0,1,0,2,715,2,203,0,2,6,0,2,
1,7,1,0,1,0,1,1024,2,100,5,2,2,5,0,
1,7,1,0,1,0,3,1197,4,408,2,2,6,2,1,
1,9,1,0,10,0,4,118,0,310,6,2,0,6,2,
1,9,1,0,1,2,2,1387,2,31,0,2,0,0,2,
1,6,1,0,1,0,2,765,7,1334,0,2,8,0,5,
1,7,1,0,5,0,1,759,3,760,2,2,8,2,0,
1,8,1,0,10,0,4,1036,0,736,6,2,8,6,2,
1,8,1,0,1,0,7,651,2,400,4,2,6,4,0,
1,6,1,0,1,0,3,148,7,382,7,2,8,7,1,
1,8,1,0,1,0,4,544,2,106,3,2,0,3,1,
1,6,1,0,5,0,1,171,7,1561,0,2,7,0,5,
1,6,1,0,1,0,8,698,2,159,4,2,8,4,3,
1,7,1,2,1,2,2,888,2,343,5,2,6,5,2,
1,8,1,0,1,0,2,830,2,93,0,0,0,0,2,
1,8,1,0,1,0,4,1131,2,683,4,2,6,4,1,
1,8,1,0,1,0,2,38,0,855,0,2,8,0,2,
1,9,1,0,4,0,4,369,0,248,6,2,8,6,2,
1,9,1,0,0,0,3,166,5,55,4,2,1,4,2,
1,3,1,0,5,0,3,654,7,2115,4,2,7,4,2,
1,3,1,0,5,0,3,1097,7,1259,4,2,7,4,2,
1,7,1,0,1,0,2,1188,3,254,0,2,3,0,2,
1,6,1,0,1,0,3,733,7,681,7,2,6,7,0,
1,7,1,0,1,0,1,700,2,173,2,2,3,2,1,
1,9,1,0,2,0,1,617,1,38,1,2,3,1,2,
1,6,1,0,1,0,1,619,7,487,7,2,6,7,0,
1,9,1,0,5,0,0,1180,0,521,3,2,2,3,2,
1,8,1,0,1,0,3,393,3,239,4,2,1,4,2,
1,6,1,0,1,0,3,885,3,425,4,2,8,4,6,
1,8,1,0,1,0,7,631,0,0,0,2,3,0,5,
1,7,1,0,1,0,3,1411,1,102,1,2,2,1,5,
1,7,1,0,5,0,8,488,2,2432,2,1,9,2,5,
1,8,1,0,1,0,2,628,2,335,5,2,8,5,2,
1,8,1,0,1,0,3,1243,2,797,4,2,7,4,0,
1,6,1,0,4,0,1,857,7,153,7,2,7,7,0,
1,7,1,0,10,0,2,858,7,206,0,2,6,0,2,
1,10,1,0,1,1,7,447,5,585,0,2,6,0,2,
1,7,1,0,12,0,3,816,7,2433,7,2,3,7,2,
1,7,1,0,1,0,2,604,2,808,2,2,0,2,4,
1,6,1,0,1,0,1,849,2,459,5,2,3,5,2,
1,6,1,0,1,0,3,574,3,482,4,2,0,4,0,
1,8,1,0,1,0,0,419,2,92,3,2,3,3,2,
1,8,1,0,1,0,4,328,2,639,6,2,6,6,6,
1,5,1,0,1,0,3,1068,6,505,4,2,4,4,1,
1,8,1,0,1,0,4,1266,2,443,6,2,8,6,1,
1,8,1,0,1,0,2,1349,5,603,2,2,0,2,0,
1,6,1,0,1,0,6,381,3,337,4,2,1,4,3,
1,7,1,0,1,0,4,303,3,498,0,2,8,0,1,
1,6,1,0,1,0,1,828,7,579,2,2,3,2,0,
1,7,1,0,1,0,5,1130,0,68,1,2,3,1,2,
1,8,1,0,1,0,4,439,0,521,6,2,2,6,2,
1,6,1,0,1,0,1,741,2,309,6,2,4,6,2,
1,7,1,2,1,0,2,492,3,222,0,2,6,0,5,
1,8,1,0,1,0,2,452,2,23,6,2,6,6,1,
1,6,1,0,5,0,3,1349,7,535,6,2,6,6,4,
1,7,1,0,10,0,4,110,2,114,6,2,8,6,1,
1,9,1,0,1,0,3,460,4,66,2,2,6,2,2,
1,9,1,0,1,0,4,907,1,19,1,2,6,1,2,
1,6,1,0,1,0,3,699,1,206,1,2,3,1,5,
1,6,1,0,1,0,1,549,1,159,1,1,0,1,2,
1,8,1,0,1,0,4,1062,2,42,2,2,8,2,2,
1,7,1,0,1,0,1,114,2,487,2,2,8,2,2,
1,7,1,0,1,0,4,140,3,279,0,2,8,0,2,
1,8,1,0,1,0,7,693,2,954,5,2,6,5,1,
1,7,1,0,10,0,0,1063,2,290,6,2,6,6,2,
1,7,1,0,1,2,3,688,3,819,4,2,0,4,1,
1,10,1,0,1,0,7,1249,8,254,2,0,0,2,2,
1,7,1,0,5,0,6,124,1,1771,1,2,10,1,1,
1,6,1,0,1,0,1,36,7,1631,5,2,4,5,2,
1,6,1,0,4,0,3,503,7,222,7,2,2,7,0,
1,9,1,0,1,0,3,232,5,2434,7,2,7,7,0,
1,8,1,0,1,0,7,798,0,286,2,2,7,2,0,
1,8,1,0,2,3,1,376,0,633,0,2,0,0,1,
1,6,1,0,1,0,3,1138,7,38,7,2,5,7,6,
1,8,1,0,1,0,7,499,2,840,0,2,3,0,0,
1,9,1,0,1,0,7,1,0,1362,4,2,8,4,1,
1,8,1,0,1,0,4,1247,0,249,6,2,8,6,1,
1,8,1,0,1,0,3,1203,4,1877,8,2,6,8,0,
1,7,1,0,1,0,1,1296,3,1671,4,2,11,4,1,
1,8,1,0,1,0,4,103,2,121,0,2,8,0,2,
1,7,1,0,5,0,3,334,2,50,4,2,8,4,2,
1,8,1,0,1,0,4,1068,2,1084,6,2,8,6,2,
1,8,1,0,1,0,0,650,2,256,0,2,8,0,2,
1,4,1,0,5,2,3,1306,7,403,4,2,10,4,1,
1,8,1,0,1,0,2,856,2,113,0,2,5,0,2,
1,8,1,0,10,0,4,520,0,50,6,2,6,6,2,
1,8,1,0,1,0,3,960,0,1577,2,2,1,2,5,
1,8,1,0,1,0,1,805,2,239,4,2,8,4,5,
1,8,1,0,1,0,2,272,3,400,5,2,6,5,2,
1,8,1,0,1,0,2,1405,2,690,0,2,3,0,5,
1,8,1,0,1,0,0,47,2,126,6,2,7,6,2,
1,8,1,0,1,0,0,666,4,33,3,2,3,3,2,
1,8,1,0,1,0,2,733,2,846,0,2,6,0,2,
1,8,1,0,1,0,4,897,2,584,6,2,6,6,2,
1,8,1,0,1,0,4,414,2,457,6,2,6,6,2,
1,7,1,0,1,0,2,1185,3,1362,5,2,8,5,1,
1,8,1,0,1,0,2,748,0,88,0,2,3,0,5,
1,7,1,0,1,0,2,611,2,111,6,2,3,6,1,
1,7,1,0,1,0,1,7,3,498,2,2,8,2,1,
1,8,1,0,1,0,1,1134,2,2435,2,2,1,2,2,
1,6,1,2,1,0,3,751,7,816,4,2,0,4,2,
1,8,1,0,1,0,2,246,2,55,2,2,0,2,1,
1,7,1,2,1,0,1,297,0,58,0,2,8,0,2,
1,6,1,0,1,0,5,1156,1,151,1,2,6,1,6,
