tableid,timeline,agg,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,c11,c12,c13,c14,
1,1,34,1,2,0,0,625,2,195,3,1663,0,80,6,312,1,
1,1,39,1,4,1,0,625,3,1619,3,303,0,335,6,991,2,
1,2,28,1,2,3,0,626,0,947,3,1664,0,1543,0,649,1,
1,1,9,1,4,0,0,626,0,1620,3,821,0,1626,5,628,2,
1,0,41,0,0,2,1,627,1,521,3,1665,2,1361,6,407,2,
1,2,47,1,0,1,2,32,3,1270,0,516,0,1627,1,27,4,
1,2,22,1,1,4,2,32,2,539,0,1666,0,1294,5,106,6,
1,2,39,1,0,0,2,32,0,329,0,339,0,468,3,992,3,
1,2,22,1,1,1,2,32,3,1619,0,207,0,1325,6,228,2,
1,2,42,1,4,2,2,32,1,125,0,1274,0,1325,5,814,1,
1,1,9,1,2,3,2,32,2,1621,0,1667,0,203,1,379,5,
1,1,44,1,4,3,2,32,3,575,0,1667,0,112,2,525,0,
1,0,2,0,2,3,0,22,0,1055,1,1345,3,1628,2,850,3,
1,0,48,0,2,3,0,22,2,1107,1,203,3,1629,3,358,1,
1,0,43,0,4,0,0,22,1,453,1,691,3,35,3,163,0,
1,0,26,0,1,0,0,22,2,524,1,839,3,200,5,993,2,
1,2,27,1,2,2,1,628,3,226,2,291,0,884,0,679,2,
1,2,40,1,2,3,1,628,3,1622,2,401,0,1630,5,167,4,
1,2,41,1,4,3,1,628,3,1623,2,1495,0,586,0,105,5,
1,1,43,1,1,0,1,628,3,1431,2,837,0,1404,4,430,0,
1,2,30,1,2,1,1,628,2,1433,2,82,0,1631,0,982,3,
1,1,25,1,4,4,1,628,2,1624,2,1403,0,1458,0,303,1,
1,1,13,1,4,3,3,394,3,903,4,1668,1,1632,1,83,4,
1,2,37,1,3,2,3,394,3,1244,4,1669,1,1633,2,479,3,
1,2,32,1,1,4,3,394,0,1005,4,1670,1,1527,6,983,2,
1,2,12,1,2,4,3,394,2,1625,4,307,1,425,4,138,0,
1,2,11,1,1,2,3,394,0,419,4,1058,1,304,3,528,1,
1,2,38,1,1,1,3,394,0,1007,4,1152,1,1144,4,752,5,
1,0,43,0,2,3,4,629,3,1626,2,950,0,698,2,788,2,
1,0,23,0,0,3,4,629,1,1627,2,353,0,1634,6,80,3,
1,0,38,0,0,3,4,629,0,781,2,1087,0,925,4,639,1,
1,0,13,0,2,3,4,629,2,949,2,558,0,1635,3,895,6,
1,0,33,0,2,3,4,629,1,1404,2,1521,0,947,1,167,0,
1,0,30,0,4,1,4,629,0,1628,2,357,0,1636,3,990,4,
1,0,6,0,3,2,4,629,0,1069,2,1671,0,1637,0,805,5,
1,0,5,0,4,0,3,630,2,730,4,1387,1,1281,5,352,4,
1,0,29,0,1,4,3,630,1,1280,4,1611,1,1638,1,515,2,
1,0,29,0,0,0,3,630,1,1392,4,1315,1,731,2,117,1,
1,0,5,0,3,0,3,630,1,1085,4,952,1,925,2,65,5,
1,0,50,0,3,2,3,630,3,488,4,739,1,1461,3,188,0,
1,0,16,0,4,1,3,630,0,1629,4,1540,1,396,5,242,3,
1,0,47,0,2,3,4,339,3,166,4,959,1,172,0,342,0,
1,0,19,0,4,3,4,339,2,387,4,1672,1,1639,0,721,3,
1,0,23,0,0,2,4,339,3,166,4,2,1,1553,2,190,5,
1,0,50,0,4,2,4,339,2,1630,4,1035,1,1640,6,994,2,
1,0,5,0,3,0,4,339,1,650,4,713,1,1004,4,275,4,
1,0,36,0,2,4,4,339,0,1437,4,1673,1,773,2,410,1,
1,0,29,0,4,4,3,631,1,1411,4,870,2,618,5,447,3,
1,0,6,0,0,1,3,631,3,1631,4,1674,2,779,0,334,4,
1,0,15,0,3,2,3,631,2,377,4,972,2,1641,1,515,1,
1,0,4,0,1,0,3,631,2,1632,4,1630,2,463,3,132,5,
1,0,22,0,2,3,3,631,0,1632,4,1499,2,1642,4,756,0,
1,0,49,0,4,0,3,631,2,909,4,471,2,1245,2,442,2,
1,1,8,1,2,4,1,632,2,1633,2,811,3,1643,3,834,1,
1,2,25,1,0,3,1,632,3,1227,2,445,3,1644,1,995,2,
1,1,37,1,0,0,1,633,3,1634,4,1068,4,796,2,257,5,
1,1,8,1,4,2,1,633,3,1207,4,1068,4,1342,5,356,6,
1,1,43,1,3,0,1,633,1,1635,4,1248,4,1227,1,989,1,
1,2,50,1,4,3,1,633,1,443,4,18,4,1344,5,198,4,
1,2,23,1,3,0,1,633,3,120,4,1675,4,125,4,146,3,
1,2,14,1,1,0,1,633,1,1636,4,1676,4,129,2,86,2,
1,1,31,1,1,2,1,633,1,1207,4,733,4,1645,5,116,0,
1,1,15,1,1,4,1,634,1,527,0,503,1,1646,6,996,3,
1,2,41,1,0,0,1,634,2,179,0,101,1,1647,1,653,5,
1,2,24,1,3,4,1,634,1,1637,0,1677,1,627,3,684,0,
1,1,3,1,1,4,1,634,0,1638,0,1678,1,1648,2,895,2,
1,1,42,1,1,3,1,634,3,1286,0,1679,1,889,1,445,6,
1,1,13,1,3,2,1,634,3,177,0,1680,1,273,0,521,1,
1,2,22,1,4,2,1,634,0,1245,0,184,1,1649,5,677,4,
1,1,17,1,4,0,2,635,0,836,0,1379,1,1650,5,308,3,
1,2,47,1,1,2,2,635,2,878,0,1681,1,1651,4,738,1,
1,2,12,1,3,0,2,635,2,1639,0,51,1,74,1,682,0,
1,2,20,1,3,2,2,635,1,149,0,200,1,1649,3,26,2,
1,2,7,1,0,0,2,636,0,1609,0,1650,1,507,6,720,3,
1,1,5,1,2,2,2,636,1,1014,0,1032,1,1616,4,456,1,
1,1,47,1,4,0,2,636,0,1146,0,1682,1,1206,3,933,2,
1,1,12,1,0,3,2,636,3,1640,0,1640,1,103,2,50,0,
1,2,39,1,0,2,4,637,0,1641,0,1683,2,1509,5,348,0,
1,1,30,1,0,2,4,637,2,1642,0,1074,2,438,4,79,5,
1,1,7,1,2,1,4,637,0,1542,0,928,2,1057,3,638,3,
1,1,19,1,1,3,4,637,3,1483,0,1515,2,1652,5,304,4,
1,1,11,1,2,1,4,637,0,1541,0,1684,2,1653,3,259,2,
1,1,13,1,3,0,4,637,0,1643,0,1616,2,1302,0,942,1,
1,0,8,0,0,4,3,638,0,583,1,435,0,1265,4,509,0,
1,0,9,0,4,1,3,638,2,435,1,6,0,595,6,168,3,
1,0,16,0,4,3,3,638,2,334,1,465,0,469,2,544,5,
1,0,25,0,4,3,3,638,2,1644,1,684,0,7,2,254,6,
1,0,13,0,3,2,3,638,2,1645,1,1685,0,1654,4,330,1,
1,0,42,0,0,3,3,638,1,1646,1,1449,0,1282,2,744,4,
1,0,34,0,4,1,3,638,0,1647,1,133,0,469,3,603,2,
1,2,20,1,4,2,1,639,2,1401,3,1686,3,1655,4,69,1,
1,1,35,1,2,1,1,639,0,846,3,1580,3,524,6,245,5,
1,1,38,1,0,2,1,639,1,487,3,1580,3,592,4,997,2,
1,1,32,1,1,2,1,639,0,487,3,731,3,206,6,475,0,
1,2,4,1,1,3,1,639,1,1648,3,1687,3,798,3,998,3,
1,1,31,1,1,0,0,640,3,1649,2,1279,0,1096,3,355,3,
1,1,24,1,0,1,0,640,2,1650,2,1688,0,177,5,769,2,
1,1,9,1,1,2,0,640,2,1445,2,1689,0,1477,1,409,1,
1,2,40,1,1,4,0,640,2,1651,2,287,0,177,0,999,0,
1,1,46,1,2,0,3,641,2,1399,4,209,3,33,3,464,2,
1,2,50,1,1,3,3,641,2,1227,4,1690,3,1272,6,263,1,
1,0,47,2,4,2,0,217,0,1280,3,1691,1,1656,0,750,6,
1,2,41,2,3,4,0,217,2,1652,3,1692,1,1657,2,228,0,
1,0,23,2,4,2,0,217,0,1391,3,737,1,451,3,422,3,
1,0,8,2,2,1,0,217,3,1392,3,357,1,1658,6,307,5,
1,1,4,2,1,2,0,217,2,1653,3,1693,1,1659,5,190,4,
1,0,6,2,1,1,0,217,1,70,3,1310,1,398,6,938,1,
1,2,33,2,0,1,0,217,3,492,3,1694,1,1660,4,270,2,
1,2,13,1,4,0,4,262,1,205,3,871,3,841,2,306,2,
1,0,35,0,1,3,4,642,1,1654,3,1089,0,1082,4,176,3,
1,0,9,0,0,0,4,642,2,1099,3,1102,0,716,6,469,1,
1,0,4,0,4,1,4,642,1,1099,3,1695,0,1661,3,674,0,
1,0,20,0,3,4,4,642,3,1304,3,1696,0,563,2,387,5,
1,0,38,0,4,3,4,642,0,985,3,151,0,148,3,394,2,
1,2,24,1,0,4,1,643,3,1561,2,21,1,659,1,585,2,
1,2,24,1,2,3,1,643,2,1178,2,1697,1,238,6,345,1,
1,2,32,1,2,0,1,643,3,870,2,1166,1,1662,6,86,3,
1,1,15,1,0,2,1,643,1,1264,2,669,1,826,3,905,0,
1,0,12,0,0,4,2,644,0,1655,1,42,3,753,0,563,2,
1,2,21,1,2,0,1,396,2,1457,4,895,3,1663,1,887,2,
1,1,36,1,2,1,1,396,1,1246,4,1698,3,78,5,445,3,
1,2,27,1,4,2,1,396,0,90,4,1699,3,1664,3,690,0,
1,1,20,1,2,3,1,396,1,1656,4,1700,3,1210,4,558,1,
1,0,6,0,2,4,1,645,2,819,0,1701,0,315,4,566,2,
1,1,5,1,3,3,0,626,2,1125,3,1385,4,851,2,1000,0,
1,2,31,1,2,1,0,626,2,582,3,1702,4,1053,3,11,4,
1,2,3,1,2,3,0,626,0,1657,3,508,4,319,3,60,6,
1,1,24,1,4,1,0,626,2,1020,3,1703,4,1665,4,956,5,
1,1,25,1,0,3,0,626,1,1041,3,727,4,1666,5,336,3,
1,2,31,1,1,0,0,626,1,1658,3,1664,4,723,0,1001,1,
1,2,5,1,1,1,0,626,2,1008,3,288,4,1667,1,224,2,
1,2,2,1,4,3,0,38,3,184,1,1704,1,1668,2,226,3,
1,1,34,1,0,4,0,38,3,1538,1,276,1,1669,5,492,1,
1,2,1,1,4,1,0,38,2,1430,1,1705,1,184,5,385,0,
1,1,37,1,1,4,0,38,2,1659,1,1562,1,1208,6,326,2,
1,2,22,1,2,0,0,38,1,174,1,1562,1,97,4,1002,5,
1,1,49,1,1,3,0,38,2,1660,1,663,1,1670,5,673,4,
1,0,5,0,1,4,0,646,2,1556,0,822,3,902,3,515,0,
1,0,29,0,4,3,0,646,3,1661,0,1706,3,1418,5,12,2,
1,0,4,0,2,0,0,646,1,806,0,1189,3,1671,6,651,1,
1,0,17,0,4,3,0,646,2,1662,0,770,3,868,4,350,3,
1,0,21,0,2,3,1,647,0,526,3,221,3,221,6,98,1,
1,0,19,0,3,1,1,647,2,454,3,457,3,1498,6,16,2,
1,2,43,2,1,0,4,648,3,1663,1,848,3,1296,6,703,2,
1,0,44,2,4,1,4,648,1,1664,1,1707,3,502,4,397,3,
1,1,24,2,1,2,4,648,3,550,1,1146,3,1431,0,453,5,
1,0,36,2,1,2,4,648,1,1088,1,1323,3,355,2,969,1,
1,2,7,2,2,2,4,648,3,1665,1,848,3,1672,4,837,0,
1,1,32,1,2,2,4,649,0,1666,3,1022,3,1011,3,824,2,
1,2,12,1,4,0,4,649,3,1131,3,1708,3,183,5,968,1,
1,2,27,1,3,2,4,649,2,1666,3,1708,3,76,4,525,3,
1,2,8,1,4,1,4,649,0,1667,3,947,3,1673,2,626,0,
1,0,48,0,4,3,4,88,1,140,0,148,1,562,2,26,2,
1,0,8,0,1,2,4,88,1,1626,0,1427,1,957,6,491,5,
1,0,33,0,2,1,4,88,1,1326,0,1709,1,562,4,307,3,
1,0,14,0,2,3,4,88,0,341,0,1671,1,1674,5,998,1,
1,0,31,0,2,3,4,88,1,348,0,955,1,397,5,465,0,
1,1,46,1,1,0,4,650,2,1668,0,1710,4,1675,4,284,3,
1,2,31,1,1,1,4,650,1,692,0,1097,4,188,6,387,0,
1,2,41,1,0,2,4,650,0,1436,0,1235,4,512,5,692,5,
1,1,23,1,2,2,4,650,0,1423,0,576,4,367,0,713,1,
1,2,23,1,0,4,4,650,3,1025,0,1183,4,1499,5,982,2,
1,0,31,0,4,4,3,651,2,944,2,1155,0,3,0,579,5,
1,0,9,0,1,0,3,651,0,650,2,1252,0,1676,6,545,1,
1,0,25,0,2,1,3,651,1,650,2,1711,0,656,2,781,3,
1,0,32,0,1,3,3,651,1,1669,2,1712,0,775,3,497,2,
1,0,12,0,1,4,3,651,0,1669,2,1472,0,1150,3,550,0,
1,0,28,0,1,2,0,652,3,1099,3,1713,3,351,3,533,2,
1,0,22,0,2,3,2,31,3,58,3,345,1,1113,3,98,3,
1,0,47,0,1,3,2,31,0,1261,3,480,1,1106,1,173,4,
1,0,28,0,3,0,2,31,3,583,3,1132,1,1677,3,653,5,
1,0,30,0,2,0,2,31,2,478,3,1450,1,1073,3,771,6,
1,0,15,0,1,3,2,31,1,1670,3,1129,1,445,5,562,1,
1,0,22,0,2,3,2,31,2,1671,3,1714,1,1678,1,118,2,
1,0,36,0,2,3,2,31,1,1333,3,569,1,574,3,77,0,
1,2,39,1,1,2,3,4,2,1127,2,1715,1,813,2,422,2,
1,1,9,1,0,3,3,4,0,1590,2,1716,1,1156,5,881,3,
1,2,28,1,3,3,3,4,1,21,2,25,1,1166,3,436,1,
1,0,47,0,1,4,4,525,2,593,4,1717,1,346,1,780,2,
1,0,42,0,1,4,4,525,2,1332,4,586,1,1679,2,1003,1,
1,1,47,1,1,4,1,653,1,1672,0,1536,0,1680,5,615,3,
1,1,1,1,2,1,1,653,1,418,0,1664,0,1012,0,113,4,
1,1,46,1,2,1,1,653,3,1500,0,867,0,1530,1,121,0,
1,2,34,1,1,0,1,653,2,502,0,507,0,1681,1,1004,5,
1,1,22,1,4,2,1,653,2,416,0,1718,0,669,5,669,2,
1,1,35,1,1,0,1,653,0,1673,0,1662,0,1682,5,545,6,
1,1,46,1,2,3,1,653,3,1674,0,1703,0,1527,1,1005,1,
1,2,42,2,1,4,4,430,3,919,1,1719,3,555,1,978,3,
1,0,4,2,3,0,4,430,2,1675,1,73,3,734,6,327,5,
1,3,1,2,2,0,4,430,2,491,1,861,3,355,0,9,2,
1,2,30,2,2,2,4,430,1,1676,1,1428,3,905,0,739,1,
1,3,31,2,2,0,4,430,2,1665,1,1720,3,1683,1,449,4,
1,3,47,2,1,3,4,430,1,70,1,1721,3,1611,4,556,0,
1,0,34,0,1,1,3,654,0,849,0,1722,3,190,0,426,2,
1,0,24,0,2,3,4,655,3,1677,3,951,1,843,0,573,2,
1,1,19,2,3,4,1,656,2,1602,3,1723,0,1657,1,802,0,
1,1,6,2,0,1,1,656,2,289,3,1724,0,1462,0,948,4,
1,2,48,2,4,2,1,656,2,550,3,1173,0,1184,2,824,2,
1,3,32,2,1,0,1,656,0,825,3,1725,0,1684,2,14,1,
1,2,38,2,2,3,1,656,2,1678,3,549,0,1685,6,981,3,
1,0,34,2,4,1,1,656,2,697,3,738,0,843,2,479,5,
1,0,42,0,0,4,1,657,3,1096,3,667,2,1686,5,509,3,
1,0,29,0,1,2,1,657,1,1097,3,1726,2,332,3,928,2,
1,0,30,0,0,0,1,657,3,1679,3,1727,2,687,1,362,1,
1,2,19,1,0,1,2,658,0,275,0,256,2,1153,3,4,2,
1,0,44,0,2,0,2,155,3,167,3,1000,1,984,0,901,1,
1,0,15,0,1,4,2,155,0,1680,3,1282,1,1687,6,326,3,
1,0,14,0,0,1,2,155,3,673,3,1728,1,313,4,569,2,
1,0,14,0,4,4,2,155,3,1060,3,1672,1,1469,5,512,0,
1,0,6,2,3,3,0,659,1,697,0,1729,1,1100,1,325,2,
1,1,32,2,3,1,0,659,0,1361,0,549,1,1688,4,316,1,
1,0,21,0,3,0,1,660,2,140,1,350,3,1078,3,182,0,
1,0,11,0,1,3,1,660,0,1326,1,1730,3,971,4,758,5,
1,0,8,0,0,4,1,660,0,1326,1,1333,3,397,5,331,3,
1,0,24,0,4,0,1,660,2,747,1,1730,3,267,0,968,4,
1,0,46,0,3,3,1,660,2,747,1,393,3,1689,5,226,2,
1,0,43,0,0,1,1,660,2,259,1,270,3,752,1,555,1,
1,0,39,0,0,2,1,369,0,1681,0,694,1,1004,4,981,0,
1,0,46,0,2,3,1,369,2,1439,0,1253,1,697,3,831,4,
1,0,40,0,3,2,1,369,2,1682,0,1446,1,1445,1,717,2,
1,0,8,0,1,2,1,369,3,300,0,1731,1,141,3,363,5,
1,0,9,0,3,1,1,369,1,1683,0,438,1,1690,4,998,6,
1,0,7,0,0,4,1,369,3,1610,0,1252,1,1268,2,804,1,
1,0,32,0,3,0,1,369,1,995,0,1732,1,1691,6,1004,3,
1,2,1,1,0,3,1,661,3,1252,3,746,3,1692,4,872,0,
1,1,48,1,0,4,1,661,3,1048,3,1733,3,1693,5,381,3,
1,1,46,1,1,0,1,661,0,1684,3,1734,3,1694,1,266,5,
1,2,45,1,0,2,1,661,3,1583,3,1550,3,1695,4,783,2,
1,1,44,1,0,4,1,661,2,1651,3,1735,3,1696,5,846,1,
1,2,44,1,4,3,4,199,0,159,4,1361,0,1697,5,465,1,
1,2,1,1,1,3,4,199,2,564,4,167,0,1698,4,345,2,
1,1,30,1,3,1,4,199,3,563,4,262,0,568,6,588,3,
1,2,39,1,0,2,1,662,0,1685,3,419,2,366,2,95,5,
1,1,41,1,1,3,1,662,0,560,3,1736,2,166,3,761,4,
1,2,36,1,4,3,1,662,0,1383,3,1737,2,1204,3,1005,3,
1,2,15,1,1,3,1,662,2,1145,3,451,2,770,6,110,0,
1,1,49,1,1,4,1,662,2,379,3,495,2,165,0,106,1,
1,1,20,1,1,1,1,662,1,160,3,366,2,1517,0,1006,2,
1,0,22,0,1,4,4,663,2,648,0,1738,3,993,4,185,2,
1,0,26,0,0,2,4,663,1,1576,0,1155,3,137,2,67,1,
1,0,50,0,4,4,4,664,0,656,1,1739,1,1049,5,539,2,
1,0,9,0,2,2,4,664,3,1592,1,205,1,199,6,841,5,
1,0,19,0,0,2,4,664,3,456,1,682,1,1367,2,927,1,
1,0,26,0,1,4,4,664,1,456,1,203,1,200,0,961,0,
1,0,33,0,0,0,4,664,1,735,1,252,1,1369,0,989,6,
1,0,13,0,4,2,4,664,3,189,1,657,1,663,4,150,3,
1,0,34,0,3,3,4,664,0,1484,1,1073,1,384,6,226,4,
1,1,20,1,0,3,3,665,1,871,0,1176,1,1699,0,417,0,
1,1,23,1,2,2,3,665,1,610,0,568,1,1700,1,456,3,
1,1,31,1,4,4,3,665,1,1686,0,1740,1,1584,3,756,1,
1,1,4,1,4,1,3,665,2,567,0,1226,1,1622,2,885,2,
1,0,35,0,2,1,2,246,1,1444,2,910,3,190,6,1007,1,
1,0,7,0,3,0,2,246,0,1460,2,1079,3,750,4,1008,0,
1,0,6,0,2,1,2,246,3,756,2,993,3,1179,3,499,2,
1,0,49,0,2,0,2,246,3,1447,2,1377,3,1701,5,470,3,
1,0,33,0,1,4,4,277,1,1687,1,905,2,1357,5,532,0,
1,0,9,0,1,1,4,277,3,1688,1,414,2,853,6,636,3,
1,0,30,0,3,4,4,277,2,1163,1,915,2,1702,1,954,5,
1,0,20,0,2,4,4,277,1,1689,1,755,2,1490,2,871,2,
1,0,15,0,1,2,4,277,3,895,1,1349,2,749,0,567,1,
1,0,48,0,3,0,2,666,0,1356,2,818,1,1211,1,207,6,
1,0,47,0,0,1,2,666,0,1690,2,424,1,357,5,937,0,
1,0,2,0,3,0,2,666,1,1283,2,1532,1,1661,2,922,1,
1,0,32,0,0,1,2,666,2,1403,2,1117,1,1703,6,532,4,
1,0,46,0,2,4,2,666,3,1068,2,1386,1,1704,6,672,3,
1,0,42,0,0,4,2,666,2,1098,2,963,1,1705,3,555,5,
1,0,28,0,0,1,2,666,0,1691,2,148,1,1706,1,536,2,
1,2,49,1,1,1,1,667,2,1500,4,1741,4,1528,1,48,3,
1,1,33,1,0,0,1,667,2,416,4,288,4,1025,0,111,1,
1,1,18,1,3,0,1,667,0,1692,4,288,4,1707,5,688,2,
1,1,41,2,4,1,1,668,3,1602,4,1742,1,845,1,818,6,
1,0,18,2,2,0,1,668,1,441,4,801,1,1160,2,1009,4,
1,1,47,2,2,1,1,668,0,1693,4,1105,1,1708,5,622,2,
1,3,12,2,4,1,1,668,1,1150,4,1395,1,1709,5,766,1,
1,0,43,2,1,4,1,668,1,288,4,1743,1,729,5,429,0,
1,1,20,2,3,0,1,668,3,550,4,549,1,1672,0,763,3,
1,2,46,2,1,2,1,668,2,839,4,114,1,846,5,634,5,
1,0,4,0,0,1,4,669,0,1694,3,263,4,383,4,39,0,
1,0,43,0,4,4,4,669,1,1078,3,1744,4,1419,4,320,2,
1,0,47,0,0,2,4,669,1,1695,3,1745,4,1507,4,771,5,
1,0,26,0,2,1,4,669,2,1453,3,427,4,1710,6,469,1,
1,0,49,0,4,3,4,669,2,754,3,1347,4,1473,5,12,3,
1,0,26,0,2,4,2,670,0,1696,1,1746,1,1711,0,407,1,
1,0,1,0,0,3,2,670,0,34,1,643,1,245,5,826,5,
1,0,23,0,1,0,2,670,1,1697,1,1747,1,535,5,430,2,
1,0,16,0,2,4,2,670,1,733,1,691,1,35,4,613,4,
1,0,37,0,0,4,2,670,0,1505,1,39,1,220,4,255,0,
1,0,29,0,0,4,2,670,3,1698,1,1748,1,1712,6,17,3,
1,2,10,1,2,4,3,671,0,1400,0,342,4,1343,4,684,0,
1,1,24,1,2,4,3,671,1,1172,0,876,4,863,6,755,5,
1,2,42,1,3,1,3,671,2,203,0,1294,4,1556,4,279,2,
1,2,35,1,3,1,3,671,2,25,0,1612,4,67,2,799,3,
1,1,13,1,2,0,3,671,3,1699,0,1434,4,1713,0,449,4,
1,2,50,1,1,3,3,671,3,1396,0,1749,4,212,0,670,1,
1,0,26,0,3,1,3,672,0,148,4,395,4,1714,3,283,1,
1,0,48,0,1,2,3,672,0,954,4,1200,4,1075,1,304,2,
1,0,2,0,3,1,2,289,3,684,2,1499,4,1715,6,95,3,
1,0,20,0,2,3,2,289,1,1330,2,1425,4,1716,3,5,2,
1,0,28,0,0,2,2,289,0,1700,2,609,4,1717,0,817,1,
1,1,20,1,0,2,1,673,3,1701,0,279,1,1508,1,75,1,
1,1,42,1,4,4,1,673,2,1702,0,409,1,1718,0,743,0,
1,2,29,1,1,1,1,673,1,1703,0,448,1,453,1,982,5,
1,1,44,1,2,1,1,673,2,444,0,1307,1,1063,5,56,2,
1,2,9,1,1,0,1,673,1,1054,0,872,1,294,3,353,3,
1,1,31,1,0,4,0,674,2,546,1,594,3,906,2,161,2,
1,2,19,1,1,2,0,674,1,270,1,1405,3,129,4,98,3,
1,1,39,1,4,1,0,674,1,470,1,1510,3,1719,2,919,1,
1,1,34,1,1,4,0,674,3,1704,1,1008,3,1406,4,579,0,
1,2,24,1,4,1,0,674,3,1276,1,704,3,1720,4,267,4,
1,2,49,1,0,3,0,674,0,546,1,704,3,1342,4,507,5,
1,2,12,1,2,0,3,675,3,1705,0,1705,2,464,4,294,5,
1,2,23,1,1,1,3,675,3,1706,0,507,2,1681,3,611,1,
1,1,5,1,4,2,3,675,1,73,0,1750,2,180,3,404,3,
1,1,21,1,2,3,3,675,3,151,0,946,2,1721,2,795,2,
1,2,7,1,1,0,3,675,2,1707,0,12,2,1562,5,243,0,
1,0,40,0,3,2,0,204,0,908,1,1751,4,1245,6,816,1,
1,0,47,0,4,0,0,204,2,1463,1,1752,4,1722,4,31,4,
1,0,4,0,0,3,0,204,2,687,1,938,4,1723,6,647,0,
1,0,40,0,0,4,0,204,3,867,1,1502,4,1058,0,241,2,
1,0,8,0,4,2,0,204,0,654,1,1739,4,522,6,1010,3,
1,0,45,0,3,3,0,204,3,1708,1,383,4,652,3,142,5,
1,2,23,1,4,0,2,676,0,1709,2,1753,0,1206,6,628,3,
1,1,40,1,4,1,2,676,0,572,2,385,0,894,0,786,1,
1,1,18,1,2,2,2,676,2,535,2,1362,0,480,3,441,5,
1,1,42,1,3,3,2,676,2,1710,2,495,0,103,3,41,2,
1,2,27,1,4,0,2,676,1,1599,2,1362,0,1375,1,60,0,
1,1,28,1,2,4,0,677,3,1711,1,1704,2,1724,6,531,1,
1,1,29,1,1,3,0,677,0,1429,1,467,2,13,4,119,3,
1,2,38,1,1,1,0,677,0,878,1,1754,2,1721,6,464,2,
1,1,28,1,4,0,3,493,2,1245,4,1679,3,1725,6,163,2,
1,0,42,0,1,2,4,678,0,182,1,1214,4,1507,3,539,2,
1,1,32,1,0,4,0,679,1,1712,4,1755,4,1659,2,661,2,
1,1,1,1,4,4,0,679,1,699,4,1260,4,555,1,600,0,
1,1,8,1,3,0,0,679,2,1270,4,1756,4,203,6,72,3,
1,2,8,1,2,4,0,679,1,898,4,986,4,975,5,833,1,
1,2,8,1,4,4,0,680,0,835,0,87,1,1546,6,895,2,
1,1,4,1,0,2,4,681,1,1496,1,1757,3,1411,1,470,2,
1,2,28,1,4,3,4,681,3,1039,1,597,3,1726,2,720,1,
1,2,31,1,1,0,2,682,2,1637,0,278,0,197,0,309,5,
1,1,23,1,4,3,2,682,1,1713,0,1758,0,1727,5,279,4,
1,2,48,1,1,1,2,682,1,185,0,59,0,1561,1,91,1,
1,2,49,1,0,4,2,682,1,12,0,1564,0,1728,1,357,3,
1,1,21,1,0,0,2,682,1,1389,0,1565,0,1729,6,909,2,
1,2,37,1,4,1,2,682,3,92,0,183,0,344,1,903,0,
1,1,1,1,0,0,1,446,3,123,4,1759,0,1644,1,233,0,
1,1,6,1,0,2,1,446,2,1714,4,131,0,417,1,370,1,
1,2,1,1,4,0,1,446,0,1328,4,1760,0,486,2,498,5,
1,1,30,1,1,1,1,446,2,1715,4,449,0,26,5,242,4,
1,2,21,1,4,0,1,446,2,123,4,1761,0,18,1,516,3,
1,1,17,1,0,3,1,446,1,1716,4,16,0,864,5,332,2,
1,1,30,1,0,3,0,683,2,1665,1,1762,3,1730,5,460,5,
1,1,14,1,2,2,0,683,0,1717,1,1464,3,1657,0,662,0,
1,2,29,1,4,4,0,683,3,1718,1,1763,3,1401,4,433,2,
1,1,12,1,4,0,0,683,3,839,1,699,3,975,0,469,1,
1,3,23,1,1,1,0,683,0,839,1,1764,3,1309,4,211,4,
1,2,34,1,3,3,0,683,2,1719,1,698,3,846,6,790,3,
1,1,26,1,1,2,0,684,2,1145,4,1363,3,1220,5,777,0,
1,1,27,1,2,1,0,684,3,1146,4,1023,3,168,1,933,1,
1,2,12,1,0,3,0,684,2,386,4,1415,3,604,2,684,5,
1,1,48,1,0,4,0,684,2,1720,4,1628,3,827,1,106,3,
1,1,12,1,3,2,0,684,2,155,4,845,3,162,0,521,2,
1,0,21,0,1,4,2,685,0,1721,3,1593,3,615,4,38,1,
1,0,13,0,0,3,2,685,0,1257,3,599,3,1434,3,60,0,
1,0,47,0,0,2,2,685,1,1722,3,1431,3,615,6,461,5,
1,0,3,0,4,1,2,685,1,672,3,795,3,1557,4,1011,3,
1,0,20,0,2,3,2,685,0,306,3,1430,3,1484,5,990,2,
1,1,41,1,4,2,3,686,2,914,0,1765,1,367,6,190,2,
1,1,16,1,0,2,3,686,3,360,0,576,1,1450,6,321,1,
1,0,46,0,1,4,2,585,0,425,4,1766,0,264,5,1012,3,
1,0,1,0,2,3,2,585,1,1723,4,1436,0,1731,4,920,1,
1,0,5,0,4,0,2,585,0,1724,4,1016,0,1519,2,657,2,
1,0,19,0,1,0,2,585,2,758,4,1767,0,373,6,498,0,
1,0,28,0,3,4,4,687,0,1169,3,1768,2,1732,5,789,1,
1,0,41,0,1,4,4,687,2,545,3,426,2,995,0,568,2,
1,0,15,0,4,3,4,687,3,38,3,270,2,399,5,774,0,
1,0,50,0,1,3,4,687,1,1725,3,1768,2,1733,1,1013,3,
1,0,27,0,2,3,0,457,3,1337,4,828,0,529,6,659,1,
1,0,25,0,4,1,0,457,2,627,4,764,0,1495,5,786,0,
